gid	gname	chr	start	end	logCPM	logFC.XY46.XX46
TRINITY_DN103926_c0_g1_i1	NA	NA	NA	NA	1.481568287	0.279791919
TRINITY_DN103929_c0_g1_i1	Xetrov90002887m	Chr01	143564540	143564540	0.644368688	0.548119655
TRINITY_DN103964_c0_g1_i1	NA	NA	NA	NA	1.852224524	0.453533455
TRINITY_DN103974_c0_g2_i1	NA	NA	NA	NA	2.012507626	-0.650079756
TRINITY_DN103986_c0_g1_i1	NA	NA	NA	NA	1.728981779	0.444340407
TRINITY_DN103989_c0_g1_i1	NA	NA	NA	NA	5.130627578	-1.035593199
TRINITY_DN104004_c0_g1_i1	NA	NA	NA	NA	1.971199514	0.142319273
TRINITY_DN104012_c0_g1_i1	enpp3	Chr05	44581242	44581242	1.715954774	0.62253163
TRINITY_DN104018_c0_g1_i4	NA	NA	NA	NA	0.845040939	0.846140787
TRINITY_DN104018_c1_g1_i1	NA	NA	NA	NA	2.798062133	1.440912013
TRINITY_DN104027_c0_g1_i1	NA	NA	NA	NA	1.97433655	0.694600554
TRINITY_DN104073_c1_g1_i1	NA	NA	NA	NA	1.557060948	1.76219502
TRINITY_DN104090_c1_g2_i1	scara3-like	scaffold_786	771	771	2.510126351	-1.07516099
TRINITY_DN104155_c0_g1_i1	NA	NA	NA	NA	1.999338753	0.217671043
TRINITY_DN104156_c0_g1_i3	NA	NA	NA	NA	3.363506143	-0.443759934
TRINITY_DN104158_c0_g1_i1	NA	NA	NA	NA	1.926064789	0.374348225
TRINITY_DN104173_c0_g1_i1	NA	NA	NA	NA	4.11084803	-0.472107079
TRINITY_DN104173_c0_g2_i1	NA	NA	NA	NA	0.358617506	0.379468376
TRINITY_DN104207_c0_g1_i1	NA	NA	NA	NA	1.036145319	-3.681619619
TRINITY_DN104231_c0_g1_i1	LOC100493414	scaffold_788	13625	13625	0.810790281	-1.113968947
TRINITY_DN104240_c0_g1_i1	NA	NA	NA	NA	3.995072609	-1.067679789
TRINITY_DN104253_c0_g1_i1	NA	NA	NA	NA	0.389290434	0.685963493
TRINITY_DN104275_c0_g1_i1	rhoc	Chr02	74137995	74137995	0.793064647	-0.273281088
TRINITY_DN104287_c1_g1_i1	LOC100489713	Chr06	115371838	115371838	2.529584244	0.16717616
TRINITY_DN104296_c0_g2_i1	NA	NA	NA	NA	0.311408047	-0.016049178
TRINITY_DN104318_c0_g1_i1	LOC100494929-like	Chr05	128954571	128954571	4.566234328	-0.095563986
TRINITY_DN104331_c0_g1_i1	NA	NA	NA	NA	2.972070677	0.064729437
TRINITY_DN104334_c0_g1_i1	NA	NA	NA	NA	0.919408431	-0.094337564
TRINITY_DN104337_c0_g1_i1	NA	NA	NA	NA	3.982309478	-1.095422433
TRINITY_DN104339_c0_g1_i2	NA	NA	NA	NA	3.545468369	-0.335986565
TRINITY_DN104354_c0_g1_i5	LOC101734929	Chr05	47322218	47322218	2.627167609	0.034565184
TRINITY_DN104356_c0_g1_i3	LOC100485662	scaffold_1525	11329	11329	2.097516383	0.373489327
TRINITY_DN104357_c0_g1_i2	vwa7	Chr08	52830489	52830489	2.952960434	0.704802958
TRINITY_DN104365_c0_g3_i1	NA	NA	NA	NA	3.761647977	-1.070400221
TRINITY_DN104383_c0_g4_i1	NA	NA	NA	NA	0.436706688	-2.555816091
TRINITY_DN104402_c0_g1_i1	NA	NA	NA	NA	0.376595044	1.085472854
TRINITY_DN104410_c0_g2_i1	rexo1-like	Chr01	79366314	79366314	0.618324963	-1.585396663
TRINITY_DN104412_c0_g1_i1	corin-like	Chr01	29391953	29391953	0.050240564	0.08022942
TRINITY_DN104414_c0_g2_i1	NA	NA	NA	NA	0.65635414	-0.003702496
TRINITY_DN104420_c0_g1_i1	NA	NA	NA	NA	0.719575632	0.415009694
TRINITY_DN104428_c0_g1_i2	NA	NA	NA	NA	3.43609323	-0.711580692
TRINITY_DN104441_c0_g2_i1	NA	NA	NA	NA	4.24202971	0.942165327
TRINITY_DN104463_c0_g1_i1	NA	NA	NA	NA	0.314517555	-1.92978696
TRINITY_DN104464_c0_g1_i1	NA	NA	NA	NA	1.314142399	0.112957983
TRINITY_DN104490_c0_g1_i1	NA	NA	NA	NA	1.032076771	-0.696825965
TRINITY_DN104496_c0_g2_i1	NA	NA	NA	NA	1.124329429	-3.096085064
TRINITY_DN104508_c0_g2_i3	NA	NA	NA	NA	4.99813039	-0.060681745
TRINITY_DN104527_c0_g1_i1	NA	NA	NA	NA	2.602915272	-0.522649884
TRINITY_DN104546_c0_g1_i1	NA	NA	NA	NA	2.678769285	1.178560411
TRINITY_DN104550_c0_g2_i1	NA	NA	NA	NA	3.292348099	-2.253810255
TRINITY_DN104580_c0_g1_i1	NA	NA	NA	NA	0.973413336	0.352038566
TRINITY_DN104583_c0_g1_i1	NA	NA	NA	NA	3.085093976	0.352053592
TRINITY_DN104640_c0_g1_i1	NA	NA	NA	NA	0.575305852	0.736205779
TRINITY_DN104654_c0_g1_i1	ino80	Chr08	95309657	95309657	1.826191733	-2.099046875
TRINITY_DN104666_c0_g2_i1	NA	NA	NA	NA	2.292213523	0.509170039
TRINITY_DN104667_c0_g1_i3	NA	NA	NA	NA	4.433686523	0.317464729
TRINITY_DN104677_c0_g2_i1	NA	NA	NA	NA	3.699226318	0.102935716
TRINITY_DN104678_c0_g1_i2	NA	NA	NA	NA	0.028068216	-0.389341577
TRINITY_DN104694_c0_g1_i1	kcnk5	scaffold_386	35647	35647	4.158908289	-0.841150611
TRINITY_DN104699_c0_g2_i1	LOC733932	Chr07	1586851	1586851	0.489013269	0.147092219
TRINITY_DN104719_c0_g1_i2	NA	NA	NA	NA	2.920111008	0.399023589
TRINITY_DN104719_c0_g2_i1	NA	NA	NA	NA	8.52368706	0.36811809
TRINITY_DN104721_c0_g1_i1	NA	NA	NA	NA	4.447015912	0.28964632
TRINITY_DN104732_c0_g1_i1	NA	NA	NA	NA	0.136558609	0.811257149
TRINITY_DN104737_c1_g1_i2	LOC100488454-like	Chr03	116678017	116678017	3.669372614	-0.072328115
TRINITY_DN104740_c0_g1_i2	NA	NA	NA	NA	4.028171916	-0.78035804
TRINITY_DN104748_c0_g1_i1	NA	NA	NA	NA	0.792130394	0.499499637
TRINITY_DN104751_c0_g1_i2	NA	NA	NA	NA	4.502586786	-1.464496149
TRINITY_DN104757_c0_g1_i1	NA	NA	NA	NA	1.570941667	0.657453593
TRINITY_DN104762_c0_g1_i2	gmnn	Chr06	28951728	28951728	4.809514163	-0.012003503
TRINITY_DN104778_c0_g1_i1	NA	NA	NA	NA	0.234342183	0.390733711
TRINITY_DN104783_c1_g1_i1	NA	NA	NA	NA	3.009535879	0.7769922
TRINITY_DN104786_c0_g1_i1	NA	NA	NA	NA	0.085760808	0.27429144
TRINITY_DN104801_c0_g1_i1	NA	NA	NA	NA	1.676670109	-0.353473892
TRINITY_DN104812_c0_g1_i2	NA	NA	NA	NA	3.137574751	-1.68479093
TRINITY_DN104814_c0_g1_i1	NA	NA	NA	NA	0.998703239	0.622682715
TRINITY_DN104835_c0_g1_i2	NA	NA	NA	NA	4.970896041	-1.662865636
TRINITY_DN104838_c0_g1_i1	NA	NA	NA	NA	0.514297026	-1.532800673
TRINITY_DN104874_c0_g2_i2	gusb	Chr02	94082979	94082979	5.302051243	0.21125556
TRINITY_DN104906_c0_g1_i1	LOC100497845-like	Chr04	91113105	91113105	0.216880508	0.028642752
TRINITY_DN104912_c0_g2_i1	NA	NA	NA	NA	0.363206016	0.260232252
TRINITY_DN104919_c0_g1_i1	NA	NA	NA	NA	5.235693566	0.290559372
TRINITY_DN104922_c0_g1_i1	NA	NA	NA	NA	0.819419787	0.774591696
TRINITY_DN104928_c0_g2_i2	NA	NA	NA	NA	0.332317499	1.130029639
TRINITY_DN104942_c0_g1_i2	NA	NA	NA	NA	5.476695078	-2.076065602
TRINITY_DN104972_c0_g1_i2	NA	NA	NA	NA	7.012979254	0.238929924
TRINITY_DN105001_c1_g3_i2	NA	NA	NA	NA	2.534033076	0.303793957
TRINITY_DN105027_c0_g1_i1	supt3h	Chr05	143695348	143695348	0.744100815	0.655101816
TRINITY_DN105039_c0_g1_i1	nphp1	Chr05	50712580	50712580	5.248607505	1.040594215
TRINITY_DN105042_c0_g1_i1	NA	NA	NA	NA	0.50947754	0.369854428
TRINITY_DN105042_c0_g2_i1	NA	NA	NA	NA	5.764543817	0.877597569
TRINITY_DN105042_c1_g1_i2	NA	NA	NA	NA	0.997659276	1.027173856
TRINITY_DN105042_c1_g2_i1	NA	NA	NA	NA	0.527075865	0.979980791
TRINITY_DN105054_c0_g1_i1	NA	NA	NA	NA	0.69916125	0.380750461
TRINITY_DN105060_c0_g2_i3	NA	NA	NA	NA	1.914378741	-0.011267612
TRINITY_DN105061_c0_g1_i1	rad9a	Chr07	60244427	60244427	2.871772072	0.442655658
TRINITY_DN105106_c0_g1_i2	NA	NA	NA	NA	1.31466914	-0.02691427
TRINITY_DN105118_c0_g1_i1	NA	NA	NA	NA	1.527014302	1.156546648
TRINITY_DN105140_c0_g1_i1	NA	NA	NA	NA	2.356444232	-1.742829928
TRINITY_DN105151_c0_g1_i1	NA	NA	NA	NA	0.687722165	0.199509321
TRINITY_DN105167_c0_g2_i1	NA	NA	NA	NA	1.092663695	1.016182987
TRINITY_DN105184_c0_g1_i2	brcc3	Chr08	17828267	17828267	1.478446981	0.239720065
TRINITY_DN105192_c0_g1_i2	NA	NA	NA	NA	0.890867082	0.627794485
TRINITY_DN105215_c0_g1_i1	NA	NA	NA	NA	4.397386178	-1.612990255
TRINITY_DN105224_c0_g1_i1	fam177a1	Chr08	89163743	89163743	1.49307831	0.352811997
TRINITY_DN105227_c0_g1_i1	NA	NA	NA	NA	1.10132861	0.989848456
TRINITY_DN105232_c0_g1_i1	NA	NA	NA	NA	0.74691115	0.367417184
TRINITY_DN105250_c0_g1_i2	NA	NA	NA	NA	5.545950607	0.338197934
TRINITY_DN105269_c0_g1_i1	NA	NA	NA	NA	1.892075407	0.19089892
TRINITY_DN105273_c0_g1_i2	fabp1	Chr01	15230089	15230089	2.081721984	0.221162007
TRINITY_DN105285_c0_g1_i2	NA	NA	NA	NA	1.128381658	0.842042288
TRINITY_DN105286_c0_g2_i1	NA	NA	NA	NA	1.535244821	0.689393688
TRINITY_DN105307_c0_g1_i1	NA	NA	NA	NA	5.830405609	1.133882547
TRINITY_DN105309_c0_g2_i1	NA	NA	NA	NA	2.47907154	0.494698013
TRINITY_DN105309_c0_g3_i1	krr1	Chr03	51659592	51659592	0.713547186	0.815680782
TRINITY_DN105320_c0_g2_i2	NA	NA	NA	NA	2.369199536	-0.012154399
TRINITY_DN105324_c0_g1_i5	NA	NA	NA	NA	7.527365798	0.472946882
TRINITY_DN105350_c0_g1_i1	NA	NA	NA	NA	2.496932291	0.528693938
TRINITY_DN105353_c0_g2_i2	LOC100124863	Chr02	46331456	46331456	3.177703024	0.158537292
TRINITY_DN105372_c0_g1_i1	cdc37	Chr03	127172519	127172519	4.342906033	0.523856905
TRINITY_DN105372_c0_g2_i1	LOC100486753	Chr08	59785619	59785619	4.385002186	0.914442203
TRINITY_DN105385_c0_g1_i2	LOC100497064-like	Chr04	91296157	91296157	3.799576366	0.056362738
TRINITY_DN105386_c0_g2_i1	NA	NA	NA	NA	4.278795497	-1.8573342
TRINITY_DN105387_c0_g2_i3	ephx4	Chr04	94494173	94494173	0.375404039	-0.174575269
TRINITY_DN105400_c0_g1_i3	NA	NA	NA	NA	4.515303769	-0.164315432
TRINITY_DN105413_c0_g1_i1	Xetrov90006066m	Chr02	122924889	122924889	4.91015663	-0.286212768
TRINITY_DN105428_c0_g1_i2	NA	NA	NA	NA	4.947512668	-0.378625196
TRINITY_DN105432_c0_g1_i1	NA	NA	NA	NA	0.326144806	0.511328615
TRINITY_DN105435_c0_g1_i1	NA	NA	NA	NA	1.844375447	0.446151409
TRINITY_DN105438_c0_g1_i1	sars	Chr02	48662793	48662793	0.568660997	0.283283028
TRINITY_DN105440_c0_g1_i1	NA	NA	NA	NA	4.0286748	-4.071972548
TRINITY_DN105441_c0_g1_i1	coq10a	Chr02	134069862	134069862	2.982794441	-0.130812411
TRINITY_DN105441_c0_g2_i3	NA	NA	NA	NA	4.073717803	-0.351253757
TRINITY_DN105451_c0_g1_i1	NA	NA	NA	NA	1.929349237	0.179179028
TRINITY_DN105453_c0_g1_i1	slc27a4	Chr08	7891739	7891739	5.530570521	-1.249512122
TRINITY_DN105455_c0_g3_i1	NA	NA	NA	NA	1.289397265	-3.137029265
TRINITY_DN105464_c0_g1_i1	NA	NA	NA	NA	1.097989594	0.067577333
TRINITY_DN105472_c0_g3_i2	NA	NA	NA	NA	6.780193922	-1.543547266
TRINITY_DN105481_c1_g1_i1	LOC100487688-like	Chr02	48743088	48743088	3.497992759	-0.617080391
TRINITY_DN105493_c0_g2_i1	c2orf43	Chr05	139517064	139517064	4.814193434	0.358028656
TRINITY_DN105509_c0_g1_i1	NA	NA	NA	NA	1.717647831	0.433032235
TRINITY_DN105513_c0_g1_i1	NA	NA	NA	NA	1.180453799	1.177230334
TRINITY_DN105525_c0_g1_i1	NA	NA	NA	NA	1.583472978	-6.587444528
TRINITY_DN105556_c0_g1_i1	NA	NA	NA	NA	2.784271628	0.636953623
TRINITY_DN105560_c0_g1_i2	NA	NA	NA	NA	4.576257724	-1.265767355
TRINITY_DN105561_c0_g1_i1	NA	NA	NA	NA	2.943134829	0.35387697
TRINITY_DN105578_c0_g1_i1	NA	NA	NA	NA	1.661863474	-4.703992967
TRINITY_DN105592_c1_g1_i2	tlk2	Chr10	9034424	9034424	2.158124875	0.419851436
TRINITY_DN105601_c0_g1_i1	NA	NA	NA	NA	6.700928349	-5.008871934
TRINITY_DN105610_c0_g1_i1	NA	NA	NA	NA	0.491191353	-0.396875461
TRINITY_DN105624_c0_g1_i1	NA	NA	NA	NA	3.817293593	-10.84079259
TRINITY_DN105629_c0_g2_i1	trpc4	Chr02	148441889	148441889	2.06153572	0.336866697
TRINITY_DN105635_c0_g1_i1	NA	NA	NA	NA	4.100650682	-0.323171952
TRINITY_DN105647_c0_g2_i1	NA	NA	NA	NA	6.986414829	-11.81141532
TRINITY_DN105654_c0_g1_i1	NA	NA	NA	NA	5.365631109	0.757731348
TRINITY_DN105654_c0_g3_i1	NA	NA	NA	NA	0.971625405	0.263365308
TRINITY_DN105669_c0_g4_i1	rho	Chr04	121524129	121524129	0.018407467	-0.043536435
TRINITY_DN105669_c0_g5_i1	NA	NA	NA	NA	0.648918685	0.070006606
TRINITY_DN105675_c0_g2_i1	NA	NA	NA	NA	1.527774893	0.548931255
TRINITY_DN105682_c0_g3_i1	NA	NA	NA	NA	2.598274108	-1.792830821
TRINITY_DN105683_c0_g1_i2	NA	NA	NA	NA	4.22689247	0.815345528
TRINITY_DN105687_c0_g2_i1	NA	NA	NA	NA	3.100561547	0.202850671
TRINITY_DN105698_c0_g1_i1	NA	NA	NA	NA	5.461902828	0.728862473
TRINITY_DN105705_c0_g1_i1	NA	NA	NA	NA	3.763208081	0.067684109
TRINITY_DN105721_c0_g1_i1	NA	NA	NA	NA	4.594413583	0.842696222
TRINITY_DN105726_c0_g1_i1	fubp1	Chr04	69963487	69963487	1.093031983	0.06842295
TRINITY_DN105744_c0_g1_i1	NA	NA	NA	NA	2.77137414	0.988456004
TRINITY_DN105747_c0_g1_i1	thoc7	Chr04	132655439	132655439	0.827870568	0.875051516
TRINITY_DN105756_c0_g1_i1	NA	NA	NA	NA	1.028031461	-0.966136579
TRINITY_DN105758_c0_g1_i1	NA	NA	NA	NA	0.089755233	-0.227986078
TRINITY_DN105758_c0_g3_i1	NA	NA	NA	NA	0.159171954	0.326324295
TRINITY_DN105774_c0_g1_i1	NA	NA	NA	NA	0.351185469	0.862999868
TRINITY_DN105777_c1_g1_i1	hnf1a	Chr01	143451549	143451549	1.291033478	0.301930759
TRINITY_DN105786_c0_g1_i1	col11a2p1	Chr08	51239333	51239333	1.870529628	0.165196436
TRINITY_DN105787_c0_g1_i2	NA	NA	NA	NA	0.81599068	0.893050124
TRINITY_DN105788_c0_g2_i1	NA	NA	NA	NA	0.106152396	0.307917921
TRINITY_DN105809_c0_g1_i1	NA	NA	NA	NA	4.33315064	0.546501169
TRINITY_DN105833_c0_g1_i1	NA	NA	NA	NA	3.34688423	1.061993438
TRINITY_DN105833_c0_g2_i1	NA	NA	NA	NA	0.224419153	8.403004378
TRINITY_DN105833_c0_g3_i1	NA	NA	NA	NA	0.409467035	-1.530235414
TRINITY_DN105838_c0_g2_i3	pole4	Chr03	30731121	30731121	7.700590674	-0.79784426
TRINITY_DN105848_c0_g1_i1	NA	NA	NA	NA	2.45205375	0.939531752
TRINITY_DN105850_c0_g2_i1	rdh5	Chr02	133852237	133852237	4.597497709	-0.927225454
TRINITY_DN105870_c0_g1_i1	NA	NA	NA	NA	2.026544621	1.508291642
TRINITY_DN105873_c0_g1_i1	NA	NA	NA	NA	5.118607954	-0.072466004
TRINITY_DN105885_c0_g1_i1	chad-like	Chr10	35289689	35289689	3.55855692	-0.146054097
TRINITY_DN105886_c0_g1_i2	NA	NA	NA	NA	4.281571337	-0.67513292
TRINITY_DN105900_c1_g1_i1	NA	NA	NA	NA	0.238677774	-0.109970859
TRINITY_DN105911_c1_g1_i1	dpysl5	scaffold_1818	4180	4180	2.564099815	0.475262516
TRINITY_DN105911_c1_g2_i1	NA	NA	NA	NA	3.981982363	0.122793697
TRINITY_DN105911_c1_g3_i1	NA	NA	NA	NA	7.35580326	0.549279617
TRINITY_DN105911_c1_g4_i1	NA	NA	NA	NA	3.878196687	0.257780592
TRINITY_DN105911_c1_g5_i1	NA	NA	NA	NA	3.85487444	0.083556394
TRINITY_DN105940_c0_g1_i2	NA	NA	NA	NA	1.667699846	-0.036893423
TRINITY_DN105941_c0_g1_i1	NA	NA	NA	NA	2.745800423	-1.582370867
TRINITY_DN105951_c0_g1_i1	NA	NA	NA	NA	3.722987018	-0.857542421
TRINITY_DN105980_c0_g2_i1	stard10	scaffold_598	25507	25507	0.39912282	-1.668642944
TRINITY_DN105980_c0_g3_i1	NA	NA	NA	NA	0.7424188	0.793744843
TRINITY_DN105981_c0_g1_i1	kiaa0391	Chr08	89186476	89186476	3.480166008	0.193119318
TRINITY_DN105987_c0_g2_i2	NA	NA	NA	NA	1.013478283	2.092673474
TRINITY_DN106031_c0_g1_i1	ttc8	Chr08	65044076	65044076	2.498278081	0.986086887
TRINITY_DN106038_c0_g1_i1	NA	NA	NA	NA	0.571013011	-0.374981114
TRINITY_DN106051_c0_g1_i1	NA	NA	NA	NA	0.404730628	0.290720726
TRINITY_DN106055_c0_g2_i1	NA	NA	NA	NA	0.614919912	1.657242485
TRINITY_DN106059_c0_g1_i1	glra2-like	Chr02	33265703	33265703	1.365185575	-0.050533938
TRINITY_DN106060_c0_g1_i1	LOC101733704	Chr01	143633503	143633503	1.221465316	0.051040332
TRINITY_DN106065_c0_g1_i2	NA	NA	NA	NA	4.891689985	-1.299027206
TRINITY_DN106079_c0_g1_i1	NA	NA	NA	NA	0.806832095	1.00198313
TRINITY_DN106080_c0_g1_i1	NA	NA	NA	NA	3.03308582	-1.000807927
TRINITY_DN106090_c0_g2_i1	NA	NA	NA	NA	5.031213614	-0.273329055
TRINITY_DN106100_c0_g2_i1	NA	NA	NA	NA	1.081424955	-0.085402868
TRINITY_DN106101_c0_g1_i1	scaf8	Chr05	42650260	42650260	7.173924676	-0.021629657
TRINITY_DN106110_c0_g1_i1	fuz	Chr07	103407840	103407840	0.77920392	0.109631714
TRINITY_DN106123_c0_g2_i1	NA	NA	NA	NA	0.014389094	0.029227706
TRINITY_DN106132_c0_g1_i1	fndc1	Chr05	54515795	54515795	0.392061107	0.613055058
TRINITY_DN106138_c0_g2_i1	LOC100497487	Chr10	23068428	23068428	0.081209818	-0.742848347
TRINITY_DN106146_c0_g1_i1	NA	NA	NA	NA	5.411971188	0.70168701
TRINITY_DN106155_c0_g1_i2	NA	NA	NA	NA	1.200824417	1.172963023
TRINITY_DN106178_c0_g1_i1	NA	NA	NA	NA	2.229903722	0.25470817
TRINITY_DN106179_c0_g1_i1	NA	NA	NA	NA	0.546275877	0.538308863
TRINITY_DN106181_c0_g2_i1	NA	NA	NA	NA	0.303401609	1.095847885
TRINITY_DN106183_c0_g1_i1	NA	NA	NA	NA	3.212140663	1.066216331
TRINITY_DN106189_c0_g2_i1	NA	NA	NA	NA	3.415614422	1.189074694
TRINITY_DN106219_c0_g3_i1	NA	NA	NA	NA	5.236711049	-1.940058898
TRINITY_DN106226_c0_g1_i3	NA	NA	NA	NA	0.062234087	-0.66572637
TRINITY_DN106229_c0_g1_i2	NA	NA	NA	NA	3.283888341	-0.401513852
TRINITY_DN106231_c0_g2_i2	NA	NA	NA	NA	9.648986716	-0.420995047
TRINITY_DN106240_c0_g1_i2	LOC100488276	scaffold_113	894021	894021	0.401599641	0.214581155
TRINITY_DN106241_c0_g2_i2	NA	NA	NA	NA	0.057723222	1.124173982
TRINITY_DN106246_c1_g1_i1	NA	NA	NA	NA	2.940688511	-0.278167318
TRINITY_DN106248_c0_g2_i3	ptgs2	Chr04	109238816	109238816	0.396230955	0.366359529
TRINITY_DN106256_c0_g3_i3	NA	NA	NA	NA	3.521382242	1.312675387
TRINITY_DN106265_c0_g1_i2	NA	NA	NA	NA	1.974722758	0.137514264
TRINITY_DN106277_c0_g1_i2	LOC100486434-like	Chr09	4553521	4553521	6.078287988	1.557631038
TRINITY_DN106281_c0_g1_i1	NA	NA	NA	NA	0.473697906	-0.433241694
TRINITY_DN106281_c0_g2_i1	NA	NA	NA	NA	1.845854672	-0.417883005
TRINITY_DN106305_c0_g1_i1	NA	NA	NA	NA	1.57284958	1.899256829
TRINITY_DN106338_c0_g1_i1	NA	NA	NA	NA	4.07388377	0.48548872
TRINITY_DN106356_c3_g1_i1	NA	NA	NA	NA	3.16907653	-0.033336618
TRINITY_DN106366_c0_g4_i1	NA	NA	NA	NA	3.440428487	-0.384214278
TRINITY_DN106366_c0_g5_i1	pth1r	Chr06	3738746	3738746	6.221065632	-0.664870224
TRINITY_DN106368_c0_g2_i1	NA	NA	NA	NA	4.195836887	0.7073197
TRINITY_DN106372_c0_g1_i1	NA	NA	NA	NA	2.498046654	-0.08028019
TRINITY_DN106392_c0_g2_i2	sytl5	Chr02	71451415	71451415	4.942229201	-0.136668213
TRINITY_DN106392_c0_g3_i1	NA	NA	NA	NA	0.175793921	0.612894797
TRINITY_DN106423_c0_g1_i1	ecd	Chr07	30166684	30166684	1.385775862	0.594212296
TRINITY_DN106429_c0_g1_i1	NA	NA	NA	NA	6.77036905	-0.324978923
TRINITY_DN106447_c0_g1_i1	tpx2	scaffold_4312	1113	1113	6.162001176	-0.698621111
TRINITY_DN106459_c0_g1_i1	NA	NA	NA	NA	1.952920599	0.635839528
TRINITY_DN106464_c0_g2_i1	NA	NA	NA	NA	1.667945533	-2.390172886
TRINITY_DN106465_c0_g1_i1	NA	NA	NA	NA	6.281498226	-0.004896104
TRINITY_DN106470_c0_g1_i1	sv2a	Chr08	107524547	107524547	2.656882747	-0.601713831
TRINITY_DN106470_c0_g3_i1	tmem259	Chr01	81416115	81416115	0.826589793	0.439151755
TRINITY_DN106476_c0_g1_i1	NA	NA	NA	NA	5.492341401	-0.164401394
TRINITY_DN106492_c0_g1_i4	LOC100127779	Chr08	47228041	47228041	0.342460571	0.532456371
TRINITY_DN106496_c0_g1_i1	NA	NA	NA	NA	3.381001512	-0.373230047
TRINITY_DN106502_c0_g1_i1	NA	NA	NA	NA	2.673251165	0.687548596
TRINITY_DN106515_c0_g1_i1	NA	NA	NA	NA	0.122057628	0.75677778
TRINITY_DN106615_c0_g1_i1	tcf3	Chr01	79654994	79654994	2.555411624	-0.933585422
TRINITY_DN106620_c0_g1_i1	znf385c	Chr10	2319644	2319644	4.365977343	-0.878224507
TRINITY_DN106653_c0_g1_i1	NA	NA	NA	NA	3.602284809	-0.325094241
TRINITY_DN106653_c0_g2_i1	NA	NA	NA	NA	2.111132452	0.177128803
TRINITY_DN106661_c0_g3_i1	ssr2	scaffold_359	22608	22608	3.286997558	0.674767031
TRINITY_DN106671_c0_g1_i1	NA	NA	NA	NA	2.884855883	-0.069253005
TRINITY_DN106671_c0_g2_i1	NA	NA	NA	NA	5.641412781	0.260256962
TRINITY_DN106700_c0_g2_i1	NA	NA	NA	NA	5.186514292	-1.739884217
TRINITY_DN106700_c0_g5_i1	NA	NA	NA	NA	0.820242713	-1.862735006
TRINITY_DN106706_c0_g1_i4	NA	NA	NA	NA	4.650343812	-0.402656591
TRINITY_DN106733_c0_g1_i1	NA	NA	NA	NA	2.981791887	0.400577709
TRINITY_DN106741_c0_g1_i2	ampd2-like	Chr02	63323925	63323925	0.824274006	0.63201341
TRINITY_DN106767_c0_g1_i1	cln5	Chr02	122934685	122934685	1.438775473	0.43390564
TRINITY_DN106815_c0_g2_i2	NA	NA	NA	NA	6.263157455	-2.024925012
TRINITY_DN106844_c0_g1_i1	NA	NA	NA	NA	0.274228956	0.327137223
TRINITY_DN106850_c0_g1_i1	NA	NA	NA	NA	4.499714129	-1.074690577
TRINITY_DN106855_c0_g1_i1	NA	NA	NA	NA	4.207891368	1.058008488
TRINITY_DN106856_c0_g1_i1	capns2	Chr08	60689409	60689409	5.32929422	0.219589918
TRINITY_DN106873_c0_g1_i2	NA	NA	NA	NA	3.608325799	-6.0798219
TRINITY_DN106881_c0_g1_i4	NA	NA	NA	NA	4.113087961	-0.092469356
TRINITY_DN106897_c0_g1_i6	pou4f1.2	Chr08	43965386	43965386	1.103891945	0.234650874
TRINITY_DN106899_c0_g2_i1	psmd9	Chr01	153494616	153494616	0.378625706	0.959816084
TRINITY_DN106937_c0_g1_i1	NA	NA	NA	NA	2.460236245	0.415742414
TRINITY_DN106942_c0_g1_i1	NA	NA	NA	NA	2.503856309	-1.878857317
TRINITY_DN106948_c0_g1_i1	lamp2	Chr08	24855484	24855484	5.143677149	-1.829849598
TRINITY_DN106959_c0_g2_i1	rcan2	Chr05	142904030	142904030	6.580965508	-0.571475327
TRINITY_DN106961_c0_g1_i1	NA	NA	NA	NA	3.895754546	0.222850669
TRINITY_DN106992_c0_g1_i1	NA	NA	NA	NA	2.470142168	0.633790619
TRINITY_DN107012_c1_g1_i1	NA	NA	NA	NA	2.086335924	-1.746477278
TRINITY_DN107012_c1_g2_i1	NA	NA	NA	NA	2.167812939	-1.553194591
TRINITY_DN107048_c0_g1_i1	ankib1	Chr06	23411307	23411307	2.868460915	0.536971308
TRINITY_DN107048_c1_g1_i1	ribc2	scaffold_419	87452	87452	4.866153344	0.568464711
TRINITY_DN107052_c0_g1_i1	NA	NA	NA	NA	2.675289067	4.321922754
TRINITY_DN107060_c0_g1_i1	NA	NA	NA	NA	1.077916853	0.157586859
TRINITY_DN107064_c0_g1_i2	taco1-like	Chr10	7289090	7289090	1.444992229	-0.477935367
TRINITY_DN107071_c0_g1_i1	rbm45-like	Chr09	59195052	59195052	3.0562993	0.638602462
TRINITY_DN107073_c0_g2_i1	LOC100486910	Chr08	59833131	59833131	0.640098669	0.059668124
TRINITY_DN107077_c0_g1_i2	NA	NA	NA	NA	2.482475687	0.770542383
TRINITY_DN107077_c0_g2_i1	NA	NA	NA	NA	2.094847473	0.537480645
TRINITY_DN107081_c0_g1_i1	NA	NA	NA	NA	1.73301872	0.670455989
TRINITY_DN107083_c0_g2_i1	NA	NA	NA	NA	2.084244256	0.726971454
TRINITY_DN107111_c0_g1_i1	NA	NA	NA	NA	2.155783904	0.506456403
TRINITY_DN107152_c0_g1_i1	NA	NA	NA	NA	0.277347057	0.220736271
