gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.XXliver	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN110455_c0_g1_i2	gpr6	Chr05	74627054	74627054	1.412600807	1.412600807	unbias	0.524573111	G23_mean	0.0558	0.0898	1.6093
TRINITY_DN110510_c0_g1_i1	NA	NA	NA	NA	0.3079026	0.3079026	unbias	0.473475877	Brain_mean	0.0305	0.0325	1.0675
TRINITY_DN110587_c0_g1_i1	NA	NA	NA	NA	0.418353829	0.418353829	unbias	0.088343235	G27_mean	0.1585	0.1584	0.9991
TRINITY_DN110705_c0_g1_i1	NA	NA	NA	NA	0.035463759	0.035463759	unbias	0.402582067	Brain_mean	0.0639	0.0844	1.3193
TRINITY_DN110725_c0_g1_i3	NA	NA	NA	NA	1.66484086	1.66484086	unbias	0.350902244	Liver_mean	0.0975	0.1536	1.5759
TRINITY_DN110732_c0_g1_i2	NA	NA	NA	NA	-0.421972247	0.421972247	unbias	0.420477958	G43_M_mean	0.2194	0.3914	1.7836
TRINITY_DN110750_c0_g1_i1	NA	NA	NA	NA	-0.145435591	0.145435591	unbias	0.20446531	Testis_mean	0.0698	0.0976	1.3977
TRINITY_DN110750_c1_g2_i1	NA	NA	NA	NA	-0.377766002	0.377766002	unbias	0.316279677	Ovary_mean	0.2514	0.3387	1.3476
TRINITY_DN110756_c0_g1_i1	NA	NA	NA	NA	-0.44212158	0.44212158	unbias	0.259204897	Testis_mean	0.0188	0.0175	0.9307
TRINITY_DN110780_c0_g1_i2	kbtbd11	Chr05	112509242	112509242	-0.5451349	0.5451349	unbias	0.620690618	Ovary_mean	0.1339	0.1281	0.9568
TRINITY_DN110790_c0_g1_i1	bloc1s3	Chr08	50171744	50171744	0.175689047	0.175689047	unbias	0.099948292	Testis_mean	0.0143	0.0167	1.1646
TRINITY_DN110840_c0_g1_i1	alg10	Chr03	65177998	65177998	-0.022459103	0.022459103	unbias	0.705211846	Liver_mean	0.1062	0.1878	1.7684
TRINITY_DN110842_c0_g1_i2	LOC100497502	Chr02	82331485	82331485	0.074227606	0.074227606	unbias	0.359535998	Ovary_mean	0.0526	0.0684	1.3003
TRINITY_DN110867_c0_g1_i1	NA	NA	NA	NA	-2.710222192	2.710222192	female	0.383576276	G43_M_mean	0.236	0.2858	1.2107
TRINITY_DN110884_c0_g1_i2	NA	NA	NA	NA	0.832215328	0.832215328	unbias	0.434323991	Ovary_mean	0.1472	0.216	1.4676
TRINITY_DN110930_c0_g1_i1	NA	NA	NA	NA	0.891767524	0.891767524	unbias	0.360354251	G27_mean	0.0713	0.091	1.2768
TRINITY_DN110953_c0_g1_i2	NA	NA	NA	NA	-0.06141959	0.06141959	unbias	0.157870288	Ovary_mean	0.0036	0.0043	1.1874
TRINITY_DN110955_c0_g1_i1	NA	NA	NA	NA	0.763767942	0.763767942	unbias	0.206696488	G23_mean	0.1555	0.1982	1.275
TRINITY_DN110974_c0_g1_i4	Xetrov90003223m	Chr01	157376647	157376647	0.676683296	0.676683296	unbias	0.603297085	Liver_mean	0.0656	0.1043	1.591
TRINITY_DN110993_c0_g1_i2	NA	NA	NA	NA	-0.737694591	0.737694591	unbias	0.449030578	Ovary_mean	0.0685	0.0716	1.0444
TRINITY_DN110995_c0_g1_i1	NA	NA	NA	NA	1.358287894	1.358287894	unbias	0.291992629	Liver_mean	0.1761	0.2911	1.6536
TRINITY_DN110999_c0_g1_i1	NA	NA	NA	NA	0.292505317	0.292505317	unbias	0.447679332	Ovary_mean	0.1523	0.2516	1.6521
TRINITY_DN111014_c0_g1_i2	NA	NA	NA	NA	-0.173423022	0.173423022	unbias	0.356876441	Ovary_mean	0.0475	0.0894	1.8827
TRINITY_DN111019_c0_g1_i1	NA	NA	NA	NA	-0.21984559	0.21984559	unbias	0.170500885	G43_M_mean	0.0596	0.053	0.8884
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	-0.352644753	0.352644753	unbias	0.258729683	Testis_mean	0.1324	0.1649	1.2455
TRINITY_DN111048_c0_g2_i3	NA	NA	NA	NA	0.750807549	0.750807549	unbias	0.323216554	Brain_mean	0.0272	0.0381	1.3969
TRINITY_DN111053_c0_g1_i1	NA	NA	NA	NA	0.155685902	0.155685902	unbias	0.080233701	G23_mean	0.0237	0.0391	1.6472
TRINITY_DN111067_c0_g1_i1	mrpl39	Chr02	14525117	14525117	0.699259542	0.699259542	unbias	0.462234863	Ovary_mean	0.1297	0.2248	1.7337
TRINITY_DN111096_c0_g1_i1	NA	NA	NA	NA	-0.75797622	0.75797622	unbias	0.372466531	G43_M_mean	0.1598	0.3196	1.9997
TRINITY_DN111122_c0_g2_i3	NA	NA	NA	NA	-0.197235822	0.197235822	unbias	0.357743579	G27_mean	0.078	0.1301	1.668
TRINITY_DN111129_c0_g1_i1	galt	scaffold_771	25593	25593	0.323107739	0.323107739	unbias	0.300833595	Ovary_mean	0.1258	0.1457	1.1584
TRINITY_DN111151_c0_g1_i1	NA	NA	NA	NA	-0.334230343	0.334230343	unbias	0.581512981	Ovary_mean	0.0531	0.1035	1.948
TRINITY_DN111155_c0_g2_i2	NA	NA	NA	NA	-0.23828125	0.23828125	unbias	0.184420812	G23_mean	0.151	0.1401	0.9275
TRINITY_DN111163_c0_g1_i3	NA	NA	NA	NA	0.210092347	0.210092347	unbias	0.866803885	Testis_mean	0.0807	0.1503	1.8639
TRINITY_DN111167_c0_g1_i1	NA	NA	NA	NA	0.34925881	0.34925881	unbias	0.499872812	G43_M_mean	0.018	0.0226	1.2555
TRINITY_DN111221_c0_g1_i1	NA	NA	NA	NA	-0.645946908	0.645946908	unbias	0.42248944	Liver_mean	0.0231	0.033	1.4292
TRINITY_DN111223_c0_g1_i1	NA	NA	NA	NA	-0.088310284	0.088310284	unbias	0.362263447	Ovary_mean	0.0334	0.0378	1.1319
TRINITY_DN111231_c0_g1_i1	kl	Chr02	150083364	150083364	1.349826273	1.349826273	unbias	0.199366144	Liver_mean	0.065	0.0898	1.3814
TRINITY_DN111246_c0_g1_i4	zmynd12	Chr07	77967231	77967231	-0.561288212	0.561288212	unbias	0.21519793	Ovary_mean	0.0614	0.083	1.351
TRINITY_DN111247_c0_g1_i1	NA	NA	NA	NA	-0.147035761	0.147035761	unbias	0.421798313	Testis_mean	0.0569	0.0728	1.2808
TRINITY_DN111292_c0_g1_i1	NA	NA	NA	NA	-0.254960749	0.254960749	unbias	0.327892291	Ovary_mean	0.0596	0.1115	1.8711
TRINITY_DN111332_c0_g2_i5	NA	NA	NA	NA	-0.294976613	0.294976613	unbias	0.401630933	Ovary_mean	0.0224	0.0268	1.1966
TRINITY_DN111341_c0_g1_i1	mthfs	Chr03	115637860	115637860	0.35512559	0.35512559	unbias	0.711845262	Brain_mean	0.0747	0.1189	1.5915
TRINITY_DN111353_c0_g1_i1	NA	NA	NA	NA	0.478788078	0.478788078	unbias	0.599769568	Liver_mean	0.0552	0.0605	1.0945
TRINITY_DN111361_c0_g1_i1	NA	NA	NA	NA	-0.238684671	0.238684671	unbias	0.57764965	Brain_mean	0.001	0.0014	1.3659
TRINITY_DN111370_c0_g2_i1	isca1	Chr01	122707595	122707595	0.2224304	0.2224304	unbias	0.170696328	Ovary_mean	0.0318	0.0444	1.3962
TRINITY_DN111408_c0_g2_i1	sult1e1	Chr04	39016000	39016000	0.698296483	0.698296483	unbias	0.42011219	G23_mean	0.0392	0.024	0.6109
TRINITY_DN111417_c0_g1_i3	NA	NA	NA	NA	0.818943716	0.818943716	unbias	0.417422371	Liver_mean	0.0337	0.0506	1.5002
TRINITY_DN111428_c0_g1_i1	NA	NA	NA	NA	-1.385726387	1.385726387	unbias	0.320629944	Brain_mean	0.1381	0.2756	1.9956
TRINITY_DN111446_c0_g1_i2	NA	NA	NA	NA	0.129760513	0.129760513	unbias	0.245498294	Brain_mean	0.0103	0.0079	0.7733
TRINITY_DN111460_c0_g3_i3	NA	NA	NA	NA	-0.16011278	0.16011278	unbias	0.196772412	G23_mean	0.0195	0.0343	1.7571
TRINITY_DN111477_c0_g2_i1	NA	NA	NA	NA	1.030290292	1.030290292	unbias	0.504147009	Brain_mean	0.1778	0.3255	1.8309
TRINITY_DN111504_c0_g1_i1	NA	NA	NA	NA	0.494436633	0.494436633	unbias	0.186796027	Ovary_mean	0.0757	0.1377	1.8203
TRINITY_DN111535_c0_g1_i1	tomm22	Chr04	110087033	110087033	-0.384754896	0.384754896	unbias	0.773097647	Liver_mean	0.0439	0.0721	1.642
TRINITY_DN111536_c1_g1_i1	NA	NA	NA	NA	-0.204371513	0.204371513	unbias	0.763702196	Brain_mean	0.0723	0.1132	1.5659
TRINITY_DN111548_c0_g1_i3	NA	NA	NA	NA	-0.103304171	0.103304171	unbias	0.251235332	Ovary_mean	0.0064	0.0093	1.4643
TRINITY_DN111579_c0_g1_i1	NA	NA	NA	NA	-0.09694713	0.09694713	unbias	0.356944368	G23_mean	0.0705	0.1203	1.7064
TRINITY_DN111590_c0_g1_i1	NA	NA	NA	NA	0.186754712	0.186754712	unbias	0.331355107	Ovary_mean	0.0636	0.1067	1.6789
TRINITY_DN111615_c0_g1_i2	loh12cr1	scaffold_41	66521	66521	-0.298425596	0.298425596	unbias	0.423008017	Ovary_mean	0.0703	0.098	1.3928
TRINITY_DN111616_c0_g2_i4	NA	NA	NA	NA	0.31148932	0.31148932	unbias	0.410312733	G23_mean	0.0553	0.0723	1.3066
TRINITY_DN111668_c0_g1_i1	NA	NA	NA	NA	0.332925109	0.332925109	unbias	0.25054145	Ovary_mean	0.0377	0.0476	1.2651
TRINITY_DN111683_c1_g3_i4	NA	NA	NA	NA	0.907159685	0.907159685	unbias	0.661410431	Brain_mean	0.0893	0.0946	1.0591
TRINITY_DN111713_c0_g3_i1	NA	NA	NA	NA	0.056880695	0.056880695	unbias	0.571871599	Ovary_mean	0.0137	0.0226	1.6535
TRINITY_DN111719_c1_g1_i1	Xetrov90030953m	scaffold_98	186113	186113	0.014690173	0.014690173	unbias	0.38321206	Ovary_mean	0.0652	0.12	1.8406
TRINITY_DN111747_c0_g1_i1	NA	NA	NA	NA	0.118052622	0.118052622	unbias	0.273273247	Ovary_mean	0.007	0.0096	1.3606
TRINITY_DN111752_c0_g1_i1	NA	NA	NA	NA	-0.143055902	0.143055902	unbias	0.292565998	Ovary_mean	0.0065	0.0096	1.4829
TRINITY_DN111780_c0_g2_i2	NA	NA	NA	NA	-0.153158704	0.153158704	unbias	0.290630305	Ovary_mean	0.0213	0.0385	1.8056
TRINITY_DN111788_c0_g1_i1	hcn1	Chr01	181104515	181104515	0.099984406	0.099984406	unbias	0.791929361	Liver_mean	0.0482	0.0792	1.6434
TRINITY_DN111797_c0_g1_i1	NA	NA	NA	NA	-0.026815317	0.026815317	unbias	0.292545047	Ovary_mean	0.0019	0.003	1.5931
TRINITY_DN111833_c0_g1_i3	mtg2	Chr10	1161281	1161281	0.662512058	0.662512058	unbias	0.154709755	G27_mean	0.0868	0.1353	1.5578
TRINITY_DN111860_c0_g1_i1	ncapd3	Chr07	49509701	49509701	-0.429696381	0.429696381	unbias	0.545643192	Ovary_mean	0.0065	0.0129	1.9956
TRINITY_DN111866_c0_g1_i1	NA	NA	NA	NA	0.397151088	0.397151088	unbias	0.686939609	G27_mean	0.1004	0.1822	1.8149
TRINITY_DN111942_c0_g2_i1	ptf1a	Chr06	18183506	18183506	-2.445674908	2.445674908	unbias	0.701319653	G27_mean	0.1355	0.2657	1.9614
TRINITY_DN111980_c0_g1_i1	otud1	Chr06	18074802	18074802	-0.6273487	0.6273487	unbias	0.238663792	G43_M_mean	0.0932	0.0924	0.9916
TRINITY_DN112006_c0_g1_i1	NA	NA	NA	NA	0.016663031	0.016663031	unbias	0.327715122	Ovary_mean	0.0276	0.0278	1.008
TRINITY_DN112043_c0_g1_i1	tapbpl-like	Chr07	1801832	1801832	0.659809669	0.659809669	unbias	0.225408979	Brain_mean	0.0177	0.026	1.4702
TRINITY_DN112070_c0_g1_i2	NA	NA	NA	NA	0.254631925	0.254631925	unbias	0.525134438	G23_mean	0.0169	0.0126	0.7471
TRINITY_DN112081_c0_g3_i7	NA	NA	NA	NA	0.191749431	0.191749431	unbias	0.302169065	Ovary_mean	0.1014	0.1213	1.1953
TRINITY_DN112088_c0_g1_i1	NA	NA	NA	NA	0.541801181	0.541801181	unbias	0.2592401	G27_mean	0.1219	0.2058	1.6879
TRINITY_DN112096_c1_g2_i2	NA	NA	NA	NA	0.1526096	0.1526096	unbias	0.224799012	Ovary_mean	0.0045	0.0058	1.2987
TRINITY_DN112100_c0_g1_i1	NA	NA	NA	NA	0.030285356	0.030285356	unbias	0.159772746	Ovary_mean	0.0052	0.0093	1.7907
TRINITY_DN112103_c0_g1_i1	NA	NA	NA	NA	0.209612049	0.209612049	unbias	0.258387937	Ovary_mean	0.0145	0.021	1.455
TRINITY_DN112117_c1_g1_i4	NA	NA	NA	NA	0.957221839	0.957221839	unbias	0.75816465	Ovary_mean	0.08	0.0821	1.0271
TRINITY_DN112147_c0_g1_i2	NA	NA	NA	NA	0.219399998	0.219399998	unbias	0.364676629	Brain_mean	0.2469	0.4908	1.9881
TRINITY_DN112165_c1_g1_i2	NA	NA	NA	NA	-0.021562392	0.021562392	unbias	0.089770068	Ovary_mean	0.0245	0.0279	1.1382
TRINITY_DN112166_c0_g2_i1	NA	NA	NA	NA	-0.175952207	0.175952207	unbias	0.495494002	Ovary_mean	0.0432	0.0426	0.9858
TRINITY_DN112199_c0_g1_i2	NA	NA	NA	NA	-0.383586098	0.383586098	unbias	0.279228907	Brain_mean	0.0991	0.1499	1.5118
TRINITY_DN112238_c0_g7_i3	NA	NA	NA	NA	0.660859396	0.660859396	unbias	0.504279107	G23_mean	0.1107	0.1991	1.7987
TRINITY_DN112266_c0_g1_i1	NA	NA	NA	NA	0.150890265	0.150890265	unbias	0.492287733	Liver_mean	0.0356	0.0408	1.1489
TRINITY_DN112271_c0_g1_i2	med1	Chr06	81725480	81725480	-0.568152089	0.568152089	unbias	0.683168638	Brain_mean	0.0655	0.1062	1.6204
TRINITY_DN112291_c0_g2_i1	NA	NA	NA	NA	0.84768893	0.84768893	unbias	0.286813471	Liver_mean	0.0582	0.1103	1.8941
TRINITY_DN112304_c0_g1_i1	NA	NA	NA	NA	0.481419908	0.481419908	unbias	0.401840136	G43_M_mean	0.1211	0.1572	1.2978
TRINITY_DN112325_c0_g1_i1	NA	NA	NA	NA	-0.228908765	0.228908765	unbias	0.362273941	Ovary_mean	0.0464	0.0584	1.2572
TRINITY_DN112341_c0_g1_i1	NA	NA	NA	NA	0.173985391	0.173985391	unbias	0.399500846	Ovary_mean	0.0139	0.0212	1.5287
TRINITY_DN112362_c1_g2_i1	l2hgdh	Chr08	71933319	71933319	0.32896579	0.32896579	unbias	0.503498776	Brain_mean	0.0449	0.0522	1.1629
TRINITY_DN112380_c0_g3_i2	ccnf	Chr09	16615834	16615834	-0.524320188	0.524320188	unbias	0.453160091	Ovary_mean	0.0124	0.0216	1.7426
TRINITY_DN112396_c1_g1_i1	NA	NA	NA	NA	-0.339468831	0.339468831	unbias	0.412123376	Ovary_mean	0.0027	0.0028	1.0438
TRINITY_DN112409_c0_g1_i1	NA	NA	NA	NA	-0.045715067	0.045715067	unbias	0.172863173	Ovary_mean	0.0355	0.0437	1.2311
TRINITY_DN112429_c0_g2_i1	glyctk	Chr04	117779235	117779235	0.473798693	0.473798693	unbias	0.27480338	G27_mean	0.1753	0.1528	0.8718
TRINITY_DN112453_c0_g3_i1	NA	NA	NA	NA	0.072120632	0.072120632	unbias	0.465638829	Ovary_mean	0.0712	0.1194	1.6772
TRINITY_DN112465_c0_g1_i1	NA	NA	NA	NA	-0.459820917	0.459820917	unbias	0.343640683	Ovary_mean	0.0449	0.0518	1.1539
TRINITY_DN112473_c1_g2_i2	NA	NA	NA	NA	0.105391046	0.105391046	unbias	0.518790658	Ovary_mean	0.0734	0.0941	1.2819
TRINITY_DN112489_c0_g2_i2	NA	NA	NA	NA	0.422080802	0.422080802	unbias	0.473965192	G46_M_mean	0.0696	0.1284	1.8443
TRINITY_DN112501_c0_g1_i7	NA	NA	NA	NA	0.426014659	0.426014659	unbias	0.476957695	Ovary_mean	0.1245	0.1917	1.5398
TRINITY_DN112529_c0_g1_i1	NA	NA	NA	NA	-0.74695002	0.74695002	unbias	0.41412802	Ovary_mean	0.1821	0.324	1.7792
TRINITY_DN112586_c1_g1_i2	fancc	Chr01	123494974	123494974	-0.484329192	0.484329192	unbias	0.546033946	Ovary_mean	0.0566	0.0802	1.4158
TRINITY_DN112607_c0_g1_i1	NA	NA	NA	NA	-0.94378922	0.94378922	unbias	0.329087939	Brain_mean	0.0674	0.0589	0.8734
TRINITY_DN112610_c0_g1_i2	NA	NA	NA	NA	0.606369346	0.606369346	unbias	0.374689546	Testis_mean	0.151	0.1451	0.961
TRINITY_DN112613_c0_g1_i1	NA	NA	NA	NA	0.57197317	0.57197317	unbias	0.205223558	Ovary_mean	0.0283	0.0381	1.3461
TRINITY_DN112614_c0_g1_i1	fam124a	Chr02	146987689	146987689	1.081425387	1.081425387	unbias	0.607068378	G43_M_mean	0.0897	0.1483	1.6525
TRINITY_DN112665_c0_g1_i1	NA	NA	NA	NA	-0.011110861	0.011110861	unbias	0.178643141	G46_M_mean	0.1141	0.1651	1.4464
TRINITY_DN112672_c0_g3_i1	NA	NA	NA	NA	0.182036596	0.182036596	unbias	0.361860352	G27_mean	0.0929	0.1386	1.492
TRINITY_DN112678_c0_g1_i2	NA	NA	NA	NA	-0.413087529	0.413087529	unbias	0.268136958	Ovary_mean	0.0294	0.043	1.4638
TRINITY_DN112708_c0_g1_i1	NA	NA	NA	NA	-1.123105838	1.123105838	unbias	0.443550598	Liver_mean	0.2111	0.3754	1.7789
TRINITY_DN112713_c0_g1_i3	nsdhl	Chr08	44278113	44278113	-0.422982807	0.422982807	unbias	0.470825572	G23_mean	0.1835	0.2521	1.3736
TRINITY_DN112734_c0_g2_i8	NA	NA	NA	NA	-1.248058089	1.248058089	unbias	0.532486329	Brain_mean	0.0651	0.1034	1.5888
TRINITY_DN112753_c0_g1_i1	NA	NA	NA	NA	-0.023930805	0.023930805	unbias	0.249927739	Ovary_mean	0.1428	0.2327	1.6291
TRINITY_DN112759_c0_g4_i2	NA	NA	NA	NA	1.574528543	1.574528543	unbias	0.312108631	G46_M_mean	0.0486	0.0904	1.8592
TRINITY_DN112796_c0_g1_i1	NA	NA	NA	NA	0.553341056	0.553341056	unbias	0.517336535	G27_mean	0.113	0.1915	1.6948
TRINITY_DN112819_c0_g1_i1	NA	NA	NA	NA	0.668642859	0.668642859	unbias	0.311313473	G23_mean	0.1195	0.193	1.6153
TRINITY_DN112841_c0_g1_i1	NA	NA	NA	NA	-0.400790855	0.400790855	unbias	0.740099764	Ovary_mean	0.0857	0.1154	1.3469
TRINITY_DN112847_c0_g1_i1	NA	NA	NA	NA	-2.380860315	2.380860315	female	0.382225495	G23_mean	0.0272	0.035	1.286
TRINITY_DN112859_c0_g2_i1	endov	Chr10	19188783	19188783	0.795333819	0.795333819	unbias	0.550738858	Liver_mean	0.1173	0.1816	1.5487
TRINITY_DN112889_c0_g1_i1	NA	NA	NA	NA	0.296222546	0.296222546	unbias	0.297572269	Brain_mean	0.0327	0.0374	1.1424
TRINITY_DN112907_c0_g2_i1	NA	NA	NA	NA	-0.198663936	0.198663936	unbias	0.448255658	Ovary_mean	0.0792	0.1344	1.696
TRINITY_DN112911_c0_g1_i2	Xetrov90003361m	Chr01	165478218	165478218	0.46523068	0.46523068	unbias	0.254622956	Ovary_mean	0.2287	0.2924	1.2788
TRINITY_DN112953_c0_g1_i2	NA	NA	NA	NA	0.058412959	0.058412959	unbias	0.536402388	Ovary_mean	0.1104	0.214	1.9383
TRINITY_DN112986_c0_g1_i1	NA	NA	NA	NA	0.255557229	0.255557229	unbias	0.068818111	Brain_mean	0.1108	0.0903	0.8153
TRINITY_DN113022_c0_g5_i1	NA	NA	NA	NA	0.128169947	0.128169947	unbias	0.271382134	Ovary_mean	0.0433	0.0432	0.999
TRINITY_DN113038_c0_g2_i1	NA	NA	NA	NA	0.866139761	0.866139761	unbias	0.693410505	Brain_mean	0.0739	0.0806	1.0909
TRINITY_DN113047_c0_g1_i1	NA	NA	NA	NA	-0.475969124	0.475969124	unbias	0.431980594	Brain_mean	0.1012	0.1719	1.6991
TRINITY_DN113079_c0_g1_i1	NA	NA	NA	NA	-0.047149854	0.047149854	unbias	0.215560565	Ovary_mean	0.0369	0.0673	1.8229
TRINITY_DN113124_c0_g1_i3	NA	NA	NA	NA	-0.228259712	0.228259712	unbias	0.392345703	Ovary_mean	0.0639	0.1019	1.5957
TRINITY_DN113129_c0_g2_i2	NA	NA	NA	NA	0.024301176	0.024301176	unbias	0.533474646	Ovary_mean	0.1404	0.2214	1.5766
TRINITY_DN113153_c0_g1_i2	LOC100496641	Chr03	89919588	89919588	-0.099758783	0.099758783	unbias	0.281322914	Testis_mean	0.0681	0.1208	1.7735
TRINITY_DN113202_c0_g1_i1	NA	NA	NA	NA	1.869263293	1.869263293	male	0.61545555	Testis_mean	0.0822	0.1172	1.4245
TRINITY_DN113204_c0_g2_i1	NA	NA	NA	NA	-0.484938225	0.484938225	unbias	0.495647836	Ovary_mean	0.0069	0.0124	1.8076
TRINITY_DN113212_c0_g2_i2	NA	NA	NA	NA	-0.587144653	0.587144653	unbias	0.4185641	Ovary_mean	0.0389	0.0355	0.9134
TRINITY_DN113230_c0_g1_i1	NA	NA	NA	NA	-0.201423583	0.201423583	unbias	0.369847705	Testis_mean	0.1122	0.149	1.3286
TRINITY_DN113238_c0_g1_i1	myo5b	Chr01	191843036	191843036	-0.191264403	0.191264403	unbias	0.377540205	Ovary_mean	0.0117	0.0124	1.0564
TRINITY_DN113248_c0_g1_i1	NA	NA	NA	NA	0.218838754	0.218838754	unbias	0.448929791	Ovary_mean	0.0746	0.145	1.9443
TRINITY_DN113250_c1_g3_i2	gabrb2	Chr03	15001735	15001735	0.87372324	0.87372324	unbias	0.737584789	Brain_mean	0.1062	0.1457	1.3724
TRINITY_DN113259_c0_g1_i1	LOC101732226-like	Chr02	66691946	66691946	-0.07193426	0.07193426	unbias	0.235661385	Ovary_mean	0.2083	0.1953	0.9373
TRINITY_DN113332_c0_g1_i1	pex3	Chr05	67543202	67543202	0.093518128	0.093518128	unbias	0.419019288	G27_mean	0.0812	0.131	1.613
TRINITY_DN113341_c0_g1_i2	ecm1	Chr08	106969358	106969358	0.237804382	0.237804382	unbias	0.451796403	Ovary_mean	0.1436	0.213	1.4827
TRINITY_DN113391_c0_g1_i1	scfd1	Chr08	92774481	92774481	-0.156903916	0.156903916	unbias	0.279050334	Ovary_mean	0.1232	0.2242	1.8203
TRINITY_DN113395_c0_g1_i5	NA	NA	NA	NA	-0.654794638	0.654794638	unbias	0.432266336	Ovary_mean	0.1148	0.1701	1.4811
TRINITY_DN113418_c0_g1_i1	best1	Chr04	13613089	13613089	-0.269089422	0.269089422	unbias	0.295619237	Ovary_mean	0.0098	0.0129	1.3168
TRINITY_DN113466_c0_g1_i2	NA	NA	NA	NA	-0.380567916	0.380567916	unbias	0.426692551	Ovary_mean	0.0634	0.117	1.8461
TRINITY_DN113473_c0_g1_i2	LOC100496010	Chr07	30924488	30924488	0.179196832	0.179196832	unbias	0.569879338	Brain_mean	0.1193	0.2072	1.7359
TRINITY_DN113475_c0_g1_i2	NA	NA	NA	NA	-0.258989009	0.258989009	unbias	0.436485352	Brain_mean	0.0068	0.0114	1.6698
TRINITY_DN113502_c0_g1_i1	NA	NA	NA	NA	-0.657903831	0.657903831	unbias	0.102770661	G23_mean	0.0133	0.0108	0.8076
TRINITY_DN113528_c0_g1_i1	NA	NA	NA	NA	0.907181368	0.907181368	unbias	0.448152209	Brain_mean	0.1014	0.1939	1.9129
TRINITY_DN113530_c0_g1_i1	NA	NA	NA	NA	-0.321700381	0.321700381	unbias	0.477415451	Ovary_mean	0.0468	0.0843	1.8017
TRINITY_DN113561_c0_g1_i1	NA	NA	NA	NA	0.117423471	0.117423471	unbias	0.506135272	Ovary_mean	0.1627	0.2879	1.7688
TRINITY_DN113591_c0_g1_i1	NA	NA	NA	NA	0.7181546	0.7181546	unbias	0.426753659	G43_M_mean	0.0768	0.0975	1.2685
TRINITY_DN113593_c0_g1_i1	dld-like	Chr03	66459979	66459979	0.518032348	0.518032348	unbias	0.474659407	Ovary_mean	0.1695	0.2045	1.2069
TRINITY_DN113595_c0_g2_i2	NA	NA	NA	NA	0.444837105	0.444837105	unbias	0.737328578	Ovary_mean	0.0922	0.1409	1.5284
TRINITY_DN113610_c0_g1_i1	clrn1	Chr05	114856271	114856271	0.061306983	0.061306983	unbias	0.408316302	G43_M_mean	0.086	0.1567	1.8232
TRINITY_DN113613_c0_g3_i1	NA	NA	NA	NA	-0.430131609	0.430131609	unbias	0.389988458	Ovary_mean	0.1838	0.175	0.9517
TRINITY_DN113644_c0_g1_i2	NA	NA	NA	NA	1.05629433	1.05629433	unbias	0.290160544	Testis_mean	0.0401	0.0698	1.7404
TRINITY_DN113666_c2_g3_i1	NA	NA	NA	NA	0.343097081	0.343097081	unbias	0.423824905	Ovary_mean	0.0833	0.1134	1.3623
TRINITY_DN113670_c0_g1_i2	NA	NA	NA	NA	-0.683185249	0.683185249	unbias	0.529477668	Ovary_mean	0.0739	0.1388	1.8788
TRINITY_DN113676_c0_g3_i1	upb1	Chr01	144075898	144075898	-0.242329811	0.242329811	unbias	0.752997622	Brain_mean	0.0379	0.0427	1.1261
TRINITY_DN113732_c1_g1_i1	NA	NA	NA	NA	-0.106346528	0.106346528	unbias	0.116821427	G23_mean	0.0072	0.0074	1.0296
TRINITY_DN113753_c1_g1_i1	NA	NA	NA	NA	0.18074051	0.18074051	unbias	0.38819218	Ovary_mean	0.0406	0.0656	1.617
TRINITY_DN113781_c0_g1_i5	NA	NA	NA	NA	1.84795991	1.84795991	unbias	0.644870552	G46_F_mean	0.0531	0.0536	1.011
TRINITY_DN113789_c0_g1_i1	NA	NA	NA	NA	-0.137319247	0.137319247	unbias	0.25788274	Ovary_mean	0.0061	0.0082	1.3362
TRINITY_DN113795_c0_g1_i4	NA	NA	NA	NA	0.413924048	0.413924048	unbias	0.16219971	Brain_mean	0.0169	0.0141	0.8377
TRINITY_DN113809_c0_g1_i2	NA	NA	NA	NA	-0.027732411	0.027732411	unbias	0.267178319	Ovary_mean	0.1634	0.2999	1.8362
TRINITY_DN113850_c0_g1_i2	vnn2	Chr05	35821570	35821570	-0.045442275	0.045442275	unbias	0.285066458	G23_mean	0.255	0.2396	0.9398
TRINITY_DN113903_c0_g1_i1	NA	NA	NA	NA	-0.718755286	0.718755286	unbias	0.714668051	Ovary_mean	0.1119	0.1588	1.4191
TRINITY_DN113911_c0_g2_i1	isca2-like	Chr08	60931509	60931509	-0.412209187	0.412209187	unbias	0.514219095	Ovary_mean	0.1325	0.166	1.2531
TRINITY_DN113912_c0_g1_i1	NA	NA	NA	NA	0.000781721	0.000781721	unbias	0.496332233	Ovary_mean	0.0109	0.0216	1.9766
TRINITY_DN113919_c0_g2_i1	NA	NA	NA	NA	-0.492463734	0.492463734	unbias	0.285101831	Ovary_mean	0.0366	0.0635	1.7339
TRINITY_DN113958_c0_g1_i1	NA	NA	NA	NA	-0.016906698	0.016906698	unbias	0.452385358	Ovary_mean	0.0592	0.0943	1.5946
TRINITY_DN113971_c0_g1_i1	NA	NA	NA	NA	0.74011699	0.74011699	unbias	0.149591346	G23_mean	0.019	0.0246	1.2949
TRINITY_DN113980_c0_g1_i2	NA	NA	NA	NA	-0.486446586	0.486446586	unbias	0.471973207	Ovary_mean	0.0699	0.1308	1.8717
