gid	gname	chr	start	end	logFC.XYliver.XXliver	bias
TRINITY_DN102193_c0_g2_i1	NA	NA	NA	NA	0.056374458	unbias
TRINITY_DN102201_c0_g1_i1	NA	NA	NA	NA	-0.164061989	unbias
TRINITY_DN102218_c0_g1_i1	slc39a10	Chr09	46395065	46395065	-0.905767949	unbias
TRINITY_DN102272_c0_g1_i1	NA	NA	NA	NA	-0.204731376	unbias
TRINITY_DN102276_c0_g1_i1	NA	NA	NA	NA	-0.829714062	unbias
TRINITY_DN102279_c0_g1_i1	NA	NA	NA	NA	-0.163186115	unbias
TRINITY_DN102279_c0_g2_i1	NA	NA	NA	NA	0.306910829	unbias
TRINITY_DN102288_c0_g1_i1	rbm34	Chr10	3802487	3802487	-0.998353776	unbias
TRINITY_DN102362_c0_g1_i1	NA	NA	NA	NA	0.107361501	unbias
TRINITY_DN102365_c0_g1_i1	NA	NA	NA	NA	-0.510786801	unbias
TRINITY_DN102400_c0_g1_i1	NA	NA	NA	NA	0.015436169	unbias
TRINITY_DN102407_c0_g1_i1	armc4	Chr06	16300432	16300432	-1.309112359	unbias
TRINITY_DN102425_c0_g1_i1	dtx3	Chr02	137571807	137571807	0.076928443	unbias
TRINITY_DN102429_c0_g1_i2	NA	NA	NA	NA	-0.931786431	unbias
TRINITY_DN102444_c0_g1_i1	NA	NA	NA	NA	-0.234155829	unbias
TRINITY_DN102449_c0_g1_i1	LOC101732515	scaffold_1485	10246	10246	-0.192926267	unbias
TRINITY_DN102455_c0_g1_i1	NA	NA	NA	NA	0.560999272	unbias
TRINITY_DN102456_c0_g1_i1	NA	NA	NA	NA	1.747198864	unbias
TRINITY_DN102469_c0_g1_i1	NA	NA	NA	NA	0.222243801	unbias
TRINITY_DN102493_c0_g1_i1	NA	NA	NA	NA	0.082675691	unbias
TRINITY_DN102496_c0_g1_i1	NA	NA	NA	NA	0.048295981	unbias
TRINITY_DN102531_c0_g1_i1	NA	NA	NA	NA	-0.455670179	unbias
TRINITY_DN102539_c0_g1_i1	NA	NA	NA	NA	-0.627105318	unbias
TRINITY_DN102559_c0_g2_i1	lipg	Chr01	191735667	191735667	-0.724721807	unbias
TRINITY_DN102578_c0_g1_i1	NA	NA	NA	NA	0.072597597	unbias
TRINITY_DN102616_c0_g1_i1	NA	NA	NA	NA	-0.84412818	unbias
TRINITY_DN102661_c0_g1_i1	sec24d-like.1	Chr01	61127823	61127823	0.023709189	unbias
TRINITY_DN102667_c0_g1_i1	NA	NA	NA	NA	0.071036957	unbias
TRINITY_DN102702_c0_g1_i1	NA	NA	NA	NA	-0.566517869	unbias
TRINITY_DN102743_c0_g2_i1	nxph3	Chr10	9925552	9925552	-0.958443242	unbias
TRINITY_DN102752_c0_g1_i1	NA	NA	NA	NA	0.119965824	unbias
TRINITY_DN102805_c0_g1_i1	NA	NA	NA	NA	-0.665155525	unbias
TRINITY_DN102805_c0_g2_i1	NA	NA	NA	NA	-1.111172918	unbias
TRINITY_DN102865_c0_g1_i2	NA	NA	NA	NA	0.146175538	unbias
TRINITY_DN102871_c0_g1_i1	NA	NA	NA	NA	-0.075808397	unbias
TRINITY_DN102923_c0_g1_i1	itm2b	Chr02	131610096	131610096	0.007846476	unbias
TRINITY_DN102938_c0_g1_i1	NA	NA	NA	NA	-0.508712621	unbias
TRINITY_DN103024_c0_g1_i2	NA	NA	NA	NA	-0.323148087	unbias
TRINITY_DN103049_c0_g4_i1	NA	NA	NA	NA	-0.020863186	unbias
TRINITY_DN103059_c0_g1_i1	NA	NA	NA	NA	0.358981191	unbias
TRINITY_DN103065_c0_g1_i1	atad2b-like	Chr05	141303813	141303813	-0.362614975	unbias
TRINITY_DN103086_c1_g1_i1	NA	NA	NA	NA	-1.096115654	unbias
TRINITY_DN103107_c0_g1_i1	NA	NA	NA	NA	0.114032887	unbias
TRINITY_DN103150_c0_g1_i1	NA	NA	NA	NA	-0.005618447	unbias
TRINITY_DN103157_c0_g1_i2	NA	NA	NA	NA	0.145868135	unbias
TRINITY_DN103159_c1_g1_i1	NA	NA	NA	NA	-0.141791383	unbias
TRINITY_DN103192_c0_g1_i1	NA	NA	NA	NA	0.478439299	unbias
TRINITY_DN103194_c0_g1_i1	NA	NA	NA	NA	-1.579027057	unbias
TRINITY_DN103194_c0_g2_i1	NA	NA	NA	NA	0.822863711	unbias
TRINITY_DN103196_c0_g1_i2	NA	NA	NA	NA	-0.097535748	unbias
TRINITY_DN103200_c0_g1_i1	NA	NA	NA	NA	0.547263649	unbias
TRINITY_DN103202_c0_g1_i1	NA	NA	NA	NA	-0.828325205	unbias
TRINITY_DN103209_c0_g3_i2	NA	NA	NA	NA	0.57948384	unbias
TRINITY_DN103214_c0_g1_i1	NA	NA	NA	NA	-1.362930452	unbias
TRINITY_DN103227_c0_g1_i1	NA	NA	NA	NA	-3.407255497	unbias
TRINITY_DN103236_c0_g2_i1	NA	NA	NA	NA	-0.31473287	unbias
TRINITY_DN103244_c0_g2_i1	NA	NA	NA	NA	-0.087986002	unbias
TRINITY_DN103284_c0_g1_i2	NA	NA	NA	NA	0.179716373	unbias
TRINITY_DN103303_c0_g1_i2	NA	NA	NA	NA	-0.296276278	unbias
TRINITY_DN103324_c0_g1_i1	NA	NA	NA	NA	0.962479122	unbias
TRINITY_DN103334_c0_g1_i1	arhgap17-like	Chr09	14157183	14157183	-0.333062286	unbias
TRINITY_DN103397_c0_g1_i1	NA	NA	NA	NA	0.057673321	unbias
TRINITY_DN103424_c0_g1_i1	NA	NA	NA	NA	-0.253934264	unbias
TRINITY_DN103500_c0_g1_i1	NA	NA	NA	NA	0.044586639	unbias
TRINITY_DN103537_c0_g1_i1	NA	NA	NA	NA	-0.514400536	unbias
TRINITY_DN103537_c0_g2_i1	NA	NA	NA	NA	-0.437493765	unbias
TRINITY_DN103544_c0_g1_i2	ssfa2	Chr09	57325703	57325703	0.12887718	unbias
TRINITY_DN103549_c0_g1_i1	NA	NA	NA	NA	-0.151183759	unbias
TRINITY_DN103557_c0_g2_i2	NA	NA	NA	NA	-0.172335761	unbias
TRINITY_DN103557_c0_g3_i1	NA	NA	NA	NA	-0.711745898	unbias
TRINITY_DN103558_c0_g1_i1	NA	NA	NA	NA	-0.072887724	unbias
TRINITY_DN103565_c0_g1_i1	NA	NA	NA	NA	-0.300867115	unbias
TRINITY_DN103567_c0_g1_i1	NA	NA	NA	NA	0.298986917	unbias
TRINITY_DN103615_c0_g1_i1	NA	NA	NA	NA	0.415295913	unbias
TRINITY_DN103621_c0_g1_i2	NA	NA	NA	NA	-0.402703043	unbias
TRINITY_DN103630_c0_g1_i1	NA	NA	NA	NA	0.084715034	unbias
TRINITY_DN103631_c0_g1_i1	wdr44	Chr08	45918035	45918035	0.242834355	unbias
TRINITY_DN103658_c0_g1_i1	NA	NA	NA	NA	-0.00208438	unbias
TRINITY_DN103662_c0_g1_i1	NA	NA	NA	NA	-0.308373426	unbias
TRINITY_DN103664_c1_g1_i1	NA	NA	NA	NA	-0.11883501	unbias
TRINITY_DN103666_c0_g1_i1	NA	NA	NA	NA	-0.240564046	unbias
TRINITY_DN103690_c0_g1_i1	NA	NA	NA	NA	0.691553477	unbias
TRINITY_DN103690_c0_g2_i1	NA	NA	NA	NA	-0.204329312	unbias
TRINITY_DN103706_c0_g3_i1	NA	NA	NA	NA	0.796283368	unbias
TRINITY_DN103714_c0_g1_i2	NA	NA	NA	NA	0.917449957	unbias
TRINITY_DN103714_c0_g2_i1	NA	NA	NA	NA	-0.341945786	unbias
TRINITY_DN103727_c0_g1_i1	NA	NA	NA	NA	-0.352710047	unbias
TRINITY_DN103733_c0_g2_i1	ubn2	Chr04	104819166	104819166	0.444751692	unbias
TRINITY_DN103744_c0_g1_i2	LOC100493204	Chr09	26892655	26892655	-0.171607826	unbias
TRINITY_DN103769_c0_g1_i1	NA	NA	NA	NA	0.718795391	unbias
TRINITY_DN103783_c0_g1_i1	NA	NA	NA	NA	-0.351699226	unbias
TRINITY_DN103787_c0_g1_i1	fam46d	Chr08	43190824	43190824	-0.844981148	unbias
TRINITY_DN103795_c0_g1_i3	foxi4.1	Chr01	15315114	15315114	-0.022186474	unbias
TRINITY_DN103812_c0_g1_i2	NA	NA	NA	NA	0.694632075	unbias
TRINITY_DN103813_c0_g1_i1	NA	NA	NA	NA	-0.273695385	unbias
TRINITY_DN103825_c0_g1_i1	NA	NA	NA	NA	-1.316382153	unbias
TRINITY_DN103830_c0_g1_i1	NA	NA	NA	NA	0.65688885	unbias
TRINITY_DN103832_c0_g1_i1	NA	NA	NA	NA	0.081906054	unbias
TRINITY_DN103833_c0_g1_i1	NA	NA	NA	NA	0.180082696	unbias
TRINITY_DN103834_c0_g11_i1	NA	NA	NA	NA	-0.781146168	unbias
TRINITY_DN103834_c0_g12_i1	NA	NA	NA	NA	-0.468061261	unbias
TRINITY_DN103834_c0_g13_i1	steap1	Chr06	20814169	20814169	-0.745383512	unbias
TRINITY_DN103834_c0_g2_i1	NA	NA	NA	NA	-1.300948512	unbias
TRINITY_DN103834_c0_g3_i1	NA	NA	NA	NA	-2.223159225	unbias
TRINITY_DN103834_c0_g4_i1	NA	NA	NA	NA	0.929853894	unbias
TRINITY_DN103834_c0_g6_i1	NA	NA	NA	NA	0.294803911	unbias
TRINITY_DN103834_c0_g7_i1	NA	NA	NA	NA	-1.054010017	unbias
TRINITY_DN103834_c0_g8_i1	capn13	Chr05	3180802	3180802	0.363314267	unbias
TRINITY_DN103834_c0_g9_i1	NA	NA	NA	NA	-0.104528684	unbias
TRINITY_DN103838_c0_g1_i1	tti2	Chr03	118704775	118704775	-0.229138454	unbias
TRINITY_DN103847_c0_g1_i1	tfcp2	Chr02	138973022	138973022	0.489694209	unbias
TRINITY_DN103851_c0_g1_i1	fbxo40-like	scaffold_85	167555	167555	0.431510608	unbias
TRINITY_DN103879_c0_g1_i2	st6galnac2	Chr10	36838978	36838978	0.324705022	unbias
TRINITY_DN103882_c0_g1_i1	NA	NA	NA	NA	-0.232920056	unbias
TRINITY_DN103890_c0_g1_i2	NA	NA	NA	NA	-0.976070871	unbias
TRINITY_DN103896_c0_g1_i2	NA	NA	NA	NA	-0.367321415	unbias
TRINITY_DN103898_c0_g1_i1	NA	NA	NA	NA	-0.690681756	unbias
TRINITY_DN103912_c0_g1_i1	NA	NA	NA	NA	0.595349584	unbias
TRINITY_DN103924_c0_g1_i1	rnf219-like	Chr02	122246529	122246529	0.256988567	unbias
TRINITY_DN103964_c0_g1_i1	NA	NA	NA	NA	-0.638842048	unbias
TRINITY_DN103974_c0_g2_i1	NA	NA	NA	NA	-1.311042511	unbias
TRINITY_DN103986_c0_g1_i1	NA	NA	NA	NA	0.237343607	unbias
TRINITY_DN103989_c0_g1_i1	NA	NA	NA	NA	0.247745601	unbias
TRINITY_DN104004_c0_g1_i1	NA	NA	NA	NA	0.153688267	unbias
TRINITY_DN104012_c0_g1_i1	NA	NA	NA	NA	0.303331602	unbias
TRINITY_DN104027_c0_g1_i1	liph	Chr02	22388327	22388327	0.674335319	unbias
TRINITY_DN104090_c1_g1_i1	NA	NA	NA	NA	0.548541658	unbias
TRINITY_DN104090_c1_g2_i1	NA	NA	NA	NA	-0.616777966	unbias
TRINITY_DN104110_c1_g1_i1	NA	NA	NA	NA	0.25975632	unbias
TRINITY_DN104155_c0_g1_i1	NA	NA	NA	NA	-0.218673358	unbias
TRINITY_DN104156_c0_g1_i3	NA	NA	NA	NA	-0.125554262	unbias
TRINITY_DN104173_c0_g1_i1	Xetrov90014084m	Chr05	75743400	75743400	0.408817362	unbias
TRINITY_DN104173_c0_g2_i1	NA	NA	NA	NA	0.360616321	unbias
TRINITY_DN104207_c0_g1_i1	cdca7-like.1	Chr02	144125106	144125106	-0.901195056	unbias
TRINITY_DN104240_c0_g1_i1	NA	NA	NA	NA	-0.028905951	unbias
TRINITY_DN104253_c0_g1_i1	NA	NA	NA	NA	-0.61159537	unbias
TRINITY_DN104287_c1_g1_i1	NA	NA	NA	NA	-0.565588911	unbias
TRINITY_DN104296_c0_g2_i1	LOC100489792	Chr02	145476794	145476794	1.758814196	unbias
TRINITY_DN104331_c0_g1_i1	LOC100492806-like	Chr04	130952979	130952979	-0.786358073	unbias
TRINITY_DN104334_c0_g1_i1	NA	NA	NA	NA	-0.134610826	unbias
TRINITY_DN104337_c0_g1_i1	NA	NA	NA	NA	-0.065722013	unbias
TRINITY_DN104339_c0_g1_i2	NA	NA	NA	NA	0.066064274	unbias
TRINITY_DN104354_c0_g1_i5	NA	NA	NA	NA	1.26703994	unbias
TRINITY_DN104356_c0_g1_i3	NA	NA	NA	NA	0.293665791	unbias
TRINITY_DN104365_c0_g3_i1	NA	NA	NA	NA	0.706350141	unbias
TRINITY_DN104410_c0_g2_i1	NA	NA	NA	NA	-0.60077432	unbias
TRINITY_DN104428_c0_g1_i2	NA	NA	NA	NA	0.313922937	unbias
TRINITY_DN104434_c0_g2_i1	opn1sw	Chr03	79523990	79523990	-0.24256123	unbias
TRINITY_DN104441_c0_g2_i1	NA	NA	NA	NA	0.110348999	unbias
TRINITY_DN104463_c0_g1_i1	NA	NA	NA	NA	-0.187175926	unbias
TRINITY_DN104508_c0_g2_i3	NA	NA	NA	NA	-0.353350515	unbias
TRINITY_DN104527_c0_g1_i1	NA	NA	NA	NA	0.356603275	unbias
TRINITY_DN104550_c0_g2_i1	NA	NA	NA	NA	-1.167889923	unbias
TRINITY_DN104597_c0_g1_i1	NA	NA	NA	NA	-0.642748376	unbias
TRINITY_DN104597_c0_g2_i1	NA	NA	NA	NA	-1.28402382	unbias
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	-0.296428703	unbias
TRINITY_DN104658_c0_g2_i1	NA	NA	NA	NA	-1.737916311	unbias
TRINITY_DN104666_c0_g2_i1	NA	NA	NA	NA	-0.839087142	unbias
TRINITY_DN104677_c0_g2_i1	ccnb2	Chr03	89325664	89325664	0.689744847	unbias
TRINITY_DN104678_c0_g1_i2	NA	NA	NA	NA	0.522378554	unbias
TRINITY_DN104694_c0_g1_i1	NA	NA	NA	NA	0.047820464	unbias
TRINITY_DN104719_c0_g1_i2	NA	NA	NA	NA	-0.293073032	unbias
TRINITY_DN104732_c0_g1_i1	NA	NA	NA	NA	-0.508307191	unbias
TRINITY_DN104737_c1_g1_i2	NA	NA	NA	NA	0.507252756	unbias
TRINITY_DN104740_c0_g1_i2	LOC100158544	Chr04	127653170	127653170	-0.029442031	unbias
TRINITY_DN104751_c0_g1_i2	NA	NA	NA	NA	0.333646193	unbias
TRINITY_DN104762_c0_g1_i2	NA	NA	NA	NA	-0.264732467	unbias
TRINITY_DN104778_c0_g1_i1	NA	NA	NA	NA	0.047074183	unbias
TRINITY_DN104783_c1_g1_i1	NA	NA	NA	NA	0.443462217	unbias
TRINITY_DN104790_c0_g1_i1	rspo1	Chr02	59032554	59032554	0.402612545	unbias
TRINITY_DN104801_c0_g1_i1	mfsd6-like	Chr09	29936304	29936304	0.207093097	unbias
TRINITY_DN104812_c0_g1_i2	NA	NA	NA	NA	0.386477343	unbias
TRINITY_DN104814_c0_g1_i1	NA	NA	NA	NA	0.189024872	unbias
TRINITY_DN104835_c0_g1_i2	NA	NA	NA	NA	0.175353677	unbias
TRINITY_DN104874_c0_g2_i2	NA	NA	NA	NA	-0.021280642	unbias
TRINITY_DN104906_c0_g1_i1	NA	NA	NA	NA	-0.39761262	unbias
TRINITY_DN104919_c0_g1_i1	LOC101730786	Chr03	117512368	117512368	0.335086546	unbias
TRINITY_DN104922_c0_g1_i1	NA	NA	NA	NA	-0.052486128	unbias
TRINITY_DN104942_c0_g1_i2	rnmtl1	Chr02	92666816	92666816	-0.358757832	unbias
TRINITY_DN104972_c0_g1_i2	NA	NA	NA	NA	0.229437111	unbias
TRINITY_DN105001_c1_g3_i2	NA	NA	NA	NA	-0.724304722	unbias
TRINITY_DN105027_c0_g1_i1	Xetrov90009718m	Chr03	127818300	127818300	0.417274151	unbias
TRINITY_DN105039_c0_g1_i1	NA	NA	NA	NA	0.206194242	unbias
TRINITY_DN105042_c0_g2_i1	NA	NA	NA	NA	0.426881712	unbias
TRINITY_DN105060_c0_g2_i3	scaf8	Chr05	42650260	42650260	0.036077905	unbias
TRINITY_DN105106_c0_g1_i2	NA	NA	NA	NA	-0.302140334	unbias
TRINITY_DN105118_c0_g1_i1	NA	NA	NA	NA	-0.391435648	unbias
TRINITY_DN105184_c0_g1_i2	NA	NA	NA	NA	0.526399784	unbias
TRINITY_DN105215_c0_g1_i1	ndufaf5	Chr05	33304156	33304156	0.126077435	unbias
TRINITY_DN105224_c0_g1_i1	NA	NA	NA	NA	-0.311272701	unbias
TRINITY_DN105250_c0_g1_i2	NA	NA	NA	NA	-0.002661633	unbias
TRINITY_DN105269_c0_g1_i1	polr2h	Chr05	111547749	111547749	0.786916343	unbias
TRINITY_DN105273_c0_g1_i2	NA	NA	NA	NA	1.049566053	unbias
TRINITY_DN105285_c0_g1_i2	mturn	Chr06	72716999	72716999	0.351713274	unbias
TRINITY_DN105286_c0_g2_i1	racgap1.2	Chr09	78223466	78223466	-0.00545769	unbias
TRINITY_DN105307_c0_g1_i1	NA	NA	NA	NA	-0.416528117	unbias
TRINITY_DN105309_c0_g2_i1	NA	NA	NA	NA	-0.149339659	unbias
TRINITY_DN105320_c0_g2_i2	NA	NA	NA	NA	-0.071273333	unbias
TRINITY_DN105324_c0_g1_i5	NA	NA	NA	NA	0.156997166	unbias
TRINITY_DN105347_c0_g1_i1	matn1	Chr02	57375054	57375054	1.553862977	unbias
TRINITY_DN105353_c0_g2_i2	NA	NA	NA	NA	-0.481037108	unbias
TRINITY_DN105372_c0_g1_i1	NA	NA	NA	NA	-0.033536405	unbias
TRINITY_DN105372_c0_g2_i1	NA	NA	NA	NA	0.280132866	unbias
TRINITY_DN105385_c0_g1_i2	bbs5	Chr09	63391138	63391138	-0.238970832	unbias
TRINITY_DN105386_c0_g2_i1	gpbar1	scaffold_305	170868	170868	0.565458136	unbias
TRINITY_DN105400_c0_g1_i3	NA	NA	NA	NA	-0.516537889	unbias
TRINITY_DN105413_c0_g1_i1	NA	NA	NA	NA	0.64814168	unbias
TRINITY_DN105428_c0_g1_i2	NA	NA	NA	NA	0.31280402	unbias
TRINITY_DN105429_c0_g1_i1	NA	NA	NA	NA	-0.66556039	unbias
TRINITY_DN105432_c0_g1_i1	NA	NA	NA	NA	1.04907951	unbias
TRINITY_DN105435_c0_g1_i1	NA	NA	NA	NA	-0.809595983	unbias
TRINITY_DN105441_c0_g1_i1	NA	NA	NA	NA	-0.86734329	unbias
TRINITY_DN105441_c0_g2_i3	NA	NA	NA	NA	-0.071728744	unbias
TRINITY_DN105451_c0_g1_i1	NA	NA	NA	NA	-0.905676013	unbias
TRINITY_DN105453_c0_g1_i1	NA	NA	NA	NA	0.178869661	unbias
TRINITY_DN105472_c0_g3_i2	NA	NA	NA	NA	-0.42692675	unbias
TRINITY_DN105481_c1_g1_i1	NA	NA	NA	NA	-0.03178041	unbias
TRINITY_DN105493_c0_g2_i1	NA	NA	NA	NA	0.602712229	unbias
TRINITY_DN105496_c0_g1_i1	NA	NA	NA	NA	0.590615236	unbias
TRINITY_DN105509_c0_g1_i1	nbas	Chr05	136189727	136189727	-1.074694615	unbias
TRINITY_DN105556_c0_g1_i1	NA	NA	NA	NA	-0.23783106	unbias
TRINITY_DN105560_c0_g1_i2	NA	NA	NA	NA	1.382878242	unbias
TRINITY_DN105578_c0_g1_i1	NA	NA	NA	NA	0.237339042	unbias
TRINITY_DN105592_c1_g1_i2	hapln4	Chr01	101891688	101891688	-1.000308285	unbias
TRINITY_DN105601_c0_g1_i1	NA	NA	NA	NA	-0.248393417	unbias
TRINITY_DN105610_c0_g1_i1	NA	NA	NA	NA	0.400127375	unbias
TRINITY_DN105629_c0_g2_i1	NA	NA	NA	NA	0.180933731	unbias
TRINITY_DN105635_c0_g1_i1	LOC100487575	Chr08	55885807	55885807	0.291487334	unbias
TRINITY_DN105654_c0_g1_i1	trdmt1	Chr06	20345480	20345480	-0.112261192	unbias
TRINITY_DN105654_c0_g3_i1	NA	NA	NA	NA	-0.224653274	unbias
TRINITY_DN105675_c0_g2_i1	NA	NA	NA	NA	0.149650866	unbias
TRINITY_DN105682_c0_g3_i1	pigo	scaffold_557	35621	35621	-0.129756186	unbias
TRINITY_DN105687_c0_g2_i1	NA	NA	NA	NA	0.582135606	unbias
TRINITY_DN105705_c0_g1_i1	NA	NA	NA	NA	0.728026411	unbias
TRINITY_DN105726_c0_g1_i1	NA	NA	NA	NA	-0.378539789	unbias
TRINITY_DN105777_c1_g1_i1	NA	NA	NA	NA	0.252529146	unbias
TRINITY_DN105787_c0_g1_i2	tarbp2	Chr02	143956850	143956850	-0.429171484	unbias
TRINITY_DN105809_c0_g1_i1	NA	NA	NA	NA	0.410046711	unbias
TRINITY_DN105833_c0_g1_i1	NA	NA	NA	NA	0.65961419	unbias
TRINITY_DN105838_c0_g2_i3	dram1	Chr03	39597572	39597572	0.10872784	unbias
TRINITY_DN105848_c0_g1_i1	ell	Chr01	87372118	87372118	0.971774274	unbias
TRINITY_DN105849_c0_g1_i1	NA	NA	NA	NA	-0.686057187	unbias
TRINITY_DN105850_c0_g2_i1	NA	NA	NA	NA	0.178284341	unbias
TRINITY_DN105870_c0_g1_i1	NA	NA	NA	NA	0.391763585	unbias
TRINITY_DN105873_c0_g1_i1	NA	NA	NA	NA	-0.439568054	unbias
TRINITY_DN105886_c0_g1_i2	NA	NA	NA	NA	-0.283691459	unbias
TRINITY_DN105902_c0_g1_i1	NA	NA	NA	NA	0.49186528	unbias
TRINITY_DN105911_c1_g3_i1	NA	NA	NA	NA	0.574772176	unbias
TRINITY_DN105911_c1_g4_i1	btg1	Chr03	46298958	46298958	0.574740018	unbias
TRINITY_DN105940_c0_g1_i2	NA	NA	NA	NA	0.834687534	unbias
TRINITY_DN105941_c0_g1_i1	Xetrov90010898m	Chr04	34354285	34354285	-0.445879634	unbias
TRINITY_DN105951_c0_g1_i1	cyp26a1	Chr07	17008567	17008567	-0.935700032	unbias
TRINITY_DN105980_c0_g1_i1	NA	NA	NA	NA	-2.221239545	unbias
TRINITY_DN105980_c0_g3_i1	NA	NA	NA	NA	0.763080169	unbias
TRINITY_DN105981_c0_g1_i1	NA	NA	NA	NA	-0.336465859	unbias
TRINITY_DN106031_c0_g1_i1	NA	NA	NA	NA	-0.224120347	unbias
TRINITY_DN106059_c0_g1_i1	NA	NA	NA	NA	-0.368015721	unbias
TRINITY_DN106060_c0_g1_i1	foxo1	Chr02	147501737	147501737	-1.043583731	unbias
TRINITY_DN106065_c0_g1_i2	NA	NA	NA	NA	-0.39042549	unbias
TRINITY_DN106079_c0_g1_i1	NA	NA	NA	NA	-0.961833346	unbias
TRINITY_DN106080_c0_g1_i1	NA	NA	NA	NA	0.182034205	unbias
TRINITY_DN106090_c0_g2_i1	NA	NA	NA	NA	-0.088401558	unbias
TRINITY_DN106101_c0_g1_i1	NA	NA	NA	NA	0.373822631	unbias
TRINITY_DN106110_c0_g1_i1	NA	NA	NA	NA	-0.145224894	unbias
TRINITY_DN106138_c0_g2_i1	NA	NA	NA	NA	-1.045153418	unbias
TRINITY_DN106146_c0_g1_i1	NA	NA	NA	NA	0.046160242	unbias
TRINITY_DN106155_c0_g1_i2	NA	NA	NA	NA	-0.472985962	unbias
TRINITY_DN106178_c0_g1_i1	NA	NA	NA	NA	-0.083514041	unbias
TRINITY_DN106179_c0_g1_i1	NA	NA	NA	NA	0.486080406	unbias
TRINITY_DN106181_c0_g2_i1	NA	NA	NA	NA	-0.173360364	unbias
TRINITY_DN106183_c0_g1_i1	NA	NA	NA	NA	1.067817236	unbias
TRINITY_DN106185_c0_g1_i1	NA	NA	NA	NA	0.259344138	unbias
TRINITY_DN106189_c0_g2_i1	NA	NA	NA	NA	0.333304145	unbias
TRINITY_DN106219_c0_g3_i1	LOC100496697-like	Chr05	116207650	116207650	-0.382307461	unbias
TRINITY_DN106229_c0_g1_i2	LOC733932	Chr07	1586851	1586851	-0.532024589	unbias
TRINITY_DN106231_c0_g2_i2	hmgxb4	Chr04	111698878	111698878	0.076109565	unbias
TRINITY_DN106240_c0_g1_i2	tspan12-like	Chr03	59737526	59737526	-0.718451189	unbias
TRINITY_DN106246_c1_g1_i1	plbd2	Chr01	133777750	133777750	0.477997705	unbias
TRINITY_DN106247_c0_g1_i1	NA	NA	NA	NA	-0.205833901	unbias
TRINITY_DN106256_c0_g2_i1	NA	NA	NA	NA	-0.450768941	unbias
TRINITY_DN106256_c0_g3_i3	orai2	Chr01	153669594	153669594	0.774865674	unbias
TRINITY_DN106265_c0_g1_i2	NA	NA	NA	NA	-0.19099308	unbias
TRINITY_DN106277_c0_g1_i2	NA	NA	NA	NA	1.10956708	unbias
TRINITY_DN106281_c0_g1_i1	NA	NA	NA	NA	-0.333176998	unbias
TRINITY_DN106281_c0_g2_i1	NA	NA	NA	NA	0.17938571	unbias
TRINITY_DN106338_c0_g1_i1	NA	NA	NA	NA	0.156571013	unbias
TRINITY_DN106356_c3_g1_i1	NA	NA	NA	NA	-0.242565491	unbias
TRINITY_DN106366_c0_g4_i1	NA	NA	NA	NA	0.610833409	unbias
TRINITY_DN106366_c0_g5_i1	NA	NA	NA	NA	1.05222317	unbias
TRINITY_DN106368_c0_g2_i1	NA	NA	NA	NA	0.227543159	unbias
TRINITY_DN106372_c0_g1_i1	NA	NA	NA	NA	-0.043132231	unbias
TRINITY_DN106392_c0_g2_i2	NA	NA	NA	NA	0.055973455	unbias
TRINITY_DN106392_c0_g3_i1	skap1	Chr10	4772460	4772460	-0.750205341	unbias
TRINITY_DN106429_c0_g1_i1	NA	NA	NA	NA	0.093550363	unbias
TRINITY_DN106443_c0_g2_i1	NA	NA	NA	NA	0.156102935	unbias
TRINITY_DN106447_c0_g1_i1	NA	NA	NA	NA	-0.012097766	unbias
TRINITY_DN106459_c0_g1_i1	NA	NA	NA	NA	-0.033424257	unbias
TRINITY_DN106464_c0_g2_i1	NA	NA	NA	NA	-0.3777128	unbias
TRINITY_DN106465_c0_g1_i1	NA	NA	NA	NA	0.518852273	unbias
TRINITY_DN106470_c0_g1_i1	NA	NA	NA	NA	0.297258395	unbias
TRINITY_DN106476_c0_g1_i1	NA	NA	NA	NA	0.362742557	unbias
TRINITY_DN106496_c0_g1_i1	NA	NA	NA	NA	-0.580914195	unbias
TRINITY_DN106502_c0_g1_i1	ttc3-like	Chr02	8541395	8541395	-0.254136229	unbias
TRINITY_DN106615_c0_g1_i1	NA	NA	NA	NA	0.146978807	unbias
TRINITY_DN106620_c0_g1_i1	NA	NA	NA	NA	-0.717821132	unbias
TRINITY_DN106653_c0_g1_i1	NA	NA	NA	NA	1.222947016	unbias
TRINITY_DN106653_c0_g2_i1	NA	NA	NA	NA	-1.437164301	unbias
TRINITY_DN106661_c0_g3_i1	NA	NA	NA	NA	-0.773910049	unbias
TRINITY_DN106671_c0_g1_i1	NA	NA	NA	NA	-0.487189792	unbias
TRINITY_DN106671_c0_g2_i1	NA	NA	NA	NA	-0.329708222	unbias
TRINITY_DN106700_c0_g2_i1	NA	NA	NA	NA	-0.097024643	unbias
TRINITY_DN106700_c0_g5_i1	NA	NA	NA	NA	-1.413910773	unbias
TRINITY_DN106706_c0_g1_i4	NA	NA	NA	NA	0.828541165	unbias
TRINITY_DN106735_c0_g1_i1	NA	NA	NA	NA	0.540291695	unbias
TRINITY_DN106741_c0_g1_i2	NA	NA	NA	NA	1.215774528	unbias
TRINITY_DN106815_c0_g2_i2	NA	NA	NA	NA	0.674601565	unbias
TRINITY_DN106844_c0_g1_i1	NA	NA	NA	NA	-0.815003415	unbias
