gid	gname	chr	start	end	logFC.XY43.XX43	abslogFC.XY43.XX43	bias	tau	tissue
TRINITY_DN103468_c0_g1_i2	LOC100488825	Chr08	80817118	80817118	1.25644782	1.25644782	unbias	0.697876326	G46_F_mean
TRINITY_DN103496_c0_g1_i1	NA	NA	NA	NA	-0.786679207	0.786679207	unbias	0.339739472	G43_F_mean
TRINITY_DN103500_c0_g1_i1	NA	NA	NA	NA	-0.347656386	0.347656386	unbias	0.283480735	Ovary_mean
TRINITY_DN103501_c0_g1_i1	NA	NA	NA	NA	0.10007211	0.10007211	unbias	0.612779306	Brain_mean
TRINITY_DN103502_c0_g1_i1	NA	NA	NA	NA	-0.488094843	0.488094843	unbias	0.467019633	G43_F_mean
TRINITY_DN103509_c0_g1_i1	NA	NA	NA	NA	-0.214652056	0.214652056	unbias	0.632057413	G23_mean
TRINITY_DN103511_c0_g1_i2	NA	NA	NA	NA	-1.001197322	1.001197322	unbias	0.497091624	Brain_mean
TRINITY_DN103523_c0_g1_i1	LOC101735153	Chr08	29517071	29517071	-0.086562467	0.086562467	unbias	0.748020528	G46_M_mean
TRINITY_DN103526_c0_g1_i1	atp5c1	Chr03	74165467	74165467	0.208140174	0.208140174	unbias	0.601049357	Ovary_mean
TRINITY_DN103527_c0_g1_i1	NA	NA	NA	NA	1.227578642	1.227578642	unbias	0.751845101	G43_M_mean
TRINITY_DN103537_c0_g1_i1	NA	NA	NA	NA	-0.377927752	0.377927752	unbias	0.473927077	Ovary_mean
TRINITY_DN103537_c0_g2_i1	NA	NA	NA	NA	-0.152164508	0.152164508	unbias	0.357995971	Testis_mean
TRINITY_DN103544_c0_g1_i2	NA	NA	NA	NA	0.435487595	0.435487595	unbias	0.432859496	Brain_mean
TRINITY_DN103549_c0_g1_i1	NA	NA	NA	NA	-0.12935831	0.12935831	unbias	0.287912192	Ovary_mean
TRINITY_DN103557_c0_g2_i2	dmrt3	Chr01	116424526	116424526	0.137647978	0.137647978	unbias	0.303549566	Ovary_mean
TRINITY_DN103557_c0_g3_i1	NA	NA	NA	NA	-0.781855163	0.781855163	unbias	0.303562803	Ovary_mean
TRINITY_DN103558_c0_g1_i1	NA	NA	NA	NA	-0.250784174	0.250784174	unbias	0.251870845	G27_mean
TRINITY_DN103565_c0_g1_i1	agr2	Chr06	44561203	44561203	-0.132988938	0.132988938	unbias	0.516075377	Ovary_mean
TRINITY_DN103567_c0_g1_i1	NA	NA	NA	NA	0.02604309	0.02604309	unbias	0.204788318	Ovary_mean
TRINITY_DN103584_c0_g2_i1	NA	NA	NA	NA	-0.184710857	0.184710857	unbias	0.597186521	G43_M_mean
TRINITY_DN103598_c0_g1_i1	dusp1	Chr03	32247850	32247850	0.221420572	0.221420572	unbias	0.556103523	Brain_mean
TRINITY_DN103615_c0_g1_i1	kcp	Chr03	77919456	77919456	-0.345739803	0.345739803	unbias	0.172768343	G27_mean
TRINITY_DN103621_c0_g1_i2	NA	NA	NA	NA	-0.154833732	0.154833732	unbias	0.656361493	Ovary_mean
TRINITY_DN103622_c0_g3_i3	iqcg	Chr05	110532259	110532259	-0.022043875	0.022043875	unbias	0.490328287	Ovary_mean
TRINITY_DN103624_c0_g1_i1	NA	NA	NA	NA	0.423182367	0.423182367	unbias	0.660329423	Brain_mean
TRINITY_DN103630_c0_g1_i1	NA	NA	NA	NA	-0.136214979	0.136214979	unbias	0.294095878	Brain_mean
TRINITY_DN103631_c0_g1_i1	NA	NA	NA	NA	0.007707366	0.007707366	unbias	0.468484196	G43_M_mean
TRINITY_DN103634_c0_g1_i1	NA	NA	NA	NA	0.291243422	0.291243422	unbias	0.461059558	G43_M_mean
TRINITY_DN103637_c0_g1_i1	LOC100486333-like	Chr08	18909118	18909118	-1.350558296	1.350558296	unbias	0.557196878	Ovary_mean
TRINITY_DN103653_c0_g1_i1	NA	NA	NA	NA	0.108650111	0.108650111	unbias	0.765978192	Brain_mean
TRINITY_DN103658_c0_g1_i1	NA	NA	NA	NA	-0.181574104	0.181574104	unbias	0.14778659	G23_mean
TRINITY_DN103662_c0_g1_i1	psmd10	Chr08	31111447	31111447	-0.037692597	0.037692597	unbias	0.41493569	Liver_mean
TRINITY_DN103663_c0_g4_i1	NA	NA	NA	NA	-0.46159102	0.46159102	unbias	0.422819865	G27_mean
TRINITY_DN103664_c1_g1_i1	NA	NA	NA	NA	-0.568267908	0.568267908	unbias	0.416269511	G43_F_mean
TRINITY_DN103677_c1_g1_i1	NA	NA	NA	NA	-0.110684577	0.110684577	unbias	0.676025314	Brain_mean
TRINITY_DN103680_c0_g1_i1	NA	NA	NA	NA	-0.613262679	0.613262679	unbias	0.422509397	G43_F_mean
TRINITY_DN103688_c0_g1_i1	NA	NA	NA	NA	-0.480240116	0.480240116	unbias	0.424854481	Brain_mean
TRINITY_DN103698_c0_g1_i1	NA	NA	NA	NA	0.475245246	0.475245246	unbias	0.667717713	Brain_mean
TRINITY_DN103704_c0_g1_i1	NA	NA	NA	NA	2.941640836	2.941640836	unbias	0.774173862	G31_mean
TRINITY_DN103706_c0_g3_i1	NA	NA	NA	NA	0.036454985	0.036454985	unbias	0.512153567	G27_mean
TRINITY_DN103714_c0_g1_i2	NA	NA	NA	NA	0.112577387	0.112577387	unbias	0.10765998	Liver_mean
TRINITY_DN103714_c0_g2_i1	klhl42	Chr03	1934463	1934463	-1.710736348	1.710736348	unbias	0.438118863	Liver_mean
TRINITY_DN103718_c0_g1_i1	NA	NA	NA	NA	-2.480479718	2.480479718	unbias	0.949485132	G43_F_mean
TRINITY_DN103720_c0_g1_i2	oprd1	Chr02	52800257	52800257	-1.55021912	1.55021912	unbias	0.446706954	Ovary_mean
TRINITY_DN103727_c0_g1_i1	NA	NA	NA	NA	-0.181434891	0.181434891	unbias	0.412840436	G23_mean
TRINITY_DN103733_c0_g2_i1	NA	NA	NA	NA	-0.465815635	0.465815635	unbias	0.103378309	G27_mean
TRINITY_DN103741_c0_g1_i2	NA	NA	NA	NA	-0.53927379	0.53927379	unbias	0.665037909	Ovary_mean
TRINITY_DN103744_c0_g1_i2	NA	NA	NA	NA	-0.024743062	0.024743062	unbias	0.145671447	G23_mean
TRINITY_DN103769_c0_g1_i1	cxorf58	Chr02	38822569	38822569	-0.056050677	0.056050677	unbias	0.141186226	Testis_mean
TRINITY_DN103776_c0_g1_i1	NA	NA	NA	NA	0.291356817	0.291356817	unbias	0.688890518	G31_mean
TRINITY_DN103781_c0_g2_i1	usp14	Chr06	93237936	93237936	-0.354884135	0.354884135	unbias	0.626236513	Brain_mean
TRINITY_DN103783_c0_g1_i1	tmem55a	Chr06	111742449	111742449	-0.204800439	0.204800439	unbias	0.454331592	Ovary_mean
TRINITY_DN103787_c0_g1_i1	NA	NA	NA	NA	-0.054650445	0.054650445	unbias	0.340092944	Brain_mean
TRINITY_DN103795_c0_g1_i3	NA	NA	NA	NA	-0.476395686	0.476395686	unbias	0.184532014	G43_F_mean
TRINITY_DN103797_c0_g1_i1	NA	NA	NA	NA	0.629750725	0.629750725	unbias	0.751074592	Brain_mean
TRINITY_DN103798_c0_g1_i1	kctd9	Chr03	106568067	106568067	-5.756070448	5.756070448	female	0.841909768	Ovary_mean
TRINITY_DN103802_c0_g1_i1	NA	NA	NA	NA	0.464344119	0.464344119	unbias	0.510991825	Brain_mean
TRINITY_DN103812_c0_g1_i2	NA	NA	NA	NA	-0.166047685	0.166047685	unbias	0.281789859	G46_F_mean
TRINITY_DN103813_c0_g1_i1	fbxl8	Chr04	54710603	54710603	-0.224259653	0.224259653	unbias	0.312051645	G43_F_mean
TRINITY_DN103830_c0_g1_i1	fam3d	scaffold_14	146778	146778	0.486218963	0.486218963	unbias	0.620085212	Brain_mean
TRINITY_DN103832_c0_g1_i1	NA	NA	NA	NA	-0.420592473	0.420592473	unbias	0.291040231	G43_F_mean
TRINITY_DN103833_c0_g1_i1	rac1	Chr09	19622633	19622633	0.29181523	0.29181523	unbias	0.129424969	Brain_mean
TRINITY_DN103834_c0_g11_i1	NA	NA	NA	NA	-0.066048956	0.066048956	unbias	0.507100633	Brain_mean
TRINITY_DN103834_c0_g12_i1	NA	NA	NA	NA	-2.138070429	2.138070429	unbias	0.534394986	G46_F_mean
TRINITY_DN103834_c0_g13_i1	NA	NA	NA	NA	-0.17544576	0.17544576	unbias	0.337424341	Ovary_mean
TRINITY_DN103834_c0_g3_i1	nif	Chr03	112220786	112220786	0.05346755	0.05346755	unbias	0.492756494	Ovary_mean
TRINITY_DN103834_c0_g4_i1	Xetrov90022714m	Chr09	3340566	3340566	-3.181136933	3.181136933	female	0.520487005	G46_F_mean
TRINITY_DN103834_c0_g5_i1	NA	NA	NA	NA	0.32578122	0.32578122	unbias	0.325057926	Brain_mean
TRINITY_DN103834_c0_g6_i1	NA	NA	NA	NA	-1.133733758	1.133733758	unbias	0.501984219	Brain_mean
TRINITY_DN103834_c0_g7_i1	atp5s	Chr08	71922078	71922078	-0.083250759	0.083250759	unbias	0.314832895	Brain_mean
TRINITY_DN103834_c0_g9_i1	NA	NA	NA	NA	-1.919124174	1.919124174	unbias	0.332019357	Brain_mean
TRINITY_DN103838_c0_g1_i1	cpox-like	Chr02	16477067	16477067	-4.180733467	4.180733467	female	0.745128049	Ovary_mean
TRINITY_DN103851_c0_g1_i1	kcnk7	Chr08	83453752	83453752	0.490751151	0.490751151	unbias	0.100680542	Brain_mean
TRINITY_DN103855_c0_g1_i1	NA	NA	NA	NA	-0.158068378	0.158068378	unbias	0.494297555	Testis_mean
TRINITY_DN103859_c0_g1_i1	NA	NA	NA	NA	-0.070872068	0.070872068	unbias	0.89255607	Testis_mean
TRINITY_DN103860_c0_g1_i1	NA	NA	NA	NA	-0.445489342	0.445489342	unbias	0.57575846	Ovary_mean
TRINITY_DN103877_c0_g1_i1	NA	NA	NA	NA	1.110551479	1.110551479	unbias	0.780953921	G23_mean
TRINITY_DN103882_c0_g1_i1	NA	NA	NA	NA	-0.14775187	0.14775187	unbias	0.431736201	Ovary_mean
TRINITY_DN103890_c0_g1_i2	NA	NA	NA	NA	0.22178974	0.22178974	unbias	0.671118945	Brain_mean
TRINITY_DN103891_c0_g1_i1	NA	NA	NA	NA	-1.232071012	1.232071012	unbias	0.452501156	Brain_mean
TRINITY_DN103896_c0_g1_i2	kiaa1715	Chr09	59802739	59802739	0.269897546	0.269897546	unbias	0.580831565	G23_mean
TRINITY_DN103897_c0_g2_i1	NA	NA	NA	NA	-10.94799315	10.94799315	female	0.853466082	Ovary_mean
TRINITY_DN103898_c0_g1_i1	NA	NA	NA	NA	-0.023732455	0.023732455	unbias	0.58323093	Brain_mean
TRINITY_DN103900_c0_g1_i1	NA	NA	NA	NA	1.16254283	1.16254283	unbias	0.693404259	G46_F_mean
TRINITY_DN103900_c0_g2_i1	tmf1	Chr04	131462024	131462024	-0.335375268	0.335375268	unbias	0.633014986	G43_F_mean
TRINITY_DN103912_c0_g1_i1	NA	NA	NA	NA	-0.122723614	0.122723614	unbias	0.414787075	Brain_mean
TRINITY_DN103916_c0_g1_i1	Xetrov90015490m	Chr06	3513978	3513978	0.518645689	0.518645689	unbias	0.475482349	G46_M_mean
TRINITY_DN103924_c0_g1_i1	NA	NA	NA	NA	0.668763351	0.668763351	unbias	0.554165929	Liver_mean
TRINITY_DN103926_c0_g1_i1	NA	NA	NA	NA	-0.266475444	0.266475444	unbias	0.79869159	Brain_mean
TRINITY_DN103929_c0_g1_i1	NA	NA	NA	NA	1.955862599	1.955862599	unbias	0.701339994	G27_mean
TRINITY_DN103931_c0_g1_i3	NA	NA	NA	NA	1.475713933	1.475713933	unbias	0.713303631	G31_mean
TRINITY_DN103941_c0_g1_i1	NA	NA	NA	NA	0.041972273	0.041972273	unbias	0.742689977	Brain_mean
TRINITY_DN103964_c0_g1_i1	NA	NA	NA	NA	-0.739898117	0.739898117	unbias	0.37185441	G43_F_mean
TRINITY_DN103974_c0_g2_i1	sorl1	Chr07	88174319	88174319	0.189806049	0.189806049	unbias	0.359947617	G23_mean
TRINITY_DN103986_c0_g1_i1	NA	NA	NA	NA	0.044342604	0.044342604	unbias	0.329670222	Brain_mean
TRINITY_DN103989_c0_g1_i1	NA	NA	NA	NA	-0.302546465	0.302546465	unbias	0.253272654	Ovary_mean
TRINITY_DN104004_c0_g1_i1	slc51a-like.2	Chr05	109993376	109993376	0.774541496	0.774541496	unbias	0.441820982	Brain_mean
TRINITY_DN104012_c0_g1_i1	NA	NA	NA	NA	0.818858164	0.818858164	unbias	0.376675843	Brain_mean
TRINITY_DN104018_c1_g1_i1	NA	NA	NA	NA	1.231847247	1.231847247	unbias	0.817658643	G46_M_mean
TRINITY_DN104027_c0_g1_i1	zdhhc15	Chr08	26308882	26308882	0.489441979	0.489441979	unbias	0.519930826	G43_M_mean
TRINITY_DN104055_c0_g1_i1	homer1	Chr01	163878577	163878577	0.262184811	0.262184811	unbias	0.802810551	Brain_mean
TRINITY_DN104073_c1_g1_i1	NA	NA	NA	NA	-0.473442311	0.473442311	unbias	0.55574426	G46_M_mean
TRINITY_DN104088_c0_g1_i2	fam211b	Chr01	144116504	144116504	-0.463147988	0.463147988	unbias	0.33303034	G43_F_mean
TRINITY_DN104090_c1_g2_i1	NA	NA	NA	NA	0.003754016	0.003754016	unbias	0.264123166	G23_mean
TRINITY_DN104110_c1_g1_i1	NA	NA	NA	NA	0.396601339	0.396601339	unbias	0.292505142	Ovary_mean
TRINITY_DN104132_c0_g1_i1	klf5	Chr02	123811722	123811722	0.926505102	0.926505102	unbias	0.663494585	G43_M_mean
TRINITY_DN104155_c0_g1_i1	NA	NA	NA	NA	-0.628512455	0.628512455	unbias	0.302755196	Testis_mean
TRINITY_DN104156_c0_g1_i3	fpgs	Chr08	2372438	2372438	0.074948626	0.074948626	unbias	0.314139398	Ovary_mean
TRINITY_DN104158_c0_g1_i1	NA	NA	NA	NA	0.587007056	0.587007056	unbias	0.7483595	G43_M_mean
TRINITY_DN104158_c0_g2_i1	NA	NA	NA	NA	0.208151392	0.208151392	unbias	0.841889822	G43_M_mean
TRINITY_DN104173_c0_g1_i1	ift22	Chr02	42701284	42701284	-0.094281256	0.094281256	unbias	0.258729367	Testis_mean
TRINITY_DN104173_c0_g2_i1	NA	NA	NA	NA	-0.752679942	0.752679942	unbias	0.358183262	G23_mean
TRINITY_DN104226_c0_g1_i1	NA	NA	NA	NA	-0.248158767	0.248158767	unbias	0.474206059	G43_M_mean
TRINITY_DN104231_c0_g1_i1	NA	NA	NA	NA	-0.87775964	0.87775964	unbias	0.840739047	G46_F_mean
TRINITY_DN104233_c0_g1_i1	NA	NA	NA	NA	-0.105167388	0.105167388	unbias	0.744739687	Brain_mean
TRINITY_DN104240_c0_g1_i1	NA	NA	NA	NA	-0.261193915	0.261193915	unbias	0.222010423	Ovary_mean
TRINITY_DN104253_c0_g1_i1	NA	NA	NA	NA	0.276645988	0.276645988	unbias	0.340565004	Brain_mean
TRINITY_DN104275_c0_g1_i1	sox2	Chr05	95996743	95996743	0.672069359	0.672069359	unbias	0.43736445	G43_M_mean
TRINITY_DN104287_c1_g1_i1	ankle2-like	Chr01	146995879	146995879	0.539349605	0.539349605	unbias	0.476666531	Brain_mean
TRINITY_DN104296_c0_g2_i1	NA	NA	NA	NA	-0.269494596	0.269494596	unbias	0.562460505	G43_F_mean
TRINITY_DN104318_c0_g1_i1	NA	NA	NA	NA	-0.805016806	0.805016806	unbias	0.728694484	G46_F_mean
TRINITY_DN104331_c0_g1_i1	thoc1	Chr06	93207095	93207095	-0.471950875	0.471950875	unbias	0.130668138	G43_F_mean
TRINITY_DN104334_c0_g1_i1	NA	NA	NA	NA	0.30762937	0.30762937	unbias	0.364539829	Ovary_mean
TRINITY_DN104337_c0_g1_i1	NA	NA	NA	NA	-0.558630412	0.558630412	unbias	0.3847409	Brain_mean
TRINITY_DN104339_c0_g1_i2	slc37a3-like	Chr03	219441	219441	0.838319124	0.838319124	unbias	0.437249278	Ovary_mean
TRINITY_DN104354_c0_g1_i5	NA	NA	NA	NA	-0.201540906	0.201540906	unbias	0.352067237	Ovary_mean
TRINITY_DN104356_c0_g1_i3	NA	NA	NA	NA	-0.27365474	0.27365474	unbias	0.497339577	Ovary_mean
TRINITY_DN104357_c0_g1_i2	pdcl3	Chr02	106708785	106708785	0.193584199	0.193584199	unbias	0.352443555	G46_M_mean
TRINITY_DN104365_c0_g3_i1	rnmt	Chr06	87920054	87920054	-0.170705822	0.170705822	unbias	0.427805534	Ovary_mean
TRINITY_DN104402_c0_g1_i1	NA	NA	NA	NA	-0.534789693	0.534789693	unbias	0.386839757	Brain_mean
TRINITY_DN104410_c0_g2_i1	NA	NA	NA	NA	-0.218233461	0.218233461	unbias	0.474194637	G46_F_mean
TRINITY_DN104414_c0_g2_i1	Xetrov90007784m	Chr03	38857809	38857809	-0.261838528	0.261838528	unbias	0.51207149	Brain_mean
TRINITY_DN104420_c0_g1_i1	NA	NA	NA	NA	-0.152014775	0.152014775	unbias	0.503685513	Brain_mean
TRINITY_DN104423_c0_g1_i1	NA	NA	NA	NA	-0.586984752	0.586984752	unbias	0.528550365	G31_mean
TRINITY_DN104428_c0_g1_i2	NA	NA	NA	NA	-0.304642622	0.304642622	unbias	0.31409969	G23_mean
TRINITY_DN104441_c0_g2_i1	NA	NA	NA	NA	-0.275387827	0.275387827	unbias	0.282273982	G43_F_mean
TRINITY_DN104457_c0_g2_i1	NA	NA	NA	NA	-0.035223388	0.035223388	unbias	0.457420178	Brain_mean
TRINITY_DN104463_c0_g1_i1	NA	NA	NA	NA	-0.235780787	0.235780787	unbias	0.466391725	Ovary_mean
TRINITY_DN104464_c0_g1_i1	NA	NA	NA	NA	-0.18024071	0.18024071	unbias	0.284610212	G23_mean
TRINITY_DN104490_c0_g1_i1	NA	NA	NA	NA	-0.20310378	0.20310378	unbias	0.511601913	Brain_mean
TRINITY_DN104490_c0_g2_i1	rcor3	Chr05	12213128	12213128	-0.177481461	0.177481461	unbias	0.569550815	Brain_mean
TRINITY_DN104508_c0_g2_i3	NA	NA	NA	NA	0.445433071	0.445433071	unbias	0.268226245	Ovary_mean
TRINITY_DN104527_c0_g1_i1	NA	NA	NA	NA	-0.419339185	0.419339185	unbias	0.289440306	Ovary_mean
TRINITY_DN104532_c0_g1_i1	NA	NA	NA	NA	-0.169878411	0.169878411	unbias	0.321829688	Testis_mean
TRINITY_DN104546_c0_g1_i1	NA	NA	NA	NA	0.982917231	0.982917231	unbias	0.69561832	G43_M_mean
TRINITY_DN104550_c0_g2_i1	sp2	Chr10	4631353	4631353	-0.180895072	0.180895072	unbias	0.542801631	Ovary_mean
TRINITY_DN104576_c0_g4_i1	NA	NA	NA	NA	-0.006002094	0.006002094	unbias	0.635204857	G43_M_mean
TRINITY_DN104580_c0_g1_i1	NA	NA	NA	NA	-0.16506036	0.16506036	unbias	0.201685913	G23_mean
TRINITY_DN104583_c0_g1_i1	ruvbl2	Chr07	105538234	105538234	0.357607218	0.357607218	unbias	0.40988858	Brain_mean
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	-0.272639576	0.272639576	unbias	0.632622506	Ovary_mean
TRINITY_DN104666_c0_g2_i1	glrb	Chr01	44226997	44226997	-0.028781626	0.028781626	unbias	0.752938339	Liver_mean
TRINITY_DN104667_c0_g1_i3	alg5	Chr02	148805808	148805808	0.408130615	0.408130615	unbias	0.441723031	Brain_mean
TRINITY_DN104677_c0_g2_i1	NA	NA	NA	NA	-0.752764697	0.752764697	unbias	0.151308922	G27_mean
TRINITY_DN104694_c0_g1_i1	NA	NA	NA	NA	0.365453087	0.365453087	unbias	0.353449949	Ovary_mean
TRINITY_DN104699_c0_g2_i1	NA	NA	NA	NA	-0.111142175	0.111142175	unbias	0.343815093	Ovary_mean
TRINITY_DN104719_c0_g1_i2	NA	NA	NA	NA	-0.325213418	0.325213418	unbias	0.135493302	Brain_mean
TRINITY_DN104719_c0_g2_i1	NA	NA	NA	NA	-0.768297896	0.768297896	unbias	0.694947918	G46_M_mean
TRINITY_DN104721_c0_g1_i1	NA	NA	NA	NA	0.197466316	0.197466316	unbias	0.711083498	Brain_mean
TRINITY_DN104732_c0_g1_i1	NA	NA	NA	NA	0.346622667	0.346622667	unbias	0.590242833	G43_M_mean
TRINITY_DN104737_c1_g1_i2	NA	NA	NA	NA	0.185306226	0.185306226	unbias	0.26998142	Brain_mean
TRINITY_DN104740_c0_g1_i2	NA	NA	NA	NA	0.037704406	0.037704406	unbias	0.428153923	Ovary_mean
TRINITY_DN104751_c0_g1_i2	axin1	Chr09	9321325	9321325	-0.354465875	0.354465875	unbias	0.383417863	Ovary_mean
TRINITY_DN104757_c0_g1_i1	aplf	Chr05	31032514	31032514	-0.243396945	0.243396945	unbias	0.554744537	G23_mean
TRINITY_DN104762_c0_g1_i2	NA	NA	NA	NA	-0.078233036	0.078233036	unbias	0.137435962	Brain_mean
TRINITY_DN104778_c0_g1_i1	impa1	Chr06	109133225	109133225	0.331389397	0.331389397	unbias	0.424937512	G27_mean
TRINITY_DN104783_c1_g1_i1	zbtb8os	Chr02	86203718	86203718	0.186076431	0.186076431	unbias	0.446792495	Testis_mean
TRINITY_DN104790_c0_g1_i1	dpysl3	Chr03	34136739	34136739	-0.538305917	0.538305917	unbias	0.431253051	G43_F_mean
TRINITY_DN104801_c0_g1_i1	NA	NA	NA	NA	0.111891143	0.111891143	unbias	0.523571394	Brain_mean
TRINITY_DN104805_c0_g2_i1	sp9	Chr09	61338597	61338597	-0.510561611	0.510561611	unbias	0.631227934	G43_F_mean
TRINITY_DN104812_c0_g1_i2	NA	NA	NA	NA	-0.400350973	0.400350973	unbias	0.403657192	Ovary_mean
TRINITY_DN104814_c0_g1_i1	NA	NA	NA	NA	-0.681020438	0.681020438	unbias	0.581972082	G43_F_mean
TRINITY_DN104835_c0_g1_i2	dnajb11	Chr09	43499058	43499058	0.182335693	0.182335693	unbias	0.225475585	G46_F_mean
TRINITY_DN104867_c0_g1_i4	NA	NA	NA	NA	-0.618321909	0.618321909	unbias	0.372031521	G23_mean
TRINITY_DN104874_c0_g2_i2	trank1	Chr06	69352363	69352363	-0.133517784	0.133517784	unbias	0.144418349	Testis_mean
TRINITY_DN104906_c0_g1_i1	NA	NA	NA	NA	-0.177871204	0.177871204	unbias	0.363758766	Ovary_mean
TRINITY_DN104912_c0_g2_i1	NA	NA	NA	NA	-0.070625813	0.070625813	unbias	0.290383197	Brain_mean
TRINITY_DN104919_c0_g1_i1	NA	NA	NA	NA	-0.859958456	0.859958456	unbias	0.090994078	Testis_mean
TRINITY_DN104922_c0_g1_i1	NA	NA	NA	NA	-0.63736819	0.63736819	unbias	0.680261935	Liver_mean
TRINITY_DN104942_c0_g1_i2	NA	NA	NA	NA	0.014877309	0.014877309	unbias	0.319365462	Ovary_mean
TRINITY_DN104972_c0_g1_i2	NA	NA	NA	NA	-0.629945386	0.629945386	unbias	0.096162953	G27_mean
TRINITY_DN105001_c1_g3_i2	NA	NA	NA	NA	-0.091663963	0.091663963	unbias	0.222293712	Brain_mean
TRINITY_DN105027_c0_g1_i1	NA	NA	NA	NA	-0.544976105	0.544976105	unbias	0.352515012	Brain_mean
TRINITY_DN105032_c0_g1_i1	NA	NA	NA	NA	0.051945368	0.051945368	unbias	0.531337796	Brain_mean
TRINITY_DN105037_c0_g1_i1	NA	NA	NA	NA	1.133725939	1.133725939	unbias	0.913246153	G43_M_mean
TRINITY_DN105039_c0_g1_i1	leprel4	Chr10	2097616	2097616	0.938479083	0.938479083	unbias	0.436348038	G43_M_mean
TRINITY_DN105042_c0_g2_i1	MGC89174	Chr04	97675890	97675890	-0.065393361	0.065393361	unbias	0.380920659	G46_M_mean
TRINITY_DN105054_c0_g1_i1	NA	NA	NA	NA	-0.766485964	0.766485964	unbias	0.348823024	G43_F_mean
TRINITY_DN105054_c0_g2_i1	paf1	Chr08	60290984	60290984	-1.242007146	1.242007146	unbias	0.690129781	G43_F_mean
TRINITY_DN105056_c0_g1_i3	NA	NA	NA	NA	0.309604224	0.309604224	unbias	0.775242204	G23_mean
TRINITY_DN105060_c0_g2_i3	NA	NA	NA	NA	0.033482638	0.033482638	unbias	0.567829549	Brain_mean
TRINITY_DN105061_c0_g1_i1	NA	NA	NA	NA	-0.313062249	0.313062249	unbias	0.313152621	G43_M_mean
TRINITY_DN105106_c0_g1_i2	NA	NA	NA	NA	0.017755521	0.017755521	unbias	0.328142969	Brain_mean
TRINITY_DN105118_c0_g1_i1	NA	NA	NA	NA	0.244889944	0.244889944	unbias	0.40766242	Brain_mean
TRINITY_DN105140_c0_g1_i1	NA	NA	NA	NA	0.498316724	0.498316724	unbias	0.427258852	G46_F_mean
TRINITY_DN105151_c0_g1_i1	NA	NA	NA	NA	0.363236933	0.363236933	unbias	0.468217543	G23_mean
TRINITY_DN105167_c0_g2_i1	NA	NA	NA	NA	0.895459091	0.895459091	unbias	0.734617578	G46_M_mean
TRINITY_DN105184_c0_g1_i2	NA	NA	NA	NA	0.166478159	0.166478159	unbias	0.262449022	Brain_mean
TRINITY_DN105192_c0_g1_i2	NA	NA	NA	NA	0.166272886	0.166272886	unbias	0.441880598	G46_M_mean
TRINITY_DN105215_c0_g1_i1	NA	NA	NA	NA	-0.004105716	0.004105716	unbias	0.451281293	Ovary_mean
TRINITY_DN105219_c0_g2_i1	NA	NA	NA	NA	0.231160278	0.231160278	unbias	0.566318462	Brain_mean
TRINITY_DN105224_c0_g1_i1	NA	NA	NA	NA	-0.643293344	0.643293344	unbias	0.44908145	G43_F_mean
TRINITY_DN105227_c0_g1_i1	NA	NA	NA	NA	0.41404589	0.41404589	unbias	0.504982421	G27_mean
TRINITY_DN105232_c0_g1_i1	NA	NA	NA	NA	0.440688229	0.440688229	unbias	0.653406676	G43_M_mean
TRINITY_DN105250_c0_g1_i2	NA	NA	NA	NA	-0.547669012	0.547669012	unbias	0.236135346	Brain_mean
TRINITY_DN105269_c0_g1_i1	NA	NA	NA	NA	-0.423703206	0.423703206	unbias	0.384972839	G43_F_mean
TRINITY_DN105273_c0_g1_i2	ppp1r26-like	scaffold_606	46255	46255	-0.341890507	0.341890507	unbias	0.62476223	G27_mean
TRINITY_DN105282_c0_g1_i2	NA	NA	NA	NA	-0.576601413	0.576601413	unbias	0.326264659	G43_F_mean
TRINITY_DN105285_c0_g1_i2	nr1h2	Chr07	109805858	109805858	0.149327782	0.149327782	unbias	0.567798339	G43_M_mean
TRINITY_DN105286_c0_g2_i1	NA	NA	NA	NA	-0.12380478	0.12380478	unbias	0.362261632	Brain_mean
TRINITY_DN105293_c0_g1_i1	NA	NA	NA	NA	0.280652936	0.280652936	unbias	0.364360377	G43_M_mean
TRINITY_DN105307_c0_g1_i1	tmem50a	Chr02	85522646	85522646	0.144963675	0.144963675	unbias	0.297450831	Liver_mean
TRINITY_DN105309_c0_g2_i1	NA	NA	NA	NA	0.008595269	0.008595269	unbias	0.305918982	G43_M_mean
TRINITY_DN105309_c0_g3_i1	NA	NA	NA	NA	-0.081276487	0.081276487	unbias	0.580363304	G43_M_mean
TRINITY_DN105320_c0_g2_i2	NA	NA	NA	NA	-0.048397621	0.048397621	unbias	0.327073841	Brain_mean
TRINITY_DN105324_c0_g1_i5	NA	NA	NA	NA	-0.37228355	0.37228355	unbias	0.053961635	Testis_mean
TRINITY_DN10532_c0_g1_i1	NA	NA	NA	NA	-1.738774872	1.738774872	unbias	0.606074662	G43_F_mean
TRINITY_DN105350_c0_g1_i1	LOC100487637	scaffold_21	1727686	1727686	-0.33322968	0.33322968	unbias	0.480488272	G23_mean
TRINITY_DN105353_c0_g2_i2	NA	NA	NA	NA	-0.046678143	0.046678143	unbias	0.332786701	Brain_mean
