gid	gname	chr	start	end	logFC.XY43.XX43
TRINITY_DN104357_c0_g1_i2	pdcl3	Chr02	106708785	106708785	0.193584199
TRINITY_DN104365_c0_g3_i1	rnmt	Chr06	87920054	87920054	-0.170705822
TRINITY_DN104402_c0_g1_i1	NA	NA	NA	NA	-0.534789693
TRINITY_DN104410_c0_g2_i1	NA	NA	NA	NA	-0.218233461
TRINITY_DN104414_c0_g2_i1	Xetrov90007784m	Chr03	38857809	38857809	-0.261838528
TRINITY_DN104420_c0_g1_i1	NA	NA	NA	NA	-0.152014775
TRINITY_DN104423_c0_g1_i1	NA	NA	NA	NA	-0.586984752
TRINITY_DN104428_c0_g1_i2	NA	NA	NA	NA	-0.304642622
TRINITY_DN104441_c0_g2_i1	NA	NA	NA	NA	-0.275387827
TRINITY_DN104457_c0_g2_i1	NA	NA	NA	NA	-0.035223388
TRINITY_DN104463_c0_g1_i1	NA	NA	NA	NA	-0.235780787
TRINITY_DN104464_c0_g1_i1	NA	NA	NA	NA	-0.18024071
TRINITY_DN104490_c0_g1_i1	NA	NA	NA	NA	-0.20310378
TRINITY_DN104490_c0_g2_i1	rcor3	Chr05	12213128	12213128	-0.177481461
TRINITY_DN104508_c0_g2_i3	NA	NA	NA	NA	0.445433071
TRINITY_DN104527_c0_g1_i1	NA	NA	NA	NA	-0.419339185
TRINITY_DN104532_c0_g1_i1	NA	NA	NA	NA	-0.169878411
TRINITY_DN104546_c0_g1_i1	NA	NA	NA	NA	0.982917231
TRINITY_DN104550_c0_g2_i1	sp2	Chr10	4631353	4631353	-0.180895072
TRINITY_DN104576_c0_g4_i1	NA	NA	NA	NA	-0.006002094
TRINITY_DN104580_c0_g1_i1	NA	NA	NA	NA	-0.16506036
TRINITY_DN104583_c0_g1_i1	ruvbl2	Chr07	105538234	105538234	0.357607218
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	-0.272639576
TRINITY_DN104666_c0_g2_i1	glrb	Chr01	44226997	44226997	-0.028781626
TRINITY_DN104667_c0_g1_i3	alg5	Chr02	148805808	148805808	0.408130615
TRINITY_DN104677_c0_g2_i1	NA	NA	NA	NA	-0.752764697
TRINITY_DN104694_c0_g1_i1	NA	NA	NA	NA	0.365453087
TRINITY_DN104699_c0_g2_i1	NA	NA	NA	NA	-0.111142175
TRINITY_DN104719_c0_g1_i2	NA	NA	NA	NA	-0.325213418
TRINITY_DN104719_c0_g2_i1	NA	NA	NA	NA	-0.768297896
TRINITY_DN104721_c0_g1_i1	NA	NA	NA	NA	0.197466316
TRINITY_DN104732_c0_g1_i1	NA	NA	NA	NA	0.346622667
TRINITY_DN104737_c1_g1_i2	NA	NA	NA	NA	0.185306226
TRINITY_DN104740_c0_g1_i2	NA	NA	NA	NA	0.037704406
TRINITY_DN104751_c0_g1_i2	axin1	Chr09	9321325	9321325	-0.354465875
TRINITY_DN104757_c0_g1_i1	aplf	Chr05	31032514	31032514	-0.243396945
TRINITY_DN104762_c0_g1_i2	NA	NA	NA	NA	-0.078233036
TRINITY_DN104778_c0_g1_i1	impa1	Chr06	109133225	109133225	0.331389397
TRINITY_DN104783_c1_g1_i1	zbtb8os	Chr02	86203718	86203718	0.186076431
TRINITY_DN104790_c0_g1_i1	dpysl3	Chr03	34136739	34136739	-0.538305917
TRINITY_DN104801_c0_g1_i1	NA	NA	NA	NA	0.111891143
TRINITY_DN104805_c0_g2_i1	sp9	Chr09	61338597	61338597	-0.510561611
TRINITY_DN104812_c0_g1_i2	NA	NA	NA	NA	-0.400350973
TRINITY_DN104814_c0_g1_i1	NA	NA	NA	NA	-0.681020438
TRINITY_DN104835_c0_g1_i2	dnajb11	Chr09	43499058	43499058	0.182335693
TRINITY_DN104867_c0_g1_i4	NA	NA	NA	NA	-0.618321909
TRINITY_DN104874_c0_g2_i2	trank1	Chr06	69352363	69352363	-0.133517784
TRINITY_DN104906_c0_g1_i1	NA	NA	NA	NA	-0.177871204
TRINITY_DN104912_c0_g2_i1	NA	NA	NA	NA	-0.070625813
TRINITY_DN104919_c0_g1_i1	NA	NA	NA	NA	-0.859958456
TRINITY_DN104922_c0_g1_i1	NA	NA	NA	NA	-0.63736819
TRINITY_DN104942_c0_g1_i2	NA	NA	NA	NA	0.014877309
TRINITY_DN104972_c0_g1_i2	NA	NA	NA	NA	-0.629945386
TRINITY_DN105001_c1_g3_i2	NA	NA	NA	NA	-0.091663963
TRINITY_DN105027_c0_g1_i1	NA	NA	NA	NA	-0.544976105
TRINITY_DN105032_c0_g1_i1	NA	NA	NA	NA	0.051945368
TRINITY_DN105037_c0_g1_i1	NA	NA	NA	NA	1.133725939
TRINITY_DN105039_c0_g1_i1	leprel4	Chr10	2097616	2097616	0.938479083
TRINITY_DN105042_c0_g2_i1	MGC89174	Chr04	97675890	97675890	-0.065393361
TRINITY_DN105054_c0_g1_i1	NA	NA	NA	NA	-0.766485964
TRINITY_DN105054_c0_g2_i1	paf1	Chr08	60290984	60290984	-1.242007146
TRINITY_DN105056_c0_g1_i3	NA	NA	NA	NA	0.309604224
TRINITY_DN105060_c0_g2_i3	NA	NA	NA	NA	0.033482638
TRINITY_DN105061_c0_g1_i1	NA	NA	NA	NA	-0.313062249
TRINITY_DN105106_c0_g1_i2	NA	NA	NA	NA	0.017755521
TRINITY_DN105118_c0_g1_i1	NA	NA	NA	NA	0.244889944
TRINITY_DN105140_c0_g1_i1	NA	NA	NA	NA	0.498316724
TRINITY_DN105151_c0_g1_i1	NA	NA	NA	NA	0.363236933
TRINITY_DN105167_c0_g2_i1	NA	NA	NA	NA	0.895459091
TRINITY_DN105184_c0_g1_i2	NA	NA	NA	NA	0.166478159
TRINITY_DN105192_c0_g1_i2	NA	NA	NA	NA	0.166272886
TRINITY_DN105215_c0_g1_i1	NA	NA	NA	NA	-0.004105716
TRINITY_DN105219_c0_g2_i1	NA	NA	NA	NA	0.231160278
TRINITY_DN105224_c0_g1_i1	NA	NA	NA	NA	-0.643293344
TRINITY_DN105227_c0_g1_i1	NA	NA	NA	NA	0.41404589
TRINITY_DN105232_c0_g1_i1	NA	NA	NA	NA	0.440688229
TRINITY_DN105250_c0_g1_i2	NA	NA	NA	NA	-0.547669012
TRINITY_DN105269_c0_g1_i1	NA	NA	NA	NA	-0.423703206
TRINITY_DN105273_c0_g1_i2	ppp1r26-like	scaffold_606	46255	46255	-0.341890507
TRINITY_DN105282_c0_g1_i2	NA	NA	NA	NA	-0.576601413
TRINITY_DN105285_c0_g1_i2	nr1h2	Chr07	109805858	109805858	0.149327782
TRINITY_DN105286_c0_g2_i1	NA	NA	NA	NA	-0.12380478
TRINITY_DN105293_c0_g1_i1	NA	NA	NA	NA	0.280652936
TRINITY_DN105307_c0_g1_i1	tmem50a	Chr02	85522646	85522646	0.144963675
TRINITY_DN105309_c0_g2_i1	NA	NA	NA	NA	0.008595269
TRINITY_DN105309_c0_g3_i1	NA	NA	NA	NA	-0.081276487
TRINITY_DN105320_c0_g2_i2	NA	NA	NA	NA	-0.048397621
TRINITY_DN105324_c0_g1_i5	NA	NA	NA	NA	-0.37228355
TRINITY_DN10532_c0_g1_i1	NA	NA	NA	NA	-1.738774872
TRINITY_DN105350_c0_g1_i1	LOC100487637	scaffold_21	1727686	1727686	-0.33322968
TRINITY_DN105353_c0_g2_i2	NA	NA	NA	NA	-0.046678143
TRINITY_DN105372_c0_g1_i1	fkbp1b	Chr05	141521362	141521362	0.207207218
TRINITY_DN105372_c0_g2_i1	mfap3l-like	Chr01	40665017	40665017	0.281123284
TRINITY_DN105385_c0_g1_i2	NA	NA	NA	NA	-0.057951013
TRINITY_DN105386_c0_g2_i1	NA	NA	NA	NA	-0.186185087
TRINITY_DN105387_c0_g2_i3	NA	NA	NA	NA	0.043888714
TRINITY_DN105388_c0_g1_i1	NA	NA	NA	NA	0.143916766
TRINITY_DN105400_c0_g1_i3	NA	NA	NA	NA	-0.125661257
TRINITY_DN105413_c0_g1_i1	NA	NA	NA	NA	-0.284229877
TRINITY_DN105425_c0_g1_i3	NA	NA	NA	NA	-0.352534216
TRINITY_DN105428_c0_g1_i2	ppp1r13b-like	Chr08	77737805	77737805	-0.534382782
TRINITY_DN105432_c0_g1_i1	NA	NA	NA	NA	0.072224131
TRINITY_DN105435_c0_g1_i1	NA	NA	NA	NA	-0.162707336
TRINITY_DN105438_c0_g1_i1	NA	NA	NA	NA	1.014273373
TRINITY_DN105440_c0_g1_i1	NA	NA	NA	NA	-1.337457154
TRINITY_DN105441_c0_g1_i1	grk4	Chr01	16126243	16126243	-0.628674775
TRINITY_DN105441_c0_g2_i3	NA	NA	NA	NA	0.180562572
TRINITY_DN105451_c0_g1_i1	NA	NA	NA	NA	-0.325497464
TRINITY_DN105453_c0_g1_i1	NA	NA	NA	NA	-0.681087599
TRINITY_DN105455_c0_g3_i1	tdrd3	Chr02	126431949	126431949	-1.024456769
TRINITY_DN105464_c0_g1_i1	NA	NA	NA	NA	-0.066424545
TRINITY_DN105472_c0_g3_i2	NA	NA	NA	NA	0.068063659
TRINITY_DN105481_c1_g1_i1	Xetrov90006580m	Chr02	146295807	146295807	0.353274931
TRINITY_DN105493_c0_g2_i1	NA	NA	NA	NA	-0.300735462
TRINITY_DN105495_c0_g1_i1	ttll4	Chr09	77814176	77814176	0.407158442
TRINITY_DN105509_c0_g1_i1	NA	NA	NA	NA	-0.324241299
TRINITY_DN105513_c0_g1_i1	NA	NA	NA	NA	0.880549849
TRINITY_DN105556_c0_g1_i1	NA	NA	NA	NA	-0.292511907
TRINITY_DN105560_c0_g1_i2	NA	NA	NA	NA	-0.343392225
TRINITY_DN105561_c0_g1_i1	NA	NA	NA	NA	-0.440903184
TRINITY_DN105592_c1_g1_i2	NA	NA	NA	NA	-0.651305059
TRINITY_DN105601_c0_g1_i1	Xetrov90019068m	Chr07	98211599	98211599	-1.308970538
TRINITY_DN105610_c0_g1_i1	NA	NA	NA	NA	-0.284810953
TRINITY_DN105618_c0_g1_i1	NA	NA	NA	NA	-0.136990445
TRINITY_DN105624_c0_g1_i1	usp13	Chr05	95267617	95267617	-5.361443016
TRINITY_DN105629_c0_g2_i1	NA	NA	NA	NA	-0.903038739
TRINITY_DN105635_c0_g1_i1	mfsd12	Chr01	74074214	74074214	-0.715064865
TRINITY_DN105647_c0_g2_i1	NA	NA	NA	NA	-6.765767424
TRINITY_DN105654_c0_g1_i1	NA	NA	NA	NA	-0.190103863
TRINITY_DN105654_c0_g3_i1	erp27	Chr04	118020700	118020700	-0.489472846
TRINITY_DN105669_c0_g4_i1	NA	NA	NA	NA	0.250908433
TRINITY_DN105669_c0_g5_i1	NA	NA	NA	NA	0.460998105
TRINITY_DN105675_c0_g2_i1	NA	NA	NA	NA	-0.421471216
TRINITY_DN105682_c0_g3_i1	fkbp6	Chr02	37483170	37483170	-0.445628877
TRINITY_DN105683_c0_g1_i2	yars2-like	scaffold_214	71688	71688	-0.848986277
TRINITY_DN105687_c0_g1_i1	NA	NA	NA	NA	0.339559831
TRINITY_DN105687_c0_g2_i1	churc1	Chr08	87442253	87442253	-0.87346999
TRINITY_DN105698_c0_g1_i1	frs3	Chr02	62522458	62522458	-0.489312925
TRINITY_DN105705_c0_g1_i1	NA	NA	NA	NA	-0.023592474
TRINITY_DN105721_c0_g1_i1	NA	NA	NA	NA	0.019503551
TRINITY_DN105726_c0_g1_i1	NA	NA	NA	NA	0.91190619
TRINITY_DN105741_c0_g1_i2	NA	NA	NA	NA	0.185222925
TRINITY_DN105744_c0_g1_i1	rybp	Chr04	129685828	129685828	0.099367094
TRINITY_DN105747_c0_g1_i1	NA	NA	NA	NA	1.599914636
TRINITY_DN105756_c0_g1_i1	NA	NA	NA	NA	-0.388773541
TRINITY_DN105758_c0_g1_i1	NA	NA	NA	NA	-1.268440108
TRINITY_DN105758_c0_g3_i1	NA	NA	NA	NA	-0.541000285
TRINITY_DN105758_c0_g4_i1	tekt3	Chr10	39319796	39319796	0.242131324
TRINITY_DN105774_c0_g1_i1	NA	NA	NA	NA	-0.698889308
TRINITY_DN105777_c1_g1_i1	NA	NA	NA	NA	-0.518908779
TRINITY_DN105786_c0_g1_i1	NA	NA	NA	NA	-0.053809573
TRINITY_DN105787_c0_g1_i2	NA	NA	NA	NA	0.542001789
TRINITY_DN105788_c0_g2_i1	neurl1	Chr07	20128973	20128973	0.230719188
TRINITY_DN105809_c0_g1_i1	LOC100486017	scaffold_597	12655	12655	-0.202206807
TRINITY_DN105833_c0_g1_i1	NA	NA	NA	NA	0.1124856
TRINITY_DN105833_c0_g2_i1	NA	NA	NA	NA	-1.432591795
TRINITY_DN105833_c0_g3_i1	NA	NA	NA	NA	-0.325909918
TRINITY_DN105838_c0_g2_i3	lmod3	Chr04	131342974	131342974	-0.249557477
TRINITY_DN105848_c0_g1_i1	NA	NA	NA	NA	0.285928543
TRINITY_DN105850_c0_g2_i1	LOC100496507	scaffold_3869	592	592	0.018422259
TRINITY_DN105870_c0_g1_i1	abcb7	Chr08	26358015	26358015	0.07876814
TRINITY_DN105873_c0_g1_i1	NA	NA	NA	NA	-0.116657722
TRINITY_DN105885_c0_g1_i1	NA	NA	NA	NA	-0.448504322
TRINITY_DN105886_c0_g1_i2	NA	NA	NA	NA	-0.196652742
TRINITY_DN105900_c1_g1_i1	NA	NA	NA	NA	0.230048125
TRINITY_DN105911_c1_g1_i1	NA	NA	NA	NA	1.045522184
TRINITY_DN105911_c1_g2_i1	NA	NA	NA	NA	0.444491869
TRINITY_DN105911_c1_g3_i1	NA	NA	NA	NA	-0.500646771
TRINITY_DN105911_c1_g4_i1	NA	NA	NA	NA	0.189377174
TRINITY_DN105911_c1_g5_i1	NA	NA	NA	NA	-0.375058422
TRINITY_DN105918_c0_g1_i1	NA	NA	NA	NA	0.028603518
TRINITY_DN105940_c0_g1_i2	NA	NA	NA	NA	-0.435591009
TRINITY_DN105941_c0_g1_i1	NA	NA	NA	NA	0.128862975
TRINITY_DN105947_c0_g1_i1	NA	NA	NA	NA	-0.979696853
TRINITY_DN105951_c0_g1_i1	NA	NA	NA	NA	-0.095159421
TRINITY_DN105980_c0_g1_i1	NA	NA	NA	NA	-9.791507624
TRINITY_DN105980_c0_g2_i1	NA	NA	NA	NA	0.833291757
TRINITY_DN105980_c0_g3_i1	NA	NA	NA	NA	1.347588013
TRINITY_DN105981_c0_g1_i1	hsd17b6	Chr02	135689373	135689373	0.016975006
TRINITY_DN105987_c0_g2_i2	NA	NA	NA	NA	-0.214781257
TRINITY_DN105993_c0_g1_i1	NA	NA	NA	NA	-2.410295878
TRINITY_DN106031_c0_g1_i1	mcee	Chr03	87405181	87405181	-0.153099611
TRINITY_DN106038_c0_g1_i1	LOC101731355	Chr07	111930208	111930208	3.107892637
TRINITY_DN106051_c0_g1_i1	NA	NA	NA	NA	0.002008926
TRINITY_DN106055_c0_g2_i1	NA	NA	NA	NA	0.808041645
TRINITY_DN106059_c0_g1_i1	acot13	Chr06	29578358	29578358	0.135805096
TRINITY_DN106060_c0_g1_i1	NA	NA	NA	NA	-0.17078507
TRINITY_DN106065_c0_g1_i2	suz12	scaffold_463	53201	53201	-0.004559564
TRINITY_DN106079_c0_g1_i1	NA	NA	NA	NA	0.511253432
TRINITY_DN106080_c0_g1_i1	soat1	Chr04	91256047	91256047	-0.526939158
TRINITY_DN106090_c0_g2_i1	NA	NA	NA	NA	-0.422220862
TRINITY_DN106100_c0_g2_i1	NA	NA	NA	NA	0.31414844
TRINITY_DN106101_c0_g1_i1	NA	NA	NA	NA	-0.166516957
TRINITY_DN106110_c0_g1_i1	NA	NA	NA	NA	-0.130461031
TRINITY_DN106123_c0_g2_i1	NA	NA	NA	NA	0.079715495
TRINITY_DN106130_c0_g1_i1	LOC101734521	Chr02	68306981	68306981	0.562458817
TRINITY_DN106132_c0_g1_i1	NA	NA	NA	NA	-0.073600565
TRINITY_DN106138_c0_g2_i1	ldlrad2	Chr07	116218985	116218985	0.308999757
TRINITY_DN106146_c0_g1_i1	NA	NA	NA	NA	0.465980387
TRINITY_DN106155_c0_g1_i2	NA	NA	NA	NA	0.511633536
TRINITY_DN106178_c0_g1_i1	cxxc1	scaffold_316	186791	186791	-0.258762899
TRINITY_DN106179_c0_g1_i1	NA	NA	NA	NA	0.340845606
TRINITY_DN106181_c0_g2_i1	lrriq3	Chr04	71312132	71312132	-0.067643586
TRINITY_DN106183_c0_g1_i1	NA	NA	NA	NA	-0.207130582
TRINITY_DN106189_c0_g2_i1	pptc7	Chr01	154213561	154213561	0.252022173
TRINITY_DN106219_c0_g3_i1	NA	NA	NA	NA	-0.468779403
TRINITY_DN106226_c0_g1_i3	NA	NA	NA	NA	-0.063544666
TRINITY_DN106229_c0_g1_i2	mettl9	Chr09	19321252	19321252	-0.484962251
TRINITY_DN106231_c0_g2_i2	NA	NA	NA	NA	-0.099083347
TRINITY_DN106237_c0_g1_i1	NA	NA	NA	NA	-0.055186133
TRINITY_DN106240_c0_g1_i2	NA	NA	NA	NA	-0.241442475
TRINITY_DN106246_c1_g1_i1	NA	NA	NA	NA	-0.229422326
TRINITY_DN106248_c0_g2_i3	NA	NA	NA	NA	0.011737495
TRINITY_DN106256_c0_g3_i3	NA	NA	NA	NA	0.561737893
TRINITY_DN106265_c0_g1_i2	NA	NA	NA	NA	-0.089470932
TRINITY_DN106277_c0_g1_i2	NA	NA	NA	NA	-0.580672086
TRINITY_DN106281_c0_g1_i1	NA	NA	NA	NA	0.325398976
TRINITY_DN106281_c0_g2_i1	NA	NA	NA	NA	0.214677156
TRINITY_DN106305_c0_g1_i1	igfbp1	Chr06	67730452	67730452	-0.92229466
TRINITY_DN106315_c0_g1_i2	NA	NA	NA	NA	1.10438391
TRINITY_DN106338_c0_g1_i1	nubpl	Chr08	93072391	93072391	-0.337926287
TRINITY_DN106356_c3_g1_i1	NA	NA	NA	NA	-0.412651424
TRINITY_DN106361_c0_g1_i1	NA	NA	NA	NA	0.393165572
TRINITY_DN106366_c0_g4_i1	NA	NA	NA	NA	0.212535929
TRINITY_DN106366_c0_g5_i1	NA	NA	NA	NA	0.638492792
TRINITY_DN106368_c0_g2_i1	NA	NA	NA	NA	-0.027619629
TRINITY_DN106372_c0_g1_i1	NA	NA	NA	NA	-0.625493349
TRINITY_DN106392_c0_g2_i2	NA	NA	NA	NA	0.348538422
TRINITY_DN106392_c0_g3_i1	NA	NA	NA	NA	0.319035243
TRINITY_DN106423_c0_g1_i1	NA	NA	NA	NA	0.372296909
TRINITY_DN106429_c0_g1_i1	dusp16	scaffold_41	83497	83497	-0.175297748
TRINITY_DN106447_c0_g1_i1	NA	NA	NA	NA	-0.087592973
TRINITY_DN106459_c0_g1_i1	NA	NA	NA	NA	-0.210129951
TRINITY_DN106464_c0_g2_i1	NA	NA	NA	NA	0.37130154
TRINITY_DN106465_c0_g1_i1	NA	NA	NA	NA	0.003901993
TRINITY_DN106470_c0_g1_i1	NA	NA	NA	NA	-0.00516765
TRINITY_DN106470_c0_g3_i1	NA	NA	NA	NA	0.154581119
TRINITY_DN106476_c0_g1_i1	NA	NA	NA	NA	-0.093326917
TRINITY_DN106492_c0_g1_i4	NA	NA	NA	NA	0.924996849
TRINITY_DN106496_c0_g1_i1	NA	NA	NA	NA	-0.006624212
TRINITY_DN106502_c0_g1_i1	NA	NA	NA	NA	0.277135245
TRINITY_DN106515_c0_g1_i1	dppa2/4	scaffold_211	207400	207400	0.459037896
TRINITY_DN106615_c0_g1_i1	NA	NA	NA	NA	-0.50578638
TRINITY_DN106620_c0_g1_i1	NA	NA	NA	NA	-0.002824318
TRINITY_DN106653_c0_g1_i1	NA	NA	NA	NA	0.208722074
TRINITY_DN106653_c0_g2_i1	NA	NA	NA	NA	-1.983059814
TRINITY_DN106656_c0_g1_i1	adck3	Chr05	3937404	3937404	0.136903702
TRINITY_DN106661_c0_g3_i1	gemin6	Chr05	51895021	51895021	-0.295941924
TRINITY_DN106671_c0_g1_i1	NA	NA	NA	NA	-0.840728358
TRINITY_DN106671_c0_g2_i1	NA	NA	NA	NA	0.363151154
TRINITY_DN106700_c0_g2_i1	fuz	Chr07	103407840	103407840	0.131641326
TRINITY_DN106700_c0_g5_i1	NA	NA	NA	NA	-0.133044829
TRINITY_DN106706_c0_g1_i4	p2rx5	Chr02	31826532	31826532	-0.159263246
TRINITY_DN106733_c0_g1_i1	NA	NA	NA	NA	-0.063056359
TRINITY_DN106741_c0_g1_i2	NA	NA	NA	NA	0.214385078
TRINITY_DN106767_c0_g1_i1	NA	NA	NA	NA	-0.667754164
TRINITY_DN106815_c0_g2_i2	NA	NA	NA	NA	-0.783491241
TRINITY_DN106825_c0_g1_i1	NA	NA	NA	NA	0.090996777
TRINITY_DN106844_c0_g1_i1	NA	NA	NA	NA	-0.506762201
TRINITY_DN106850_c0_g1_i1	LOC100494115	Chr04	54642687	54642687	-0.217735576
TRINITY_DN106856_c0_g1_i1	NA	NA	NA	NA	0.414705979
TRINITY_DN106873_c0_g1_i2	slc25a38	Chr04	105417109	105417109	-1.949649985
TRINITY_DN106881_c0_g1_i4	NA	NA	NA	NA	-0.458941136
TRINITY_DN106897_c0_g1_i6	NA	NA	NA	NA	-0.105716829
TRINITY_DN106899_c0_g2_i1	NA	NA	NA	NA	0.567144559
TRINITY_DN106911_c0_g1_i1	nudcd3	Chr03	108085186	108085186	0.539223354
TRINITY_DN106937_c0_g1_i1	NA	NA	NA	NA	-0.157408898
TRINITY_DN106942_c0_g1_i1	NA	NA	NA	NA	-0.182858881
TRINITY_DN106948_c0_g1_i1	NA	NA	NA	NA	-0.161196656
TRINITY_DN106959_c0_g2_i1	NA	NA	NA	NA	-0.081170764
TRINITY_DN106961_c0_g1_i1	btbd2	Chr01	83969265	83969265	-0.499167563
TRINITY_DN106992_c0_g1_i1	LOC100488795-like	Chr08	8617034	8617034	-0.258864077
TRINITY_DN107007_c0_g1_i1	NA	NA	NA	NA	0.169625194
TRINITY_DN107012_c1_g1_i1	ndufs6	Chr06	36123077	36123077	0.620636868
TRINITY_DN107012_c1_g2_i1	NA	NA	NA	NA	-0.394691682
TRINITY_DN107023_c1_g2_i2	pou4f3	Chr03	30477346	30477346	0.366734645
TRINITY_DN107048_c0_g1_i1	NA	NA	NA	NA	0.240829697
TRINITY_DN107048_c1_g1_i1	wdr83	Chr03	129405207	129405207	0.769355872
TRINITY_DN107055_c0_g1_i1	sp8	Chr06	42814484	42814484	0.902623624
TRINITY_DN107060_c0_g1_i1	NA	NA	NA	NA	1.230025689
TRINITY_DN107064_c0_g1_i2	LOC100497960	Chr02	54973318	54973318	-0.448025154
TRINITY_DN107071_c0_g1_i1	NA	NA	NA	NA	0.417579264
TRINITY_DN107073_c0_g2_i1	NA	NA	NA	NA	0.045917532
TRINITY_DN107077_c0_g1_i2	NA	NA	NA	NA	0.203296446
TRINITY_DN107077_c0_g2_i1	NA	NA	NA	NA	-0.47796911
TRINITY_DN107081_c0_g1_i1	NA	NA	NA	NA	-0.273834783
TRINITY_DN107083_c0_g2_i1	NA	NA	NA	NA	-0.534734444
TRINITY_DN107111_c0_g1_i1	psat1	Chr01	120348962	120348962	0.10050509
TRINITY_DN107119_c0_g1_i1	NA	NA	NA	NA	0.152005153
TRINITY_DN107178_c0_g3_i1	lrrc20	Chr07	32617150	32617150	0.03920165
TRINITY_DN107183_c0_g1_i1	NA	NA	NA	NA	-0.730098702
TRINITY_DN107189_c0_g1_i1	NA	NA	NA	NA	-0.048912654
TRINITY_DN107214_c0_g1_i1	NA	NA	NA	NA	-0.242644382
TRINITY_DN107217_c0_g1_i1	NA	NA	NA	NA	0.275876931
TRINITY_DN107217_c0_g2_i1	mettl24	Chr05	74425649	74425649	0.431709509
TRINITY_DN107234_c0_g1_i1	NA	NA	NA	NA	0.077898899
TRINITY_DN107251_c0_g1_i2	trpm8	Chr09	54386367	54386367	-0.506744433
TRINITY_DN107257_c0_g1_i1	NA	NA	NA	NA	-0.244493309
TRINITY_DN107303_c0_g1_i1	NA	NA	NA	NA	0.322893522
TRINITY_DN107308_c0_g1_i1	atp5f1	Chr02	40277075	40277075	-0.222361151
TRINITY_DN107311_c0_g1_i1	gpr26	Chr07	11586889	11586889	-0.095603247
TRINITY_DN107323_c0_g1_i2	NA	NA	NA	NA	0.391581222
TRINITY_DN107337_c0_g1_i1	cenpn	Chr04	55384993	55384993	-0.591417795
TRINITY_DN107343_c0_g1_i1	NA	NA	NA	NA	-0.720937281
TRINITY_DN107353_c1_g2_i1	wdr65	Chr04	75300254	75300254	-0.489205374
TRINITY_DN107357_c0_g2_i3	NA	NA	NA	NA	-0.51759425
TRINITY_DN107365_c0_g1_i1	NA	NA	NA	NA	-0.926168112
TRINITY_DN107368_c0_g1_i1	NA	NA	NA	NA	0.071194511
TRINITY_DN107371_c0_g1_i1	NA	NA	NA	NA	0.218882304
TRINITY_DN107374_c0_g2_i1	NA	NA	NA	NA	0.619814306
TRINITY_DN107396_c0_g1_i2	gjd4	Chr06	13273382	13273382	0.213949173
TRINITY_DN107397_c0_g2_i1	NA	NA	NA	NA	0.004006451
TRINITY_DN107419_c0_g1_i1	NA	NA	NA	NA	0.587429574
TRINITY_DN107435_c0_g1_i2	NA	NA	NA	NA	-0.775048579
TRINITY_DN107449_c0_g1_i2	NA	NA	NA	NA	0.002680465
TRINITY_DN107450_c0_g3_i2	NA	NA	NA	NA	-0.27522647
TRINITY_DN107464_c0_g1_i1	NA	NA	NA	NA	-1.40731024
TRINITY_DN107472_c0_g1_i1	accs	Chr04	3277600	3277600	0.49251454
TRINITY_DN107473_c0_g2_i2	NA	NA	NA	NA	0.21400701
TRINITY_DN107487_c0_g1_i1	NA	NA	NA	NA	-2.360649087
TRINITY_DN107496_c0_g1_i2	ddr2	scaffold_356	36649	36649	0.408616519
TRINITY_DN107501_c0_g1_i1	NA	NA	NA	NA	-0.218712425
TRINITY_DN107511_c0_g2_i1	ribc1	Chr08	2306442	2306442	-0.04717844
TRINITY_DN107522_c0_g2_i2	NA	NA	NA	NA	-0.112078021
TRINITY_DN107524_c0_g1_i2	NA	NA	NA	NA	-0.255190533
TRINITY_DN107527_c0_g1_i1	NA	NA	NA	NA	0.266711301
TRINITY_DN107530_c1_g1_i1	NA	NA	NA	NA	-0.181101989
TRINITY_DN107586_c0_g1_i2	Xetrov90027159m	scaffold_210	275632	275632	0.10924832
TRINITY_DN107602_c0_g2_i1	mx2	Chr02	6693048	6693048	3.074959909
TRINITY_DN107611_c0_g1_i2	LOC100494905	Chr05	10576831	10576831	-0.329889382
TRINITY_DN10762_c0_g1_i1	nosip	Chr07	102708991	102708991	0.34419842
TRINITY_DN107645_c0_g1_i1	NA	NA	NA	NA	-0.230958134
TRINITY_DN107659_c0_g1_i1	NA	NA	NA	NA	-0.022001781
TRINITY_DN107672_c0_g2_i1	NA	NA	NA	NA	-0.080676801
TRINITY_DN107694_c0_g1_i2	tgm2	Chr10	30935185	30935185	-0.352053917
TRINITY_DN107696_c0_g1_i4	anxa13	scaffold_81	468501	468501	-0.149507503
TRINITY_DN107702_c1_g1_i2	NA	NA	NA	NA	-0.369175759
TRINITY_DN107703_c0_g1_i2	NA	NA	NA	NA	-0.042946372
TRINITY_DN107704_c0_g1_i1	zmynd11	Chr06	11055087	11055087	1.174674537
TRINITY_DN107707_c0_g1_i1	NA	NA	NA	NA	-0.167992522
TRINITY_DN107709_c0_g1_i1	NA	NA	NA	NA	0.202556649
TRINITY_DN107727_c0_g1_i1	NA	NA	NA	NA	-0.524294408
TRINITY_DN107730_c0_g1_i1	NA	NA	NA	NA	-0.365797466
TRINITY_DN107740_c0_g1_i1	NA	NA	NA	NA	-0.26159104
TRINITY_DN107747_c0_g1_i1	NA	NA	NA	NA	-0.458219137
