gid	gname	chr	start	end	logFC.XY43.XX43	
TRINITY_DN104110_c1_g1_i1	NA	NA	NA	NA	0.396601339	unbias
TRINITY_DN104132_c0_g1_i1	klf5	Chr02	123811722	123811722	0.926505102	unbias
TRINITY_DN104155_c0_g1_i1	NA	NA	NA	NA	-0.628512455	unbias
TRINITY_DN104156_c0_g1_i3	fpgs	Chr08	2372438	2372438	0.074948626	unbias
TRINITY_DN104158_c0_g1_i1	NA	NA	NA	NA	0.587007056	unbias
TRINITY_DN104158_c0_g2_i1	NA	NA	NA	NA	0.208151392	unbias
TRINITY_DN104173_c0_g1_i1	ift22	Chr02	42701284	42701284	-0.094281256	unbias
TRINITY_DN104173_c0_g2_i1	NA	NA	NA	NA	-0.752679942	unbias
TRINITY_DN104226_c0_g1_i1	NA	NA	NA	NA	-0.248158767	unbias
TRINITY_DN104231_c0_g1_i1	NA	NA	NA	NA	-0.87775964	unbias
TRINITY_DN104233_c0_g1_i1	NA	NA	NA	NA	-0.105167388	unbias
TRINITY_DN104240_c0_g1_i1	NA	NA	NA	NA	-0.261193915	unbias
TRINITY_DN104253_c0_g1_i1	NA	NA	NA	NA	0.276645988	unbias
TRINITY_DN104275_c0_g1_i1	sox2	Chr05	95996743	95996743	0.672069359	unbias
TRINITY_DN104287_c1_g1_i1	ankle2-like	Chr01	146995879	146995879	0.539349605	unbias
TRINITY_DN104296_c0_g2_i1	NA	NA	NA	NA	-0.269494596	unbias
TRINITY_DN104318_c0_g1_i1	NA	NA	NA	NA	-0.805016806	unbias
TRINITY_DN104331_c0_g1_i1	thoc1	Chr06	93207095	93207095	-0.471950875	unbias
TRINITY_DN104334_c0_g1_i1	NA	NA	NA	NA	0.30762937	unbias
TRINITY_DN104337_c0_g1_i1	NA	NA	NA	NA	-0.558630412	unbias
TRINITY_DN104339_c0_g1_i2	slc37a3-like	Chr03	219441	219441	0.838319124	unbias
TRINITY_DN104354_c0_g1_i5	NA	NA	NA	NA	-0.201540906	unbias
TRINITY_DN104356_c0_g1_i3	NA	NA	NA	NA	-0.27365474	unbias
TRINITY_DN104357_c0_g1_i2	pdcl3	Chr02	106708785	106708785	0.193584199	unbias
TRINITY_DN104365_c0_g3_i1	rnmt	Chr06	87920054	87920054	-0.170705822	unbias
TRINITY_DN104402_c0_g1_i1	NA	NA	NA	NA	-0.534789693	unbias
TRINITY_DN104410_c0_g2_i1	NA	NA	NA	NA	-0.218233461	unbias
TRINITY_DN104414_c0_g2_i1	Xetrov90007784m	Chr03	38857809	38857809	-0.261838528	unbias
TRINITY_DN104420_c0_g1_i1	NA	NA	NA	NA	-0.152014775	unbias
TRINITY_DN104423_c0_g1_i1	NA	NA	NA	NA	-0.586984752	unbias
TRINITY_DN104428_c0_g1_i2	NA	NA	NA	NA	-0.304642622	unbias
TRINITY_DN104441_c0_g2_i1	NA	NA	NA	NA	-0.275387827	unbias
TRINITY_DN104457_c0_g2_i1	NA	NA	NA	NA	-0.035223388	unbias
TRINITY_DN104463_c0_g1_i1	NA	NA	NA	NA	-0.235780787	unbias
TRINITY_DN104464_c0_g1_i1	NA	NA	NA	NA	-0.18024071	unbias
TRINITY_DN104490_c0_g1_i1	NA	NA	NA	NA	-0.20310378	unbias
TRINITY_DN104490_c0_g2_i1	rcor3	Chr05	12213128	12213128	-0.177481461	unbias
TRINITY_DN104508_c0_g2_i3	NA	NA	NA	NA	0.445433071	unbias
TRINITY_DN104527_c0_g1_i1	NA	NA	NA	NA	-0.419339185	unbias
TRINITY_DN104532_c0_g1_i1	NA	NA	NA	NA	-0.169878411	unbias
TRINITY_DN104546_c0_g1_i1	NA	NA	NA	NA	0.982917231	unbias
TRINITY_DN104550_c0_g2_i1	sp2	Chr10	4631353	4631353	-0.180895072	unbias
TRINITY_DN104576_c0_g4_i1	NA	NA	NA	NA	-0.006002094	unbias
TRINITY_DN104580_c0_g1_i1	NA	NA	NA	NA	-0.16506036	unbias
TRINITY_DN104583_c0_g1_i1	ruvbl2	Chr07	105538234	105538234	0.357607218	unbias
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	-0.272639576	unbias
TRINITY_DN104666_c0_g2_i1	glrb	Chr01	44226997	44226997	-0.028781626	unbias
TRINITY_DN104667_c0_g1_i3	alg5	Chr02	148805808	148805808	0.408130615	unbias
TRINITY_DN104677_c0_g2_i1	NA	NA	NA	NA	-0.752764697	unbias
TRINITY_DN104694_c0_g1_i1	NA	NA	NA	NA	0.365453087	unbias
TRINITY_DN104699_c0_g2_i1	NA	NA	NA	NA	-0.111142175	unbias
TRINITY_DN104719_c0_g1_i2	NA	NA	NA	NA	-0.325213418	unbias
TRINITY_DN104719_c0_g2_i1	NA	NA	NA	NA	-0.768297896	unbias
TRINITY_DN104721_c0_g1_i1	NA	NA	NA	NA	0.197466316	unbias
TRINITY_DN104732_c0_g1_i1	NA	NA	NA	NA	0.346622667	unbias
TRINITY_DN104737_c1_g1_i2	NA	NA	NA	NA	0.185306226	unbias
TRINITY_DN104740_c0_g1_i2	NA	NA	NA	NA	0.037704406	unbias
TRINITY_DN104751_c0_g1_i2	axin1	Chr09	9321325	9321325	-0.354465875	unbias
TRINITY_DN104757_c0_g1_i1	aplf	Chr05	31032514	31032514	-0.243396945	unbias
TRINITY_DN104762_c0_g1_i2	NA	NA	NA	NA	-0.078233036	unbias
TRINITY_DN104778_c0_g1_i1	impa1	Chr06	109133225	109133225	0.331389397	unbias
TRINITY_DN104783_c1_g1_i1	zbtb8os	Chr02	86203718	86203718	0.186076431	unbias
TRINITY_DN104790_c0_g1_i1	dpysl3	Chr03	34136739	34136739	-0.538305917	unbias
TRINITY_DN104801_c0_g1_i1	NA	NA	NA	NA	0.111891143	unbias
TRINITY_DN104805_c0_g2_i1	sp9	Chr09	61338597	61338597	-0.510561611	unbias
TRINITY_DN104812_c0_g1_i2	NA	NA	NA	NA	-0.400350973	unbias
TRINITY_DN104814_c0_g1_i1	NA	NA	NA	NA	-0.681020438	unbias
TRINITY_DN104835_c0_g1_i2	dnajb11	Chr09	43499058	43499058	0.182335693	unbias
TRINITY_DN104867_c0_g1_i4	NA	NA	NA	NA	-0.618321909	unbias
TRINITY_DN104874_c0_g2_i2	trank1	Chr06	69352363	69352363	-0.133517784	unbias
TRINITY_DN104906_c0_g1_i1	NA	NA	NA	NA	-0.177871204	unbias
TRINITY_DN104912_c0_g2_i1	NA	NA	NA	NA	-0.070625813	unbias
TRINITY_DN104919_c0_g1_i1	NA	NA	NA	NA	-0.859958456	unbias
TRINITY_DN104922_c0_g1_i1	NA	NA	NA	NA	-0.63736819	unbias
TRINITY_DN104942_c0_g1_i2	NA	NA	NA	NA	0.014877309	unbias
TRINITY_DN104972_c0_g1_i2	NA	NA	NA	NA	-0.629945386	unbias
TRINITY_DN105001_c1_g3_i2	NA	NA	NA	NA	-0.091663963	unbias
TRINITY_DN105027_c0_g1_i1	NA	NA	NA	NA	-0.544976105	unbias
TRINITY_DN105032_c0_g1_i1	NA	NA	NA	NA	0.051945368	unbias
TRINITY_DN105037_c0_g1_i1	NA	NA	NA	NA	1.133725939	unbias
TRINITY_DN105039_c0_g1_i1	leprel4	Chr10	2097616	2097616	0.938479083	unbias
TRINITY_DN105042_c0_g2_i1	MGC89174	Chr04	97675890	97675890	-0.065393361	unbias
TRINITY_DN105054_c0_g1_i1	NA	NA	NA	NA	-0.766485964	unbias
TRINITY_DN105054_c0_g2_i1	paf1	Chr08	60290984	60290984	-1.242007146	unbias
TRINITY_DN105056_c0_g1_i3	NA	NA	NA	NA	0.309604224	unbias
TRINITY_DN105060_c0_g2_i3	NA	NA	NA	NA	0.033482638	unbias
TRINITY_DN105061_c0_g1_i1	NA	NA	NA	NA	-0.313062249	unbias
TRINITY_DN105106_c0_g1_i2	NA	NA	NA	NA	0.017755521	unbias
TRINITY_DN105118_c0_g1_i1	NA	NA	NA	NA	0.244889944	unbias
TRINITY_DN105140_c0_g1_i1	NA	NA	NA	NA	0.498316724	unbias
TRINITY_DN105151_c0_g1_i1	NA	NA	NA	NA	0.363236933	unbias
TRINITY_DN105167_c0_g2_i1	NA	NA	NA	NA	0.895459091	unbias
TRINITY_DN105184_c0_g1_i2	NA	NA	NA	NA	0.166478159	unbias
TRINITY_DN105192_c0_g1_i2	NA	NA	NA	NA	0.166272886	unbias
TRINITY_DN105215_c0_g1_i1	NA	NA	NA	NA	-0.004105716	unbias
TRINITY_DN105219_c0_g2_i1	NA	NA	NA	NA	0.231160278	unbias
TRINITY_DN105224_c0_g1_i1	NA	NA	NA	NA	-0.643293344	unbias
TRINITY_DN105227_c0_g1_i1	NA	NA	NA	NA	0.41404589	unbias
TRINITY_DN105232_c0_g1_i1	NA	NA	NA	NA	0.440688229	unbias
TRINITY_DN105250_c0_g1_i2	NA	NA	NA	NA	-0.547669012	unbias
TRINITY_DN105269_c0_g1_i1	NA	NA	NA	NA	-0.423703206	unbias
TRINITY_DN105273_c0_g1_i2	ppp1r26-like	scaffold_606	46255	46255	-0.341890507	unbias
TRINITY_DN105282_c0_g1_i2	NA	NA	NA	NA	-0.576601413	unbias
TRINITY_DN105285_c0_g1_i2	nr1h2	Chr07	109805858	109805858	0.149327782	unbias
TRINITY_DN105286_c0_g2_i1	NA	NA	NA	NA	-0.12380478	unbias
TRINITY_DN105293_c0_g1_i1	NA	NA	NA	NA	0.280652936	unbias
TRINITY_DN105307_c0_g1_i1	tmem50a	Chr02	85522646	85522646	0.144963675	unbias
TRINITY_DN105309_c0_g2_i1	NA	NA	NA	NA	0.008595269	unbias
TRINITY_DN105309_c0_g3_i1	NA	NA	NA	NA	-0.081276487	unbias
TRINITY_DN105320_c0_g2_i2	NA	NA	NA	NA	-0.048397621	unbias
TRINITY_DN105324_c0_g1_i5	NA	NA	NA	NA	-0.37228355	unbias
TRINITY_DN10532_c0_g1_i1	NA	NA	NA	NA	-1.738774872	unbias
TRINITY_DN105350_c0_g1_i1	LOC100487637	scaffold_21	1727686	1727686	-0.33322968	unbias
TRINITY_DN105353_c0_g2_i2	NA	NA	NA	NA	-0.046678143	unbias
TRINITY_DN105372_c0_g1_i1	fkbp1b	Chr05	141521362	141521362	0.207207218	unbias
TRINITY_DN105372_c0_g2_i1	mfap3l-like	Chr01	40665017	40665017	0.281123284	unbias
TRINITY_DN105385_c0_g1_i2	NA	NA	NA	NA	-0.057951013	unbias
TRINITY_DN105386_c0_g2_i1	NA	NA	NA	NA	-0.186185087	unbias
TRINITY_DN105387_c0_g2_i3	NA	NA	NA	NA	0.043888714	unbias
TRINITY_DN105388_c0_g1_i1	NA	NA	NA	NA	0.143916766	unbias
TRINITY_DN105400_c0_g1_i3	NA	NA	NA	NA	-0.125661257	unbias
TRINITY_DN105413_c0_g1_i1	NA	NA	NA	NA	-0.284229877	unbias
TRINITY_DN105425_c0_g1_i3	NA	NA	NA	NA	-0.352534216	unbias
TRINITY_DN105428_c0_g1_i2	ppp1r13b-like	Chr08	77737805	77737805	-0.534382782	unbias
TRINITY_DN105432_c0_g1_i1	NA	NA	NA	NA	0.072224131	unbias
TRINITY_DN105435_c0_g1_i1	NA	NA	NA	NA	-0.162707336	unbias
TRINITY_DN105438_c0_g1_i1	NA	NA	NA	NA	1.014273373	unbias
TRINITY_DN105440_c0_g1_i1	NA	NA	NA	NA	-1.337457154	unbias
TRINITY_DN105441_c0_g1_i1	grk4	Chr01	16126243	16126243	-0.628674775	unbias
TRINITY_DN105441_c0_g2_i3	NA	NA	NA	NA	0.180562572	unbias
TRINITY_DN105451_c0_g1_i1	NA	NA	NA	NA	-0.325497464	unbias
TRINITY_DN105453_c0_g1_i1	NA	NA	NA	NA	-0.681087599	unbias
TRINITY_DN105455_c0_g3_i1	tdrd3	Chr02	126431949	126431949	-1.024456769	unbias
TRINITY_DN105464_c0_g1_i1	NA	NA	NA	NA	-0.066424545	unbias
TRINITY_DN105472_c0_g3_i2	NA	NA	NA	NA	0.068063659	unbias
TRINITY_DN105481_c1_g1_i1	Xetrov90006580m	Chr02	146295807	146295807	0.353274931	unbias
TRINITY_DN105493_c0_g2_i1	NA	NA	NA	NA	-0.300735462	unbias
TRINITY_DN105495_c0_g1_i1	ttll4	Chr09	77814176	77814176	0.407158442	unbias
TRINITY_DN105509_c0_g1_i1	NA	NA	NA	NA	-0.324241299	unbias
TRINITY_DN105513_c0_g1_i1	NA	NA	NA	NA	0.880549849	unbias
TRINITY_DN105556_c0_g1_i1	NA	NA	NA	NA	-0.292511907	unbias
TRINITY_DN105560_c0_g1_i2	NA	NA	NA	NA	-0.343392225	unbias
TRINITY_DN105561_c0_g1_i1	NA	NA	NA	NA	-0.440903184	unbias
TRINITY_DN105592_c1_g1_i2	NA	NA	NA	NA	-0.651305059	unbias
TRINITY_DN105601_c0_g1_i1	Xetrov90019068m	Chr07	98211599	98211599	-1.308970538	unbias
TRINITY_DN105610_c0_g1_i1	NA	NA	NA	NA	-0.284810953	unbias
TRINITY_DN105618_c0_g1_i1	NA	NA	NA	NA	-0.136990445	unbias
TRINITY_DN105629_c0_g2_i1	NA	NA	NA	NA	-0.903038739	unbias
TRINITY_DN105635_c0_g1_i1	mfsd12	Chr01	74074214	74074214	-0.715064865	unbias
TRINITY_DN105654_c0_g1_i1	NA	NA	NA	NA	-0.190103863	unbias
TRINITY_DN105654_c0_g3_i1	erp27	Chr04	118020700	118020700	-0.489472846	unbias
TRINITY_DN105669_c0_g4_i1	NA	NA	NA	NA	0.250908433	unbias
TRINITY_DN105669_c0_g5_i1	NA	NA	NA	NA	0.460998105	unbias
TRINITY_DN105675_c0_g2_i1	NA	NA	NA	NA	-0.421471216	unbias
TRINITY_DN105682_c0_g3_i1	fkbp6	Chr02	37483170	37483170	-0.445628877	unbias
TRINITY_DN105683_c0_g1_i2	yars2-like	scaffold_214	71688	71688	-0.848986277	unbias
TRINITY_DN105687_c0_g1_i1	NA	NA	NA	NA	0.339559831	unbias
TRINITY_DN105687_c0_g2_i1	churc1	Chr08	87442253	87442253	-0.87346999	unbias
TRINITY_DN105698_c0_g1_i1	frs3	Chr02	62522458	62522458	-0.489312925	unbias
TRINITY_DN105705_c0_g1_i1	NA	NA	NA	NA	-0.023592474	unbias
TRINITY_DN105721_c0_g1_i1	NA	NA	NA	NA	0.019503551	unbias
TRINITY_DN105726_c0_g1_i1	NA	NA	NA	NA	0.91190619	unbias
TRINITY_DN105741_c0_g1_i2	NA	NA	NA	NA	0.185222925	unbias
TRINITY_DN105744_c0_g1_i1	rybp	Chr04	129685828	129685828	0.099367094	unbias
TRINITY_DN105747_c0_g1_i1	NA	NA	NA	NA	1.599914636	unbias
TRINITY_DN105756_c0_g1_i1	NA	NA	NA	NA	-0.388773541	unbias
TRINITY_DN105758_c0_g1_i1	NA	NA	NA	NA	-1.268440108	unbias
TRINITY_DN105758_c0_g3_i1	NA	NA	NA	NA	-0.541000285	unbias
TRINITY_DN105758_c0_g4_i1	tekt3	Chr10	39319796	39319796	0.242131324	unbias
TRINITY_DN105774_c0_g1_i1	NA	NA	NA	NA	-0.698889308	unbias
TRINITY_DN105777_c1_g1_i1	NA	NA	NA	NA	-0.518908779	unbias
TRINITY_DN105786_c0_g1_i1	NA	NA	NA	NA	-0.053809573	unbias
TRINITY_DN105787_c0_g1_i2	NA	NA	NA	NA	0.542001789	unbias
TRINITY_DN105788_c0_g2_i1	neurl1	Chr07	20128973	20128973	0.230719188	unbias
TRINITY_DN105809_c0_g1_i1	LOC100486017	scaffold_597	12655	12655	-0.202206807	unbias
TRINITY_DN105833_c0_g1_i1	NA	NA	NA	NA	0.1124856	unbias
TRINITY_DN105833_c0_g2_i1	NA	NA	NA	NA	-1.432591795	unbias
TRINITY_DN105833_c0_g3_i1	NA	NA	NA	NA	-0.325909918	unbias
TRINITY_DN105838_c0_g2_i3	lmod3	Chr04	131342974	131342974	-0.249557477	unbias
TRINITY_DN105848_c0_g1_i1	NA	NA	NA	NA	0.285928543	unbias
TRINITY_DN105850_c0_g2_i1	LOC100496507	scaffold_3869	592	592	0.018422259	unbias
TRINITY_DN105870_c0_g1_i1	abcb7	Chr08	26358015	26358015	0.07876814	unbias
TRINITY_DN105873_c0_g1_i1	NA	NA	NA	NA	-0.116657722	unbias
TRINITY_DN105885_c0_g1_i1	NA	NA	NA	NA	-0.448504322	unbias
TRINITY_DN105886_c0_g1_i2	NA	NA	NA	NA	-0.196652742	unbias
TRINITY_DN105900_c1_g1_i1	NA	NA	NA	NA	0.230048125	unbias
TRINITY_DN105911_c1_g1_i1	NA	NA	NA	NA	1.045522184	unbias
TRINITY_DN105911_c1_g2_i1	NA	NA	NA	NA	0.444491869	unbias
TRINITY_DN105911_c1_g3_i1	NA	NA	NA	NA	-0.500646771	unbias
TRINITY_DN105911_c1_g4_i1	NA	NA	NA	NA	0.189377174	unbias
TRINITY_DN105911_c1_g5_i1	NA	NA	NA	NA	-0.375058422	unbias
TRINITY_DN105918_c0_g1_i1	NA	NA	NA	NA	0.028603518	unbias
TRINITY_DN105940_c0_g1_i2	NA	NA	NA	NA	-0.435591009	unbias
TRINITY_DN105941_c0_g1_i1	NA	NA	NA	NA	0.128862975	unbias
TRINITY_DN105947_c0_g1_i1	NA	NA	NA	NA	-0.979696853	unbias
TRINITY_DN105951_c0_g1_i1	NA	NA	NA	NA	-0.095159421	unbias
TRINITY_DN105980_c0_g2_i1	NA	NA	NA	NA	0.833291757	unbias
TRINITY_DN105980_c0_g3_i1	NA	NA	NA	NA	1.347588013	unbias
TRINITY_DN105981_c0_g1_i1	hsd17b6	Chr02	135689373	135689373	0.016975006	unbias
TRINITY_DN105987_c0_g2_i2	NA	NA	NA	NA	-0.214781257	unbias
TRINITY_DN105993_c0_g1_i1	NA	NA	NA	NA	-2.410295878	unbias
TRINITY_DN106031_c0_g1_i1	mcee	Chr03	87405181	87405181	-0.153099611	unbias
TRINITY_DN106038_c0_g1_i1	LOC101731355	Chr07	111930208	111930208	3.107892637	unbias
TRINITY_DN106051_c0_g1_i1	NA	NA	NA	NA	0.002008926	unbias
TRINITY_DN106055_c0_g2_i1	NA	NA	NA	NA	0.808041645	unbias
TRINITY_DN106059_c0_g1_i1	acot13	Chr06	29578358	29578358	0.135805096	unbias
TRINITY_DN106060_c0_g1_i1	NA	NA	NA	NA	-0.17078507	unbias
TRINITY_DN106065_c0_g1_i2	suz12	scaffold_463	53201	53201	-0.004559564	unbias
TRINITY_DN106079_c0_g1_i1	NA	NA	NA	NA	0.511253432	unbias
TRINITY_DN106080_c0_g1_i1	soat1	Chr04	91256047	91256047	-0.526939158	unbias
TRINITY_DN106090_c0_g2_i1	NA	NA	NA	NA	-0.422220862	unbias
TRINITY_DN106100_c0_g2_i1	NA	NA	NA	NA	0.31414844	unbias
TRINITY_DN106101_c0_g1_i1	NA	NA	NA	NA	-0.166516957	unbias
TRINITY_DN106110_c0_g1_i1	NA	NA	NA	NA	-0.130461031	unbias
TRINITY_DN106123_c0_g2_i1	NA	NA	NA	NA	0.079715495	unbias
TRINITY_DN106130_c0_g1_i1	LOC101734521	Chr02	68306981	68306981	0.562458817	unbias
TRINITY_DN106132_c0_g1_i1	NA	NA	NA	NA	-0.073600565	unbias
TRINITY_DN106138_c0_g2_i1	ldlrad2	Chr07	116218985	116218985	0.308999757	unbias
TRINITY_DN106146_c0_g1_i1	NA	NA	NA	NA	0.465980387	unbias
TRINITY_DN106155_c0_g1_i2	NA	NA	NA	NA	0.511633536	unbias
TRINITY_DN106178_c0_g1_i1	cxxc1	scaffold_316	186791	186791	-0.258762899	unbias
TRINITY_DN106179_c0_g1_i1	NA	NA	NA	NA	0.340845606	unbias
TRINITY_DN106181_c0_g2_i1	lrriq3	Chr04	71312132	71312132	-0.067643586	unbias
TRINITY_DN106183_c0_g1_i1	NA	NA	NA	NA	-0.207130582	unbias
TRINITY_DN106189_c0_g2_i1	pptc7	Chr01	154213561	154213561	0.252022173	unbias
TRINITY_DN106219_c0_g3_i1	NA	NA	NA	NA	-0.468779403	unbias
TRINITY_DN106226_c0_g1_i3	NA	NA	NA	NA	-0.063544666	unbias
TRINITY_DN106229_c0_g1_i2	mettl9	Chr09	19321252	19321252	-0.484962251	unbias
TRINITY_DN106231_c0_g2_i2	NA	NA	NA	NA	-0.099083347	unbias
TRINITY_DN106237_c0_g1_i1	NA	NA	NA	NA	-0.055186133	unbias
TRINITY_DN106240_c0_g1_i2	NA	NA	NA	NA	-0.241442475	unbias
TRINITY_DN106246_c1_g1_i1	NA	NA	NA	NA	-0.229422326	unbias
TRINITY_DN106248_c0_g2_i3	NA	NA	NA	NA	0.011737495	unbias
TRINITY_DN106256_c0_g3_i3	NA	NA	NA	NA	0.561737893	unbias
TRINITY_DN106265_c0_g1_i2	NA	NA	NA	NA	-0.089470932	unbias
TRINITY_DN106277_c0_g1_i2	NA	NA	NA	NA	-0.580672086	unbias
TRINITY_DN106281_c0_g1_i1	NA	NA	NA	NA	0.325398976	unbias
TRINITY_DN106281_c0_g2_i1	NA	NA	NA	NA	0.214677156	unbias
TRINITY_DN106305_c0_g1_i1	igfbp1	Chr06	67730452	67730452	-0.92229466	unbias
TRINITY_DN106315_c0_g1_i2	NA	NA	NA	NA	1.10438391	unbias
TRINITY_DN106338_c0_g1_i1	nubpl	Chr08	93072391	93072391	-0.337926287	unbias
TRINITY_DN106356_c3_g1_i1	NA	NA	NA	NA	-0.412651424	unbias
TRINITY_DN106361_c0_g1_i1	NA	NA	NA	NA	0.393165572	unbias
TRINITY_DN106366_c0_g4_i1	NA	NA	NA	NA	0.212535929	unbias
TRINITY_DN106366_c0_g5_i1	NA	NA	NA	NA	0.638492792	unbias
TRINITY_DN106368_c0_g2_i1	NA	NA	NA	NA	-0.027619629	unbias
TRINITY_DN106372_c0_g1_i1	NA	NA	NA	NA	-0.625493349	unbias
TRINITY_DN106392_c0_g2_i2	NA	NA	NA	NA	0.348538422	unbias
TRINITY_DN106392_c0_g3_i1	NA	NA	NA	NA	0.319035243	unbias
TRINITY_DN106423_c0_g1_i1	NA	NA	NA	NA	0.372296909	unbias
TRINITY_DN106429_c0_g1_i1	dusp16	scaffold_41	83497	83497	-0.175297748	unbias
TRINITY_DN106447_c0_g1_i1	NA	NA	NA	NA	-0.087592973	unbias
TRINITY_DN106459_c0_g1_i1	NA	NA	NA	NA	-0.210129951	unbias
TRINITY_DN106464_c0_g2_i1	NA	NA	NA	NA	0.37130154	unbias
TRINITY_DN106465_c0_g1_i1	NA	NA	NA	NA	0.003901993	unbias
TRINITY_DN106470_c0_g1_i1	NA	NA	NA	NA	-0.00516765	unbias
TRINITY_DN106470_c0_g3_i1	NA	NA	NA	NA	0.154581119	unbias
TRINITY_DN106476_c0_g1_i1	NA	NA	NA	NA	-0.093326917	unbias
TRINITY_DN106492_c0_g1_i4	NA	NA	NA	NA	0.924996849	unbias
TRINITY_DN106496_c0_g1_i1	NA	NA	NA	NA	-0.006624212	unbias
TRINITY_DN106502_c0_g1_i1	NA	NA	NA	NA	0.277135245	unbias
TRINITY_DN106515_c0_g1_i1	dppa2/4	scaffold_211	207400	207400	0.459037896	unbias
TRINITY_DN106615_c0_g1_i1	NA	NA	NA	NA	-0.50578638	unbias
TRINITY_DN106620_c0_g1_i1	NA	NA	NA	NA	-0.002824318	unbias
TRINITY_DN106653_c0_g1_i1	NA	NA	NA	NA	0.208722074	unbias
TRINITY_DN106653_c0_g2_i1	NA	NA	NA	NA	-1.983059814	unbias
TRINITY_DN106656_c0_g1_i1	adck3	Chr05	3937404	3937404	0.136903702	unbias
TRINITY_DN106661_c0_g3_i1	gemin6	Chr05	51895021	51895021	-0.295941924	unbias
TRINITY_DN106671_c0_g1_i1	NA	NA	NA	NA	-0.840728358	unbias
TRINITY_DN106671_c0_g2_i1	NA	NA	NA	NA	0.363151154	unbias
TRINITY_DN106700_c0_g2_i1	fuz	Chr07	103407840	103407840	0.131641326	unbias
TRINITY_DN106700_c0_g5_i1	NA	NA	NA	NA	-0.133044829	unbias
TRINITY_DN106706_c0_g1_i4	p2rx5	Chr02	31826532	31826532	-0.159263246	unbias
TRINITY_DN106733_c0_g1_i1	NA	NA	NA	NA	-0.063056359	unbias
TRINITY_DN106741_c0_g1_i2	NA	NA	NA	NA	0.214385078	unbias
TRINITY_DN106767_c0_g1_i1	NA	NA	NA	NA	-0.667754164	unbias
TRINITY_DN106815_c0_g2_i2	NA	NA	NA	NA	-0.783491241	unbias
TRINITY_DN106825_c0_g1_i1	NA	NA	NA	NA	0.090996777	unbias
TRINITY_DN106844_c0_g1_i1	NA	NA	NA	NA	-0.506762201	unbias
TRINITY_DN106850_c0_g1_i1	LOC100494115	Chr04	54642687	54642687	-0.217735576	unbias
TRINITY_DN106856_c0_g1_i1	NA	NA	NA	NA	0.414705979	unbias
TRINITY_DN106873_c0_g1_i2	slc25a38	Chr04	105417109	105417109	-1.949649985	unbias
TRINITY_DN106881_c0_g1_i4	NA	NA	NA	NA	-0.458941136	unbias
TRINITY_DN106897_c0_g1_i6	NA	NA	NA	NA	-0.105716829	unbias
TRINITY_DN106899_c0_g2_i1	NA	NA	NA	NA	0.567144559	unbias
TRINITY_DN106911_c0_g1_i1	nudcd3	Chr03	108085186	108085186	0.539223354	unbias
TRINITY_DN106937_c0_g1_i1	NA	NA	NA	NA	-0.157408898	unbias
TRINITY_DN106942_c0_g1_i1	NA	NA	NA	NA	-0.182858881	unbias
TRINITY_DN106948_c0_g1_i1	NA	NA	NA	NA	-0.161196656	unbias
TRINITY_DN106959_c0_g2_i1	NA	NA	NA	NA	-0.081170764	unbias
TRINITY_DN106961_c0_g1_i1	btbd2	Chr01	83969265	83969265	-0.499167563	unbias
TRINITY_DN106992_c0_g1_i1	LOC100488795-like	Chr08	8617034	8617034	-0.258864077	unbias
TRINITY_DN107007_c0_g1_i1	NA	NA	NA	NA	0.169625194	unbias
TRINITY_DN107012_c1_g1_i1	ndufs6	Chr06	36123077	36123077	0.620636868	unbias
TRINITY_DN107012_c1_g2_i1	NA	NA	NA	NA	-0.394691682	unbias
TRINITY_DN107023_c1_g2_i2	pou4f3	Chr03	30477346	30477346	0.366734645	unbias
TRINITY_DN107048_c0_g1_i1	NA	NA	NA	NA	0.240829697	unbias
TRINITY_DN107048_c1_g1_i1	wdr83	Chr03	129405207	129405207	0.769355872	unbias
TRINITY_DN107055_c0_g1_i1	sp8	Chr06	42814484	42814484	0.902623624	unbias
TRINITY_DN107060_c0_g1_i1	NA	NA	NA	NA	1.230025689	unbias
TRINITY_DN107064_c0_g1_i2	LOC100497960	Chr02	54973318	54973318	-0.448025154	unbias
TRINITY_DN107071_c0_g1_i1	NA	NA	NA	NA	0.417579264	unbias
TRINITY_DN107073_c0_g2_i1	NA	NA	NA	NA	0.045917532	unbias
TRINITY_DN107077_c0_g1_i2	NA	NA	NA	NA	0.203296446	unbias
TRINITY_DN107077_c0_g2_i1	NA	NA	NA	NA	-0.47796911	unbias
TRINITY_DN107081_c0_g1_i1	NA	NA	NA	NA	-0.273834783	unbias
TRINITY_DN107083_c0_g2_i1	NA	NA	NA	NA	-0.534734444	unbias
TRINITY_DN107111_c0_g1_i1	psat1	Chr01	120348962	120348962	0.10050509	unbias
TRINITY_DN107119_c0_g1_i1	NA	NA	NA	NA	0.152005153	unbias
TRINITY_DN107178_c0_g3_i1	lrrc20	Chr07	32617150	32617150	0.03920165	unbias
TRINITY_DN107183_c0_g1_i1	NA	NA	NA	NA	-0.730098702	unbias
TRINITY_DN107189_c0_g1_i1	NA	NA	NA	NA	-0.048912654	unbias
TRINITY_DN107214_c0_g1_i1	NA	NA	NA	NA	-0.242644382	unbias
TRINITY_DN107217_c0_g1_i1	NA	NA	NA	NA	0.275876931	unbias
TRINITY_DN107217_c0_g2_i1	mettl24	Chr05	74425649	74425649	0.431709509	unbias
