gid	gene name	chr	start	end
TRINITY_DN122868_c1_g1_i4	hadh	Chr01	57549002	57549002
TRINITY_DN127120_c0_g1_i1	lef1	Chr01	57601350	57601350
TRINITY_DN126866_c2_g3_i3	ostc	Chr01	57833383	57833383
TRINITY_DN128513_c1_g2_i6	etnppl	Chr01	57862643	57862643
TRINITY_DN136085_c2_g1_i1	LOC101733401-like	Chr01	58228452	58228452
TRINITY_DN130208_c5_g1_i1	sec24b	Chr01	58234143	58234143
TRINITY_DN122303_c1_g2_i1	ccdc109b	Chr01	58289293	58289293
TRINITY_DN113809_c0_g1_i2	pyurf	Chr01	58346443	58346443
TRINITY_DN123831_c0_g1_i1	c4orf32	Chr01	58371685	58371685
TRINITY_DN129766_c2_g10_i3	pitx2	Chr01	58856309	58856309
TRINITY_DN125573_c0_g1_i1	enpep	Chr01	58901065	58901065
TRINITY_DN122256_c0_g1_i1	elovl6	Chr01	58980391	58980391
TRINITY_DN133089_c2_g1_i7	egf	Chr01	59053863	59053863
TRINITY_DN123513_c0_g1_i2	lrit3	Chr01	59124514	59124514
TRINITY_DN121641_c0_g1_i1	rrh	Chr01	59145793	59145793
TRINITY_DN121229_c1_g1_i1	cfi	Chr01	59181768	59181768
TRINITY_DN127053_c0_g1_i2	pla2g12a	Chr01	59214958	59214958
TRINITY_DN127174_c0_g1_i1	casp6	Chr01	59235302	59235302
TRINITY_DN122722_c0_g1_i2	Xetrov90001095m	Chr01	59253600	59253600
TRINITY_DN131939_c1_g2_i3	tifa	Chr01	59288654	59288654
TRINITY_DN105901_c0_g1_i1	neurog2	Chr01	59432047	59432047
TRINITY_DN126103_c0_g1_i1	Xetrov90001099m	Chr01	59453619	59453619
TRINITY_DN130129_c0_g1_i4	larp7	Chr01	59504263	59504263
TRINITY_DN132295_c1_g2_i5	camk2d	Chr01	59890104	59890104
TRINITY_DN132349_c0_g3_i1	ugt8	Chr01	60230590	60230590
TRINITY_DN117427_c0_g1_i1	LOC100493539	Chr01	60254920	60254920
TRINITY_DN125908_c0_g1_i1	ndst4	Chr01	60306669	60306669
TRINITY_DN128583_c0_g1_i1	ndst3	Chr01	60852263	60852263
TRINITY_DN126700_c0_g1_i1	prss12-like	Chr01	60992714	60992714
TRINITY_DN122897_c0_g1_i1	ctu1	Chr01	61090188	61090188
TRINITY_DN120102_c0_g1_i2	mettl14	Chr01	61096783	61096783
TRINITY_DN125190_c0_g1_i1	sec24d-like.1	Chr01	61127823	61127823
TRINITY_DN125552_c1_g2_i2	Xetrov90001129m	Chr01	61281695	61281695
TRINITY_DN118823_c0_g1_i1	myoz2	Chr01	61330356	61330356
TRINITY_DN124501_c1_g4_i1	fabp2	Chr01	61428301	61428301
TRINITY_DN131403_c3_g1_i1	pde5a	Chr01	61452590	61452590
TRINITY_DN125832_c3_g1_i1	mad2l1	Chr01	61633139	61633139
TRINITY_DN122809_c1_g1_i1	ndnf	Chr01	62015214	62015214
TRINITY_DN107447_c0_g1_i1	qrfpr	Chr01	62153419	62153419
TRINITY_DN68896_c0_g1_i1	sgms2	Chr01	62313713	62313713
TRINITY_DN134607_c1_g3_i5	papss1	Chr01	62391322	62391322
TRINITY_DN115149_c0_g1_i2	dkk2	Chr01	62532686	62532686
TRINITY_DN106866_c0_g3_i1	gimd1-like	Chr01	62758737	62758737
TRINITY_DN132447_c0_g2_i1	aimp1	Chr01	62768413	62768413
TRINITY_DN127736_c7_g2_i1	npnt-like	Chr01	62944999	62944999
TRINITY_DN123729_c0_g2_i2	gstcd-like	Chr01	63030620	63030620
TRINITY_DN119763_c1_g3_i1	ints12	Chr01	63084985	63084985
TRINITY_DN109948_c0_g1_i1	arhgef38	Chr01	63098201	63098201
TRINITY_DN133132_c2_g1_i1	tet2	Chr01	63209689	63209689
TRINITY_DN128829_c3_g2_i2	cxxc4	Chr01	63487626	63487626
TRINITY_DN105030_c0_g1_i1	tacr3	Chr01	63787145	63787145
TRINITY_DN133253_c0_g1_i1	cenpe-like	Chr01	64038939	64038939
TRINITY_DN130953_c3_g3_i1	bdh2-like	Chr01	64083090	64083090
TRINITY_DN123769_c0_g1_i1	slc9b2	Chr01	64110605	64110605
TRINITY_DN125134_c9_g1_i2	cisd2	Chr01	64144545	64144545
TRINITY_DN123398_c4_g2_i4	ube2d3	Chr01	64172619	64172619
TRINITY_DN134864_c1_g1_i1	manba-like	Chr01	64203660	64203660
TRINITY_DN132347_c2_g2_i1	nfkb1	Chr01	64228708	64228708
TRINITY_DN126736_c0_g1_i3	slc39a8-like	Chr01	64337744	64337744
TRINITY_DN108517_c0_g1_i1	ddit4l	Chr01	64930595	64930595
TRINITY_DN119444_c0_g2_i4	h2afz	Chr01	65008501	65008501
TRINITY_DN126031_c3_g1_i1	dnajb14	Chr01	65029186	65029186
TRINITY_DN129497_c2_g1_i1	LOC100487453-like	Chr01	65072502	65072502
TRINITY_DN111820_c0_g1_i5	dapp1	Chr01	65208909	65208909
TRINITY_DN129350_c3_g1_i4	adh1b	Chr01	65302152	65302152
TRINITY_DN126485_c2_g1_i2	LOC100487777	Chr01	65368064	65368064
TRINITY_DN129784_c1_g7_i1	LOC100487939	Chr01	65386604	65386604
TRINITY_DN127880_c5_g15_i3	adh5	Chr01	65460801	65460801
TRINITY_DN132197_c3_g1_i1	metap1	Chr01	65478331	65478331
TRINITY_DN125676_c0_g1_i1	eif4e	Chr01	65533264	65533264
TRINITY_DN120249_c3_g1_i2	tspan5	Chr01	65560155	65560155
TRINITY_DN109459_c0_g1_i1	LOC100486041-like	Chr01	65671663	65671663
TRINITY_DN127261_c1_g2_i6	bmpr1b	Chr01	66712593	66712593
TRINITY_DN135090_c2_g7_i2	pdlim5	Chr01	67033425	67033425
TRINITY_DN102198_c0_g1_i3	LOC100485437	Chr01	67211793	67211793
TRINITY_DN110995_c0_g1_i1	hpgds	Chr01	67343868	67343868
TRINITY_DN115909_c0_g1_i1	atoh1	Chr01	67556131	67556131
TRINITY_DN133314_c3_g1_i1	ccser1	Chr01	68697039	68697039
TRINITY_DN124729_c0_g1_i4	mmrn1	Chr01	68973451	68973451
TRINITY_DN132075_c0_g1_i5	snca	Chr01	69061906	69061906
TRINITY_DN122753_c0_g1_i3	gprin3	Chr01	69220445	69220445
TRINITY_DN132431_c5_g1_i1	LOC100489122	Chr01	69273876	69273876
TRINITY_DN131214_c1_g1_i1	herc3-like	Chr01	69460213	69460213
TRINITY_DN108877_c0_g1_i2	LOC101734759	Chr01	69507581	69507581
TRINITY_DN128168_c0_g1_i1	dck.1	Chr01	69530333	69530333
TRINITY_DN134485_c8_g1_i1	mob1b	Chr01	69566339	69566339
TRINITY_DN126781_c0_g1_i2	rufy3	Chr01	69610566	69610566
TRINITY_DN131978_c1_g1_i1	herc6	Chr01	69676279	69676279
TRINITY_DN129765_c1_g6_i4	LOC100487567-like	Chr01	69722063	69722063
TRINITY_DN125463_c5_g2_i5	abcg2	Chr01	69819146	69819146
TRINITY_DN126550_c3_g2_i1	pkd2	Chr01	69861488	69861488
TRINITY_DN131025_c0_g1_i2	cdkl2	Chr01	70029629	70029629
TRINITY_DN124153_c8_g5_i1	g3bp2	Chr01	70058310	70058310
TRINITY_DN127078_c0_g2_i4	uso1-like	Chr01	70085904	70085904
TRINITY_DN98735_c0_g1_i1	ambn	Chr01	70163605	70163605
TRINITY_DN14535_c0_g1_i1	Xetrov90001259m	Chr01	70178425	70178425
TRINITY_DN113530_c0_g1_i1	rchy1	Chr01	70186402	70186402
TRINITY_DN96046_c0_g1_i1	LOC100497610	Chr01	70300763	70300763
TRINITY_DN124588_c4_g2_i1	polr2b	Chr01	73166937	73166937
TRINITY_DN91685_c0_g1_i2	LOC100489127-like	Chr01	73332739	73332739
TRINITY_DN126115_c5_g1_i1	timm44	Chr01	73395692	73395692
TRINITY_DN131742_c1_g1_i1	fbn3	Chr01	73533826	73533826
TRINITY_DN114819_c0_g1_i3	cers4-like	Chr01	73803417	73803417
TRINITY_DN115536_c0_g1_i2	LOC100489862	Chr01	73849815	73849815
TRINITY_DN99652_c0_g1_i3	lsm7	Chr01	73873750	73873750
TRINITY_DN128821_c4_g2_i3	sppl2b	Chr01	73880850	73880850
TRINITY_DN128649_c0_g1_i1	tmprss9	Chr01	73951201	73951201
TRINITY_DN134491_c2_g4_i1	lmnb2	Chr01	74015431	74015431
TRINITY_DN165794_c0_g2_i1	lrrc14b	Chr01	74050331	74050331
TRINITY_DN121893_c1_g1_i1	mfsd12	Chr01	74074214	74074214
TRINITY_DN95955_c0_g1_i1	pias4	Chr01	74184291	74184291
TRINITY_DN87081_c0_g2_i1	eef2.1	Chr01	74239834	74239834
TRINITY_DN127025_c4_g1_i1	dapk3	Chr01	74262644	74262644
TRINITY_DN131310_c2_g2_i1	atcay	Chr01	74285295	74285295
TRINITY_DN126761_c0_g1_i1	mrpl54	Chr01	74389900	74389900
TRINITY_DN111067_c0_g1_i1	apba3-like	Chr01	74393757	74393757
TRINITY_DN135433_c0_g2_i2	tjp3-like	Chr01	74416130	74416130
TRINITY_DN132995_c1_g2_i5	pip5k1c	Chr01	74476378	74476378
TRINITY_DN96630_c0_g1_i2	cactin	Chr01	74559688	74559688
TRINITY_DN99742_c0_g1_i1	tbxa2r	Chr01	74609990	74609990
TRINITY_DN72771_c0_g2_i1	c19orf10	Chr01	74713978	74713978
TRINITY_DN118139_c0_g1_i2	LOC100487248-like	Chr01	74854551	74854551
TRINITY_DN114549_c0_g1_i2	ubxn6	Chr01	74902024	74902024
TRINITY_DN134309_c0_g1_i3	LOC100485264	Chr01	74917183	74917183
TRINITY_DN135756_c2_g1_i4	sh3gl1	Chr01	74984069	74984069
TRINITY_DN127422_c1_g2_i2	shd-like	Chr01	75110638	75110638
TRINITY_DN108393_c0_g1_i2	ebi3	Chr01	75192396	75192396
TRINITY_DN111747_c0_g1_i1	smu1	Chr01	75505026	75505026
TRINITY_DN67995_c0_g1_i1	dnaja1	Chr01	75529973	75529973
TRINITY_DN123361_c0_g1_i1	ikbkap	Chr01	75561155	75561155
TRINITY_DN107852_c0_g1_i2	kcmf1	Chr01	75613371	75613371
TRINITY_DN124988_c3_g1_i2	slc20a2	Chr01	75765623	75765623
TRINITY_DN124445_c0_g3_i2	bmp2k	Chr01	75889780	75889780
TRINITY_DN117878_c0_g1_i1	paqr3	Chr01	75965288	75965288
TRINITY_DN122615_c0_g2_i1	prdm8	Chr01	76503565	76503565
TRINITY_DN119798_c0_g1_i2	fgf5	Chr01	76571118	76571118
TRINITY_DN113317_c0_g1_i1	Xetrov90001375m	Chr01	76819348	76819348
TRINITY_DN117790_c0_g1_i1	bmp3	Chr01	76911734	76911734
TRINITY_DN122514_c0_g2_i1	fnta	Chr01	77054648	77054648
TRINITY_DN122198_c3_g2_i1	LOC100497421-like	Chr01	77076959	77076959
TRINITY_DN133420_c3_g1_i1	hgsnat	Chr01	77083186	77083186
TRINITY_DN136721_c0_g6_i2	ints10-like	Chr01	77111628	77111628
TRINITY_DN119928_c0_g1_i5	csgalnact1	Chr01	77265025	77265025
TRINITY_DN115244_c0_g1_i1	sh2d4a	Chr01	77329522	77329522
TRINITY_DN121216_c0_g1_i3	Xetrov90001390m	Chr01	77506688	77506688
TRINITY_DN136384_c1_g1_i1	psd3	Chr01	77582054	77582054
TRINITY_DN113202_c0_g1_i1	lpl	Chr01	77718946	77718946
TRINITY_DN127793_c0_g2_i3	fut10	Chr01	77794396	77794396
TRINITY_DN132371_c3_g3_i1	ubxn8-like	Chr01	78494518	78494518
TRINITY_DN129701_c1_g8_i3	wrn	Chr01	78544309	78544309
TRINITY_DN101356_c0_g1_i1	purg	Chr01	78613871	78613871
TRINITY_DN118562_c0_g3_i1	dusp4	Chr01	78840791	78840791
TRINITY_DN124435_c0_g2_i2	tnks-like	Chr01	78868911	78868911
TRINITY_DN134306_c3_g2_i1	ppp1r3b	Chr01	79031762	79031762
TRINITY_DN131503_c0_g1_i4	eri1	Chr01	79076927	79076927
TRINITY_DN125563_c5_g2_i1	LOC100145112	Chr01	79084946	79084946
TRINITY_DN127429_c4_g2_i7	nfic	Chr01	79132147	79132147
TRINITY_DN127225_c3_g2_i2	abhd17a	Chr01	79338399	79338399
TRINITY_DN125361_c0_g3_i3	rexo1-like	Chr01	79366314	79366314
TRINITY_DN114038_c0_g1_i2	atp8b3	Chr01	79408984	79408984
TRINITY_DN112081_c0_g3_i7	tcf3	Chr01	79654994	79654994
TRINITY_DN133129_c1_g1_i2	mbd3	Chr01	79746190	79746190
TRINITY_DN104654_c0_g1_i1	mex3d	Chr01	79764930	79764930
TRINITY_DN121603_c0_g3_i12	LOC100492289	Chr01	79798399	79798399
TRINITY_DN122590_c0_g1_i1	ap1m1	Chr01	79874854	79874854
TRINITY_DN124669_c3_g1_i1	upf1	Chr01	79891017	79891017
TRINITY_DN14072_c0_g1_i1	Xetrov90001431m	Chr01	79966891	79966891
TRINITY_DN124663_c0_g1_i1	arrdc2	Chr01	80069097	80069097
TRINITY_DN130588_c2_g4_i1	pigg-like	Chr01	80113835	80113835
TRINITY_DN133052_c1_g1_i6	LOC100487964	Chr01	80157397	80157397
TRINITY_DN128500_c0_g1_i1	gak	Chr01	80173675	80173675
TRINITY_DN121089_c2_g2_i1	gadd45b-like	Chr01	80232562	80232562
TRINITY_DN127150_c4_g4_i4	slc39a3	Chr01	80297318	80297318
TRINITY_DN133494_c5_g6_i3	sgta	Chr01	80308197	80308197
TRINITY_DN120327_c0_g1_i1	thop1	Chr01	80322512	80322512
TRINITY_DN109913_c0_g1_i1	LOC100486858	Chr01	80401669	80401669
TRINITY_DN114443_c0_g1_i1	pcsk4	Chr01	80419484	80419484
TRINITY_DN125667_c5_g2_i2	reep6	Chr01	80453085	80453085
TRINITY_DN110532_c1_g1_i2	Xetrov90001450m	Chr01	80470253	80470253
TRINITY_DN131829_c1_g2_i1	apc2	Chr01	80479519	80479519
TRINITY_DN113192_c0_g1_i1	rps15	Chr01	80522220	80522220
TRINITY_DN131230_c2_g1_i17	dazap1	Chr01	80534503	80534503
TRINITY_DN117502_c1_g2_i1	gamt	Chr01	80577632	80577632
TRINITY_DN116360_c0_g1_i2	ndufs7	Chr01	80590368	80590368
TRINITY_DN119570_c0_g2_i5	mum1	Chr01	80601662	80601662
TRINITY_DN136699_c6_g6_i1	LOC100496389	Chr01	80641296	80641296
TRINITY_DN119653_c0_g2_i1	efna2	Chr01	80820366	80820366
TRINITY_DN131276_c1_g3_i1	c19orf24	Chr01	80980659	80980659
TRINITY_DN133840_c2_g2_i2	cirbp	Chr01	81003945	81003945
TRINITY_DN121132_c3_g5_i3	midn	Chr01	81072619	81072619
TRINITY_DN125103_c0_g3_i4	atp5d	Chr01	81101472	81101472
TRINITY_DN121277_c0_g1_i1	LOC100124991	Chr01	81112251	81112251
TRINITY_DN134891_c1_g1_i2	stk11	Chr01	81121898	81121898
TRINITY_DN134017_c3_g3_i1	cnn1	Chr01	81171220	81171220
TRINITY_DN114091_c0_g2_i3	hmha1	Chr01	81200285	81200285
TRINITY_DN127683_c0_g4_i1	polr2e	Chr01	81249350	81249350
TRINITY_DN129145_c4_g1_i2	LOC779531	Chr01	81263750	81263750
TRINITY_DN95747_c0_g2_i1	Xetrov90001474m	Chr01	81284059	81284059
TRINITY_DN119913_c1_g1_i3	sbno2	Chr01	81314281	81314281
TRINITY_DN127173_c7_g1_i3	tmem259	Chr01	81416115	81416115
TRINITY_DN135958_c0_g1_i1	wdr18	Chr01	81495539	81495539
TRINITY_DN134438_c0_g1_i3	arid3a	Chr01	81529718	81529718
TRINITY_DN131976_c6_g1_i8	r3hdm4	Chr01	81814904	81814904
TRINITY_DN120911_c2_g1_i2	med16	Chr01	81842115	81842115
TRINITY_DN117015_c2_g1_i2	cfd	Chr01	81874550	81874550
TRINITY_DN117328_c0_g1_i1	lppr3	Chr01	81892404	81892404
TRINITY_DN126769_c1_g2_i1	ptbp1	Chr01	81914698	81914698
TRINITY_DN120532_c1_g1_i1	misp-like	Chr01	81977099	81977099
TRINITY_DN104667_c0_g1_i3	palm	Chr01	81998606	81998606
TRINITY_DN125252_c4_g8_i1	pgpep1	Chr01	82082017	82082017
TRINITY_DN122734_c0_g1_i1	LOC101734175	Chr01	82296754	82296754
TRINITY_DN51628_c0_g2_i1	ndufa7-like	Chr01	82316649	82316649
TRINITY_DN135104_c0_g1_i2	kank3	Chr01	82339047	82339047
TRINITY_DN124500_c2_g1_i2	LOC100492505	Chr01	82525693	82525693
TRINITY_DN127129_c2_g3_i1	larp6-like.1	Chr01	82566090	82566090
TRINITY_DN123723_c3_g4_i1	med11	Chr01	82744308	82744308
TRINITY_DN115184_c0_g1_i1	LOC100492669	Chr01	82749838	82749838
TRINITY_DN116745_c0_g1_i1	ndufa11	Chr01	82761107	82761107
TRINITY_DN125267_c4_g1_i3	vmac	Chr01	82768395	82768395
TRINITY_DN125103_c0_g1_i3	caps	Chr01	82777390	82777390
TRINITY_DN120453_c0_g1_i1	LOC100494506-like	Chr01	82847293	82847293
TRINITY_DN123172_c3_g2_i2	rfx2	Chr01	82885486	82885486
TRINITY_DN126629_c0_g1_i1	acsbg2	Chr01	82950824	82950824
TRINITY_DN118578_c0_g2_i2	mllt1	Chr01	82974076	82974076
TRINITY_DN108119_c0_g1_i1	acer1	Chr01	82999836	82999836
TRINITY_DN127313_c0_g2_i1	anp32c	Chr01	83033444	83033444
TRINITY_DN130984_c1_g2_i1	znf414	Chr01	83053518	83053518
TRINITY_DN125712_c6_g4_i1	myo1f	Chr01	83073653	83073653
TRINITY_DN120474_c0_g1_i1	LOC100494822	Chr01	83305454	83305454
TRINITY_DN98815_c0_g1_i1	LOC100495756-like	Chr01	83427263	83427263
TRINITY_DN110479_c0_g1_i1	lingo3-like	Chr01	83536071	83536071
TRINITY_DN103859_c0_g1_i1	amh	Chr01	83615433	83615433
TRINITY_DN114459_c0_g1_i1	sf3a2	Chr01	83626099	83626099
TRINITY_DN135255_c2_g2_i1	mob3a	Chr01	83845067	83845067
TRINITY_DN117149_c0_g2_i1	mknk2	Chr01	83933755	83933755
TRINITY_DN126616_c6_g6_i2	btbd2	Chr01	83969265	83969265
TRINITY_DN129248_c0_g1_i4	arhgef18-like	Chr01	84157660	84157660
TRINITY_DN135869_c0_g2_i2	enc1.2	Chr01	84244041	84244041
TRINITY_DN122364_c3_g4_i2	pex11g	Chr01	84273321	84273321
TRINITY_DN134010_c12_g2_i1	lsm4	Chr01	84349586	84349586
TRINITY_DN123195_c0_g1_i1	jund	Chr01	84460422	84460422
TRINITY_DN119308_c0_g2_i1	pde4c-like	Chr01	84792338	84792338
TRINITY_DN131034_c5_g2_i1	rab3a	Chr01	84848892	84848892
TRINITY_DN120589_c0_g1_i1	mpv17l2	Chr01	84893054	84893054
TRINITY_DN119446_c0_g1_i3	ifi30	Chr01	84909967	84909967
TRINITY_DN133490_c0_g3_i3	mast3-like	Chr01	85017763	85017763
TRINITY_DN97587_c0_g2_i1	gzmh	Chr01	85231096	85231096
TRINITY_DN124961_c0_g1_i1	Xetrov90001598m	Chr01	85273162	85273162
TRINITY_DN93184_c0_g1_i1	LOC100493989	Chr01	85597755	85597755
TRINITY_DN129826_c0_g1_i4	safb	Chr01	85658014	85658014
TRINITY_DN118297_c0_g2_i1	mier2-like	Chr01	86231434	86231434
TRINITY_DN111786_c0_g1_i2	theg-like	Chr01	86248597	86248597
TRINITY_DN124771_c1_g6_i6	c2cd4c	Chr01	86414425	86414425
TRINITY_DN118295_c0_g2_i3	shc2	Chr01	86442298	86442298
TRINITY_DN132225_c0_g1_i2	hiatl1	Chr01	86497680	86497680
TRINITY_DN127351_c3_g3_i1	tpgs1	Chr01	86538887	86538887
TRINITY_DN123011_c1_g2_i1	cdc34	Chr01	86547485	86547485
TRINITY_DN127166_c2_g6_i6	bsg	Chr01	86570587	86570587
TRINITY_DN129884_c4_g1_i1	hcn2	Chr01	86622350	86622350
TRINITY_DN92463_c0_g1_i2	rnf126	Chr01	86710924	86710924
TRINITY_DN117173_c0_g1_i1	fstl3	Chr01	86773131	86773131
TRINITY_DN81136_c0_g1_i1	prtn3-like.2	Chr01	86801295	86801295
TRINITY_DN110955_c0_g1_i1	chchd10	Chr01	86912587	86912587
TRINITY_DN129053_c3_g1_i2	LOC100489128	Chr01	86971965	86971965
TRINITY_DN106476_c0_g1_i1	isyna1	Chr01	87331353	87331353
TRINITY_DN122613_c0_g1_i3	ell	Chr01	87372118	87372118
TRINITY_DN68190_c0_g1_i1	fkbp8	Chr01	87448898	87448898
TRINITY_DN127766_c5_g2_i1	kxd1	Chr01	87476847	87476847
TRINITY_DN101209_c0_g1_i1	uba52	Chr01	87493842	87493842
TRINITY_DN43959_c0_g1_i1	c19orf60-like	Chr01	87500770	87500770
TRINITY_DN120297_c0_g1_i2	crlf1	Chr01	87594384	87594384
TRINITY_DN126428_c0_g1_i1	tmem59l	Chr01	87808570	87808570
TRINITY_DN69868_c0_g1_i1	comp	Chr01	87999172	87999172
TRINITY_DN133709_c7_g5_i1	LOC100486422	Chr01	88142718	88142718
TRINITY_DN131700_c2_g2_i1	LOC100127812	Chr01	88235953	88235953
TRINITY_DN122990_c0_g2_i8	ptpn13	Chr01	88284804	88284804
TRINITY_DN125710_c0_g2_i2	rasgef1b	Chr01	88441809	88441809
TRINITY_DN77294_c0_g2_i1	hnrnpd	Chr01	88619575	88619575
TRINITY_DN72441_c0_g2_i1	hnrnpdl	Chr01	88639820	88639820
TRINITY_DN132473_c0_g3_i1	enoph1	Chr01	88644358	88644358
TRINITY_DN119611_c0_g1_i1	tmem150c	Chr01	88689854	88689854
TRINITY_DN127345_c0_g1_i2	hpse	Chr01	88798881	88798881
TRINITY_DN116211_c0_g1_i1	hsd17b11	Chr01	88820066	88820066
TRINITY_DN130249_c0_g3_i1	Xetrov90001733m	Chr01	88836859	88836859
TRINITY_DN1360_c0_g1_i1	tmprss11f-like	Chr01	88927334	88927334
TRINITY_DN114599_c0_g1_i2	LOC100486844	Chr01	88996962	88996962
TRINITY_DN124667_c1_g2_i1	uba6-like	Chr01	89011589	89011589
TRINITY_DN132314_c2_g7_i2	epha5	Chr01	89503882	89503882
TRINITY_DN131965_c2_g2_i1	LOC100486686	Chr01	89906047	89906047
TRINITY_DN124157_c4_g3_i1	cops4	Chr01	89976352	89976352
TRINITY_DN125100_c0_g2_i2	gsr	Chr01	90037574	90037574
TRINITY_DN130347_c0_g1_i2	LOC100496655	Chr01	90067561	90067561
TRINITY_DN115583_c1_g1_i1	gtf2e2	Chr01	90074196	90074196
TRINITY_DN128955_c5_g1_i1	rbpms	Chr01	90124737	90124737
TRINITY_DN125001_c0_g1_i2	dctn6	Chr01	90311373	90311373
TRINITY_DN127574_c0_g1_i13	chrnb3	Chr01	90332674	90332674
TRINITY_DN114351_c0_g1_i1	LOC100495287	Chr01	90353356	90353356
TRINITY_DN125667_c9_g1_i1	prc1.2	Chr01	90380680	90380680
TRINITY_DN122176_c0_g2_i3	slc26a1	Chr01	90427648	90427648
TRINITY_DN127043_c1_g1_i1	idua	Chr01	90466017	90466017
TRINITY_DN116616_c0_g1_i1	LOC100037859	Chr01	90488416	90488416
TRINITY_DN114057_c0_g1_i1	LOC100487782	Chr01	90567902	90567902
TRINITY_DN133894_c0_g1_i1	dnah6	Chr01	90628976	90628976
TRINITY_DN123217_c1_g3_i1	LOC100489200-like	Chr01	90799468	90799468
TRINITY_DN123217_c0_g2_i1	anxa3	Chr01	90853582	90853582
TRINITY_DN124265_c0_g1_i2	mrpl1	Chr01	91224097	91224097
TRINITY_DN122646_c2_g1_i1	cnot6l	Chr01	91263426	91263426
TRINITY_DN130752_c0_g4_i2	mfhas1	Chr01	91463462	91463462
TRINITY_DN119056_c0_g1_i5	cldn23	Chr01	91515319	91515319
TRINITY_DN123963_c2_g1_i1	lin54	Chr01	91545516	91545516
TRINITY_DN124037_c0_g2_i6	sec31a	Chr01	91624136	91624136
TRINITY_DN125960_c1_g1_i3	helq-like	Chr01	91722512	91722512
TRINITY_DN124603_c0_g1_i4	LOC100485787	Chr01	91817278	91817278
TRINITY_DN97894_c0_g2_i1	nkx6-1	Chr01	92538054	92538054
TRINITY_DN118005_c0_g2_i1	cds1	Chr01	92574911	92574911
TRINITY_DN135097_c0_g3_i1	wdfy3-like	Chr01	92632164	92632164
TRINITY_DN134849_c5_g1_i2	mapk10	Chr01	93296523	93296523
TRINITY_DN131220_c6_g1_i1	LOC100496714	Chr01	93635214	93635214
TRINITY_DN120470_c0_g1_i5	klhl8	Chr01	93707724	93707724
TRINITY_DN136320_c0_g1_i1	Xetrov90001821m	Chr01	93888493	93888493
TRINITY_DN136385_c5_g1_i2	shroom3	Chr01	94253204	94253204
TRINITY_DN135405_c1_g2_i2	sowahb	Chr01	94515141	94515141
TRINITY_DN128678_c1_g3_i2	Sep-11	Chr01	94601841	94601841
TRINITY_DN123581_c0_g1_i2	ccni	Chr01	94789672	94789672
TRINITY_DN127751_c5_g1_i6	ccng2	Chr01	94888895	94888895
TRINITY_DN122426_c0_g1_i3	tdrd7	Chr01	95091536	95091536
TRINITY_DN130997_c0_g1_i1	tmod1-like	Chr01	95145290	95145290
TRINITY_DN116915_c0_g1_i3	tstd2	Chr01	95169014	95169014
TRINITY_DN120034_c0_g1_i2	ncbp1	Chr01	95179418	95179418
TRINITY_DN122874_c0_g2_i4	xpa	Chr01	95208583	95208583
TRINITY_DN116326_c0_g1_i1	foxe1	Chr01	95325677	95325677
TRINITY_DN133473_c0_g7_i11	c9orf156	Chr01	95342010	95342010
TRINITY_DN125833_c0_g1_i2	anp32b	Chr01	95397335	95397335
TRINITY_DN120518_c0_g1_i4	coro2a	Chr01	95440790	95440790
TRINITY_DN117915_c0_g1_i2	kiaa0368	Chr01	95539482	95539482
TRINITY_DN120185_c0_g1_i1	LOC100486893	Chr01	95591053	95591053
TRINITY_DN130807_c0_g3_i3	dnajc25	Chr01	95660054	95660054
TRINITY_DN133256_c3_g3_i1	ugcg	Chr01	95778004	95778004
TRINITY_DN135280_c3_g3_i1	ptbp3	Chr01	95962064	95962064
TRINITY_DN119631_c0_g1_i1	hsdl2	Chr01	96084504	96084504
TRINITY_DN135542_c0_g1_i2	kiaa1958	Chr01	96148157	96148157
TRINITY_DN115720_c0_g1_i1	inip	Chr01	96210940	96210940
TRINITY_DN129629_c1_g1_i1	snx30	Chr01	96226338	96226338
TRINITY_DN128803_c1_g1_i3	LOC100487354	Chr01	96280632	96280632
TRINITY_DN131657_c0_g1_i4	akap2	Chr01	96306508	96306508
TRINITY_DN130699_c6_g2_i2	LOC100487674-like	Chr01	96530150	96530150
TRINITY_DN131885_c2_g5_i1	dcaf10	Chr01	96541650	96541650
TRINITY_DN124365_c0_g1_i1	slc25a51	Chr01	96555155	96555155
TRINITY_DN133501_c1_g1_i1	fbxo10	Chr01	96873203	96873203
TRINITY_DN134750_c8_g2_i1	polr1e	Chr01	96918941	96918941
TRINITY_DN126911_c8_g1_i1	zbtb5	Chr01	96937185	96937185
TRINITY_DN136238_c7_g16_i1	LOC594879	Chr01	96973380	96973380
TRINITY_DN98649_c0_g2_i1	LOC100493491-like	Chr01	96989398	96989398
TRINITY_DN109646_c1_g1_i3	Xetrov90001894m	Chr01	97375445	97375445
TRINITY_DN130709_c2_g1_i1	rnf38	Chr01	97731465	97731465
TRINITY_DN125327_c1_g1_i1	LOC100493056	Chr01	97780944	97780944
TRINITY_DN127375_c0_g1_i1	nans	Chr01	97809488	97809488
TRINITY_DN124637_c0_g1_i2	Xetrov90001904m	Chr01	97840660	97840660
TRINITY_DN127491_c0_g4_i4	gne	Chr01	97909119	97909119
TRINITY_DN152513_c0_g1_i1	pcgf3	Chr01	98517274	98517274
