gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXbrain	PV.XYbrain.XXbrain	FDR.XYbrain.XXbrain	stage 
TRINITY_DN130203_c0_g1_i1	rsph6a	Chr08	49896185	49896185	1.015771079	-2.143752685	0.000840624	0.038807707	Liver
TRINITY_DN130203_c1_g4_i1	steap2	Chr06	20830635	20830635	4.273185914	-3.892542507	0.000395811	0.023156181	Liver
TRINITY_DN130227_c9_g1_i1	zbtb16	Chr07	73537772	73537772	3.165947115	-1.568048473	0.000683753	0.034012133	Liver
TRINITY_DN130246_c2_g6_i3	garnl3	scaffold_19	6272	6272	1.020310728	-3.292566569	0.000226385	0.015833362	Liver
TRINITY_DN130260_c5_g1_i2	ttll13	Chr03	98276660	98276660	2.26088E-05	-6.294012093	8.53449E-07	0.000184623	Liver
TRINITY_DN130386_c0_g1_i2	iqca1	Chr09	54795655	54795655	0.209121464	-3.397665926	0.000274798	0.018258362	Liver
TRINITY_DN130673_c6_g1_i1	foxj1	Chr10	36498914	36498914	0.282665351	-6.701600081	2.3809E-08	9.22798E-06	Liver
TRINITY_DN130699_c6_g2_i2	LOC100487674-like	Chr01	96530150	96530150	7.08941335	1.287702504	8.98742E-05	0.0083601	Liver
TRINITY_DN130953_c3_g3_i1	bdh2-like	Chr01	64083090	64083090	6.979912006	1.244350504	0.000281569	0.018575581	Liver
TRINITY_DN131144_c0_g5_i1	LOC101734295	Chr09	54163500	54163500	7.532099938	1.631961397	3.73081E-05	0.003899322	Liver
TRINITY_DN131199_c3_g10_i1	Xetrov90007307m	Chr03	14435253	14435253	3.066632587	1.450026262	0.000517418	0.027502998	Liver
TRINITY_DN131703_c8_g1_i2	tgfbr3	Chr04	94592917	94592917	3.020480804	1.381243357	0.000692727	0.034093891	Liver
TRINITY_DN131753_c0_g4_i1	ccnb3	Chr08	18281290	18281290	1.972926945	-3.961903163	0.00020987	0.015018564	Liver
TRINITY_DN131896_c3_g1_i2	tst	Chr04	112891642	112891642	7.66095699	1.198937657	0.00025091	0.017036223	Liver
TRINITY_DN132031_c1_g3_i1	LOC100489101	Chr02	62314647	62314647	0.460315689	-6.972944857	2.55398E-08	9.50286E-06	Liver
TRINITY_DN132067_c0_g1_i6	mgc108213	Chr08	69847865	69847865	5.628296105	1.066318432	0.000216677	0.015385733	Liver
TRINITY_DN132116_c2_g6_i3	cpped1	Chr09	28992863	28992863	3.437622361	1.25948434	0.000876134	0.039519394	Liver
TRINITY_DN132129_c0_g1_i2	stau2	Chr06	106370717	106370717	6.260163492	1.440427085	5.85167E-05	0.005729713	Liver
TRINITY_DN132137_c3_g3_i1	cyp27a1-like.2	Chr09	77293187	77293187	7.059761916	1.595241713	5.71892E-06	0.000886624	Liver
TRINITY_DN132176_c6_g1_i1	tle2	Chr01	102359248	102359248	6.49493557	1.496881112	2.24168E-06	0.000401003	Liver
TRINITY_DN132180_c9_g6_i1	gif	Chr07	59567845	59567845	6.460220208	-1.408676642	0.000238287	0.016418833	Liver
TRINITY_DN132253_c2_g15_i1	LOC733726	Chr08	56893245	56893245	0.58475651	3.913725896	0.001106075	0.047437906	Liver
TRINITY_DN132254_c0_g1_i1	dnah7	Chr09	46409992	46409992	2.633630106	-3.975860532	1.05799E-05	0.001468874	Liver
TRINITY_DN132736_c0_g1_i2	LOC100489670	Chr02	46267913	46267913	6.465430217	-1.457264749	9.09483E-07	0.000188	Liver
TRINITY_DN132918_c0_g3_i1	LOC100496417	Chr02	103330730	103330730	1.025992135	-7.684996867	1.17817E-07	3.4248E-05	Liver
TRINITY_DN133407_c1_g3_i7	Xetrov90015733m	Chr06	20899105	20899105	0.603621758	4.472053768	3.3202E-09	1.7158E-06	Liver
TRINITY_DN133435_c0_g5_i1	cyp7b1	Chr06	103350361	103350361	3.511617263	2.404954441	1.08554E-05	0.001482255	Liver
TRINITY_DN133528_c0_g1_i3	ppp1r13l	Chr08	49615703	49615703	4.661011768	-1.486275707	1.6611E-05	0.002033098	Liver
TRINITY_DN133594_c0_g2_i3	tinagl1-like	Chr02	83556229	83556229	7.620840559	-1.44726328	0.000296418	0.019015709	Liver
TRINITY_DN133788_c2_g1_i1	dscr6	Chr02	8624662	8624662	1.693764865	-2.999180533	0.001086232	0.046995972	Liver
TRINITY_DN133894_c0_g1_i1	dnah6	Chr01	90628976	90628976	1.060654747	-3.323400463	1.40379E-05	0.001779301	Liver
TRINITY_DN133981_c1_g3_i3	tnc-like	Chr08	14877160	14877160	2.741033556	-2.280948575	0.000410173	0.023552048	Liver
TRINITY_DN134057_c5_g4_i2	prrt2	scaffold_472	72319	72319	1.16126307	-2.046982218	0.000879436	0.039519394	Liver
TRINITY_DN134134_c0_g1_i2	slc23a3-like	Chr09	77768900	77768900	1.986198757	-3.541383121	0.000714534	0.034701485	Liver
TRINITY_DN134306_c3_g2_i1	ppp1r3b	Chr01	79031762	79031762	2.886531388	-1.74288413	0.000800502	0.037798327	Liver
TRINITY_DN134360_c3_g1_i1	fam195a	Chr09	15799820	15799820	4.315065826	-1.865359717	4.71216E-06	0.000782723	Liver
TRINITY_DN134368_c1_g3_i1	LOC100494547	Chr04	117831522	117831522	3.555217248	-6.850342747	5.91602E-21	1.37577E-17	Liver
TRINITY_DN134398_c2_g2_i2	papss2	Chr07	4751145	4751145	9.691575033	1.684681708	1.3579E-05	0.001754328	Liver
TRINITY_DN134401_c0_g2_i1	cdc42ep1-like	Chr04	112484058	112484058	3.29832758	-1.25060104	0.000877683	0.039519394	Liver
TRINITY_DN134468_c2_g2_i4	slc13a5	Chr02	44609829	44609829	6.635776373	-1.303316841	0.001127753	0.047901177	Liver
TRINITY_DN134476_c5_g4_i1	LOC101731610	scaffold_3121	3981	3981	0.36590132	-2.883610609	0.000601002	0.030219037	Liver
TRINITY_DN134630_c1_g1_i1	acvrl1	Chr02	131803931	131803931	5.08177071	1.212524339	0.00092553	0.040759274	Liver
TRINITY_DN134735_c2_g3_i2	gatm	Chr03	95148390	95148390	10.70881275	1.943672654	0.000911537	0.040585597	Liver
TRINITY_DN134935_c0_g2_i1	LOC100488102	Chr06	61856805	61856805	1.658159951	-4.825384369	5.60631E-11	4.7409E-08	Liver
TRINITY_DN135127_c9_g1_i3	lyg2	Chr02	109194592	109194592	7.36412148	-1.895439281	0.00011605	0.010183976	Liver
TRINITY_DN135488_c0_g3_i1	cdhr3	Chr03	67380021	67380021	-0.057505874	-3.619275801	0.000245053	0.016760897	Liver
TRINITY_DN135535_c0_g1_i2	zp2	Chr09	18845774	18845774	1.748367993	-1.796887998	0.000558646	0.029030856	Liver
TRINITY_DN135638_c10_g1_i1	cep120	Chr01	160685156	160685156	2.460626702	1.475569669	0.000409217	0.023552048	Liver
TRINITY_DN135755_c4_g3_i2	tns4	scaffold_39	951569	951569	2.24524685	-2.190498486	0.000833499	0.038766023	Liver
TRINITY_DN135762_c3_g1_i1	ucma	Chr03	72290170	72290170	3.12670583	-2.184878492	1.0318E-06	0.000204209	Liver
TRINITY_DN135788_c4_g3_i1	lamc2	Chr04	89829149	89829149	0.094724033	-6.446516443	1.81488E-06	0.00033764	Liver
TRINITY_DN135947_c1_g1_i1	LOC100486817-like	scaffold_147	323376	323376	-0.007162163	-4.530469526	0.000122614	0.01056068	Liver
TRINITY_DN136128_c0_g3_i1	slc44a4	Chr08	53942568	53942568	2.691587361	4.114283956	2.88607E-06	0.000497152	Liver
TRINITY_DN136147_c0_g1_i5	LOC100497083	scaffold_587	83389	83389	0.751777211	-2.526764368	9.51945E-05	0.008564584	Liver
TRINITY_DN136241_c3_g1_i3	c11orf54	Chr02	96455516	96455516	4.806760121	1.203381963	0.000142363	0.011719094	Liver
TRINITY_DN136273_c6_g2_i1	padi2	scaffold_1844	5229	5229	-0.017093467	-3.515275891	0.000335153	0.020923473	Liver
TRINITY_DN142998_c0_g1_i1	tfpi2	Chr06	24333768	24333768	3.31586302	-10.08666485	1.88648E-17	2.92467E-14	Liver
TRINITY_DN179282_c0_g1_i1	LOC100494633	Chr04	29593413	29593413	9.472374867	-7.698719051	3.07502E-43	2.86039E-39	Liver
TRINITY_DN179330_c0_g1_i1	Xetrov90014784m	Chr05	118728492	118728492	4.220043354	5.304562581	2.03753E-07	5.12246E-05	Liver
TRINITY_DN193423_c0_g1_i1	mcee	Chr03	87405181	87405181	4.724378992	1.19415006	0.000358894	0.021819843	Liver
TRINITY_DN44500_c0_g1_i1	LOC100496550-like	Chr01	178966251	178966251	4.316737623	1.333427479	9.57554E-05	0.008564584	Liver
TRINITY_DN52067_c0_g1_i1	mri1	Chr03	130097509	130097509	5.009584913	1.066207911	0.000868354	0.039519394	Liver
TRINITY_DN69456_c0_g1_i2	zp4	Chr03	5456771	5456771	0.67411912	-7.245996388	2.10206E-08	8.50147E-06	Liver
TRINITY_DN74428_c0_g1_i1	zpy1	scaffold_143	145642	145642	0.633285542	-4.505228935	8.91952E-07	0.000188	Liver
TRINITY_DN75938_c0_g1_i1	tekt4	Chr09	13412898	13412898	1.027137245	-2.835188242	5.91867E-06	0.000902549	Liver
TRINITY_DN78364_c0_g1_i1	LOC100487003	Chr01	125324459	125324459	0.959447547	-7.562409121	2.62875E-10	1.88097E-07	Liver
TRINITY_DN84774_c0_g1_i1	nuf2	Chr04	98028874	98028874	-0.055096939	-2.656507515	0.001195364	0.04920034	Liver
TRINITY_DN87009_c0_g2_i1	Xetrov90021782m	Chr08	94033061	94033061	1.526956197	-3.456750871	0.001033631	0.044929136	Liver
TRINITY_DN90684_c0_g3_i1	chst8	Chr04	19880030	19880030	0.696465287	-3.273789588	2.96328E-05	0.003321013	Liver
TRINITY_DN93628_c0_g1_i1	wbscr27	Chr02	38053295	38053295	3.756340162	1.518988189	0.000205279	0.015018564	Liver
TRINITY_DN93825_c0_g1_i2	cdx1	Chr03	7371260	7371260	2.719899697	2.894959179	3.5269E-05	0.003770941	Liver
TRINITY_DN95800_c0_g2_i1	jam3	Chr07	49472895	49472895	5.269466809	-1.033082101	0.000169811	0.013567782	Liver
TRINITY_DN96058_c0_g1_i3	LOC101733379	scaffold_606	34875	34875	2.887026765	-3.044308652	1.44552E-08	6.11192E-06	Liver
TRINITY_DN96380_c0_g1_i1	mttp.2	Chr07	50732093	50732093	7.560272988	-4.973404064	9.34878E-16	1.24232E-12	Liver
TRINITY_DN96922_c0_g1_i1	ddc	Chr06	68654441	68654441	6.050113661	1.283684495	3.09903E-05	0.003431811	Liver
TRINITY_DN97559_c0_g1_i1	npm2	Chr03	119223238	119223238	0.897322908	-7.517380406	3.9268E-08	1.40489E-05	Liver
TRINITY_DN98815_c0_g1_i1	LOC100495756-like	Chr01	83427263	83427263	0.311108048	-4.937346439	4.81416E-06	0.000785637	Liver
TRINITY_DN99366_c0_g2_i1	ppp1r3c.2	Chr03	119934945	119934945	3.57400833	-1.338255973	0.000390537	0.023156181	Liver
TRINITY_DN100108_c0_g1_i1	gapdh	Chr07	1685766	1685766	4.176441259	-7.083095305	9.69498E-10	5.32222E-09	Gonad
TRINITY_DN100287_c0_g2_i1	inmt	Chr07	73890622	73890622	4.131769368	2.562573751	5.09971E-07	1.92714E-06	Gonad
TRINITY_DN100418_c0_g1_i1	clec2d	Chr07	2179298	2179298	1.01229405	1.881867616	0.005465203	0.010627077	Gonad
TRINITY_DN100638_c0_g2_i1	srp54	Chr08	89146521	89146521	8.041681311	-1.097347853	5.26499E-08	2.26058E-07	Gonad
TRINITY_DN100830_c0_g1_i2	LOC101733955	Chr03	85276942	85276942	2.17035455	3.391299944	1.60504E-10	9.64624E-10	Gonad
TRINITY_DN100835_c0_g1_i1	Xetrov90013145m	Chr05	14816595	14816595	5.740796551	6.617138247	4.84031E-37	2.10512E-35	Gonad
TRINITY_DN101042_c0_g2_i1	clpx	Chr03	117918294	117918294	5.137187342	-1.460496609	2.95118E-06	9.9192E-06	Gonad
TRINITY_DN101047_c0_g1_i2	LOC100485326	Chr08	96020909	96020909	5.928330902	-2.711345061	4.7901E-24	1.02616E-22	Gonad
TRINITY_DN101072_c0_g2_i2	spdyc	Chr04	38584858	38584858	10.5399032	-5.692631284	2.56643E-49	1.73794E-47	Gonad
TRINITY_DN101150_c0_g2_i1	esrra	Chr04	39939444	39939444	5.408418808	-1.815848036	1.52303E-09	8.18717E-09	Gonad
TRINITY_DN101193_c0_g1_i1	LOC100489217-like	Chr10	20091650	20091650	1.135841166	-1.866130365	0.001570195	0.003403495	Gonad
TRINITY_DN101232_c0_g1_i1	scn3b	Chr07	54900494	54900494	1.819829756	3.390155818	1.58803E-08	7.41473E-08	Gonad
TRINITY_DN101247_c0_g3_i1	chst7	Chr02	111324143	111324143	3.192329212	1.268417414	0.00235685	0.004931691	Gonad
TRINITY_DN101361_c0_g1_i2	cyp46a1-like.1	Chr08	65160881	65160881	3.269598348	1.53788299	0.001131883	0.002520014	Gonad
TRINITY_DN101369_c0_g1_i1	kbtbd8	scaffold_16	903489	903489	1.809342049	-3.099140355	3.2843E-06	1.09622E-05	Gonad
TRINITY_DN101457_c0_g1_i1	asnsd1-like	Chr09	39386717	39386717	8.0364387	-1.80638945	1.19075E-17	1.52033E-16	Gonad
TRINITY_DN101542_c0_g1_i1	rps6kb1	Chr02	87418446	87418446	7.673786364	-1.09050319	2.25241E-07	8.90199E-07	Gonad
TRINITY_DN101728_c0_g2_i1	lrrc20	Chr07	32617150	32617150	3.472271122	1.552012257	0.00090371	0.002044492	Gonad
TRINITY_DN101751_c0_g1_i1	ssna1	Chr08	103347	103347	6.760400249	-1.478356965	1.31488E-09	7.1252E-09	Gonad
TRINITY_DN101809_c0_g1_i2	LOC101732244	Chr05	59159234	59159234	4.510961291	2.369472058	3.33499E-14	3.02336E-13	Gonad
TRINITY_DN101833_c0_g1_i1	ier2	Chr03	129491240	129491240	6.890617576	-2.505274453	6.76803E-16	7.29588E-15	Gonad
TRINITY_DN101895_c0_g1_i1	LOC100498557	scaffold_2562	2638	2638	2.232249229	2.026877288	0.001066182	0.002381094	Gonad
TRINITY_DN101903_c0_g2_i2	rnft1	Chr02	87452051	87452051	6.135456385	-1.705858882	5.46309E-11	3.50653E-10	Gonad
TRINITY_DN102026_c0_g1_i2	gjb7	Chr05	87154347	87154347	1.31983323	1.224734441	0.026478149	0.043862178	Gonad
TRINITY_DN102065_c0_g1_i1	uck2	Chr04	108945411	108945411	8.395928553	-1.805284832	1.10234E-17	1.4115E-16	Gonad
TRINITY_DN102094_c0_g3_i1	neurod6	Chr06	26805528	26805528	0.11960549	-4.92713001	1.62481E-07	6.5212E-07	Gonad
TRINITY_DN102162_c0_g1_i1	LOC100486925-like	Chr09	18751230	18751230	7.143806129	-1.828656515	4.03254E-14	3.62965E-13	Gonad
TRINITY_DN102252_c0_g2_i1	ccdc39	Chr05	95583263	95583263	2.537763935	3.28239689	7.09482E-09	3.48693E-08	Gonad
TRINITY_DN102500_c0_g1_i1	ror2	Chr01	126678883	126678883	3.756822539	2.102852161	3.13496E-06	1.04915E-05	Gonad
TRINITY_DN103150_c0_g1_i1	mmp23b	Chr07	70923653	70923653	3.394612752	1.289035482	0.014914674	0.026286298	Gonad
TRINITY_DN103196_c0_g1_i2	mrpl41	scaffold_480	103706	103706	6.552560428	-1.135607608	0.000121859	0.000323567	Gonad
TRINITY_DN103526_c0_g1_i1	rgs9bp	Chr10	16566157	16566157	4.39290245	-2.408294027	1.58314E-10	9.53663E-10	Gonad
TRINITY_DN103544_c0_g1_i2	parp16-like	Chr03	117692116	117692116	1.407161594	1.510931468	0.002976748	0.0061034	Gonad
TRINITY_DN103565_c0_g4_i1	thap5	Chr03	56033628	56033628	7.625129136	-1.811891824	1.40366E-13	1.18024E-12	Gonad
TRINITY_DN103567_c0_g1_i1	lasp1	Chr10	3688057	3688057	7.505792624	-1.411402439	5.41405E-13	4.28117E-12	Gonad
TRINITY_DN103615_c0_g1_i1	gstt1-like.1	Chr01	144513755	144513755	7.072378402	1.8115736	4.33228E-08	1.88092E-07	Gonad
TRINITY_DN103621_c0_g1_i2	parpbp	Chr03	39656922	39656922	6.745050091	-1.546237561	4.3452E-05	0.000123432	Gonad
TRINITY_DN103622_c0_g3_i3	rcor2	Chr04	40885768	40885768	6.333301336	-2.486672771	9.24351E-22	1.63054E-20	Gonad
TRINITY_DN103630_c0_g1_i1	aip	scaffold_27	66964	66964	6.798074415	1.153864463	1.25771E-07	5.12945E-07	Gonad
TRINITY_DN103637_c0_g3_i1	tcf19	Chr08	52757611	52757611	7.07173218	-2.871598199	1.09752E-36	4.67257E-35	Gonad
TRINITY_DN103653_c0_g1_i1	gpr22	Chr03	66920676	66920676	1.279257459	-4.269487245	3.0262E-07	1.17621E-06	Gonad
TRINITY_DN103657_c0_g2_i2	LOC100485411	scaffold_4959	981	981	2.881713655	2.692295576	2.45063E-07	9.63257E-07	Gonad
TRINITY_DN103698_c0_g1_i1	kctd15	Chr04	19757914	19757914	0.667928834	2.328165487	0.000609402	0.001434306	Gonad
TRINITY_DN103704_c0_g1_i1	LOC594890	Chr08	106161888	106161888	1.485384441	-1.607456374	0.007525615	0.014195824	Gonad
TRINITY_DN103783_c0_g1_i1	fam175a	Chr01	123992821	123992821	6.082612899	-1.055619716	4.58173E-05	0.000129749	Gonad
TRINITY_DN103830_c0_g1_i1	tppp3	Chr04	51907928	51907928	2.24337886	2.570578712	3.95301E-05	0.000113087	Gonad
TRINITY_DN103838_c0_g1_i1	kpna7	Chr09	38771710	38771710	8.589768214	-6.308751802	9.8696E-113	3.3195E-110	Gonad
TRINITY_DN103855_c0_g1_i1	osr2	Chr06	113922956	113922956	4.406100098	6.425228911	4.25889E-33	1.54022E-31	Gonad
TRINITY_DN103859_c0_g1_i1	amh	Chr01	83615433	83615433	6.768588326	3.539688564	3.65044E-13	2.93489E-12	Gonad
TRINITY_DN103882_c0_g1_i1	josd2	Chr04	117842261	117842261	5.783460989	-1.151719093	0.000369282	0.000900231	Gonad
TRINITY_DN103912_c0_g1_i1	ppp1r14c	Chr05	39489099	39489099	6.243060292	-1.769454369	2.36244E-05	6.96989E-05	Gonad
TRINITY_DN103926_c0_g2_i1	chst1	Chr04	5762341	5762341	0.541005353	5.777271342	6.40838E-11	4.04939E-10	Gonad
TRINITY_DN104027_c0_g1_i1	LOC100127579	Chr10	36243271	36243271	0.609612316	4.045899471	1.68901E-09	9.02176E-09	Gonad
TRINITY_DN104136_c0_g1_i1	not	Chr01	10478571	10478571	1.999636919	-3.336547703	1.47721E-09	7.95362E-09	Gonad
TRINITY_DN104155_c0_g1_i1	znhit1	Chr03	136889253	136889253	4.248427946	1.986305539	1.50749E-06	5.29616E-06	Gonad
TRINITY_DN104173_c0_g1_i1	efs	Chr01	127517336	127517336	5.579172326	1.937411016	7.54527E-13	5.89712E-12	Gonad
TRINITY_DN104436_c0_g1_i1	ccm2	Chr06	4939212	4939212	2.286698416	1.744530027	0.001901442	0.004062153	Gonad
TRINITY_DN104464_c0_g1_i1	fam57a	Chr02	92704574	92704574	2.953393363	1.26791485	0.008109083	0.0151829	Gonad
TRINITY_DN104496_c0_g2_i1	LOC100498003	Chr03	22984987	22984987	2.177743886	-4.98068884	7.25315E-16	7.79386E-15	Gonad
TRINITY_DN104667_c0_g1_i3	palm	Chr01	81998606	81998606	5.045652291	2.765300804	4.85977E-18	6.3931E-17	Gonad
TRINITY_DN104721_c0_g1_i1	LOC100036725	Chr07	964038	964038	0.895780956	3.766217681	3.77095E-08	1.65646E-07	Gonad
TRINITY_DN104740_c0_g1_i2	pdcd6	Chr06	38397611	38397611	6.143924104	-2.068995665	1.3259E-14	1.26092E-13	Gonad
TRINITY_DN104751_c0_g1_i2	use1	Chr01	99717791	99717791	6.208309098	-2.102892187	1.00455E-14	9.73672E-14	Gonad
TRINITY_DN104783_c1_g1_i1	itgb2	Chr09	50370563	50370563	4.954034159	2.551664104	1.22983E-07	5.02998E-07	Gonad
TRINITY_DN104801_c0_g1_i1	desi1	Chr04	103997688	103997688	5.438474126	1.699351185	6.28816E-07	2.33951E-06	Gonad
TRINITY_DN104838_c0_g1_i1	c10orf118-like	scaffold_132	281820	281820	3.307956659	-1.598327857	0.000905157	0.002047306	Gonad
TRINITY_DN104874_c0_g2_i2	galnt11	Chr06	7010004	7010004	6.749231916	1.087961889	1.72313E-05	5.19308E-05	Gonad
TRINITY_DN105039_c0_g1_i1	cdkn1a	Chr02	67900893	67900893	3.909869707	2.599896957	6.40137E-09	3.16617E-08	Gonad
TRINITY_DN105042_c0_g2_i1	pof1b	Chr08	41962240	41962240	3.813464987	3.961334042	9.58924E-20	1.45546E-18	Gonad
TRINITY_DN105227_c0_g1_i1	higd1b	Chr10	13607422	13607422	0.850244432	2.103096802	0.000662027	0.001545244	Gonad
TRINITY_DN105250_c0_g1_i2	pdzd11	Chr08	17767156	17767156	7.113709502	2.817536518	1.6612E-26	4.17993E-25	Gonad
TRINITY_DN105353_c0_g2_i2	ccdc135	Chr04	28065592	28065592	2.526993996	2.508475639	5.9943E-08	2.552E-07	Gonad
TRINITY_DN105372_c0_g2_i1	fam129b	Chr08	12056448	12056448	4.932542549	1.125912768	0.005938606	0.011465851	Gonad
TRINITY_DN105413_c0_g1_i1	bloc1s1	Chr02	133827050	133827050	7.457540565	-1.225059861	8.04475E-07	2.94619E-06	Gonad
TRINITY_DN105438_c0_g1_i1	LOC100492550	Chr01	98813361	98813361	3.608340821	7.709107826	9.42022E-28	2.56199E-26	Gonad
TRINITY_DN105440_c0_g1_i1	kcnq1-like	Chr04	15895945	15895945	5.469017669	-2.018932356	6.29996E-11	3.99287E-10	Gonad
TRINITY_DN105453_c0_g1_i1	rnf7	Chr05	125903385	125903385	8.668352468	-1.52365599	3.09663E-08	1.37704E-07	Gonad
TRINITY_DN105481_c1_g1_i1	ercc3	scaffold_33	1195941	1195941	5.439938064	1.119555432	0.002945254	0.0060469	Gonad
TRINITY_DN105578_c0_g1_i1	ipmk	Chr07	7302223	7302223	3.357975962	-1.943999777	1.45461E-05	4.42744E-05	Gonad
TRINITY_DN105601_c0_g1_i1	exd2	Chr08	89479970	89479970	8.483551663	-4.360854376	1.91396E-71	2.54103E-69	Gonad
TRINITY_DN105618_c0_g1_i1	Xetrov90015954m	Chr06	35027336	35027336	0.108556868	-2.600959176	0.000472534	0.001130363	Gonad
TRINITY_DN105624_c0_g1_i1	mkrn3	Chr02	77298584	77298584	8.011926961	-11.44502245	4.6636E-113	1.6226E-110	Gonad
TRINITY_DN105647_c0_g2_i1	ccnb1	Chr01	173679416	173679416	9.498639717	-11.16436061	2.1193E-141	1.944E-138	Gonad
TRINITY_DN105687_c0_g2_i1	LOC100498263	Chr08	19459739	19459739	8.220925915	8.277590882	3.56001E-67	3.86242E-65	Gonad
TRINITY_DN105721_c0_g1_i1	ca3	Chr06	110349520	110349520	1.739581407	1.39011752	0.005085297	0.009943924	Gonad
TRINITY_DN105850_c0_g2_i1	fchsd1	Chr03	18720123	18720123	6.307671061	-1.991259316	2.65209E-18	3.58227E-17	Gonad
TRINITY_DN105901_c0_g1_i1	neurog2	Chr01	59432047	59432047	0.110406378	1.941481014	0.006372553	0.012205592	Gonad
TRINITY_DN105940_c0_g1_i2	LOC100486956-like.1	Chr04	14163381	14163381	3.753120618	-1.059169671	0.004412798	0.008745851	Gonad
TRINITY_DN105985_c0_g1_i1	LOC101731777	Chr10	374422	374422	0.884443268	4.752506309	1.36764E-10	8.34307E-10	Gonad
TRINITY_DN106065_c0_g1_i2	slc30a5	Chr01	173689269	173689269	7.392549709	-1.367366814	3.01192E-12	2.2215E-11	Gonad
TRINITY_DN106090_c0_g2_i1	mrps36	Chr05	63122423	63122423	7.012230395	-1.201493044	6.24498E-05	0.00017397	Gonad
TRINITY_DN106100_c0_g2_i1	otud7a-like	Chr03	86979374	86979374	1.951947863	1.777928559	0.000211317	0.000538297	Gonad
TRINITY_DN106138_c0_g2_i1	Xetrov90002104m	Chr01	107767715	107767715	2.425401432	2.960516399	1.61907E-09	8.66655E-09	Gonad
TRINITY_DN106256_c0_g3_i3	acmsd-like	Chr09	79125160	79125160	1.42830474	2.107501176	0.010170582	0.018621154	Gonad
TRINITY_DN106354_c0_g2_i1	grip2	Chr04	122293021	122293021	0.998765041	2.386821198	0.00018837	0.000484365	Gonad
TRINITY_DN106366_c0_g5_i1	klf2	Chr01	100271353	100271353	6.942358258	-4.792162677	1.1683E-50	8.42013E-49	Gonad
TRINITY_DN106368_c0_g2_i1	aplnr	Chr01	131383517	131383517	3.113464275	3.392316946	0.000136642	0.000359415	Gonad
TRINITY_DN106464_c0_g2_i1	Xetrov90018212m	Chr07	50883831	50883831	2.210621242	-2.055529867	6.4935E-05	0.000180295	Gonad
TRINITY_DN106476_c0_g1_i1	isyna1	Chr01	87331353	87331353	6.824976914	1.525600979	3.5127E-09	1.78915E-08	Gonad
TRINITY_DN106492_c0_g1_i4	chst11	Chr03	40488991	40488991	2.623726315	3.2697447	4.26253E-11	2.78361E-10	Gonad
TRINITY_DN106620_c0_g1_i1	prickle1	Chr03	55250903	55250903	6.751188646	-2.662835718	1.42391E-30	4.53225E-29	Gonad
TRINITY_DN106674_c0_g1_i1	rplp0	Chr01	143013157	143013157	3.761924165	-4.355981392	9.77929E-06	3.0389E-05	Gonad
TRINITY_DN106770_c0_g1_i1	clmp	Chr07	54568743	54568743	0.550492933	3.978544042	2.71317E-07	1.0619E-06	Gonad
TRINITY_DN106792_c0_g3_i1	LOC100498620	Chr04	127594386	127594386	3.679317699	7.379069864	1.16975E-29	3.55506E-28	Gonad
TRINITY_DN106923_c0_g1_i1	fbxl12	Chr03	125633549	125633549	2.640695645	-2.025513092	3.33999E-05	9.68258E-05	Gonad
TRINITY_DN106942_c0_g1_i1	pcgf2	Chr10	4436049	4436049	4.781361133	-1.514048452	6.11214E-07	2.28413E-06	Gonad
TRINITY_DN107055_c0_g1_i1	chst3	Chr07	51063949	51063949	0.635705557	4.351962872	2.94201E-08	1.31524E-07	Gonad
TRINITY_DN107214_c0_g1_i1	morn5	Chr08	16207588	16207588	4.204621631	2.361769571	1.57037E-11	1.07279E-10	Gonad
TRINITY_DN107229_c0_g1_i1	LOC100489679	Chr03	17522373	17522373	4.254181855	-3.829828432	2.85822E-06	9.61315E-06	Gonad
TRINITY_DN107308_c0_g1_i1	LOC549067	Chr09	36972293	36972293	5.412082327	-1.24177898	5.99758E-05	0.000167355	Gonad
TRINITY_DN107374_c0_g2_i1	b3gnt5	Chr05	98244680	98244680	4.82648869	-2.344459065	3.97659E-15	4.00837E-14	Gonad
TRINITY_DN107447_c0_g1_i1	qrfpr	Chr01	62153419	62153419	0.237833994	-2.372723531	0.000739061	0.001704096	Gonad
TRINITY_DN107450_c0_g3_i2	c2orf44	Chr05	141414975	141414975	5.790286519	-2.698290497	1.17068E-23	2.42053E-22	Gonad
TRINITY_DN107472_c0_g1_i1	spred1	Chr08	90520636	90520636	3.628151069	2.567456996	4.87491E-09	2.43987E-08	Gonad
TRINITY_DN107473_c0_g2_i2	avpr2	Chr08	12415792	12415792	3.554456825	-1.896780516	0.000947691	0.002137759	Gonad
TRINITY_DN107530_c1_g1_i1	lmnb1	Chr01	159727673	159727673	8.646521784	-1.418271118	2.26472E-08	1.03118E-07	Gonad
TRINITY_DN107632_c0_g1_i1	tex12	Chr07	74053815	74053815	5.212621462	3.563606441	4.39351E-19	6.27023E-18	Gonad
TRINITY_DN107659_c0_g1_i1	c19orf66	Chr03	126350905	126350905	7.105414905	3.926353072	4.41448E-32	1.53066E-30	Gonad
TRINITY_DN107696_c0_g1_i4	ctnnal1	Chr06	61288653	61288653	6.35406958	-2.053251758	5.64286E-18	7.40396E-17	Gonad
TRINITY_DN107740_c0_g1_i1	appbp2	Chr02	88860435	88860435	6.00020747	-2.334885423	7.93748E-22	1.41251E-20	Gonad
