gid	gname	chr	logFC.XY43.XX43	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN117792_c0_g3_i2	NA	NA	-0.768022034	0.339793993	G43_F_mean	unbias	0.1187	0.1747	1.4716	G43
TRINITY_DN117864_c0_g1_i1	prss12-like	Chr01	0.305779235	0.20759163	Brain_mean	unbias	0.0829	0.0944	1.1394	G43
TRINITY_DN117870_c0_g2_i1	Xetrov90030747m	scaffold_857	-0.11130737	0.162520691	G27_mean	unbias	0.0655	0.101	1.5429	G43
TRINITY_DN117886_c0_g1_i1	kng1	Chr05	0.195264086	0.189720869	Brain_mean	unbias	0.0304	0.0411	1.3528	G43
TRINITY_DN117897_c2_g4_i3	NA	NA	0.478673893	0.262812417	Liver_mean	unbias	0.055	0.067	1.2177	G43
TRINITY_DN117898_c0_g1_i3	NA	NA	-0.372411685	0.369988592	Ovary_mean	unbias	0.1228	0.175	1.4251	G43
TRINITY_DN117915_c0_g1_i2	NA	NA	0.067876946	0.20917742	Ovary_mean	unbias	0.0616	0.0862	1.3993	G43
TRINITY_DN117988_c0_g1_i1	LOC100494841-like	Chr01	-0.042224838	0.284541843	G23_mean	unbias	0.136	0.2466	1.8132	G43
TRINITY_DN117995_c0_g2_i1	NA	NA	-0.740830616	0.115402469	Ovary_mean	unbias	0.1146	0.1713	1.4949	G43
TRINITY_DN118002_c0_g1_i1	NA	NA	-0.162753619	0.328537518	Brain_mean	unbias	0.0352	0.0366	1.0411	G43
TRINITY_DN118042_c1_g2_i8	NA	NA	-0.37883944	0.253153777	Ovary_mean	unbias	0.0722	0.1173	1.625	G43
TRINITY_DN118058_c0_g1_i2	NA	NA	-0.228664223	0.175310783	G43_F_mean	unbias	0.06	0.0862	1.4371	G43
TRINITY_DN118066_c2_g2_i2	prdx5	Chr04	0.861922265	0.308423388	Brain_mean	unbias	0.0263	0.0499	1.9001	G43
TRINITY_DN118126_c0_g1_i1	Xetrov90015855m	Chr06	-0.260393548	0.156935586	G23_mean	unbias	0.1159	0.1654	1.4273	G43
TRINITY_DN118145_c0_g4_i1	NA	NA	-0.250358782	0.301250224	Testis_mean	unbias	0.1297	0.189	1.4574	G43
TRINITY_DN118183_c1_g1_i5	NA	NA	-0.288100374	0.189564357	Brain_mean	unbias	0.1085	0.1227	1.1305	G43
TRINITY_DN118234_c0_g1_i1	bzw1	Chr09	-0.151081801	0.152185374	Brain_mean	unbias	0.1301	0.1888	1.451	G43
TRINITY_DN118294_c0_g1_i2	adam7	Chr03	1.255122972	0.299215266	G43_M_mean	unbias	0.053	0.1012	1.9102	G43
TRINITY_DN118313_c2_g5_i1	NA	NA	-0.203985834	0.220318283	Ovary_mean	unbias	0.1484	0.2222	1.4973	G43
TRINITY_DN118355_c0_g1_i1	NA	NA	0.331876274	0.262207327	G43_M_mean	unbias	0.2854	0.5228	1.8318	G43
TRINITY_DN118364_c0_g1_i1	NA	NA	-0.155163342	0.436325087	Brain_mean	unbias	0.1036	0.1415	1.366	G43
TRINITY_DN118386_c0_g1_i6	NA	NA	0.641865108	0.257284009	G43_M_mean	unbias	0.0396	0.0404	1.0223	G43
TRINITY_DN118408_c0_g2_i1	NA	NA	0.194818825	0.120295216	Brain_mean	unbias	0.083	0.1485	1.7888	G43
TRINITY_DN118421_c0_g1_i2	NA	NA	-0.332501808	0.081490054	G27_mean	unbias	0.0367	0.0269	0.7331	G43
TRINITY_DN118429_c0_g1_i1	NA	NA	0.631205545	0.397416288	G43_M_mean	unbias	0.0785	0.1086	1.3828	G43
TRINITY_DN118448_c1_g1_i4	NA	NA	-0.522699374	0.134602686	Testis_mean	unbias	0.0637	0.093	1.46	G43
TRINITY_DN118484_c0_g1_i1	NA	NA	0.407435852	0.310340154	G23_mean	unbias	0.1081	0.1845	1.7063	G43
TRINITY_DN118510_c0_g1_i3	NA	NA	-0.289019254	0.110726619	G27_mean	unbias	0.0319	0.0301	0.9446	G43
TRINITY_DN118539_c1_g1_i1	NA	NA	-0.33881903	0.372857543	Ovary_mean	unbias	0.0389	0.0533	1.3678	G43
TRINITY_DN118563_c0_g1_i1	NA	NA	0.176878156	0.603438442	Brain_mean	unbias	0.0361	0.0399	1.1037	G43
TRINITY_DN118578_c0_g2_i2	NA	NA	-0.044447995	0.339084729	Ovary_mean	unbias	0.054	0.0776	1.4383	G43
TRINITY_DN118653_c0_g2_i2	NA	NA	-0.221065554	0.111849722	Brain_mean	unbias	0.001	0.001	0.9858	G43
TRINITY_DN118658_c0_g1_i1	NA	NA	-0.14855959	0.09479014	G43_M_mean	unbias	0.073	0.0952	1.3037	G43
TRINITY_DN118667_c1_g1_i2	NA	NA	0.086155694	0.351294902	Ovary_mean	unbias	0.0603	0.0422	0.6995	G43
TRINITY_DN118679_c0_g3_i1	NA	NA	-0.089813422	0.215473685	Testis_mean	unbias	0.0716	0.0753	1.0513	G43
TRINITY_DN118686_c0_g1_i1	mapk14	Chr02	0.275079626	0.526955359	Ovary_mean	unbias	0.0705	0.1254	1.777	G43
TRINITY_DN118700_c1_g1_i2	NA	NA	0.057215976	0.155038915	G23_mean	unbias	0.0165	0.0172	1.0427	G43
TRINITY_DN118790_c0_g2_i1	NA	NA	-0.015043529	0.726872006	Brain_mean	unbias	0.0865	0.0699	0.8073	G43
TRINITY_DN118801_c0_g1_i2	Xetrov90012173m	Chr04	-0.471597335	0.097025383	G27_mean	unbias	0.0469	0.0881	1.8795	G43
TRINITY_DN118854_c0_g1_i1	NA	NA	-0.398786872	0.195083212	G27_mean	unbias	0.0147	0.0179	1.2165	G43
TRINITY_DN118912_c1_g1_i1	NA	NA	0.19086222	0.332235414	Ovary_mean	unbias	0.0447	0.0829	1.8547	G43
TRINITY_DN118947_c0_g1_i5	NA	NA	-0.133355357	0.291492044	G43_M_mean	unbias	0.0692	0.1204	1.7398	G43
TRINITY_DN118970_c0_g1_i2	NA	NA	0.822516172	0.407670596	G23_mean	unbias	0.0246	0.0432	1.7546	G43
TRINITY_DN118977_c1_g1_i4	ido1	Chr03	-0.012967493	0.173069337	G23_mean	unbias	0.0881	0.165	1.8738	G43
TRINITY_DN118986_c0_g1_i1	NA	NA	0.375285902	0.154421874	Brain_mean	unbias	0.0439	0.0751	1.7108	G43
TRINITY_DN118987_c0_g1_i1	NA	NA	-0.365229972	0.230332669	Ovary_mean	unbias	0.1091	0.1336	1.2244	G43
TRINITY_DN118997_c0_g1_i2	NA	NA	-0.094865312	0.231352493	G23_mean	unbias	0.001	0.0007	0.6742	G43
TRINITY_DN119019_c0_g1_i2	NA	NA	-0.085763399	0.227018781	G23_mean	unbias	0.1057	0.185	1.7505	G43
TRINITY_DN119053_c0_g1_i1	NA	NA	-0.213811417	0.2555594	Ovary_mean	unbias	0.049	0.0703	1.4356	G43
TRINITY_DN119082_c0_g1_i2	NA	NA	-0.357139828	0.329502624	Brain_mean	unbias	0.1225	0.1573	1.2843	G43
TRINITY_DN119178_c0_g1_i1	NA	NA	-0.187772313	0.427049867	G43_F_mean	unbias	0.0492	0.0728	1.4804	G43
TRINITY_DN119242_c0_g1_i2	kifap3	Chr04	-0.211507739	0.272356386	Ovary_mean	unbias	0.1016	0.1239	1.2196	G43
TRINITY_DN119268_c0_g2_i1	NA	NA	-0.19525065	0.102547561	G27_mean	unbias	0.0364	0.0596	1.6347	G43
TRINITY_DN119347_c0_g1_i2	znf592	Chr03	-0.056289101	0.452990917	Ovary_mean	unbias	0.0738	0.1231	1.667	G43
TRINITY_DN119348_c0_g2_i1	NA	NA	0.561190867	0.285119503	Testis_mean	unbias	0.0636	0.0602	0.9478	G43
TRINITY_DN119368_c0_g1_i2	NA	NA	0.128306941	0.326823681	G43_M_mean	unbias	0.0817	0.1196	1.4634	G43
TRINITY_DN119386_c0_g1_i2	NA	NA	-0.075038975	0.27569853	G23_mean	unbias	0.085	0.0745	0.8759	G43
TRINITY_DN119393_c0_g1_i1	NA	NA	0.574567494	0.464934633	G23_mean	unbias	0.0751	0.1341	1.7851	G43
TRINITY_DN119443_c0_g1_i1	NA	NA	0.109399831	0.099901726	G23_mean	unbias	0.0345	0.044	1.2736	G43
TRINITY_DN119489_c0_g3_i1	NA	NA	0.145452378	0.107471807	Brain_mean	unbias	0.0845	0.1566	1.8523	G43
TRINITY_DN119519_c0_g1_i2	NA	NA	-0.157642459	0.295954116	G43_M_mean	unbias	0.0387	0.0688	1.779	G43
TRINITY_DN119534_c0_g3_i1	Xetrov90001129m	Chr01	-0.035116934	0.090138079	G23_mean	unbias	0.071	0.0547	0.7705	G43
TRINITY_DN119538_c0_g1_i1	erf	Chr07	-0.067714471	0.183113216	Brain_mean	unbias	0.0296	0.0328	1.1105	G43
TRINITY_DN119549_c0_g1_i1	NA	NA	0.018427895	0.179758579	Ovary_mean	unbias	0.0631	0.0827	1.3108	G43
TRINITY_DN119585_c0_g1_i1	pes1	Chr01	-0.288711982	0.615749981	Brain_mean	unbias	0.0211	0.0356	1.684	G43
TRINITY_DN119590_c0_g4_i1	tor1b	Chr08	-0.271787959	0.557581787	Brain_mean	unbias	0.0596	0.0593	0.9956	G43
TRINITY_DN119599_c0_g1_i2	LOC100490663	Chr08	0.255590947	0.202671303	G23_mean	unbias	0.0915	0.1463	1.5985	G43
TRINITY_DN119605_c0_g2_i2	NA	NA	0.817870602	0.341397302	Ovary_mean	unbias	0.0758	0.0904	1.1917	G43
TRINITY_DN119611_c0_g1_i1	os9-like	Chr02	0.599319202	0.633323006	Brain_mean	unbias	0.0758	0.1117	1.4747	G43
TRINITY_DN119613_c0_g2_i1	slc2a10	Chr10	0.187976625	0.273691361	Ovary_mean	unbias	0.0509	0.0908	1.7846	G43
TRINITY_DN119648_c0_g1_i3	NA	NA	-0.356062923	0.270929887	Testis_mean	unbias	0.1508	0.1898	1.2582	G43
TRINITY_DN119766_c0_g1_i1	NA	NA	-0.472926234	0.254615183	Ovary_mean	unbias	0.0688	0.0907	1.3183	G43
TRINITY_DN119772_c0_g2_i1	NA	NA	0.117453278	0.332447015	Brain_mean	unbias	0.1076	0.1828	1.6993	G43
TRINITY_DN119786_c0_g2_i3	NA	NA	-0.171315322	0.190882808	Ovary_mean	unbias	0.0056	0.0084	1.5031	G43
TRINITY_DN119788_c0_g1_i2	cdh23-like.1	Chr07	-0.421322774	0.143206915	Liver_mean	unbias	0.9947	1.1985	1.205	G43
TRINITY_DN119804_c0_g1_i1	rrp9	Chr04	-0.130162796	0.200295036	Ovary_mean	unbias	0.0188	0.0309	1.6437	G43
TRINITY_DN119829_c0_g1_i1	znf644	Chr04	0.399804712	0.409975273	Liver_mean	unbias	0.0684	0.0986	1.4422	G43
TRINITY_DN119848_c2_g3_i3	NA	NA	-0.277298179	0.618551123	Brain_mean	unbias	0.0521	0.0761	1.4605	G43
TRINITY_DN119866_c0_g1_i1	NA	NA	0.196171521	0.607609404	G27_mean	unbias	0.0609	0.0889	1.4606	G43
TRINITY_DN119978_c0_g1_i1	aimp1	Chr01	0.218710107	0.166625558	Ovary_mean	unbias	0.0567	0.0669	1.1803	G43
TRINITY_DN119992_c0_g1_i3	NA	NA	-0.293838034	0.514326496	Ovary_mean	unbias	0.1133	0.1534	1.3549	G43
TRINITY_DN120005_c0_g1_i1	NA	NA	-0.161564847	0.153417234	Ovary_mean	unbias	0.0539	0.0865	1.6041	G43
TRINITY_DN120038_c0_g2_i1	NA	NA	-0.504153327	0.119451458	G27_mean	unbias	0.0754	0.0703	0.9317	G43
TRINITY_DN120049_c0_g1_i1	NA	NA	-0.298809405	0.274320076	G43_F_mean	unbias	0.0896	0.1138	1.2697	G43
TRINITY_DN120079_c0_g1_i1	NA	NA	0.04773808	0.486393561	Brain_mean	unbias	0.0709	0.101	1.4257	G43
TRINITY_DN120141_c0_g1_i3	pglyrp2	Chr03	0.20429337	0.438302016	G23_mean	unbias	0.1487	0.2137	1.437	G43
TRINITY_DN120230_c0_g1_i2	NA	NA	0.624990623	0.460734543	Ovary_mean	unbias	0.1176	0.1587	1.3502	G43
TRINITY_DN120234_c0_g1_i1	NA	NA	-0.280295167	0.409941368	Brain_mean	unbias	0.0978	0.1676	1.7141	G43
TRINITY_DN120270_c0_g1_i1	NA	NA	0.227096407	0.662915558	Brain_mean	unbias	0.0295	0.0543	1.8374	G43
TRINITY_DN120323_c0_g1_i1	NA	NA	-0.123393458	0.250495633	Liver_mean	unbias	0.0817	0.138	1.6886	G43
TRINITY_DN120452_c0_g1_i2	NA	NA	-0.080676724	0.130141416	Liver_mean	unbias	0.1181	0.2116	1.792	G43
TRINITY_DN120470_c0_g1_i5	NA	NA	0.031103488	0.445039688	Brain_mean	unbias	0.037	0.0658	1.7766	G43
TRINITY_DN120475_c3_g4_i2	dcaf11	Chr01	0.101517902	0.123537145	G46_M_mean	unbias	0.0916	0.0988	1.0782	G43
TRINITY_DN120513_c0_g1_i1	plcb2	Chr08	-0.335946408	0.13698112	G23_mean	unbias	0.0386	0.0604	1.5641	G43
TRINITY_DN120518_c0_g1_i4	NA	NA	-0.051962251	0.351447491	Ovary_mean	unbias	0.1087	0.11	1.0114	G43
TRINITY_DN120538_c0_g1_i1	NA	NA	-0.760173182	0.353558437	Liver_mean	unbias	0.0603	0.0762	1.2648	G43
TRINITY_DN120562_c0_g1_i1	NA	NA	-0.072072001	0.137516316	G23_mean	unbias	0.0202	0.0228	1.1276	G43
TRINITY_DN120583_c0_g3_i3	NA	NA	0.030117528	0.381278221	Ovary_mean	unbias	0.1604	0.2435	1.5178	G43
TRINITY_DN120595_c0_g1_i1	LOC101731059	Chr01	-0.285630208	0.21747309	Ovary_mean	unbias	0.145	0.1745	1.2032	G43
TRINITY_DN120649_c0_g2_i1	NA	NA	-0.477274713	0.437616057	G27_mean	unbias	0.1223	0.1986	1.6238	G43
TRINITY_DN120663_c1_g1_i1	NA	NA	-0.253272429	0.235843528	G27_mean	unbias	0.0941	0.1668	1.772	G43
TRINITY_DN120670_c0_g4_i2	NA	NA	0.119384986	0.438651921	G43_M_mean	unbias	0.0583	0.0766	1.3145	G43
TRINITY_DN120735_c0_g1_i1	ddx42-like	Chr10	-0.191010723	0.314661981	Ovary_mean	unbias	0.1266	0.2179	1.7216	G43
TRINITY_DN120746_c0_g3_i1	NA	NA	-0.119083551	0.148140175	Ovary_mean	unbias	0.0163	0.0217	1.3315	G43
TRINITY_DN120778_c0_g1_i5	rexo2	Chr07	0.09106378	0.192557555	Ovary_mean	unbias	0.0092	0.0158	1.7165	G43
TRINITY_DN120796_c0_g1_i3	lhcgr	Chr05	-0.11505265	0.439161437	Brain_mean	unbias	0.1461	0.1573	1.0766	G43
TRINITY_DN120811_c0_g1_i1	cyb5r2	Chr04	0.392004937	0.276993441	Ovary_mean	unbias	0.0242	0.0369	1.5244	G43
TRINITY_DN120845_c0_g1_i1	actr6	Chr03	0.28599261	0.54444057	Ovary_mean	unbias	0.0393	0.0664	1.6893	G43
TRINITY_DN120861_c0_g3_i1	NA	NA	0.043134001	0.322880328	Brain_mean	unbias	0.0116	0.0228	1.9731	G43
TRINITY_DN120864_c0_g2_i1	st13	Chr04	-0.255527621	0.490523876	Brain_mean	unbias	0.0599	0.11	1.8361	G43
TRINITY_DN120883_c0_g1_i1	NA	NA	0.440532527	0.266666394	G23_mean	unbias	0.1262	0.2198	1.7415	G43
TRINITY_DN120904_c0_g2_i3	NA	NA	-0.101091791	0.168476844	G23_mean	unbias	0.0293	0.0548	1.873	G43
TRINITY_DN120918_c0_g1_i1	LOC100145050-like	Chr01	0.245639359	0.202137156	Brain_mean	unbias	0.0952	0.1152	1.2102	G43
TRINITY_DN120932_c1_g1_i3	NA	NA	-0.521950249	0.327113194	G43_F_mean	unbias	0.2357	0.1578	0.6695	G43
TRINITY_DN120947_c1_g6_i2	mb21d2	Chr05	0.148694362	0.16402889	Ovary_mean	unbias	0.0245	0.0321	1.3066	G43
TRINITY_DN120971_c0_g1_i1	NA	NA	-0.615570107	0.500609732	Liver_mean	unbias	0.1654	0.2609	1.5771	G43
TRINITY_DN120972_c0_g1_i1	cog7	Chr09	0.063304054	0.243284786	G23_mean	unbias	0.0348	0.0475	1.3643	G43
TRINITY_DN120988_c0_g1_i1	LOC101731874-like	Chr02	0.994881123	0.511475981	Ovary_mean	unbias	0.0333	0.0588	1.7653	G43
TRINITY_DN121008_c0_g1_i1	NA	NA	-0.022458407	0.147972194	Brain_mean	unbias	0.0699	0.1169	1.6738	G43
TRINITY_DN121023_c0_g2_i1	NA	NA	0.525465846	0.507582769	Ovary_mean	unbias	0.195	0.3143	1.612	G43
TRINITY_DN121053_c0_g2_i1	NA	NA	0.109073319	0.12076823	Brain_mean	unbias	0.0266	0.0467	1.7541	G43
TRINITY_DN121082_c0_g1_i1	NA	NA	0.264462864	0.295770864	G23_mean	unbias	0.0352	0.0376	1.0677	G43
TRINITY_DN121086_c0_g1_i4	arpp19	Chr03	0.036585885	0.348229193	Ovary_mean	unbias	0.1041	0.1884	1.8094	G43
TRINITY_DN121132_c3_g5_i3	NA	NA	0.471965262	0.325160803	Ovary_mean	unbias	0.1207	0.1338	1.108	G43
TRINITY_DN121148_c0_g1_i1	Xetrov90004750m	Chr02	-0.448214911	0.137691655	G27_mean	unbias	0.0687	0.1301	1.8919	G43
TRINITY_DN121153_c0_g3_i1	NA	NA	0.385886746	0.289552849	Ovary_mean	unbias	0.0076	0.0104	1.3739	G43
TRINITY_DN121168_c0_g1_i1	dlgap1	Chr06	0.156988532	0.492915375	Brain_mean	unbias	0.0889	0.1136	1.2768	G43
TRINITY_DN121175_c4_g1_i1	NA	NA	0.026145126	0.533946618	Brain_mean	unbias	0.2159	0.3057	1.4158	G43
TRINITY_DN121178_c0_g1_i2	NA	NA	-0.007040153	0.299494263	G23_mean	unbias	0.0666	0.0846	1.2695	G43
TRINITY_DN121187_c0_g1_i1	cdo1	Chr01	-0.670751567	0.241333991	Ovary_mean	unbias	0.0552	0.1061	1.9213	G43
TRINITY_DN121201_c0_g1_i1	NA	NA	-0.224103783	0.263501329	G23_mean	unbias	0.0761	0.1357	1.7837	G43
TRINITY_DN121233_c0_g3_i1	NA	NA	-0.081296503	0.181140267	Ovary_mean	unbias	0.0374	0.0413	1.1058	G43
TRINITY_DN121237_c1_g2_i1	cacna1a-like	Chr03	0.16889903	0.335292348	Ovary_mean	unbias	0.0838	0.0906	1.0812	G43
TRINITY_DN121271_c0_g1_i1	NA	NA	-0.20834402	0.133774618	Ovary_mean	unbias	0.0338	0.0579	1.712	G43
TRINITY_DN121282_c0_g1_i1	ldb3-like.2	Chr07	0.074845695	0.409339275	Brain_mean	unbias	0.0958	0.1626	1.6979	G43
TRINITY_DN121320_c0_g1_i1	NA	NA	-0.010602146	0.167229367	Liver_mean	unbias	0.0465	0.0895	1.9256	G43
TRINITY_DN121343_c0_g1_i2	NA	NA	-0.445307626	0.185113449	Liver_mean	unbias	0.0308	0.058	1.8833	G43
TRINITY_DN121358_c0_g1_i1	gyg1	Chr05	-0.024055774	0.183583287	Ovary_mean	unbias	0.0123	0.0137	1.1183	G43
TRINITY_DN121395_c0_g2_i1	LOC100216149	scaffold_526	-0.166507033	0.138579237	Testis_mean	unbias	0.0442	0.0736	1.6627	G43
TRINITY_DN121396_c0_g1_i1	fam131a-like	Chr05	0.659095973	0.480449908	Liver_mean	unbias	0.051	0.0606	1.1875	G43
TRINITY_DN121413_c0_g1_i2	cry2	Chr04	-0.542287139	0.230680294	Ovary_mean	unbias	0.031	0.0514	1.6591	G43
TRINITY_DN121417_c1_g1_i4	Xetrov90020926m	Chr08	0.201564922	0.336122186	Ovary_mean	unbias	0.1394	0.2233	1.6011	G43
TRINITY_DN121440_c0_g1_i3	NA	NA	-0.072043212	0.14863541	Ovary_mean	unbias	0.001	0.0016	1.6263	G43
TRINITY_DN121444_c0_g1_i1	NA	NA	0.338529083	0.470123508	Brain_mean	unbias	0.0668	0.108	1.6164	G43
TRINITY_DN121462_c0_g1_i1	NA	NA	0.487222052	0.449300273	Ovary_mean	unbias	0.1448	0.2829	1.9543	G43
TRINITY_DN121465_c3_g1_i1	NA	NA	0.10908457	0.241853537	Brain_mean	unbias	0.0815	0.131	1.6069	G43
TRINITY_DN121491_c0_g1_i1	NA	NA	0.011699699	0.569060708	G43_M_mean	unbias	0.1357	0.2632	1.9396	G43
TRINITY_DN121517_c0_g1_i1	NA	NA	-0.15674341	0.112532443	G23_mean	unbias	0.0384	0.0614	1.5986	G43
TRINITY_DN121525_c1_g1_i3	impad1	Chr06	0.341230224	0.47736471	Brain_mean	unbias	0.2313	0.2992	1.2934	G43
TRINITY_DN121536_c0_g1_i3	NA	NA	0.006069863	0.158840717	Ovary_mean	unbias	0.0654	0.1201	1.8373	G43
TRINITY_DN121543_c0_g1_i2	NA	NA	-0.239191191	0.27510153	Ovary_mean	unbias	0.1626	0.1967	1.2099	G43
TRINITY_DN121544_c0_g1_i2	NA	NA	0.100424567	0.538669147	Brain_mean	unbias	0.0642	0.0798	1.2419	G43
TRINITY_DN121568_c0_g1_i2	ptx	Chr04	-0.18387057	0.150797638	Ovary_mean	unbias	0.0803	0.077	0.9593	G43
TRINITY_DN121570_c0_g1_i1	NA	NA	0.363654039	0.578625517	G43_M_mean	unbias	0.1811	0.2819	1.5563	G43
TRINITY_DN121584_c0_g1_i2	NA	NA	-0.402353321	0.113686259	G27_mean	unbias	0.0204	0.032	1.5693	G43
TRINITY_DN121606_c1_g2_i3	NA	NA	-0.037946143	0.389710372	Ovary_mean	unbias	0.0835	0.132	1.5803	G43
TRINITY_DN121671_c0_g1_i1	NA	NA	-0.511635379	0.137077123	G27_mean	unbias	0.0224	0.0366	1.6308	G43
TRINITY_DN121671_c1_g1_i1	NA	NA	-0.206177963	0.210301162	G43_F_mean	unbias	0.1009	0.1473	1.4602	G43
TRINITY_DN121692_c2_g4_i1	NA	NA	0.084755847	0.558984095	Brain_mean	unbias	0.177	0.1976	1.1168	G43
TRINITY_DN121702_c0_g2_i4	cptp	Chr07	-0.215617202	0.31988576	Brain_mean	unbias	0.0129	0.0235	1.814	G43
TRINITY_DN121703_c0_g2_i1	NA	NA	0.11176334	0.453417336	Brain_mean	unbias	0.0434	0.0696	1.6024	G43
TRINITY_DN121730_c0_g2_i1	NA	NA	-0.589893016	0.430989843	G46_M_mean	unbias	0.0223	0.0363	1.6301	G43
TRINITY_DN121739_c0_g1_i5	NA	NA	0.30351726	0.354278198	Testis_mean	unbias	0.1815	0.3013	1.6599	G43
TRINITY_DN121758_c0_g2_i1	NA	NA	-0.060639062	0.387463203	Ovary_mean	unbias	0.1166	0.1819	1.5608	G43
TRINITY_DN121777_c0_g3_i3	NA	NA	-0.162387853	0.17122923	Brain_mean	unbias	0.0699	0.048	0.6866	G43
TRINITY_DN121794_c0_g1_i2	NA	NA	0.533995989	0.568075486	G43_M_mean	unbias	0.0309	0.0158	0.5123	G43
TRINITY_DN121796_c1_g2_i1	NA	NA	-0.006882333	0.330018069	Ovary_mean	unbias	0.0031	0.0031	1.0064	G43
TRINITY_DN121806_c0_g1_i1	isyna1	Chr01	0.303934168	0.256524085	G43_M_mean	unbias	0.0694	0.0895	1.2904	G43
TRINITY_DN121817_c0_g1_i2	NA	NA	0.700908749	0.421624998	G23_mean	unbias	0.0553	0.0786	1.4206	G43
TRINITY_DN121824_c0_g1_i3	pard6g	Chr06	0.066451683	0.343216474	G23_mean	unbias	0.1185	0.1955	1.6494	G43
TRINITY_DN121922_c0_g1_i8	mief1	Chr04	-0.079357774	0.357376406	G43_M_mean	unbias	0.063	0.0801	1.2702	G43
TRINITY_DN121929_c0_g1_i1	NA	NA	0.223589533	0.506168016	Brain_mean	unbias	0.1352	0.2173	1.6073	G43
TRINITY_DN121947_c0_g1_i2	NA	NA	0.078781891	0.218391196	Ovary_mean	unbias	0.0084	0.0106	1.2628	G43
TRINITY_DN121953_c0_g1_i3	tram1	Chr06	-0.313162711	0.565433466	Ovary_mean	unbias	0.1324	0.1662	1.2553	G43
TRINITY_DN121970_c0_g1_i6	NA	NA	0.186033791	0.158075965	G23_mean	unbias	0.0109	0.0104	0.954	G43
TRINITY_DN121989_c0_g1_i2	LOC100494394	Chr04	0.567668122	0.607619241	Ovary_mean	unbias	0.1857	0.3011	1.6217	G43
TRINITY_DN122013_c0_g1_i2	NA	NA	-0.142254574	0.325582124	G23_mean	unbias	0.1155	0.2237	1.9367	G43
TRINITY_DN122023_c2_g2_i2	LOC101730450	Chr07	-0.471953895	0.275701942	Testis_mean	unbias	0.1139	0.13	1.141	G43
TRINITY_DN122030_c1_g4_i2	NA	NA	0.44259188	0.515160487	Brain_mean	unbias	0.0389	0.0682	1.7556	G43
TRINITY_DN122055_c1_g1_i1	NA	NA	-0.290571105	0.511139362	Brain_mean	unbias	0.0311	0.0294	0.9455	G43
TRINITY_DN122096_c0_g1_i4	NA	NA	-0.656569205	0.219810886	Ovary_mean	unbias	0.0444	0.0771	1.7354	G43
TRINITY_DN122106_c0_g1_i1	NA	NA	0.177501779	0.303932014	Ovary_mean	unbias	0.0018	0.0031	1.7863	G43
TRINITY_DN122122_c0_g1_i5	NA	NA	-0.015004117	0.204886813	G27_mean	unbias	0.125	0.1893	1.5137	G43
TRINITY_DN122154_c0_g1_i1	NA	NA	0.139757365	0.447826925	Brain_mean	unbias	0.0794	0.1228	1.547	G43
TRINITY_DN122192_c0_g1_i1	NA	NA	0.107842511	0.440863042	Brain_mean	unbias	0.0246	0.0392	1.596	G43
TRINITY_DN122197_c0_g1_i1	NA	NA	0.123478483	0.223274881	G43_M_mean	unbias	0.0974	0.1828	1.8766	G43
TRINITY_DN122206_c0_g1_i1	NA	NA	0.260271882	0.266140253	Ovary_mean	unbias	0.0202	0.0188	0.9329	G43
TRINITY_DN122248_c0_g1_i4	NA	NA	0.235859087	0.327475354	G43_M_mean	unbias	0.1341	0.2086	1.5548	G43
TRINITY_DN122260_c1_g3_i2	pqlc1.2	Chr04	0.272216641	0.402745863	Ovary_mean	unbias	0.0806	0.1075	1.3331	G43
TRINITY_DN122263_c0_g1_i1	NA	NA	-0.752838188	0.215462881	Ovary_mean	unbias	0.0472	0.0844	1.7888	G43
TRINITY_DN122291_c6_g1_i3	NA	NA	0.213619424	0.342158775	Ovary_mean	unbias	0.156	0.2493	1.5974	G43
TRINITY_DN122326_c0_g1_i2	NA	NA	-0.151817937	0.387424044	Ovary_mean	unbias	0.0678	0.1328	1.9588	G43
TRINITY_DN122329_c4_g1_i1	NA	NA	0.155880666	0.536769551	Testis_mean	unbias	0.1328	0.1971	1.4835	G43
TRINITY_DN122335_c0_g1_i1	NA	NA	0.55077304	0.264084542	Brain_mean	unbias	0.0615	0.0683	1.1109	G43
TRINITY_DN122338_c1_g1_i5	NA	NA	-0.390300232	0.070504798	G27_mean	unbias	0.0442	0.0651	1.4748	G43
TRINITY_DN122354_c0_g3_i1	NA	NA	0.258724247	0.293947669	Ovary_mean	unbias	0.1651	0.232	1.4056	G43
TRINITY_DN122356_c1_g4_i9	NA	NA	0.691924177	0.721768431	Brain_mean	unbias	0.0769	0.0962	1.2507	G43
TRINITY_DN122360_c1_g1_i1	NA	NA	0.172999437	0.666572722	Brain_mean	unbias	0.0676	0.0739	1.0935	G43
TRINITY_DN122415_c4_g3_i4	NA	NA	-0.039247059	0.314484267	G27_mean	unbias	0.1078	0.1425	1.3218	G43
TRINITY_DN122427_c0_g2_i8	NA	NA	0.232637905	0.177463974	Ovary_mean	unbias	0.0061	0.0063	1.0257	G43
TRINITY_DN122434_c0_g2_i5	LOC100494026	scaffold_289	-0.045673644	0.117374803	Ovary_mean	unbias	0.0921	0.1785	1.9386	G43
TRINITY_DN122437_c0_g1_i2	NA	NA	-0.414273173	0.110045539	Ovary_mean	unbias	0.0788	0.1118	1.4201	G43
