chr	chrid	trans	dNdS	dN	dS				
Chr01	sexchr	TRINITY_DN124336_c0_g2_i1	0.019	0.0235	1.2394				
Chr01	sexchr	TRINITY_DN130620_c0_g2_i1	0.1134	0.1406	1.2395				
Chr01	sexchr	TRINITY_DN127889_c0_g2_i4	0.0609	0.0755	1.2402				
Chr01	sexchr	TRINITY_DN122311_c0_g1_i1	0.074	0.092	1.2426				
Chr01	sexchr	TRINITY_DN135594_c6_g2_i2	0.0888	0.1103	1.243				
Chr01	sexchr	TRINITY_DN133256_c3_g3_i1	0.0186	0.0231	1.2434				
Chr01	sexchr	TRINITY_DN129849_c0_g1_i3	0.118	0.1469	1.2443				
Chr01	sexchr	TRINITY_DN125225_c0_g3_i2	0.0246	0.0307	1.2445				
Chr01	sexchr	TRINITY_DN135901_c2_g2_i1	0.025	0.0312	1.2456				
Chr01	sexchr	TRINITY_DN119965_c0_g1_i1	0.0624	0.0778	1.2469				
Chr01	sexchr	TRINITY_DN117047_c0_g1_i1	0.1109	0.1383	1.2473				
Chr01	sexchr	TRINITY_DN135997_c1_g1_i2	0.038	0.0474	1.2475				
Chr01	sexchr	TRINITY_DN126984_c0_g1_i2	0.0517	0.0646	1.249				
Chr01	sexchr	TRINITY_DN120102_c0_g1_i2	0.0393	0.0491	1.2491				
Chr01	sexchr	TRINITY_DN122809_c1_g1_i1	0.0414	0.0517	1.2492				
Chr01	sexchr	TRINITY_DN122356_c1_g4_i9	0.0769	0.0962	1.2507				
Chr01	sexchr	TRINITY_DN119718_c0_g1_i1	0.0896	0.112	1.251				
Chr01	sexchr	TRINITY_DN130347_c1_g1_i2	0.0537	0.0672	1.2515				
Chr01	sexchr	TRINITY_DN132225_c0_g1_i2	0.0166	0.0208	1.2517				
Chr01	sexchr	TRINITY_DN125995_c8_g1_i1	0.0712	0.0892	1.2527				
Chr01	sexchr	TRINITY_DN136031_c6_g1_i4	0.0755	0.0947	1.2544				
Chr01	sexchr	TRINITY_DN122606_c2_g1_i2	0.0835	0.1048	1.2551				
Chr01	sexchr	TRINITY_DN123115_c0_g1_i2	0.0393	0.0494	1.2565				
Chr01	sexchr	TRINITY_DN135508_c5_g1_i1	0.0726	0.0912	1.2567				
Chr01	sexchr	TRINITY_DN136384_c1_g1_i1	0.0516	0.0649	1.2577				
Chr01	sexchr	TRINITY_DN128450_c0_g1_i7	0.0621	0.0782	1.2584				
Chr01	sexchr	TRINITY_DN134918_c3_g1_i1	0.0368	0.0464	1.2586				
Chr01	sexchr	TRINITY_DN125761_c2_g2_i1	0.0469	0.0591	1.2593				
Chr01	sexchr	TRINITY_DN128775_c0_g1_i1	0.1471	0.1853	1.2596				
Chr01	sexchr	TRINITY_DN121532_c0_g1_i1	0.1159	0.1461	1.2603				
Chr01	sexchr	TRINITY_DN121888_c0_g2_i1	0.0082	0.0103	1.2612				
Chr01	sexchr	TRINITY_DN120352_c0_g1_i4	0.0451	0.0569	1.2616				
Chr01	sexchr	TRINITY_DN126616_c6_g6_i2	0.0256	0.0323	1.2626				
Chr01	sexchr	TRINITY_DN131226_c2_g1_i4	0.019	0.024	1.2631				
Chr01	sexchr	TRINITY_DN134524_c2_g2_i1	0.0707	0.0894	1.2633				
Chr01	sexchr	TRINITY_DN133322_c1_g2_i1	0.0806	0.1018	1.2634				
Chr01	sexchr	TRINITY_DN131220_c6_g1_i1	0.0973	0.123	1.2646				
Chr01	sexchr	TRINITY_DN111668_c0_g1_i1	0.0377	0.0476	1.2651				
Chr01	sexchr	TRINITY_DN120445_c0_g1_i1	0.0615	0.0779	1.2665				
Chr01	sexchr	TRINITY_DN128115_c1_g1_i1	0.0967	0.1225	1.2669				
Chr01	sexchr	TRINITY_DN118258_c0_g1_i2	0.1891	0.2396	1.2674				
Chr01	sexchr	TRINITY_DN127312_c0_g1_i1	0.0924	0.1172	1.2675				
Chr01	sexchr	TRINITY_DN127619_c2_g2_i2	0.0794	0.1007	1.2684				
Chr01	sexchr	TRINITY_DN132061_c1_g1_i1	0.0502	0.0637	1.2687				
Chr01	sexchr	TRINITY_DN123646_c0_g3_i1	0.0186	0.0236	1.2698				
Chr01	sexchr	TRINITY_DN127630_c5_g3_i1	0.0594	0.0754	1.2708				
Chr01	sexchr	TRINITY_DN129629_c1_g1_i1	0.0363	0.0462	1.2715				
Chr01	sexchr	TRINITY_DN117910_c0_g1_i1	0.0695	0.0884	1.2716				
Chr01	sexchr	TRINITY_DN136320_c0_g1_i1	0.2357	0.2997	1.2717				
Chr01	sexchr	TRINITY_DN127766_c5_g2_i1	0.0641	0.0815	1.272				
Chr01	sexchr	TRINITY_DN132089_c3_g1_i1	0.0546	0.0696	1.2748				
Chr01	sexchr	TRINITY_DN110955_c0_g1_i1	0.1555	0.1982	1.275				
Chr01	sexchr	TRINITY_DN103509_c0_g1_i1	0.1007	0.1285	1.2759				
Chr01	sexchr	TRINITY_DN109459_c0_g1_i1	0.0437	0.0557	1.2764				
Chr01	sexchr	TRINITY_DN121168_c0_g1_i1	0.0889	0.1136	1.2768				
Chr01	sexchr	TRINITY_DN130774_c0_g1_i1	0.0692	0.0883	1.2769				
Chr01	sexchr	TRINITY_DN112911_c0_g1_i2	0.2287	0.2924	1.2788				
Chr01	sexchr	TRINITY_DN124784_c6_g7_i1	0.2376	0.3039	1.2791				
Chr01	sexchr	TRINITY_DN134505_c1_g8_i1	0.0988	0.1264	1.2793				
Chr01	sexchr	TRINITY_DN108196_c0_g1_i1	0.0643	0.0824	1.2798				
Chr01	sexchr	TRINITY_DN127344_c0_g1_i3	0.0556	0.0714	1.2831				
Chr01	sexchr	TRINITY_DN131605_c2_g1_i2	0.0535	0.0686	1.2834				
Chr01	sexchr	TRINITY_DN124663_c0_g1_i1	0.0669	0.0859	1.2843				
Chr01	sexchr	TRINITY_DN124153_c8_g5_i1	0.0555	0.0713	1.2851				
Chr01	sexchr	TRINITY_DN133296_c0_g1_i1	0.0432	0.0556	1.2859				
Chr01	sexchr	TRINITY_DN131365_c7_g2_i1	0.0281	0.0362	1.287				
Chr01	sexchr	TRINITY_DN123011_c1_g2_i1	0.0522	0.0672	1.2873				
Chr01	sexchr	TRINITY_DN132545_c1_g2_i2	0.0441	0.0568	1.2875				
Chr01	sexchr	TRINITY_DN124037_c0_g2_i6	0.1015	0.131	1.2903				
Chr01	sexchr	TRINITY_DN129293_c1_g2_i1	0.3599	0.4654	1.2932				
Chr01	sexchr	TRINITY_DN110037_c0_g1_i1	0.06	0.0777	1.2952				
Chr01	sexchr	TRINITY_DN127422_c1_g1_i1	0.0899	0.1165	1.296				
Chr01	sexchr	TRINITY_DN133501_c1_g1_i1	0.0531	0.0689	1.2967				
Chr01	sexchr	TRINITY_DN125916_c0_g2_i1	0.0757	0.0983	1.298				
Chr01	sexchr	TRINITY_DN94880_c0_g1_i1	0.084	0.1092	1.3007				
Chr01	sexchr	TRINITY_DN124667_c1_g2_i1	0.0848	0.1103	1.3007				
Chr01	sexchr	TRINITY_DN108688_c0_g1_i1	0.0716	0.0933	1.3032				
Chr01	sexchr	TRINITY_DN133426_c3_g2_i8	0.0613	0.0799	1.304				
Chr01	sexchr	TRINITY_DN124520_c1_g1_i1	0.0365	0.0476	1.3042				
Chr01	sexchr	TRINITY_DN114317_c0_g2_i1	0.0549	0.0717	1.306				
Chr01	sexchr	TRINITY_DN130752_c0_g4_i2	0.0731	0.0956	1.3075				
Chr01	sexchr	TRINITY_DN108119_c0_g1_i1	0.1589	0.208	1.309				
Chr01	sexchr	TRINITY_DN133544_c1_g1_i2	0.0467	0.0611	1.3096				
Chr01	sexchr	TRINITY_DN133790_c10_g2_i2	0.0819	0.1073	1.3104				
Chr01	sexchr	TRINITY_DN108588_c0_g1_i1	0.1556	0.2039	1.3108				
Chr01	sexchr	TRINITY_DN132371_c3_g3_i1	0.2485	0.3264	1.3135				
Chr01	sexchr	TRINITY_DN125103_c0_g3_i4	0.095	0.1248	1.3136				
Chr01	sexchr	TRINITY_DN127876_c3_g2_i2	0.0466	0.0613	1.3154				
Chr01	sexchr	TRINITY_DN123059_c0_g3_i4	0.0487	0.0641	1.316				
Chr01	sexchr	TRINITY_DN119575_c0_g1_i1	0.0544	0.0716	1.3162				
Chr01	sexchr	TRINITY_DN116360_c0_g1_i2	0.0652	0.0858	1.3168				
Chr01	sexchr	TRINITY_DN126541_c4_g1_i1	0.0504	0.0664	1.318				
Chr01	sexchr	TRINITY_DN116915_c0_g1_i3	0.1269	0.1672	1.3183				
Chr01	sexchr	TRINITY_DN128202_c0_g2_i2	0.0855	0.1128	1.3191				
Chr01	sexchr	TRINITY_DN110705_c0_g1_i1	0.0639	0.0844	1.3193				
Chr01	sexchr	TRINITY_DN136739_c19_g2_i1	0.1341	0.1769	1.3193				
Chr01	sexchr	TRINITY_DN125001_c0_g1_i2	0.0311	0.041	1.3197				
Chr01	sexchr	TRINITY_DN122453_c4_g2_i1	0.0812	0.1071	1.3197				
Chr01	sexchr	TRINITY_DN118998_c1_g1_i2	0.0508	0.067	1.3205				
Chr01	sexchr	TRINITY_DN134438_c0_g1_i3	0.052	0.0688	1.3232				
Chr01	sexchr	TRINITY_DN123870_c1_g7_i1	0.1285	0.1701	1.3237				
Chr01	sexchr	TRINITY_DN68190_c0_g1_i1	0.1156	0.1533	1.3264				
Chr01	sexchr	TRINITY_DN127736_c7_g2_i1	0.0918	0.1218	1.3267				
Chr01	sexchr	TRINITY_DN119668_c0_g1_i3	0.0458	0.0608	1.3276				
Chr01	sexchr	TRINITY_DN121952_c0_g1_i1	0.1555	0.2065	1.328				
Chr01	sexchr	TRINITY_DN132349_c0_g3_i1	0.0971	0.129	1.3286				
Chr01	sexchr	TRINITY_DN130833_c0_g1_i2	0.0744	0.099	1.3297				
Chr01	sexchr	TRINITY_DN134607_c1_g3_i5	0.0215	0.0286	1.3303				
Chr01	sexchr	TRINITY_DN120746_c0_g3_i1	0.0163	0.0217	1.3315				
Chr01	sexchr	TRINITY_DN130903_c0_g3_i8	0.0586	0.078	1.3324				
Chr01	sexchr	TRINITY_DN121819_c0_g1_i1	0.0973	0.1296	1.3324				
Chr01	sexchr	TRINITY_DN123831_c0_g1_i1	0.139	0.1851	1.3324				
Chr01	sexchr	TRINITY_DN125066_c0_g1_i1	0.0934	0.1245	1.3333				
Chr01	sexchr	TRINITY_DN123556_c0_g1_i1	0.1038	0.1385	1.3341				
Chr01	sexchr	TRINITY_DN115766_c0_g2_i1	0.0135	0.018	1.3342				
Chr01	sexchr	TRINITY_DN122892_c0_g1_i1	0.1426	0.1904	1.3351				
Chr01	sexchr	TRINITY_DN124603_c0_g1_i4	0.0745	0.0996	1.3364				
Chr01	sexchr	TRINITY_DN131085_c8_g2_i1	0.0889	0.119	1.3385				
Chr01	sexchr	TRINITY_DN132887_c1_g1_i2	0.0286	0.0383	1.3396				
Chr01	sexchr	TRINITY_DN95747_c0_g2_i1	0.034	0.0455	1.3397				
Chr01	sexchr	TRINITY_DN126517_c0_g1_i2	0.0776	0.1041	1.3403				
Chr01	sexchr	TRINITY_DN117670_c1_g2_i1	0.0899	0.1206	1.3409				
Chr01	sexchr	TRINITY_DN131263_c0_g2_i5	0.1376	0.1846	1.3416				
Chr01	sexchr	TRINITY_DN108541_c0_g1_i1	0.0477	0.064	1.3418				
Chr01	sexchr	TRINITY_DN134222_c0_g1_i1	0.0232	0.0312	1.3436				
Chr01	sexchr	TRINITY_DN135097_c0_g3_i1	0.0296	0.0399	1.3457				
Chr01	sexchr	TRINITY_DN112613_c0_g1_i1	0.0283	0.0381	1.3461				
Chr01	sexchr	TRINITY_DN129076_c0_g2_i3	0.0303	0.0408	1.3466				
Chr01	sexchr	TRINITY_DN130369_c0_g4_i1	0.0252	0.034	1.3467				
Chr01	sexchr	TRINITY_DN112782_c0_g1_i1	0.1071	0.1444	1.3487				
Chr01	sexchr	TRINITY_DN117697_c0_g1_i1	0.0149	0.0202	1.3506				
Chr01	sexchr	TRINITY_DN128095_c4_g3_i3	0.0251	0.034	1.3519				
Chr01	sexchr	TRINITY_DN129468_c0_g4_i4	0.0971	0.1312	1.3519				
Chr01	sexchr	TRINITY_DN117886_c0_g1_i1	0.0304	0.0411	1.3528				
Chr01	sexchr	TRINITY_DN121364_c0_g1_i2	0.1644	0.2225	1.3529				
Chr01	sexchr	TRINITY_DN114768_c0_g1_i1	0.0428	0.0579	1.3543				
Chr01	sexchr	TRINITY_DN122080_c1_g1_i1	0.0655	0.0887	1.3543				
Chr01	sexchr	TRINITY_DN115755_c0_g1_i2	0.0949	0.1286	1.3552				
Chr01	sexchr	TRINITY_DN127040_c3_g1_i8	0.0603	0.0817	1.3556				
Chr01	sexchr	TRINITY_DN130820_c5_g1_i8	0.0577	0.0782	1.3559				
Chr01	sexchr	TRINITY_DN131292_c1_g3_i6	0.0553	0.075	1.356				
Chr01	sexchr	TRINITY_DN125306_c0_g1_i1	0.0661	0.0896	1.3565				
Chr01	sexchr	TRINITY_DN130294_c0_g2_i6	0.1457	0.1978	1.3574				
Chr01	sexchr	TRINITY_DN136085_c2_g1_i1	0.0058	0.0079	1.3591				
Chr01	sexchr	TRINITY_DN128649_c0_g1_i1	0.0585	0.0795	1.3595				
Chr01	sexchr	TRINITY_DN125603_c0_g3_i1	0.0538	0.0731	1.3603				
Chr01	sexchr	TRINITY_DN111747_c0_g1_i1	0.007	0.0096	1.3606				
Chr01	sexchr	TRINITY_DN117181_c0_g1_i1	0.0817	0.1112	1.3611				
Chr01	sexchr	TRINITY_DN131943_c0_g1_i2	0.064	0.0871	1.3616				
Chr01	sexchr	TRINITY_DN128925_c6_g1_i3	0.1802	0.2453	1.3616				
Chr01	sexchr	TRINITY_DN116846_c0_g1_i3	0.1564	0.2131	1.3619				
Chr01	sexchr	TRINITY_DN134732_c3_g2_i2	0.1386	0.1888	1.362				
Chr01	sexchr	TRINITY_DN114344_c0_g2_i1	0.068	0.0927	1.3623				
Chr01	sexchr	TRINITY_DN208554_c0_g1_i1	0.0691	0.0942	1.3623				
Chr01	sexchr	TRINITY_DN132782_c1_g1_i2	0.1287	0.1754	1.3634				
Chr01	sexchr	TRINITY_DN122654_c5_g1_i3	0.138	0.1883	1.364				
Chr01	sexchr	TRINITY_DN120972_c0_g1_i1	0.0348	0.0475	1.3643				
Chr01	sexchr	TRINITY_DN128179_c6_g4_i1	0.0456	0.0622	1.3649				
Chr01	sexchr	TRINITY_DN122367_c0_g1_i3	0.0346	0.0472	1.3652				
Chr01	sexchr	TRINITY_DN124365_c0_g1_i1	0.0463	0.0633	1.3655				
Chr01	sexchr	TRINITY_DN134891_c1_g1_i2	0.028	0.0382	1.3659				
Chr01	sexchr	TRINITY_DN129277_c0_g2_i1	0.2564	0.3503	1.3662				
Chr01	sexchr	TRINITY_DN127646_c0_g2_i1	0.0407	0.0556	1.3672				
Chr01	sexchr	TRINITY_DN129308_c4_g2_i1	0.0272	0.0372	1.3681				
Chr01	sexchr	TRINITY_DN123723_c3_g4_i1	0.033	0.0451	1.3685				
Chr01	sexchr	TRINITY_DN127375_c0_g1_i1	0.0587	0.0804	1.3692				
Chr01	sexchr	TRINITY_DN130247_c4_g4_i2	0.1554	0.2129	1.3695				
Chr01	sexchr	TRINITY_DN127380_c0_g1_i1	0.2504	0.3433	1.3708				
Chr01	sexchr	TRINITY_DN124136_c0_g3_i1	0.0538	0.0738	1.3721				
Chr01	sexchr	TRINITY_DN131885_c2_g5_i1	0.0377	0.0518	1.3723				
Chr01	sexchr	TRINITY_DN116473_c0_g2_i2	0.1384	0.1901	1.3731				
Chr01	sexchr	TRINITY_DN133614_c2_g1_i2	0.1171	0.1609	1.3732				
Chr01	sexchr	TRINITY_DN95086_c0_g2_i1	0.0451	0.0619	1.3733				
Chr01	sexchr	TRINITY_DN134053_c5_g1_i1	0.0501	0.0688	1.3745				
Chr01	sexchr	TRINITY_DN125805_c0_g1_i2	0.0545	0.075	1.3747				
Chr01	sexchr	TRINITY_DN126551_c0_g2_i5	0.0186	0.0255	1.375				
Chr01	sexchr	TRINITY_DN129505_c0_g2_i3	0.0278	0.0382	1.3753				
Chr01	sexchr	TRINITY_DN126308_c0_g2_i9	0.0517	0.0711	1.3755				
Chr01	sexchr	TRINITY_DN127077_c4_g2_i4	0.0714	0.0982	1.3761				
Chr01	sexchr	TRINITY_DN44493_c0_g1_i1	0.0506	0.0696	1.377				
Chr01	sexchr	TRINITY_DN106366_c0_g5_i1	0.0889	0.1226	1.3783				
Chr01	sexchr	TRINITY_DN124552_c0_g1_i1	0.0434	0.0598	1.3798				
Chr01	sexchr	TRINITY_DN133954_c0_g2_i5	0.0292	0.0403	1.381				
Chr01	sexchr	TRINITY_DN124167_c1_g1_i4	0.0664	0.0917	1.3812				
Chr01	sexchr	TRINITY_DN118170_c0_g3_i1	0.0835	0.1154	1.3813				
Chr01	sexchr	TRINITY_DN124055_c0_g1_i1	0.1646	0.2275	1.3823				
Chr01	sexchr	TRINITY_DN117421_c0_g1_i2	0.0541	0.0748	1.3824				
Chr01	sexchr	TRINITY_DN124535_c0_g1_i1	0.0456	0.063	1.3841				
Chr01	sexchr	TRINITY_DN117832_c0_g1_i1	0.0939	0.13	1.3841				
Chr01	sexchr	TRINITY_DN125467_c0_g1_i1	0.0495	0.0685	1.3843				
Chr01	sexchr	TRINITY_DN129091_c2_g1_i4	0.0952	0.1318	1.3848				
Chr01	sexchr	TRINITY_DN132219_c3_g1_i1	0.0844	0.1169	1.3854				
Chr01	sexchr	TRINITY_DN132176_c6_g1_i1	0.0152	0.021	1.3859				
Chr01	sexchr	TRINITY_DN123123_c2_g1_i6	0.1616	0.224	1.3862				
Chr01	sexchr	TRINITY_DN131863_c2_g1_i1	0.0434	0.0602	1.3869				
Chr01	sexchr	TRINITY_DN129315_c0_g2_i1	0.1453	0.2016	1.3874				
Chr01	sexchr	TRINITY_DN128038_c3_g1_i6	0.0895	0.1242	1.3879				
Chr01	sexchr	TRINITY_DN123858_c0_g2_i2	0.0355	0.0494	1.3892				
Chr01	sexchr	TRINITY_DN115752_c0_g1_i1	0.0576	0.08	1.3892				
Chr01	sexchr	TRINITY_DN134104_c0_g2_i1	0.0806	0.1119	1.3892				
Chr01	sexchr	TRINITY_DN119088_c0_g4_i2	0.0986	0.1371	1.39				
Chr01	sexchr	TRINITY_DN133075_c0_g1_i1	0.0521	0.0724	1.3901				
Chr01	sexchr	TRINITY_DN134775_c0_g2_i2	0.0363	0.0505	1.3905				
Chr01	sexchr	TRINITY_DN134366_c2_g3_i4	0.0314	0.0438	1.3922				
Chr01	sexchr	TRINITY_DN124167_c1_g2_i1	0.0541	0.0753	1.3929				
Chr01	sexchr	TRINITY_DN125033_c0_g2_i2	0.1647	0.2296	1.3941				
Chr01	sexchr	TRINITY_DN134417_c0_g1_i1	0.1486	0.2072	1.3946				
Chr01	sexchr	TRINITY_DN135811_c0_g1_i3	0.0381	0.0531	1.395				
Chr01	sexchr	TRINITY_DN127298_c8_g2_i1	0.0883	0.1232	1.3953				
Chr01	sexchr	TRINITY_DN129844_c3_g1_i2	0.0545	0.0761	1.3957				
Chr01	sexchr	TRINITY_DN130185_c1_g1_i1	0.1098	0.1533	1.3964				
Chr01	sexchr	TRINITY_DN131814_c3_g1_i4	0.0544	0.0759	1.3969				
Chr01	sexchr	TRINITY_DN106465_c0_g1_i1	0.0281	0.0393	1.3971				
Chr01	sexchr	TRINITY_DN133143_c0_g1_i1	0.1158	0.1618	1.3972				
Chr01	sexchr	TRINITY_DN114057_c0_g1_i1	0.0235	0.0328	1.3976				
Chr01	sexchr	TRINITY_DN133089_c2_g1_i7	0.1953	0.273	1.398				
Chr01	sexchr	TRINITY_DN117915_c0_g1_i2	0.0616	0.0862	1.3993				
Chr01	sexchr	TRINITY_DN109948_c0_g1_i1	0.1102	0.1544	1.4009				
Chr01	sexchr	TRINITY_DN118284_c0_g1_i1	0.1365	0.1914	1.4021				
Chr01	sexchr	TRINITY_DN134074_c0_g5_i2	0.0471	0.0661	1.4026				
Chr01	sexchr	TRINITY_DN128268_c2_g2_i1	0.0128	0.0179	1.4028				
Chr01	sexchr	TRINITY_DN134045_c1_g7_i1	0.0835	0.1172	1.4038				
Chr01	sexchr	TRINITY_DN102198_c0_g1_i3	0.118	0.1657	1.4038				
Chr01	sexchr	TRINITY_DN123620_c11_g1_i1	0.0754	0.106	1.4053				
Chr01	sexchr	TRINITY_DN122354_c0_g3_i1	0.1651	0.232	1.4056				
Chr01	sexchr	TRINITY_DN126604_c0_g2_i2	0.1426	0.2005	1.4061				
Chr01	sexchr	TRINITY_DN132832_c1_g1_i15	0.0597	0.084	1.4062				
Chr01	sexchr	TRINITY_DN117920_c0_g1_i5	0.2086	0.2936	1.407				
Chr01	sexchr	TRINITY_DN106866_c0_g3_i1	0.1521	0.2141	1.4072				
Chr01	sexchr	TRINITY_DN130185_c2_g4_i3	0.0335	0.0471	1.4075				
Chr01	sexchr	TRINITY_DN128424_c0_g2_i1	0.2205	0.3113	1.4114				
Chr01	sexchr	TRINITY_DN121616_c0_g1_i2	0.0423	0.0596	1.4115				
Chr01	sexchr	TRINITY_DN94147_c0_g2_i1	0.0705	0.0996	1.412				
Chr01	sexchr	TRINITY_DN131490_c2_g3_i1	0.0404	0.0571	1.4128				
Chr01	sexchr	TRINITY_DN132244_c1_g1_i5	0.0435	0.0616	1.4149				
Chr01	sexchr	TRINITY_DN135499_c8_g1_i2	0.0476	0.0674	1.4151				
Chr01	sexchr	TRINITY_DN130667_c0_g1_i5	0.0296	0.0419	1.4153				
Chr01	sexchr	TRINITY_DN129568_c0_g2_i4	0.0498	0.0706	1.418				
Chr01	sexchr	TRINITY_DN124445_c0_g3_i2	0.0911	0.1293	1.4181				
Chr01	sexchr	TRINITY_DN129651_c0_g1_i10	0.1453	0.2061	1.4183				
Chr01	sexchr	TRINITY_DN129767_c1_g1_i1	0.0662	0.0939	1.4188				
Chr01	sexchr	TRINITY_DN123270_c0_g3_i6	0.0107	0.0152	1.4191				
Chr01	sexchr	TRINITY_DN130392_c1_g2_i4	0.0779	0.1107	1.4207				
Chr01	sexchr	TRINITY_DN124117_c6_g7_i1	0.2168	0.3081	1.4214				
Chr01	sexchr	TRINITY_DN133397_c2_g1_i1	0.0034	0.0048	1.4223				
Chr01	sexchr	TRINITY_DN130392_c1_g5_i1	0.0235	0.0334	1.4223				
Chr01	sexchr	TRINITY_DN130357_c0_g2_i1	0.0401	0.0571	1.4224				
Chr01	sexchr	TRINITY_DN129961_c0_g2_i1	0.1081	0.1539	1.4231				
Chr01	sexchr	TRINITY_DN122559_c1_g2_i1	0.0547	0.0778	1.4237				
Chr01	sexchr	TRINITY_DN135833_c1_g3_i5	0.0426	0.0606	1.424				
Chr01	sexchr	TRINITY_DN136472_c0_g4_i2	0.1072	0.1526	1.4243				
Chr01	sexchr	TRINITY_DN118610_c0_g1_i2	0.2508	0.3573	1.4244				
Chr01	sexchr	TRINITY_DN113202_c0_g1_i1	0.0822	0.1172	1.4245				
Chr01	sexchr	TRINITY_DN132299_c1_g1_i4	0.0403	0.0575	1.4248				
Chr01	sexchr	TRINITY_DN133572_c0_g1_i1	0.1557	0.222	1.4255				
Chr01	sexchr	TRINITY_DN120079_c0_g1_i1	0.0709	0.101	1.4257				
Chr01	sexchr	TRINITY_DN116154_c0_g1_i1	0.0485	0.0691	1.4258				
Chr01	sexchr	TRINITY_DN127150_c4_g4_i4	0.0976	0.1392	1.4259				
Chr01	sexchr	TRINITY_DN120624_c0_g3_i6	0.0996	0.1422	1.4267				
Chr01	sexchr	TRINITY_DN114599_c0_g1_i2	0.1009	0.1439	1.4267				
Chr01	sexchr	TRINITY_DN135242_c0_g2_i3	0.0152	0.0217	1.4273				
Chr01	sexchr	TRINITY_DN132722_c2_g5_i3	0.1657	0.2367	1.4284				
Chr01	sexchr	TRINITY_DN129893_c2_g1_i1	0.0907	0.1297	1.4293				
Chr01	sexchr	TRINITY_DN121603_c0_g3_i12	0.0178	0.0254	1.4294				
Chr01	sexchr	TRINITY_DN106368_c0_g2_i1	0.0957	0.1369	1.43				
Chr01	sexchr	TRINITY_DN132837_c1_g8_i1	0.0509	0.0729	1.4302				
Chr01	sexchr	TRINITY_DN127025_c5_g1_i1	0.0153	0.0219	1.4305				
Chr01	sexchr	TRINITY_DN136118_c3_g2_i3	0.1239	0.1773	1.4309				
Chr01	sexchr	TRINITY_DN129677_c6_g1_i1	0.0493	0.0706	1.4318				
Chr01	sexchr	TRINITY_DN114387_c0_g1_i1	0.1387	0.1986	1.432				
Chr01	sexchr	TRINITY_DN118687_c0_g1_i2	0.0829	0.1189	1.4335				
Chr01	sexchr	TRINITY_DN134596_c7_g1_i2	0.0739	0.106	1.4342				
Chr01	sexchr	TRINITY_DN130208_c5_g1_i1	0.1076	0.1543	1.4343				
Chr01	sexchr	TRINITY_DN126117_c0_g5_i1	0.0285	0.041	1.4363				
Chr01	sexchr	TRINITY_DN123998_c2_g3_i2	0.0332	0.0478	1.4363				
Chr01	sexchr	TRINITY_DN120141_c0_g1_i3	0.1487	0.2137	1.437				
Chr01	sexchr	TRINITY_DN132416_c2_g1_i5	0.0602	0.0866	1.4376				
Chr01	sexchr	TRINITY_DN125571_c3_g1_i11	0.1409	0.2026	1.4376				
Chr01	sexchr	TRINITY_DN123920_c0_g1_i1	0.1504	0.2163	1.438				
Chr01	sexchr	TRINITY_DN118578_c0_g2_i2	0.054	0.0776	1.4383				
Chr01	sexchr	TRINITY_DN124446_c1_g1_i2	0.0092	0.0132	1.4421				
Chr01	sexchr	TRINITY_DN119829_c0_g1_i1	0.0684	0.0986	1.4422				
Chr01	sexchr	TRINITY_DN131279_c2_g1_i5	0.0443	0.0639	1.4424				
Chr01	sexchr	TRINITY_DN104751_c0_g1_i2	0.0416	0.06	1.4428				
Chr01	sexchr	TRINITY_DN136295_c5_g1_i2	0.0137	0.0197	1.4432				
Chr01	sexchr	TRINITY_DN105647_c0_g2_i1	0.5406	0.7804	1.4436				
Chr01	sexchr	TRINITY_DN127676_c1_g1_i3	0.0727	0.105	1.4444				
Chr01	sexchr	TRINITY_DN18217_c1_g1_i1	0.1168	0.1688	1.4456				
Chr01	sexchr	TRINITY_DN134915_c0_g1_i2	0.1256	0.1816	1.4459				
Chr01	sexchr	TRINITY_DN112665_c0_g1_i1	0.1141	0.1651	1.4464				
Chr01	sexchr	TRINITY_DN122364_c3_g4_i2	0.1188	0.172	1.4486				
Chr01	sexchr	TRINITY_DN132748_c0_g1_i1	0.0293	0.0424	1.4489				
Chr01	sexchr	TRINITY_DN129480_c0_g2_i9	0.0595	0.0862	1.449				
Chr01	sexchr	TRINITY_DN102393_c0_g1_i1	0.168	0.2435	1.4497				
Chr01	sexchr	TRINITY_DN131222_c0_g2_i4	0.0858	0.1244	1.4499				
Chr01	sexchr	TRINITY_DN131466_c7_g2_i1	0.0534	0.0774	1.4505				
Chr01	sexchr	TRINITY_DN135542_c0_g1_i2	0.0549	0.0797	1.4514				
Chr01	sexchr	TRINITY_DN129784_c1_g7_i1	0.1274	0.1851	1.4525				
Chr01	sexchr	TRINITY_DN133894_c0_g1_i1	0.0502	0.073	1.4543				
Chr01	sexchr	TRINITY_DN125710_c0_g2_i2	0.027	0.0393	1.4555				
Chr01	sexchr	TRINITY_DN86639_c0_g1_i1	0.0556	0.081	1.4561				
Chr01	sexchr	TRINITY_DN134299_c0_g1_i2	0.0564	0.0822	1.4571				
Chr01	sexchr	TRINITY_DN130457_c5_g2_i1	0.1364	0.1988	1.4573				
Chr01	sexchr	TRINITY_DN128422_c6_g7_i4	0.0491	0.0715	1.458				
Chr01	sexchr	TRINITY_DN135527_c0_g2_i2	0.1844	0.2689	1.4581				
