gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN110103_c0_g1_i1	NA	NA	NA	NA	-6.960532867	6.960532867	female	0.94119046	Ovary_mean	0.0936	0.1712	1.8293
TRINITY_DN110142_c0_g3_i1	app	Chr02	14238747	14238747	-2.95631117	2.95631117	female	0.481214133	G27_mmean	0.0898	0.1651	1.839
TRINITY_DN110146_c0_g1_i3	NA	NA	NA	NA	1.088556467	1.088556467	male	0.466524709	Liver_mmean	0.0728	0.1335	1.8353
TRINITY_DN110153_c0_g1_i1	NA	NA	NA	NA	-0.413144777	0.413144777	unbias	0.326923355	Ovary_mean	0.0679	0.1167	1.7178
TRINITY_DN110154_c0_g1_i1	NA	NA	NA	NA	-1.620361641	1.620361641	female	0.806115243	Ovary_mean	0.0645	0.0568	0.8797
TRINITY_DN110214_c0_g1_i3	NA	NA	NA	NA	3.210660774	3.210660774	male	0.71189003	Liver_fmean	0.1288	0.1689	1.3121
TRINITY_DN110248_c0_g1_i1	NA	NA	NA	NA	0.856462151	0.856462151	unbias	0.61797429	Brain_fmean	0.0129	0.0199	1.5477
TRINITY_DN110265_c0_g1_i1	NA	NA	NA	NA	-1.798735098	1.798735098	female	0.420425266	Ovary_mean	0.0534	0.0796	1.4913
TRINITY_DN110272_c0_g1_i1	NA	NA	NA	NA	-1.429014722	1.429014722	female	0.836567208	Brain_fmean	0.0724	0.0514	0.7101
TRINITY_DN110288_c0_g1_i1	NA	NA	NA	NA	-1.302765103	1.302765103	female	0.694130829	Ovary_mean	0.0369	0.0464	1.2595
TRINITY_DN110307_c0_g1_i3	NA	NA	NA	NA	0.172860752	0.172860752	unbias	0.263558186	Ovary_mean	0.0399	0.0735	1.8415
TRINITY_DN110314_c0_g1_i3	Xetrov90001129m	Chr01	61281695	61281695	-0.512670493	0.512670493	unbias	0.466233778	Ovary_mean	0.0766	0.1499	1.9564
TRINITY_DN110346_c0_g1_i2	NA	NA	NA	NA	-1.9138604	1.9138604	female	0.472320568	Ovary_mean	0.0737	0.1275	1.7291
TRINITY_DN110371_c0_g1_i1	LOC100486333-like	Chr08	18909118	18909118	-2.125297387	2.125297387	female	0.700511446	Brain_mmean	0.0947	0.1543	1.6304
TRINITY_DN110399_c0_g1_i1	Xetrov90019644m	Chr07	117149136	117149136	-0.306987712	0.306987712	unbias	0.780438032	Brain_fmean	0.0299	0.0352	1.1772
TRINITY_DN110438_c1_g1_i1	NA	NA	NA	NA	6.17530115	6.17530115	male	0.867940256	Brain_fmean	0.0595	0.0974	1.6375
TRINITY_DN110445_c1_g1_i3	brox	Chr05	5890834	5890834	1.125296563	1.125296563	male	0.386274659	Brain_fmean	0.0353	0.0538	1.5229
TRINITY_DN110455_c0_g1_i2	NA	NA	NA	NA	0.218651945	0.218651945	unbias	0.463556732	G23_fmean	0.0558	0.0898	1.6093
TRINITY_DN110486_c0_g1_i1	NA	NA	NA	NA	-1.873221785	1.873221785	female	0.577758644	Ovary_mean	0.0705	0.0946	1.3423
TRINITY_DN110510_c0_g1_i1	arhgap10	Chr01	48026778	48026778	2.839068583	2.839068583	male	0.505352027	Brain_mmean	0.0305	0.0325	1.0675
TRINITY_DN110587_c0_g1_i1	NA	NA	NA	NA	0.482834459	0.482834459	unbias	0.120283759	Brain_fmean	0.1585	0.1584	0.9991
TRINITY_DN110679_c0_g1_i1	NA	NA	NA	NA	-10.10451349	10.10451349	female	0.961835041	Ovary_mean	0.1135	0.1386	1.2213
TRINITY_DN110705_c0_g1_i1	NA	NA	NA	NA	1.789555987	1.789555987	male	0.441203622	Brain_fmean	0.0639	0.0844	1.3193
TRINITY_DN110721_c0_g1_i2	klf10	Chr06	118685958	118685958	-4.01546086	4.01546086	female	0.49389768	G46_M_mean	0.122	0.1757	1.4404
TRINITY_DN110725_c0_g1_i3	NA	NA	NA	NA	3.556517579	3.556517579	male	0.38073112	Liver_mmean	0.0975	0.1536	1.5759
TRINITY_DN110732_c0_g1_i2	NA	NA	NA	NA	1.637654628	1.637654628	male	0.43160835	G43_M_mean	0.2194	0.3914	1.7836
TRINITY_DN110750_c0_g1_i1	ccdc135	Chr04	28065592	28065592	0.651992129	0.651992129	unbias	0.195435661	Testis_mean	0.0698	0.0976	1.3977
TRINITY_DN110750_c1_g2_i1	NA	NA	NA	NA	-1.264350327	1.264350327	female	0.312674829	Ovary_mean	0.2514	0.3387	1.3476
TRINITY_DN110780_c0_g1_i2	NA	NA	NA	NA	-1.294938205	1.294938205	female	0.664006321	Ovary_mean	0.1339	0.1281	0.9568
TRINITY_DN110867_c0_g1_i1	mov10l1	Chr03	62388703	62388703	1.443391236	1.443391236	male	0.422917224	G43_M_mean	0.236	0.2858	1.2107
TRINITY_DN110884_c0_g1_i2	NA	NA	NA	NA	-0.352844603	0.352844603	unbias	0.457826232	Ovary_mean	0.1472	0.216	1.4676
TRINITY_DN110896_c0_g2_i2	NA	NA	NA	NA	1.503456748	1.503456748	unbias	0.4467911	Testis_mean	0.1319	0.1922	1.4577
TRINITY_DN110930_c0_g1_i1	NA	NA	NA	NA	0.992121065	0.992121065	unbias	0.321047703	G27_fmean	0.0713	0.091	1.2768
TRINITY_DN110953_c0_g1_i2	NA	NA	NA	NA	0.285500548	0.285500548	unbias	0.182346883	Brain_mmean	0.0036	0.0043	1.1874
TRINITY_DN110955_c0_g1_i1	LOC100488253	Chr05	111119965	111119965	-1.781578878	1.781578878	female	0.194154972	G23_mmean	0.1555	0.1982	1.275
TRINITY_DN110993_c0_g1_i2	NA	NA	NA	NA	-1.844071226	1.844071226	female	0.478932932	Ovary_mean	0.0685	0.0716	1.0444
TRINITY_DN110995_c0_g1_i1	NA	NA	NA	NA	3.209692609	3.209692609	male	0.318914841	Liver_mmean	0.1761	0.2911	1.6536
TRINITY_DN110999_c0_g1_i1	NA	NA	NA	NA	-0.727283342	0.727283342	unbias	0.461802222	Ovary_mean	0.1523	0.2516	1.6521
TRINITY_DN111014_c0_g1_i2	NA	NA	NA	NA	-0.375942002	0.375942002	unbias	0.384717802	Ovary_mean	0.0475	0.0894	1.8827
TRINITY_DN111019_c0_g1_i1	ccng1	Chr03	15958275	15958275	-1.46955946	1.46955946	female	0.212863952	Liver_fmean	0.0596	0.053	0.8884
TRINITY_DN111028_c0_g1_i1	NA	NA	NA	NA	-10.86220658	10.86220658	female	0.925147631	Ovary_mean	0.1157	0.1407	1.2163
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	1.096793692	1.096793692	male	0.252918482	Testis_mean	0.1324	0.1649	1.2455
TRINITY_DN111067_c0_g1_i1	NA	NA	NA	NA	-1.129524885	1.129524885	female	0.506347406	Ovary_mean	0.1297	0.2248	1.7337
TRINITY_DN111096_c0_g1_i1	NA	NA	NA	NA	0.123035732	0.123035732	unbias	0.382508478	G43_M_mean	0.1598	0.3196	1.9997
TRINITY_DN111118_c0_g1_i1	NA	NA	NA	NA	2.170419331	2.170419331	male	0.681523162	Brain_mmean	0.1024	0.18	1.7586
TRINITY_DN111122_c0_g2_i3	NA	NA	NA	NA	1.265669328	1.265669328	male	0.348794098	G27_mmean	0.078	0.1301	1.668
TRINITY_DN111129_c0_g1_i1	NA	NA	NA	NA	-1.359971272	1.359971272	female	0.323250722	Ovary_mean	0.1258	0.1457	1.1584
TRINITY_DN111151_c0_g1_i1	NA	NA	NA	NA	-0.528988938	0.528988938	unbias	0.643285623	Ovary_mean	0.0531	0.1035	1.948
TRINITY_DN111155_c0_g2_i2	NA	NA	NA	NA	-0.232032892	0.232032892	unbias	0.197250617	G23_fmean	0.151	0.1401	0.9275
TRINITY_DN111162_c0_g1_i1	tacc1-like	Chr03	121675517	121675517	-1.083589129	1.083589129	unbias	0.552385511	Brain_mmean	0.0507	0.052	1.0273
TRINITY_DN111163_c0_g1_i3	serpina3k	Chr08	67283094	67283094	4.203026792	4.203026792	male	0.919329772	Testis_mean	0.0807	0.1503	1.8639
TRINITY_DN111167_c0_g1_i1	NA	NA	NA	NA	0.821905752	0.821905752	unbias	0.480721623	G43_M_mean	0.018	0.0226	1.2555
TRINITY_DN111210_c0_g1_i1	NA	NA	NA	NA	1.938412838	1.938412838	male	0.605714815	Brain_fmean	0.0549	0.0782	1.4258
TRINITY_DN111221_c0_g1_i1	NA	NA	NA	NA	-0.135107563	0.135107563	unbias	0.520136822	Liver_fmean	0.0231	0.033	1.4292
TRINITY_DN111223_c0_g1_i1	Xetrov90023207m	Chr09	12703424	12703424	-1.340942303	1.340942303	female	0.379108225	Ovary_mean	0.0334	0.0378	1.1319
TRINITY_DN111231_c0_g1_i1	rnf152	Chr06	53404585	53404585	1.805845207	1.805845207	male	0.289171903	Liver_mmean	0.065	0.0898	1.3814
TRINITY_DN111236_c0_g1_i1	klf3	Chr01	26186197	26186197	-7.709480933	7.709480933	female	0.864120761	Ovary_mean	0.0342	0.0568	1.6622
TRINITY_DN111246_c0_g1_i4	NA	NA	NA	NA	-0.300190615	0.300190615	unbias	0.221721074	Ovary_mean	0.0614	0.083	1.351
TRINITY_DN111247_c0_g1_i1	NA	NA	NA	NA	1.493949186	1.493949186	male	0.44972447	Testis_mean	0.0569	0.0728	1.2808
TRINITY_DN111292_c0_g1_i1	NA	NA	NA	NA	-0.055762052	0.055762052	unbias	0.357765501	Brain_fmean	0.0596	0.1115	1.8711
TRINITY_DN111332_c0_g2_i5	NA	NA	NA	NA	-0.332821806	0.332821806	unbias	0.422805123	Ovary_mean	0.0224	0.0268	1.1966
TRINITY_DN111361_c0_g1_i1	NA	NA	NA	NA	1.535480605	1.535480605	male	0.586618904	Brain_mmean	0.001	0.0014	1.3659
TRINITY_DN111370_c0_g2_i1	NA	NA	NA	NA	-0.040093687	0.040093687	unbias	0.16980974	Ovary_mean	0.0318	0.0444	1.3962
TRINITY_DN111408_c0_g2_i1	NA	NA	NA	NA	3.035659418	3.035659418	male	0.412090312	Brain_mmean	0.0392	0.024	0.6109
TRINITY_DN111417_c0_g1_i3	NA	NA	NA	NA	-1.159987803	1.159987803	female	0.450397615	Liver_mmean	0.0337	0.0506	1.5002
TRINITY_DN111419_c0_g1_i1	NA	NA	NA	NA	2.349651638	2.349651638	unbias	0.713096787	Brain_mmean	0.1834	0.2216	1.2082
TRINITY_DN111428_c0_g1_i1	NA	NA	NA	NA	2.376859563	2.376859563	male	0.395005672	Brain_fmean	0.1381	0.2756	1.9956
TRINITY_DN111446_c0_g1_i2	NA	NA	NA	NA	1.735409007	1.735409007	male	0.273761526	Brain_mmean	0.0103	0.0079	0.7733
TRINITY_DN111460_c0_g3_i3	amotl1	Chr02	161793839	161793839	0.408166891	0.408166891	unbias	0.206913115	G23_mmean	0.0195	0.0343	1.7571
TRINITY_DN111477_c0_g2_i1	NA	NA	NA	NA	0.749224834	0.749224834	unbias	0.641183448	Brain_mmean	0.1778	0.3255	1.8309
TRINITY_DN111504_c0_g1_i1	gen1	Chr05	137852800	137852800	-0.648670815	0.648670815	unbias	0.185446175	Ovary_mean	0.0757	0.1377	1.8203
TRINITY_DN111534_c0_g1_i1	NA	NA	NA	NA	-0.03414697	0.03414697	unbias	0.61632813	G31_fmean	0.1705	0.3378	1.9806
TRINITY_DN111536_c1_g1_i1	rccd1	Chr03	98213853	98213853	0.371625455	0.371625455	unbias	0.772372769	Brain_mmean	0.0723	0.1132	1.5659
TRINITY_DN111569_c0_g1_i1	NA	NA	NA	NA	-0.323938025	0.323938025	unbias	0.548335002	G23_fmean	0.1975	0.3546	1.7958
TRINITY_DN111579_c0_g1_i1	NA	NA	NA	NA	2.484019424	2.484019424	male	0.331606612	G23_fmean	0.0705	0.1203	1.7064
TRINITY_DN111590_c0_g1_i1	NA	NA	NA	NA	-1.199125211	1.199125211	female	0.348738005	Ovary_mean	0.0636	0.1067	1.6789
TRINITY_DN111594_c0_g1_i2	NA	NA	NA	NA	-4.461614353	4.461614353	female	0.746224148	Ovary_mean	0.1131	0.1922	1.7001
TRINITY_DN111615_c0_g1_i2	lrrc32-like	Chr02	168798028	168798028	-0.646820603	0.646820603	unbias	0.442617538	Ovary_mean	0.0703	0.098	1.3928
TRINITY_DN111616_c0_g2_i4	NA	NA	NA	NA	-1.462438519	1.462438519	female	0.407383947	G23_fmean	0.0553	0.0723	1.3066
TRINITY_DN111671_c0_g1_i1	NA	NA	NA	NA	-0.011158182	0.011158182	unbias	0.533798128	Ovary_mean	0.0795	0.1458	1.835
TRINITY_DN111683_c1_g3_i4	NA	NA	NA	NA	-0.317589234	0.317589234	unbias	0.661040956	Brain_fmean	0.0893	0.0946	1.0591
TRINITY_DN111707_c0_g2_i2	spred2	Chr05	29526894	29526894	1.056880583	1.056880583	unbias	0.84453348	Brain_mmean	0.0301	0.0393	1.3057
TRINITY_DN111719_c1_g1_i1	NA	NA	NA	NA	-0.269212726	0.269212726	unbias	0.397042486	Ovary_mean	0.0652	0.12	1.8406
TRINITY_DN111747_c0_g1_i1	NA	NA	NA	NA	-0.470384694	0.470384694	unbias	0.297215127	Ovary_mean	0.007	0.0096	1.3606
TRINITY_DN111752_c0_g1_i1	NA	NA	NA	NA	-0.032319513	0.032319513	unbias	0.306260946	Ovary_mean	0.0065	0.0096	1.4829
TRINITY_DN111757_c0_g1_i1	rcan1	Chr02	10395681	10395681	6.236682446	6.236682446	male	0.649305693	Brain_fmean	0.0821	0.1229	1.4972
TRINITY_DN111786_c0_g1_i2	NA	NA	NA	NA	3.406824735	3.406824735	male	0.682113365	Brain_fmean	0.1646	0.3013	1.8308
TRINITY_DN111860_c0_g1_i1	NA	NA	NA	NA	-2.360353185	2.360353185	female	0.582314643	Ovary_mean	0.0065	0.0129	1.9956
TRINITY_DN111910_c0_g1_i1	NA	NA	NA	NA	1.955365773	1.955365773	male	0.643102708	G23_fmean	0.1139	0.151	1.3251
TRINITY_DN111980_c0_g1_i1	NA	NA	NA	NA	2.040740188	2.040740188	male	0.258777882	G43_M_mean	0.0932	0.0924	0.9916
TRINITY_DN112006_c0_g1_i1	slc2a11	Chr01	144665580	144665580	-1.246188048	1.246188048	female	0.359376172	Ovary_mean	0.0276	0.0278	1.008
TRINITY_DN112043_c0_g1_i1	pdcd5	Chr04	21356999	21356999	0.470463032	0.470463032	unbias	0.283223997	Brain_mmean	0.0177	0.026	1.4702
TRINITY_DN112070_c0_g1_i2	NA	NA	NA	NA	-0.214299348	0.214299348	unbias	0.504114148	G23_fmean	0.0169	0.0126	0.7471
TRINITY_DN112088_c0_g1_i1	NA	NA	NA	NA	2.014251761	2.014251761	male	0.260554	G27_mmean	0.1219	0.2058	1.6879
TRINITY_DN112096_c1_g2_i2	NA	NA	NA	NA	-0.475132684	0.475132684	unbias	0.237900994	Ovary_mean	0.0045	0.0058	1.2987
TRINITY_DN112100_c0_g1_i1	ubtd2	Chr03	30816240	30816240	0.328776716	0.328776716	unbias	0.16243017	Ovary_mean	0.0052	0.0093	1.7907
TRINITY_DN112103_c0_g1_i1	NA	NA	NA	NA	-1.250750986	1.250750986	female	0.259403651	Ovary_mean	0.0145	0.021	1.455
TRINITY_DN112117_c1_g1_i4	NA	NA	NA	NA	-4.250566167	4.250566167	female	0.815053645	Ovary_mean	0.08	0.0821	1.0271
TRINITY_DN112147_c0_g1_i2	NA	NA	NA	NA	0.525598801	0.525598801	unbias	0.437699156	Brain_fmean	0.2469	0.4908	1.9881
TRINITY_DN112160_c0_g1_i1	NA	NA	NA	NA	1.550334338	1.550334338	male	0.466095529	Brain_fmean	0.1649	0.2064	1.2516
TRINITY_DN112165_c1_g1_i2	hydin	Chr04	27332597	27332597	0.3331891	0.3331891	unbias	0.093106066	Ovary_mean	0.0245	0.0279	1.1382
TRINITY_DN112166_c0_g2_i1	NA	NA	NA	NA	-2.03132074	2.03132074	female	0.530326594	Ovary_mean	0.0432	0.0426	0.9858
TRINITY_DN112199_c0_g1_i2	NA	NA	NA	NA	0.158412206	0.158412206	unbias	0.322112106	Brain_fmean	0.0991	0.1499	1.5118
TRINITY_DN112238_c0_g7_i3	NA	NA	NA	NA	0.816724785	0.816724785	unbias	0.427988909	G23_fmean	0.1107	0.1991	1.7987
TRINITY_DN112248_c0_g1_i1	NA	NA	NA	NA	-1.08765457	1.08765457	unbias	0.781288512	Brain_fmean	0.1375	0.1163	0.8453
TRINITY_DN112266_c0_g1_i1	NA	NA	NA	NA	-0.437734441	0.437734441	unbias	0.53519476	Liver_fmean	0.0356	0.0408	1.1489
TRINITY_DN112269_c0_g1_i1	NA	NA	NA	NA	4.095759984	4.095759984	male	0.668273814	Brain_fmean	0.022	0.0294	1.3368
TRINITY_DN112272_c0_g1_i1	NA	NA	NA	NA	-5.469405574	5.469405574	female	0.918752232	Ovary_mean	0.2092	0.3533	1.6892
TRINITY_DN112291_c0_g2_i1	NA	NA	NA	NA	-1.984895708	1.984895708	female	0.298016317	Liver_mmean	0.0582	0.1103	1.8941
TRINITY_DN112304_c0_g1_i1	NA	NA	NA	NA	0.129583893	0.129583893	unbias	0.411661857	G43_M_mean	0.1211	0.1572	1.2978
TRINITY_DN112321_c0_g1_i1	NA	NA	NA	NA	-4.775321474	4.775321474	female	0.516373938	Ovary_mean	0.2588	0.3151	1.2177
TRINITY_DN112325_c0_g1_i1	NA	NA	NA	NA	-1.500189817	1.500189817	female	0.383717478	Ovary_mean	0.0464	0.0584	1.2572
TRINITY_DN112341_c0_g1_i1	ppm1l-like	Chr05	103242943	103242943	-1.018647614	1.018647614	female	0.425758342	Ovary_mean	0.0139	0.0212	1.5287
TRINITY_DN112362_c1_g2_i1	NA	NA	NA	NA	-0.686702483	0.686702483	unbias	0.538346809	Brain_mmean	0.0449	0.0522	1.1629
TRINITY_DN112380_c0_g3_i2	NA	NA	NA	NA	-1.136385588	1.136385588	female	0.469910262	Ovary_mean	0.0124	0.0216	1.7426
TRINITY_DN112396_c1_g1_i1	NA	NA	NA	NA	-1.41749375	1.41749375	female	0.434579106	Ovary_mean	0.0027	0.0028	1.0438
TRINITY_DN112409_c0_g1_i1	NA	NA	NA	NA	-1.370633595	1.370633595	female	0.169562831	Ovary_mean	0.0355	0.0437	1.2311
TRINITY_DN112429_c0_g2_i1	NA	NA	NA	NA	-2.315936412	2.315936412	female	0.29417393	G27_mmean	0.1753	0.1528	0.8718
TRINITY_DN112434_c0_g1_i1	LOC100491786	Chr02	25500780	25500780	1.872355796	1.872355796	male	0.569230517	G27_mmean	0.0299	0.0464	1.5526
TRINITY_DN112453_c0_g3_i1	NA	NA	NA	NA	-1.528506164	1.528506164	female	0.487691855	Ovary_mean	0.0712	0.1194	1.6772
TRINITY_DN112465_c0_g1_i1	NA	NA	NA	NA	-0.473796003	0.473796003	unbias	0.381228399	Ovary_mean	0.0449	0.0518	1.1539
TRINITY_DN112473_c1_g1_i1	NA	NA	NA	NA	-2.891774482	2.891774482	female	0.750149699	Brain_mmean	0.0902	0.1123	1.2449
TRINITY_DN112473_c1_g2_i2	NA	NA	NA	NA	-1.868659213	1.868659213	female	0.547831964	Ovary_mean	0.0734	0.0941	1.2819
TRINITY_DN112489_c0_g2_i2	NA	NA	NA	NA	2.090636783	2.090636783	male	0.495006312	G46_M_mean	0.0696	0.1284	1.8443
TRINITY_DN112492_c0_g1_i2	NA	NA	NA	NA	-2.959032217	2.959032217	female	0.656797068	Brain_mmean	0.0954	0.1806	1.8923
TRINITY_DN112494_c0_g2_i2	pik3ip1	Chr01	143506734	143506734	-0.922227073	0.922227073	unbias	0.414318043	G23_mmean	0.0567	0.1027	1.8125
TRINITY_DN112501_c0_g1_i7	NA	NA	NA	NA	-1.545916519	1.545916519	female	0.504643265	Ovary_mean	0.1245	0.1917	1.5398
TRINITY_DN112529_c0_g1_i1	NA	NA	NA	NA	0.051583373	0.051583373	unbias	0.449357777	Ovary_mean	0.1821	0.324	1.7792
TRINITY_DN112586_c1_g1_i2	NA	NA	NA	NA	-2.255531941	2.255531941	female	0.55418771	Ovary_mean	0.0566	0.0802	1.4158
TRINITY_DN112596_c0_g1_i1	NA	NA	NA	NA	2.051800927	2.051800927	male	0.7571614	Brain_fmean	0.148	0.2595	1.7534
TRINITY_DN112607_c0_g1_i1	fbxo3	Chr04	7063002	7063002	0.011419173	0.011419173	unbias	0.365156186	Brain_mmean	0.0674	0.0589	0.8734
TRINITY_DN112610_c0_g1_i2	gstt1-like.1	Chr01	144513755	144513755	3.145058719	3.145058719	male	0.447874797	Brain_mmean	0.151	0.1451	0.961
TRINITY_DN112614_c0_g1_i1	NA	NA	NA	NA	1.786302924	1.786302924	male	0.705035892	G43_M_mean	0.0897	0.1483	1.6525
TRINITY_DN112665_c0_g1_i1	shox2	Chr05	104172102	104172102	0.116909921	0.116909921	unbias	0.175894073	Brain_mmean	0.1141	0.1651	1.4464
TRINITY_DN112672_c0_g3_i1	oit3	Chr07	35406343	35406343	1.687194847	1.687194847	male	0.347397966	G27_fmean	0.0929	0.1386	1.492
TRINITY_DN112693_c0_g2_i1	NA	NA	NA	NA	-3.840529951	3.840529951	female	0.763425233	Ovary_mean	0.1077	0.1599	1.4849
TRINITY_DN112708_c0_g1_i1	NA	NA	NA	NA	0.346867048	0.346867048	unbias	0.544410398	Liver_fmean	0.2111	0.3754	1.7789
TRINITY_DN112713_c0_g1_i3	NA	NA	NA	NA	2.322484359	2.322484359	male	0.441654255	G23_fmean	0.1835	0.2521	1.3736
TRINITY_DN112734_c0_g2_i8	NA	NA	NA	NA	0.708240781	0.708240781	unbias	0.596168215	Brain_mmean	0.0651	0.1034	1.5888
TRINITY_DN112753_c0_g1_i1	NA	NA	NA	NA	-0.078677982	0.078677982	unbias	0.241794764	Ovary_mean	0.1428	0.2327	1.6291
TRINITY_DN112755_c0_g2_i1	NA	NA	NA	NA	-1.483346171	1.483346171	female	0.847067809	Ovary_mean	0.035	0.0574	1.6416
TRINITY_DN112759_c0_g4_i2	NA	NA	NA	NA	1.749316259	1.749316259	male	0.359854364	G46_M_mean	0.0486	0.0904	1.8592
TRINITY_DN112796_c0_g1_i1	NA	NA	NA	NA	0.461044929	0.461044929	unbias	0.474439721	G27_mmean	0.113	0.1915	1.6948
TRINITY_DN112797_c0_g1_i1	NA	NA	NA	NA	-4.056460614	4.056460614	female	0.649273779	G43_F_mean	0.0656	0.0993	1.5138
TRINITY_DN112819_c0_g1_i1	NA	NA	NA	NA	0.024883115	0.024883115	unbias	0.342888432	G23_fmean	0.1195	0.193	1.6153
TRINITY_DN112841_c0_g1_i1	NA	NA	NA	NA	-2.86035425	2.86035425	female	0.779268137	Ovary_mean	0.0857	0.1154	1.3469
TRINITY_DN112847_c0_g1_i1	NA	NA	NA	NA	3.451741312	3.451741312	male	0.383234649	G23_fmean	0.0272	0.035	1.286
TRINITY_DN112859_c0_g2_i1	NA	NA	NA	NA	2.371871099	2.371871099	male	0.571973493	Liver_fmean	0.1173	0.1816	1.5487
TRINITY_DN112889_c0_g1_i1	NA	NA	NA	NA	-0.549555577	0.549555577	unbias	0.351892752	Brain_mmean	0.0327	0.0374	1.1424
TRINITY_DN112907_c0_g2_i1	NA	NA	NA	NA	-1.433911919	1.433911919	female	0.498834444	Ovary_mean	0.0792	0.1344	1.696
TRINITY_DN112910_c0_g1_i2	NA	NA	NA	NA	1.439133554	1.439133554	male	0.665442519	Brain_fmean	0.0281	0.0486	1.7289
TRINITY_DN112953_c0_g1_i2	NA	NA	NA	NA	-2.794120692	2.794120692	female	0.563517343	Ovary_mean	0.1104	0.214	1.9383
TRINITY_DN112986_c0_g1_i1	NA	NA	NA	NA	0.538394938	0.538394938	unbias	0.102521547	Brain_fmean	0.1108	0.0903	0.8153
TRINITY_DN113022_c0_g5_i1	NA	NA	NA	NA	-0.511282325	0.511282325	unbias	0.29194599	Ovary_mean	0.0433	0.0432	0.999
TRINITY_DN113038_c0_g2_i1	stk33	scaffold_352	96873	96873	2.812463192	2.812463192	male	0.687868873	Brain_fmean	0.0739	0.0806	1.0909
TRINITY_DN113047_c0_g1_i1	NA	NA	NA	NA	0.866710273	0.866710273	unbias	0.473715635	Brain_mmean	0.1012	0.1719	1.6991
TRINITY_DN113064_c0_g1_i1	NA	NA	NA	NA	1.583980492	1.583980492	male	0.309661196	Brain_mmean	0.0794	0.0908	1.1442
TRINITY_DN113102_c0_g1_i3	pnpo	Chr10	4651376	4651376	-0.030648546	0.030648546	unbias	0.783369982	Brain_fmean	0.2124	0.221	1.0405
TRINITY_DN113124_c0_g1_i3	NA	NA	NA	NA	-1.081806713	1.081806713	female	0.417879734	Ovary_mean	0.0639	0.1019	1.5957
TRINITY_DN113153_c0_g1_i2	NA	NA	NA	NA	1.396064469	1.396064469	male	0.316256953	Testis_mean	0.0681	0.1208	1.7735
TRINITY_DN113202_c0_g1_i1	NA	NA	NA	NA	5.728338001	5.728338001	male	0.611720812	Testis_mean	0.0822	0.1172	1.4245
TRINITY_DN113204_c0_g2_i1	rdh10	Chr06	106259393	106259393	-0.782931095	0.782931095	unbias	0.540071948	Ovary_mean	0.0069	0.0124	1.8076
TRINITY_DN113212_c0_g2_i2	NA	NA	NA	NA	-1.60136207	1.60136207	female	0.447107248	Ovary_mean	0.0389	0.0355	0.9134
TRINITY_DN113238_c0_g1_i1	NA	NA	NA	NA	-0.606104442	0.606104442	unbias	0.409965498	Ovary_mean	0.0117	0.0124	1.0564
TRINITY_DN113248_c0_g1_i1	NA	NA	NA	NA	-0.640166433	0.640166433	unbias	0.474461256	Ovary_mean	0.0746	0.145	1.9443
TRINITY_DN113259_c0_g1_i1	NA	NA	NA	NA	-0.349748231	0.349748231	unbias	0.234941757	Ovary_mean	0.2083	0.1953	0.9373
TRINITY_DN113262_c0_g5_i1	NA	NA	NA	NA	2.394264424	2.394264424	male	0.486908208	G23_fmean	0.0315	0.0302	0.961
TRINITY_DN113317_c0_g1_i1	NA	NA	NA	NA	-0.880917313	0.880917313	unbias	0.443716387	Ovary_mean	0.0635	0.0605	0.9528
TRINITY_DN113341_c0_g1_i2	kifap3	Chr04	108205774	108205774	-1.771178999	1.771178999	female	0.462996818	Ovary_mean	0.1436	0.213	1.4827
TRINITY_DN113355_c0_g1_i2	NA	NA	NA	NA	2.048036733	2.048036733	male	0.56945041	Brain_mmean	0.0768	0.1356	1.7658
TRINITY_DN113391_c0_g1_i1	slc4a5	Chr03	112917024	112917024	-0.045686829	0.045686829	unbias	0.276528021	Ovary_mean	0.1232	0.2242	1.8203
TRINITY_DN113395_c0_g1_i5	NA	NA	NA	NA	-1.171475676	1.171475676	female	0.459122723	Ovary_mean	0.1148	0.1701	1.4811
TRINITY_DN113403_c0_g2_i2	NA	NA	NA	NA	4.240861254	4.240861254	male	0.398656465	G23_mmean	0.3247	0.2943	0.9061
TRINITY_DN113466_c0_g1_i2	NA	NA	NA	NA	-0.198809483	0.198809483	unbias	0.471413416	Ovary_mean	0.0634	0.117	1.8461
TRINITY_DN113473_c0_g1_i2	NA	NA	NA	NA	1.674054952	1.674054952	male	0.630436049	Brain_mmean	0.1193	0.2072	1.7359
TRINITY_DN113475_c0_g1_i2	NA	NA	NA	NA	1.334906187	1.334906187	male	0.478346601	Brain_mmean	0.0068	0.0114	1.6698
TRINITY_DN113502_c0_g1_i1	rplp0	Chr01	143013157	143013157	-0.160632738	0.160632738	unbias	0.112230398	G23_mmean	0.0133	0.0108	0.8076
TRINITY_DN113510_c0_g1_i3	NA	NA	NA	NA	-0.722012658	0.722012658	unbias	0.510567735	Ovary_mean	0.338	0.5867	1.7358
TRINITY_DN113528_c0_g1_i1	NA	NA	NA	NA	-0.940845129	0.940845129	unbias	0.488994119	Brain_mmean	0.1014	0.1939	1.9129
