gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue
TRINITY_DN103759_c0_g2_i3	LOC100487774	Chr05	54154690	54154690	-0.690385263	0.690385263	unbias	0.968117746	Ovary_mean
TRINITY_DN103769_c0_g1_i1	NA	NA	NA	NA	2.202095089	2.202095089	male	0.16079641	Testis_mean
TRINITY_DN103783_c0_g1_i1	NA	NA	NA	NA	-1.205059818	1.205059818	female	0.490403251	Ovary_mean
TRINITY_DN103795_c0_g1_i3	NA	NA	NA	NA	2.018818691	2.018818691	male	0.179286093	G43_F_mean
TRINITY_DN103798_c0_g1_i1	NA	NA	NA	NA	-7.142695044	7.142695044	female	0.907744623	Ovary_mean
TRINITY_DN103802_c0_g1_i1	Xetrov90017885m	Chr07	31438914	31438914	1.720950586	1.720950586	male	0.551350674	Brain_mmean
TRINITY_DN103812_c0_g1_i2	NA	NA	NA	NA	-0.182501212	0.182501212	unbias	0.295271723	G46_F_mean
TRINITY_DN103813_c0_g1_i1	NA	NA	NA	NA	-0.051980045	0.051980045	unbias	0.390659685	Liver_fmean
TRINITY_DN103830_c0_g1_i1	NA	NA	NA	NA	2.425991692	2.425991692	male	0.660255332	Brain_mmean
TRINITY_DN103832_c0_g1_i1	NA	NA	NA	NA	0.20282878	0.20282878	unbias	0.293821013	G43_F_mean
TRINITY_DN103833_c0_g1_i1	NA	NA	NA	NA	1.057573221	1.057573221	male	0.177008119	Brain_mmean
TRINITY_DN103834_c0_g11_i1	NA	NA	NA	NA	-1.117548203	1.117548203	female	0.568085858	Brain_fmean
TRINITY_DN103834_c0_g12_i1	NA	NA	NA	NA	-0.3169316	0.3169316	unbias	0.563155334	G46_F_mean
TRINITY_DN103834_c0_g13_i1	pvrl2	Chr07	101340057	101340057	-0.710068177	0.710068177	unbias	0.421046176	Brain_mmean
TRINITY_DN103834_c0_g1_i1	NA	NA	NA	NA	-2.491322623	2.491322623	female	0.761530795	Ovary_mean
TRINITY_DN103834_c0_g2_i1	LOC100494358	Chr04	15488890	15488890	-2.193212053	2.193212053	unbias	0.631208518	Ovary_mean
TRINITY_DN103834_c0_g3_i1	NA	NA	NA	NA	-1.448810802	1.448810802	female	0.524621953	Ovary_mean
TRINITY_DN103834_c0_g4_i1	LOC100489565	Chr10	30462628	30462628	-0.190296924	0.190296924	unbias	0.625212638	Brain_fmean
TRINITY_DN103834_c0_g6_i1	NA	NA	NA	NA	1.250775969	1.250775969	unbias	0.560422739	Brain_mmean
TRINITY_DN103834_c0_g7_i1	nxph3	Chr10	9925552	9925552	-0.171487747	0.171487747	unbias	0.39913456	Brain_mmean
TRINITY_DN103834_c0_g8_i1	NA	NA	NA	NA	-0.450815981	0.450815981	unbias	0.701741498	Brain_fmean
TRINITY_DN103834_c0_g9_i1	NA	NA	NA	NA	0.458117606	0.458117606	unbias	0.399718374	Brain_fmean
TRINITY_DN103838_c0_g1_i1	NA	NA	NA	NA	-6.480451356	6.480451356	female	0.793468978	Ovary_mean
TRINITY_DN103851_c0_g1_i1	NA	NA	NA	NA	-0.069929422	0.069929422	unbias	0.221095165	Brain_mmean
TRINITY_DN103855_c0_g1_i1	stk16	Chr09	78602996	78602996	6.274621618	6.274621618	male	0.557022048	Testis_mean
TRINITY_DN103859_c0_g1_i1	dlgap1	Chr06	91641944	91641944	3.415362294	3.415362294	male	0.962343999	Testis_mean
TRINITY_DN103879_c0_g1_i2	NA	NA	NA	NA	0.314153389	0.314153389	unbias	0.821815916	Liver_fmean
TRINITY_DN103882_c0_g1_i1	NA	NA	NA	NA	-1.342072496	1.342072496	female	0.47132902	Ovary_mean
TRINITY_DN103890_c0_g1_i2	NA	NA	NA	NA	0.517377151	0.517377151	unbias	0.665349841	Brain_fmean
TRINITY_DN103896_c0_g1_i2	LOC101731651	scaffold_135	53302	53302	0.213918571	0.213918571	unbias	0.542271212	G23_mmean
TRINITY_DN103897_c0_g2_i1	NA	NA	NA	NA	-8.801574564	8.801574564	female	0.920385407	Ovary_mean
TRINITY_DN103897_c0_g3_i1	NA	NA	NA	NA	-7.099180438	7.099180438	female	0.936957135	Ovary_mean
TRINITY_DN103900_c0_g2_i1	NA	NA	NA	NA	-4.939653176	4.939653176	female	0.77134218	G43_F_mean
TRINITY_DN103905_c0_g1_i1	NA	NA	NA	NA	-2.134542545	2.134542545	female	0.659266128	Ovary_mean
TRINITY_DN103912_c0_g1_i1	NA	NA	NA	NA	-1.962928756	1.962928756	female	0.439036413	Brain_mmean
TRINITY_DN103974_c0_g2_i1	pam-like	Chr01	137311916	137311916	1.023095632	1.023095632	male	0.372096353	G23_fmean
TRINITY_DN103986_c0_g1_i1	NA	NA	NA	NA	0.108539043	0.108539043	unbias	0.374249828	Brain_mmean
TRINITY_DN103989_c0_g1_i1	NA	NA	NA	NA	-0.373198263	0.373198263	unbias	0.258720657	Ovary_mean
TRINITY_DN103990_c0_g1_i2	NA	NA	NA	NA	2.443748585	2.443748585	male	0.900612076	Testis_mean
TRINITY_DN103997_c0_g1_i1	NA	NA	NA	NA	1.613869631	1.613869631	male	0.956285478	Testis_mean
TRINITY_DN104012_c0_g1_i1	NA	NA	NA	NA	2.91297825	2.91297825	male	0.395659223	Brain_fmean
TRINITY_DN104020_c2_g1_i1	NA	NA	NA	NA	-0.150028183	0.150028183	unbias	0.612489244	Ovary_mean
TRINITY_DN104090_c1_g1_i1	NA	NA	NA	NA	0.859470286	0.859470286	unbias	0.304002724	G23_fmean
TRINITY_DN104090_c1_g2_i1	NA	NA	NA	NA	1.060346152	1.060346152	male	0.268391287	G23_mmean
TRINITY_DN104110_c1_g1_i1	NA	NA	NA	NA	-0.057472016	0.057472016	unbias	0.314826513	Ovary_mean
TRINITY_DN104125_c0_g2_i1	NA	NA	NA	NA	-2.340325519	2.340325519	female	0.941104789	Ovary_mean
TRINITY_DN104136_c0_g1_i1	NA	NA	NA	NA	-3.459780344	3.459780344	female	0.891252875	Ovary_mean
TRINITY_DN104155_c0_g1_i1	NA	NA	NA	NA	1.815013905	1.815013905	male	0.299732105	Testis_mean
TRINITY_DN104173_c0_g1_i1	pfkp	Chr06	12075746	12075746	1.762070191	1.762070191	male	0.265391286	Testis_mean
TRINITY_DN104201_c0_g1_i1	NA	NA	NA	NA	0.073467124	0.073467124	unbias	0.796997875	Brain_fmean
TRINITY_DN104207_c0_g1_i1	NA	NA	NA	NA	-0.78871563	0.78871563	unbias	0.722574477	Ovary_mean
TRINITY_DN104240_c0_g1_i1	NA	NA	NA	NA	-0.11990964	0.11990964	unbias	0.22191044	Ovary_mean
TRINITY_DN104253_c0_g1_i1	ret	Chr07	44663724	44663724	-0.536714262	0.536714262	unbias	0.379154024	Brain_mmean
TRINITY_DN104287_c1_g1_i1	NA	NA	NA	NA	0.48445165	0.48445165	unbias	0.518937609	Brain_fmean
TRINITY_DN104331_c0_g1_i1	suclg2	scaffold_16	610090	610090	-0.990590311	0.990590311	unbias	0.127026683	Brain_mmean
TRINITY_DN104334_c0_g1_i1	NA	NA	NA	NA	-0.292133107	0.292133107	unbias	0.333136958	Ovary_mean
TRINITY_DN104337_c0_g1_i1	tmem101	Chr10	13722937	13722937	-1.686876782	1.686876782	female	0.44167852	Brain_mmean
TRINITY_DN104339_c0_g1_i2	NA	NA	NA	NA	-0.642008972	0.642008972	unbias	0.443111179	Ovary_mean
TRINITY_DN104354_c0_g1_i5	pdpk1	Chr09	22998583	22998583	-1.147166126	1.147166126	female	0.372776877	Ovary_mean
TRINITY_DN104356_c0_g1_i3	anapc1	Chr05	23768507	23768507	-1.368874674	1.368874674	female	0.531432457	Ovary_mean
TRINITY_DN104357_c0_g1_i2	fhl2	Chr02	108159116	108159116	3.037599837	3.037599837	male	0.35013412	G46_M_mean
TRINITY_DN104365_c0_g2_i1	NA	NA	NA	NA	-0.702857016	0.702857016	unbias	0.507767021	Ovary_mean
TRINITY_DN104365_c0_g3_i1	scml4-like	Chr05	75784736	75784736	-0.738042667	0.738042667	unbias	0.471346293	Ovary_mean
TRINITY_DN104383_c0_g4_i1	NA	NA	NA	NA	0.014802082	0.014802082	unbias	0.752730669	Ovary_mean
TRINITY_DN104387_c0_g3_i3	NA	NA	NA	NA	0.42913933	0.42913933	unbias	0.732501968	Testis_mean
TRINITY_DN104411_c0_g3_i1	NA	NA	NA	NA	-9.020018157	9.020018157	female	1.047657368	Ovary_mean
TRINITY_DN104428_c0_g1_i2	slc41a2	Chr03	40671470	40671470	-1.311862547	1.311862547	female	0.288033524	G23_mmean
TRINITY_DN104434_c0_g1_i1	NA	NA	NA	NA	-2.951635636	2.951635636	female	0.884690502	Ovary_mean
TRINITY_DN104434_c0_g2_i1	NA	NA	NA	NA	-2.868916072	2.868916072	female	0.812985216	Ovary_mean
TRINITY_DN104436_c0_g1_i1	NA	NA	NA	NA	1.505036188	1.505036188	male	0.760293779	Brain_fmean
TRINITY_DN104441_c0_g2_i1	NA	NA	NA	NA	-3.057921627	3.057921627	female	0.308661679	G43_F_mean
TRINITY_DN104463_c0_g1_i1	NA	NA	NA	NA	-0.659530738	0.659530738	unbias	0.500441418	Ovary_mean
TRINITY_DN104464_c0_g1_i1	NA	NA	NA	NA	1.111192907	1.111192907	male	0.297143318	Brain_mmean
TRINITY_DN104490_c0_g1_i1	NA	NA	NA	NA	6.798756121	6.798756121	male	0.593162802	Brain_fmean
TRINITY_DN104490_c0_g2_i1	c15orf59	Chr03	82951067	82951067	2.275631175	2.275631175	unbias	0.627351503	Brain_mmean
TRINITY_DN104496_c0_g2_i1	ccdc11	Chr01	191964060	191964060	-5.154043702	5.154043702	female	0.842490029	Ovary_mean
TRINITY_DN104527_c0_g1_i1	NA	NA	NA	NA	-0.514328604	0.514328604	unbias	0.294315211	Ovary_mean
TRINITY_DN104532_c0_g1_i1	NA	NA	NA	NA	1.327324269	1.327324269	male	0.348517882	Brain_mmean
TRINITY_DN104550_c0_g2_i1	NA	NA	NA	NA	-2.595546092	2.595546092	female	0.592749459	Ovary_mean
TRINITY_DN104580_c0_g1_i1	NA	NA	NA	NA	0.19578188	0.19578188	unbias	0.206394005	G23_mmean
TRINITY_DN104583_c0_g1_i1	lama4	Chr05	73627831	73627831	0.518511137	0.518511137	unbias	0.484706926	Brain_mmean
TRINITY_DN104597_c0_g1_i1	NA	NA	NA	NA	-0.933769112	0.933769112	unbias	0.552843215	Ovary_mean
TRINITY_DN104597_c0_g2_i1	NA	NA	NA	NA	-1.642307177	1.642307177	unbias	0.698558011	Ovary_mean
TRINITY_DN104640_c0_g1_i1	NA	NA	NA	NA	1.2646569	1.2646569	unbias	0.423497055	Testis_mean
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	-0.560845841	0.560845841	unbias	0.667587307	Ovary_mean
TRINITY_DN104656_c0_g1_i1	NA	NA	NA	NA	-0.14899233	0.14899233	unbias	0.558564814	Brain_mmean
TRINITY_DN104658_c0_g2_i1	NA	NA	NA	NA	-0.518315267	0.518315267	unbias	0.760347627	Ovary_mean
TRINITY_DN104666_c0_g2_i1	NA	NA	NA	NA	-2.699500342	2.699500342	female	0.837889389	Liver_fmean
TRINITY_DN104667_c0_g1_i3	prpf4b	Chr06	51006452	51006452	2.605115496	2.605115496	male	0.464926481	Brain_mmean
TRINITY_DN104677_c0_g2_i1	NA	NA	NA	NA	1.002652282	1.002652282	unbias	0.147170149	G27_mmean
TRINITY_DN104694_c0_g1_i1	NA	NA	NA	NA	-0.208566853	0.208566853	unbias	0.402121776	Brain_mmean
TRINITY_DN104699_c0_g2_i1	slc19a3	Chr05	125425070	125425070	-0.995214214	0.995214214	unbias	0.395638787	Brain_mmean
TRINITY_DN104719_c0_g1_i2	NA	NA	NA	NA	-0.025592394	0.025592394	unbias	0.208438056	Brain_fmean
TRINITY_DN104721_c0_g1_i1	NA	NA	NA	NA	3.569384035	3.569384035	male	0.705658308	Brain_mmean
TRINITY_DN104737_c1_g1_i2	NA	NA	NA	NA	-0.410943744	0.410943744	unbias	0.312785355	Brain_mmean
TRINITY_DN104740_c0_g1_i2	NA	NA	NA	NA	-2.24163101	2.24163101	female	0.452856277	Ovary_mean
TRINITY_DN104749_c0_g1_i1	LOC100487226	scaffold_749	1732	1732	-2.099108043	2.099108043	female	0.586265853	Ovary_mean
TRINITY_DN104751_c0_g1_i2	NA	NA	NA	NA	-2.283459332	2.283459332	female	0.401085647	Ovary_mean
TRINITY_DN104754_c0_g1_i4	NA	NA	NA	NA	-0.716248799	0.716248799	unbias	0.625841312	Ovary_mean
TRINITY_DN104778_c0_g1_i1	efemp2	Chr04	37822660	37822660	0.511128614	0.511128614	unbias	0.437976174	G27_mmean
TRINITY_DN104783_c1_g1_i1	NA	NA	NA	NA	2.418416624	2.418416624	male	0.493590401	Testis_mean
TRINITY_DN104801_c0_g1_i1	psma2	Chr06	66010297	66010297	0.461586692	0.461586692	unbias	0.52790364	Brain_fmean
TRINITY_DN104835_c0_g1_i2	crtap	Chr10	9089682	9089682	-0.464100896	0.464100896	unbias	0.24859013	G46_F_mean
TRINITY_DN104838_c0_g1_i1	NA	NA	NA	NA	-1.792631462	1.792631462	female	0.759006965	Ovary_mean
TRINITY_DN104906_c0_g1_i1	NA	NA	NA	NA	-0.283376265	0.283376265	unbias	0.37373452	Ovary_mean
TRINITY_DN104912_c0_g2_i1	cyth2	Chr10	15271968	15271968	0.152161434	0.152161434	unbias	0.434475143	Brain_mmean
TRINITY_DN104919_c0_g1_i1	amot	Chr08	31041090	31041090	0.454723354	0.454723354	unbias	0.118203734	Brain_fmean
TRINITY_DN104965_c0_g2_i1	NA	NA	NA	NA	-3.246999699	3.246999699	female	0.975473921	Ovary_mean
TRINITY_DN104972_c0_g1_i2	NA	NA	NA	NA	0.547463883	0.547463883	unbias	0.088868842	G27_fmean
TRINITY_DN105001_c1_g3_i2	NA	NA	NA	NA	0.621293224	0.621293224	unbias	0.258287162	Brain_mmean
TRINITY_DN105030_c0_g1_i1	cdkn1a	Chr02	67900893	67900893	-1.694779559	1.694779559	female	0.906354154	Brain_fmean
TRINITY_DN105039_c0_g1_i1	aldh3b1-like.1	Chr01	138358906	138358906	2.507650904	2.507650904	male	0.457103384	G43_M_mean
TRINITY_DN105042_c0_g2_i1	lsm4	Chr01	84349586	84349586	4.281866124	4.281866124	male	0.381226028	G46_M_mean
TRINITY_DN105042_c1_g1_i2	NA	NA	NA	NA	3.129714307	3.129714307	male	0.365783945	G27_mmean
TRINITY_DN105060_c0_g2_i3	NA	NA	NA	NA	0.004868775	0.004868775	unbias	0.576363007	Brain_fmean
TRINITY_DN105061_c0_g1_i1	NA	NA	NA	NA	5.240725828	5.240725828	male	0.347203288	G43_M_mean
TRINITY_DN105106_c0_g1_i2	NA	NA	NA	NA	-0.879358659	0.879358659	unbias	0.399144529	Brain_mmean
TRINITY_DN105118_c0_g1_i1	gpr88	Chr04	98882007	98882007	1.331162946	1.331162946	male	0.470889464	Brain_mmean
TRINITY_DN105140_c0_g1_i1	NA	NA	NA	NA	0.018081822	0.018081822	unbias	0.469865359	G46_F_mean
TRINITY_DN105140_c0_g2_i1	NA	NA	NA	NA	0.275647695	0.275647695	unbias	0.528524767	Ovary_mean
TRINITY_DN105184_c0_g1_i2	NA	NA	NA	NA	0.246356329	0.246356329	unbias	0.293530825	Brain_fmean
TRINITY_DN105198_c0_g3_i1	LOC100486956-like.1	Chr04	14163381	14163381	1.380509897	1.380509897	male	0.774178274	Testis_mean
TRINITY_DN105198_c0_g4_i1	NA	NA	NA	NA	1.619618364	1.619618364	male	0.746636268	Testis_mean
TRINITY_DN105215_c0_g1_i1	NA	NA	NA	NA	-1.376540282	1.376540282	female	0.488559202	Ovary_mean
TRINITY_DN105219_c0_g2_i1	NA	NA	NA	NA	0.001688215	0.001688215	unbias	0.596153922	Brain_mmean
TRINITY_DN105227_c0_g1_i1	NA	NA	NA	NA	2.159705623	2.159705623	male	0.482824896	G27_mmean
TRINITY_DN105250_c0_g1_i2	NA	NA	NA	NA	2.652420324	2.652420324	male	0.260473284	Brain_fmean
TRINITY_DN105269_c0_g1_i1	NA	NA	NA	NA	0.396874977	0.396874977	unbias	0.422361861	G43_F_mean
TRINITY_DN105286_c0_g2_i1	NA	NA	NA	NA	0.465026538	0.465026538	unbias	0.403896143	Brain_mmean
TRINITY_DN105307_c0_g1_i1	NA	NA	NA	NA	0.648062692	0.648062692	unbias	0.372751189	Liver_fmean
TRINITY_DN105309_c0_g2_i1	Xetrov90030845m	scaffold_909	44775	44775	-0.196200407	0.196200407	unbias	0.313265564	G43_M_mean
TRINITY_DN105320_c0_g2_i2	krt8.2	scaffold_305	197019	197019	2.826429212	2.826429212	male	0.401481538	Brain_mmean
TRINITY_DN105324_c0_g1_i5	NA	NA	NA	NA	1.369592213	1.369592213	male	0.046417742	G23_fmean
TRINITY_DN105352_c0_g4_i1	NA	NA	NA	NA	-4.193317671	4.193317671	female	0.93179576	Ovary_mean
TRINITY_DN105353_c0_g2_i2	mlxip	Chr01	153355295	153355295	2.318652607	2.318652607	male	0.404673887	Brain_mmean
TRINITY_DN105372_c0_g2_i1	LOC100488775-like	Chr05	125888264	125888264	0.922048919	0.922048919	unbias	0.266458137	G46_M_mean
TRINITY_DN105385_c0_g1_i2	NA	NA	NA	NA	-0.334805713	0.334805713	unbias	0.275750239	Brain_mmean
TRINITY_DN105386_c0_g2_i1	NA	NA	NA	NA	-0.05399551	0.05399551	unbias	0.553089571	Ovary_mean
TRINITY_DN105400_c0_g1_i3	NA	NA	NA	NA	0.121842349	0.121842349	unbias	0.24982071	Ovary_mean
TRINITY_DN105413_c0_g1_i1	NA	NA	NA	NA	-1.368777417	1.368777417	female	0.328311322	Ovary_mean
TRINITY_DN105428_c0_g1_i2	NA	NA	NA	NA	-0.06244633	0.06244633	unbias	0.179022568	G23_fmean
TRINITY_DN105438_c0_g1_i1	NA	NA	NA	NA	7.580893634	7.580893634	male	0.804005912	Brain_mmean
TRINITY_DN105440_c0_g1_i1	NA	NA	NA	NA	-2.221296958	2.221296958	female	0.721561751	Ovary_mean
TRINITY_DN105451_c0_g1_i1	LOC100497120-like	Chr02	57968526	57968526	1.158611468	1.158611468	male	0.282239088	Brain_mmean
TRINITY_DN105453_c0_g1_i1	NA	NA	NA	NA	-1.678326984	1.678326984	female	0.345704998	Ovary_mean
TRINITY_DN105455_c0_g3_i1	incenp	Chr04	13644807	13644807	-1.924845592	1.924845592	female	0.707468639	Ovary_mean
TRINITY_DN105472_c0_g3_i2	NA	NA	NA	NA	0.028945284	0.028945284	unbias	0.300659375	Ovary_mean
TRINITY_DN105493_c0_g2_i1	NA	NA	NA	NA	1.616667721	1.616667721	male	0.253155183	Liver_mmean
TRINITY_DN105509_c0_g1_i1	NA	NA	NA	NA	0.495156904	0.495156904	unbias	0.366538058	Brain_mmean
TRINITY_DN105513_c0_g1_i1	NA	NA	NA	NA	0.530138324	0.530138324	unbias	0.466499062	Brain_fmean
TRINITY_DN105525_c0_g1_i1	NA	NA	NA	NA	-6.420009996	6.420009996	female	0.889600322	Ovary_mean
TRINITY_DN105534_c0_g1_i1	NA	NA	NA	NA	0.111653628	0.111653628	unbias	0.740348969	Brain_mmean
TRINITY_DN105556_c0_g1_i1	NA	NA	NA	NA	0.872935237	0.872935237	unbias	0.22245353	G43_F_mean
TRINITY_DN105561_c0_g1_i1	NA	NA	NA	NA	-0.660818866	0.660818866	unbias	0.401765802	Brain_mmean
TRINITY_DN105578_c0_g1_i1	NA	NA	NA	NA	-2.148793105	2.148793105	female	0.793924477	Ovary_mean
TRINITY_DN105592_c1_g1_i2	NA	NA	NA	NA	0.136787843	0.136787843	unbias	0.224430782	G27_fmean
TRINITY_DN105601_c0_g1_i1	NA	NA	NA	NA	-4.548541026	4.548541026	female	0.701864526	Ovary_mean
TRINITY_DN105624_c0_g1_i1	myo5a-like	Chr03	91966608	91966608	-11.60949289	11.60949289	female	0.970237183	Ovary_mean
TRINITY_DN105629_c0_g2_i1	NA	NA	NA	NA	-0.911265036	0.911265036	unbias	0.321110004	G43_F_mean
TRINITY_DN105635_c0_g1_i1	NA	NA	NA	NA	-0.559690097	0.559690097	unbias	0.293216075	Ovary_mean
TRINITY_DN105647_c0_g2_i1	vwa5a-like	scaffold_138	345924	345924	-11.35528165	11.35528165	female	0.921850243	Ovary_mean
TRINITY_DN105675_c0_g2_i1	LOC100494784	Chr01	133867919	133867919	1.246423807	1.246423807	male	0.253382185	G43_F_mean
TRINITY_DN105682_c0_g3_i1	kank2	Chr03	128217345	128217345	-0.560340589	0.560340589	unbias	0.390233709	Ovary_mean
TRINITY_DN105686_c0_g2_i1	NA	NA	NA	NA	-0.461517855	0.461517855	unbias	0.763368279	Brain_fmean
TRINITY_DN105687_c0_g2_i1	NA	NA	NA	NA	8.135303953	8.135303953	male	0.520282706	Testis_mean
TRINITY_DN105698_c0_g1_i1	zbtb5	Chr01	96937185	96937185	2.247025366	2.247025366	male	0.609316019	G46_M_mean
TRINITY_DN105705_c0_g1_i1	smarcc2	Chr02	134219166	134219166	-0.035246483	0.035246483	unbias	0.511401922	G46_F_mean
TRINITY_DN105721_c0_g1_i1	rpn1	Chr04	125087462	125087462	1.711812582	1.711812582	male	0.644234799	G46_M_mean
TRINITY_DN105726_c0_g1_i1	NA	NA	NA	NA	0.132903498	0.132903498	unbias	0.538085116	Ovary_mean
TRINITY_DN105730_c0_g1_i2	acap3	Chr07	69727726	69727726	4.737797345	4.737797345	male	0.753167946	Testis_mean
TRINITY_DN105744_c0_g1_i1	tgif1	Chr06	91819489	91819489	-1.70206233	1.70206233	unbias	0.604993603	Brain_mmean
TRINITY_DN105756_c0_g1_i1	mnd1	Chr01	45875149	45875149	0.394206099	0.394206099	unbias	0.535958459	Testis_mean
TRINITY_DN105777_c1_g1_i1	NA	NA	NA	NA	-1.28234214	1.28234214	female	0.339783374	Liver_fmean
TRINITY_DN105809_c0_g1_i1	NA	NA	NA	NA	0.348008423	0.348008423	unbias	0.147094962	Liver_mmean
TRINITY_DN105826_c0_g1_i2	NA	NA	NA	NA	-2.643650481	2.643650481	female	0.743746863	Ovary_mean
TRINITY_DN105833_c0_g1_i1	NA	NA	NA	NA	-0.098767521	0.098767521	unbias	0.354366804	G46_M_mean
TRINITY_DN105838_c0_g2_i3	NA	NA	NA	NA	0.494958154	0.494958154	unbias	0.188874101	G23_fmean
TRINITY_DN105848_c0_g1_i1	NA	NA	NA	NA	-0.292364805	0.292364805	unbias	0.535351176	G43_M_mean
TRINITY_DN105849_c0_g1_i1	NA	NA	NA	NA	2.292784817	2.292784817	male	0.510935858	Brain_mmean
TRINITY_DN105850_c0_g2_i1	NA	NA	NA	NA	-2.168245909	2.168245909	female	0.505236948	Ovary_mean
TRINITY_DN105870_c0_g1_i1	NA	NA	NA	NA	1.369376875	1.369376875	male	0.370197533	Brain_mmean
TRINITY_DN105871_c0_g1_i2	NA	NA	NA	NA	4.742075944	4.742075944	male	0.636074514	Brain_fmean
TRINITY_DN105873_c0_g1_i1	acp2	Chr04	7415420	7415420	-0.230907133	0.230907133	unbias	0.110818635	G23_fmean
TRINITY_DN105879_c0_g1_i1	NA	NA	NA	NA	-0.509546752	0.509546752	unbias	0.53255621	Ovary_mean
TRINITY_DN105886_c0_g1_i2	NA	NA	NA	NA	-1.851407342	1.851407342	female	0.268546251	Ovary_mean
TRINITY_DN105900_c1_g1_i1	NA	NA	NA	NA	-0.526451899	0.526451899	unbias	0.382938506	Brain_mmean
TRINITY_DN105902_c0_g1_i1	adat2	Chr05	67567102	67567102	0.21212338	0.21212338	unbias	0.825471316	Brain_fmean
TRINITY_DN105940_c0_g1_i2	pofut2	Chr09	50738397	50738397	-1.211834269	1.211834269	female	0.562203372	Ovary_mean
TRINITY_DN105941_c0_g1_i1	NA	NA	NA	NA	-1.376295706	1.376295706	female	0.514307241	Ovary_mean
TRINITY_DN105955_c0_g1_i2	thbs1	Chr08	98520838	98520838	-3.626213199	3.626213199	female	0.888555076	Ovary_mean
TRINITY_DN105964_c0_g1_i1	NA	NA	NA	NA	0.079806213	0.079806213	unbias	0.363932223	Brain_mmean
TRINITY_DN105980_c0_g3_i1	NA	NA	NA	NA	2.967371317	2.967371317	male	0.684214285	Brain_fmean
TRINITY_DN105981_c0_g1_i1	NA	NA	NA	NA	1.583183799	1.583183799	male	0.214716387	G43_M_mean
TRINITY_DN105985_c0_g1_i1	NA	NA	NA	NA	4.580300183	4.580300183	male	0.580772868	G23_fmean
TRINITY_DN106031_c0_g1_i1	LOC101734295	Chr09	54163500	54163500	4.128979489	4.128979489	male	0.381560367	G43_M_mean
TRINITY_DN106049_c0_g1_i2	NA	NA	NA	NA	5.986002178	5.986002178	male	0.970327643	Testis_mean
TRINITY_DN106049_c0_g2_i2	NA	NA	NA	NA	7.309017332	7.309017332	male	0.981079202	Testis_mean
TRINITY_DN106051_c0_g1_i1	hdlbp	Chr05	122472884	122472884	1.053860427	1.053860427	unbias	0.284785726	G23_fmean
TRINITY_DN106059_c0_g1_i1	NA	NA	NA	NA	-0.089278786	0.089278786	unbias	0.458548226	Brain_fmean
TRINITY_DN106060_c0_g1_i1	NA	NA	NA	NA	1.019139738	1.019139738	unbias	0.385248814	Brain_mmean
TRINITY_DN106061_c0_g1_i2	NA	NA	NA	NA	-0.608262902	0.608262902	unbias	0.483461799	Brain_mmean
TRINITY_DN106065_c0_g1_i2	sass6	Chr01	124600137	124600137	-1.536839044	1.536839044	female	0.439832165	Ovary_mean
TRINITY_DN106080_c0_g1_i1	NA	NA	NA	NA	0.70600766	0.70600766	unbias	0.354133372	Brain_fmean
TRINITY_DN106090_c0_g2_i1	NA	NA	NA	NA	-1.354660205	1.354660205	female	0.213337935	Ovary_mean
TRINITY_DN106100_c0_g2_i1	mfsd9	Chr02	107322485	107322485	1.573892266	1.573892266	male	0.805194125	Brain_fmean
TRINITY_DN106101_c0_g1_i1	NA	NA	NA	NA	-0.044572996	0.044572996	unbias	0.114320571	Ovary_mean
TRINITY_DN106110_c0_g1_i1	NA	NA	NA	NA	0.240278224	0.240278224	unbias	0.338519763	Brain_mmean
TRINITY_DN106124_c0_g2_i1	NA	NA	NA	NA	-2.245339535	2.245339535	female	0.640487288	Brain_fmean
TRINITY_DN106132_c0_g1_i1	NA	NA	NA	NA	-0.464758114	0.464758114	unbias	0.469191281	G43_F_mean
TRINITY_DN106146_c0_g1_i1	brd3	scaffold_19	447826	447826	-0.037163141	0.037163141	unbias	0.381561339	G43_M_mean
TRINITY_DN106155_c0_g1_i2	NA	NA	NA	NA	0.376784366	0.376784366	unbias	0.196690093	Brain_fmean
TRINITY_DN106178_c0_g1_i1	NA	NA	NA	NA	0.300270935	0.300270935	unbias	0.267773199	Brain_mmean
TRINITY_DN106179_c0_g1_i1	LOC100491202-like	Chr08	24763817	24763817	1.75155568	1.75155568	male	0.506741925	Brain_mmean
TRINITY_DN106183_c0_g1_i1	NA	NA	NA	NA	0.594128348	0.594128348	unbias	0.297224014	G43_F_mean
TRINITY_DN106189_c0_g2_i1	NA	NA	NA	NA	0.048013472	0.048013472	unbias	0.583518706	Liver_fmean
TRINITY_DN106196_c0_g1_i1	NA	NA	NA	NA	0.378101602	0.378101602	unbias	0.852186778	Ovary_mean
TRINITY_DN106219_c0_g3_i1	rtn1	Chr08	82589838	82589838	-1.086895857	1.086895857	female	0.336139943	Ovary_mean
TRINITY_DN106229_c0_g1_i2	NA	NA	NA	NA	-0.711009218	0.711009218	unbias	0.397772726	G23_mmean
TRINITY_DN106240_c0_g1_i2	LOC100492785	Chr09	31978009	31978009	0.935205323	0.935205323	unbias	0.335811988	Brain_mmean
TRINITY_DN106246_c1_g1_i1	NA	NA	NA	NA	0.124059327	0.124059327	unbias	0.295640422	Liver_fmean
