gid	direction	gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN113911_c0_g2_i1	female	TRINITY_DN113911_c0_g2_i1	NA	NA	-2.421101667	0.514219095	Ovary_mean	female
TRINITY_DN113980_c0_g1_i2	female	TRINITY_DN113980_c0_g1_i2	NA	NA	-2.662356383	0.471973207	Ovary_mean	female
TRINITY_DN114023_c0_g1_i1	female	TRINITY_DN114023_c0_g1_i1	NA	NA	-2.834321984	0.624326223	Ovary_mean	female
TRINITY_DN114052_c0_g1_i1	female	TRINITY_DN114052_c0_g1_i1	tmem54	Chr02	-1.324180582	0.528431235	Ovary_mean	female
TRINITY_DN114119_c0_g1_i1	female	TRINITY_DN114119_c0_g1_i1	cib2	Chr03	-1.540257211	0.344993673	Ovary_mean	female
TRINITY_DN114147_c0_g2_i4	female	TRINITY_DN114147_c0_g2_i4	LOC100492840-like	Chr10	-2.650342248	0.708498473	Ovary_mean	female
TRINITY_DN114190_c0_g1_i2	female	TRINITY_DN114190_c0_g1_i2	NA	NA	-3.400145907	0.573038131	Ovary_mean	female
TRINITY_DN114286_c0_g3_i1	female	TRINITY_DN114286_c0_g3_i1	NA	NA	-10.24243603	0.793525399	Ovary_mean	female
TRINITY_DN114305_c0_g2_i2	female	TRINITY_DN114305_c0_g2_i2	pgm2	Chr01	-1.789704253	0.689828917	Ovary_mean	female
TRINITY_DN114332_c0_g1_i1	female	TRINITY_DN114332_c0_g1_i1	NA	NA	-1.683752032	0.487894593	Ovary_mean	female
TRINITY_DN114338_c0_g2_i2	female	TRINITY_DN114338_c0_g2_i2	NA	NA	-2.927491733	0.433249892	Ovary_mean	female
TRINITY_DN114344_c0_g2_i1	female	TRINITY_DN114344_c0_g2_i1	NA	NA	-2.189278562	0.514614394	Ovary_mean	female
TRINITY_DN114382_c0_g1_i2	female	TRINITY_DN114382_c0_g1_i2	NA	NA	-10.77650855	0.879300908	Ovary_mean	female
TRINITY_DN114443_c0_g1_i1	female	TRINITY_DN114443_c0_g1_i1	NA	NA	-6.016347243	0.902979599	Ovary_mean	female
TRINITY_DN114502_c0_g1_i2	female	TRINITY_DN114502_c0_g1_i2	NA	NA	-1.044621958	0.270018615	Ovary_mean	female
TRINITY_DN114515_c0_g1_i1	female	TRINITY_DN114515_c0_g1_i1	NA	NA	-1.337846511	0.376359522	Ovary_mean	female
TRINITY_DN114523_c0_g1_i1	female	TRINITY_DN114523_c0_g1_i1	NA	NA	-3.882451739	0.744008854	G46_F_mean	female
TRINITY_DN114530_c0_g5_i1	female	TRINITY_DN114530_c0_g5_i1	NA	NA	-5.934478746	0.896616565	Ovary_mean	female
TRINITY_DN114530_c0_g6_i4	female	TRINITY_DN114530_c0_g6_i4	NA	NA	-6.378370983	0.885730097	Ovary_mean	female
TRINITY_DN114530_c0_g7_i1	female	TRINITY_DN114530_c0_g7_i1	NA	NA	-6.635511377	0.89950039	Ovary_mean	female
TRINITY_DN114610_c0_g3_i1	female	TRINITY_DN114610_c0_g3_i1	NA	NA	-1.518977937	0.734869564	Ovary_mean	female
TRINITY_DN114630_c0_g1_i1	female	TRINITY_DN114630_c0_g1_i1	pdlim1	Chr07	-3.220674585	0.545793745	G46_F_mean	female
TRINITY_DN114642_c0_g1_i2	female	TRINITY_DN114642_c0_g1_i2	NA	NA	-2.630366632	0.473168421	Ovary_mean	female
TRINITY_DN114651_c0_g1_i3	female	TRINITY_DN114651_c0_g1_i3	NA	NA	-2.344519682	0.422673948	Ovary_mean	female
TRINITY_DN114661_c0_g1_i2	female	TRINITY_DN114661_c0_g1_i2	NA	NA	-1.483484164	0.446769812	Ovary_mean	female
TRINITY_DN114697_c0_g1_i1	female	TRINITY_DN114697_c0_g1_i1	NA	NA	-1.383913922	0.521946485	Ovary_mean	female
TRINITY_DN114707_c0_g2_i2	female	TRINITY_DN114707_c0_g2_i2	NA	NA	-3.627502148	0.669499029	Ovary_mean	female
TRINITY_DN114713_c0_g1_i1	female	TRINITY_DN114713_c0_g1_i1	NA	NA	-2.449388028	0.415876561	Ovary_mean	female
TRINITY_DN114768_c0_g1_i1	female	TRINITY_DN114768_c0_g1_i1	NA	NA	-1.639979905	0.638128497	Brain_mean	female
TRINITY_DN114776_c0_g1_i3	female	TRINITY_DN114776_c0_g1_i3	NA	NA	-1.516065281	0.500147724	Ovary_mean	female
TRINITY_DN114784_c0_g1_i2	female	TRINITY_DN114784_c0_g1_i2	LOC100496116	Chr05	-3.514607291	0.668213307	Ovary_mean	female
TRINITY_DN114798_c0_g1_i1	female	TRINITY_DN114798_c0_g1_i1	dlk1-like	Chr08	-2.205052877	0.620057828	Ovary_mean	female
TRINITY_DN114799_c0_g1_i1	female	TRINITY_DN114799_c0_g1_i1	NA	NA	-1.146766113	0.471985953	Ovary_mean	female
TRINITY_DN114817_c0_g1_i3	female	TRINITY_DN114817_c0_g1_i3	NA	NA	-2.748624428	0.832099963	Ovary_mean	female
TRINITY_DN114830_c0_g1_i1	female	TRINITY_DN114830_c0_g1_i1	NA	NA	-1.23281679	0.473715103	Ovary_mean	female
TRINITY_DN114835_c0_g1_i1	female	TRINITY_DN114835_c0_g1_i1	NA	NA	-3.760335313	0.775157419	G46_F_mean	female
TRINITY_DN114836_c0_g1_i1	female	TRINITY_DN114836_c0_g1_i1	pomc	scaffold_452	-1.283652708	0.509801808	Ovary_mean	female
TRINITY_DN114850_c0_g1_i1	female	TRINITY_DN114850_c0_g1_i1	tm4sf20	Chr05	-1.327871891	0.313333278	Ovary_mean	female
TRINITY_DN114874_c0_g1_i1	female	TRINITY_DN114874_c0_g1_i1	NA	NA	-1.263939351	0.41997717	Ovary_mean	female
TRINITY_DN114904_c0_g1_i7	female	TRINITY_DN114904_c0_g1_i7	NA	NA	-1.652064302	0.535584248	Ovary_mean	female
TRINITY_DN114917_c0_g1_i2	female	TRINITY_DN114917_c0_g1_i2	NA	NA	-1.357429052	0.57451093	Ovary_mean	female
TRINITY_DN114928_c0_g1_i1	female	TRINITY_DN114928_c0_g1_i1	NA	NA	-1.063770784	0.491194418	Ovary_mean	female
TRINITY_DN114935_c1_g2_i3	female	TRINITY_DN114935_c1_g2_i3	NA	NA	-1.892993681	0.474982926	Ovary_mean	female
TRINITY_DN114945_c0_g2_i1	female	TRINITY_DN114945_c0_g2_i1	pphln1	Chr03	-1.899885011	0.703619423	Ovary_mean	female
TRINITY_DN114957_c0_g1_i3	female	TRINITY_DN114957_c0_g1_i3	NA	NA	-10.83567142	0.921710825	Ovary_mean	female
TRINITY_DN114976_c0_g1_i1	female	TRINITY_DN114976_c0_g1_i1	NA	NA	-1.209385907	0.432127009	Ovary_mean	female
TRINITY_DN115010_c0_g4_i2	female	TRINITY_DN115010_c0_g4_i2	NA	NA	-1.482390139	0.384305654	Ovary_mean	female
TRINITY_DN115015_c0_g1_i1	female	TRINITY_DN115015_c0_g1_i1	NA	NA	-1.936024954	0.485934164	Ovary_mean	female
TRINITY_DN115043_c0_g1_i2	female	TRINITY_DN115043_c0_g1_i2	NA	NA	-1.007011041	0.429539674	Ovary_mean	female
TRINITY_DN115075_c0_g1_i1	female	TRINITY_DN115075_c0_g1_i1	NA	NA	-1.36915216	0.460174862	Ovary_mean	female
TRINITY_DN115095_c0_g1_i1	female	TRINITY_DN115095_c0_g1_i1	NA	NA	-5.949261784	0.65900031	Ovary_mean	female
TRINITY_DN115129_c0_g1_i3	female	TRINITY_DN115129_c0_g1_i3	hmgb1	Chr02	-7.003753152	0.865008235	Ovary_mean	female
TRINITY_DN115131_c0_g3_i1	female	TRINITY_DN115131_c0_g3_i1	NA	NA	-1.850985586	0.470881265	Ovary_mean	female
TRINITY_DN115134_c0_g1_i1	female	TRINITY_DN115134_c0_g1_i1	NA	NA	-1.353863623	0.482225924	Ovary_mean	female
TRINITY_DN115184_c0_g1_i1	female	TRINITY_DN115184_c0_g1_i1	eif3s4	Chr03	-3.916929816	0.808076165	Ovary_mean	female
TRINITY_DN115189_c0_g1_i2	female	TRINITY_DN115189_c0_g1_i2	NA	NA	-1.674086671	0.622086438	Ovary_mean	female
TRINITY_DN115228_c0_g1_i1	female	TRINITY_DN115228_c0_g1_i1	NA	NA	-4.36223538	0.829145672	Ovary_mean	female
TRINITY_DN115242_c0_g1_i2	female	TRINITY_DN115242_c0_g1_i2	NA	NA	-2.14298898	0.515797716	Ovary_mean	female
TRINITY_DN115244_c0_g1_i1	female	TRINITY_DN115244_c0_g1_i1	tgs1-like	Chr06	-1.049687746	0.37472166	Ovary_mean	female
TRINITY_DN115261_c0_g1_i1	female	TRINITY_DN115261_c0_g1_i1	NA	NA	-2.302650046	0.44491281	Ovary_mean	female
TRINITY_DN115286_c0_g1_i1	female	TRINITY_DN115286_c0_g1_i1	NA	NA	-3.362152116	0.570122704	Ovary_mean	female
TRINITY_DN115294_c0_g1_i4	female	TRINITY_DN115294_c0_g1_i4	LOC100490902	Chr01	-7.26672678	0.89709306	Ovary_mean	female
TRINITY_DN115297_c0_g1_i2	female	TRINITY_DN115297_c0_g1_i2	NA	NA	-4.334354377	0.783832519	Ovary_mean	female
TRINITY_DN115323_c1_g1_i1	female	TRINITY_DN115323_c1_g1_i1	NA	NA	-1.438556128	0.374290995	G27_mean	female
TRINITY_DN115343_c0_g1_i1	female	TRINITY_DN115343_c0_g1_i1	NA	NA	-1.734606206	0.386176553	Ovary_mean	female
TRINITY_DN115362_c5_g2_i1	female	TRINITY_DN115362_c5_g2_i1	NA	NA	-2.801153959	0.672365709	Ovary_mean	female
TRINITY_DN115365_c0_g1_i1	female	TRINITY_DN115365_c0_g1_i1	NA	NA	-1.481961039	0.326747956	Ovary_mean	female
TRINITY_DN115374_c0_g4_i1	female	TRINITY_DN115374_c0_g4_i1	NA	NA	-2.903256691	0.421227344	G46_F_mean	female
TRINITY_DN115389_c0_g1_i1	female	TRINITY_DN115389_c0_g1_i1	NA	NA	-6.723461756	0.670365087	Ovary_mean	female
TRINITY_DN115417_c0_g2_i3	female	TRINITY_DN115417_c0_g2_i3	NA	NA	-3.26335875	0.468213432	Ovary_mean	female
TRINITY_DN115432_c0_g1_i1	female	TRINITY_DN115432_c0_g1_i1	LOC100493255	Chr05	-1.659413517	0.520952301	Ovary_mean	female
TRINITY_DN115520_c0_g1_i2	female	TRINITY_DN115520_c0_g1_i2	tbc1d19	scaffold_69	-1.460331465	0.568800295	Ovary_mean	female
TRINITY_DN115634_c1_g1_i5	female	TRINITY_DN115634_c1_g1_i5	NA	NA	-4.327695953	0.730088855	Ovary_mean	female
TRINITY_DN115646_c0_g1_i1	female	TRINITY_DN115646_c0_g1_i1	NA	NA	-2.267223872	0.493361167	Ovary_mean	female
TRINITY_DN115655_c0_g1_i1	female	TRINITY_DN115655_c0_g1_i1	NA	NA	-2.513090474	0.482386107	Ovary_mean	female
TRINITY_DN115670_c0_g3_i2	female	TRINITY_DN115670_c0_g3_i2	NA	NA	-1.613570232	0.610413461	Ovary_mean	female
TRINITY_DN115683_c0_g1_i2	female	TRINITY_DN115683_c0_g1_i2	trpc1-like	Chr05	-6.390308376	0.829761684	Ovary_mean	female
TRINITY_DN115691_c0_g3_i4	female	TRINITY_DN115691_c0_g3_i4	NA	NA	-5.408866174	0.838667587	Ovary_mean	female
TRINITY_DN115705_c1_g1_i2	female	TRINITY_DN115705_c1_g1_i2	NA	NA	-1.118950666	0.536819413	Ovary_mean	female
TRINITY_DN115713_c0_g1_i1	female	TRINITY_DN115713_c0_g1_i1	NA	NA	-4.413865884	0.740033957	Ovary_mean	female
TRINITY_DN115736_c0_g1_i1	female	TRINITY_DN115736_c0_g1_i1	NA	NA	-1.245342188	0.416551822	Ovary_mean	female
TRINITY_DN115840_c0_g1_i2	female	TRINITY_DN115840_c0_g1_i2	NA	NA	-3.194729277	0.568351175	Ovary_mean	female
TRINITY_DN115856_c0_g1_i2	female	TRINITY_DN115856_c0_g1_i2	cul2	Chr06	-1.847895215	0.487435462	Ovary_mean	female
TRINITY_DN115944_c0_g1_i1	female	TRINITY_DN115944_c0_g1_i1	NA	NA	-3.186039301	0.780216492	Ovary_mean	female
TRINITY_DN115972_c1_g1_i2	female	TRINITY_DN115972_c1_g1_i2	NA	NA	-2.950398417	0.647462104	Ovary_mean	female
TRINITY_DN116030_c0_g1_i1	female	TRINITY_DN116030_c0_g1_i1	NA	NA	-1.33323983	0.32855877	Ovary_mean	female
TRINITY_DN116063_c0_g1_i2	female	TRINITY_DN116063_c0_g1_i2	NA	NA	-3.112415227	0.637886797	Ovary_mean	female
TRINITY_DN116067_c0_g1_i1	female	TRINITY_DN116067_c0_g1_i1	NA	NA	-3.488355415	0.764603668	Ovary_mean	female
TRINITY_DN116083_c0_g1_i6	female	TRINITY_DN116083_c0_g1_i6	NA	NA	-1.348472682	0.263693723	Ovary_mean	female
TRINITY_DN116210_c0_g1_i1	female	TRINITY_DN116210_c0_g1_i1	cep120	Chr01	-2.458974514	0.461575524	Ovary_mean	female
TRINITY_DN116290_c0_g1_i1	female	TRINITY_DN116290_c0_g1_i1	NA	NA	-1.659549151	0.40561075	Ovary_mean	female
TRINITY_DN116337_c0_g1_i3	female	TRINITY_DN116337_c0_g1_i3	NA	NA	-8.776567198	0.893231851	Ovary_mean	female
TRINITY_DN116369_c0_g1_i1	female	TRINITY_DN116369_c0_g1_i1	NA	NA	-2.999946299	0.488503958	Ovary_mean	female
TRINITY_DN116377_c0_g1_i1	female	TRINITY_DN116377_c0_g1_i1	hcn2	Chr01	-2.17445598	0.384484551	Ovary_mean	female
TRINITY_DN116382_c1_g1_i5	female	TRINITY_DN116382_c1_g1_i5	NA	NA	-2.689217056	0.354601398	Ovary_mean	female
TRINITY_DN116391_c0_g1_i1	female	TRINITY_DN116391_c0_g1_i1	NA	NA	-2.341484609	0.569941948	Ovary_mean	female
TRINITY_DN116406_c0_g1_i8	female	TRINITY_DN116406_c0_g1_i8	NA	NA	-1.362754041	0.256307462	G46_F_mean	female
TRINITY_DN116451_c0_g2_i3	female	TRINITY_DN116451_c0_g2_i3	NA	NA	-4.494165466	0.767533754	Ovary_mean	female
TRINITY_DN116499_c0_g1_i2	female	TRINITY_DN116499_c0_g1_i2	arl14epl-like	Chr01	-3.574754696	0.475023369	Ovary_mean	female
TRINITY_DN116543_c0_g2_i1	female	TRINITY_DN116543_c0_g2_i1	NA	NA	-1.797751979	0.622950028	Brain_mean	female
TRINITY_DN116557_c0_g1_i2	female	TRINITY_DN116557_c0_g1_i2	NA	NA	-2.507443222	0.450111219	Ovary_mean	female
TRINITY_DN116561_c0_g1_i1	female	TRINITY_DN116561_c0_g1_i1	NA	NA	-1.671784467	0.707569149	Ovary_mean	female
TRINITY_DN116562_c1_g1_i1	female	TRINITY_DN116562_c1_g1_i1	NA	NA	-1.903600485	0.4265181	Ovary_mean	female
TRINITY_DN116581_c0_g1_i1	female	TRINITY_DN116581_c0_g1_i1	NA	NA	-1.514771524	0.333047631	Brain_mean	female
TRINITY_DN116594_c0_g1_i1	female	TRINITY_DN116594_c0_g1_i1	NA	NA	-1.949602904	0.69939535	Ovary_mean	female
TRINITY_DN116607_c0_g1_i1	female	TRINITY_DN116607_c0_g1_i1	NA	NA	-8.047750033	0.895550404	Ovary_mean	female
TRINITY_DN116613_c0_g1_i2	female	TRINITY_DN116613_c0_g1_i2	NA	NA	-1.201187086	0.548133635	Ovary_mean	female
TRINITY_DN116617_c0_g2_i3	female	TRINITY_DN116617_c0_g2_i3	NA	NA	-4.007030178	0.767617597	Ovary_mean	female
TRINITY_DN116647_c0_g1_i2	female	TRINITY_DN116647_c0_g1_i2	NA	NA	-1.25656167	0.424630614	Brain_mean	female
TRINITY_DN116651_c0_g1_i3	female	TRINITY_DN116651_c0_g1_i3	mfap3-like	Chr03	-1.589051733	0.47038272	Ovary_mean	female
TRINITY_DN116684_c0_g2_i1	female	TRINITY_DN116684_c0_g2_i1	mfsd8	Chr01	-1.504583628	0.726505243	Brain_mean	female
TRINITY_DN116692_c0_g1_i5	female	TRINITY_DN116692_c0_g1_i5	akap11	Chr02	-1.981588924	0.392229441	Ovary_mean	female
TRINITY_DN116732_c0_g1_i1	female	TRINITY_DN116732_c0_g1_i1	NA	NA	-1.540543778	0.382188378	Ovary_mean	female
TRINITY_DN116737_c1_g1_i2	female	TRINITY_DN116737_c1_g1_i2	NA	NA	-1.29706086	0.329270275	Ovary_mean	female
TRINITY_DN116746_c0_g1_i1	female	TRINITY_DN116746_c0_g1_i1	LOC101731600	Chr07	-1.450893624	0.335959918	Ovary_mean	female
TRINITY_DN116762_c0_g1_i1	female	TRINITY_DN116762_c0_g1_i1	NA	NA	-2.349937425	0.475810974	Ovary_mean	female
TRINITY_DN116802_c0_g2_i1	female	TRINITY_DN116802_c0_g2_i1	NA	NA	-4.17585773	0.625488364	Ovary_mean	female
TRINITY_DN116819_c1_g1_i1	female	TRINITY_DN116819_c1_g1_i1	NA	NA	-2.620730591	0.61106118	Ovary_mean	female
TRINITY_DN116845_c0_g1_i1	female	TRINITY_DN116845_c0_g1_i1	NA	NA	-2.281659	0.558409571	Ovary_mean	female
TRINITY_DN116854_c0_g1_i3	female	TRINITY_DN116854_c0_g1_i3	slc25a16	Chr07	-1.457955312	0.456868536	Ovary_mean	female
TRINITY_DN116899_c0_g1_i3	female	TRINITY_DN116899_c0_g1_i3	LOC100495930	scaffold_389	-1.709470537	0.392721478	Ovary_mean	female
TRINITY_DN116903_c1_g2_i3	female	TRINITY_DN116903_c1_g2_i3	cldn7	scaffold_1648	-3.092203449	0.671475649	Ovary_mean	female
TRINITY_DN116915_c0_g1_i3	female	TRINITY_DN116915_c0_g1_i3	NA	NA	-2.776133691	0.741341122	Ovary_mean	female
TRINITY_DN116951_c0_g1_i1	female	TRINITY_DN116951_c0_g1_i1	mcam-like	Chr07	-2.112383145	0.691771491	Ovary_mean	female
TRINITY_DN116961_c0_g1_i1	female	TRINITY_DN116961_c0_g1_i1	NA	NA	-4.35455786	0.660334277	Ovary_mean	female
TRINITY_DN116963_c0_g1_i1	female	TRINITY_DN116963_c0_g1_i1	NA	NA	-1.591303657	0.415194611	Ovary_mean	female
TRINITY_DN116966_c0_g1_i1	female	TRINITY_DN116966_c0_g1_i1	crhr1.1	Chr10	-9.324680175	0.789805624	Ovary_mean	female
TRINITY_DN116971_c0_g2_i1	female	TRINITY_DN116971_c0_g2_i1	NA	NA	-1.291712627	0.3689476	Ovary_mean	female
TRINITY_DN117011_c0_g1_i1	female	TRINITY_DN117011_c0_g1_i1	NA	NA	-3.374924277	0.692466095	Ovary_mean	female
TRINITY_DN117075_c0_g1_i1	female	TRINITY_DN117075_c0_g1_i1	NA	NA	-3.553390584	0.688292061	Ovary_mean	female
TRINITY_DN117098_c1_g2_i2	female	TRINITY_DN117098_c1_g2_i2	NA	NA	-4.273416866	0.779196074	Ovary_mean	female
TRINITY_DN117099_c0_g2_i1	female	TRINITY_DN117099_c0_g2_i1	Xetrov90028296m	scaffold_36	-2.659503523	0.764684159	Ovary_mean	female
TRINITY_DN117117_c1_g1_i2	female	TRINITY_DN117117_c1_g1_i2	NA	NA	-1.169174133	0.455725423	Ovary_mean	female
TRINITY_DN117125_c0_g1_i1	female	TRINITY_DN117125_c0_g1_i1	NA	NA	-8.365988055	0.777255934	Ovary_mean	female
TRINITY_DN117128_c0_g1_i3	female	TRINITY_DN117128_c0_g1_i3	tbc1d5	Chr06	-2.729108567	0.498300348	Ovary_mean	female
TRINITY_DN117133_c0_g1_i1	female	TRINITY_DN117133_c0_g1_i1	NA	NA	-1.845011092	0.371474997	Ovary_mean	female
TRINITY_DN117152_c0_g3_i2	female	TRINITY_DN117152_c0_g3_i2	NA	NA	-1.115395808	0.61194265	Brain_mean	female
TRINITY_DN117189_c0_g2_i1	female	TRINITY_DN117189_c0_g2_i1	taf5	Chr07	-1.276856462	0.524531183	Ovary_mean	female
TRINITY_DN117235_c0_g3_i1	female	TRINITY_DN117235_c0_g3_i1	fam193b	Chr03	-4.062075395	0.600691797	Ovary_mean	female
TRINITY_DN117257_c0_g2_i1	female	TRINITY_DN117257_c0_g2_i1	NA	NA	-6.656737801	0.819019894	Ovary_mean	female
TRINITY_DN117317_c1_g2_i1	female	TRINITY_DN117317_c1_g2_i1	NA	NA	-3.902813458	0.690444163	Ovary_mean	female
TRINITY_DN117327_c0_g1_i1	female	TRINITY_DN117327_c0_g1_i1	NA	NA	-8.165999489	0.922832331	Ovary_mean	female
TRINITY_DN117330_c0_g1_i2	female	TRINITY_DN117330_c0_g1_i2	NA	NA	-1.086600083	0.250076932	Ovary_mean	female
TRINITY_DN117339_c0_g2_i1	female	TRINITY_DN117339_c0_g2_i1	NA	NA	-4.667991936	0.784536326	Ovary_mean	female
TRINITY_DN117377_c0_g2_i3	female	TRINITY_DN117377_c0_g2_i3	phip	Chr05	-2.072825994	0.638372601	Ovary_mean	female
TRINITY_DN117404_c0_g1_i1	female	TRINITY_DN117404_c0_g1_i1	npm1	Chr03	-2.316111807	0.392084256	Ovary_mean	female
TRINITY_DN117517_c1_g1_i1	female	TRINITY_DN117517_c1_g1_i1	Xetrov90017474m	Chr07	-2.001032799	0.748595931	Ovary_mean	female
TRINITY_DN117568_c0_g1_i2	female	TRINITY_DN117568_c0_g1_i2	ecel1	Chr05	-2.630230444	0.613647189	Ovary_mean	female
TRINITY_DN117571_c0_g1_i1	female	TRINITY_DN117571_c0_g1_i1	NA	NA	-2.530595199	0.593408752	Ovary_mean	female
TRINITY_DN117602_c0_g4_i1	female	TRINITY_DN117602_c0_g4_i1	NA	NA	-1.703994845	0.540235641	Ovary_mean	female
TRINITY_DN117619_c0_g1_i1	female	TRINITY_DN117619_c0_g1_i1	socs1	Chr09	-1.453684555	0.515772826	Ovary_mean	female
TRINITY_DN117624_c0_g1_i1	female	TRINITY_DN117624_c0_g1_i1	NA	NA	-4.66514899	0.8104523	Ovary_mean	female
TRINITY_DN117638_c0_g1_i1	female	TRINITY_DN117638_c0_g1_i1	NA	NA	-9.118544515	0.840268851	Ovary_mean	female
TRINITY_DN117639_c0_g2_i1	female	TRINITY_DN117639_c0_g2_i1	NA	NA	-1.50918848	0.45947333	Ovary_mean	female
TRINITY_DN117642_c0_g1_i1	female	TRINITY_DN117642_c0_g1_i1	NA	NA	-2.990646063	0.518117242	Ovary_mean	female
TRINITY_DN117651_c0_g1_i7	female	TRINITY_DN117651_c0_g1_i7	NA	NA	-3.787189743	0.646634475	Ovary_mean	female
TRINITY_DN117665_c0_g2_i1	female	TRINITY_DN117665_c0_g2_i1	fev	Chr09	-2.074059859	0.456031982	Ovary_mean	female
TRINITY_DN117669_c0_g1_i1	female	TRINITY_DN117669_c0_g1_i1	NA	NA	-1.326001665	0.529354305	Ovary_mean	female
TRINITY_DN117674_c0_g1_i4	female	TRINITY_DN117674_c0_g1_i4	NA	NA	-3.21712929	0.711072769	Ovary_mean	female
TRINITY_DN117706_c0_g2_i2	female	TRINITY_DN117706_c0_g2_i2	NA	NA	-1.562713614	0.401014561	Brain_mean	female
TRINITY_DN117718_c0_g1_i2	female	TRINITY_DN117718_c0_g1_i2	NA	NA	-2.747942916	0.563734724	Ovary_mean	female
TRINITY_DN117724_c0_g1_i1	female	TRINITY_DN117724_c0_g1_i1	NA	NA	-1.538724904	0.703100727	Ovary_mean	female
TRINITY_DN117740_c0_g1_i2	female	TRINITY_DN117740_c0_g1_i2	NA	NA	-10.00137375	0.81575659	Ovary_mean	female
TRINITY_DN117785_c0_g2_i1	female	TRINITY_DN117785_c0_g2_i1	NA	NA	-1.355011844	0.421481051	Ovary_mean	female
TRINITY_DN117798_c2_g1_i1	female	TRINITY_DN117798_c2_g1_i1	NA	NA	-4.930084147	0.830048415	Ovary_mean	female
TRINITY_DN117803_c0_g1_i2	female	TRINITY_DN117803_c0_g1_i2	NA	NA	-1.999273577	0.470580505	Ovary_mean	female
TRINITY_DN117806_c0_g1_i1	female	TRINITY_DN117806_c0_g1_i1	napb	Chr05	-2.476927424	0.649033751	Ovary_mean	female
TRINITY_DN117838_c2_g1_i2	female	TRINITY_DN117838_c2_g1_i2	NA	NA	-5.477181779	0.655983481	Ovary_mean	female
TRINITY_DN117842_c0_g1_i2	female	TRINITY_DN117842_c0_g1_i2	NA	NA	-2.256876332	0.79578464	Brain_mean	female
TRINITY_DN117855_c1_g1_i3	female	TRINITY_DN117855_c1_g1_i3	NA	NA	-1.044643481	0.445332892	Ovary_mean	female
TRINITY_DN117878_c0_g1_i1	female	TRINITY_DN117878_c0_g1_i1	NA	NA	-1.911811262	0.692793668	Ovary_mean	female
TRINITY_DN117920_c0_g1_i5	female	TRINITY_DN117920_c0_g1_i5	NA	NA	-1.311464177	0.301599585	Ovary_mean	female
TRINITY_DN117943_c0_g1_i3	female	TRINITY_DN117943_c0_g1_i3	NA	NA	-2.794203629	0.603880634	Ovary_mean	female
TRINITY_DN118036_c0_g1_i1	female	TRINITY_DN118036_c0_g1_i1	NA	NA	-3.348655888	0.637339685	Ovary_mean	female
TRINITY_DN118097_c0_g2_i1	female	TRINITY_DN118097_c0_g2_i1	dtd1	Chr05	-3.468323745	0.733173057	Ovary_mean	female
TRINITY_DN118108_c0_g2_i1	female	TRINITY_DN118108_c0_g2_i1	NA	NA	-2.022633601	0.410042443	Ovary_mean	female
TRINITY_DN118139_c0_g1_i2	female	TRINITY_DN118139_c0_g1_i2	NA	NA	-2.293358774	0.36043047	Ovary_mean	female
TRINITY_DN118145_c0_g2_i2	female	TRINITY_DN118145_c0_g2_i2	NA	NA	-3.667993341	0.562147149	Ovary_mean	female
TRINITY_DN118157_c1_g1_i1	female	TRINITY_DN118157_c1_g1_i1	NA	NA	-4.79145185	0.48244926	Ovary_mean	female
TRINITY_DN118194_c0_g1_i3	female	TRINITY_DN118194_c0_g1_i3	NA	NA	-1.448825048	0.45344291	Ovary_mean	female
TRINITY_DN118226_c0_g1_i1	female	TRINITY_DN118226_c0_g1_i1	Xetrov90021653m	Chr08	-2.031404132	0.56816881	Ovary_mean	female
TRINITY_DN118245_c0_g1_i2	female	TRINITY_DN118245_c0_g1_i2	NA	NA	-11.53519483	0.740792699	Ovary_mean	female
TRINITY_DN118258_c0_g1_i2	female	TRINITY_DN118258_c0_g1_i2	aqp8	Chr09	-1.449996237	0.441306345	Ovary_mean	female
TRINITY_DN118281_c0_g1_i1	female	TRINITY_DN118281_c0_g1_i1	NA	NA	-10.69335517	0.877922663	Ovary_mean	female
TRINITY_DN118311_c0_g1_i4	female	TRINITY_DN118311_c0_g1_i4	NA	NA	-2.101678124	0.410162859	Ovary_mean	female
TRINITY_DN118317_c0_g2_i2	female	TRINITY_DN118317_c0_g2_i2	NA	NA	-1.576932127	0.547063204	Ovary_mean	female
TRINITY_DN118320_c0_g1_i1	female	TRINITY_DN118320_c0_g1_i1	NA	NA	-2.635014763	0.509557462	Ovary_mean	female
TRINITY_DN118346_c0_g2_i1	female	TRINITY_DN118346_c0_g2_i1	nags	Chr10	-1.922485669	0.712735181	Ovary_mean	female
TRINITY_DN118360_c0_g1_i2	female	TRINITY_DN118360_c0_g1_i2	NA	NA	-3.772509948	0.646726792	Ovary_mean	female
TRINITY_DN118372_c0_g2_i1	female	TRINITY_DN118372_c0_g2_i1	NA	NA	-1.798002665	0.415999818	Ovary_mean	female
TRINITY_DN118379_c0_g1_i1	female	TRINITY_DN118379_c0_g1_i1	NA	NA	-1.965868465	0.686920717	Ovary_mean	female
TRINITY_DN118387_c0_g3_i2	female	TRINITY_DN118387_c0_g3_i2	NA	NA	-3.364009896	0.649743348	Ovary_mean	female
TRINITY_DN118389_c0_g1_i1	female	TRINITY_DN118389_c0_g1_i1	gdf10	Chr07	-1.941472617	0.450897759	Ovary_mean	female
