gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	RBH	TRANS	dNdS	dN	dS
TRINITY_DN114768_c0_g1_i1	NA	NA	-1.639979905	0.638128497	Brain_mean	female	RBH_pair_1058.fa.best.phy	TRINITY_DN114768_c0_g1_i1	0.0428	0.0579	1.3543
TRINITY_DN114776_c0_g1_i3	NA	NA	-1.516065281	0.500147724	Ovary_mean	female	RBH_pair_1060.fa.best.phy	TRINITY_DN114776_c0_g1_i3	0.1473	0.2605	1.7677
TRINITY_DN114784_c0_g1_i2	LOC100496116	Chr05	-3.514607291	0.668213307	Ovary_mean	female	RBH_pair_1062.fa.best.phy	TRINITY_DN114784_c0_g1_i2	0.1263	0.1886	1.493
TRINITY_DN114797_c0_g1_i1	NA	NA	-1.595091221	0.727275944	Brain_mean	female	RBH_pair_1066.fa.best.phy	TRINITY_DN114797_c0_g1_i1	0.0277	0.0327	1.1818
TRINITY_DN114798_c0_g1_i1	dlk1-like	Chr08	-2.205052877	0.620057828	Ovary_mean	female	RBH_pair_1067.fa.best.phy	TRINITY_DN114798_c0_g1_i1	0.1779	0.2087	1.1728
TRINITY_DN114799_c0_g1_i1	NA	NA	-1.146766113	0.471985953	Ovary_mean	female	RBH_pair_1068.fa.best.phy	TRINITY_DN114799_c0_g1_i1	0.1019	0.155	1.5219
TRINITY_DN114817_c0_g1_i3	NA	NA	-2.748624428	0.832099963	Ovary_mean	female	RBH_pair_1072.fa.best.phy	TRINITY_DN114817_c0_g1_i3	0.2445	0.3003	1.2284
TRINITY_DN114836_c0_g1_i1	pomc	scaffold_452	-1.283652708	0.509801808	Ovary_mean	female	RBH_pair_1079.fa.best.phy	TRINITY_DN114836_c0_g1_i1	0.0254	0.0329	1.2929
TRINITY_DN114850_c0_g1_i1	tm4sf20	Chr05	-1.327871891	0.313333278	Ovary_mean	female	RBH_pair_1084.fa.best.phy	TRINITY_DN114850_c0_g1_i1	0.1928	0.2321	1.2039
TRINITY_DN114867_c0_g1_i1	NA	NA	-1.913182752	0.461898816	Ovary_mean	female	RBH_pair_1086.fa.best.phy	TRINITY_DN114867_c0_g1_i1	0.0576	0.0873	1.5168
TRINITY_DN114868_c0_g1_i1	slc17a7	Chr07	-1.382873098	0.240499398	G23_mean	female	RBH_pair_1087.fa.best.phy	TRINITY_DN114868_c0_g1_i1	0.0166	0.0181	1.0895
TRINITY_DN114904_c0_g1_i7	NA	NA	-1.652064302	0.535584248	Ovary_mean	female	RBH_pair_1093.fa.best.phy	TRINITY_DN114904_c0_g1_i7	0.1286	0.1809	1.4068
TRINITY_DN114928_c0_g1_i1	NA	NA	-1.063770784	0.491194418	Ovary_mean	female	RBH_pair_1097.fa.best.phy	TRINITY_DN114928_c0_g1_i1	0.029	0.0374	1.2913
TRINITY_DN114938_c0_g1_i3	NA	NA	-2.104326812	0.506189696	Ovary_mean	female	RBH_pair_1100.fa.best.phy	TRINITY_DN114938_c0_g1_i3	0.1121	0.159	1.4184
TRINITY_DN114945_c0_g2_i1	pphln1	Chr03	-1.899885011	0.703619423	Ovary_mean	female	RBH_pair_1103.fa.best.phy	TRINITY_DN114945_c0_g2_i1	0.0461	0.0759	1.6471
TRINITY_DN114975_c0_g1_i1	NA	NA	-1.072915992	0.192464728	G23_mean	female	RBH_pair_1109.fa.best.phy	TRINITY_DN114975_c0_g1_i1	0.0298	0.0581	1.9519
TRINITY_DN114976_c0_g1_i1	NA	NA	-1.209385907	0.432127009	Ovary_mean	female	RBH_pair_1110.fa.best.phy	TRINITY_DN114976_c0_g1_i1	0.1002	0.1556	1.5528
TRINITY_DN115010_c0_g4_i2	NA	NA	-1.482390139	0.384305654	Ovary_mean	female	RBH_pair_1119.fa.best.phy	TRINITY_DN115010_c0_g4_i2	0.1038	0.2032	1.9588
TRINITY_DN115027_c0_g3_i2	NA	NA	-2.093058566	0.554325321	Ovary_mean	female	RBH_pair_1124.fa.best.phy	TRINITY_DN115027_c0_g3_i2	0.1579	0.2292	1.4517
TRINITY_DN115043_c0_g1_i2	NA	NA	-1.007011041	0.429539674	Ovary_mean	female	RBH_pair_1126.fa.best.phy	TRINITY_DN115043_c0_g1_i2	0.0444	0.0591	1.3322
TRINITY_DN115074_c0_g1_i1	NA	NA	-1.913220611	0.447763567	Ovary_mean	female	RBH_pair_1133.fa.best.phy	TRINITY_DN115074_c0_g1_i1	0.0971	0.1327	1.3663
TRINITY_DN115075_c0_g1_i1	NA	NA	-1.36915216	0.460174862	Ovary_mean	female	RBH_pair_1134.fa.best.phy	TRINITY_DN115075_c0_g1_i1	0.0498	0.0577	1.1583
TRINITY_DN115095_c0_g1_i1	NA	NA	-5.949261784	0.65900031	Ovary_mean	female	RBH_pair_1138.fa.best.phy	TRINITY_DN115095_c0_g1_i1	0.025	0.0327	1.3058
TRINITY_DN115131_c0_g3_i1	NA	NA	-1.850985586	0.470881265	Ovary_mean	female	RBH_pair_1148.fa.best.phy	TRINITY_DN115131_c0_g3_i1	0.0856	0.1332	1.5563
TRINITY_DN115152_c0_g2_i1	NA	NA	-1.358332253	0.413544559	Ovary_mean	female	RBH_pair_1151.fa.best.phy	TRINITY_DN115152_c0_g2_i1	0.0456	0.0651	1.4284
TRINITY_DN115189_c0_g1_i2	NA	NA	-1.674086671	0.622086438	Ovary_mean	female	RBH_pair_1158.fa.best.phy	TRINITY_DN115189_c0_g1_i2	0.0431	0.0617	1.4317
TRINITY_DN115208_c0_g2_i1	NA	NA	-1.09806461	0.338888161	Ovary_mean	female	RBH_pair_1162.fa.best.phy	TRINITY_DN115208_c0_g2_i1	0.0644	0.1094	1.6991
TRINITY_DN115242_c0_g1_i2	NA	NA	-2.14298898	0.515797716	Ovary_mean	female	RBH_pair_1170.fa.best.phy	TRINITY_DN115242_c0_g1_i2	0.1672	0.2501	1.496
TRINITY_DN115244_c0_g1_i1	tgs1-like	Chr06	-1.049687746	0.37472166	Ovary_mean	female	RBH_pair_1171.fa.best.phy	TRINITY_DN115244_c0_g1_i1	0.1126	0.2229	1.9788
TRINITY_DN115288_c0_g1_i1	NA	NA	-1.546732449	0.387950562	Ovary_mean	female	RBH_pair_1180.fa.best.phy	TRINITY_DN115288_c0_g1_i1	0.0664	0.0989	1.4897
TRINITY_DN115343_c0_g1_i1	NA	NA	-1.734606206	0.386176553	Ovary_mean	female	RBH_pair_1193.fa.best.phy	TRINITY_DN115343_c0_g1_i1	0.0202	0.0236	1.1688
TRINITY_DN115378_c1_g1_i1	zfyve9	Chr04	-1.555781465	0.66190265	Ovary_mean	female	RBH_pair_1200.fa.best.phy	TRINITY_DN115378_c1_g1_i1	0.1341	0.2048	1.5275
TRINITY_DN115380_c0_g1_i1	NA	NA	-1.949610302	0.397319476	Ovary_mean	female	RBH_pair_1201.fa.best.phy	TRINITY_DN115380_c0_g1_i1	0.0897	0.1122	1.251
TRINITY_DN115417_c0_g2_i3	NA	NA	-3.26335875	0.468213432	Ovary_mean	female	RBH_pair_1210.fa.best.phy	TRINITY_DN115417_c0_g2_i3	0.0402	0.0507	1.2601
TRINITY_DN115432_c0_g1_i1	LOC100493255	Chr05	-1.659413517	0.520952301	Ovary_mean	female	RBH_pair_1212.fa.best.phy	TRINITY_DN115432_c0_g1_i1	0.0496	0.0573	1.155
TRINITY_DN115458_c0_g2_i1	NA	NA	-1.953240895	0.30644808	Ovary_mean	female	RBH_pair_1221.fa.best.phy	TRINITY_DN115458_c0_g2_i1	0.0603	0.1181	1.9581
TRINITY_DN115583_c1_g1_i1	NA	NA	-1.28794038	0.372280698	Ovary_mean	female	RBH_pair_1245.fa.best.phy	TRINITY_DN115583_c1_g1_i1	0.0454	0.0735	1.6197
TRINITY_DN115635_c0_g1_i1	NA	NA	-2.147039484	0.354365378	Ovary_mean	female	RBH_pair_1256.fa.best.phy	TRINITY_DN115635_c0_g1_i1	0.0795	0.1503	1.8919
TRINITY_DN115646_c0_g1_i1	NA	NA	-2.267223872	0.493361167	Ovary_mean	female	RBH_pair_1258.fa.best.phy	TRINITY_DN115646_c0_g1_i1	0.0546	0.0768	1.4083
TRINITY_DN115655_c0_g1_i1	NA	NA	-2.513090474	0.482386107	Ovary_mean	female	RBH_pair_1260.fa.best.phy	TRINITY_DN115655_c0_g1_i1	0.071	0.1255	1.7672
TRINITY_DN115683_c0_g1_i2	trpc1-like	Chr05	-6.390308376	0.829761684	Ovary_mean	female	RBH_pair_1270.fa.best.phy	TRINITY_DN115683_c0_g1_i2	0.1418	0.2527	1.7813
TRINITY_DN115703_c0_g2_i4	NA	NA	-1.229625794	0.265805704	Ovary_mean	female	RBH_pair_1271.fa.best.phy	TRINITY_DN115703_c0_g2_i4	0.1049	0.1567	1.4932
TRINITY_DN115713_c0_g1_i1	NA	NA	-4.413865884	0.740033957	Ovary_mean	female	RBH_pair_1273.fa.best.phy	TRINITY_DN115713_c0_g1_i1	0.0201	0.0337	1.6755
TRINITY_DN115752_c0_g1_i1	NA	NA	-1.525277078	0.458106739	Ovary_mean	female	RBH_pair_1282.fa.best.phy	TRINITY_DN115752_c0_g1_i1	0.0576	0.08	1.3892
TRINITY_DN115756_c0_g1_i1	NA	NA	-1.047293522	0.232212266	G23_mean	female	RBH_pair_1284.fa.best.phy	TRINITY_DN115756_c0_g1_i1	0.0262	0.0461	1.7615
TRINITY_DN115837_c0_g3_i2	NA	NA	-1.774811936	0.586298595	G46_F_mean	female	RBH_pair_1298.fa.best.phy	TRINITY_DN115837_c0_g3_i2	0.192	0.3277	1.7072
TRINITY_DN115840_c0_g1_i2	NA	NA	-3.194729277	0.568351175	Ovary_mean	female	RBH_pair_1300.fa.best.phy	TRINITY_DN115840_c0_g1_i2	0.1646	0.2499	1.518
TRINITY_DN115856_c0_g1_i2	cul2	Chr06	-1.847895215	0.487435462	Ovary_mean	female	RBH_pair_1302.fa.best.phy	TRINITY_DN115856_c0_g1_i2	0.0561	0.1025	1.8283
TRINITY_DN115972_c1_g1_i2	NA	NA	-2.950398417	0.647462104	Ovary_mean	female	RBH_pair_1318.fa.best.phy	TRINITY_DN115972_c1_g1_i2	0.046	0.0562	1.2215
TRINITY_DN116067_c0_g1_i1	NA	NA	-3.488355415	0.764603668	Ovary_mean	female	RBH_pair_1328.fa.best.phy	TRINITY_DN116067_c0_g1_i1	0.0731	0.1135	1.5519
TRINITY_DN116210_c0_g1_i1	cep120	Chr01	-2.458974514	0.461575524	Ovary_mean	female	RBH_pair_1353.fa.best.phy	TRINITY_DN116210_c0_g1_i1	0.121	0.1714	1.4164
TRINITY_DN116251_c1_g3_i1	NA	NA	-2.559223392	0.61794532	Ovary_mean	female	RBH_pair_1361.fa.best.phy	TRINITY_DN116251_c1_g3_i1	0.074	0.106	1.4313
TRINITY_DN116290_c0_g1_i1	NA	NA	-1.659549151	0.40561075	Ovary_mean	female	RBH_pair_1368.fa.best.phy	TRINITY_DN116290_c0_g1_i1	0.0392	0.0687	1.755
TRINITY_DN116340_c0_g1_i1	NA	NA	-2.26795308	0.498266433	Ovary_mean	female	RBH_pair_1383.fa.best.phy	TRINITY_DN116340_c0_g1_i1	0.0242	0.0455	1.8798
TRINITY_DN116359_c0_g1_i2	NA	NA	-1.216232892	0.313760596	Ovary_mean	female	RBH_pair_1385.fa.best.phy	TRINITY_DN116359_c0_g1_i2	0.03	0.048	1.6009
TRINITY_DN116368_c0_g1_i2	NA	NA	-1.300490433	0.475250518	Ovary_mean	female	RBH_pair_1389.fa.best.phy	TRINITY_DN116368_c0_g1_i2	0.1645	0.277	1.6831
TRINITY_DN116369_c0_g1_i1	NA	NA	-2.999946299	0.488503958	Ovary_mean	female	RBH_pair_1390.fa.best.phy	TRINITY_DN116369_c0_g1_i1	0.021	0.0401	1.9085
TRINITY_DN116391_c0_g1_i1	NA	NA	-2.341484609	0.569941948	Ovary_mean	female	RBH_pair_1395.fa.best.phy	TRINITY_DN116391_c0_g1_i1	0.0535	0.0953	1.7805
TRINITY_DN116438_c0_g2_i3	NA	NA	-1.689190288	0.350809438	Ovary_mean	female	RBH_pair_1409.fa.best.phy	TRINITY_DN116438_c0_g2_i3	0.0653	0.0843	1.2897
TRINITY_DN116451_c0_g2_i3	NA	NA	-4.494165466	0.767533754	Ovary_mean	female	RBH_pair_1414.fa.best.phy	TRINITY_DN116451_c0_g2_i3	0.0859	0.1353	1.5757
TRINITY_DN116470_c1_g4_i1	NA	NA	-1.933443266	0.411256135	Ovary_mean	female	RBH_pair_1417.fa.best.phy	TRINITY_DN116470_c1_g4_i1	0.0506	0.0659	1.3006
TRINITY_DN116543_c0_g2_i1	NA	NA	-1.797751979	0.622950028	Brain_mean	female	RBH_pair_1431.fa.best.phy	TRINITY_DN116543_c0_g2_i1	0.0583	0.0427	0.7325
TRINITY_DN116557_c0_g1_i2	NA	NA	-2.507443222	0.450111219	Ovary_mean	female	RBH_pair_1432.fa.best.phy	TRINITY_DN116557_c0_g1_i2	0.0891	0.1673	1.8772
TRINITY_DN116594_c0_g1_i1	NA	NA	-1.949602904	0.69939535	Ovary_mean	female	RBH_pair_1440.fa.best.phy	TRINITY_DN116594_c0_g1_i1	0.0633	0.0861	1.3604
TRINITY_DN116603_c0_g1_i4	zbtb8a.1	Chr02	-1.068762075	0.310578304	G46_F_mean	female	RBH_pair_1443.fa.best.phy	TRINITY_DN116603_c0_g1_i4	0.1865	0.2542	1.3626
TRINITY_DN116617_c0_g2_i3	NA	NA	-4.007030178	0.767617597	Ovary_mean	female	RBH_pair_1445.fa.best.phy	TRINITY_DN116617_c0_g2_i3	0.057	0.0902	1.5818
TRINITY_DN116621_c0_g1_i2	NA	NA	-1.711528291	0.277610783	Ovary_mean	female	RBH_pair_1447.fa.best.phy	TRINITY_DN116621_c0_g1_i2	0.0715	0.0847	1.1844
TRINITY_DN116647_c0_g1_i2	NA	NA	-1.25656167	0.424630614	Brain_mean	female	RBH_pair_1453.fa.best.phy	TRINITY_DN116647_c0_g1_i2	0.0387	0.0512	1.3221
TRINITY_DN116651_c0_g1_i3	mfap3-like	Chr03	-1.589051733	0.47038272	Ovary_mean	female	RBH_pair_1454.fa.best.phy	TRINITY_DN116651_c0_g1_i3	0.0245	0.0439	1.7933
TRINITY_DN116684_c0_g2_i1	mfsd8	Chr01	-1.504583628	0.726505243	Brain_mean	female	RBH_pair_1462.fa.best.phy	TRINITY_DN116684_c0_g2_i1	0.2295	0.3447	1.5015
TRINITY_DN116737_c1_g1_i2	NA	NA	-1.29706086	0.329270275	Ovary_mean	female	RBH_pair_1478.fa.best.phy	TRINITY_DN116737_c1_g1_i2	0.0498	0.067	1.3451
TRINITY_DN116754_c0_g4_i2	NA	NA	-1.465107722	0.276520115	Ovary_mean	female	RBH_pair_1481.fa.best.phy	TRINITY_DN116754_c0_g4_i2	0.0369	0.0548	1.4869
TRINITY_DN116762_c0_g1_i1	NA	NA	-2.349937425	0.475810974	Ovary_mean	female	RBH_pair_1482.fa.best.phy	TRINITY_DN116762_c0_g1_i1	0.019	0.0293	1.5445
TRINITY_DN116802_c0_g2_i1	NA	NA	-4.17585773	0.625488364	Ovary_mean	female	RBH_pair_1488.fa.best.phy	TRINITY_DN116802_c0_g2_i1	0.0717	0.1048	1.4614
TRINITY_DN116819_c1_g1_i1	NA	NA	-2.620730591	0.61106118	Ovary_mean	female	RBH_pair_1493.fa.best.phy	TRINITY_DN116819_c1_g1_i1	0.2315	0.3789	1.6363
TRINITY_DN116854_c0_g1_i3	slc25a16	Chr07	-1.457955312	0.456868536	Ovary_mean	female	RBH_pair_1503.fa.best.phy	TRINITY_DN116854_c0_g1_i3	0.0325	0.0406	1.2502
TRINITY_DN116861_c0_g1_i1	NA	NA	-1.12636258	0.254790515	G46_F_mean	female	RBH_pair_1504.fa.best.phy	TRINITY_DN116861_c0_g1_i1	0.0371	0.0469	1.2616
TRINITY_DN116876_c0_g2_i4	NA	NA	-2.194805428	0.391213743	G46_F_mean	female	RBH_pair_1508.fa.best.phy	TRINITY_DN116876_c0_g2_i4	0.0808	0.1435	1.7751
TRINITY_DN116899_c0_g1_i3	LOC100495930	scaffold_389	-1.709470537	0.392721478	Ovary_mean	female	RBH_pair_1511.fa.best.phy	TRINITY_DN116899_c0_g1_i3	0.0184	0.0261	1.4152
TRINITY_DN116903_c1_g2_i3	cldn7	scaffold_1648	-3.092203449	0.671475649	Ovary_mean	female	RBH_pair_1512.fa.best.phy	TRINITY_DN116903_c1_g2_i3	0.0114	0.0212	1.8659
TRINITY_DN116915_c0_g1_i3	NA	NA	-2.776133691	0.741341122	Ovary_mean	female	RBH_pair_1513.fa.best.phy	TRINITY_DN116915_c0_g1_i3	0.1269	0.1672	1.3183
TRINITY_DN116934_c0_g1_i4	NA	NA	-1.299532813	0.560679476	Ovary_mean	female	RBH_pair_1517.fa.best.phy	TRINITY_DN116934_c0_g1_i4	0.0249	0.0375	1.5093
TRINITY_DN116953_c0_g1_i2	NA	NA	-1.159168482	0.249375345	Ovary_mean	female	RBH_pair_1522.fa.best.phy	TRINITY_DN116953_c0_g1_i2	0.0168	0.0307	1.8267
TRINITY_DN116961_c0_g1_i1	NA	NA	-4.35455786	0.660334277	Ovary_mean	female	RBH_pair_1523.fa.best.phy	TRINITY_DN116961_c0_g1_i1	0.0875	0.143	1.6342
TRINITY_DN116963_c0_g1_i1	NA	NA	-1.591303657	0.415194611	Ovary_mean	female	RBH_pair_1524.fa.best.phy	TRINITY_DN116963_c0_g1_i1	0.0437	0.0807	1.8462
TRINITY_DN116971_c0_g2_i1	NA	NA	-1.291712627	0.3689476	Ovary_mean	female	RBH_pair_1529.fa.best.phy	TRINITY_DN116971_c0_g2_i1	0.1556	0.2112	1.3569
TRINITY_DN117002_c0_g1_i1	chml	Chr08	-1.658252229	0.388378119	Ovary_mean	female	RBH_pair_1539.fa.best.phy	TRINITY_DN117002_c0_g1_i1	0.1021	0.1995	1.9538
TRINITY_DN117075_c0_g1_i1	NA	NA	-3.553390584	0.688292061	Ovary_mean	female	RBH_pair_1556.fa.best.phy	TRINITY_DN117075_c0_g1_i1	0.0921	0.1261	1.3697
TRINITY_DN117098_c1_g2_i2	NA	NA	-4.273416866	0.779196074	Ovary_mean	female	RBH_pair_1562.fa.best.phy	TRINITY_DN117098_c1_g2_i2	0.0456	0.0887	1.9457
TRINITY_DN117099_c0_g2_i1	Xetrov90028296m	scaffold_36	-2.659503523	0.764684159	Ovary_mean	female	RBH_pair_1563.fa.best.phy	TRINITY_DN117099_c0_g2_i1	0.1299	0.1628	1.2533
TRINITY_DN117117_c1_g1_i2	NA	NA	-1.169174133	0.455725423	Ovary_mean	female	RBH_pair_1566.fa.best.phy	TRINITY_DN117117_c1_g1_i2	0.1648	0.277	1.6807
TRINITY_DN117125_c0_g1_i1	NA	NA	-8.365988055	0.777255934	Ovary_mean	female	RBH_pair_1568.fa.best.phy	TRINITY_DN117125_c0_g1_i1	0.0591	0.1002	1.6963
TRINITY_DN117147_c0_g3_i2	NA	NA	-1.101171134	0.259707096	Ovary_mean	female	RBH_pair_1572.fa.best.phy	TRINITY_DN117147_c0_g3_i2	0.1392	0.2584	1.8557
TRINITY_DN117152_c0_g3_i2	NA	NA	-1.115395808	0.61194265	Brain_mean	female	RBH_pair_1577.fa.best.phy	TRINITY_DN117152_c0_g3_i2	0.1223	0.1362	1.1137
TRINITY_DN117179_c0_g1_i1	NA	NA	-3.43743873	0.607303109	Ovary_mean	female	RBH_pair_1585.fa.best.phy	TRINITY_DN117179_c0_g1_i1	0.1337	0.2615	1.9556
TRINITY_DN117189_c0_g2_i1	taf5	Chr07	-1.276856462	0.524531183	Ovary_mean	female	RBH_pair_1588.fa.best.phy	TRINITY_DN117189_c0_g2_i1	0.2306	0.2743	1.1895
TRINITY_DN117210_c0_g1_i1	NA	NA	-1.190713474	0.434699233	Ovary_mean	female	RBH_pair_1590.fa.best.phy	TRINITY_DN117210_c0_g1_i1	0.1456	0.1705	1.1707
TRINITY_DN117235_c0_g3_i1	fam193b	Chr03	-4.062075395	0.600691797	Ovary_mean	female	RBH_pair_1594.fa.best.phy	TRINITY_DN117235_c0_g3_i1	0.2471	0.373	1.5093
TRINITY_DN117317_c1_g2_i1	NA	NA	-3.902813458	0.690444163	Ovary_mean	female	RBH_pair_1614.fa.best.phy	TRINITY_DN117317_c1_g2_i1	0.0387	0.0368	0.9523
TRINITY_DN117330_c0_g1_i2	NA	NA	-1.086600083	0.250076932	Ovary_mean	female	RBH_pair_1620.fa.best.phy	TRINITY_DN117330_c0_g1_i2	0.0077	0.0085	1.1143
TRINITY_DN117339_c0_g2_i1	NA	NA	-4.667991936	0.784536326	Ovary_mean	female	RBH_pair_1622.fa.best.phy	TRINITY_DN117339_c0_g2_i1	0.12	0.214	1.7833
TRINITY_DN117404_c0_g1_i1	npm1	Chr03	-2.316111807	0.392084256	Ovary_mean	female	RBH_pair_1639.fa.best.phy	TRINITY_DN117404_c0_g1_i1	0.0594	0.0597	1.0055
TRINITY_DN117528_c0_g3_i1	NA	NA	-1.734932543	0.414166243	Testis_mean	female	RBH_pair_1666.fa.best.phy	TRINITY_DN117528_c0_g3_i1	0.1613	0.1206	0.7476
TRINITY_DN117572_c0_g1_i1	NA	NA	-1.660544398	0.405812559	Ovary_mean	female	RBH_pair_1678.fa.best.phy	TRINITY_DN117572_c0_g1_i1	0.0251	0.0409	1.6299
TRINITY_DN117573_c0_g1_i2	LOC100491943	Chr04	-1.204142052	0.239016709	Ovary_mean	female	RBH_pair_1679.fa.best.phy	TRINITY_DN117573_c0_g1_i2	0.0051	0.0054	1.0495
TRINITY_DN117578_c0_g2_i1	NA	NA	-3.757482835	0.241023292	Ovary_mean	female	RBH_pair_1684.fa.best.phy	TRINITY_DN117578_c0_g2_i1	0.0326	0.0476	1.4626
TRINITY_DN117581_c0_g1_i3	NA	NA	-1.561364911	0.442921752	Ovary_mean	female	RBH_pair_1686.fa.best.phy	TRINITY_DN117581_c0_g1_i3	0.1577	0.2719	1.7235
TRINITY_DN117619_c0_g1_i1	socs1	Chr09	-1.453684555	0.515772826	Ovary_mean	female	RBH_pair_1695.fa.best.phy	TRINITY_DN117619_c0_g1_i1	0.093	0.1574	1.6927
TRINITY_DN117624_c0_g1_i1	NA	NA	-4.66514899	0.8104523	Ovary_mean	female	RBH_pair_1696.fa.best.phy	TRINITY_DN117624_c0_g1_i1	0.0081	0.0104	1.2885
TRINITY_DN117639_c0_g2_i1	NA	NA	-1.50918848	0.45947333	Ovary_mean	female	RBH_pair_1702.fa.best.phy	TRINITY_DN117639_c0_g2_i1	0.1363	0.1695	1.2432
TRINITY_DN117651_c0_g1_i7	NA	NA	-3.787189743	0.646634475	Ovary_mean	female	RBH_pair_1706.fa.best.phy	TRINITY_DN117651_c0_g1_i7	0.0382	0.0537	1.4059
TRINITY_DN117665_c0_g2_i1	fev	Chr09	-2.074059859	0.456031982	Ovary_mean	female	RBH_pair_1708.fa.best.phy	TRINITY_DN117665_c0_g2_i1	0.0139	0.0194	1.3978
TRINITY_DN117667_c0_g2_i2	NA	NA	-2.316727769	0.461245387	G46_F_mean	female	RBH_pair_1710.fa.best.phy	TRINITY_DN117667_c0_g2_i2	0.1567	0.2717	1.7332
TRINITY_DN117706_c0_g2_i2	NA	NA	-1.562713614	0.401014561	Brain_mean	female	RBH_pair_1722.fa.best.phy	TRINITY_DN117706_c0_g2_i2	0.0402	0.0448	1.1141
TRINITY_DN117724_c0_g1_i1	NA	NA	-1.538724904	0.703100727	Ovary_mean	female	RBH_pair_1730.fa.best.phy	TRINITY_DN117724_c0_g1_i1	0.1143	0.18	1.5757
TRINITY_DN117785_c0_g2_i1	NA	NA	-1.355011844	0.421481051	Ovary_mean	female	RBH_pair_1748.fa.best.phy	TRINITY_DN117785_c0_g2_i1	0.0295	0.0375	1.2735
TRINITY_DN117803_c0_g1_i2	NA	NA	-1.999273577	0.470580505	Ovary_mean	female	RBH_pair_1756.fa.best.phy	TRINITY_DN117803_c0_g1_i2	0.0332	0.0568	1.709
TRINITY_DN117814_c0_g1_i3	NA	NA	-2.023334015	0.607243196	Testis_mean	female	RBH_pair_1761.fa.best.phy	TRINITY_DN117814_c0_g1_i3	0.0445	0.0673	1.5137
TRINITY_DN117842_c0_g1_i2	NA	NA	-2.256876332	0.79578464	Brain_mean	female	RBH_pair_1766.fa.best.phy	TRINITY_DN117842_c0_g1_i2	0.0221	0.0245	1.1082
TRINITY_DN117855_c1_g1_i3	NA	NA	-1.044643481	0.445332892	Ovary_mean	female	RBH_pair_1769.fa.best.phy	TRINITY_DN117855_c1_g1_i3	0.1639	0.2226	1.3585
TRINITY_DN117878_c0_g1_i1	NA	NA	-1.911811262	0.692793668	Ovary_mean	female	RBH_pair_1778.fa.best.phy	TRINITY_DN117878_c0_g1_i1	0.02	0.0238	1.1912
TRINITY_DN117883_c0_g1_i1	NA	NA	-1.962097643	0.456468028	Ovary_mean	female	RBH_pair_1779.fa.best.phy	TRINITY_DN117883_c0_g1_i1	0.0482	0.082	1.7006
TRINITY_DN117893_c0_g3_i3	cacng7	Chr07	-1.604713701	0.291508081	Testis_mean	female	RBH_pair_1783.fa.best.phy	TRINITY_DN117893_c0_g3_i3	0.0148	0.0192	1.3022
TRINITY_DN117894_c0_g1_i1	NA	NA	-2.063012494	0.363559064	Ovary_mean	female	RBH_pair_1784.fa.best.phy	TRINITY_DN117894_c0_g1_i1	0.1621	0.2547	1.5707
TRINITY_DN117920_c0_g1_i5	NA	NA	-1.311464177	0.301599585	Ovary_mean	female	RBH_pair_1796.fa.best.phy	TRINITY_DN117920_c0_g1_i5	0.2086	0.2936	1.407
TRINITY_DN118088_c0_g1_i1	sos1	Chr05	-1.256230528	0.336357226	Ovary_mean	female	RBH_pair_1824.fa.best.phy	TRINITY_DN118088_c0_g1_i1	0.054	0.0481	0.8899
TRINITY_DN118097_c0_g2_i1	dtd1	Chr05	-3.468323745	0.733173057	Ovary_mean	female	RBH_pair_1825.fa.best.phy	TRINITY_DN118097_c0_g2_i1	0.0824	0.1111	1.3487
TRINITY_DN118145_c0_g2_i2	NA	NA	-3.667993341	0.562147149	Ovary_mean	female	RBH_pair_1836.fa.best.phy	TRINITY_DN118145_c0_g2_i2	0.2005	0.3074	1.5334
TRINITY_DN118157_c1_g1_i1	NA	NA	-4.79145185	0.48244926	Ovary_mean	female	RBH_pair_1839.fa.best.phy	TRINITY_DN118157_c1_g1_i1	0.1319	0.1776	1.3464
TRINITY_DN118194_c0_g1_i3	NA	NA	-1.448825048	0.45344291	Ovary_mean	female	RBH_pair_1853.fa.best.phy	TRINITY_DN118194_c0_g1_i3	0.0788	0.1357	1.7225
TRINITY_DN118226_c0_g1_i1	Xetrov90021653m	Chr08	-2.031404132	0.56816881	Ovary_mean	female	RBH_pair_1862.fa.best.phy	TRINITY_DN118226_c0_g1_i1	0.1097	0.1735	1.582
TRINITY_DN118258_c0_g1_i2	aqp8	Chr09	-1.449996237	0.441306345	Ovary_mean	female	RBH_pair_1873.fa.best.phy	TRINITY_DN118258_c0_g1_i2	0.1891	0.2396	1.2674
TRINITY_DN118281_c0_g1_i1	NA	NA	-10.69335517	0.877922663	Ovary_mean	female	RBH_pair_1880.fa.best.phy	TRINITY_DN118281_c0_g1_i1	0.1003	0.1719	1.7135
TRINITY_DN118297_c0_g2_i1	NA	NA	-2.629510365	0.432820668	Ovary_mean	female	RBH_pair_1888.fa.best.phy	TRINITY_DN118297_c0_g2_i1	0.2234	0.375	1.6783
TRINITY_DN118346_c0_g2_i1	nags	Chr10	-1.922485669	0.712735181	Ovary_mean	female	RBH_pair_1902.fa.best.phy	TRINITY_DN118346_c0_g2_i1	0.0513	0.081	1.5798
