gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN109295_c0_g1_i1	NA	NA	NA	NA	-0.176495389	unbias	0.363830036	G23_fmean	0.1667	0.2407	1.4435
TRINITY_DN109308_c0_g1_i1	NA	NA	NA	NA	-0.020443625	unbias	0.544668429	Ovary_mean	0.1947	0.307	1.5763
TRINITY_DN109310_c0_g2_i2	NA	NA	NA	NA	-0.62502628	unbias	0.629992808	G43_M_mean	0.0443	0.0719	1.6242
TRINITY_DN109331_c0_g1_i1	cobll1	Chr09	65672097	65672097	-0.053659529	unbias	0.250276095	Ovary_mean	0.022	0.0175	0.7944
TRINITY_DN109423_c0_g1_i2	NA	NA	NA	NA	-0.193315257	unbias	0.302691416	G43_F_mean	0.1955	0.2882	1.4741
TRINITY_DN109424_c0_g2_i2	NA	NA	NA	NA	1.271863073	unbias	0.517822092	Testis_mean	0.0755	0.1195	1.5831
TRINITY_DN109430_c0_g5_i1	NA	NA	NA	NA	-0.316379738	unbias	0.590125319	Ovary_mean	0.165	0.2426	1.4703
TRINITY_DN109454_c0_g1_i2	gfi1	Chr04	94313429	94313429	-0.120455573	unbias	0.268798673	Ovary_mean	0.2116	0.3049	1.4406
TRINITY_DN109459_c0_g1_i1	NA	NA	NA	NA	-0.0481418	unbias	0.428867672	Brain_mmean	0.0437	0.0557	1.2764
TRINITY_DN109463_c0_g2_i1	NA	NA	NA	NA	0.26710052	unbias	0.680497095	Testis_mean	0.1004	0.1422	1.4162
TRINITY_DN109491_c0_g2_i1	NA	NA	NA	NA	-0.133172382	unbias	0.322026292	Testis_mean	0.1369	0.1757	1.2834
TRINITY_DN109500_c0_g1_i1	NA	NA	NA	NA	-0.018876329	unbias	0.168483933	G23_mmean	0.0275	0.0505	1.8368
TRINITY_DN109502_c0_g1_i2	kiaa1211l	Chr02	109370746	109370746	-0.656534014	unbias	0.717366903	G43_F_mean	0.0425	0.0489	1.1518
TRINITY_DN109511_c0_g1_i1	NA	NA	NA	NA	-0.21538982	unbias	0.599485441	Brain_fmean	0.0263	0.0492	1.8727
TRINITY_DN109536_c0_g1_i1	NA	NA	NA	NA	-0.193091191	unbias	0.915435538	Brain_fmean	0.0732	0.0441	0.6032
TRINITY_DN109559_c0_g1_i1	gramd4	Chr03	64876625	64876625	-0.389285606	unbias	0.487463506	Liver_fmean	0.1326	0.2053	1.5487
TRINITY_DN109560_c0_g1_i1	Xetrov90007206m	Chr03	8242025	8242025	0.08212767	unbias	0.567490799	Ovary_mean	0.1453	0.2157	1.4848
TRINITY_DN109596_c0_g1_i1	mgst2	Chr03	9552236	9552236	0.346499823	unbias	0.741428955	Ovary_mean	0.0744	0.111	1.4913
TRINITY_DN109625_c0_g1_i3	NA	NA	NA	NA	-0.067938919	unbias	0.347937566	Ovary_mean	0.0295	0.0547	1.8545
TRINITY_DN109635_c0_g2_i1	NA	NA	NA	NA	0.093311221	unbias	0.223051012	Brain_mmean	0.001	0.0007	0.6815
TRINITY_DN109640_c0_g2_i2	NA	NA	NA	NA	-0.158129149	unbias	0.319815009	Brain_fmean	0.0819	0.1633	1.9941
TRINITY_DN109667_c0_g1_i2	NA	NA	NA	NA	-0.019247594	unbias	0.368720459	Ovary_mean	0.0371	0.0672	1.8078
TRINITY_DN109678_c0_g1_i4	LOC100145027	Chr02	54880241	54880241	-0.412718051	unbias	0.376181827	Ovary_mean	0.0389	0.0457	1.1736
TRINITY_DN109692_c0_g1_i2	NA	NA	NA	NA	-0.079854308	unbias	0.200661263	Brain_fmean	0.0239	0.0357	1.491
TRINITY_DN109728_c0_g1_i1	NA	NA	NA	NA	1.109362288	unbias	0.591325562	G23_fmean	0.1097	0.0752	0.6858
TRINITY_DN109810_c0_g1_i1	NA	NA	NA	NA	0.058549225	unbias	0.217860969	Ovary_mean	0.0305	0.0603	1.9804
TRINITY_DN109817_c0_g1_i1	NA	NA	NA	NA	-0.0685562	unbias	0.526879161	Brain_fmean	0.0695	0.0727	1.0463
TRINITY_DN109844_c0_g2_i1	NA	NA	NA	NA	0.110656823	unbias	0.378689642	Ovary_mean	0.1636	0.2496	1.526
TRINITY_DN109864_c0_g1_i1	NA	NA	NA	NA	-0.16292103	unbias	0.457913161	Ovary_mean	0.0612	0.102	1.6682
TRINITY_DN109879_c0_g1_i1	LOC100127873	Chr07	88491811	88491811	-0.150534635	unbias	0.204207654	Ovary_mean	0.1064	0.1152	1.0825
TRINITY_DN109897_c0_g1_i1	bnip3l	Chr03	106313880	106313880	-0.086795093	unbias	0.392687925	Brain_fmean	0.1177	0.1733	1.4721
TRINITY_DN109922_c0_g2_i1	NA	NA	NA	NA	-0.192233494	unbias	0.776014863	Ovary_mean	0.1168	0.12	1.0272
TRINITY_DN109930_c0_g1_i1	NA	NA	NA	NA	0.223039934	unbias	0.898040496	Brain_mmean	0.0691	0.0939	1.3581
TRINITY_DN109936_c0_g2_i1	NA	NA	NA	NA	0.015202753	unbias	0.407999692	Ovary_mean	0.0183	0.0269	1.4722
TRINITY_DN109976_c0_g1_i1	NA	NA	NA	NA	-0.011003444	unbias	0.46210724	G43_F_mean	0.1189	0.1333	1.121
TRINITY_DN109980_c0_g1_i1	LOC100127872	Chr09	46158686	46158686	0.688282287	unbias	0.782392399	G46_M_mean	0.1102	0.0602	0.5468
TRINITY_DN109991_c0_g1_i2	NA	NA	NA	NA	-0.062439271	unbias	0.217750635	Ovary_mean	0.0762	0.1381	1.8122
TRINITY_DN110022_c0_g1_i1	NA	NA	NA	NA	-0.060264396	unbias	0.470067433	Ovary_mean	0.0759	0.12	1.5823
TRINITY_DN110037_c0_g1_i1	NA	NA	NA	NA	0.387904302	unbias	0.783516196	Ovary_mean	0.06	0.0777	1.2952
TRINITY_DN110047_c0_g1_i3	NA	NA	NA	NA	0.069740934	unbias	0.440789349	Brain_mmean	0.124	0.2167	1.7478
TRINITY_DN110052_c0_g1_i1	NA	NA	NA	NA	0.341534593	unbias	0.866123363	G46_F_mean	0.1299	0.1261	0.9714
TRINITY_DN110102_c0_g2_i3	NA	NA	NA	NA	0.009363018	unbias	0.369491967	Brain_mmean	0.0216	0.0363	1.6819
TRINITY_DN110132_c0_g2_i1	NA	NA	NA	NA	0.056315418	unbias	0.234173396	Ovary_mean	0.0019	0.003	1.6174
TRINITY_DN110146_c0_g1_i3	NA	NA	NA	NA	0.091685323	unbias	0.466524709	Liver_mmean	0.0728	0.1335	1.8353
TRINITY_DN110153_c0_g1_i1	etv2	scaffold_278	305963	305963	-0.135270955	unbias	0.326923355	Ovary_mean	0.0679	0.1167	1.7178
TRINITY_DN110154_c0_g1_i1	NA	NA	NA	NA	0.122140904	unbias	0.806115243	Ovary_mean	0.0645	0.0568	0.8797
TRINITY_DN110209_c0_g1_i1	LOC100493453	Chr07	31783570	31783570	0.091960968	unbias	0.871513803	Brain_mmean	0.0626	0.1133	1.8101
TRINITY_DN110214_c0_g1_i3	NA	NA	NA	NA	0.10446147	unbias	0.71189003	Liver_fmean	0.1288	0.1689	1.3121
TRINITY_DN110248_c0_g1_i1	NA	NA	NA	NA	-0.052245312	unbias	0.61797429	Brain_fmean	0.0129	0.0199	1.5477
TRINITY_DN110249_c0_g1_i1	NA	NA	NA	NA	0.452373231	unbias	0.670554216	Brain_mmean	0.0646	0.086	1.33
TRINITY_DN110265_c0_g1_i1	NA	NA	NA	NA	-0.109954464	unbias	0.420425266	Ovary_mean	0.0534	0.0796	1.4913
TRINITY_DN110272_c0_g1_i1	NA	NA	NA	NA	-0.536584531	unbias	0.836567208	Brain_fmean	0.0724	0.0514	0.7101
TRINITY_DN110288_c0_g1_i1	NA	NA	NA	NA	0.099313464	unbias	0.694130829	Ovary_mean	0.0369	0.0464	1.2595
TRINITY_DN110307_c0_g1_i3	NA	NA	NA	NA	0.003594493	unbias	0.263558186	Ovary_mean	0.0399	0.0735	1.8415
TRINITY_DN110314_c0_g1_i3	NA	NA	NA	NA	0.093832322	unbias	0.466233778	Ovary_mean	0.0766	0.1499	1.9564
TRINITY_DN110346_c0_g1_i2	casp3	Chr01	35599082	35599082	0.062431852	unbias	0.472320568	Ovary_mean	0.0737	0.1275	1.7291
TRINITY_DN110371_c0_g1_i1	NA	NA	NA	NA	0.168686354	unbias	0.700511446	Brain_mmean	0.0947	0.1543	1.6304
TRINITY_DN110399_c0_g1_i1	NA	NA	NA	NA	-0.063162917	unbias	0.780438032	Brain_fmean	0.0299	0.0352	1.1772
TRINITY_DN110438_c1_g1_i1	NA	NA	NA	NA	-0.116089611	unbias	0.867940256	Brain_fmean	0.0595	0.0974	1.6375
TRINITY_DN110445_c1_g1_i3	aqp3	Chr01	194825698	194825698	-0.210914157	unbias	0.386274659	Brain_fmean	0.0353	0.0538	1.5229
TRINITY_DN110451_c0_g1_i1	NA	NA	NA	NA	0.1092468	unbias	0.549252228	Ovary_mean	0.2742	0.4011	1.4629
TRINITY_DN110455_c0_g1_i2	NA	NA	NA	NA	0.068045316	unbias	0.463556732	G23_fmean	0.0558	0.0898	1.6093
TRINITY_DN110479_c0_g1_i1	NA	NA	NA	NA	-0.066639182	unbias	0.909429597	Brain_fmean	0.0398	0.0623	1.5654
TRINITY_DN110486_c0_g1_i1	NA	NA	NA	NA	-0.452808397	unbias	0.577758644	Ovary_mean	0.0705	0.0946	1.3423
TRINITY_DN110510_c0_g1_i1	NA	NA	NA	NA	0.168714425	unbias	0.505352027	Brain_mmean	0.0305	0.0325	1.0675
TRINITY_DN110587_c0_g1_i1	chst2	Chr05	116625886	116625886	-0.13343464	unbias	0.120283759	Brain_fmean	0.1585	0.1584	0.9991
TRINITY_DN110676_c0_g1_i1	NA	NA	NA	NA	-0.306931811	unbias	0.938089688	Brain_fmean	0.0301	0.0476	1.5846
TRINITY_DN110705_c0_g1_i1	NA	NA	NA	NA	-0.062943577	unbias	0.441203622	Brain_fmean	0.0639	0.0844	1.3193
TRINITY_DN110721_c0_g1_i2	gltscr2	Chr08	58557290	58557290	-0.219872625	unbias	0.49389768	G46_M_mean	0.122	0.1757	1.4404
TRINITY_DN110725_c0_g1_i3	NA	NA	NA	NA	0.251767483	unbias	0.38073112	Liver_mmean	0.0975	0.1536	1.5759
TRINITY_DN110732_c0_g1_i2	NA	NA	NA	NA	0.201280757	unbias	0.43160835	G43_M_mean	0.2194	0.3914	1.7836
TRINITY_DN110750_c0_g1_i1	NA	NA	NA	NA	0.034870446	unbias	0.195435661	Testis_mean	0.0698	0.0976	1.3977
TRINITY_DN110750_c1_g2_i1	NA	NA	NA	NA	-0.685956735	unbias	0.312674829	Ovary_mean	0.2514	0.3387	1.3476
TRINITY_DN110756_c0_g1_i1	NA	NA	NA	NA	0.205829576	unbias	0.25482258	Brain_mmean	0.0188	0.0175	0.9307
TRINITY_DN110780_c0_g1_i2	NA	NA	NA	NA	-0.420571783	unbias	0.664006321	Ovary_mean	0.1339	0.1281	0.9568
TRINITY_DN110790_c0_g1_i1	NA	NA	NA	NA	-0.01432717	unbias	0.09871661	Testis_mean	0.0143	0.0167	1.1646
TRINITY_DN110842_c0_g1_i2	NA	NA	NA	NA	0.126967185	unbias	0.390911571	Ovary_mean	0.0526	0.0684	1.3003
TRINITY_DN110856_c0_g1_i2	NA	NA	NA	NA	0.082797887	unbias	0.7514494	Brain_mmean	0.1595	0.3173	1.989
TRINITY_DN110867_c0_g1_i1	bms1	Chr07	44914291	44914291	-0.341510121	unbias	0.422917224	G43_M_mean	0.236	0.2858	1.2107
TRINITY_DN110884_c0_g1_i2	NA	NA	NA	NA	-0.272167378	unbias	0.457826232	Ovary_mean	0.1472	0.216	1.4676
TRINITY_DN110896_c0_g2_i2	hhip	Chr01	49491640	49491640	0.35713553	unbias	0.4467911	Testis_mean	0.1319	0.1922	1.4577
TRINITY_DN110930_c0_g1_i1	NA	NA	NA	NA	-0.525131179	unbias	0.321047703	G27_fmean	0.0713	0.091	1.2768
TRINITY_DN110953_c0_g1_i2	NA	NA	NA	NA	0.018676066	unbias	0.182346883	Brain_mmean	0.0036	0.0043	1.1874
TRINITY_DN110955_c0_g1_i1	NA	NA	NA	NA	-0.103256134	unbias	0.194154972	G23_mmean	0.1555	0.1982	1.275
TRINITY_DN110993_c0_g1_i2	NA	NA	NA	NA	-0.119370343	unbias	0.478932932	Ovary_mean	0.0685	0.0716	1.0444
TRINITY_DN110995_c0_g1_i1	NA	NA	NA	NA	0.434182182	unbias	0.318914841	Liver_mmean	0.1761	0.2911	1.6536
TRINITY_DN110999_c0_g1_i1	NA	NA	NA	NA	0.02619382	unbias	0.461802222	Ovary_mean	0.1523	0.2516	1.6521
TRINITY_DN111000_c0_g1_i1	NA	NA	NA	NA	0.116784479	unbias	0.917623702	Brain_mmean	0.026	0.016	0.614
TRINITY_DN111014_c0_g1_i2	NA	NA	NA	NA	0.08727638	unbias	0.384717802	Ovary_mean	0.0475	0.0894	1.8827
TRINITY_DN111019_c0_g1_i1	srd5a3	Chr01	31182035	31182035	0.147819652	unbias	0.212863952	Liver_fmean	0.0596	0.053	0.8884
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	0.236909275	unbias	0.252918482	Testis_mean	0.1324	0.1649	1.2455
TRINITY_DN111046_c0_g1_i1	zer1	Chr08	4318176	4318176	0.488676843	unbias	0.637574379	Brain_mmean	0.0115	0.0147	1.2843
TRINITY_DN111048_c0_g2_i3	NA	NA	NA	NA	0.061719409	unbias	0.383817403	Brain_mmean	0.0272	0.0381	1.3969
TRINITY_DN111053_c0_g1_i1	zp4	Chr03	5456771	5456771	-0.03590048	unbias	0.079692963	G23_mmean	0.0237	0.0391	1.6472
TRINITY_DN111067_c0_g1_i1	42Sp43	Chr10	3444281	3444281	0.55584849	unbias	0.506347406	Ovary_mean	0.1297	0.2248	1.7337
TRINITY_DN111096_c0_g1_i1	NA	NA	NA	NA	0.135328928	unbias	0.382508478	G43_M_mean	0.1598	0.3196	1.9997
TRINITY_DN111118_c0_g1_i1	NA	NA	NA	NA	-0.019920554	unbias	0.681523162	Brain_mmean	0.1024	0.18	1.7586
TRINITY_DN111122_c0_g2_i3	NA	NA	NA	NA	-0.079476122	unbias	0.348794098	G27_mmean	0.078	0.1301	1.668
TRINITY_DN111129_c0_g1_i1	NA	NA	NA	NA	-0.03548481	unbias	0.323250722	Ovary_mean	0.1258	0.1457	1.1584
TRINITY_DN111151_c0_g1_i1	abtb2-like.2	Chr04	7156837	7156837	-0.034063231	unbias	0.643285623	Ovary_mean	0.0531	0.1035	1.948
TRINITY_DN111155_c0_g2_i2	NA	NA	NA	NA	-0.034037622	unbias	0.197250617	G23_fmean	0.151	0.1401	0.9275
TRINITY_DN111162_c0_g1_i1	NA	NA	NA	NA	0.008059495	unbias	0.552385511	Brain_mmean	0.0507	0.052	1.0273
TRINITY_DN111167_c0_g1_i1	NA	NA	NA	NA	0.051899926	unbias	0.480721623	G43_M_mean	0.018	0.0226	1.2555
TRINITY_DN111185_c0_g1_i1	LOC100490235	Chr08	24688245	24688245	-0.145436388	unbias	0.911240919	Brain_fmean	0.0365	0.045	1.2325
TRINITY_DN111210_c0_g1_i1	NA	NA	NA	NA	-0.033033627	unbias	0.605714815	Brain_fmean	0.0549	0.0782	1.4258
TRINITY_DN111211_c0_g2_i1	NA	NA	NA	NA	0.408883507	unbias	0.611170877	Brain_mmean	0.0421	0.0584	1.3863
TRINITY_DN111221_c0_g1_i1	NA	NA	NA	NA	-0.051213687	unbias	0.520136822	Liver_fmean	0.0231	0.033	1.4292
TRINITY_DN111223_c0_g1_i1	NA	NA	NA	NA	-0.173068836	unbias	0.379108225	Ovary_mean	0.0334	0.0378	1.1319
TRINITY_DN111231_c0_g1_i1	NA	NA	NA	NA	0.143995026	unbias	0.289171903	Liver_mmean	0.065	0.0898	1.3814
TRINITY_DN111238_c0_g2_i3	NA	NA	NA	NA	0.047193859	unbias	0.762643118	Brain_mmean	0.0778	0.141	1.8116
TRINITY_DN111246_c0_g1_i4	NA	NA	NA	NA	-0.027410311	unbias	0.221721074	Ovary_mean	0.0614	0.083	1.351
TRINITY_DN111247_c0_g1_i1	NA	NA	NA	NA	-0.075280591	unbias	0.44972447	Testis_mean	0.0569	0.0728	1.2808
TRINITY_DN111292_c0_g1_i1	NA	NA	NA	NA	-0.00607168	unbias	0.357765501	Brain_fmean	0.0596	0.1115	1.8711
TRINITY_DN111332_c0_g2_i5	NA	NA	NA	NA	0.045904485	unbias	0.422805123	Ovary_mean	0.0224	0.0268	1.1966
TRINITY_DN111341_c0_g1_i1	LOC101732130	Chr04	106136927	106136927	-0.179544276	unbias	0.695582381	Brain_fmean	0.0747	0.1189	1.5915
TRINITY_DN111349_c0_g1_i1	adh5	Chr01	65460801	65460801	0.001273091	unbias	0.8400267	Brain_fmean	0.058	0.0885	1.5261
TRINITY_DN111353_c0_g1_i1	glyctk	Chr04	117779235	117779235	-0.231796983	unbias	0.590000759	Liver_fmean	0.0552	0.0605	1.0945
TRINITY_DN111361_c0_g1_i1	NA	NA	NA	NA	0.187697462	unbias	0.586618904	Brain_mmean	0.001	0.0014	1.3659
TRINITY_DN111370_c0_g2_i1	coq4	Chr08	375122	375122	-0.008152882	unbias	0.16980974	Ovary_mean	0.0318	0.0444	1.3962
TRINITY_DN111408_c0_g2_i1	NA	NA	NA	NA	0.198029059	unbias	0.412090312	Brain_mmean	0.0392	0.024	0.6109
TRINITY_DN111417_c0_g1_i3	NA	NA	NA	NA	0.492055015	unbias	0.450397615	Liver_mmean	0.0337	0.0506	1.5002
TRINITY_DN111419_c0_g1_i1	NA	NA	NA	NA	0.123539096	unbias	0.713096787	Brain_mmean	0.1834	0.2216	1.2082
TRINITY_DN111428_c0_g1_i1	itprip	scaffold_438	46896	46896	-0.30692803	unbias	0.395005672	Brain_fmean	0.1381	0.2756	1.9956
TRINITY_DN111446_c0_g1_i2	NA	NA	NA	NA	0.076357605	unbias	0.273761526	Brain_mmean	0.0103	0.0079	0.7733
TRINITY_DN111460_c0_g3_i3	NA	NA	NA	NA	-0.049300674	unbias	0.206913115	G23_mmean	0.0195	0.0343	1.7571
TRINITY_DN111477_c0_g2_i1	NA	NA	NA	NA	0.827798981	unbias	0.641183448	Brain_mmean	0.1778	0.3255	1.8309
TRINITY_DN111504_c0_g1_i1	aldh1a3-like	Chr03	105666646	105666646	-0.047684933	unbias	0.185446175	Ovary_mean	0.0757	0.1377	1.8203
TRINITY_DN111536_c1_g1_i1	NA	NA	NA	NA	0.145852668	unbias	0.772372769	Brain_mmean	0.0723	0.1132	1.5659
TRINITY_DN111548_c0_g1_i3	NA	NA	NA	NA	0.091338126	unbias	0.268108288	Ovary_mean	0.0064	0.0093	1.4643
TRINITY_DN111569_c0_g1_i1	NA	NA	NA	NA	0.458102613	unbias	0.548335002	G23_fmean	0.1975	0.3546	1.7958
TRINITY_DN111579_c0_g1_i1	arl10b	Chr03	60883097	60883097	-0.527136927	unbias	0.331606612	G23_fmean	0.0705	0.1203	1.7064
TRINITY_DN111590_c0_g1_i1	NA	NA	NA	NA	-0.249765855	unbias	0.348738005	Ovary_mean	0.0636	0.1067	1.6789
TRINITY_DN111615_c0_g1_i2	NA	NA	NA	NA	-0.237552708	unbias	0.442617538	Ovary_mean	0.0703	0.098	1.3928
TRINITY_DN111616_c0_g2_i4	NA	NA	NA	NA	0.130000965	unbias	0.407383947	G23_fmean	0.0553	0.0723	1.3066
TRINITY_DN111668_c0_g1_i1	foxj1.2	Chr09	14421454	14421454	0.141408503	unbias	0.252418711	Ovary_mean	0.0377	0.0476	1.2651
TRINITY_DN111671_c0_g1_i1	NA	NA	NA	NA	-0.295188784	unbias	0.533798128	Ovary_mean	0.0795	0.1458	1.835
TRINITY_DN111683_c1_g3_i4	efcab7-like	Chr04	78533476	78533476	-0.18583647	unbias	0.661040956	Brain_fmean	0.0893	0.0946	1.0591
TRINITY_DN111702_c0_g1_i2	NA	NA	NA	NA	0.11661726	unbias	0.834605044	Brain_mmean	0.0654	0.0685	1.0467
TRINITY_DN111707_c0_g2_i2	NA	NA	NA	NA	0.0271807	unbias	0.84453348	Brain_mmean	0.0301	0.0393	1.3057
TRINITY_DN111713_c0_g3_i1	NA	NA	NA	NA	-0.077470893	unbias	0.615511661	Ovary_mean	0.0137	0.0226	1.6535
TRINITY_DN111719_c1_g1_i1	LOC100170488	Chr02	69817714	69817714	0.189964563	unbias	0.397042486	Ovary_mean	0.0652	0.12	1.8406
TRINITY_DN111747_c0_g1_i1	NA	NA	NA	NA	0.049863615	unbias	0.297215127	Ovary_mean	0.007	0.0096	1.3606
TRINITY_DN111752_c0_g1_i1	lrrc8d	Chr04	95473730	95473730	-0.051472984	unbias	0.306260946	Ovary_mean	0.0065	0.0096	1.4829
TRINITY_DN111757_c0_g1_i1	NA	NA	NA	NA	-0.55114251	unbias	0.649305693	Brain_fmean	0.0821	0.1229	1.4972
TRINITY_DN111780_c0_g2_i2	mrps7	Chr10	35798037	35798037	-0.085573697	unbias	0.305712211	Ovary_mean	0.0213	0.0385	1.8056
TRINITY_DN111786_c0_g1_i2	NA	NA	NA	NA	0.024688459	unbias	0.682113365	Brain_fmean	0.1646	0.3013	1.8308
TRINITY_DN111788_c0_g1_i1	olfml3	Chr02	67671613	67671613	0.192655473	unbias	0.808439562	Liver_fmean	0.0482	0.0792	1.6434
TRINITY_DN111797_c0_g1_i1	NA	NA	NA	NA	-0.060078184	unbias	0.300272617	Ovary_mean	0.0019	0.003	1.5931
TRINITY_DN111800_c0_g2_i1	NA	NA	NA	NA	0.60197845	unbias	0.521965468	G43_M_mean	0.1023	0.1078	1.0537
TRINITY_DN111833_c0_g1_i3	NA	NA	NA	NA	-0.128015829	unbias	0.149274427	G27_fmean	0.0868	0.1353	1.5578
TRINITY_DN111860_c0_g1_i1	b3galnt2	Chr05	59571831	59571831	0.039464361	unbias	0.582314643	Ovary_mean	0.0065	0.0129	1.9956
TRINITY_DN111980_c0_g1_i1	NA	NA	NA	NA	-0.063801514	unbias	0.258777882	G43_M_mean	0.0932	0.0924	0.9916
TRINITY_DN112006_c0_g1_i1	traf3ip3	Chr05	73918736	73918736	-0.084498788	unbias	0.359376172	Ovary_mean	0.0276	0.0278	1.008
TRINITY_DN112043_c0_g1_i1	NA	NA	NA	NA	0.044463862	unbias	0.283223997	Brain_mmean	0.0177	0.026	1.4702
TRINITY_DN112081_c0_g3_i7	NA	NA	NA	NA	0.052468989	unbias	0.303035776	Ovary_mean	0.1014	0.1213	1.1953
TRINITY_DN112088_c0_g1_i1	NA	NA	NA	NA	0.824529244	unbias	0.260554	G27_mmean	0.1219	0.2058	1.6879
TRINITY_DN112096_c1_g2_i2	NA	NA	NA	NA	0.129392383	unbias	0.237900994	Ovary_mean	0.0045	0.0058	1.2987
TRINITY_DN112100_c0_g1_i1	NA	NA	NA	NA	0.011344848	unbias	0.16243017	Ovary_mean	0.0052	0.0093	1.7907
TRINITY_DN112103_c0_g1_i1	NA	NA	NA	NA	-0.06423801	unbias	0.259403651	Ovary_mean	0.0145	0.021	1.455
TRINITY_DN112117_c1_g1_i4	NA	NA	NA	NA	0.042935201	unbias	0.815053645	Ovary_mean	0.08	0.0821	1.0271
TRINITY_DN112147_c0_g1_i2	NA	NA	NA	NA	-0.121892964	unbias	0.437699156	Brain_fmean	0.2469	0.4908	1.9881
TRINITY_DN112160_c0_g1_i1	NA	NA	NA	NA	-0.056672768	unbias	0.466095529	Brain_fmean	0.1649	0.2064	1.2516
TRINITY_DN112165_c1_g1_i2	mapkapk3	Chr04	117136289	117136289	-0.136966843	unbias	0.093106066	Ovary_mean	0.0245	0.0279	1.1382
TRINITY_DN112166_c0_g2_i1	NA	NA	NA	NA	-0.153610254	unbias	0.530326594	Ovary_mean	0.0432	0.0426	0.9858
TRINITY_DN112199_c0_g1_i2	NA	NA	NA	NA	-0.130453576	unbias	0.322112106	Brain_fmean	0.0991	0.1499	1.5118
TRINITY_DN112207_c0_g1_i1	NA	NA	NA	NA	-0.706055687	unbias	0.686849957	G43_M_mean	0.322	0.5125	1.5914
TRINITY_DN112219_c0_g1_i1	Xetrov90013347m	Chr05	28944236	28944236	0.3664495	unbias	0.582412281	G43_F_mean	0.0476	0.0894	1.878
TRINITY_DN112238_c0_g7_i3	NA	NA	NA	NA	0.004029323	unbias	0.427988909	G23_fmean	0.1107	0.1991	1.7987
TRINITY_DN112248_c0_g1_i1	NA	NA	NA	NA	-0.56780684	unbias	0.781288512	Brain_fmean	0.1375	0.1163	0.8453
TRINITY_DN112269_c0_g1_i1	NA	NA	NA	NA	-0.083522377	unbias	0.668273814	Brain_fmean	0.022	0.0294	1.3368
TRINITY_DN112271_c0_g1_i2	NA	NA	NA	NA	0.146833845	unbias	0.711032089	Brain_mmean	0.0655	0.1062	1.6204
TRINITY_DN112291_c0_g2_i1	NA	NA	NA	NA	0.297278176	unbias	0.298016317	Liver_mmean	0.0582	0.1103	1.8941
TRINITY_DN112304_c0_g1_i1	NA	NA	NA	NA	-0.077173797	unbias	0.411661857	G43_M_mean	0.1211	0.1572	1.2978
TRINITY_DN112321_c0_g1_i1	cstf1	scaffold_113	339598	339598	0.655465155	unbias	0.516373938	Ovary_mean	0.2588	0.3151	1.2177
TRINITY_DN112325_c0_g1_i1	f2rl3	Chr01	99837697	99837697	0.080771676	unbias	0.383717478	Ovary_mean	0.0464	0.0584	1.2572
TRINITY_DN112341_c0_g1_i1	gas1	Chr01	122939003	122939003	0.094324862	unbias	0.425758342	Ovary_mean	0.0139	0.0212	1.5287
TRINITY_DN112362_c1_g2_i1	NA	NA	NA	NA	0.171360881	unbias	0.538346809	Brain_mmean	0.0449	0.0522	1.1629
TRINITY_DN112380_c0_g3_i2	NA	NA	NA	NA	0.054928539	unbias	0.469910262	Ovary_mean	0.0124	0.0216	1.7426
TRINITY_DN112396_c1_g1_i1	rnf167	Chr03	136903393	136903393	-0.012242604	unbias	0.434579106	Ovary_mean	0.0027	0.0028	1.0438
TRINITY_DN112409_c0_g1_i1	NA	NA	NA	NA	0.005629258	unbias	0.169562831	Ovary_mean	0.0355	0.0437	1.2311
TRINITY_DN112429_c0_g2_i1	NA	NA	NA	NA	0.066623566	unbias	0.29417393	G27_mmean	0.1753	0.1528	0.8718
TRINITY_DN112432_c0_g2_i1	NA	NA	NA	NA	0.056204482	unbias	0.966240489	Brain_mmean	0.017	0.0199	1.1742
TRINITY_DN112434_c0_g1_i1	NA	NA	NA	NA	0.034208375	unbias	0.569230517	G27_mmean	0.0299	0.0464	1.5526
TRINITY_DN112453_c0_g3_i1	ostc	Chr01	57833383	57833383	0.186647229	unbias	0.487691855	Ovary_mean	0.0712	0.1194	1.6772
TRINITY_DN112465_c0_g1_i1	NA	NA	NA	NA	-0.175489137	unbias	0.381228399	Ovary_mean	0.0449	0.0518	1.1539
TRINITY_DN112473_c1_g1_i1	rarg-like.1	Chr02	144515150	144515150	0.112809713	unbias	0.750149699	Brain_mmean	0.0902	0.1123	1.2449
TRINITY_DN112473_c1_g2_i2	NA	NA	NA	NA	-0.782794869	unbias	0.547831964	Ovary_mean	0.0734	0.0941	1.2819
TRINITY_DN112477_c0_g2_i1	NA	NA	NA	NA	0.175604728	unbias	0.608638016	G27_fmean	0.1186	0.1227	1.0348
TRINITY_DN112492_c0_g1_i2	Xetrov90004584m	Chr02	41868398	41868398	0.645406291	unbias	0.656797068	Brain_mmean	0.0954	0.1806	1.8923
TRINITY_DN112501_c0_g1_i7	NA	NA	NA	NA	-0.14912311	unbias	0.504643265	Ovary_mean	0.1245	0.1917	1.5398
TRINITY_DN112529_c0_g1_i1	NA	NA	NA	NA	-0.03628957	unbias	0.449357777	Ovary_mean	0.1821	0.324	1.7792
