gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue
TRINITY_DN103769_c0_g1_i1	NA	NA	NA	NA	0.718795391	0.718795391	unbias	0.16079641	Testis_mean	0.16079641	Testis_mean
TRINITY_DN103783_c0_g1_i1	NA	NA	NA	NA	-0.351699226	0.351699226	unbias	0.490403251	Ovary_mean	0.490403251	Ovary_mean
TRINITY_DN103787_c0_g1_i1	fam46d	Chr08	43190824	43190824	-0.844981148	0.844981148	unbias	0.409975886	Brain_fmean	0.409975886	Brain_fmean
TRINITY_DN103795_c0_g1_i3	foxi4.1	Chr01	15315114	15315114	-0.022186474	0.022186474	unbias	0.179286093	G43_F_mean	0.179286093	G43_F_mean
TRINITY_DN103812_c0_g1_i2	NA	NA	NA	NA	0.694632075	0.694632075	unbias	0.295271723	G46_F_mean	0.295271723	G46_F_mean
TRINITY_DN103813_c0_g1_i1	NA	NA	NA	NA	-0.273695385	0.273695385	unbias	0.390659685	Liver_fmean	0.390659685	Liver_fmean
TRINITY_DN103825_c0_g1_i1	NA	NA	NA	NA	-1.316382153	1.316382153	unbias	0.924059357	Liver_fmean	0.924059357	Liver_fmean
TRINITY_DN103830_c0_g1_i1	NA	NA	NA	NA	0.65688885	0.65688885	unbias	0.660255332	Brain_mmean	0.660255332	Brain_mmean
TRINITY_DN103832_c0_g1_i1	NA	NA	NA	NA	0.081906054	0.081906054	unbias	0.293821013	G43_F_mean	0.293821013	G43_F_mean
TRINITY_DN103833_c0_g1_i1	NA	NA	NA	NA	0.180082696	0.180082696	unbias	0.177008119	Brain_mmean	0.177008119	Brain_mmean
TRINITY_DN103834_c0_g11_i1	NA	NA	NA	NA	-0.781146168	0.781146168	unbias	0.568085858	Brain_fmean	0.568085858	Brain_fmean
TRINITY_DN103834_c0_g12_i1	NA	NA	NA	NA	-0.468061261	0.468061261	unbias	0.563155334	G46_F_mean	0.563155334	G46_F_mean
TRINITY_DN103834_c0_g13_i1	steap1	Chr06	20814169	20814169	-0.745383512	0.745383512	unbias	0.421046176	Brain_mmean	0.421046176	Brain_mmean
TRINITY_DN103834_c0_g2_i1	NA	NA	NA	NA	-1.300948512	1.300948512	unbias	0.631208518	Ovary_mean	0.631208518	Ovary_mean
TRINITY_DN103834_c0_g3_i1	NA	NA	NA	NA	-2.223159225	2.223159225	unbias	0.524621953	Ovary_mean	0.524621953	Ovary_mean
TRINITY_DN103834_c0_g4_i1	NA	NA	NA	NA	0.929853894	0.929853894	unbias	0.625212638	Brain_fmean	0.625212638	Brain_fmean
TRINITY_DN103834_c0_g6_i1	NA	NA	NA	NA	0.294803911	0.294803911	unbias	0.560422739	Brain_mmean	0.560422739	Brain_mmean
TRINITY_DN103834_c0_g7_i1	NA	NA	NA	NA	-1.054010017	1.054010017	unbias	0.39913456	Brain_mmean	0.39913456	Brain_mmean
TRINITY_DN103834_c0_g8_i1	capn13	Chr05	3180802	3180802	0.363314267	0.363314267	unbias	0.701741498	Brain_fmean	0.701741498	Brain_fmean
TRINITY_DN103834_c0_g9_i1	NA	NA	NA	NA	-0.104528684	0.104528684	unbias	0.399718374	Brain_fmean	0.399718374	Brain_fmean
TRINITY_DN103838_c0_g1_i1	tti2	Chr03	118704775	118704775	-0.229138454	0.229138454	unbias	0.793468978	Ovary_mean	0.793468978	Ovary_mean
TRINITY_DN103847_c0_g1_i1	tfcp2	Chr02	138973022	138973022	0.489694209	0.489694209	unbias	0.673094229	Liver_fmean	0.673094229	Liver_fmean
TRINITY_DN103851_c0_g1_i1	fbxo40-like	scaffold_85	167555	167555	0.431510608	0.431510608	unbias	0.221095165	Brain_mmean	0.221095165	Brain_mmean
TRINITY_DN103879_c0_g1_i2	st6galnac2	Chr10	36838978	36838978	0.324705022	0.324705022	unbias	0.821815916	Liver_fmean	0.821815916	Liver_fmean
TRINITY_DN103882_c0_g1_i1	NA	NA	NA	NA	-0.232920056	0.232920056	unbias	0.47132902	Ovary_mean	0.47132902	Ovary_mean
TRINITY_DN103890_c0_g1_i2	NA	NA	NA	NA	-0.976070871	0.976070871	unbias	0.665349841	Brain_fmean	0.665349841	Brain_fmean
TRINITY_DN103896_c0_g1_i2	NA	NA	NA	NA	-0.367321415	0.367321415	unbias	0.542271212	G23_mmean	0.542271212	G23_mmean
TRINITY_DN103898_c0_g1_i1	NA	NA	NA	NA	-0.690681756	0.690681756	unbias	0.567323759	Brain_fmean	0.567323759	Brain_fmean
TRINITY_DN103912_c0_g1_i1	NA	NA	NA	NA	0.595349584	0.595349584	unbias	0.439036413	Brain_mmean	0.439036413	Brain_mmean
TRINITY_DN103924_c0_g1_i1	rnf219-like	Chr02	122246529	122246529	0.256988567	0.256988567	unbias	0.596959531	Liver_fmean	0.596959531	Liver_fmean
TRINITY_DN103964_c0_g1_i1	NA	NA	NA	NA	-0.638842048	0.638842048	unbias	0.368462874	G43_F_mean	0.368462874	G43_F_mean
TRINITY_DN103974_c0_g2_i1	NA	NA	NA	NA	-1.311042511	1.311042511	unbias	0.372096353	G23_fmean	0.372096353	G23_fmean
TRINITY_DN103986_c0_g1_i1	NA	NA	NA	NA	0.237343607	0.237343607	unbias	0.374249828	Brain_mmean	0.374249828	Brain_mmean
TRINITY_DN103989_c0_g1_i1	NA	NA	NA	NA	0.247745601	0.247745601	unbias	0.258720657	Ovary_mean	0.258720657	Ovary_mean
TRINITY_DN104004_c0_g1_i1	NA	NA	NA	NA	0.153688267	0.153688267	unbias	0.494755703	Brain_fmean	0.494755703	Brain_fmean
TRINITY_DN104012_c0_g1_i1	NA	NA	NA	NA	0.303331602	0.303331602	unbias	0.395659223	Brain_fmean	0.395659223	Brain_fmean
TRINITY_DN104027_c0_g1_i1	liph	Chr02	22388327	22388327	0.674335319	0.674335319	unbias	0.53862782	G43_M_mean	0.53862782	G43_M_mean
TRINITY_DN104090_c1_g1_i1	NA	NA	NA	NA	0.548541658	0.548541658	unbias	0.304002724	G23_fmean	0.304002724	G23_fmean
TRINITY_DN104090_c1_g2_i1	NA	NA	NA	NA	-0.616777966	0.616777966	unbias	0.268391287	G23_mmean	0.268391287	G23_mmean
TRINITY_DN104110_c1_g1_i1	NA	NA	NA	NA	0.25975632	0.25975632	unbias	0.314826513	Ovary_mean	0.314826513	Ovary_mean
TRINITY_DN104155_c0_g1_i1	NA	NA	NA	NA	-0.218673358	0.218673358	unbias	0.299732105	Testis_mean	0.299732105	Testis_mean
TRINITY_DN104156_c0_g1_i3	NA	NA	NA	NA	-0.125554262	0.125554262	unbias	0.321933433	Ovary_mean	0.321933433	Ovary_mean
TRINITY_DN104173_c0_g1_i1	Xetrov90014084m	Chr05	75743400	75743400	0.408817362	0.408817362	unbias	0.265391286	Testis_mean	0.265391286	Testis_mean
TRINITY_DN104173_c0_g2_i1	NA	NA	NA	NA	0.360616321	0.360616321	unbias	0.373249952	G23_fmean	0.373249952	G23_fmean
TRINITY_DN104207_c0_g1_i1	cdca7-like.1	Chr02	144125106	144125106	-0.901195056	0.901195056	unbias	0.722574477	Ovary_mean	0.722574477	Ovary_mean
TRINITY_DN104240_c0_g1_i1	NA	NA	NA	NA	-0.028905951	0.028905951	unbias	0.22191044	Ovary_mean	0.22191044	Ovary_mean
TRINITY_DN104253_c0_g1_i1	NA	NA	NA	NA	-0.61159537	0.61159537	unbias	0.379154024	Brain_mmean	0.379154024	Brain_mmean
TRINITY_DN104287_c1_g1_i1	NA	NA	NA	NA	-0.565588911	0.565588911	unbias	0.518937609	Brain_fmean	0.518937609	Brain_fmean
TRINITY_DN104296_c0_g2_i1	LOC100489792	Chr02	145476794	145476794	1.758814196	1.758814196	unbias	0.622336647	G43_F_mean	0.622336647	G43_F_mean
TRINITY_DN104331_c0_g1_i1	LOC100492806-like	Chr04	130952979	130952979	-0.786358073	0.786358073	unbias	0.127026683	Brain_mmean	0.127026683	Brain_mmean
TRINITY_DN104334_c0_g1_i1	NA	NA	NA	NA	-0.134610826	0.134610826	unbias	0.333136958	Ovary_mean	0.333136958	Ovary_mean
TRINITY_DN104337_c0_g1_i1	NA	NA	NA	NA	-0.065722013	0.065722013	unbias	0.44167852	Brain_mmean	0.44167852	Brain_mmean
TRINITY_DN104339_c0_g1_i2	NA	NA	NA	NA	0.066064274	0.066064274	unbias	0.443111179	Ovary_mean	0.443111179	Ovary_mean
TRINITY_DN104354_c0_g1_i5	NA	NA	NA	NA	1.26703994	1.26703994	unbias	0.372776877	Ovary_mean	0.372776877	Ovary_mean
TRINITY_DN104356_c0_g1_i3	NA	NA	NA	NA	0.293665791	0.293665791	unbias	0.531432457	Ovary_mean	0.531432457	Ovary_mean
TRINITY_DN104365_c0_g3_i1	NA	NA	NA	NA	0.706350141	0.706350141	unbias	0.471346293	Ovary_mean	0.471346293	Ovary_mean
TRINITY_DN104410_c0_g2_i1	NA	NA	NA	NA	-0.60077432	0.60077432	unbias	0.512992975	G46_F_mean	0.512992975	G46_F_mean
TRINITY_DN104428_c0_g1_i2	NA	NA	NA	NA	0.313922937	0.313922937	unbias	0.288033524	G23_mmean	0.288033524	G23_mmean
TRINITY_DN104434_c0_g2_i1	opn1sw	Chr03	79523990	79523990	-0.24256123	0.24256123	unbias	0.812985216	Ovary_mean	0.812985216	Ovary_mean
TRINITY_DN104441_c0_g2_i1	NA	NA	NA	NA	0.110348999	0.110348999	unbias	0.308661679	G43_F_mean	0.308661679	G43_F_mean
TRINITY_DN104463_c0_g1_i1	NA	NA	NA	NA	-0.187175926	0.187175926	unbias	0.500441418	Ovary_mean	0.500441418	Ovary_mean
TRINITY_DN104464_c0_g1_i1	NA	NA	NA	NA	-2.070221403	2.070221403	female	0.297143318	Brain_mmean	0.297143318	Brain_mmean
TRINITY_DN104508_c0_g2_i3	NA	NA	NA	NA	-0.353350515	0.353350515	unbias	0.302173955	Ovary_mean	0.302173955	Ovary_mean
TRINITY_DN104527_c0_g1_i1	NA	NA	NA	NA	0.356603275	0.356603275	unbias	0.294315211	Ovary_mean	0.294315211	Ovary_mean
TRINITY_DN104550_c0_g2_i1	NA	NA	NA	NA	-1.167889923	1.167889923	unbias	0.592749459	Ovary_mean	0.592749459	Ovary_mean
TRINITY_DN104597_c0_g1_i1	NA	NA	NA	NA	-0.642748376	0.642748376	unbias	0.552843215	Ovary_mean	0.552843215	Ovary_mean
TRINITY_DN104597_c0_g2_i1	NA	NA	NA	NA	-1.28402382	1.28402382	unbias	0.698558011	Ovary_mean	0.698558011	Ovary_mean
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	-0.296428703	0.296428703	unbias	0.667587307	Ovary_mean	0.667587307	Ovary_mean
TRINITY_DN104658_c0_g2_i1	NA	NA	NA	NA	-1.737916311	1.737916311	unbias	0.760347627	Ovary_mean	0.760347627	Ovary_mean
TRINITY_DN104666_c0_g2_i1	NA	NA	NA	NA	-0.839087142	0.839087142	unbias	0.837889389	Liver_fmean	0.837889389	Liver_fmean
TRINITY_DN104677_c0_g2_i1	ccnb2	Chr03	89325664	89325664	0.689744847	0.689744847	unbias	0.147170149	G27_mmean	0.147170149	G27_mmean
TRINITY_DN104678_c0_g1_i2	NA	NA	NA	NA	0.522378554	0.522378554	unbias	0.727931479	G46_F_mean	0.727931479	G46_F_mean
TRINITY_DN104694_c0_g1_i1	NA	NA	NA	NA	0.047820464	0.047820464	unbias	0.402121776	Brain_mmean	0.402121776	Brain_mmean
TRINITY_DN104719_c0_g1_i2	NA	NA	NA	NA	-0.293073032	0.293073032	unbias	0.208438056	Brain_fmean	0.208438056	Brain_fmean
TRINITY_DN104732_c0_g1_i1	NA	NA	NA	NA	-0.508307191	0.508307191	unbias	0.613586486	G43_M_mean	0.613586486	G43_M_mean
TRINITY_DN104737_c1_g1_i2	NA	NA	NA	NA	0.507252756	0.507252756	unbias	0.312785355	Brain_mmean	0.312785355	Brain_mmean
TRINITY_DN104740_c0_g1_i2	LOC100158544	Chr04	127653170	127653170	-0.029442031	0.029442031	unbias	0.452856277	Ovary_mean	0.452856277	Ovary_mean
TRINITY_DN104751_c0_g1_i2	NA	NA	NA	NA	0.333646193	0.333646193	unbias	0.401085647	Ovary_mean	0.401085647	Ovary_mean
TRINITY_DN104762_c0_g1_i2	NA	NA	NA	NA	-0.264732467	0.264732467	unbias	0.170095607	Brain_fmean	0.170095607	Brain_fmean
TRINITY_DN104778_c0_g1_i1	NA	NA	NA	NA	0.047074183	0.047074183	unbias	0.437976174	G27_mmean	0.437976174	G27_mmean
TRINITY_DN104783_c1_g1_i1	NA	NA	NA	NA	0.443462217	0.443462217	unbias	0.493590401	Testis_mean	0.493590401	Testis_mean
TRINITY_DN104790_c0_g1_i1	rspo1	Chr02	59032554	59032554	0.402612545	0.402612545	unbias	0.450530493	G43_F_mean	0.450530493	G43_F_mean
TRINITY_DN104801_c0_g1_i1	mfsd6-like	Chr09	29936304	29936304	0.207093097	0.207093097	unbias	0.52790364	Brain_fmean	0.52790364	Brain_fmean
TRINITY_DN104812_c0_g1_i2	NA	NA	NA	NA	0.386477343	0.386477343	unbias	0.410673238	Ovary_mean	0.410673238	Ovary_mean
TRINITY_DN104814_c0_g1_i1	NA	NA	NA	NA	0.189024872	0.189024872	unbias	0.628852549	G43_F_mean	0.628852549	G43_F_mean
TRINITY_DN104835_c0_g1_i2	NA	NA	NA	NA	0.175353677	0.175353677	unbias	0.24859013	G46_F_mean	0.24859013	G46_F_mean
TRINITY_DN104874_c0_g2_i2	NA	NA	NA	NA	-0.021280642	0.021280642	unbias	0.178203638	Brain_fmean	0.178203638	Brain_fmean
TRINITY_DN104906_c0_g1_i1	NA	NA	NA	NA	-0.39761262	0.39761262	unbias	0.37373452	Ovary_mean	0.37373452	Ovary_mean
TRINITY_DN104919_c0_g1_i1	LOC101730786	Chr03	117512368	117512368	0.335086546	0.335086546	unbias	0.118203734	Brain_fmean	0.118203734	Brain_fmean
TRINITY_DN104922_c0_g1_i1	NA	NA	NA	NA	-0.052486128	0.052486128	unbias	0.709714133	Liver_fmean	0.709714133	Liver_fmean
TRINITY_DN104942_c0_g1_i2	rnmtl1	Chr02	92666816	92666816	-0.358757832	0.358757832	unbias	0.338697584	Ovary_mean	0.338697584	Ovary_mean
TRINITY_DN104972_c0_g1_i2	NA	NA	NA	NA	0.229437111	0.229437111	unbias	0.088868842	G27_fmean	0.088868842	G27_fmean
TRINITY_DN105001_c1_g3_i2	NA	NA	NA	NA	-0.724304722	0.724304722	unbias	0.258287162	Brain_mmean	0.258287162	Brain_mmean
TRINITY_DN105027_c0_g1_i1	Xetrov90009718m	Chr03	127818300	127818300	0.417274151	0.417274151	unbias	0.415697898	Brain_mmean	0.415697898	Brain_mmean
TRINITY_DN105039_c0_g1_i1	NA	NA	NA	NA	0.206194242	0.206194242	unbias	0.457103384	G43_M_mean	0.457103384	G43_M_mean
TRINITY_DN105042_c0_g2_i1	NA	NA	NA	NA	0.426881712	0.426881712	unbias	0.381226028	G46_M_mean	0.381226028	G46_M_mean
TRINITY_DN105060_c0_g2_i3	scaf8	Chr05	42650260	42650260	0.036077905	0.036077905	unbias	0.576363007	Brain_fmean	0.576363007	Brain_fmean
TRINITY_DN105106_c0_g1_i2	NA	NA	NA	NA	-0.302140334	0.302140334	unbias	0.399144529	Brain_mmean	0.399144529	Brain_mmean
TRINITY_DN105118_c0_g1_i1	NA	NA	NA	NA	-0.391435648	0.391435648	unbias	0.470889464	Brain_mmean	0.470889464	Brain_mmean
TRINITY_DN105184_c0_g1_i2	NA	NA	NA	NA	0.526399784	0.526399784	unbias	0.293530825	Brain_fmean	0.293530825	Brain_fmean
TRINITY_DN105215_c0_g1_i1	ndufaf5	Chr05	33304156	33304156	0.126077435	0.126077435	unbias	0.488559202	Ovary_mean	0.488559202	Ovary_mean
TRINITY_DN105224_c0_g1_i1	NA	NA	NA	NA	-0.311272701	0.311272701	unbias	0.493090397	Brain_mmean	0.493090397	Brain_mmean
TRINITY_DN105250_c0_g1_i2	NA	NA	NA	NA	-0.002661633	0.002661633	unbias	0.260473284	Brain_fmean	0.260473284	Brain_fmean
TRINITY_DN105269_c0_g1_i1	polr2h	Chr05	111547749	111547749	0.786916343	0.786916343	unbias	0.422361861	G43_F_mean	0.422361861	G43_F_mean
TRINITY_DN105273_c0_g1_i2	NA	NA	NA	NA	1.049566053	1.049566053	unbias	0.59619219	G27_mmean	0.59619219	G27_mmean
TRINITY_DN105285_c0_g1_i2	mturn	Chr06	72716999	72716999	0.351713274	0.351713274	unbias	0.602053072	G43_M_mean	0.602053072	G43_M_mean
TRINITY_DN105286_c0_g2_i1	racgap1.2	Chr09	78223466	78223466	-0.00545769	0.00545769	unbias	0.403896143	Brain_mmean	0.403896143	Brain_mmean
TRINITY_DN105307_c0_g1_i1	NA	NA	NA	NA	-0.416528117	0.416528117	unbias	0.372751189	Liver_fmean	0.372751189	Liver_fmean
TRINITY_DN105309_c0_g2_i1	NA	NA	NA	NA	-0.149339659	0.149339659	unbias	0.313265564	G43_M_mean	0.313265564	G43_M_mean
TRINITY_DN105320_c0_g2_i2	NA	NA	NA	NA	-0.071273333	0.071273333	unbias	0.401481538	Brain_mmean	0.401481538	Brain_mmean
TRINITY_DN105324_c0_g1_i5	NA	NA	NA	NA	0.156997166	0.156997166	unbias	0.046417742	G23_fmean	0.046417742	G23_fmean
TRINITY_DN105347_c0_g1_i1	matn1	Chr02	57375054	57375054	1.553862977	1.553862977	unbias	0.963321042	Liver_mmean	0.963321042	Liver_mmean
TRINITY_DN105353_c0_g2_i2	NA	NA	NA	NA	-0.481037108	0.481037108	unbias	0.404673887	Brain_mmean	0.404673887	Brain_mmean
TRINITY_DN105372_c0_g1_i1	NA	NA	NA	NA	-0.033536405	0.033536405	unbias	0.229592914	G46_M_mean	0.229592914	G46_M_mean
TRINITY_DN105372_c0_g2_i1	NA	NA	NA	NA	0.280132866	0.280132866	unbias	0.266458137	G46_M_mean	0.266458137	G46_M_mean
TRINITY_DN105385_c0_g1_i2	bbs5	Chr09	63391138	63391138	-0.238970832	0.238970832	unbias	0.275750239	Brain_mmean	0.275750239	Brain_mmean
TRINITY_DN105386_c0_g2_i1	gpbar1	scaffold_305	170868	170868	0.565458136	0.565458136	unbias	0.553089571	Ovary_mean	0.553089571	Ovary_mean
TRINITY_DN105400_c0_g1_i3	NA	NA	NA	NA	-0.516537889	0.516537889	unbias	0.24982071	Ovary_mean	0.24982071	Ovary_mean
TRINITY_DN105413_c0_g1_i1	NA	NA	NA	NA	0.64814168	0.64814168	unbias	0.328311322	Ovary_mean	0.328311322	Ovary_mean
TRINITY_DN105428_c0_g1_i2	NA	NA	NA	NA	0.31280402	0.31280402	unbias	0.179022568	G23_fmean	0.179022568	G23_fmean
TRINITY_DN105429_c0_g1_i1	NA	NA	NA	NA	-0.66556039	0.66556039	unbias	0.799346426	Brain_mmean	0.799346426	Brain_mmean
TRINITY_DN105432_c0_g1_i1	NA	NA	NA	NA	1.04907951	1.04907951	unbias	0.683786035	Liver_mmean	0.683786035	Liver_mmean
TRINITY_DN105435_c0_g1_i1	NA	NA	NA	NA	-0.809595983	0.809595983	unbias	0.691408517	G43_F_mean	0.691408517	G43_F_mean
TRINITY_DN105441_c0_g1_i1	NA	NA	NA	NA	-0.86734329	0.86734329	unbias	0.329850547	G43_F_mean	0.329850547	G43_F_mean
TRINITY_DN105441_c0_g2_i3	NA	NA	NA	NA	-0.071728744	0.071728744	unbias	0.287618799	Ovary_mean	0.287618799	Ovary_mean
TRINITY_DN105451_c0_g1_i1	NA	NA	NA	NA	-0.905676013	0.905676013	unbias	0.282239088	Brain_mmean	0.282239088	Brain_mmean
TRINITY_DN105453_c0_g1_i1	NA	NA	NA	NA	0.178869661	0.178869661	unbias	0.345704998	Ovary_mean	0.345704998	Ovary_mean
TRINITY_DN105472_c0_g3_i2	NA	NA	NA	NA	-0.42692675	0.42692675	unbias	0.300659375	Ovary_mean	0.300659375	Ovary_mean
TRINITY_DN105481_c1_g1_i1	NA	NA	NA	NA	-0.03178041	0.03178041	unbias	0.412508991	Brain_fmean	0.412508991	Brain_fmean
TRINITY_DN105493_c0_g2_i1	NA	NA	NA	NA	0.602712229	0.602712229	unbias	0.253155183	Liver_mmean	0.253155183	Liver_mmean
TRINITY_DN105496_c0_g1_i1	NA	NA	NA	NA	0.590615236	0.590615236	unbias	0.887715301	Liver_mmean	0.887715301	Liver_mmean
TRINITY_DN105509_c0_g1_i1	nbas	Chr05	136189727	136189727	-1.074694615	1.074694615	unbias	0.366538058	Brain_mmean	0.366538058	Brain_mmean
TRINITY_DN105556_c0_g1_i1	NA	NA	NA	NA	-0.23783106	0.23783106	unbias	0.22245353	G43_F_mean	0.22245353	G43_F_mean
TRINITY_DN105560_c0_g1_i2	NA	NA	NA	NA	1.382878242	1.382878242	unbias	0.410375768	Ovary_mean	0.410375768	Ovary_mean
TRINITY_DN105578_c0_g1_i1	NA	NA	NA	NA	0.237339042	0.237339042	unbias	0.793924477	Ovary_mean	0.793924477	Ovary_mean
TRINITY_DN105592_c1_g1_i2	hapln4	Chr01	101891688	101891688	-1.000308285	1.000308285	unbias	0.224430782	G27_fmean	0.224430782	G27_fmean
TRINITY_DN105601_c0_g1_i1	NA	NA	NA	NA	-0.248393417	0.248393417	unbias	0.701864526	Ovary_mean	0.701864526	Ovary_mean
TRINITY_DN105610_c0_g1_i1	NA	NA	NA	NA	0.400127375	0.400127375	unbias	0.498338861	G43_M_mean	0.498338861	G43_M_mean
TRINITY_DN105629_c0_g2_i1	NA	NA	NA	NA	0.180933731	0.180933731	unbias	0.321110004	G43_F_mean	0.321110004	G43_F_mean
TRINITY_DN105635_c0_g1_i1	LOC100487575	Chr08	55885807	55885807	0.291487334	0.291487334	unbias	0.293216075	Ovary_mean	0.293216075	Ovary_mean
TRINITY_DN105647_c0_g2_i1	cpeb3	Chr07	17464515	17464515	-4.456667859	4.456667859	female	0.921850243	Ovary_mean	0.921850243	Ovary_mean
TRINITY_DN105654_c0_g1_i1	trdmt1	Chr06	20345480	20345480	-0.112261192	0.112261192	unbias	0.766912785	G46_M_mean	0.766912785	G46_M_mean
TRINITY_DN105654_c0_g3_i1	NA	NA	NA	NA	-0.224653274	0.224653274	unbias	0.80365831	Liver_fmean	0.80365831	Liver_fmean
TRINITY_DN105675_c0_g2_i1	NA	NA	NA	NA	0.149650866	0.149650866	unbias	0.253382185	G43_F_mean	0.253382185	G43_F_mean
TRINITY_DN105682_c0_g3_i1	pigo	scaffold_557	35621	35621	-0.129756186	0.129756186	unbias	0.390233709	Ovary_mean	0.390233709	Ovary_mean
TRINITY_DN105687_c0_g2_i1	NA	NA	NA	NA	0.582135606	0.582135606	unbias	0.520282706	Testis_mean	0.520282706	Testis_mean
TRINITY_DN105705_c0_g1_i1	NA	NA	NA	NA	0.728026411	0.728026411	unbias	0.511401922	G46_F_mean	0.511401922	G46_F_mean
TRINITY_DN105726_c0_g1_i1	NA	NA	NA	NA	-0.378539789	0.378539789	unbias	0.538085116	Ovary_mean	0.538085116	Ovary_mean
TRINITY_DN105777_c1_g1_i1	NA	NA	NA	NA	0.252529146	0.252529146	unbias	0.339783374	Liver_fmean	0.339783374	Liver_fmean
TRINITY_DN105787_c0_g1_i2	tarbp2	Chr02	143956850	143956850	-0.429171484	0.429171484	unbias	0.334716364	Brain_mmean	0.334716364	Brain_mmean
TRINITY_DN105809_c0_g1_i1	NA	NA	NA	NA	0.410046711	0.410046711	unbias	0.147094962	Liver_mmean	0.147094962	Liver_mmean
TRINITY_DN105833_c0_g1_i1	NA	NA	NA	NA	0.65961419	0.65961419	unbias	0.354366804	G46_M_mean	0.354366804	G46_M_mean
TRINITY_DN105838_c0_g2_i3	dram1	Chr03	39597572	39597572	0.10872784	0.10872784	unbias	0.188874101	G23_fmean	0.188874101	G23_fmean
TRINITY_DN105848_c0_g1_i1	ell	Chr01	87372118	87372118	0.971774274	0.971774274	unbias	0.535351176	G43_M_mean	0.535351176	G43_M_mean
TRINITY_DN105849_c0_g1_i1	NA	NA	NA	NA	-0.686057187	0.686057187	unbias	0.510935858	Brain_mmean	0.510935858	Brain_mmean
TRINITY_DN105850_c0_g2_i1	NA	NA	NA	NA	0.178284341	0.178284341	unbias	0.505236948	Ovary_mean	0.505236948	Ovary_mean
TRINITY_DN105870_c0_g1_i1	NA	NA	NA	NA	0.391763585	0.391763585	unbias	0.370197533	Brain_mmean	0.370197533	Brain_mmean
TRINITY_DN105873_c0_g1_i1	NA	NA	NA	NA	-0.439568054	0.439568054	unbias	0.110818635	G23_fmean	0.110818635	G23_fmean
TRINITY_DN105886_c0_g1_i2	NA	NA	NA	NA	-0.283691459	0.283691459	unbias	0.268546251	Ovary_mean	0.268546251	Ovary_mean
TRINITY_DN105902_c0_g1_i1	NA	NA	NA	NA	0.49186528	0.49186528	unbias	0.825471316	Brain_fmean	0.825471316	Brain_fmean
TRINITY_DN105911_c1_g3_i1	NA	NA	NA	NA	0.574772176	0.574772176	unbias	0.753056756	G43_F_mean	0.753056756	G43_F_mean
TRINITY_DN105911_c1_g4_i1	btg1	Chr03	46298958	46298958	0.574740018	0.574740018	unbias	0.75288513	G43_M_mean	0.75288513	G43_M_mean
TRINITY_DN105940_c0_g1_i2	NA	NA	NA	NA	0.834687534	0.834687534	unbias	0.562203372	Ovary_mean	0.562203372	Ovary_mean
TRINITY_DN105941_c0_g1_i1	Xetrov90010898m	Chr04	34354285	34354285	-0.445879634	0.445879634	unbias	0.514307241	Ovary_mean	0.514307241	Ovary_mean
TRINITY_DN105951_c0_g1_i1	cyp26a1	Chr07	17008567	17008567	-0.935700032	0.935700032	unbias	0.307310583	Ovary_mean	0.307310583	Ovary_mean
TRINITY_DN105980_c0_g1_i1	NA	NA	NA	NA	-2.221239545	2.221239545	unbias	0.780667808	Brain_mmean	0.780667808	Brain_mmean
TRINITY_DN105980_c0_g3_i1	NA	NA	NA	NA	0.763080169	0.763080169	unbias	0.684214285	Brain_fmean	0.684214285	Brain_fmean
TRINITY_DN105981_c0_g1_i1	NA	NA	NA	NA	-0.336465859	0.336465859	unbias	0.214716387	G43_M_mean	0.214716387	G43_M_mean
TRINITY_DN106031_c0_g1_i1	NA	NA	NA	NA	-0.224120347	0.224120347	unbias	0.381560367	G43_M_mean	0.381560367	G43_M_mean
TRINITY_DN106055_c0_g2_i1	NA	NA	NA	NA	-2.956473148	2.956473148	female	0.646399524	Liver_fmean	0.646399524	Liver_fmean
TRINITY_DN106059_c0_g1_i1	NA	NA	NA	NA	-0.368015721	0.368015721	unbias	0.458548226	Brain_fmean	0.458548226	Brain_fmean
TRINITY_DN106060_c0_g1_i1	foxo1	Chr02	147501737	147501737	-1.043583731	1.043583731	unbias	0.385248814	Brain_mmean	0.385248814	Brain_mmean
TRINITY_DN106065_c0_g1_i2	NA	NA	NA	NA	-0.39042549	0.39042549	unbias	0.439832165	Ovary_mean	0.439832165	Ovary_mean
TRINITY_DN106079_c0_g1_i1	NA	NA	NA	NA	-0.961833346	0.961833346	unbias	0.293908401	G43_M_mean	0.293908401	G43_M_mean
TRINITY_DN106080_c0_g1_i1	NA	NA	NA	NA	0.182034205	0.182034205	unbias	0.354133372	Brain_fmean	0.354133372	Brain_fmean
TRINITY_DN106090_c0_g2_i1	NA	NA	NA	NA	-0.088401558	0.088401558	unbias	0.213337935	Ovary_mean	0.213337935	Ovary_mean
TRINITY_DN106101_c0_g1_i1	NA	NA	NA	NA	0.373822631	0.373822631	unbias	0.114320571	Ovary_mean	0.114320571	Ovary_mean
TRINITY_DN106110_c0_g1_i1	NA	NA	NA	NA	-0.145224894	0.145224894	unbias	0.338519763	Brain_mmean	0.338519763	Brain_mmean
