gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue	dNdS	dN	dS
TRINITY_DN109667_c0_g1_i2	NA	NA	NA	NA	0.100843064	0.100843064	unbias	0.368720459	Ovary_mean	0.368720459	Ovary_mean	0.0371	0.0672	1.8078
TRINITY_DN109678_c0_g1_i4	vezt	Chr03	47324988	47324988	-0.188979335	0.188979335	unbias	0.376181827	Ovary_mean	0.376181827	Ovary_mean	0.0389	0.0457	1.1736
TRINITY_DN109692_c0_g1_i2	NA	NA	NA	NA	0.420555378	0.420555378	unbias	0.200661263	Brain_fmean	0.200661263	Brain_fmean	0.0239	0.0357	1.491
TRINITY_DN109728_c0_g1_i1	stk17a	Chr06	65785847	65785847	0.070309975	0.070309975	unbias	0.591325562	G23_fmean	0.591325562	G23_fmean	0.1097	0.0752	0.6858
TRINITY_DN109810_c0_g1_i1	NA	NA	NA	NA	0.143953516	0.143953516	unbias	0.217860969	Ovary_mean	0.217860969	Ovary_mean	0.0305	0.0603	1.9804
TRINITY_DN109817_c0_g1_i1	NA	NA	NA	NA	-0.212127095	0.212127095	unbias	0.526879161	Brain_fmean	0.526879161	Brain_fmean	0.0695	0.0727	1.0463
TRINITY_DN109844_c0_g2_i1	NA	NA	NA	NA	-0.034641439	0.034641439	unbias	0.378689642	Ovary_mean	0.378689642	Ovary_mean	0.1636	0.2496	1.526
TRINITY_DN109864_c0_g1_i1	NA	NA	NA	NA	-0.517548041	0.517548041	unbias	0.457913161	Ovary_mean	0.457913161	Ovary_mean	0.0612	0.102	1.6682
TRINITY_DN109879_c0_g1_i1	NA	NA	NA	NA	-0.074567281	0.074567281	unbias	0.204207654	Ovary_mean	0.204207654	Ovary_mean	0.1064	0.1152	1.0825
TRINITY_DN109936_c0_g2_i1	NA	NA	NA	NA	-0.219914614	0.219914614	unbias	0.407999692	Ovary_mean	0.407999692	Ovary_mean	0.0183	0.0269	1.4722
TRINITY_DN109976_c0_g1_i1	NA	NA	NA	NA	0.17414358	0.17414358	unbias	0.46210724	G43_F_mean	0.46210724	G43_F_mean	0.1189	0.1333	1.121
TRINITY_DN109980_c1_g1_i1	NA	NA	NA	NA	1.725470134	1.725470134	unbias	0.585118749	G43_F_mean	0.585118749	G43_F_mean	0.0447	0.0508	1.138
TRINITY_DN109991_c0_g1_i2	NA	NA	NA	NA	0.14121812	0.14121812	unbias	0.217750635	Ovary_mean	0.217750635	Ovary_mean	0.0762	0.1381	1.8122
TRINITY_DN110022_c0_g1_i1	LOC100493669-like	Chr02	7493012	7493012	0.17361355	0.17361355	unbias	0.470067433	Ovary_mean	0.470067433	Ovary_mean	0.0759	0.12	1.5823
TRINITY_DN110047_c0_g1_i3	NA	NA	NA	NA	0.028503819	0.028503819	unbias	0.440789349	Brain_mmean	0.440789349	Brain_mmean	0.124	0.2167	1.7478
TRINITY_DN110102_c0_g2_i3	NA	NA	NA	NA	0.286104104	0.286104104	unbias	0.369491967	Brain_mmean	0.369491967	Brain_mmean	0.0216	0.0363	1.6819
TRINITY_DN110132_c0_g2_i1	NA	NA	NA	NA	-0.005906526	0.005906526	unbias	0.234173396	Ovary_mean	0.234173396	Ovary_mean	0.0019	0.003	1.6174
TRINITY_DN110146_c0_g1_i3	NA	NA	NA	NA	1.106405199	1.106405199	unbias	0.466524709	Liver_mmean	0.466524709	Liver_mmean	0.0728	0.1335	1.8353
TRINITY_DN110153_c0_g1_i1	NA	NA	NA	NA	0.679306253	0.679306253	unbias	0.326923355	Ovary_mean	0.326923355	Ovary_mean	0.0679	0.1167	1.7178
TRINITY_DN110205_c0_g1_i1	NA	NA	NA	NA	-3.053756027	3.053756027	female	0.964125678	Liver_fmean	0.964125678	Liver_fmean	0.2041	0.2195	1.0753
TRINITY_DN110214_c0_g1_i3	map6	Chr02	169611801	169611801	-0.442845794	0.442845794	unbias	0.71189003	Liver_fmean	0.71189003	Liver_fmean	0.1288	0.1689	1.3121
TRINITY_DN110248_c0_g1_i1	NA	NA	NA	NA	-0.031567273	0.031567273	unbias	0.61797429	Brain_fmean	0.61797429	Brain_fmean	0.0129	0.0199	1.5477
TRINITY_DN110265_c0_g1_i1	NA	NA	NA	NA	-0.249800401	0.249800401	unbias	0.420425266	Ovary_mean	0.420425266	Ovary_mean	0.0534	0.0796	1.4913
TRINITY_DN110307_c0_g1_i3	cdadc1-like	Chr02	146267316	146267316	0.029269985	0.029269985	unbias	0.263558186	Ovary_mean	0.263558186	Ovary_mean	0.0399	0.0735	1.8415
TRINITY_DN110314_c0_g1_i3	NA	NA	NA	NA	-0.115114912	0.115114912	unbias	0.466233778	Ovary_mean	0.466233778	Ovary_mean	0.0766	0.1499	1.9564
TRINITY_DN110346_c0_g1_i2	NA	NA	NA	NA	0.371277432	0.371277432	unbias	0.472320568	Ovary_mean	0.472320568	Ovary_mean	0.0737	0.1275	1.7291
TRINITY_DN110445_c1_g1_i3	NA	NA	NA	NA	0.092336952	0.092336952	unbias	0.386274659	Brain_fmean	0.386274659	Brain_fmean	0.0353	0.0538	1.5229
TRINITY_DN110455_c0_g1_i2	gpr6	Chr05	74627054	74627054	1.412600807	1.412600807	unbias	0.463556732	G23_fmean	0.463556732	G23_fmean	0.0558	0.0898	1.6093
TRINITY_DN110510_c0_g1_i1	NA	NA	NA	NA	0.3079026	0.3079026	unbias	0.505352027	Brain_mmean	0.505352027	Brain_mmean	0.0305	0.0325	1.0675
TRINITY_DN110587_c0_g1_i1	NA	NA	NA	NA	0.418353829	0.418353829	unbias	0.120283759	Brain_fmean	0.120283759	Brain_fmean	0.1585	0.1584	0.9991
TRINITY_DN110705_c0_g1_i1	NA	NA	NA	NA	0.035463759	0.035463759	unbias	0.441203622	Brain_fmean	0.441203622	Brain_fmean	0.0639	0.0844	1.3193
TRINITY_DN110725_c0_g1_i3	NA	NA	NA	NA	1.66484086	1.66484086	unbias	0.38073112	Liver_mmean	0.38073112	Liver_mmean	0.0975	0.1536	1.5759
TRINITY_DN110732_c0_g1_i2	NA	NA	NA	NA	-0.421972247	0.421972247	unbias	0.43160835	G43_M_mean	0.43160835	G43_M_mean	0.2194	0.3914	1.7836
TRINITY_DN110750_c0_g1_i1	NA	NA	NA	NA	-0.145435591	0.145435591	unbias	0.195435661	Testis_mean	0.195435661	Testis_mean	0.0698	0.0976	1.3977
TRINITY_DN110750_c1_g2_i1	NA	NA	NA	NA	-0.377766002	0.377766002	unbias	0.312674829	Ovary_mean	0.312674829	Ovary_mean	0.2514	0.3387	1.3476
TRINITY_DN110756_c0_g1_i1	NA	NA	NA	NA	-0.44212158	0.44212158	unbias	0.25482258	Brain_mmean	0.25482258	Brain_mmean	0.0188	0.0175	0.9307
TRINITY_DN110780_c0_g1_i2	kbtbd11	Chr05	112509242	112509242	-0.5451349	0.5451349	unbias	0.664006321	Ovary_mean	0.664006321	Ovary_mean	0.1339	0.1281	0.9568
TRINITY_DN110790_c0_g1_i1	bloc1s3	Chr08	50171744	50171744	0.175689047	0.175689047	unbias	0.09871661	Testis_mean	0.09871661	Testis_mean	0.0143	0.0167	1.1646
TRINITY_DN110840_c0_g1_i1	alg10	Chr03	65177998	65177998	-0.022459103	0.022459103	unbias	0.74875725	Liver_fmean	0.74875725	Liver_fmean	0.1062	0.1878	1.7684
TRINITY_DN110842_c0_g1_i2	LOC100497502	Chr02	82331485	82331485	0.074227606	0.074227606	unbias	0.390911571	Ovary_mean	0.390911571	Ovary_mean	0.0526	0.0684	1.3003
TRINITY_DN110867_c0_g1_i1	NA	NA	NA	NA	-2.710222192	2.710222192	female	0.422917224	G43_M_mean	0.422917224	G43_M_mean	0.236	0.2858	1.2107
TRINITY_DN110884_c0_g1_i2	NA	NA	NA	NA	0.832215328	0.832215328	unbias	0.457826232	Ovary_mean	0.457826232	Ovary_mean	0.1472	0.216	1.4676
TRINITY_DN110930_c0_g1_i1	NA	NA	NA	NA	0.891767524	0.891767524	unbias	0.321047703	G27_fmean	0.321047703	G27_fmean	0.0713	0.091	1.2768
TRINITY_DN110953_c0_g1_i2	NA	NA	NA	NA	-0.06141959	0.06141959	unbias	0.182346883	Brain_mmean	0.182346883	Brain_mmean	0.0036	0.0043	1.1874
TRINITY_DN110955_c0_g1_i1	NA	NA	NA	NA	0.763767942	0.763767942	unbias	0.194154972	G23_mmean	0.194154972	G23_mmean	0.1555	0.1982	1.275
TRINITY_DN110974_c0_g1_i4	Xetrov90003223m	Chr01	157376647	157376647	0.676683296	0.676683296	unbias	0.59479159	Liver_mmean	0.59479159	Liver_mmean	0.0656	0.1043	1.591
TRINITY_DN110993_c0_g1_i2	NA	NA	NA	NA	-0.737694591	0.737694591	unbias	0.478932932	Ovary_mean	0.478932932	Ovary_mean	0.0685	0.0716	1.0444
TRINITY_DN110995_c0_g1_i1	NA	NA	NA	NA	1.358287894	1.358287894	unbias	0.318914841	Liver_mmean	0.318914841	Liver_mmean	0.1761	0.2911	1.6536
TRINITY_DN110999_c0_g1_i1	NA	NA	NA	NA	0.292505317	0.292505317	unbias	0.461802222	Ovary_mean	0.461802222	Ovary_mean	0.1523	0.2516	1.6521
TRINITY_DN111014_c0_g1_i2	NA	NA	NA	NA	-0.173423022	0.173423022	unbias	0.384717802	Ovary_mean	0.384717802	Ovary_mean	0.0475	0.0894	1.8827
TRINITY_DN111019_c0_g1_i1	NA	NA	NA	NA	-0.21984559	0.21984559	unbias	0.212863952	Liver_fmean	0.212863952	Liver_fmean	0.0596	0.053	0.8884
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	-0.352644753	0.352644753	unbias	0.252918482	Testis_mean	0.252918482	Testis_mean	0.1324	0.1649	1.2455
TRINITY_DN111048_c0_g2_i3	NA	NA	NA	NA	0.750807549	0.750807549	unbias	0.383817403	Brain_mmean	0.383817403	Brain_mmean	0.0272	0.0381	1.3969
TRINITY_DN111053_c0_g1_i1	NA	NA	NA	NA	0.155685902	0.155685902	unbias	0.079692963	G23_mmean	0.079692963	G23_mmean	0.0237	0.0391	1.6472
TRINITY_DN111067_c0_g1_i1	mrpl39	Chr02	14525117	14525117	0.699259542	0.699259542	unbias	0.506347406	Ovary_mean	0.506347406	Ovary_mean	0.1297	0.2248	1.7337
TRINITY_DN111096_c0_g1_i1	NA	NA	NA	NA	-0.75797622	0.75797622	unbias	0.382508478	G43_M_mean	0.382508478	G43_M_mean	0.1598	0.3196	1.9997
TRINITY_DN111122_c0_g2_i3	NA	NA	NA	NA	-0.197235822	0.197235822	unbias	0.348794098	G27_mmean	0.348794098	G27_mmean	0.078	0.1301	1.668
TRINITY_DN111129_c0_g1_i1	galt	scaffold_771	25593	25593	0.323107739	0.323107739	unbias	0.323250722	Ovary_mean	0.323250722	Ovary_mean	0.1258	0.1457	1.1584
TRINITY_DN111151_c0_g1_i1	NA	NA	NA	NA	-0.334230343	0.334230343	unbias	0.643285623	Ovary_mean	0.643285623	Ovary_mean	0.0531	0.1035	1.948
TRINITY_DN111155_c0_g2_i2	NA	NA	NA	NA	-0.23828125	0.23828125	unbias	0.197250617	G23_fmean	0.197250617	G23_fmean	0.151	0.1401	0.9275
TRINITY_DN111163_c0_g1_i3	NA	NA	NA	NA	0.210092347	0.210092347	unbias	0.919329772	Testis_mean	0.919329772	Testis_mean	0.0807	0.1503	1.8639
TRINITY_DN111167_c0_g1_i1	NA	NA	NA	NA	0.34925881	0.34925881	unbias	0.480721623	G43_M_mean	0.480721623	G43_M_mean	0.018	0.0226	1.2555
TRINITY_DN111221_c0_g1_i1	NA	NA	NA	NA	-0.645946908	0.645946908	unbias	0.520136822	Liver_fmean	0.520136822	Liver_fmean	0.0231	0.033	1.4292
TRINITY_DN111223_c0_g1_i1	NA	NA	NA	NA	-0.088310284	0.088310284	unbias	0.379108225	Ovary_mean	0.379108225	Ovary_mean	0.0334	0.0378	1.1319
TRINITY_DN111231_c0_g1_i1	kl	Chr02	150083364	150083364	1.349826273	1.349826273	unbias	0.289171903	Liver_mmean	0.289171903	Liver_mmean	0.065	0.0898	1.3814
TRINITY_DN111246_c0_g1_i4	zmynd12	Chr07	77967231	77967231	-0.561288212	0.561288212	unbias	0.221721074	Ovary_mean	0.221721074	Ovary_mean	0.0614	0.083	1.351
TRINITY_DN111247_c0_g1_i1	NA	NA	NA	NA	-0.147035761	0.147035761	unbias	0.44972447	Testis_mean	0.44972447	Testis_mean	0.0569	0.0728	1.2808
TRINITY_DN111292_c0_g1_i1	NA	NA	NA	NA	-0.254960749	0.254960749	unbias	0.357765501	Brain_fmean	0.357765501	Brain_fmean	0.0596	0.1115	1.8711
TRINITY_DN111332_c0_g2_i5	NA	NA	NA	NA	-0.294976613	0.294976613	unbias	0.422805123	Ovary_mean	0.422805123	Ovary_mean	0.0224	0.0268	1.1966
TRINITY_DN111341_c0_g1_i1	mthfs	Chr03	115637860	115637860	0.35512559	0.35512559	unbias	0.695582381	Brain_fmean	0.695582381	Brain_fmean	0.0747	0.1189	1.5915
TRINITY_DN111353_c0_g1_i1	NA	NA	NA	NA	0.478788078	0.478788078	unbias	0.590000759	Liver_fmean	0.590000759	Liver_fmean	0.0552	0.0605	1.0945
TRINITY_DN111361_c0_g1_i1	NA	NA	NA	NA	-0.238684671	0.238684671	unbias	0.586618904	Brain_mmean	0.586618904	Brain_mmean	0.001	0.0014	1.3659
TRINITY_DN111370_c0_g2_i1	isca1	Chr01	122707595	122707595	0.2224304	0.2224304	unbias	0.16980974	Ovary_mean	0.16980974	Ovary_mean	0.0318	0.0444	1.3962
TRINITY_DN111408_c0_g2_i1	sult1e1	Chr04	39016000	39016000	0.698296483	0.698296483	unbias	0.412090312	Brain_mmean	0.412090312	Brain_mmean	0.0392	0.024	0.6109
TRINITY_DN111417_c0_g1_i3	NA	NA	NA	NA	0.818943716	0.818943716	unbias	0.450397615	Liver_mmean	0.450397615	Liver_mmean	0.0337	0.0506	1.5002
TRINITY_DN111428_c0_g1_i1	NA	NA	NA	NA	-1.385726387	1.385726387	unbias	0.395005672	Brain_fmean	0.395005672	Brain_fmean	0.1381	0.2756	1.9956
TRINITY_DN111446_c0_g1_i2	NA	NA	NA	NA	0.129760513	0.129760513	unbias	0.273761526	Brain_mmean	0.273761526	Brain_mmean	0.0103	0.0079	0.7733
TRINITY_DN111460_c0_g3_i3	NA	NA	NA	NA	-0.16011278	0.16011278	unbias	0.206913115	G23_mmean	0.206913115	G23_mmean	0.0195	0.0343	1.7571
TRINITY_DN111477_c0_g2_i1	NA	NA	NA	NA	1.030290292	1.030290292	unbias	0.641183448	Brain_mmean	0.641183448	Brain_mmean	0.1778	0.3255	1.8309
TRINITY_DN111504_c0_g1_i1	NA	NA	NA	NA	0.494436633	0.494436633	unbias	0.185446175	Ovary_mean	0.185446175	Ovary_mean	0.0757	0.1377	1.8203
TRINITY_DN111535_c0_g1_i1	tomm22	Chr04	110087033	110087033	-0.384754896	0.384754896	unbias	0.779473059	Liver_fmean	0.779473059	Liver_fmean	0.0439	0.0721	1.642
TRINITY_DN111536_c1_g1_i1	NA	NA	NA	NA	-0.204371513	0.204371513	unbias	0.772372769	Brain_mmean	0.772372769	Brain_mmean	0.0723	0.1132	1.5659
TRINITY_DN111548_c0_g1_i3	NA	NA	NA	NA	-0.103304171	0.103304171	unbias	0.268108288	Ovary_mean	0.268108288	Ovary_mean	0.0064	0.0093	1.4643
TRINITY_DN111579_c0_g1_i1	NA	NA	NA	NA	-0.09694713	0.09694713	unbias	0.331606612	G23_fmean	0.331606612	G23_fmean	0.0705	0.1203	1.7064
TRINITY_DN111590_c0_g1_i1	NA	NA	NA	NA	0.186754712	0.186754712	unbias	0.348738005	Ovary_mean	0.348738005	Ovary_mean	0.0636	0.1067	1.6789
TRINITY_DN111615_c0_g1_i2	loh12cr1	scaffold_41	66521	66521	-0.298425596	0.298425596	unbias	0.442617538	Ovary_mean	0.442617538	Ovary_mean	0.0703	0.098	1.3928
TRINITY_DN111616_c0_g2_i4	NA	NA	NA	NA	0.31148932	0.31148932	unbias	0.407383947	G23_fmean	0.407383947	G23_fmean	0.0553	0.0723	1.3066
TRINITY_DN111668_c0_g1_i1	NA	NA	NA	NA	0.332925109	0.332925109	unbias	0.252418711	Ovary_mean	0.252418711	Ovary_mean	0.0377	0.0476	1.2651
TRINITY_DN111683_c1_g3_i4	NA	NA	NA	NA	0.907159685	0.907159685	unbias	0.661040956	Brain_fmean	0.661040956	Brain_fmean	0.0893	0.0946	1.0591
TRINITY_DN111713_c0_g3_i1	NA	NA	NA	NA	0.056880695	0.056880695	unbias	0.615511661	Ovary_mean	0.615511661	Ovary_mean	0.0137	0.0226	1.6535
TRINITY_DN111719_c1_g1_i1	Xetrov90030953m	scaffold_98	186113	186113	0.014690173	0.014690173	unbias	0.397042486	Ovary_mean	0.397042486	Ovary_mean	0.0652	0.12	1.8406
TRINITY_DN111747_c0_g1_i1	NA	NA	NA	NA	0.118052622	0.118052622	unbias	0.297215127	Ovary_mean	0.297215127	Ovary_mean	0.007	0.0096	1.3606
TRINITY_DN111752_c0_g1_i1	NA	NA	NA	NA	-0.143055902	0.143055902	unbias	0.306260946	Ovary_mean	0.306260946	Ovary_mean	0.0065	0.0096	1.4829
TRINITY_DN111780_c0_g2_i2	NA	NA	NA	NA	-0.153158704	0.153158704	unbias	0.305712211	Ovary_mean	0.305712211	Ovary_mean	0.0213	0.0385	1.8056
TRINITY_DN111788_c0_g1_i1	hcn1	Chr01	181104515	181104515	0.099984406	0.099984406	unbias	0.808439562	Liver_fmean	0.808439562	Liver_fmean	0.0482	0.0792	1.6434
TRINITY_DN111797_c0_g1_i1	NA	NA	NA	NA	-0.026815317	0.026815317	unbias	0.300272617	Ovary_mean	0.300272617	Ovary_mean	0.0019	0.003	1.5931
TRINITY_DN111833_c0_g1_i3	mtg2	Chr10	1161281	1161281	0.662512058	0.662512058	unbias	0.149274427	G27_fmean	0.149274427	G27_fmean	0.0868	0.1353	1.5578
TRINITY_DN111860_c0_g1_i1	ncapd3	Chr07	49509701	49509701	-0.429696381	0.429696381	unbias	0.582314643	Ovary_mean	0.582314643	Ovary_mean	0.0065	0.0129	1.9956
TRINITY_DN111866_c0_g1_i1	NA	NA	NA	NA	0.397151088	0.397151088	unbias	0.623984735	G27_mmean	0.623984735	G27_mmean	0.1004	0.1822	1.8149
TRINITY_DN111942_c0_g2_i1	ptf1a	Chr06	18183506	18183506	-2.445674908	2.445674908	unbias	0.630483157	G27_fmean	0.630483157	G27_fmean	0.1355	0.2657	1.9614
TRINITY_DN111980_c0_g1_i1	otud1	Chr06	18074802	18074802	-0.6273487	0.6273487	unbias	0.258777882	G43_M_mean	0.258777882	G43_M_mean	0.0932	0.0924	0.9916
TRINITY_DN112006_c0_g1_i1	NA	NA	NA	NA	0.016663031	0.016663031	unbias	0.359376172	Ovary_mean	0.359376172	Ovary_mean	0.0276	0.0278	1.008
TRINITY_DN112043_c0_g1_i1	tapbpl-like	Chr07	1801832	1801832	0.659809669	0.659809669	unbias	0.283223997	Brain_mmean	0.283223997	Brain_mmean	0.0177	0.026	1.4702
TRINITY_DN112070_c0_g1_i2	NA	NA	NA	NA	0.254631925	0.254631925	unbias	0.504114148	G23_fmean	0.504114148	G23_fmean	0.0169	0.0126	0.7471
TRINITY_DN112081_c0_g3_i7	NA	NA	NA	NA	0.191749431	0.191749431	unbias	0.303035776	Ovary_mean	0.303035776	Ovary_mean	0.1014	0.1213	1.1953
TRINITY_DN112088_c0_g1_i1	NA	NA	NA	NA	0.541801181	0.541801181	unbias	0.260554	G27_mmean	0.260554	G27_mmean	0.1219	0.2058	1.6879
TRINITY_DN112096_c1_g2_i2	NA	NA	NA	NA	0.1526096	0.1526096	unbias	0.237900994	Ovary_mean	0.237900994	Ovary_mean	0.0045	0.0058	1.2987
TRINITY_DN112100_c0_g1_i1	NA	NA	NA	NA	0.030285356	0.030285356	unbias	0.16243017	Ovary_mean	0.16243017	Ovary_mean	0.0052	0.0093	1.7907
TRINITY_DN112103_c0_g1_i1	NA	NA	NA	NA	0.209612049	0.209612049	unbias	0.259403651	Ovary_mean	0.259403651	Ovary_mean	0.0145	0.021	1.455
TRINITY_DN112117_c1_g1_i4	NA	NA	NA	NA	0.957221839	0.957221839	unbias	0.815053645	Ovary_mean	0.815053645	Ovary_mean	0.08	0.0821	1.0271
TRINITY_DN112147_c0_g1_i2	NA	NA	NA	NA	0.219399998	0.219399998	unbias	0.437699156	Brain_fmean	0.437699156	Brain_fmean	0.2469	0.4908	1.9881
TRINITY_DN112165_c1_g1_i2	NA	NA	NA	NA	-0.021562392	0.021562392	unbias	0.093106066	Ovary_mean	0.093106066	Ovary_mean	0.0245	0.0279	1.1382
TRINITY_DN112166_c0_g2_i1	NA	NA	NA	NA	-0.175952207	0.175952207	unbias	0.530326594	Ovary_mean	0.530326594	Ovary_mean	0.0432	0.0426	0.9858
TRINITY_DN112199_c0_g1_i2	NA	NA	NA	NA	-0.383586098	0.383586098	unbias	0.322112106	Brain_fmean	0.322112106	Brain_fmean	0.0991	0.1499	1.5118
TRINITY_DN112238_c0_g7_i3	NA	NA	NA	NA	0.660859396	0.660859396	unbias	0.427988909	G23_fmean	0.427988909	G23_fmean	0.1107	0.1991	1.7987
TRINITY_DN112266_c0_g1_i1	NA	NA	NA	NA	0.150890265	0.150890265	unbias	0.53519476	Liver_fmean	0.53519476	Liver_fmean	0.0356	0.0408	1.1489
TRINITY_DN112271_c0_g1_i2	med1	Chr06	81725480	81725480	-0.568152089	0.568152089	unbias	0.711032089	Brain_mmean	0.711032089	Brain_mmean	0.0655	0.1062	1.6204
TRINITY_DN112291_c0_g2_i1	NA	NA	NA	NA	0.84768893	0.84768893	unbias	0.298016317	Liver_mmean	0.298016317	Liver_mmean	0.0582	0.1103	1.8941
TRINITY_DN112304_c0_g1_i1	NA	NA	NA	NA	0.481419908	0.481419908	unbias	0.411661857	G43_M_mean	0.411661857	G43_M_mean	0.1211	0.1572	1.2978
TRINITY_DN112325_c0_g1_i1	NA	NA	NA	NA	-0.228908765	0.228908765	unbias	0.383717478	Ovary_mean	0.383717478	Ovary_mean	0.0464	0.0584	1.2572
TRINITY_DN112341_c0_g1_i1	NA	NA	NA	NA	0.173985391	0.173985391	unbias	0.425758342	Ovary_mean	0.425758342	Ovary_mean	0.0139	0.0212	1.5287
TRINITY_DN112362_c1_g2_i1	l2hgdh	Chr08	71933319	71933319	0.32896579	0.32896579	unbias	0.538346809	Brain_mmean	0.538346809	Brain_mmean	0.0449	0.0522	1.1629
TRINITY_DN112380_c0_g3_i2	ccnf	Chr09	16615834	16615834	-0.524320188	0.524320188	unbias	0.469910262	Ovary_mean	0.469910262	Ovary_mean	0.0124	0.0216	1.7426
TRINITY_DN112396_c1_g1_i1	NA	NA	NA	NA	-0.339468831	0.339468831	unbias	0.434579106	Ovary_mean	0.434579106	Ovary_mean	0.0027	0.0028	1.0438
TRINITY_DN112409_c0_g1_i1	NA	NA	NA	NA	-0.045715067	0.045715067	unbias	0.169562831	Ovary_mean	0.169562831	Ovary_mean	0.0355	0.0437	1.2311
TRINITY_DN112429_c0_g2_i1	glyctk	Chr04	117779235	117779235	0.473798693	0.473798693	unbias	0.29417393	G27_mmean	0.29417393	G27_mmean	0.1753	0.1528	0.8718
TRINITY_DN112453_c0_g3_i1	NA	NA	NA	NA	0.072120632	0.072120632	unbias	0.487691855	Ovary_mean	0.487691855	Ovary_mean	0.0712	0.1194	1.6772
TRINITY_DN112465_c0_g1_i1	NA	NA	NA	NA	-0.459820917	0.459820917	unbias	0.381228399	Ovary_mean	0.381228399	Ovary_mean	0.0449	0.0518	1.1539
TRINITY_DN112473_c1_g2_i2	NA	NA	NA	NA	0.105391046	0.105391046	unbias	0.547831964	Ovary_mean	0.547831964	Ovary_mean	0.0734	0.0941	1.2819
TRINITY_DN112489_c0_g2_i2	NA	NA	NA	NA	0.422080802	0.422080802	unbias	0.495006312	G46_M_mean	0.495006312	G46_M_mean	0.0696	0.1284	1.8443
TRINITY_DN112501_c0_g1_i7	NA	NA	NA	NA	0.426014659	0.426014659	unbias	0.504643265	Ovary_mean	0.504643265	Ovary_mean	0.1245	0.1917	1.5398
TRINITY_DN112529_c0_g1_i1	NA	NA	NA	NA	-0.74695002	0.74695002	unbias	0.449357777	Ovary_mean	0.449357777	Ovary_mean	0.1821	0.324	1.7792
TRINITY_DN112586_c1_g1_i2	fancc	Chr01	123494974	123494974	-0.484329192	0.484329192	unbias	0.55418771	Ovary_mean	0.55418771	Ovary_mean	0.0566	0.0802	1.4158
TRINITY_DN112607_c0_g1_i1	NA	NA	NA	NA	-0.94378922	0.94378922	unbias	0.365156186	Brain_mmean	0.365156186	Brain_mmean	0.0674	0.0589	0.8734
TRINITY_DN112610_c0_g1_i2	NA	NA	NA	NA	0.606369346	0.606369346	unbias	0.447874797	Brain_mmean	0.447874797	Brain_mmean	0.151	0.1451	0.961
TRINITY_DN112613_c0_g1_i1	NA	NA	NA	NA	0.57197317	0.57197317	unbias	0.20994848	Ovary_mean	0.20994848	Ovary_mean	0.0283	0.0381	1.3461
TRINITY_DN112614_c0_g1_i1	fam124a	Chr02	146987689	146987689	1.081425387	1.081425387	unbias	0.705035892	G43_M_mean	0.705035892	G43_M_mean	0.0897	0.1483	1.6525
TRINITY_DN112665_c0_g1_i1	NA	NA	NA	NA	-0.011110861	0.011110861	unbias	0.175894073	Brain_mmean	0.175894073	Brain_mmean	0.1141	0.1651	1.4464
TRINITY_DN112672_c0_g3_i1	NA	NA	NA	NA	0.182036596	0.182036596	unbias	0.347397966	G27_fmean	0.347397966	G27_fmean	0.0929	0.1386	1.492
TRINITY_DN112678_c0_g1_i2	NA	NA	NA	NA	-0.413087529	0.413087529	unbias	0.273951864	Ovary_mean	0.273951864	Ovary_mean	0.0294	0.043	1.4638
TRINITY_DN112708_c0_g1_i1	NA	NA	NA	NA	-1.123105838	1.123105838	unbias	0.544410398	Liver_fmean	0.544410398	Liver_fmean	0.2111	0.3754	1.7789
TRINITY_DN112713_c0_g1_i3	nsdhl	Chr08	44278113	44278113	-0.422982807	0.422982807	unbias	0.441654255	G23_fmean	0.441654255	G23_fmean	0.1835	0.2521	1.3736
TRINITY_DN112734_c0_g2_i8	NA	NA	NA	NA	-1.248058089	1.248058089	unbias	0.596168215	Brain_mmean	0.596168215	Brain_mmean	0.0651	0.1034	1.5888
TRINITY_DN112753_c0_g1_i1	NA	NA	NA	NA	-0.023930805	0.023930805	unbias	0.241794764	Ovary_mean	0.241794764	Ovary_mean	0.1428	0.2327	1.6291
TRINITY_DN112759_c0_g4_i2	NA	NA	NA	NA	1.574528543	1.574528543	unbias	0.359854364	G46_M_mean	0.359854364	G46_M_mean	0.0486	0.0904	1.8592
TRINITY_DN112796_c0_g1_i1	NA	NA	NA	NA	0.553341056	0.553341056	unbias	0.474439721	G27_mmean	0.474439721	G27_mmean	0.113	0.1915	1.6948
TRINITY_DN112819_c0_g1_i1	NA	NA	NA	NA	0.668642859	0.668642859	unbias	0.342888432	G23_fmean	0.342888432	G23_fmean	0.1195	0.193	1.6153
TRINITY_DN112841_c0_g1_i1	NA	NA	NA	NA	-0.400790855	0.400790855	unbias	0.779268137	Ovary_mean	0.779268137	Ovary_mean	0.0857	0.1154	1.3469
TRINITY_DN112847_c0_g1_i1	NA	NA	NA	NA	-2.380860315	2.380860315	female	0.383234649	G23_fmean	0.383234649	G23_fmean	0.0272	0.035	1.286
TRINITY_DN112859_c0_g2_i1	endov	Chr10	19188783	19188783	0.795333819	0.795333819	unbias	0.571973493	Liver_fmean	0.571973493	Liver_fmean	0.1173	0.1816	1.5487
