RBH	gid	dnds	dn	ds	gname	chr	start	end
RBH_pair_342.fa.best.phy	TRINITY_DN108443_c0_g4_i4	0.075	0.1463	1.9521	LOC100485576-like	Chr04	67197754	67197754
RBH_pair_343.fa.best.phy	TRINITY_DN108465_c0_g1_i1	0.0179	0.0154	0.8624	rims4-like	Chr10	5388535	5388535
RBH_pair_344.fa.best.phy	TRINITY_DN108466_c0_g1_i1	0.0757	0.0314	0.4149	lin28b	Chr05	77843451	77843451
RBH_pair_345.fa.best.phy	TRINITY_DN108476_c0_g1_i1	0.1888	0.331	1.7534	spata1	Chr04	29673086	29673086
RBH_pair_347.fa.best.phy	TRINITY_DN108509_c0_g1_i2	0.158	0.1608	1.0172	fgf4	Chr04	4847534	4847534
RBH_pair_348.fa.best.phy	TRINITY_DN108517_c0_g1_i1	0.1535	0.2728	1.7779	ddit4l	Chr01	64930595	64930595
RBH_pair_349.fa.best.phy	TRINITY_DN108539_c0_g1_i2	0.0422	0.0714	1.6932	psmb2	Chr02	56240482	56240482
RBH_pair_350.fa.best.phy	TRINITY_DN108541_c0_g1_i1	0.0477	0.064	1.3418	isca1	Chr01	122707595	122707595
RBH_pair_351.fa.best.phy	TRINITY_DN108551_c0_g1_i2	0.0144	0.021	1.4572	nlgn3	Chr08	23268026	23268026
RBH_pair_353.fa.best.phy	TRINITY_DN108558_c2_g1_i2	0.0506	0.0876	1.7305	prdm11-like	Chr04	3376670	3376670
RBH_pair_354.fa.best.phy	TRINITY_DN108566_c0_g3_i1	0.1183	0.2185	1.8478	gkn1.2	Chr03	111426207	111426207
RBH_pair_355.fa.best.phy	TRINITY_DN108580_c0_g1_i1	0.0568	0.1092	1.9239	ift22	Chr02	42701284	42701284
RBH_pair_356.fa.best.phy	TRINITY_DN108586_c0_g1_i1	0.0968	0.1057	1.0918	gsx2	Chr01	30801762	30801762
RBH_pair_357.fa.best.phy	TRINITY_DN108588_c0_g1_i1	0.1556	0.2039	1.3108	cmtm5	Chr01	127540968	127540968
RBH_pair_362.fa.best.phy	TRINITY_DN108683_c0_g3_i1	0.053	0.0368	0.6955	selt	Chr05	114961078	114961078
RBH_pair_363.fa.best.phy	TRINITY_DN108688_c0_g1_i1	0.0716	0.0933	1.3032	snx24	Chr01	160897943	160897943
RBH_pair_365.fa.best.phy	TRINITY_DN108726_c0_g1_i1	0.0854	0.1011	1.1838	mtch2	Chr04	7957685	7957685
RBH_pair_366.fa.best.phy	TRINITY_DN108746_c0_g1_i1	0.0337	0.0452	1.3443	pgk1	Chr08	38678695	38678695
RBH_pair_367.fa.best.phy	TRINITY_DN108769_c0_g1_i3	0.0057	0.0063	1.0963	ormdl1	Chr09	39130977	39130977
RBH_pair_368.fa.best.phy	TRINITY_DN108791_c0_g2_i1	0.0333	0.0324	0.9722	ppp3cb	Chr03	119526997	119526997
RBH_pair_371.fa.best.phy	TRINITY_DN108927_c0_g4_i1	0.1596	0.2324	1.456	mrpl21	Chr04	15711681	15711681
RBH_pair_372.fa.best.phy	TRINITY_DN108930_c0_g1_i3	0.2597	0.433	1.6673	LOC100485113	Chr02	90896895	90896895
RBH_pair_373.fa.best.phy	TRINITY_DN108932_c0_g1_i1	0.1002	0.0906	0.9041	ell2	Chr01	172702126	172702126
RBH_pair_374.fa.best.phy	TRINITY_DN108949_c2_g1_i2	0.0157	0.0268	1.7025	kcnj4	Chr04	112062451	112062451
RBH_pair_375.fa.best.phy	TRINITY_DN108997_c0_g1_i1	0.0581	0.0995	1.711	anxa6	Chr03	5503738	5503738
RBH_pair_377.fa.best.phy	TRINITY_DN109101_c0_g2_i1	0.1856	0.1667	0.8984	elp4	Chr04	9959276	9959276
RBH_pair_378.fa.best.phy	TRINITY_DN109124_c0_g2_i2	0.1062	0.2105	1.9825	txndc15-like	Chr03	17073386	17073386
RBH_pair_379.fa.best.phy	TRINITY_DN109137_c0_g1_i1	0.0366	0.0512	1.3995	LOC100496418	Chr09	77533602	77533602
RBH_pair_380.fa.best.phy	TRINITY_DN109149_c0_g2_i1	0.0158	0.0138	0.8728	thra	scaffold_39	217850	217850
RBH_pair_381.fa.best.phy	TRINITY_DN109157_c0_g1_i1	0.0156	0.0301	1.9237	ist1	Chr04	63418732	63418732
RBH_pair_382.fa.best.phy	TRINITY_DN109160_c0_g1_i1	0.1321	0.117	0.8858	cygb	Chr10	36782332	36782332
RBH_pair_385.fa.best.phy	TRINITY_DN109210_c0_g1_i1	0.0457	0.0624	1.3637	neurod2	Chr10	3159935	3159935
RBH_pair_387.fa.best.phy	TRINITY_DN109252_c0_g1_i2	0.1287	0.1821	1.4156	apex2	Chr08	2267905	2267905
RBH_pair_388.fa.best.phy	TRINITY_DN109275_c0_g1_i1	0.0644	0.1112	1.7268	wdr36	Chr01	135270707	135270707
RBH_pair_389.fa.best.phy	TRINITY_DN109277_c0_g2_i3	0.1038	0.1589	1.5305	ppic-like	Chr01	160879452	160879452
RBH_pair_390.fa.best.phy	TRINITY_DN109295_c0_g1_i1	0.1667	0.2407	1.4435	lypd6b	Chr09	71854167	71854167
RBH_pair_391.fa.best.phy	TRINITY_DN109298_c0_g1_i1	0.2703	0.5156	1.9072	NA	NA	NA	NA
RBH_pair_393.fa.best.phy	TRINITY_DN109308_c0_g1_i1	0.1947	0.307	1.5763	LOC100486185	Chr02	143976998	143976998
RBH_pair_394.fa.best.phy	TRINITY_DN109310_c0_g2_i2	0.0443	0.0719	1.6242	klhl6	Chr05	123573678	123573678
RBH_pair_395.fa.best.phy	TRINITY_DN109331_c0_g1_i1	0.022	0.0175	0.7944	slc10a7	Chr01	48736012	48736012
RBH_pair_399.fa.best.phy	TRINITY_DN109423_c0_g1_i2	0.1955	0.2882	1.4741	twsg2	Chr01	127451015	127451015
RBH_pair_400.fa.best.phy	TRINITY_DN109424_c0_g2_i2	0.0755	0.1195	1.5831	MGC147419	Chr01	99496874	99496874
RBH_pair_401.fa.best.phy	TRINITY_DN109430_c0_g5_i1	0.165	0.2426	1.4703	tysnd1	Chr07	34702872	34702872
RBH_pair_402.fa.best.phy	TRINITY_DN109439_c0_g1_i1	0.2616	0.2902	1.1096	tmem252	Chr01	116954467	116954467
RBH_pair_404.fa.best.phy	TRINITY_DN109454_c0_g1_i2	0.2116	0.3049	1.4406	mrpl36	Chr06	36119897	36119897
RBH_pair_405.fa.best.phy	TRINITY_DN109459_c0_g1_i1	0.0437	0.0557	1.2764	LOC100486041-like	Chr01	65671663	65671663
RBH_pair_406.fa.best.phy	TRINITY_DN109463_c0_g2_i1	0.1004	0.1422	1.4162	Xetrov90014028m	Chr05	72055273	72055273
RBH_pair_407.fa.best.phy	TRINITY_DN109491_c0_g2_i1	0.1369	0.1757	1.2834	vrk1	Chr08	68342868	68342868
RBH_pair_408.fa.best.phy	TRINITY_DN109500_c0_g1_i1	0.0275	0.0505	1.8368	NA	NA	NA	NA
RBH_pair_409.fa.best.phy	TRINITY_DN109502_c0_g1_i2	0.0425	0.0489	1.1518	LOC100496569	Chr03	108032195	108032195
RBH_pair_410.fa.best.phy	TRINITY_DN109511_c0_g1_i1	0.0263	0.0492	1.8727	rps6ka5	Chr08	65876801	65876801
RBH_pair_411.fa.best.phy	TRINITY_DN109536_c0_g1_i1	0.0732	0.0441	0.6032	ccdc85a	Chr05	26149006	26149006
RBH_pair_413.fa.best.phy	TRINITY_DN109559_c0_g1_i1	0.1326	0.2053	1.5487	nr0b2	Chr05	79756401	79756401
RBH_pair_414.fa.best.phy	TRINITY_DN109560_c0_g1_i1	0.1453	0.2157	1.4848	tbccd1	Chr09	37444768	37444768
RBH_pair_416.fa.best.phy	TRINITY_DN109596_c0_g1_i1	0.0744	0.111	1.4913	cyp26a1	Chr07	17008567	17008567
RBH_pair_417.fa.best.phy	TRINITY_DN109608_c0_g1_i1	0.2805	0.5146	1.8348	Xetrov90030527m	scaffold_80	160649	160649
RBH_pair_420.fa.best.phy	TRINITY_DN109625_c0_g1_i3	0.0295	0.0547	1.8545	usp39	Chr03	108520024	108520024
RBH_pair_421.fa.best.phy	TRINITY_DN109635_c0_g2_i1	0.001	0.0007	0.6815	ube2e3	Chr09	57787327	57787327
RBH_pair_422.fa.best.phy	TRINITY_DN109640_c0_g2_i2	0.0819	0.1633	1.9941	fam173a	scaffold_458	26381	26381
RBH_pair_425.fa.best.phy	TRINITY_DN109666_c0_g1_i1	0.1894	0.3577	1.8886	avd.2	Chr10	36014201	36014201
RBH_pair_426.fa.best.phy	TRINITY_DN109667_c0_g1_i2	0.0371	0.0672	1.8078	slu7	Chr03	14200431	14200431
RBH_pair_428.fa.best.phy	TRINITY_DN109678_c0_g1_i4	0.0389	0.0457	1.1736	MGC89864	scaffold_27	27441	27441
RBH_pair_429.fa.best.phy	TRINITY_DN109692_c0_g1_i2	0.0239	0.0357	1.491	bre	Chr05	1854844	1854844
RBH_pair_433.fa.best.phy	TRINITY_DN109728_c0_g1_i1	0.1097	0.0752	0.6858	hoxa2	Chr06	32956679	32956679
RBH_pair_436.fa.best.phy	TRINITY_DN109810_c0_g1_i1	0.0305	0.0603	1.9804	LOC101731201	Chr02	109176721	109176721
RBH_pair_437.fa.best.phy	TRINITY_DN109817_c0_g1_i1	0.0695	0.0727	1.0463	clock	Chr01	31205911	31205911
RBH_pair_439.fa.best.phy	TRINITY_DN109844_c0_g2_i1	0.1636	0.2496	1.526	hps3	Chr05	118853586	118853586
RBH_pair_440.fa.best.phy	TRINITY_DN109864_c0_g1_i1	0.0612	0.102	1.6682	tm2d2	Chr03	121541631	121541631
RBH_pair_441.fa.best.phy	TRINITY_DN109879_c0_g1_i1	0.1064	0.1152	1.0825	chfr	Chr01	147102158	147102158
RBH_pair_443.fa.best.phy	TRINITY_DN109897_c0_g1_i1	0.1177	0.1733	1.4721	gpc1	Chr05	123731518	123731518
RBH_pair_444.fa.best.phy	TRINITY_DN109913_c0_g1_i1	0.1951	0.329	1.6866	LOC100486858	Chr01	80401669	80401669
RBH_pair_445.fa.best.phy	TRINITY_DN109922_c0_g2_i1	0.1168	0.12	1.0272	stradb	Chr09	49103370	49103370
RBH_pair_446.fa.best.phy	TRINITY_DN109929_c0_g1_i1	0.0768	0.1115	1.4529	LOC734032-like	Chr02	150276350	150276350
RBH_pair_447.fa.best.phy	TRINITY_DN109930_c0_g1_i1	0.0691	0.0939	1.3581	p4htm	Chr04	126068756	126068756
RBH_pair_448.fa.best.phy	TRINITY_DN109936_c0_g2_i1	0.0183	0.0269	1.4722	snrnp40	Chr02	53367527	53367527
RBH_pair_449.fa.best.phy	TRINITY_DN109948_c0_g1_i1	0.1102	0.1544	1.4009	arhgef38	Chr01	63098201	63098201
RBH_pair_451.fa.best.phy	TRINITY_DN109961_c0_g1_i1	0.144	0.2259	1.5693	LOC101734263	Chr09	15371059	15371059
RBH_pair_452.fa.best.phy	TRINITY_DN109976_c0_g1_i1	0.1189	0.1333	1.121	myoz1	Chr07	52868617	52868617
RBH_pair_453.fa.best.phy	TRINITY_DN109980_c0_g1_i1	0.1102	0.0602	0.5468	crybb2	Chr01	139297946	139297946
RBH_pair_454.fa.best.phy	TRINITY_DN109980_c1_g1_i1	0.0447	0.0508	1.138	crybb3	Chr01	139272933	139272933
RBH_pair_455.fa.best.phy	TRINITY_DN109991_c0_g1_i2	0.0762	0.1381	1.8122	Xetrov90009822m	Chr03	129480934	129480934
RBH_pair_457.fa.best.phy	TRINITY_DN110022_c0_g1_i1	0.0759	0.12	1.5823	hddc2-like	Chr05	48536852	48536852
RBH_pair_458.fa.best.phy	TRINITY_DN110037_c0_g1_i1	0.06	0.0777	1.2952	LOC100490930	Chr01	182019902	182019902
RBH_pair_459.fa.best.phy	TRINITY_DN110047_c0_g1_i3	0.124	0.2167	1.7478	rsad1	Chr10	35023353	35023353
RBH_pair_460.fa.best.phy	TRINITY_DN110052_c0_g1_i1	0.1299	0.1261	0.9714	chit1	Chr02	62332324	62332324
RBH_pair_464.fa.best.phy	TRINITY_DN110102_c0_g2_i3	0.0216	0.0363	1.6819	stub1	Chr09	9080299	9080299
RBH_pair_465.fa.best.phy	TRINITY_DN110103_c0_g1_i1	0.0936	0.1712	1.8293	vegt	Chr01	144396774	144396774
RBH_pair_466.fa.best.phy	TRINITY_DN110122_c0_g1_i1	0.0507	0.0807	1.5909	rbp2	Chr05	124949841	124949841
RBH_pair_467.fa.best.phy	TRINITY_DN110132_c0_g2_i1	0.0019	0.003	1.6174	ppp4c	scaffold_900	17445	17445
RBH_pair_468.fa.best.phy	TRINITY_DN110142_c0_g3_i1	0.0898	0.1651	1.839	NA	NA	NA	NA
RBH_pair_469.fa.best.phy	TRINITY_DN110146_c0_g1_i3	0.0728	0.1335	1.8353	ebpl	Chr02	146513662	146513662
RBH_pair_470.fa.best.phy	TRINITY_DN110153_c0_g1_i1	0.0679	0.1167	1.7178	rsrc1	Chr05	104024758	104024758
RBH_pair_471.fa.best.phy	TRINITY_DN110154_c0_g1_i1	0.0645	0.0568	0.8797	gpr63	Chr05	85153301	85153301
RBH_pair_473.fa.best.phy	TRINITY_DN110205_c0_g1_i1	0.2041	0.2195	1.0753	LOC100493461	Chr03	49725402	49725402
RBH_pair_474.fa.best.phy	TRINITY_DN110209_c0_g1_i1	0.0626	0.1133	1.8101	npsr1	Chr06	25373222	25373222
RBH_pair_475.fa.best.phy	TRINITY_DN110214_c0_g1_i3	0.1288	0.1689	1.3121	errfi1	Chr07	76298361	76298361
RBH_pair_477.fa.best.phy	TRINITY_DN110248_c0_g1_i1	0.0129	0.0199	1.5477	LOC100495008	Chr03	108786817	108786817
RBH_pair_478.fa.best.phy	TRINITY_DN110249_c0_g1_i1	0.0646	0.086	1.33	NA	NA	NA	NA
RBH_pair_481.fa.best.phy	TRINITY_DN110265_c0_g1_i1	0.0534	0.0796	1.4913	LOC100491545-like	Chr06	130852483	130852483
RBH_pair_482.fa.best.phy	TRINITY_DN110272_c0_g1_i1	0.0724	0.0514	0.7101	NA	NA	NA	NA
RBH_pair_484.fa.best.phy	TRINITY_DN110288_c0_g1_i1	0.0369	0.0464	1.2595	acvr2b	Chr06	6159628	6159628
RBH_pair_485.fa.best.phy	TRINITY_DN110307_c0_g1_i3	0.0399	0.0735	1.8415	hdac8	Chr08	16421987	16421987
RBH_pair_486.fa.best.phy	TRINITY_DN110314_c0_g1_i3	0.0766	0.1499	1.9564	MGC147576	Chr07	27800564	27800564
RBH_pair_488.fa.best.phy	TRINITY_DN110346_c0_g1_i2	0.0737	0.1275	1.7291	pgm3	Chr05	80734097	80734097
RBH_pair_491.fa.best.phy	TRINITY_DN110371_c0_g1_i1	0.0947	0.1543	1.6304	gfra4	Chr01	7416468	7416468
RBH_pair_492.fa.best.phy	TRINITY_DN110399_c0_g1_i1	0.0299	0.0352	1.1772	klhl32	Chr05	85293054	85293054
RBH_pair_495.fa.best.phy	TRINITY_DN110438_c1_g1_i1	0.0595	0.0974	1.6375	rgs9	Chr09	9156968	9156968
RBH_pair_496.fa.best.phy	TRINITY_DN110445_c1_g1_i3	0.0353	0.0538	1.5229	eaf1	Chr06	72701061	72701061
RBH_pair_497.fa.best.phy	TRINITY_DN110448_c0_g2_i1	0.025	0.0368	1.4723	myl7	Chr03	107734534	107734534
RBH_pair_498.fa.best.phy	TRINITY_DN110451_c0_g1_i1	0.2742	0.4011	1.4629	LOC100491044	Chr06	68491759	68491759
RBH_pair_499.fa.best.phy	TRINITY_DN110455_c0_g1_i2	0.0558	0.0898	1.6093	slc35e2b	Chr07	70975572	70975572
RBH_pair_501.fa.best.phy	TRINITY_DN110479_c0_g1_i1	0.0398	0.0623	1.5654	lingo3-like	Chr01	83536071	83536071
RBH_pair_502.fa.best.phy	TRINITY_DN110486_c0_g1_i1	0.0705	0.0946	1.3423	sptlc3-like	Chr05	33645959	33645959
RBH_pair_504.fa.best.phy	TRINITY_DN110510_c0_g1_i1	0.0305	0.0325	1.0675	spry4	Chr03	28028689	28028689
RBH_pair_511.fa.best.phy	TRINITY_DN110587_c0_g1_i1	0.1585	0.1584	0.9991	ndufa12	Chr03	47245640	47245640
RBH_pair_514.fa.best.phy	TRINITY_DN110646_c0_g1_i1	0.0757	0.0812	1.073	LOC548945	Chr02	62242740	62242740
RBH_pair_515.fa.best.phy	TRINITY_DN110669_c0_g1_i1	0.1224	0.1942	1.5857	LOC100496485	Chr06	110328879	110328879
RBH_pair_517.fa.best.phy	TRINITY_DN110676_c0_g1_i1	0.0301	0.0476	1.5846	kcns2	Chr06	114114949	114114949
RBH_pair_518.fa.best.phy	TRINITY_DN110679_c0_g1_i1	0.1135	0.1386	1.2213	LOC100145154	Chr01	116802093	116802093
RBH_pair_519.fa.best.phy	TRINITY_DN110702_c0_g1_i1	0.1235	0.0957	0.7746	hoxd9	Chr09	59933654	59933654
RBH_pair_520.fa.best.phy	TRINITY_DN110705_c0_g1_i1	0.0639	0.0844	1.3193	rnf34	Chr01	153758327	153758327
RBH_pair_522.fa.best.phy	TRINITY_DN110721_c0_g1_i2	0.122	0.1757	1.4404	wdr72	Chr03	91433242	91433242
RBH_pair_523.fa.best.phy	TRINITY_DN110725_c0_g1_i3	0.0975	0.1536	1.5759	phyhd1	Chr08	4052114	4052114
RBH_pair_524.fa.best.phy	TRINITY_DN110732_c0_g1_i2	0.2194	0.3914	1.7836	zdbf2-like	Chr09	48556841	48556841
RBH_pair_526.fa.best.phy	TRINITY_DN110750_c0_g1_i1	0.0698	0.0976	1.3977	tyw5-like	Chr09	46197709	46197709
RBH_pair_527.fa.best.phy	TRINITY_DN110750_c1_g2_i1	0.2514	0.3387	1.3476	c2orf47	Chr09	46187195	46187195
RBH_pair_528.fa.best.phy	TRINITY_DN110756_c0_g1_i1	0.0188	0.0175	0.9307	Xetrov90006580m	Chr02	146295807	146295807
RBH_pair_529.fa.best.phy	TRINITY_DN110780_c0_g1_i2	0.1339	0.1281	0.9568	znf281	Chr10	10668990	10668990
RBH_pair_530.fa.best.phy	TRINITY_DN110790_c0_g1_i1	0.0143	0.0167	1.1646	eif3k	Chr08	59318346	59318346
RBH_pair_531.fa.best.phy	TRINITY_DN110840_c0_g1_i1	0.1062	0.1878	1.7684	slc25a48	Chr03	16141952	16141952
RBH_pair_532.fa.best.phy	TRINITY_DN110842_c0_g1_i2	0.0526	0.0684	1.3003	qrich1.1	Chr04	126300073	126300073
RBH_pair_534.fa.best.phy	TRINITY_DN110856_c0_g1_i2	0.1595	0.3173	1.989	LOC100492713	Chr10	31128083	31128083
RBH_pair_535.fa.best.phy	TRINITY_DN110867_c0_g1_i1	0.236	0.2858	1.2107	LOC100490816	Chr07	110069925	110069925
RBH_pair_537.fa.best.phy	TRINITY_DN110884_c0_g1_i2	0.1472	0.216	1.4676	ntpcr	Chr05	61282278	61282278
RBH_pair_540.fa.best.phy	TRINITY_DN110896_c0_g2_i2	0.1319	0.1922	1.4577	gpr144	scaffold_22	996827	996827
RBH_pair_541.fa.best.phy	TRINITY_DN110907_c0_g1_i2	0.2156	0.4103	1.9034	ctsg	Chr01	130426359	130426359
RBH_pair_543.fa.best.phy	TRINITY_DN110930_c0_g1_i1	0.0713	0.091	1.2768	rgn	Chr02	111473404	111473404
RBH_pair_544.fa.best.phy	TRINITY_DN110953_c0_g1_i2	0.0036	0.0043	1.1874	ppp2ca	Chr03	17486640	17486640
RBH_pair_545.fa.best.phy	TRINITY_DN110955_c0_g1_i1	0.1555	0.1982	1.275	chchd10	Chr01	86912587	86912587
RBH_pair_547.fa.best.phy	TRINITY_DN110974_c0_g1_i4	0.0656	0.1043	1.591	aldh8a1	Chr05	34673287	34673287
RBH_pair_548.fa.best.phy	TRINITY_DN110993_c0_g1_i2	0.0685	0.0716	1.0444	papd5-like	Chr04	46547107	46547107
RBH_pair_549.fa.best.phy	TRINITY_DN110995_c0_g1_i1	0.1761	0.2911	1.6536	hpgds	Chr01	67343868	67343868
RBH_pair_550.fa.best.phy	TRINITY_DN110999_c0_g1_i1	0.1523	0.2516	1.6521	tmem223	Chr08	66741376	66741376
RBH_pair_551.fa.best.phy	TRINITY_DN111000_c0_g1_i1	0.026	0.016	0.614	LOC100492822-like	Chr03	8837038	8837038
RBH_pair_552.fa.best.phy	TRINITY_DN111014_c0_g1_i2	0.0475	0.0894	1.8827	ehmt2	Chr08	53894291	53894291
RBH_pair_553.fa.best.phy	TRINITY_DN111019_c0_g1_i1	0.0596	0.053	0.8884	bmp4	Chr08	74087738	74087738
RBH_pair_554.fa.best.phy	TRINITY_DN111028_c0_g1_i1	0.1157	0.1407	1.2163	btg4	Chr07	75092716	75092716
RBH_pair_555.fa.best.phy	TRINITY_DN111035_c0_g1_i1	0.1324	0.1649	1.2455	fuca2	Chr05	67504855	67504855
RBH_pair_556.fa.best.phy	TRINITY_DN111046_c0_g1_i1	0.0115	0.0147	1.2843	otx2	Chr08	83849093	83849093
RBH_pair_557.fa.best.phy	TRINITY_DN111048_c0_g2_i3	0.0272	0.0381	1.3969	stk25	Chr05	122361487	122361487
RBH_pair_558.fa.best.phy	TRINITY_DN111053_c0_g1_i1	0.0237	0.0391	1.6472	arpc2	scaffold_131	10018	10018
RBH_pair_559.fa.best.phy	TRINITY_DN111067_c0_g1_i1	0.1297	0.2248	1.7337	apba3-like	Chr01	74393757	74393757
RBH_pair_560.fa.best.phy	TRINITY_DN111071_c0_g1_i1	0.1357	0.1824	1.3442	clec3b	Chr06	63663538	63663538
RBH_pair_563.fa.best.phy	TRINITY_DN111096_c0_g1_i1	0.1598	0.3196	1.9997	LOC100492943	Chr03	19205778	19205778
RBH_pair_564.fa.best.phy	TRINITY_DN111118_c0_g1_i1	0.1024	0.18	1.7586	phactr3	Chr10	839054	839054
RBH_pair_565.fa.best.phy	TRINITY_DN111122_c0_g2_i3	0.078	0.1301	1.668	hsd17b7	Chr04	108796839	108796839
RBH_pair_566.fa.best.phy	TRINITY_DN111129_c0_g1_i1	0.1258	0.1457	1.1584	fbxl5	Chr01	16988064	16988064
RBH_pair_568.fa.best.phy	TRINITY_DN111151_c0_g1_i1	0.0531	0.1035	1.948	mlh1	Chr06	69432185	69432185
RBH_pair_569.fa.best.phy	TRINITY_DN111155_c0_g2_i2	0.151	0.1401	0.9275	LOC100145527	Chr04	46721839	46721839
RBH_pair_570.fa.best.phy	TRINITY_DN111162_c0_g1_i1	0.0507	0.052	1.0273	hey2	Chr05	48710732	48710732
RBH_pair_571.fa.best.phy	TRINITY_DN111163_c0_g1_i3	0.0807	0.1503	1.8639	grb14	Chr09	65759768	65759768
RBH_pair_572.fa.best.phy	TRINITY_DN111167_c0_g1_i1	0.018	0.0226	1.2555	klhl24	Chr05	123607360	123607360
RBH_pair_573.fa.best.phy	TRINITY_DN111185_c0_g1_i1	0.0365	0.045	1.2325	oprd1	Chr02	52800257	52800257
RBH_pair_576.fa.best.phy	TRINITY_DN111210_c0_g1_i1	0.0549	0.0782	1.4258	scg5	Chr08	90370597	90370597
RBH_pair_577.fa.best.phy	TRINITY_DN111211_c0_g2_i1	0.0421	0.0584	1.3863	irx1	Chr06	37230616	37230616
RBH_pair_580.fa.best.phy	TRINITY_DN111221_c0_g1_i1	0.0231	0.033	1.4292	fzd8	Chr06	13255731	13255731
RBH_pair_581.fa.best.phy	TRINITY_DN111223_c0_g1_i1	0.0334	0.0378	1.1319	akirin2	Chr05	87028677	87028677
RBH_pair_582.fa.best.phy	TRINITY_DN111231_c0_g1_i1	0.065	0.0898	1.3814	Xetrov90028060m	scaffold_3191	4024	4024
RBH_pair_584.fa.best.phy	TRINITY_DN111236_c0_g1_i1	0.0342	0.0568	1.6622	eif4e-like.1	Chr03	37833720	37833720
RBH_pair_585.fa.best.phy	TRINITY_DN111238_c0_g2_i3	0.0778	0.141	1.8116	Xetrov90021168m	Chr08	62528175	62528175
RBH_pair_586.fa.best.phy	TRINITY_DN111246_c0_g1_i4	0.0614	0.083	1.351	atg16l1	Chr05	123273939	123273939
RBH_pair_587.fa.best.phy	TRINITY_DN111247_c0_g1_i1	0.0569	0.0728	1.2808	anapc1	Chr05	23768507	23768507
RBH_pair_589.fa.best.phy	TRINITY_DN111292_c0_g1_i1	0.0596	0.1115	1.8711	pex11b	scaffold_4756	1460	1460
RBH_pair_594.fa.best.phy	TRINITY_DN111332_c0_g2_i5	0.0224	0.0268	1.1966	rnf220.1	Chr04	83101287	83101287
RBH_pair_595.fa.best.phy	TRINITY_DN111341_c0_g1_i1	0.0747	0.1189	1.5915	yjefn3	Chr01	101461977	101461977
RBH_pair_596.fa.best.phy	TRINITY_DN111349_c0_g1_i1	0.058	0.0885	1.5261	LOC100492679	Chr07	102938459	102938459
RBH_pair_598.fa.best.phy	TRINITY_DN111353_c0_g1_i1	0.0552	0.0605	1.0945	bmper	Chr06	25560793	25560793
RBH_pair_599.fa.best.phy	TRINITY_DN111361_c0_g1_i1	0.001	0.0014	1.3659	LOC100124772	Chr08	22663795	22663795
RBH_pair_600.fa.best.phy	TRINITY_DN111362_c0_g1_i1	0.1293	0.2201	1.7016	LOC101732392	Chr02	37092929	37092929
RBH_pair_601.fa.best.phy	TRINITY_DN111370_c0_g2_i1	0.0318	0.0444	1.3962	esd	Chr02	131288037	131288037
RBH_pair_606.fa.best.phy	TRINITY_DN111408_c0_g2_i1	0.0392	0.024	0.6109	spsb4-like	Chr05	120232446	120232446
RBH_pair_607.fa.best.phy	TRINITY_DN111417_c0_g1_i3	0.0337	0.0506	1.5002	sord	Chr03	85902632	85902632
RBH_pair_608.fa.best.phy	TRINITY_DN111419_c0_g1_i1	0.1834	0.2216	1.2082	tmem108-like	Chr06	71425949	71425949
RBH_pair_609.fa.best.phy	TRINITY_DN111428_c0_g1_i1	0.1381	0.2756	1.9956	Xetrov90008753m	Chr03	90777154	90777154
RBH_pair_610.fa.best.phy	TRINITY_DN111446_c0_g1_i2	0.0103	0.0079	0.7733	pura	Chr03	21904026	21904026
RBH_pair_611.fa.best.phy	TRINITY_DN111460_c0_g3_i3	0.0195	0.0343	1.7571	ddx46-like	Chr03	17120027	17120027
RBH_pair_612.fa.best.phy	TRINITY_DN111477_c0_g2_i1	0.1778	0.3255	1.8309	lrrc70	Chr01	175999858	175999858
RBH_pair_613.fa.best.phy	TRINITY_DN111504_c0_g1_i1	0.0757	0.1377	1.8203	ndufa8	Chr08	16202457	16202457
RBH_pair_615.fa.best.phy	TRINITY_DN111534_c0_g1_i1	0.1705	0.3378	1.9806	gip	Chr10	5278196	5278196
RBH_pair_616.fa.best.phy	TRINITY_DN111535_c0_g1_i1	0.0439	0.0721	1.642	gck	Chr03	107745285	107745285
RBH_pair_617.fa.best.phy	TRINITY_DN111536_c1_g1_i1	0.0723	0.1132	1.5659	disp2	Chr08	94327706	94327706
RBH_pair_618.fa.best.phy	TRINITY_DN111548_c0_g1_i3	0.0064	0.0093	1.4643	LOC100486569-like	Chr05	124511583	124511583
RBH_pair_620.fa.best.phy	TRINITY_DN111569_c0_g1_i1	0.1975	0.3546	1.7958	LOC100485552-like	Chr02	39531157	39531157
RBH_pair_621.fa.best.phy	TRINITY_DN111579_c0_g1_i1	0.0705	0.1203	1.7064	hlx	Chr05	6663419	6663419
RBH_pair_623.fa.best.phy	TRINITY_DN111590_c0_g1_i1	0.0636	0.1067	1.6789	Xetrov90023677m	Chr09	30862685	30862685
RBH_pair_624.fa.best.phy	TRINITY_DN111594_c0_g1_i2	0.1131	0.1922	1.7001	NA	NA	NA	NA
RBH_pair_628.fa.best.phy	TRINITY_DN111615_c0_g1_i2	0.0703	0.098	1.3928	znrd1-like	Chr03	78144647	78144647
RBH_pair_629.fa.best.phy	TRINITY_DN111616_c0_g2_i4	0.0553	0.0723	1.3066	eml4	Chr05	12973764	12973764
