rbh	gid	dNdS	dN	dS	chrid	chrtype	twosexchr
RBH_pair_7390.fa.best.phy	TRINITY_DN130295_c0_g1_i2	0.1415	0.1604	1.1337	Chr01	Sexchr	Chr01
RBH_pair_168.fa.best.phy	TRINITY_DN105030_c0_g1_i1	0.0674	0.0767	1.1379	Chr01	Sexchr	Chr01
RBH_pair_454.fa.best.phy	TRINITY_DN109980_c1_g1_i1	0.0447	0.0508	1.138	Chr01	Sexchr	Chr01
RBH_pair_692.fa.best.phy	TRINITY_DN112165_c1_g1_i2	0.0245	0.0279	1.1382	Chr01	Sexchr	Chr01
RBH_pair_4640.fa.best.phy	TRINITY_DN125100_c0_g2_i2	0.0831	0.0948	1.1405	Chr01	Sexchr	Chr01
RBH_pair_7717.fa.best.phy	TRINITY_DN130861_c0_g1_i1	0.0776	0.0886	1.1423	Chr01	Sexchr	Chr01
RBH_pair_1150.fa.best.phy	TRINITY_DN115149_c0_g1_i2	0.1006	0.115	1.1433	Chr01	Sexchr	Chr01
RBH_pair_70.fa.best.phy	TRINITY_DN102500_c0_g1_i1	0.0467	0.0534	1.1438	Chr01	Sexchr	Chr01
RBH_pair_10226.fa.best.phy	TRINITY_DN135580_c5_g2_i3	0.122	0.1397	1.1452	Chr01	Sexchr	Chr01
RBH_pair_4406.fa.best.phy	TRINITY_DN124649_c0_g1_i1	0.0572	0.0657	1.1483	Chr01	Sexchr	Chr01
RBH_pair_4811.fa.best.phy	TRINITY_DN125443_c1_g1_i4	0.107	0.1231	1.1504	Chr01	Sexchr	Chr01
RBH_pair_4949.fa.best.phy	TRINITY_DN125701_c1_g11_i1	0.0418	0.0481	1.1515	Chr01	Sexchr	Chr01
RBH_pair_3193.fa.best.phy	TRINITY_DN122011_c0_g2_i2	0.1024	0.1179	1.1519	Chr01	Sexchr	Chr01
RBH_pair_5682.fa.best.phy	TRINITY_DN127143_c0_g3_i3	0.0404	0.0466	1.1542	Chr01	Sexchr	Chr01
RBH_pair_5099.fa.best.phy	TRINITY_DN126038_c0_g1_i2	0.0537	0.062	1.156	Chr01	Sexchr	Chr01
RBH_pair_5590.fa.best.phy	TRINITY_DN126956_c0_g1_i4	0.0604	0.0699	1.1577	Chr01	Sexchr	Chr01
RBH_pair_3444.fa.best.phy	TRINITY_DN122613_c0_g1_i3	0.1074	0.1244	1.158	Chr01	Sexchr	Chr01
RBH_pair_566.fa.best.phy	TRINITY_DN111129_c0_g1_i1	0.1258	0.1457	1.1584	Chr01	Sexchr	Chr01
RBH_pair_6913.fa.best.phy	TRINITY_DN129469_c0_g2_i4	0.1466	0.17	1.1599	Chr01	Sexchr	Chr01
RBH_pair_8135.fa.best.phy	TRINITY_DN131609_c6_g1_i3	0.0503	0.0584	1.1612	Chr01	Sexchr	Chr01
RBH_pair_716.fa.best.phy	TRINITY_DN112362_c1_g2_i1	0.0449	0.0522	1.1629	Chr01	Sexchr	Chr01
RBH_pair_4681.fa.best.phy	TRINITY_DN125182_c0_g2_i2	0.0378	0.044	1.1637	Chr01	Sexchr	Chr01
RBH_pair_5232.fa.best.phy	TRINITY_DN126301_c0_g1_i2	0.1084	0.1262	1.1637	Chr01	Sexchr	Chr01
RBH_pair_7328.fa.best.phy	TRINITY_DN130195_c2_g1_i1	0.0351	0.0408	1.1647	Chr01	Sexchr	Chr01
RBH_pair_8458.fa.best.phy	TRINITY_DN132188_c0_g1_i4	0.0534	0.0622	1.1649	Chr01	Sexchr	Chr01
RBH_pair_8993.fa.best.phy	TRINITY_DN133132_c2_g1_i1	0.2159	0.2515	1.1651	Chr01	Sexchr	Chr01
RBH_pair_8963.fa.best.phy	TRINITY_DN133091_c4_g1_i1	0.0159	0.0186	1.1659	Chr01	Sexchr	Chr01
RBH_pair_7686.fa.best.phy	TRINITY_DN130800_c2_g2_i2	0.1708	0.1992	1.1659	Chr01	Sexchr	Chr01
RBH_pair_2679.fa.best.phy	TRINITY_DN120733_c0_g2_i1	0.0685	0.08	1.1669	Chr01	Sexchr	Chr01
RBH_pair_10982.fa.best.phy	TRINITY_DN70214_c0_g1_i1	0.1017	0.1187	1.1673	Chr01	Sexchr	Chr01
RBH_pair_7908.fa.best.phy	TRINITY_DN131201_c5_g3_i7	0.0598	0.0698	1.1675	Chr01	Sexchr	Chr01
RBH_pair_5826.fa.best.phy	TRINITY_DN127427_c5_g1_i1	0.1002	0.117	1.1683	Chr01	Sexchr	Chr01
RBH_pair_9320.fa.best.phy	TRINITY_DN133722_c0_g4_i1	0.0441	0.0515	1.1686	Chr01	Sexchr	Chr01
RBH_pair_9002.fa.best.phy	TRINITY_DN133151_c4_g1_i1	0.0935	0.1094	1.1704	Chr01	Sexchr	Chr01
RBH_pair_4500.fa.best.phy	TRINITY_DN124848_c3_g1_i2	0.0538	0.063	1.1712	Chr01	Sexchr	Chr01
RBH_pair_1582.fa.best.phy	TRINITY_DN117173_c0_g1_i1	0.0924	0.1084	1.1725	Chr01	Sexchr	Chr01
RBH_pair_8416.fa.best.phy	TRINITY_DN132123_c0_g2_i1	0.043	0.0505	1.1756	Chr01	Sexchr	Chr01
RBH_pair_8960.fa.best.phy	TRINITY_DN133089_c1_g2_i1	0.1397	0.1644	1.1762	Chr01	Sexchr	Chr01
RBH_pair_3446.fa.best.phy	TRINITY_DN122615_c0_g2_i1	0.0959	0.1129	1.1772	Chr01	Sexchr	Chr01
RBH_pair_7612.fa.best.phy	TRINITY_DN130669_c1_g2_i1	0.0429	0.0507	1.1797	Chr01	Sexchr	Chr01
RBH_pair_7618.fa.best.phy	TRINITY_DN130680_c2_g1_i1	0.0748	0.0884	1.1821	Chr01	Sexchr	Chr01
RBH_pair_3657.fa.best.phy	TRINITY_DN123093_c0_g2_i1	0.0694	0.082	1.1827	Chr01	Sexchr	Chr01
RBH_pair_1729.fa.best.phy	TRINITY_DN117723_c0_g1_i1	0.1373	0.1624	1.1831	Chr01	Sexchr	Chr01
RBH_pair_1292.fa.best.phy	TRINITY_DN115800_c0_g2_i1	0.0712	0.0843	1.1843	Chr01	Sexchr	Chr01
RBH_pair_3475.fa.best.phy	TRINITY_DN122677_c3_g3_i2	0.0435	0.0516	1.1859	Chr01	Sexchr	Chr01
RBH_pair_1778.fa.best.phy	TRINITY_DN117878_c0_g1_i1	0.02	0.0238	1.1912	Chr01	Sexchr	Chr01
RBH_pair_5394.fa.best.phy	TRINITY_DN126602_c0_g1_i2	0.1236	0.1474	1.1924	Chr01	Sexchr	Chr01
RBH_pair_5506.fa.best.phy	TRINITY_DN126815_c0_g1_i5	0.182	0.217	1.1924	Chr01	Sexchr	Chr01
RBH_pair_679.fa.best.phy	TRINITY_DN112081_c0_g3_i7	0.1014	0.1213	1.1953	Chr01	Sexchr	Chr01
RBH_pair_3036.fa.best.phy	TRINITY_DN121641_c0_g1_i1	0.0666	0.0796	1.1959	Chr01	Sexchr	Chr01
RBH_pair_9258.fa.best.phy	TRINITY_DN133604_c1_g1_i1	0.0377	0.0452	1.2	Chr01	Sexchr	Chr01
RBH_pair_11127.fa.best.phy	TRINITY_DN87087_c0_g1_i1	0.0285	0.0342	1.2022	Chr01	Sexchr	Chr01
RBH_pair_220.fa.best.phy	TRINITY_DN106065_c0_g1_i2	0.0442	0.0531	1.2023	Chr01	Sexchr	Chr01
RBH_pair_2461.fa.best.phy	TRINITY_DN120105_c0_g1_i1	0.2068	0.2488	1.203	Chr01	Sexchr	Chr01
RBH_pair_9032.fa.best.phy	TRINITY_DN133213_c0_g2_i33	0.0348	0.042	1.2039	Chr01	Sexchr	Chr01
RBH_pair_4746.fa.best.phy	TRINITY_DN125325_c6_g2_i2	0.0785	0.0945	1.2045	Chr01	Sexchr	Chr01
RBH_pair_5003.fa.best.phy	TRINITY_DN125832_c3_g1_i1	0.0399	0.0481	1.2046	Chr01	Sexchr	Chr01
RBH_pair_10162.fa.best.phy	TRINITY_DN135424_c2_g12_i1	0.0759	0.0915	1.2057	Chr01	Sexchr	Chr01
RBH_pair_4286.fa.best.phy	TRINITY_DN124409_c0_g1_i1	0.0585	0.0705	1.2061	Chr01	Sexchr	Chr01
RBH_pair_8000.fa.best.phy	TRINITY_DN131364_c4_g5_i3	0.0527	0.0636	1.207	Chr01	Sexchr	Chr01
RBH_pair_6150.fa.best.phy	TRINITY_DN128031_c1_g1_i1	0.054	0.0651	1.207	Chr01	Sexchr	Chr01
RBH_pair_3100.fa.best.phy	TRINITY_DN121771_c0_g1_i1	0.0666	0.0806	1.2102	Chr01	Sexchr	Chr01
RBH_pair_2748.fa.best.phy	TRINITY_DN120918_c0_g1_i1	0.0952	0.1152	1.2102	Chr01	Sexchr	Chr01
RBH_pair_5029.fa.best.phy	TRINITY_DN125895_c0_g1_i2	0.183	0.2215	1.2106	Chr01	Sexchr	Chr01
RBH_pair_1358.fa.best.phy	TRINITY_DN116229_c1_g1_i3	0.0302	0.0366	1.2108	Chr01	Sexchr	Chr01
RBH_pair_7185.fa.best.phy	TRINITY_DN129927_c0_g1_i1	0.031	0.0376	1.2127	Chr01	Sexchr	Chr01
RBH_pair_8867.fa.best.phy	TRINITY_DN132900_c0_g3_i3	0.0335	0.0406	1.2135	Chr01	Sexchr	Chr01
RBH_pair_3397.fa.best.phy	TRINITY_DN122501_c0_g1_i2	0.0835	0.1014	1.2137	Chr01	Sexchr	Chr01
RBH_pair_5453.fa.best.phy	TRINITY_DN126700_c0_g1_i1	0.0801	0.0972	1.2139	Chr01	Sexchr	Chr01
RBH_pair_4299.fa.best.phy	TRINITY_DN124435_c0_g2_i2	0.0093	0.0113	1.214	Chr01	Sexchr	Chr01
RBH_pair_5303.fa.best.phy	TRINITY_DN126428_c0_g1_i1	0.0928	0.1126	1.2141	Chr01	Sexchr	Chr01
RBH_pair_4927.fa.best.phy	TRINITY_DN125667_c5_g2_i2	0.0678	0.0823	1.2146	Chr01	Sexchr	Chr01
RBH_pair_5327.fa.best.phy	TRINITY_DN126499_c3_g4_i2	0.0399	0.0485	1.2151	Chr01	Sexchr	Chr01
RBH_pair_3706.fa.best.phy	TRINITY_DN123217_c0_g2_i1	0.0633	0.0769	1.2155	Chr01	Sexchr	Chr01
RBH_pair_7892.fa.best.phy	TRINITY_DN131177_c4_g2_i3	0.0215	0.0262	1.2172	Chr01	Sexchr	Chr01
RBH_pair_8009.fa.best.phy	TRINITY_DN131386_c0_g4_i5	0.0596	0.0725	1.2173	Chr01	Sexchr	Chr01
RBH_pair_2195.fa.best.phy	TRINITY_DN119308_c0_g2_i1	0.0534	0.065	1.2178	Chr01	Sexchr	Chr01
RBH_pair_5459.fa.best.phy	TRINITY_DN126721_c4_g1_i3	0.09	0.1096	1.2179	Chr01	Sexchr	Chr01
RBH_pair_6000.fa.best.phy	TRINITY_DN127751_c5_g1_i6	0.051	0.0621	1.2181	Chr01	Sexchr	Chr01
RBH_pair_5564.fa.best.phy	TRINITY_DN126910_c7_g3_i1	0.0443	0.0539	1.2183	Chr01	Sexchr	Chr01
RBH_pair_10346.fa.best.phy	TRINITY_DN135885_c1_g5_i1	0.0189	0.0231	1.2184	Chr01	Sexchr	Chr01
RBH_pair_2174.fa.best.phy	TRINITY_DN119242_c0_g1_i2	0.1016	0.1239	1.2196	Chr01	Sexchr	Chr01
RBH_pair_9280.fa.best.phy	TRINITY_DN133651_c3_g1_i2	0.118	0.1439	1.2198	Chr01	Sexchr	Chr01
RBH_pair_7960.fa.best.phy	TRINITY_DN131295_c2_g2_i3	0.1107	0.1351	1.2213	Chr01	Sexchr	Chr01
RBH_pair_518.fa.best.phy	TRINITY_DN110679_c0_g1_i1	0.1135	0.1386	1.2213	Chr01	Sexchr	Chr01
RBH_pair_2533.fa.best.phy	TRINITY_DN120337_c0_g1_i1	0.0531	0.0649	1.2216	Chr01	Sexchr	Chr01
RBH_pair_4514.fa.best.phy	TRINITY_DN124877_c0_g1_i2	0.1183	0.1446	1.2223	Chr01	Sexchr	Chr01
RBH_pair_1276.fa.best.phy	TRINITY_DN115720_c0_g1_i1	0.0403	0.0493	1.2236	Chr01	Sexchr	Chr01
RBH_pair_9809.fa.best.phy	TRINITY_DN134647_c1_g1_i1	0.0193	0.0237	1.2249	Chr01	Sexchr	Chr01
RBH_pair_7076.fa.best.phy	TRINITY_DN129740_c0_g3_i1	0.146	0.1789	1.2252	Chr01	Sexchr	Chr01
RBH_pair_9072.fa.best.phy	TRINITY_DN133282_c1_g1_i2	0.0424	0.052	1.2267	Chr01	Sexchr	Chr01
RBH_pair_3316.fa.best.phy	TRINITY_DN122303_c1_g2_i1	0.1943	0.2384	1.2268	Chr01	Sexchr	Chr01
RBH_pair_4142.fa.best.phy	TRINITY_DN124126_c0_g1_i3	0.0688	0.0845	1.2272	Chr01	Sexchr	Chr01
RBH_pair_6335.fa.best.phy	TRINITY_DN128365_c2_g2_i1	0.0704	0.0864	1.2272	Chr01	Sexchr	Chr01
RBH_pair_188.fa.best.phy	TRINITY_DN105438_c0_g1_i1	0.0759	0.0932	1.2285	Chr01	Sexchr	Chr01
RBH_pair_10928.fa.best.phy	TRINITY_DN65638_c0_g1_i1	0.137	0.1686	1.2309	Chr01	Sexchr	Chr01
RBH_pair_1444.fa.best.phy	TRINITY_DN116616_c0_g1_i1	0.0944	0.1162	1.2317	Chr01	Sexchr	Chr01
RBH_pair_2783.fa.best.phy	TRINITY_DN120991_c0_g2_i2	0.0441	0.0544	1.2337	Chr01	Sexchr	Chr01
RBH_pair_8868.fa.best.phy	TRINITY_DN132905_c2_g2_i1	0.0309	0.0383	1.2385	Chr01	Sexchr	Chr01
RBH_pair_1131.fa.best.phy	TRINITY_DN115062_c0_g1_i1	0.0983	0.1218	1.2388	Chr01	Sexchr	Chr01
RBH_pair_3539.fa.best.phy	TRINITY_DN122839_c0_g1_i1	0.1066	0.132	1.2388	Chr01	Sexchr	Chr01
RBH_pair_4240.fa.best.phy	TRINITY_DN124336_c0_g2_i1	0.019	0.0235	1.2394	Chr01	Sexchr	Chr01
RBH_pair_7583.fa.best.phy	TRINITY_DN130620_c0_g2_i1	0.1134	0.1406	1.2395	Chr01	Sexchr	Chr01
RBH_pair_6074.fa.best.phy	TRINITY_DN127889_c0_g2_i4	0.0609	0.0755	1.2402	Chr01	Sexchr	Chr01
RBH_pair_3319.fa.best.phy	TRINITY_DN122311_c0_g1_i1	0.074	0.092	1.2426	Chr01	Sexchr	Chr01
RBH_pair_10228.fa.best.phy	TRINITY_DN135594_c6_g2_i2	0.0888	0.1103	1.243	Chr01	Sexchr	Chr01
RBH_pair_9059.fa.best.phy	TRINITY_DN133256_c3_g3_i1	0.0186	0.0231	1.2434	Chr01	Sexchr	Chr01
RBH_pair_7143.fa.best.phy	TRINITY_DN129849_c0_g1_i3	0.118	0.1469	1.2443	Chr01	Sexchr	Chr01
RBH_pair_4704.fa.best.phy	TRINITY_DN125225_c0_g3_i2	0.0246	0.0307	1.2445	Chr01	Sexchr	Chr01
RBH_pair_10353.fa.best.phy	TRINITY_DN135901_c2_g2_i1	0.025	0.0312	1.2456	Chr01	Sexchr	Chr01
RBH_pair_2408.fa.best.phy	TRINITY_DN119965_c0_g1_i1	0.0624	0.0778	1.2469	Chr01	Sexchr	Chr01
RBH_pair_1546.fa.best.phy	TRINITY_DN117047_c0_g1_i1	0.1109	0.1383	1.2473	Chr01	Sexchr	Chr01
RBH_pair_10383.fa.best.phy	TRINITY_DN135997_c1_g1_i2	0.038	0.0474	1.2475	Chr01	Sexchr	Chr01
RBH_pair_5602.fa.best.phy	TRINITY_DN126984_c0_g1_i2	0.0517	0.0646	1.249	Chr01	Sexchr	Chr01
RBH_pair_2460.fa.best.phy	TRINITY_DN120102_c0_g1_i2	0.0393	0.0491	1.2491	Chr01	Sexchr	Chr01
RBH_pair_3532.fa.best.phy	TRINITY_DN122809_c1_g1_i1	0.0414	0.0517	1.2492	Chr01	Sexchr	Chr01
RBH_pair_3337.fa.best.phy	TRINITY_DN122356_c1_g4_i9	0.0769	0.0962	1.2507	Chr01	Sexchr	Chr01
RBH_pair_2331.fa.best.phy	TRINITY_DN119718_c0_g1_i1	0.0896	0.112	1.251	Chr01	Sexchr	Chr01
RBH_pair_7423.fa.best.phy	TRINITY_DN130347_c1_g1_i2	0.0537	0.0672	1.2515	Chr01	Sexchr	Chr01
RBH_pair_8483.fa.best.phy	TRINITY_DN132225_c0_g1_i2	0.0166	0.0208	1.2517	Chr01	Sexchr	Chr01
RBH_pair_5072.fa.best.phy	TRINITY_DN125995_c8_g1_i1	0.0712	0.0892	1.2527	Chr01	Sexchr	Chr01
RBH_pair_10396.fa.best.phy	TRINITY_DN136031_c6_g1_i4	0.0755	0.0947	1.2544	Chr01	Sexchr	Chr01
RBH_pair_3440.fa.best.phy	TRINITY_DN122606_c2_g1_i2	0.0835	0.1048	1.2551	Chr01	Sexchr	Chr01
RBH_pair_3664.fa.best.phy	TRINITY_DN123115_c0_g1_i2	0.0393	0.0494	1.2565	Chr01	Sexchr	Chr01
RBH_pair_10195.fa.best.phy	TRINITY_DN135508_c5_g1_i1	0.0726	0.0912	1.2567	Chr01	Sexchr	Chr01
RBH_pair_10497.fa.best.phy	TRINITY_DN136384_c1_g1_i1	0.0516	0.0649	1.2577	Chr01	Sexchr	Chr01
RBH_pair_6390.fa.best.phy	TRINITY_DN128450_c0_g1_i7	0.0621	0.0782	1.2584	Chr01	Sexchr	Chr01
RBH_pair_9940.fa.best.phy	TRINITY_DN134918_c3_g1_i1	0.0368	0.0464	1.2586	Chr01	Sexchr	Chr01
RBH_pair_4974.fa.best.phy	TRINITY_DN125761_c2_g2_i1	0.0469	0.0591	1.2593	Chr01	Sexchr	Chr01
RBH_pair_6549.fa.best.phy	TRINITY_DN128775_c0_g1_i1	0.1471	0.1853	1.2596	Chr01	Sexchr	Chr01
RBH_pair_2991.fa.best.phy	TRINITY_DN121532_c0_g1_i1	0.1159	0.1461	1.2603	Chr01	Sexchr	Chr01
RBH_pair_3144.fa.best.phy	TRINITY_DN121888_c0_g2_i1	0.0082	0.0103	1.2612	Chr01	Sexchr	Chr01
RBH_pair_2538.fa.best.phy	TRINITY_DN120352_c0_g1_i4	0.0451	0.0569	1.2616	Chr01	Sexchr	Chr01
RBH_pair_5405.fa.best.phy	TRINITY_DN126616_c6_g6_i2	0.0256	0.0323	1.2626	Chr01	Sexchr	Chr01
RBH_pair_7921.fa.best.phy	TRINITY_DN131226_c2_g1_i4	0.019	0.024	1.2631	Chr01	Sexchr	Chr01
RBH_pair_9743.fa.best.phy	TRINITY_DN134524_c2_g2_i1	0.0707	0.0894	1.2633	Chr01	Sexchr	Chr01
RBH_pair_9099.fa.best.phy	TRINITY_DN133322_c1_g2_i1	0.0806	0.1018	1.2634	Chr01	Sexchr	Chr01
RBH_pair_7919.fa.best.phy	TRINITY_DN131220_c6_g1_i1	0.0973	0.123	1.2646	Chr01	Sexchr	Chr01
RBH_pair_633.fa.best.phy	TRINITY_DN111668_c0_g1_i1	0.0377	0.0476	1.2651	Chr01	Sexchr	Chr01
RBH_pair_2568.fa.best.phy	TRINITY_DN120445_c0_g1_i1	0.0615	0.0779	1.2665	Chr01	Sexchr	Chr01
RBH_pair_6199.fa.best.phy	TRINITY_DN128115_c1_g1_i1	0.0967	0.1225	1.2669	Chr01	Sexchr	Chr01
RBH_pair_1873.fa.best.phy	TRINITY_DN118258_c0_g1_i2	0.1891	0.2396	1.2674	Chr01	Sexchr	Chr01
RBH_pair_5772.fa.best.phy	TRINITY_DN127312_c0_g1_i1	0.0924	0.1172	1.2675	Chr01	Sexchr	Chr01
RBH_pair_5921.fa.best.phy	TRINITY_DN127619_c2_g2_i2	0.0794	0.1007	1.2684	Chr01	Sexchr	Chr01
RBH_pair_8376.fa.best.phy	TRINITY_DN132061_c1_g1_i1	0.0502	0.0637	1.2687	Chr01	Sexchr	Chr01
RBH_pair_3918.fa.best.phy	TRINITY_DN123646_c0_g3_i1	0.0186	0.0236	1.2698	Chr01	Sexchr	Chr01
RBH_pair_5927.fa.best.phy	TRINITY_DN127630_c5_g3_i1	0.0594	0.0754	1.2708	Chr01	Sexchr	Chr01
RBH_pair_6997.fa.best.phy	TRINITY_DN129629_c1_g1_i1	0.0363	0.0462	1.2715	Chr01	Sexchr	Chr01
RBH_pair_1789.fa.best.phy	TRINITY_DN117910_c0_g1_i1	0.0695	0.0884	1.2716	Chr01	Sexchr	Chr01
RBH_pair_10485.fa.best.phy	TRINITY_DN136320_c0_g1_i1	0.2357	0.2997	1.2717	Chr01	Sexchr	Chr01
RBH_pair_6005.fa.best.phy	TRINITY_DN127766_c5_g2_i1	0.0641	0.0815	1.272	Chr01	Sexchr	Chr01
RBH_pair_8393.fa.best.phy	TRINITY_DN132089_c3_g1_i1	0.0546	0.0696	1.2748	Chr01	Sexchr	Chr01
RBH_pair_545.fa.best.phy	TRINITY_DN110955_c0_g1_i1	0.1555	0.1982	1.275	Chr01	Sexchr	Chr01
RBH_pair_84.fa.best.phy	TRINITY_DN103509_c0_g1_i1	0.1007	0.1285	1.2759	Chr01	Sexchr	Chr01
RBH_pair_405.fa.best.phy	TRINITY_DN109459_c0_g1_i1	0.0437	0.0557	1.2764	Chr01	Sexchr	Chr01
RBH_pair_2856.fa.best.phy	TRINITY_DN121168_c0_g1_i1	0.0889	0.1136	1.2768	Chr01	Sexchr	Chr01
RBH_pair_7664.fa.best.phy	TRINITY_DN130774_c0_g1_i1	0.0692	0.0883	1.2769	Chr01	Sexchr	Chr01
RBH_pair_782.fa.best.phy	TRINITY_DN112911_c0_g1_i2	0.2287	0.2924	1.2788	Chr01	Sexchr	Chr01
RBH_pair_4470.fa.best.phy	TRINITY_DN124784_c6_g7_i1	0.2376	0.3039	1.2791	Chr01	Sexchr	Chr01
RBH_pair_9727.fa.best.phy	TRINITY_DN134505_c1_g8_i1	0.0988	0.1264	1.2793	Chr01	Sexchr	Chr01
RBH_pair_321.fa.best.phy	TRINITY_DN108196_c0_g1_i1	0.0643	0.0824	1.2798	Chr01	Sexchr	Chr01
RBH_pair_5789.fa.best.phy	TRINITY_DN127344_c0_g1_i3	0.0556	0.0714	1.2831	Chr01	Sexchr	Chr01
RBH_pair_8133.fa.best.phy	TRINITY_DN131605_c2_g1_i2	0.0535	0.0686	1.2834	Chr01	Sexchr	Chr01
RBH_pair_4415.fa.best.phy	TRINITY_DN124663_c0_g1_i1	0.0669	0.0859	1.2843	Chr01	Sexchr	Chr01
RBH_pair_4160.fa.best.phy	TRINITY_DN124153_c8_g5_i1	0.0555	0.0713	1.2851	Chr01	Sexchr	Chr01
RBH_pair_9080.fa.best.phy	TRINITY_DN133296_c0_g1_i1	0.0432	0.0556	1.2859	Chr01	Sexchr	Chr01
RBH_pair_8001.fa.best.phy	TRINITY_DN131365_c7_g2_i1	0.0281	0.0362	1.287	Chr01	Sexchr	Chr01
RBH_pair_3620.fa.best.phy	TRINITY_DN123011_c1_g2_i1	0.0522	0.0672	1.2873	Chr01	Sexchr	Chr01
RBH_pair_8672.fa.best.phy	TRINITY_DN132545_c1_g2_i2	0.0441	0.0568	1.2875	Chr01	Sexchr	Chr01
RBH_pair_4097.fa.best.phy	TRINITY_DN124037_c0_g2_i6	0.1015	0.131	1.2903	Chr01	Sexchr	Chr01
RBH_pair_6827.fa.best.phy	TRINITY_DN129293_c1_g2_i1	0.3599	0.4654	1.2932	Chr01	Sexchr	Chr01
RBH_pair_458.fa.best.phy	TRINITY_DN110037_c0_g1_i1	0.06	0.0777	1.2952	Chr01	Sexchr	Chr01
RBH_pair_5822.fa.best.phy	TRINITY_DN127422_c1_g1_i1	0.0899	0.1165	1.296	Chr01	Sexchr	Chr01
RBH_pair_9191.fa.best.phy	TRINITY_DN133501_c1_g1_i1	0.0531	0.0689	1.2967	Chr01	Sexchr	Chr01
RBH_pair_5038.fa.best.phy	TRINITY_DN125916_c0_g2_i1	0.0757	0.0983	1.298	Chr01	Sexchr	Chr01
RBH_pair_11229.fa.best.phy	TRINITY_DN94880_c0_g1_i1	0.084	0.1092	1.3007	Chr01	Sexchr	Chr01
RBH_pair_4417.fa.best.phy	TRINITY_DN124667_c1_g2_i1	0.0848	0.1103	1.3007	Chr01	Sexchr	Chr01
RBH_pair_363.fa.best.phy	TRINITY_DN108688_c0_g1_i1	0.0716	0.0933	1.3032	Chr01	Sexchr	Chr01
RBH_pair_9149.fa.best.phy	TRINITY_DN133426_c3_g2_i8	0.0613	0.0799	1.304	Chr01	Sexchr	Chr01
RBH_pair_4348.fa.best.phy	TRINITY_DN124520_c1_g1_i1	0.0365	0.0476	1.3042	Chr01	Sexchr	Chr01
RBH_pair_975.fa.best.phy	TRINITY_DN114317_c0_g2_i1	0.0549	0.0717	1.306	Chr01	Sexchr	Chr01
RBH_pair_7649.fa.best.phy	TRINITY_DN130752_c0_g4_i2	0.0731	0.0956	1.3075	Chr01	Sexchr	Chr01
RBH_pair_315.fa.best.phy	TRINITY_DN108119_c0_g1_i1	0.1589	0.208	1.309	Chr01	Sexchr	Chr01
RBH_pair_9215.fa.best.phy	TRINITY_DN133544_c1_g1_i2	0.0467	0.0611	1.3096	Chr01	Sexchr	Chr01
RBH_pair_9357.fa.best.phy	TRINITY_DN133790_c10_g2_i2	0.0819	0.1073	1.3104	Chr01	Sexchr	Chr01
RBH_pair_357.fa.best.phy	TRINITY_DN108588_c0_g1_i1	0.1556	0.2039	1.3108	Chr01	Sexchr	Chr01
RBH_pair_8574.fa.best.phy	TRINITY_DN132371_c3_g3_i1	0.2485	0.3264	1.3135	Chr01	Sexchr	Chr01
RBH_pair_4643.fa.best.phy	TRINITY_DN125103_c0_g3_i4	0.095	0.1248	1.3136	Chr01	Sexchr	Chr01
RBH_pair_6066.fa.best.phy	TRINITY_DN127876_c3_g2_i2	0.0466	0.0613	1.3154	Chr01	Sexchr	Chr01
RBH_pair_3645.fa.best.phy	TRINITY_DN123059_c0_g3_i4	0.0487	0.0641	1.316	Chr01	Sexchr	Chr01
RBH_pair_2279.fa.best.phy	TRINITY_DN119575_c0_g1_i1	0.0544	0.0716	1.3162	Chr01	Sexchr	Chr01
RBH_pair_1386.fa.best.phy	TRINITY_DN116360_c0_g1_i2	0.0652	0.0858	1.3168	Chr01	Sexchr	Chr01
RBH_pair_5363.fa.best.phy	TRINITY_DN126541_c4_g1_i1	0.0504	0.0664	1.318	Chr01	Sexchr	Chr01
RBH_pair_1513.fa.best.phy	TRINITY_DN116915_c0_g1_i3	0.1269	0.1672	1.3183	Chr01	Sexchr	Chr01
RBH_pair_6250.fa.best.phy	TRINITY_DN128202_c0_g2_i2	0.0855	0.1128	1.3191	Chr01	Sexchr	Chr01
RBH_pair_520.fa.best.phy	TRINITY_DN110705_c0_g1_i1	0.0639	0.0844	1.3193	Chr01	Sexchr	Chr01
RBH_pair_10554.fa.best.phy	TRINITY_DN136739_c19_g2_i1	0.1341	0.1769	1.3193	Chr01	Sexchr	Chr01
RBH_pair_4580.fa.best.phy	TRINITY_DN125001_c0_g1_i2	0.0311	0.041	1.3197	Chr01	Sexchr	Chr01
RBH_pair_3375.fa.best.phy	TRINITY_DN122453_c4_g2_i1	0.0812	0.1071	1.3197	Chr01	Sexchr	Chr01
RBH_pair_2097.fa.best.phy	TRINITY_DN118998_c1_g1_i2	0.0508	0.067	1.3205	Chr01	Sexchr	Chr01
RBH_pair_9682.fa.best.phy	TRINITY_DN134438_c0_g1_i3	0.052	0.0688	1.3232	Chr01	Sexchr	Chr01
RBH_pair_4022.fa.best.phy	TRINITY_DN123870_c1_g7_i1	0.1285	0.1701	1.3237	Chr01	Sexchr	Chr01
RBH_pair_10960.fa.best.phy	TRINITY_DN68190_c0_g1_i1	0.1156	0.1533	1.3264	Chr01	Sexchr	Chr01
