gid	gname	chr	start	end	logFC.XY43.XX43	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN109459_c0_g1_i1	NA	NA	NA	NA	-0.131833669	unbias	0.428867672	Brain_mmean	0.0437	0.0557	1.2764
TRINITY_DN109463_c0_g2_i1	NA	NA	NA	NA	-0.375846092	unbias	0.680497095	Testis_mean	0.1004	0.1422	1.4162
TRINITY_DN109491_c0_g2_i1	pon2	scaffold_73	300787	300787	-0.338085374	unbias	0.322026292	Testis_mean	0.1369	0.1757	1.2834
TRINITY_DN109500_c0_g1_i1	NA	NA	NA	NA	-0.149482591	unbias	0.168483933	G23_mmean	0.0275	0.0505	1.8368
TRINITY_DN109502_c0_g1_i2	NA	NA	NA	NA	-0.277972659	unbias	0.717366903	G43_F_mean	0.0425	0.0489	1.1518
TRINITY_DN109511_c0_g1_i1	NA	NA	NA	NA	-0.098430714	unbias	0.599485441	Brain_fmean	0.0263	0.0492	1.8727
TRINITY_DN109559_c0_g1_i1	NA	NA	NA	NA	0.063156627	unbias	0.487463506	Liver_fmean	0.1326	0.2053	1.5487
TRINITY_DN109560_c0_g1_i1	NA	NA	NA	NA	-0.306464268	unbias	0.567490799	Ovary_mean	0.1453	0.2157	1.4848
TRINITY_DN109596_c0_g1_i1	NA	NA	NA	NA	-1.018602893	unbias	0.741428955	Ovary_mean	0.0744	0.111	1.4913
TRINITY_DN109625_c0_g1_i3	NA	NA	NA	NA	-0.198853898	unbias	0.347937566	Ovary_mean	0.0295	0.0547	1.8545
TRINITY_DN109635_c0_g2_i1	NA	NA	NA	NA	-0.072199965	unbias	0.223051012	Brain_mmean	0.001	0.0007	0.6815
TRINITY_DN109640_c0_g2_i2	NA	NA	NA	NA	0.476235297	unbias	0.319815009	Brain_fmean	0.0819	0.1633	1.9941
TRINITY_DN109666_c0_g1_i1	NA	NA	NA	NA	-5.915561205	female	0.884110453	Ovary_mean	0.1894	0.3577	1.8886
TRINITY_DN109667_c0_g1_i2	NA	NA	NA	NA	0.069878203	unbias	0.368720459	Ovary_mean	0.0371	0.0672	1.8078
TRINITY_DN109678_c0_g1_i4	NA	NA	NA	NA	-0.620854708	unbias	0.376181827	Ovary_mean	0.0389	0.0457	1.1736
TRINITY_DN109692_c0_g1_i2	NA	NA	NA	NA	-0.205280981	unbias	0.200661263	Brain_fmean	0.0239	0.0357	1.491
TRINITY_DN109728_c0_g1_i1	NA	NA	NA	NA	-0.042916509	unbias	0.591325562	G23_fmean	0.1097	0.0752	0.6858
TRINITY_DN109810_c0_g1_i1	NA	NA	NA	NA	-0.034815937	unbias	0.217860969	Ovary_mean	0.0305	0.0603	1.9804
TRINITY_DN109817_c0_g1_i1	ctbp1	Chr01	14365424	14365424	0.24729904	unbias	0.526879161	Brain_fmean	0.0695	0.0727	1.0463
TRINITY_DN109844_c0_g2_i1	NA	NA	NA	NA	0.270872094	unbias	0.378689642	Ovary_mean	0.1636	0.2496	1.526
TRINITY_DN109864_c0_g1_i1	LOC100489362	Chr07	94982653	94982653	-0.470599271	unbias	0.457913161	Ovary_mean	0.0612	0.102	1.6682
TRINITY_DN109879_c0_g1_i1	NA	NA	NA	NA	0.062383931	unbias	0.204207654	Ovary_mean	0.1064	0.1152	1.0825
TRINITY_DN109897_c0_g1_i1	NA	NA	NA	NA	0.185846933	unbias	0.392687925	Brain_fmean	0.1177	0.1733	1.4721
TRINITY_DN109929_c0_g1_i1	steap1	Chr06	20814169	20814169	-5.041153273	female	0.908644545	Ovary_mean	0.0768	0.1115	1.4529
TRINITY_DN109936_c0_g2_i1	NA	NA	NA	NA	-0.075738452	unbias	0.407999692	Ovary_mean	0.0183	0.0269	1.4722
TRINITY_DN109948_c0_g1_i1	NA	NA	NA	NA	0.64295093	unbias	0.733913823	G23_mmean	0.1102	0.1544	1.4009
TRINITY_DN109961_c0_g1_i1	NA	NA	NA	NA	-0.128014831	unbias	0.768491423	G46_M_mean	0.144	0.2259	1.5693
TRINITY_DN109976_c0_g1_i1	NA	NA	NA	NA	-0.423048883	unbias	0.46210724	G43_F_mean	0.1189	0.1333	1.121
TRINITY_DN109980_c0_g1_i1	NA	NA	NA	NA	-0.375460593	unbias	0.782392399	G46_M_mean	0.1102	0.0602	0.5468
TRINITY_DN109980_c1_g1_i1	NA	NA	NA	NA	-0.643680881	unbias	0.585118749	G43_F_mean	0.0447	0.0508	1.138
TRINITY_DN109991_c0_g1_i2	nfe2	Chr02	142407017	142407017	-0.320302741	unbias	0.217750635	Ovary_mean	0.0762	0.1381	1.8122
TRINITY_DN110022_c0_g1_i1	NA	NA	NA	NA	-0.506393807	unbias	0.470067433	Ovary_mean	0.0759	0.12	1.5823
TRINITY_DN110047_c0_g1_i3	NA	NA	NA	NA	0.432351379	unbias	0.440789349	Brain_mmean	0.124	0.2167	1.7478
TRINITY_DN110052_c0_g1_i1	fam3b	Chr02	6759459	6759459	0.356597851	unbias	0.866123363	G46_F_mean	0.1299	0.1261	0.9714
TRINITY_DN110102_c0_g2_i3	NA	NA	NA	NA	0.14217041	unbias	0.369491967	Brain_mmean	0.0216	0.0363	1.6819
TRINITY_DN110103_c0_g1_i1	NA	NA	NA	NA	-4.563973049	female	0.94119046	Ovary_mean	0.0936	0.1712	1.8293
TRINITY_DN110132_c0_g2_i1	NA	NA	NA	NA	0.029182152	unbias	0.234173396	Ovary_mean	0.0019	0.003	1.6174
TRINITY_DN110142_c0_g3_i1	NA	NA	NA	NA	0.141428359	unbias	0.481214133	G27_mmean	0.0898	0.1651	1.839
TRINITY_DN110146_c0_g1_i3	NA	NA	NA	NA	-0.683703371	unbias	0.466524709	Liver_mmean	0.0728	0.1335	1.8353
TRINITY_DN110153_c0_g1_i1	pura	Chr03	21904026	21904026	0.046159499	unbias	0.326923355	Ovary_mean	0.0679	0.1167	1.7178
TRINITY_DN110209_c0_g1_i1	NA	NA	NA	NA	-1.138528126	unbias	0.871513803	Brain_mmean	0.0626	0.1133	1.8101
TRINITY_DN110214_c0_g1_i3	LOC100487433-like	scaffold_979	610	610	0.775814203	unbias	0.71189003	Liver_fmean	0.1288	0.1689	1.3121
TRINITY_DN110248_c0_g1_i1	dis3l	Chr03	117066135	117066135	-0.030894828	unbias	0.61797429	Brain_fmean	0.0129	0.0199	1.5477
TRINITY_DN110265_c0_g1_i1	NA	NA	NA	NA	-0.25695783	unbias	0.420425266	Ovary_mean	0.0534	0.0796	1.4913
TRINITY_DN110307_c0_g1_i3	gclm	Chr04	93684285	93684285	-0.131824522	unbias	0.263558186	Ovary_mean	0.0399	0.0735	1.8415
TRINITY_DN110314_c0_g1_i3	NA	NA	NA	NA	-0.083581417	unbias	0.466233778	Ovary_mean	0.0766	0.1499	1.9564
TRINITY_DN110346_c0_g1_i2	NA	NA	NA	NA	-0.320013805	unbias	0.472320568	Ovary_mean	0.0737	0.1275	1.7291
TRINITY_DN110371_c0_g1_i1	prl.1	Chr06	31040223	31040223	0.034487789	unbias	0.700511446	Brain_mmean	0.0947	0.1543	1.6304
TRINITY_DN110399_c0_g1_i1	NA	NA	NA	NA	0.270131573	unbias	0.780438032	Brain_fmean	0.0299	0.0352	1.1772
TRINITY_DN110445_c1_g1_i3	rnf4	Chr01	11979280	11979280	-0.2333257	unbias	0.386274659	Brain_fmean	0.0353	0.0538	1.5229
TRINITY_DN110448_c0_g2_i1	NA	NA	NA	NA	0.121135892	unbias	0.469954318	G27_fmean	0.025	0.0368	1.4723
TRINITY_DN110451_c0_g1_i1	NA	NA	NA	NA	-0.28726463	unbias	0.549252228	Ovary_mean	0.2742	0.4011	1.4629
TRINITY_DN110486_c0_g1_i1	NA	NA	NA	NA	-0.215830994	unbias	0.577758644	Ovary_mean	0.0705	0.0946	1.3423
TRINITY_DN110510_c0_g1_i1	NA	NA	NA	NA	1.009564015	unbias	0.505352027	Brain_mmean	0.0305	0.0325	1.0675
TRINITY_DN110587_c0_g1_i1	ubash3b	Chr07	88558299	88558299	-0.478012023	unbias	0.120283759	Brain_fmean	0.1585	0.1584	0.9991
TRINITY_DN110646_c0_g1_i1	NA	NA	NA	NA	-0.558929123	unbias	0.876020823	G46_F_mean	0.0757	0.0812	1.073
TRINITY_DN110679_c0_g1_i1	NA	NA	NA	NA	-6.009040831	female	0.961835041	Ovary_mean	0.1135	0.1386	1.2213
TRINITY_DN110702_c0_g1_i1	kcnh4	scaffold_113	1047816	1047816	0.34216452	unbias	0.539669853	G23_mmean	0.1235	0.0957	0.7746
TRINITY_DN110705_c0_g1_i1	NA	NA	NA	NA	-0.065522274	unbias	0.441203622	Brain_fmean	0.0639	0.0844	1.3193
TRINITY_DN110721_c0_g1_i2	NA	NA	NA	NA	-0.049876309	unbias	0.49389768	G46_M_mean	0.122	0.1757	1.4404
TRINITY_DN110725_c0_g1_i3	NA	NA	NA	NA	-0.200120543	unbias	0.38073112	Liver_mmean	0.0975	0.1536	1.5759
TRINITY_DN110732_c0_g1_i2	slc25a10	Chr10	19666060	19666060	0.182523292	unbias	0.43160835	G43_M_mean	0.2194	0.3914	1.7836
TRINITY_DN110750_c0_g1_i1	NA	NA	NA	NA	0.147538979	unbias	0.195435661	Testis_mean	0.0698	0.0976	1.3977
TRINITY_DN110750_c1_g2_i1	NA	NA	NA	NA	-0.461765361	unbias	0.312674829	Ovary_mean	0.2514	0.3387	1.3476
TRINITY_DN110756_c0_g1_i1	NA	NA	NA	NA	0.30141479	unbias	0.25482258	Brain_mmean	0.0188	0.0175	0.9307
TRINITY_DN110780_c0_g1_i2	NA	NA	NA	NA	0.357357641	unbias	0.664006321	Ovary_mean	0.1339	0.1281	0.9568
TRINITY_DN110790_c0_g1_i1	NA	NA	NA	NA	-0.201662491	unbias	0.09871661	Testis_mean	0.0143	0.0167	1.1646
TRINITY_DN110840_c0_g1_i1	Xetrov90001099m	Chr01	59453619	59453619	-0.677631875	unbias	0.74875725	Liver_fmean	0.1062	0.1878	1.7684
TRINITY_DN110842_c0_g1_i2	NA	NA	NA	NA	-0.159032697	unbias	0.390911571	Ovary_mean	0.0526	0.0684	1.3003
TRINITY_DN110867_c0_g1_i1	NA	NA	NA	NA	0.227385028	unbias	0.422917224	G43_M_mean	0.236	0.2858	1.2107
TRINITY_DN110884_c0_g1_i2	tomm22	Chr04	110087033	110087033	-0.039384868	unbias	0.457826232	Ovary_mean	0.1472	0.216	1.4676
TRINITY_DN110896_c0_g2_i2	NA	NA	NA	NA	-0.05780438	unbias	0.4467911	Testis_mean	0.1319	0.1922	1.4577
TRINITY_DN110930_c0_g1_i1	dab2-like	Chr01	183607385	183607385	-0.374812761	unbias	0.321047703	G27_fmean	0.0713	0.091	1.2768
TRINITY_DN110953_c0_g1_i2	NA	NA	NA	NA	-0.09238168	unbias	0.182346883	Brain_mmean	0.0036	0.0043	1.1874
TRINITY_DN110955_c0_g1_i1	NA	NA	NA	NA	-0.613618047	unbias	0.194154972	G23_mmean	0.1555	0.1982	1.275
TRINITY_DN110974_c0_g1_i4	NA	NA	NA	NA	-0.107649396	unbias	0.59479159	Liver_mmean	0.0656	0.1043	1.591
TRINITY_DN110993_c0_g1_i2	NA	NA	NA	NA	-0.148527538	unbias	0.478932932	Ovary_mean	0.0685	0.0716	1.0444
TRINITY_DN110995_c0_g1_i1	NA	NA	NA	NA	-0.875754347	unbias	0.318914841	Liver_mmean	0.1761	0.2911	1.6536
TRINITY_DN110999_c0_g1_i1	LOC100487058	Chr02	11927692	11927692	-0.928295538	unbias	0.461802222	Ovary_mean	0.1523	0.2516	1.6521
TRINITY_DN111014_c0_g1_i2	NA	NA	NA	NA	0.043204501	unbias	0.384717802	Ovary_mean	0.0475	0.0894	1.8827
TRINITY_DN111019_c0_g1_i1	NA	NA	NA	NA	-0.126412032	unbias	0.212863952	Liver_fmean	0.0596	0.053	0.8884
TRINITY_DN111028_c0_g1_i1	fam172a	Chr01	171646628	171646628	-6.455165359	female	0.925147631	Ovary_mean	0.1157	0.1407	1.2163
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	0.050129095	unbias	0.252918482	Testis_mean	0.1324	0.1649	1.2455
TRINITY_DN111046_c0_g1_i1	NA	NA	NA	NA	0.03891701	unbias	0.637574379	Brain_mmean	0.0115	0.0147	1.2843
TRINITY_DN111048_c0_g2_i3	crh	Chr06	103935042	103935042	-0.154777303	unbias	0.383817403	Brain_mmean	0.0272	0.0381	1.3969
TRINITY_DN111053_c0_g1_i1	NA	NA	NA	NA	-0.297096016	unbias	0.079692963	G23_mmean	0.0237	0.0391	1.6472
TRINITY_DN111067_c0_g1_i1	NA	NA	NA	NA	0.406042304	unbias	0.506347406	Ovary_mean	0.1297	0.2248	1.7337
TRINITY_DN111071_c0_g1_i1	NA	NA	NA	NA	-0.282127394	unbias	0.55389613	G31_fmean	0.1357	0.1824	1.3442
TRINITY_DN111096_c0_g1_i1	NA	NA	NA	NA	0.251789739	unbias	0.382508478	G43_M_mean	0.1598	0.3196	1.9997
TRINITY_DN111118_c0_g1_i1	fam192a	Chr04	53838410	53838410	0.154972526	unbias	0.681523162	Brain_mmean	0.1024	0.18	1.7586
TRINITY_DN111122_c0_g2_i3	wbscr22	Chr02	37205779	37205779	-0.327980922	unbias	0.348794098	G27_mmean	0.078	0.1301	1.668
TRINITY_DN111129_c0_g1_i1	NA	NA	NA	NA	-0.007843845	unbias	0.323250722	Ovary_mean	0.1258	0.1457	1.1584
TRINITY_DN111151_c0_g1_i1	NA	NA	NA	NA	-0.32443817	unbias	0.643285623	Ovary_mean	0.0531	0.1035	1.948
TRINITY_DN111155_c0_g2_i2	NA	NA	NA	NA	-0.123802043	unbias	0.197250617	G23_fmean	0.151	0.1401	0.9275
TRINITY_DN111162_c0_g1_i1	NA	NA	NA	NA	-0.079214685	unbias	0.552385511	Brain_mmean	0.0507	0.052	1.0273
TRINITY_DN111163_c0_g1_i3	NA	NA	NA	NA	-0.553738883	unbias	0.919329772	Testis_mean	0.0807	0.1503	1.8639
TRINITY_DN111167_c0_g1_i1	nod1	Chr06	72837948	72837948	0.494496028	unbias	0.480721623	G43_M_mean	0.018	0.0226	1.2555
TRINITY_DN111210_c0_g1_i1	NA	NA	NA	NA	0.028063679	unbias	0.605714815	Brain_fmean	0.0549	0.0782	1.4258
TRINITY_DN111211_c0_g2_i1	NA	NA	NA	NA	-0.113471219	unbias	0.611170877	Brain_mmean	0.0421	0.0584	1.3863
TRINITY_DN111221_c0_g1_i1	NA	NA	NA	NA	-0.138640968	unbias	0.520136822	Liver_fmean	0.0231	0.033	1.4292
TRINITY_DN111223_c0_g1_i1	NA	NA	NA	NA	-0.098260509	unbias	0.379108225	Ovary_mean	0.0334	0.0378	1.1319
TRINITY_DN111231_c0_g1_i1	nceh1	Chr05	93084095	93084095	0.052842131	unbias	0.289171903	Liver_mmean	0.065	0.0898	1.3814
TRINITY_DN111236_c0_g1_i1	NA	NA	NA	NA	-3.74342717	female	0.864120761	Ovary_mean	0.0342	0.0568	1.6622
TRINITY_DN111238_c0_g2_i3	LOC100158551	Chr09	18495684	18495684	-0.186528599	unbias	0.762643118	Brain_mmean	0.0778	0.141	1.8116
TRINITY_DN111246_c0_g1_i4	slc31a2	Chr08	12094695	12094695	0.11265743	unbias	0.221721074	Ovary_mean	0.0614	0.083	1.351
TRINITY_DN111247_c0_g1_i1	NA	NA	NA	NA	0.042658386	unbias	0.44972447	Testis_mean	0.0569	0.0728	1.2808
TRINITY_DN111292_c0_g1_i1	NA	NA	NA	NA	0.273753064	unbias	0.357765501	Brain_fmean	0.0596	0.1115	1.8711
TRINITY_DN111332_c0_g2_i5	NA	NA	NA	NA	-0.05073378	unbias	0.422805123	Ovary_mean	0.0224	0.0268	1.1966
TRINITY_DN111341_c0_g1_i1	NA	NA	NA	NA	0.196718818	unbias	0.695582381	Brain_fmean	0.0747	0.1189	1.5915
TRINITY_DN111353_c0_g1_i1	NA	NA	NA	NA	0.645105941	unbias	0.590000759	Liver_fmean	0.0552	0.0605	1.0945
TRINITY_DN111361_c0_g1_i1	NA	NA	NA	NA	0.572021628	unbias	0.586618904	Brain_mmean	0.001	0.0014	1.3659
TRINITY_DN111370_c0_g2_i1	LOC100493411	Chr08	15733074	15733074	0.025415795	unbias	0.16980974	Ovary_mean	0.0318	0.0444	1.3962
TRINITY_DN111408_c0_g2_i1	col11a2p1	Chr08	51239333	51239333	0.886495341	unbias	0.412090312	Brain_mmean	0.0392	0.024	0.6109
TRINITY_DN111417_c0_g1_i3	NA	NA	NA	NA	-0.171344425	unbias	0.450397615	Liver_mmean	0.0337	0.0506	1.5002
TRINITY_DN111419_c0_g1_i1	stambpl1	Chr07	4489819	4489819	0.247380225	unbias	0.713096787	Brain_mmean	0.1834	0.2216	1.2082
TRINITY_DN111428_c0_g1_i1	cdkn2b	Chr01	108984313	108984313	-0.219180281	unbias	0.395005672	Brain_fmean	0.1381	0.2756	1.9956
TRINITY_DN111446_c0_g1_i2	ctdsp1	Chr09	77072625	77072625	-0.384434857	unbias	0.273761526	Brain_mmean	0.0103	0.0079	0.7733
TRINITY_DN111460_c0_g3_i3	NA	NA	NA	NA	0.081658024	unbias	0.206913115	G23_mmean	0.0195	0.0343	1.7571
TRINITY_DN111477_c0_g2_i1	NA	NA	NA	NA	1.096016505	unbias	0.641183448	Brain_mmean	0.1778	0.3255	1.8309
TRINITY_DN111504_c0_g1_i1	ints8	Chr06	115589497	115589497	-0.572019302	unbias	0.185446175	Ovary_mean	0.0757	0.1377	1.8203
TRINITY_DN111534_c0_g1_i1	NA	NA	NA	NA	-0.486455213	unbias	0.61632813	G31_fmean	0.1705	0.3378	1.9806
TRINITY_DN111536_c1_g1_i1	NA	NA	NA	NA	0.070878507	unbias	0.772372769	Brain_mmean	0.0723	0.1132	1.5659
TRINITY_DN111548_c0_g1_i3	NA	NA	NA	NA	-0.029662608	unbias	0.268108288	Ovary_mean	0.0064	0.0093	1.4643
TRINITY_DN111569_c0_g1_i1	NA	NA	NA	NA	-0.322602084	unbias	0.548335002	G23_fmean	0.1975	0.3546	1.7958
TRINITY_DN111579_c0_g1_i1	NA	NA	NA	NA	0.605346428	unbias	0.331606612	G23_fmean	0.0705	0.1203	1.7064
TRINITY_DN111590_c0_g1_i1	NA	NA	NA	NA	-0.163310612	unbias	0.348738005	Ovary_mean	0.0636	0.1067	1.6789
TRINITY_DN111594_c0_g1_i2	NA	NA	NA	NA	-1.799993988	unbias	0.746224148	Ovary_mean	0.1131	0.1922	1.7001
TRINITY_DN111615_c0_g1_i2	NA	NA	NA	NA	0.21788305	unbias	0.442617538	Ovary_mean	0.0703	0.098	1.3928
TRINITY_DN111616_c0_g2_i4	NA	NA	NA	NA	0.498368016	unbias	0.407383947	G23_fmean	0.0553	0.0723	1.3066
TRINITY_DN111668_c0_g1_i1	NA	NA	NA	NA	0.16915236	unbias	0.252418711	Ovary_mean	0.0377	0.0476	1.2651
TRINITY_DN111670_c0_g1_i1	NA	NA	NA	NA	-0.077240264	unbias	0.519929271	G43_M_mean	0.1353	0.2288	1.6909
TRINITY_DN111683_c1_g3_i4	NA	NA	NA	NA	0.36595641	unbias	0.661040956	Brain_fmean	0.0893	0.0946	1.0591
TRINITY_DN111702_c0_g1_i2	NA	NA	NA	NA	0.573306348	unbias	0.834605044	Brain_mmean	0.0654	0.0685	1.0467
TRINITY_DN111713_c0_g3_i1	NA	NA	NA	NA	0.219879823	unbias	0.615511661	Ovary_mean	0.0137	0.0226	1.6535
TRINITY_DN111719_c1_g1_i1	NA	NA	NA	NA	-0.016159026	unbias	0.397042486	Ovary_mean	0.0652	0.12	1.8406
TRINITY_DN111747_c0_g1_i1	NA	NA	NA	NA	-0.041480927	unbias	0.297215127	Ovary_mean	0.007	0.0096	1.3606
TRINITY_DN111752_c0_g1_i1	NA	NA	NA	NA	-0.161806042	unbias	0.306260946	Ovary_mean	0.0065	0.0096	1.4829
TRINITY_DN111757_c0_g1_i1	NA	NA	NA	NA	0.010962494	unbias	0.649305693	Brain_fmean	0.0821	0.1229	1.4972
TRINITY_DN111780_c0_g2_i2	fah	Chr03	115608174	115608174	-0.088621048	unbias	0.305712211	Ovary_mean	0.0213	0.0385	1.8056
TRINITY_DN111797_c0_g1_i1	LOC100491633	Chr06	134400774	134400774	-0.24240047	unbias	0.300272617	Ovary_mean	0.0019	0.003	1.5931
TRINITY_DN111800_c0_g2_i1	NA	NA	NA	NA	-0.150165844	unbias	0.521965468	G43_M_mean	0.1023	0.1078	1.0537
TRINITY_DN111833_c0_g1_i3	NA	NA	NA	NA	-0.247993589	unbias	0.149274427	G27_fmean	0.0868	0.1353	1.5578
TRINITY_DN111860_c0_g1_i1	NA	NA	NA	NA	-0.304767337	unbias	0.582314643	Ovary_mean	0.0065	0.0129	1.9956
TRINITY_DN111910_c0_g1_i1	atxn2	Chr01	154471748	154471748	0.400385773	unbias	0.643102708	G23_fmean	0.1139	0.151	1.3251
TRINITY_DN111942_c0_g2_i1	prdm8	Chr01	76503565	76503565	-0.613947956	unbias	0.630483157	G27_fmean	0.1355	0.2657	1.9614
TRINITY_DN111980_c0_g1_i1	NA	NA	NA	NA	0.020746403	unbias	0.258777882	G43_M_mean	0.0932	0.0924	0.9916
TRINITY_DN112005_c0_g1_i1	etnppl	Chr01	57862643	57862643	-0.077208744	unbias	0.70758374	G43_M_mean	0.0555	0.1017	1.8301
TRINITY_DN112006_c0_g1_i1	NA	NA	NA	NA	0.016773657	unbias	0.359376172	Ovary_mean	0.0276	0.0278	1.008
TRINITY_DN112007_c0_g1_i2	NA	NA	NA	NA	-0.037052555	unbias	0.495348491	G23_mmean	0.0684	0.0917	1.3403
TRINITY_DN112043_c0_g1_i1	NA	NA	NA	NA	-0.14335164	unbias	0.283223997	Brain_mmean	0.0177	0.026	1.4702
TRINITY_DN112070_c0_g1_i2	NA	NA	NA	NA	-0.098945697	unbias	0.504114148	G23_fmean	0.0169	0.0126	0.7471
TRINITY_DN112081_c0_g3_i7	NA	NA	NA	NA	0.296376843	unbias	0.303035776	Ovary_mean	0.1014	0.1213	1.1953
TRINITY_DN112088_c0_g1_i1	NA	NA	NA	NA	0.276731439	unbias	0.260554	G27_mmean	0.1219	0.2058	1.6879
TRINITY_DN112096_c1_g2_i2	NA	NA	NA	NA	0.118712109	unbias	0.237900994	Ovary_mean	0.0045	0.0058	1.2987
TRINITY_DN112100_c0_g1_i1	NA	NA	NA	NA	-0.290754603	unbias	0.16243017	Ovary_mean	0.0052	0.0093	1.7907
TRINITY_DN112103_c0_g1_i1	NA	NA	NA	NA	-0.277888724	unbias	0.259403651	Ovary_mean	0.0145	0.021	1.455
TRINITY_DN112117_c1_g1_i4	nnt	Chr01	181902473	181902473	-0.134715195	unbias	0.815053645	Ovary_mean	0.08	0.0821	1.0271
TRINITY_DN112147_c0_g1_i2	txndc5	Chr06	83529560	83529560	0.364312941	unbias	0.437699156	Brain_fmean	0.2469	0.4908	1.9881
TRINITY_DN112160_c0_g1_i1	LOC100497991-like	Chr06	52244459	52244459	-0.182086897	unbias	0.466095529	Brain_fmean	0.1649	0.2064	1.2516
TRINITY_DN112165_c1_g1_i2	NA	NA	NA	NA	-0.289703741	unbias	0.093106066	Ovary_mean	0.0245	0.0279	1.1382
TRINITY_DN112166_c0_g2_i1	NA	NA	NA	NA	-0.251502088	unbias	0.530326594	Ovary_mean	0.0432	0.0426	0.9858
TRINITY_DN112199_c0_g1_i2	NA	NA	NA	NA	-0.036532257	unbias	0.322112106	Brain_fmean	0.0991	0.1499	1.5118
TRINITY_DN112219_c0_g1_i1	NA	NA	NA	NA	-0.253754306	unbias	0.582412281	G43_F_mean	0.0476	0.0894	1.878
TRINITY_DN112238_c0_g7_i3	NA	NA	NA	NA	0.348639927	unbias	0.427988909	G23_fmean	0.1107	0.1991	1.7987
TRINITY_DN112266_c0_g1_i1	NA	NA	NA	NA	-0.275643243	unbias	0.53519476	Liver_fmean	0.0356	0.0408	1.1489
TRINITY_DN112269_c0_g1_i1	NA	NA	NA	NA	-0.244634225	unbias	0.668273814	Brain_fmean	0.022	0.0294	1.3368
TRINITY_DN112271_c0_g1_i2	LOC101734821	scaffold_135	395031	395031	0.52476236	unbias	0.711032089	Brain_mmean	0.0655	0.1062	1.6204
TRINITY_DN112272_c0_g1_i1	NA	NA	NA	NA	-5.163111735	female	0.918752232	Ovary_mean	0.2092	0.3533	1.6892
TRINITY_DN112291_c0_g2_i1	NA	NA	NA	NA	-0.335351159	unbias	0.298016317	Liver_mmean	0.0582	0.1103	1.8941
TRINITY_DN112298_c0_g1_i1	NA	NA	NA	NA	-0.212216183	unbias	0.61501859	G23_fmean	0.0813	0.1033	1.2704
TRINITY_DN112304_c0_g1_i1	NA	NA	NA	NA	-0.103228644	unbias	0.411661857	G43_M_mean	0.1211	0.1572	1.2978
TRINITY_DN112321_c0_g1_i1	NA	NA	NA	NA	-0.172384678	unbias	0.516373938	Ovary_mean	0.2588	0.3151	1.2177
TRINITY_DN112325_c0_g1_i1	NA	NA	NA	NA	0.106575318	unbias	0.383717478	Ovary_mean	0.0464	0.0584	1.2572
TRINITY_DN112341_c0_g1_i1	NA	NA	NA	NA	-0.189148566	unbias	0.425758342	Ovary_mean	0.0139	0.0212	1.5287
TRINITY_DN112362_c1_g2_i1	NA	NA	NA	NA	0.538155724	unbias	0.538346809	Brain_mmean	0.0449	0.0522	1.1629
TRINITY_DN112380_c0_g3_i2	gramd4	Chr03	64876625	64876625	-0.058479745	unbias	0.469910262	Ovary_mean	0.0124	0.0216	1.7426
TRINITY_DN112396_c1_g1_i1	NA	NA	NA	NA	-0.126039941	unbias	0.434579106	Ovary_mean	0.0027	0.0028	1.0438
TRINITY_DN112409_c0_g1_i1	NA	NA	NA	NA	-0.048885782	unbias	0.169562831	Ovary_mean	0.0355	0.0437	1.2311
TRINITY_DN112429_c0_g2_i1	NA	NA	NA	NA	0.073009284	unbias	0.29417393	G27_mmean	0.1753	0.1528	0.8718
TRINITY_DN112434_c0_g1_i1	LOC101731408	Chr08	55043	55043	0.362745576	unbias	0.569230517	G27_mmean	0.0299	0.0464	1.5526
TRINITY_DN112453_c0_g3_i1	NA	NA	NA	NA	-0.269170241	unbias	0.487691855	Ovary_mean	0.0712	0.1194	1.6772
TRINITY_DN112465_c0_g1_i1	NA	NA	NA	NA	0.021091216	unbias	0.381228399	Ovary_mean	0.0449	0.0518	1.1539
TRINITY_DN112473_c1_g1_i1	NA	NA	NA	NA	0.293057991	unbias	0.750149699	Brain_mmean	0.0902	0.1123	1.2449
TRINITY_DN112473_c1_g2_i2	NA	NA	NA	NA	0.470974228	unbias	0.547831964	Ovary_mean	0.0734	0.0941	1.2819
TRINITY_DN112477_c0_g2_i1	NA	NA	NA	NA	0.362431852	unbias	0.608638016	G27_fmean	0.1186	0.1227	1.0348
TRINITY_DN112489_c0_g2_i2	NA	NA	NA	NA	-0.01078526	unbias	0.495006312	G46_M_mean	0.0696	0.1284	1.8443
TRINITY_DN112492_c0_g1_i2	NA	NA	NA	NA	0.496511495	unbias	0.656797068	Brain_mmean	0.0954	0.1806	1.8923
TRINITY_DN112494_c0_g2_i2	NA	NA	NA	NA	-0.191743634	unbias	0.414318043	G23_mmean	0.0567	0.1027	1.8125
TRINITY_DN112501_c0_g1_i7	NA	NA	NA	NA	-0.559429782	unbias	0.504643265	Ovary_mean	0.1245	0.1917	1.5398
TRINITY_DN112529_c0_g1_i1	NA	NA	NA	NA	-0.092201918	unbias	0.449357777	Ovary_mean	0.1821	0.324	1.7792
TRINITY_DN112586_c1_g1_i2	NA	NA	NA	NA	0.770318425	unbias	0.55418771	Ovary_mean	0.0566	0.0802	1.4158
TRINITY_DN112607_c0_g1_i1	NA	NA	NA	NA	-0.075310438	unbias	0.365156186	Brain_mmean	0.0674	0.0589	0.8734
