gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb
TRINITY_DN102412_c0_g1_i1	1.01E-10	8.66E-10	1.990686456	2	0.993266007	0	NA	1.850517784	0.887929	0	NA	2.525759325	1.336717174	1.312796713	0.392643532	0.246004502	-2.023243377	2.924881749	1.548378299	0.065165285	-3.939752576	0.136098891	-2.877272784	NA	NA	NA	NA	0.572985272	-4.303721729	3	female
TRINITY_DN102429_c0_g1_i2	0.016394324	0.031997228	2.514007696	2	1.329989066	7.336263919	2.87504554	4.600950656	2.201931984	3.405242741	1.767757644	1.20397166	0.267801433	2.865525244	1.518799606	7.4303188	2.893424111	4.309420204	2.10749378	9.025155363	3.173951767	7.419366796	2.891296066	gdpd5	Chr02	169719095	169719095	1.129728564	1.170749141	1	male
TRINITY_DN102500_c0_g1_i1	4.02E-05	0.000140067	0.486316243	2	-1.040033316	1.603948949	0.681628224	1.393465599	0.478677387	2.759850723	1.464590235	0.846907039	-0.239724474	0.806275955	-0.310654397	3.171072409	1.664970821	0.275578693	-1.859463748	3.663920605	1.873388241	2.609494134	1.383770159	NA	NA	NA	NA	3.07015002	1.873934767	1	male
TRINITY_DN102559_c0_g2_i1	0.000673786	0.001828536	14.1871206	2	3.826509906	10.0344853	3.326894713	18.94186663	4.243506603	7.98336283	2.996996581	18.26610461	4.191097096	20.93286046	4.387697563	7.834081565	2.969764149	16.52215876	4.046330294	4.743329322	2.245900036	10.14815277	3.343145238	gpatch1	Chr04	20982131	20982131	4.158830565	-1.128646076	1	female
TRINITY_DN102628_c0_g1_i1	3.11E-29	1.49E-27	9.273011088	2	3.21303788	0.489488624	-1.030652764	15.14452628	3.920724546	0.602003104	-0.732157169	10.4585128	3.38660581	12.21329378	3.610380425	0.552666761	-0.855518248	7.538110443	2.914202932	0.362510542	-1.463905145	0.37855495	-1.401425362	NA	NA	NA	NA	4.022279886	-4.485673367	3	female
TRINITY_DN102772_c0_g1_i1	0.034518402	0.06128395	0.894302479	2	-0.16116522	1.057991829	0.081328485	8.910846821	3.155562541	0.632003259	-0.661996097	2.920133283	1.546034219	2.905139094	1.53860724	1.450520734	0.536570918	1.672342536	0.741870376	2.459105502	1.298133632	1.069976425	0.09757901	NA	NA	NA	NA	0.065922251	-1.340109633	1	female
TRINITY_DN102865_c0_g1_i2	0.000438076	0.001237432	6.800014144	2	2.765537747	19.04914778	4.251654551	6.261575932	2.646525805	23.97116902	4.583228363	1.424397173	0.510351478	9.926163509	3.31123622	26.11663253	4.706896983	13.27082847	3.730186533	28.88537341	4.85226724	18.11363983	4.179004571	os9-like	Chr02	138049041	138049041	4.067901952	1.621113902	1	male
TRINITY_DN102868_c0_g1_i4	5.65E-17	1.03E-15	14.70138306	2	3.877879981	0	NA	12.45619548	3.638791585	0.270558917	-1.885985305	8.000648357	3.000116918	19.24434768	4.266362864	0.08279521	-3.594308885	9.664992899	3.272768672	0.877280447	-0.188889981	0.366443254	-1.448338289	NA	NA	NA	NA	1.62035649	-5.344742018	5	female
TRINITY_DN102894_c0_g1_i2	5.43E-159	6.12E-155	566.5559875	2	9.146074721	0	NA	346.4027028	8.436306376	0	NA	401.6547089	8.64981198	386.7086855	8.595103358	0	NA	503.096576	8.974691561	0	NA	0	NA	LOC101731441	Chr07	95541409	95541409	7.884053942	-15.8812175	7	female
TRINITY_DN102894_c0_g2_i1	6.38E-116	8.00E-113	140.3779197	2	7.133172219	0	NA	220.3667593	7.78376281	0	NA	210.412975	7.71707986	228.5513731	7.836374676	0.047673166	-4.390678751	123.565076	6.949127232	0	NA	0	NA	NA	NA	NA	NA	6.174253121	-12.80195346	7	female
TRINITY_DN102894_c0_g3_i1	6.75E-10	5.17E-09	2.727379545	2	1.447515481	0	NA	0	NA	0	NA	1.412614476	0.498367786	5.708274234	2.513054646	0	NA	3.957044194	1.984423178	0	NA	0	NA	NA	NA	NA	NA	0.191920368	-8.028129419	7	female
TRINITY_DN102903_c0_g1_i1	0.01981686	0.037746401	5.248835026	2	2.391997253	1.552389906	0.634490958	6.003768155	2.585868266	2.897929635	1.535022565	3.21353056	1.684159192	2.523970931	1.335695295	2.394390387	1.259658392	6.134564564	2.616960944	1.50343417	0.588261699	2.15871547	1.110173101	NA	NA	NA	NA	0.628812707	-1.115637596	1	female
TRINITY_DN102931_c0_g1_i1	4.26E-05	0.000147569	3.490034213	2	1.803241179	1.966112066	0.975345556	3.548445604	1.827187191	0.367024702	-1.44605093	3.581562752	1.84058922	3.054553589	1.610961551	0.314482646	-1.668947687	3.787614931	1.921289666	0.761643721	-0.392811798	0.298257534	-1.745369514	NA	NA	NA	NA	0.91832151	-2.275442085	1	female
TRINITY_DN102931_c0_g2_i1	0.014532845	0.028734529	5.501392405	2	2.459796812	2.914183898	1.543091921	2.504537526	1.324544228	3.336572366	1.738366794	6.22019565	2.63695996	5.755864644	2.525032666	2.574803352	1.364462252	6.045875353	2.595951235	0.658532701	-0.602673012	2.063036396	1.044769273	NA	NA	NA	NA	1.727600972	-1.17821788	1	female
TRINITY_DN103049_c0_g4_i1	0.007662801	0.016324155	12.61019623	2	3.656518821	1.459400213	0.545375569	5.086690918	2.346727435	0.121081812	-3.045945924	0.044756102	-4.481771798	0	NA	0.222317435	-2.169307	0.56069009	-0.834724524	0.157041886	-2.670778691	0.163992426	-2.608298909	NA	NA	NA	NA	1.107437198	-3.094400105	3	female
TRINITY_DN103100_c0_g1_i1	4.44E-09	2.99E-08	2.386862479	2	1.255115447	0.134463986	-2.894708273	2.889060118	1.530600225	0	NA	1.855651199	0.891925557	4.178067553	2.062835819	0.430154425	-1.217073416	10.22868129	3.354548256	0.130223567	-2.940937533	0.135987152	-2.878457742	NA	NA	NA	NA	0.580450397	-4.464369502	3	female
TRINITY_DN103145_c0_g1_i1	7.50E-08	4.17E-07	0	2	NA	1.790666742	0.840496865	0.2959525	-1.756562451	1.491373544	0.576641654	0	NA	0.149301336	-2.74370102	1.636685127	0.710776796	0	NA	0.600298883	-0.736247111	1.393039114	0.478235767	NA	NA	NA	NA	-0.001851322	3.918370421	3	male
TRINITY_DN103150_c0_g1_i1	0.040527687	0.07055364	1.517355781	2	0.6015594	3.949189586	1.981556628	2.833052193	1.502357181	1.389135103	0.474186918	0.540498165	-0.887638375	1.650903443	0.723255743	2.326845695	1.218375541	1.902381284	0.927806427	8.1550368	3.027691387	2.112489127	1.078943916	LOC100489834-like	Chr09	56025025	56025025	2.751043804	1.099079787	1	male
TRINITY_DN103196_c0_g1_i2	7.11E-05	0.000236446	125.9426437	2	6.976623047	64.34101734	6.007666843	109.7706271	6.778348253	38.11718357	5.252369619	57.47322895	5.8448182	91.14193791	6.510043141	37.22902748	5.218356025	188.170299	7.555895119	39.03510621	5.28670029	58.18642967	5.86261082	NA	NA	NA	NA	5.973236167	-1.293342179	1	female
TRINITY_DN103214_c0_g1_i1	6.41E-13	7.41E-12	0	2	NA	1.953957143	0.966398824	0	NA	7.693028824	2.943551714	0.392222674	-1.350255156	0	NA	10.22853102	3.354527061	0	NA	8.429504273	3.075447791	5.030049694	2.330572653	LOC100145136	Chr02	62465560	62465560	0.76931786	5.845544082	5	male
TRINITY_DN103233_c0_g1_i1	9.05E-08	4.98E-07	3.721452253	2	1.895865726	1.320783347	0.401393835	3.97292364	1.990201065	0.164371815	-2.604965155	5.58970029	2.48277093	3.976686578	1.991566861	0.503003158	-0.991360637	9.78623833	3.290754418	0	NA	0.222624127	-2.167318141	elavl2	Chr01	109575141	109575141	0.291373391	-3.58428212	3	female
TRINITY_DN103260_c0_g1_i1	6.69E-07	3.20E-06	2.975770605	2	1.573263317	0	NA	1.97320106	0.980537967	0.571460891	-0.807273327	5.323048192	2.412252628	1.548454856	0.630829323	0.279801383	-1.837525001	2.873068848	1.522592565	0.444707397	-1.169071693	0	NA	LOC101730718-like	scaffold_208	63567	63567	0.002878964	-3.384792089	3	female
TRINITY_DN103267_c0_g1_i1	0.004322137	0.009773879	1.376870038	2	0.461392391	3.25777303	1.703886094	1.654444048	0.726346502	7.850611911	2.972805108	4.1688731	2.059657457	2.354083396	1.23516543	8.526858592	3.092014331	0.14629217	-2.773075541	6.883716668	2.783187718	4.342982069	2.118685996	NA	NA	NA	NA	1.25669214	1.653471792	1	male
TRINITY_DN103284_c0_g1_i2	0.012198604	0.02462424	2.049765728	2	1.035459031	3.171083481	1.664975858	1.603132221	0.680893419	1.392854563	0.478044625	0.823756961	-0.279709343	0.134790652	-2.891207649	4.773832247	2.255147871	1.474251849	0.559983004	3.613036558	1.853211853	3.961593808	1.986080965	Xetrov90021170m	Chr08	62609795	62609795	0.18570937	1.484571873	1	male
TRINITY_DN103424_c0_g1_i1	0.006606757	0.0143027	2.177419249	2	1.122619217	0.271154197	-1.882814594	2.097342849	1.068562716	0.809884971	-0.30421108	2.544577068	1.347425887	1.175624429	0.233427243	1.301145917	0.379782762	3.616371515	1.854542895	1.050412615	0.070956148	0.548451492	-0.866564068	NA	NA	NA	NA	0.110177551	-1.489824627	1	female
TRINITY_DN103501_c0_g1_i1	6.87E-06	2.74E-05	0.157854075	2	-2.663336591	1.12048211	0.164119614	0.481488058	-1.054428078	1.324720628	0.40568814	0.206174063	-2.278065244	0.607249563	-0.719638548	2.816358843	1.493831165	0.276737412	-1.8534104	3.074582877	1.620390696	1.983055509	0.987725062	NA	NA	NA	NA	0.24825103	2.573896481	1	male
TRINITY_DN103526_c0_g1_i1	5.09E-10	3.95E-09	11.49467275	2	3.522893488	5.106901238	2.352448159	14.18777828	3.826576785	1.862324324	0.89710434	14.52155388	3.860123932	26.00355065	4.700636724	2.740947736	1.454674819	17.2476241	4.108325736	2.127866309	1.089407511	1.621491467	0.697321432	capn2.2	Chr05	5263143	5263143	3.751142807	-2.629955349	1	female
TRINITY_DN103537_c0_g1_i1	7.25E-07	3.46E-06	55.33135376	2	5.790025317	15.39193772	3.944102962	24.82163305	4.63352613	8.393897561	3.069340857	27.63772017	4.788566708	26.11864229	4.707007999	10.86741775	3.441937272	46.47240357	5.538302358	9.379397122	3.229495194	8.657657187	3.113976676	NA	NA	NA	NA	4.481458516	-1.788085911	1	female
TRINITY_DN103537_c0_g2_i1	1.49E-09	1.09E-08	1.951330423	2	0.964458093	12.08811248	3.595517085	0.90181323	-0.14909942	8.806824501	3.138621917	1.737711297	0.797188413	1.819777436	0.863762015	7.384942311	2.884586651	1.61716209	0.693464289	5.203068946	2.379362825	11.03649697	3.464210422	gnb3	Chr07	1299936	1299936	3.368972899	2.454311237	1	male
TRINITY_DN103544_c0_g1_i2	0.006376905	0.013847625	0.286977661	2	-1.800989656	2.580236788	1.367503468	1.342191213	0.424590217	1.571754374	0.652375778	0.599716925	-0.737646406	0.883180541	-0.179219709	2.1411418	1.098380343	0.603728136	-0.728029057	1.249433579	0.321274209	1.785423348	0.836266197	hdac5	Chr10	14106312	14106312	0.759796113	1.332617122	1	male
TRINITY_DN103565_c0_g1_i1	2.27E-06	9.87E-06	86.17234528	2	6.429153044	46.00877671	5.523837193	99.35138172	6.634468127	25.24872466	4.658138613	90.37950879	6.497923811	44.24326891	5.467386078	31.89628147	4.995316337	82.19396332	6.360960535	25.47557636	4.671042881	33.33032533	5.058763494	NA	NA	NA	NA	6.525290965	-1.323307785	1	female
TRINITY_DN103565_c0_g2_i1	1.11E-17	2.14E-16	33.14281594	2	5.05062428	0	NA	14.956889	3.902738224	0	NA	23.67402476	4.565233091	27.06018255	4.758099667	0	NA	54.13772629	5.758562393	0	NA	0.680967918	-0.554341264	NA	NA	NA	NA	4.63167257	-7.923852783	7	female
TRINITY_DN103565_c0_g4_i1	4.28E-24	1.47E-22	21.52493194	2	4.427936771	1.242183638	0.31287847	28.16742595	4.815955825	0.963215002	-0.054070233	19.09419613	4.255062278	12.35937484	3.627533866	1.746718083	0.804646779	26.05400394	4.703433196	0.971662311	-0.041473084	1.546159632	0.628689277	NA	NA	NA	NA	4.301313851	-4.043861175	3	female
TRINITY_DN103567_c0_g1_i1	1.55E-12	1.70E-11	52.95935745	2	5.726813713	19.78222319	4.306132665	66.22107529	6.049218532	22.19792828	4.472353132	59.3213238	5.890478888	72.12523214	6.172432152	15.90839376	3.991716272	50.63983773	5.662200877	20.85193464	4.382109338	19.97867693	4.32038914	NA	NA	NA	NA	6.902929338	-1.60864216	1	female
TRINITY_DN103615_c0_g1_i1	1.20E-06	5.51E-06	63.51090381	2	5.988932396	133.1174344	7.056555723	21.61356536	4.433865173	163.3852728	7.352134138	35.22029494	5.138335085	19.63088502	4.29505331	82.2960844	6.362751885	50.91688588	5.67007228	109.600351	6.776108608	124.1850136	6.956347272	cdc37l1	Chr01	115087659	115087659	6.407129192	1.657714848	1	male
TRINITY_DN103621_c0_g1_i2	5.15E-05	0.000175742	24.35218087	2	4.605979074	30.0399512	4.908810564	121.428544	6.923963783	20.5616366	4.361883195	57.85132028	5.85427798	57.57879524	5.847465698	11.07190743	3.468831881	30.30590117	4.921526838	6.574603312	2.71690385	20.03893983	4.324734279	smc3	scaffold_401	72807	72807	6.182421956	-1.717840771	1	female
TRINITY_DN103622_c0_g3_i3	1.37E-24	4.85E-23	40.94836747	2	5.355734031	5.253380189	2.393245997	52.9726858	5.727176752	5.569644783	2.477585319	37.5442766	5.230521089	52.36326395	5.710483122	8.063815558	3.011462641	35.65602996	5.156074173	4.738173653	2.244331074	5.312888818	2.409496522	NA	NA	NA	NA	5.662647671	-2.907884227	1	female
TRINITY_DN103637_c0_g1_i1	0.000918453	0.002421162	9.717806377	2	3.280630688	3.275542701	1.711733956	5.878591551	2.555470542	4.268252598	2.093645558	6.842593726	2.774543291	7.193592097	2.846712356	3.727667636	1.898273233	12.72185398	3.669237028	2.705739319	1.436022851	4.806585861	2.265012505	NA	NA	NA	NA	3.983425967	-1.190286368	1	female
TRINITY_DN103637_c0_g2_i1	1.71E-22	5.04E-21	55.04657326	2	5.782580851	5.449980967	2.446251192	61.33791828	5.938707299	5.935780503	2.569437744	60.57175898	5.920573402	72.21676312	6.174261853	4.965466356	2.311929222	43.41621698	5.440162119	2.992050686	1.581134615	0.982981309	-0.02476411	Xetrov90015728m	Chr06	20798284	20798284	6.202917956	-3.835895939	3	female
TRINITY_DN103637_c0_g3_i1	0.07217417	0.116478237	0.910390059	2	-0.135443291	0.17371355	-2.525217803	8.211206506	3.037594219	0	NA	0	NA	0.025105259	-5.315866581	0.047632713	-4.391903468	3.397987887	1.76468071	0.033647074	-4.893375138	2.178448396	1.123300938	NA	NA	NA	NA	1.848812387	-2.384398145	1	female
TRINITY_DN103653_c0_g1_i1	6.21E-08	3.50E-07	1.492068673	2	0.577313938	0.076746549	-3.70375431	0.197874895	-2.33733951	0.057306762	-4.125150808	2.923198465	1.547547782	0.582303197	-0.780157555	0	NA	1.326843935	0.407998689	0.074326291	-3.749983573	0.116423864	-3.10254129	cbll1	Chr03	66684436	66684436	0.70331067	-4.404281168	3	female
TRINITY_DN103666_c0_g1_i1	0.062011124	0.102010424	0.419509163	2	-1.253225772	2.977766092	1.574230433	1.962039519	0.9723541	1.630568408	0.705374968	2.465654357	1.301970572	2.295198886	1.198619173	5.851664371	2.548847024	0	NA	3.364503437	1.750393595	2.710347556	1.438477865	NA	NA	NA	NA	1.068633934	1.224334526	1	male
TRINITY_DN103679_c0_g1_i1	1.07E-08	6.77E-08	8.298737122	2	3.052891808	2.342860924	1.228271316	14.09467733	3.817078545	2.665779414	1.414557406	14.10305024	3.817935321	19.83185516	4.309747735	0.866755305	-0.206303333	37.25348055	5.219303316	0.216093058	-2.210275369	0.112828577	-3.147795578	NA	NA	NA	NA	2.915159034	-3.929324479	3	female
TRINITY_DN103704_c0_g1_i1	0.004128901	0.009388027	1.243455304	2	0.314354651	0.910651307	-0.13502935	2.408126757	1.267911333	0.261532572	-1.93493746	4.098877931	2.035229026	0.860515515	-0.216726891	1.08844892	0.122273705	1.522489773	0.606432537	0.54272816	-0.881698329	0.35421803	-1.497290447	NA	NA	NA	NA	0.771537545	-1.662437395	1	female
TRINITY_DN103706_c0_g3_i1	0.003813847	0.008755509	0.905396358	2	-0.143378592	1.831263324	0.872839256	0.267256346	-1.90370389	0.645003326	-0.632621495	0.514978442	-0.957416055	0.499351023	-1.001873768	2.005390817	1.003883421	0.375483237	-1.413179593	1.773513114	0.826609998	0.838644813	-0.253868172	NA	NA	NA	NA	1.278237014	1.46942227	1	male
TRINITY_DN103714_c0_g2_i1	0.201332378	0.279821245	46.73645882	2	5.546476521	0.967187805	-0.048132041	0	NA	7.94420632	2.989903092	4.182228683	2.06427195	3.261509244	1.705539718	24.67883997	4.625202677	45.54582101	5.509246783	5.464006566	2.449959217	3.586527277	1.842587603	NA	NA	NA	NA	2.91259635	-1.239335133	1	female
TRINITY_DN103727_c0_g1_i1	0.042755433	0.073918506	13.92491841	2	3.799596969	1.919263301	0.940552646	3.848769777	1.944397376	4.299350295	2.104118661	8.210821639	3.037526597	7.512209489	2.909237295	10.81771166	3.435323444	17.06475309	4.092947635	3.407686238	1.768792506	2.102754451	1.072280389	NA	NA	NA	NA	1.974314797	-1.149010718	1	female
TRINITY_DN103744_c0_g1_i2	0.000144059	0.000450695	371.667267	2	8.537867824	698.0327217	9.447150857	246.4347046	7.94506163	536.9127454	9.068543842	245.0790483	7.937103344	293.5000836	8.197217104	564.5123686	9.140861381	247.2365975	7.949748506	411.001195	8.682998778	610.0417814	9.252764245	NA	NA	NA	NA	9.35358449	1.003705207	1	male
TRINITY_DN103769_c0_g1_i1	5.19E-16	8.55E-15	18.35808576	2	4.198343728	59.81425802	5.902417518	13.24495892	3.727371464	58.07001	5.859721377	10.94995569	3.452853127	13.92956739	3.800078548	72.3829667	6.177578334	16.33065858	4.029511068	88.86229753	6.473499538	55.91377799	5.805131923	NA	NA	NA	NA	6.043112637	2.202095089	1	male
TRINITY_DN103783_c0_g1_i1	5.53E-05	0.000187747	29.87075101	2	4.900661605	23.77691492	4.571489631	33.82019662	5.079813142	14.1708296	3.824852315	30.94656752	4.951707495	30.51654619	4.931519785	11.30478828	3.498862068	42.15225341	5.397537853	9.126334006	3.190035455	15.0013317	3.907018672	NA	NA	NA	NA	5.505011957	-1.205059818	1	female
TRINITY_DN103795_c0_g1_i3	0.000230578	0.000693433	7.809873058	2	2.965299099	5.948628553	2.572557096	2.28427758	1.191737974	15.49922057	3.954123761	4.401593173	2.138025807	3.018102283	1.593641699	44.36441205	5.471330944	6.627012705	2.728358685	19.61203152	4.29366708	12.28802601	3.61918127	NA	NA	NA	NA	3.022838098	2.018818691	1	male
TRINITY_DN103798_c0_g1_i1	4.76E-43	4.37E-41	444.0390514	2	8.794542751	3.014303099	1.591824492	422.2033464	8.721794203	0.669876373	-0.578033227	372.8014644	8.542263717	362.5065232	8.501863146	5.575796616	2.479177938	405.3132279	8.66289345	3.405785688	1.767987655	1.342768837	0.42521096	NA	NA	NA	NA	8.852480322	-7.142695044	7	female
TRINITY_DN103802_c0_g1_i1	0.00050583	0.001409702	0.577788079	2	-0.791387657	1.640505526	0.714140454	0.587458301	-0.767441645	2.858258479	1.515136389	1.131978211	0.178846189	0.691505299	-0.532187788	2.436584244	1.284860104	0.675288566	-0.566423965	3.309939585	1.726804884	2.212118205	1.145428478	Xetrov90017885m	Chr07	31438914	31438914	0.129445336	1.720950586	1	male
TRINITY_DN103830_c0_g1_i1	8.94E-05	0.000291314	0.214799106	2	-2.218940106	5.399944329	2.432944534	1.583357355	0.662986901	5.645005059	2.496974874	0.526031767	-0.926778169	1.05584268	0.07839489	3.687180944	1.882518217	0.125522995	-2.993976414	1.168981301	0.225251853	2.826929181	1.499235742	NA	NA	NA	NA	1.572244245	2.425991692	1	male
TRINITY_DN103833_c0_g1_i1	0.00034911	0.001007667	25.69884957	2	4.683631872	76.54136629	6.258167749	35.84525881	5.163710404	71.52749944	6.160426102	35.75812165	5.16019905	34.44404112	5.106182511	46.56983414	5.541323839	24.30005746	4.60288782	64.21431001	6.004822929	66.74736518	6.060638983	NA	NA	NA	NA	4.692484839	1.057573221	1	male
TRINITY_DN103834_c0_g11_i1	0.010539734	0.0216298	27.37677673	2	4.774880692	7.637275728	2.93305811	15.43686195	3.948307602	7.286866591	2.865298578	33.41479768	5.062415234	15.12542012	3.91890331	11.89276689	3.572012497	30.31987346	4.922191827	21.36746076	4.417343568	8.295920843	3.052402128	NA	NA	NA	NA	3.399249688	-1.117548203	1	female
TRINITY_DN103834_c0_g1_i1	7.08E-05	0.000235574	3.924789335	2	1.972615219	0	NA	4.3532477	2.122092112	0.525311987	-0.928753589	4.970849563	2.313492442	3.253503576	1.701994139	0.900220084	-0.151650343	7.923153782	2.986074804	2.316502735	1.211948386	0.569183335	-0.813034673	NA	NA	NA	NA	0.859394098	-2.491322623	1	female
TRINITY_DN103834_c0_g2_i1	0.02920518	0.052916943	4.901518977	2	2.293228909	0	NA	0.486200376	-1.040377086	1.478494671	0.564129044	8.119483548	3.021387966	4.598945307	2.201303041	4.136614569	2.04845054	8.523098069	3.091377932	0	NA	0	NA	LOC100494358	Chr04	15488890	15488890	1.033403019	-2.193212053	1	female
TRINITY_DN103834_c0_g3_i1	0.004322428	0.009773879	35.04602224	2	5.131178801	4.573956024	2.193442495	9.764086208	3.287485033	6.390065384	2.675830693	8.226252225	3.040235307	12.15447383	3.603415535	4.248065587	2.08680604	15.1595591	3.92215589	3.143667304	1.652448544	11.34059338	3.503424224	NA	NA	NA	NA	2.637843479	-1.448810802	1	female
TRINITY_DN103834_c0_g6_i1	0.124814912	0.186531812	2.257141692	2	1.174496987	9.345977816	3.224345613	4.844828207	2.27644551	0	NA	3.848862629	1.94443218	1.071976382	0.10027312	4.813521522	2.267092741	0.146557192	-2.770464328	8.907575094	3.155032741	5.851142821	2.548718433	NA	NA	NA	NA	1.249628653	1.250775969	1	male
TRINITY_DN103838_c0_g1_i1	7.75E-101	4.37E-98	379.4227319	2	8.567662306	3.851314169	1.945350815	267.2772951	8.062193477	4.277725762	2.096843997	284.0044379	8.149769663	284.8031389	8.153821237	2.618100386	1.388520416	323.5507208	8.337848081	3.450120683	1.786646827	3.164639268	1.662041059	NA	NA	NA	NA	8.054092956	-6.480451356	5	female
TRINITY_DN103855_c0_g1_i1	1.26E-27	5.42E-26	0.280238915	2	-1.835270787	23.58618082	4.559869925	0.040704167	-4.618679695	8.593727368	3.103284009	0.156866385	-2.672391866	0.239567191	-2.061497752	9.090712939	3.184393442	0.233949017	-2.095733928	23.89734264	4.578778296	10.05864477	3.330364035	stk16	Chr09	78602996	78602996	3.729878944	6.274621618	5	male
TRINITY_DN103859_c0_g1_i1	8.77E-12	8.72E-11	7.781605511	2	2.960067845	49.4749171	5.628625385	1.350224758	0.433199578	32.27109472	5.012170614	2.67783397	1.421066514	1.493767156	0.578955283	15.69491751	3.972225541	6.099462714	2.608682165	54.77489897	5.775443013	59.26192821	5.889033663	dlgap1	Chr06	91641944	91641944	6.097782482	3.415362294	3	male
TRINITY_DN103882_c0_g1_i1	4.48E-05	0.000154646	76.14820698	2	6.250738162	16.39497137	4.035181477	44.94074575	5.48995216	18.04106247	4.173212399	34.00992154	5.087883773	51.00483958	5.672562238	21.29468373	4.412421398	67.68625789	6.080791053	35.18218143	5.136773033	17.19155589	4.103628214	NA	NA	NA	NA	5.190446581	-1.342072496	1	female
