gid	Am2_463	base	logAm2_463	Am2_464	logAm2_464	Am4_461	logAm4_461	Am6_462	logAm6_462	Am6_464	logAm6_464	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	meanXY	meanXX	log2meanXY	male	female	log2meanXX	cutoff
TRINITY_DN69434_c0_g2_i1	0	2	NA	31.60962658	4.982292087	0.074293411	-3.750621924	0	NA	46.45384446	5.537726092	NA	NA	NA	NA	3.841369997	-10.08495166	6.26E-58	1.55E-55	0.02476447	39.03173552	-5.329770491	meanmale	meanfemale	5.286579404	FC7
TRINITY_DN117740_c0_g1_i2	0.039412971	2	-4.665185684	82.53561445	6.366944877	0.022355695	-5.483213792	0.120433725	-3.053688649	54.95377522	5.78014669	NA	NA	NA	NA	5.39174855	-10.00137375	6.47E-80	3.43E-77	0.06073413	68.74469484	-4.03897523	meanmale	meanfemale	6.103178576	FC7
TRINITY_DN124649_c0_g1_i1	0.112545726	2	-3.151416824	113.7302669	6.829472438	0.095756719	-3.384482469	0.137561829	-2.861847892	132.0694739	7.045153235	NA	NA	NA	NA	6.709762122	-9.998825856	2.80E-90	2.80E-87	0.115288091	122.8998704	-3.115433757	meanmale	meanfemale	6.941340758	FC7
TRINITY_DN121562_c0_g1_i6	0	2	NA	50.04917756	5.645274457	0.093881701	-3.413012208	0	NA	39.88658732	5.317831787	NA	NA	NA	NA	3.71171916	-9.956120636	1.86E-57	4.35E-55	0.0312939	44.96788244	-4.993371911	meanmale	meanfemale	5.490826252	FC7
TRINITY_DN125285_c2_g1_i3	0.127264154	2	-2.974101977	91.16050049	6.51033694	0.07218635	-3.792130132	0.025925299	-5.269495562	49.08532035	5.617219726	tardbp-like	Chr07	39629412	39629412	5.31649959	-9.90184711	5.90E-72	2.33E-69	0.075125268	70.12291042	-3.732638855	meanmale	meanfemale	6.131816028	FC7
TRINITY_DN126783_c1_g5_i3	0	2	NA	49.7728546	5.637287227	0.05679455	-4.138103694	0.061192276	-4.03050663	31.18572524	4.962813905	NA	NA	NA	NA	4.285066441	-9.655154467	1.02E-65	3.22E-63	0.039328942	40.47928992	-4.664601191	meanmale	meanfemale	5.339115642	FC7
TRINITY_DN130577_c0_g2_i5	0	2	NA	37.43480082	5.226308173	0.034292118	-4.865979177	0.055421148	-4.173419594	22.16084386	4.469940914	amotl1	Chr02	161793839	161793839	4.570816415	-9.646941047	1.04E-68	3.55E-66	0.029904422	29.79782234	-5.058681051	meanmale	meanfemale	4.897139837	FC7
TRINITY_DN135914_c0_g2_i1	0.039853774	2	-4.649139841	35.78991518	5.16148122	0.045211451	-4.46716797	0	NA	10.72534645	3.422952345	schip1	Chr05	103619819	103619819	3.819495291	-9.545379962	3.78E-37	4.68E-35	0.028355075	23.25763082	-5.135170208	meanmale	meanfemale	4.539638439	FC7
TRINITY_DN121355_c0_g1_i4	0.06844942	2	-3.868817873	49.7549055	5.636766868	0.038825653	-4.686846001	0.083664016	-3.579248939	52.40438127	5.711615528	NA	NA	NA	NA	4.167131316	-9.518582627	7.95E-72	3.10E-69	0.063646363	51.07964339	-3.971513157	meanmale	meanfemale	5.674679372	FC7
TRINITY_DN159629_c0_g1_i1	0	2	NA	11.80291706	3.561071557	0	NA	0	NA	5.33986374	2.416802928	LOC100485269	Chr03	112449968	112449968	0.666066883	-9.51033551	2.62E-18	1.25E-16	0	8.5713904	-13.28771238	meanmale	meanfemale	3.09954608	FC7
TRINITY_DN78386_c0_g1_i1	0	2	NA	9.157992114	3.195031323	0	NA	0	NA	6.85017248	2.776140314	NA	NA	NA	NA	0.654142929	-9.482352606	4.57E-20	2.49E-18	0	8.004082297	-13.28771238	meanmale	meanfemale	3.000754025	FC7
TRINITY_DN133823_c0_g1_i1	0.21481467	2	-2.218835574	46.67848066	5.544685698	0	NA	0	NA	39.62004357	5.308158562	erf	Chr07	99060020	99060020	3.280249844	-9.478068949	7.44E-48	1.31E-45	0.07160489	43.14926212	-3.801784681	meanmale	meanfemale	5.431267327	FC7
TRINITY_DN135514_c0_g1_i1	0	2	NA	6.781932242	2.761696371	0	NA	0	NA	3.513475562	1.812898864	NA	NA	NA	NA	0.621200707	-9.45937185	1.10E-18	5.37E-17	0	5.147703902	-13.28771238	meanmale	meanfemale	2.363957097	FC7
TRINITY_DN125971_c0_g1_i2	0.023589461	2	-5.405713735	17.89531571	4.161510091	0.013380336	-6.223741845	0.043249214	-4.531182276	23.51894272	4.555751301	NA	NA	NA	NA	4.399111181	-9.456393329	1.09E-74	4.71E-72	0.02673967	20.70712922	-5.219489238	meanmale	meanfemale	4.372062618	FC7
TRINITY_DN128868_c0_g3_i1	0	2	NA	20.14277621	4.332190634	0.032203095	-4.956656839	0	NA	4.840495854	2.275154843	NA	NA	NA	NA	2.413410149	-9.446846428	1.67E-25	1.23E-23	0.010734365	12.49163603	-6.52824159	meanmale	meanfemale	3.642902083	FC7
TRINITY_DN116966_c0_g1_i1	0.297435698	2	-1.749350286	296.181156	8.210336044	0.56236829	-0.830412847	0.363548221	-1.459781359	257.386524	8.00779271	crhr1.1	Chr10	7196145	7196145	7.067833033	-9.324680175	1.23E-82	7.68E-80	0.40778407	276.78384	-1.293768933	meanmale	meanfemale	8.112616425	FC7
TRINITY_DN120818_c0_g1_i2	0.192513995	2	-2.376964767	66.9445343	6.064894366	0.072798098	-3.779955432	0	NA	36.80961156	5.20201062	NA	NA	NA	NA	4.287222384	-9.315352886	1.36E-58	3.47E-56	0.088437364	51.87707293	-3.497569763	meanmale	meanfemale	5.697027956	FC7
TRINITY_DN128175_c8_g3_i2	0	2	NA	4.705964004	2.234490285	0	NA	0	NA	3.250170602	1.700515447	NA	NA	NA	NA	0.490771191	-9.313503653	6.18E-19	3.11E-17	0	3.978067303	-13.28771238	meanmale	meanfemale	1.99210395	FC7
TRINITY_DN131426_c0_g1_i1	0	2	NA	8.033769634	3.006077093	0	NA	0	NA	5.701380223	2.511311217	NA	NA	NA	NA	0.487003957	-9.308636386	5.31E-19	2.68E-17	0	6.867574929	-13.28771238	meanmale	meanfemale	2.779821753	FC7
TRINITY_DN69456_c0_g2_i1	0.120672783	2	-3.050827773	32.37113053	5.016635846	0	NA	0	NA	16.86748228	4.076172741	NA	NA	NA	NA	2.309422655	-9.300172125	2.21E-34	2.54E-32	0.040224261	24.61930641	-4.632208096	meanmale	meanfemale	4.621724073	FC7
TRINITY_DN109913_c0_g1_i1	0	2	NA	10.66454631	3.414750687	0.02547124	-5.294986995	0	NA	7.318655545	2.871578646	NA	NA	NA	NA	2.282688747	-9.298120997	2.05E-37	2.61E-35	0.008490413	8.991600928	-6.863056735	meanmale	meanfemale	3.168594051	FC7
TRINITY_DN128157_c0_g1_i3	0.035404873	2	-4.819908248	16.20370485	4.018251807	0.020082234	-5.637936422	0	NA	8.337060656	3.059538832	NA	NA	NA	NA	3.068832544	-9.288123163	1.59E-39	2.18E-37	0.018495702	12.27038275	-5.748886952	meanmale	meanfemale	3.617120104	FC7
TRINITY_DN128638_c0_g1_i2	0.87552132	2	-0.191785784	273.6464769	8.096169472	0.2601292	-1.942699741	0.178354639	-2.487179354	262.5434337	8.036412304	NA	NA	NA	NA	8.270543061	-9.270814605	4.70E-44	7.29E-42	0.43800172	268.0949553	-1.190662217	meanmale	meanfemale	8.066600801	FC7
TRINITY_DN133109_c3_g5_i1	0	2	NA	5.105124528	2.351946153	0	NA	0	NA	3.639456758	1.863723123	NA	NA	NA	NA	0.448778507	-9.268267172	1.01E-18	4.98E-17	0	4.372290643	-13.28771238	meanmale	meanfemale	2.128422302	FC7
TRINITY_DN122293_c0_g1_i1	0.378610857	2	-1.401212313	80.20798443	6.325673954	0	NA	0.038563882	-4.696605903	58.55792604	5.871792553	NA	NA	NA	NA	4.728819596	-9.264453692	2.19E-69	7.80E-67	0.139058246	69.38295524	-2.845201691	meanmale	meanfemale	6.116511465	FC7
TRINITY_DN123052_c0_g1_i2	0	2	NA	31.00303373	4.954337489	0.025651887	-5.284791233	0.069095422	-3.855266063	15.10833836	3.917273094	LOC100493992	Chr10	10081211	10081211	4.621560463	-9.248491012	3.19E-59	8.20E-57	0.031582436	23.05568605	-4.980172909	meanmale	meanfemale	4.527056948	FC7
TRINITY_DN129116_c0_g1_i3	0.041662818	2	-4.585095766	44.58493509	5.478484412	0.118159225	-3.081195826	0.025461711	-5.29552682	39.09768542	5.289011298	NA	NA	NA	NA	4.595898012	-9.209278991	4.45E-78	2.14E-75	0.061761251	41.84131026	-4.014820173	meanmale	meanfemale	5.386859573	FC7
TRINITY_DN129651_c0_g4_i5	0.443792946	2	-1.172041359	388.7255677	8.602608191	0.943975343	-0.083178919	0.203413885	-2.297509934	233.7812586	7.869015469	NA	NA	NA	NA	7.663864139	-9.145347642	4.50E-48	8.02E-46	0.530394058	311.2534132	-0.914591503	meanmale	meanfemale	8.281946311	FC7
TRINITY_DN117638_c0_g1_i1	0.058870493	2	-4.08631148	33.25445825	5.055475863	0.050088488	-4.319377128	0.053966949	-4.211780062	30.38866132	4.925461218	NA	NA	NA	NA	4.702107179	-9.118544515	8.83E-82	5.12E-79	0.054308643	31.82155979	-4.200020334	meanmale	meanfemale	4.991937182	FC7
TRINITY_DN124263_c0_g1_i1	0.560645415	2	-0.83483948	184.5991854	7.528252376	0.111302599	-3.167440814	0.239842008	-2.059843728	127.8410844	6.998207741	NA	NA	NA	NA	7.068427954	-9.05683558	2.44E-55	5.39E-53	0.303930007	156.2201349	-1.717714372	meanmale	meanfemale	7.287437525	FC7
TRINITY_DN112272_c0_g1_i1	0.102240906	2	-3.289955569	29.24529431	4.870132603	0.028996373	-5.107983737	0	NA	13.19406435	3.721817141	NA	NA	NA	NA	3.329525883	-9.024170148	5.88E-39	8.02E-37	0.04374576	21.21967933	-4.511418864	meanmale	meanfemale	4.407337748	FC7
TRINITY_DN97228_c0_g1_i1	0	2	NA	6.06905692	2.601472351	0	NA	0	NA	2.568170318	1.360740883	NA	NA	NA	NA	0.196679229	-9.02133385	9.12E-16	3.48E-14	0	4.318613619	-13.28771238	meanmale	meanfemale	2.110601652	FC7
TRINITY_DN119494_c0_g1_i1	0.116832666	2	-3.097484392	106.435827	6.733840043	0.16567359	-2.593584454	0.178502059	-2.485987379	65.42450637	6.031759229	NA	NA	NA	NA	5.148899534	-9.014800681	4.44E-76	2.05E-73	0.153669438	85.93016669	-2.701159299	meanmale	meanfemale	6.425094467	FC7
TRINITY_DN123456_c0_g3_i1	0	2	NA	209.2597054	7.709150726	0.673739265	-0.569737714	0.223356423	-2.162580352	153.2044925	7.259314793	NA	NA	NA	NA	5.577896605	-9.004878144	1.01E-69	3.71E-67	0.299031896	181.232099	-1.741146344	meanmale	meanfemale	7.501695487	FC7
TRINITY_DN129466_c1_g5_i1	0	2	NA	48.43746841	5.598051559	0.192857077	-2.374396007	0	NA	34.28021526	5.099304264	NA	NA	NA	NA	4.138294286	-8.978338407	2.02E-59	5.25E-57	0.064285692	41.35884184	-3.957116059	meanmale	meanfemale	5.37012737	FC7
TRINITY_DN118554_c3_g1_i4	0	2	NA	33.08216469	5.047981733	0.099404154	-3.330550048	0	NA	11.82452238	3.563710006	lyn	Chr06	100789118	100789118	3.218079576	-8.972108207	1.40E-33	1.55E-31	0.033134718	22.45334354	-4.911165077	meanmale	meanfemale	4.488864813	FC7
TRINITY_DN113538_c0_g1_i1	0.115276379	2	-3.116831171	86.31429352	6.431527582	0.179813381	-2.47542771	0.123287008	-3.019907319	61.19331129	5.935302063	NA	NA	NA	NA	5.945990454	-8.963109914	7.22E-81	4.00E-78	0.139458923	73.75380241	-2.841053729	meanmale	meanfemale	6.204647481	FC7
TRINITY_DN49077_c0_g1_i1	0	2	NA	3.875276663	1.954299311	0	NA	0	NA	1.360730357	0.44438121	NA	NA	NA	NA	0.118854988	-8.946544981	1.07E-14	3.72E-13	0	2.61800351	-13.28771238	meanmale	meanfemale	1.388522137	FC7
TRINITY_DN108208_c0_g1_i3	0.971835354	2	-0.041216178	417.0578993	8.704103874	0.367494144	-1.444206834	0.890887551	-0.166684751	308.8852312	8.270927082	NA	NA	NA	NA	5.754522918	-8.940880205	1.44E-78	7.31E-76	0.743405683	362.9715653	-0.427584325	meanmale	meanfemale	8.503713121	FC7
TRINITY_DN130593_c0_g3_i1	0	2	NA	1.967209485	0.976150596	0	NA	0	NA	1.465887155	0.551774048	NA	NA	NA	NA	0.125151705	-8.922814499	4.37E-17	1.86E-15	0	1.71654832	-13.28771238	meanmale	meanfemale	0.779594513	FC7
TRINITY_DN121347_c0_g1_i2	0.170481436	2	-2.552313444	59.88399016	5.904098448	0.064466609	-3.955304091	0.0694584	-3.847707012	35.39843109	5.145613514	bpnt1	Chr05	6945189	6945189	4.340070592	-8.919358362	1.70E-62	4.99E-60	0.101468815	47.64121063	-3.29947058	meanmale	meanfemale	5.574141198	FC7
TRINITY_DN122658_c0_g1_i4	0	2	NA	14.47259971	3.855252191	0.034848583	-4.842756195	0	NA	4.133500661	2.047364117	NA	NA	NA	NA	1.878113251	-8.905277446	5.10E-23	3.32E-21	0.011616194	9.303050186	-6.415352162	meanmale	meanfemale	3.217719317	FC7
TRINITY_DN131426_c0_g3_i1	0	2	NA	13.8040951	3.787024413	0	NA	0.044765813	-4.481458802	8.326979567	3.057793284	mier1-like	Chr04	79838756	79838756	1.881230237	-8.889026821	3.19E-30	3.09E-28	0.014921938	11.06553733	-6.056785273	meanmale	meanfemale	3.468014641	FC7
TRINITY_DN108746_c0_g3_i1	0	2	NA	2.583666512	1.369419865	0	NA	0	NA	2.16839379	1.11662678	NA	NA	NA	NA	0.062180101	-8.850538638	5.44E-17	2.30E-15	0	2.376030151	-13.28771238	meanmale	meanfemale	1.248613861	FC7
TRINITY_DN126983_c0_g1_i2	0.027737059	2	-5.172041365	17.33477079	4.115596855	0.031465845	-4.990069503	0.016951157	-5.882472442	8.494116744	3.086463937	dusp22	Chr06	51117287	51117287	3.494291783	-8.845881426	7.95E-43	1.22E-40	0.025384687	12.91444377	-5.294225555	meanmale	meanfemale	3.690924773	FC7
TRINITY_DN116337_c0_g1_i3	0	2	NA	13.30593096	3.733997548	0.049368825	-4.340255881	0	NA	7.496424152	2.906202584	NA	NA	NA	NA	2.536257296	-8.776567198	8.27E-36	9.78E-34	0.016456275	10.40117756	-5.916478073	meanmale	meanfemale	3.378688836	FC7
TRINITY_DN116144_c0_g1_i1	0.037884764	2	-4.722238429	4.334668388	2.115921628	0	NA	0	NA	6.10848159	2.610813808	NA	NA	NA	NA	1.762697208	-8.730394813	9.39E-30	8.87E-28	0.012628255	5.221574989	-6.295821583	meanmale	meanfemale	2.384512663	FC7
TRINITY_DN133291_c0_g1_i1	1.427758113	2	0.513751582	322.0135037	8.330977379	0.694155606	-0.526668993	0.207751555	-2.267068819	320.35326	8.323519862	ddx28	Chr04	45892604	45892604	6.827574445	-8.726916943	8.67E-52	1.70E-49	0.776555091	321.1833819	-0.364654048	meanmale	meanfemale	8.327253888	FC7
TRINITY_DN129237_c5_g4_i2	0	2	NA	43.55551792	5.444783596	0.100764523	-3.310940308	0.162850413	-2.618380716	47.75647868	5.577624558	NA	NA	NA	NA	3.633341087	-8.703447077	3.15E-54	6.66E-52	0.087871645	45.6559983	-3.506817595	meanmale	meanfemale	5.512735669	FC7
TRINITY_DN129649_c3_g1_i3	0.057556045	2	-4.11888873	161.3146594	7.333733739	0.261173986	-1.936916889	0.580381851	-0.784925689	103.0842046	6.687679478	NA	NA	NA	NA	6.79125997	-8.688080744	5.61E-47	9.58E-45	0.299703961	132.199432	-1.737908652	meanmale	meanfemale	7.046573259	FC7
TRINITY_DN123396_c0_g1_i4	0.32286602	2	-1.630992482	203.9151105	7.671824876	1.09880994	0.135941866	0.616611045	-0.697567363	354.1096489	8.468052345	NA	NA	NA	NA	7.371048549	-8.598793806	3.51E-55	7.69E-53	0.679429002	279.0123797	-0.55739297	meanmale	meanfemale	8.124185842	FC7
TRINITY_DN110103_c0_g1_i1	0.016021618	2	-5.963836339	39.49741966	5.303686501	0.027263186	-5.196902023	0.195828231	-2.352339333	26.7343803	4.74062433	Xetrov90030986m	scaffold_99	91253	91253	5.639607119	-8.569026429	7.91E-48	1.38E-45	0.079704345	33.11589998	-3.647388893	meanmale	meanfemale	5.049456518	FC7
TRINITY_DN98655_c0_g1_i1	0	2	NA	32.79280193	5.035307271	0.159734671	-2.646250606	0.038245173	-4.708578516	27.82106424	4.798105703	NA	NA	NA	NA	4.54559674	-8.559606979	4.00E-69	1.39E-66	0.065993281	30.30693309	-3.919352567	meanmale	meanfemale	4.921580721	FC7
TRINITY_DN130393_c6_g2_i4	0	2	NA	38.94769569	5.28346607	0.125099645	-2.998850399	0.08985759	-3.476215821	26.09523112	4.705714275	NA	NA	NA	NA	3.420349113	-8.495787021	2.31E-46	3.84E-44	0.071652412	32.52146341	-3.800828867	meanmale	meanfemale	5.023324708	FC7
TRINITY_DN164909_c0_g1_i1	1.30099838	2	0.379619166	266.948955	8.060420091	0.599582728	-0.73796927	0.248465283	-2.008883811	208.2854338	7.702418139	NA	NA	NA	NA	7.138243042	-8.391223661	1.85E-46	3.10E-44	0.716348797	237.6171944	-0.481064493	meanmale	meanfemale	7.892496033	FC7
TRINITY_DN117125_c0_g1_i1	0.112284962	2	-3.15476337	196.1647003	7.615921643	0.796123783	-0.328935333	0.480350862	-1.057839518	138.6504073	7.115308044	NA	NA	NA	NA	6.168273799	-8.365988055	2.99E-60	8.03E-58	0.462919869	167.4075538	-1.110853991	meanmale	meanfemale	7.387221679	FC7
TRINITY_DN135315_c3_g6_i1	0.039723106	2	-4.653877756	44.533424	5.476816634	0.067594825	-3.88694339	0.145657681	-2.779346313	16.79556515	4.070008436	vwa3a	Chr09	18974565	18974565	4.22509855	-8.35403232	1.15E-43	1.77E-41	0.084325204	30.66449458	-3.566182429	meanmale	meanfemale	4.938501972	FC7
TRINITY_DN121071_c0_g1_i4	0.305845189	2	-1.709126512	60.71499092	5.923980866	0.254438053	-1.974613643	0.049843591	-4.326448178	69.07509511	6.110093738	NA	NA	NA	NA	6.258519926	-8.322512557	1.09E-57	2.62E-55	0.203375611	64.89504302	-2.297072214	meanmale	meanfemale	6.020038601	FC7
TRINITY_DN125119_c3_g4_i1	0.207280537	2	-2.270343437	88.48829581	6.46741474	0.264539198	-1.918446586	0.285023049	-1.810849504	76.0100915	6.248119066	NA	NA	NA	NA	5.258480802	-8.267686837	2.93E-82	1.74E-79	0.252280928	82.24919366	-1.986325202	meanmale	meanfemale	6.361931384	FC7
TRINITY_DN133440_c0_g2_i2	0.045156718	2	-4.468915555	38.14243982	5.253325225	0.128068217	-2.965015612	0.110387856	-3.179346628	25.67993134	4.68256944	NA	NA	NA	NA	5.09315814	-8.25703817	5.82E-74	2.46E-71	0.094537597	31.91118558	-3.401442748	meanmale	meanfemale	4.995994825	FC7
TRINITY_DN117327_c0_g1_i1	0	2	NA	5.189414746	2.375571843	0.021408537	-5.54566998	0	NA	1.663701824	0.73439689	NA	NA	NA	NA	1.150875279	-8.165999489	3.46E-18	1.63E-16	0.007136179	3.426558285	-7.110556189	meanmale	meanfemale	1.77680233	FC7
TRINITY_DN124438_c0_g1_i1	0.098500385	2	-3.343726826	39.16136121	5.291359007	0.121053965	-3.046277761	0.11036168	-3.179688771	26.51769496	4.72888347	NA	NA	NA	NA	5.594496754	-8.162112727	4.83E-76	2.19E-73	0.10997201	32.83952809	-3.183480439	meanmale	meanfemale	5.037365883	FC7
TRINITY_DN132704_c0_g2_i5	0.145320137	2	-2.782693464	55.61003974	5.797273463	0.200182297	-2.320613699	0.152246719	-2.715516957	40.91429047	5.354532928	NA	NA	NA	NA	5.81056254	-8.122506674	1.91E-77	8.99E-75	0.165916384	48.26216511	-2.590602465	meanmale	meanfemale	5.592823722	FC7
TRINITY_DN132180_c5_g1_i6	0	2	NA	16.91873629	4.080549908	0	NA	0.088146017	-3.503960809	8.030801285	3.005543942	nhlrc3-like	Chr02	147947765	147947765	1.089842846	-8.086050233	6.00E-20	3.22E-18	0.029382006	12.47476879	-5.084021515	meanmale	meanfemale	3.640952736	FC7
TRINITY_DN109253_c0_g1_i1	0	2	NA	19.27112889	4.268369181	0.084841241	-3.559090466	0	NA	2.342317041	1.227936363	NA	NA	NA	NA	1.809031404	-8.078777936	1.29E-15	4.90E-14	0.028280414	10.80672297	-5.138960572	meanmale	meanfemale	3.433870551	FC7
TRINITY_DN116607_c0_g1_i1	0.088693612	2	-3.495025989	15.09419456	3.91592187	0.050308496	-4.31305413	0	NA	9.028037499	3.174412411	NA	NA	NA	NA	2.726254884	-8.047750033	1.76E-36	2.12E-34	0.046334036	12.06111603	-4.428673506	meanmale	meanfemale	3.592303464	FC7
TRINITY_DN113308_c0_g1_i2	0.082306708	2	-3.602846175	22.23749618	4.474922453	0.046685737	-4.420874332	0	NA	2.052709907	1.037529757	aqp10	scaffold_627	999	999	1.840014476	-8.047126684	1.52E-14	5.20E-13	0.042997482	12.14510304	-4.53625262	meanmale	meanfemale	3.602314704	FC7
TRINITY_DN130878_c0_g1_i3	0.09866081	2	-3.341379058	22.76670873	4.508853838	0.111924112	-3.159407223	0.060295321	-4.051810138	29.46970545	4.881160736	pkm	Chr03	82467007	82467007	2.688152833	-8.024757412	3.13E-40	4.54E-38	0.090293414	26.11820709	-3.467638522	meanmale	meanfemale	4.706989484	FC7
TRINITY_DN110644_c0_g3_i1	0	2	NA	31.70096208	4.98645472	0.111851245	-3.16034678	0.168716986	-2.567322867	25.68771521	4.683006671	NA	NA	NA	NA	4.136725865	-8.02078597	6.61E-61	1.83E-58	0.093522744	28.69433865	-3.416997145	meanmale	meanfemale	4.842699246	FC7
TRINITY_DN125119_c3_g6_i1	0.357742542	2	-1.483006404	116.5469873	6.864767902	0.405835069	-1.301034558	0.437259769	-1.193437479	97.9000917	6.613238306	NA	NA	NA	NA	5.4400335	-8.004634359	1.30E-80	7.03E-78	0.400279127	107.2235395	-1.320561332	meanmale	meanfemale	6.7444792	FC7
TRINITY_DN121709_c1_g3_i3	0.066936726	2	-3.901058202	26.45151941	4.72527869	0	NA	0.122722631	-3.026526777	8.152816222	3.027298495	NA	NA	NA	NA	2.651867821	-7.990003635	1.02E-26	8.48E-25	0.063219786	17.30216782	-3.981199818	meanmale	meanfemale	4.11288924	FC7
TRINITY_DN130542_c0_g1_i9	0	2	NA	20.48957114	4.356817883	0.147924303	-2.757068998	0.045536688	-4.456826825	16.96235127	4.084264261	NA	NA	NA	NA	3.605723383	-7.893456693	3.53E-47	6.07E-45	0.064486997	18.72596121	-3.952612447	meanmale	meanfemale	4.226975573	FC7
TRINITY_DN121709_c1_g1_i1	0	2	NA	26.21017343	4.712054995	0.107377195	-3.219240472	0.115691647	-3.11164339	20.97105726	4.390327692	tmbim4	Chr03	47972194	47972194	1.61569174	-7.831340113	9.32E-28	8.13E-26	0.074356281	23.59061535	-3.747462639	meanmale	meanfemale	4.560147261	FC7
TRINITY_DN109596_c0_g1_i1	0.256549442	2	-1.962691207	71.62664888	6.162424541	0.236468572	-2.080279641	0.293975599	-1.766231684	44.89957653	5.488629933	NA	NA	NA	NA	5.458967918	-7.755034001	3.07E-69	1.08E-66	0.262331204	58.26311271	-1.929988821	meanmale	meanfemale	5.864513351	FC7
TRINITY_DN122919_c1_g4_i1	0	2	NA	6.042691281	2.595191237	0	NA	0.053344852	-4.228507138	5.923294536	2.566399826	LOC100486160-like	Chr06	25498	25498	0.784324923	-7.749021523	6.63E-20	3.55E-18	0.017781617	5.982992909	-5.80537896	meanmale	meanfemale	2.580891466	FC7
TRINITY_DN130516_c2_g3_i1	0.071267926	2	-3.810603249	7.674612874	2.940093979	0	NA	0.043554503	-4.521034306	8.928361428	3.15839543	NA	NA	NA	NA	1.528799038	-7.706435308	1.10E-26	9.06E-25	0.038274143	8.301487151	-4.703721658	meanmale	meanfemale	3.053387187	FC7
TRINITY_DN128589_c4_g2_i2	0.061127888	2	-4.032025468	19.94390743	4.317876187	0.196478958	-2.34755328	0.161882695	-2.626979323	41.02009309	5.358258861	brf2	Chr03	115193216	115193216	5.16945066	-7.639187004	2.61E-56	5.98E-54	0.139829847	30.48200026	-2.837224373	meanmale	meanfemale	4.929890405	FC7
TRINITY_DN121169_c0_g1_i1	0	2	NA	1.982895442	0.987608606	0.012854733	-6.281556545	0	NA	0.854380515	-0.22704935	NA	NA	NA	NA	0.635583975	-7.625956427	2.39E-16	9.60E-15	0.004284911	1.418637979	-7.833236724	meanmale	meanfemale	0.504608168	FC7
TRINITY_DN119370_c0_g2_i1	0	2	NA	15.58795927	3.962360162	0.165195685	-2.597752092	0.1186581	-3.075117508	30.79921687	4.944821763	NA	NA	NA	NA	2.544856614	-7.604685062	3.99E-33	4.37E-31	0.094617928	23.19358807	-3.400218663	meanmale	meanfemale	4.535660339	FC7
TRINITY_DN119011_c0_g1_i1	1.647355025	2	0.720151507	201.7690181	7.656560853	0.913170709	-0.131043511	0.388975625	-1.362248343	180.5162073	7.495984562	NA	NA	NA	NA	6.946537008	-7.601833866	3.02E-44	4.73E-42	0.98316712	191.1426127	-0.024344695	meanmale	meanfemale	7.578506388	FC7
TRINITY_DN127070_c0_g1_i3	0.208170918	2	-2.26415956	59.33138043	5.890723444	0.286760895	-1.802079795	0.236267674	-2.081505841	36.63535638	5.195164745	NA	NA	NA	NA	5.289315948	-7.55969982	6.75E-67	2.22E-64	0.243733162	47.98336841	-2.036033743	meanmale	meanfemale	5.584465539	FC7
TRINITY_DN123821_c0_g1_i1	0.171973704	2	-2.539740111	44.52071096	5.476404726	0.317025644	-1.657328551	0.10509958	-3.250171191	33.43911092	5.063464584	dusp10.1	Chr05	6223747	6223747	4.457725384	-7.532429203	5.32E-62	1.51E-59	0.198032976	38.97991094	-2.335459082	meanmale	meanfemale	5.28466259	FC7
TRINITY_DN124147_c1_g3_i2	0.169685538	2	-2.559064483	27.94539855	4.804538845	0.123748028	-3.01452256	0.118515653	-3.076850479	22.931087	4.519232839	NA	NA	NA	NA	4.668204373	-7.523201093	1.12E-70	4.31E-68	0.137316406	25.43824278	-2.863373835	meanmale	meanfemale	4.668932782	FC7
TRINITY_DN129730_c0_g1_i2	0.079581893	2	-3.651415973	15.65540224	3.968588672	0.063196247	-3.984017305	0.155633535	-2.683775138	20.7614465	4.375835058	NA	NA	NA	NA	4.78890579	-7.446228605	1.27E-66	4.06E-64	0.099470558	18.20842437	-3.32813697	meanmale	meanfemale	4.186542105	FC7
TRINITY_DN133404_c0_g2_i3	0.166308132	2	-2.588069381	23.74566158	4.569592047	0.047166373	-4.406097525	0.152455705	-2.713537957	17.45886278	4.125887684	NA	NA	NA	NA	3.591033259	-7.409382059	4.43E-45	7.14E-43	0.121976737	20.60226218	-3.034139793	meanmale	meanfemale	4.364737855	FC7
TRINITY_DN113760_c0_g3_i2	0.07478733	2	-3.741062311	12.13433955	3.601023682	0.063630931	-3.97412796	0.057131678	-4.129565286	9.868094943	3.302771596	NA	NA	NA	NA	3.837400537	-7.360741694	1.13E-51	2.18E-49	0.065183313	11.00121725	-3.937141917	meanmale	meanfemale	3.459604371	FC7
TRINITY_DN135835_c0_g1_i3	0.905127829	2	-0.14380654	134.5279933	7.071762597	0.709430424	-0.495266893	0.623559436	-0.681401014	111.7229868	6.803782238	NA	NA	NA	NA	7.500414459	-7.345729378	1.10E-63	3.31E-61	0.74603923	123.1254901	-0.422483232	meanmale	meanfemale	6.943986828	FC7
