gid	Am2_463	base	logAm2_463	Am2_464	logAm2_464	Am4_461	logAm4_461	Am6_462	logAm6_462	Am6_464	logAm6_464	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2	cutoff
TRINITY_DN108376_c0_g1_i4	3.297758124	2	1.721485587	1.342573322	0.42500088	2.696278763	1.430969662	4.139707006	2.049528662	1.826524814	0.869101353	cpne3	Chr06	110644971	110644971	2.466900695	1.115140645	0.008220982	0.041016105	3.377914631	1.584549068	1.756175577	meanmale	0.66416338	meanfemale	FC1
TRINITY_DN125138_c7_g3_i10	9.716819619	2	3.280484187	5.119477498	2.355996574	7.016538833	2.810759543	9.466240498	3.242791575	3.098596382	1.631614844	NA	NA	NA	NA	4.550227078	1.115408614	0.0015651	0.010073587	8.73319965	4.10903694	3.126526842	meanmale	2.03883541	meanfemale	FC1
TRINITY_DN128644_c0_g2_i5	10.89892341	2	3.446113728	4.825303895	2.270619805	9.805020543	3.293520653	8.333671129	3.058952168	4.292614494	2.101856615	c11orf54	Chr02	96455516	96455516	3.206845676	1.115482708	0.004075663	0.022940896	9.679205027	4.558959195	3.274903466	meanmale	2.188736141	meanfemale	FC1
TRINITY_DN125260_c4_g1_i9	8.672453812	2	3.116440252	4.169234615	2.059782559	11.01304567	3.461141598	8.899357484	3.15370118	4.804752905	2.264462239	wrap73	Chr07	93279117	93279117	3.827972697	1.11627392	0.001903398	0.011972926	9.528285655	4.48699376	3.252231807	meanmale	2.16578133	meanfemale	FC1
TRINITY_DN131314_c0_g2_i2	8.449102164	2	3.078798043	2.757592712	1.463409391	7.573424189	2.920945737	5.874145316	2.554378956	4.10242668	2.03647755	NA	NA	NA	NA	4.179474586	1.11813443	0.001505854	0.009737492	7.298890556	3.430009696	2.867696954	meanmale	1.778254715	meanfemale	FC1
TRINITY_DN126986_c0_g1_i1	10.88791655	2	3.444656009	4.777621749	2.256292638	8.123881409	3.02216918	12.28089863	3.618344226	5.001087049	2.322241717	NA	NA	NA	NA	2.789430775	1.119935674	0.005588331	0.029813598	10.43089886	4.889354399	3.382805411	meanmale	2.289673488	meanfemale	FC1
TRINITY_DN132993_c1_g1_i1	18.85797367	2	4.237102759	5.735941604	2.520030336	25.1403157	4.651930861	10.35031155	3.371602289	11.30907203	3.499408648	NA	NA	NA	NA	4.44402302	1.121383948	0.008462476	0.041977449	18.11620031	8.522506817	4.179216455	meanmale	3.091294776	meanfemale	FC1
TRINITY_DN126900_c0_g6_i1	10.93485176	2	3.450861757	4.687107016	2.228697735	8.840682774	3.144157795	8.992260337	3.168683804	4.305920586	2.106321712	NA	NA	NA	NA	4.365498114	1.121427757	0.00057789	0.004200858	9.589264957	4.496513801	3.261435278	meanmale	2.168838981	meanfemale	FC1
TRINITY_DN95761_c0_g1_i1	4.6800129	2	2.226512506	2.102701438	1.072244017	5.259544352	2.394937821	5.69353262	2.509324068	2.765117951	1.467341022	NA	NA	NA	NA	2.533492697	1.123914032	0.005593094	0.029832628	5.211029957	2.433909695	2.381596234	meanmale	1.283334914	meanfemale	FC1
TRINITY_DN128194_c3_g1_i3	4.272433245	2	2.095057951	1.587593318	0.666841395	5.291665256	2.403721801	4.591401389	2.198934561	2.825145597	1.49832522	ick-like	Chr05	114229935	114229935	3.462839062	1.124243409	0.004895367	0.026681673	4.718499963	2.206369458	2.238358867	meanmale	1.141739777	meanfemale	FC1
TRINITY_DN127372_c3_g2_i2	11.68260386	2	3.546289958	4.889526272	2.289694695	7.016365795	2.810723964	14.32135287	3.840095878	5.400748028	2.433159241	NA	NA	NA	NA	3.944367276	1.12460105	0.004691176	0.025714863	11.00677418	5.14513715	3.460332913	meanmale	2.363237574	meanfemale	FC1
TRINITY_DN119733_c1_g1_i9	27.17617849	2	4.764270694	11.51083594	3.524920704	22.88449948	4.516298833	32.19245838	5.008650847	14.09556401	3.817169301	NA	NA	NA	NA	3.463864417	1.125845809	0.003240275	0.018913104	27.41771212	12.80319998	4.777041547	meanmale	3.678443799	meanfemale	FC1
TRINITY_DN133143_c0_g1_i1	1.772885133	2	0.826099066	1.10439496	0.143256209	2.266163396	1.180251887	2.76973243	1.469746611	1.021022371	0.030014477	nek9	Chr08	61144882	61144882	3.136384827	1.125915683	0.004936895	0.0268905	2.269593653	1.062708666	1.182497586	meanmale	0.087881896	meanfemale	FC1
TRINITY_DN125745_c5_g1_i4	119.8862263	2	6.905522107	76.43940526	6.256244648	184.631508	7.528504965	140.2932006	7.132301279	61.90409324	5.951962902	NA	NA	NA	NA	6.942660069	1.127466125	0.00206731	0.012864464	148.2703116	69.17174925	7.212086917	meanmale	6.112113121	meanfemale	FC1
TRINITY_DN131220_c7_g1_i1	2.265080604	2	1.17956239	1.131131478	0.177766632	3.555585736	1.830087244	2.425165198	1.278083025	1.435942186	0.521997664	NA	NA	NA	NA	2.92321107	1.128045557	0.00555199	0.029642651	2.748610513	1.283536832	1.458754974	meanmale	0.360237091	meanfemale	FC1
TRINITY_DN125124_c5_g1_i1	15.06373568	2	3.913007686	7.793565154	2.962283438	14.97304738	3.90429597	20.18747323	4.335388442	7.800789436	2.963620131	NA	NA	NA	NA	4.48481797	1.131485213	0.000475354	0.003527461	16.74141876	7.797177295	4.065358508	meanmale	2.962970442	meanfemale	FC1
TRINITY_DN130898_c0_g1_i1	6.175737227	2	2.626611368	4.403389198	2.138614364	11.57164551	3.532522128	7.463635252	2.899878483	3.461155766	1.79125387	NA	NA	NA	NA	2.560103264	1.132098643	0.010224511	0.049163202	8.403672663	3.932272482	3.071037135	meanmale	1.975399983	meanfemale	FC1
TRINITY_DN105307_c0_g1_i1	85.57964161	2	6.419195732	33.44564454	5.063746443	106.2771483	6.731687612	161.0699502	7.331543554	76.34501548	6.254462062	NA	NA	NA	NA	5.830405609	1.133882547	0.00627976	0.032773279	117.6422467	54.89533001	6.878263658	meanmale	5.778614146	meanfemale	FC1
TRINITY_DN100684_c0_g3_i1	141.5689785	2	7.145361357	56.33307394	5.815910292	159.322382	7.315805144	244.6485951	7.934567188	113.2461598	6.823318319	NA	NA	NA	NA	6.034701246	1.134274441	0.004156044	0.023288228	181.8466519	84.78961687	7.506579346	meanmale	6.405817403	meanfemale	FC1
TRINITY_DN134530_c9_g1_i1	145.8719099	2	7.188558284	74.23191222	6.213967628	76.77628776	6.2625889	174.5605009	7.447583336	48.42757859	5.597756964	NA	NA	NA	NA	6.137634353	1.134839258	0.005555841	0.02965295	132.4028995	61.32974541	7.048791996	meanmale	5.938517409	meanfemale	FC1
TRINITY_DN126268_c0_g1_i2	14.65087638	2	3.872915061	6.833527207	2.772630435	8.039107752	3.007035388	12.43357779	3.63616959	4.013678773	2.004925158	NA	NA	NA	NA	4.753996295	1.136551586	0.002453998	0.014949965	11.70785397	5.42360299	3.549417074	meanmale	2.439278177	meanfemale	FC1
TRINITY_DN128174_c4_g1_i1	6.5905063	2	2.720389301	5.333388771	2.415052495	12.75156925	3.672602896	7.798085528	2.963119978	3.057966038	1.612572384	LOC100485992	Chr02	32812457	32812457	4.567808806	1.137383798	0.004005092	0.022599772	9.046720359	4.195677405	3.177410824	meanmale	2.068938142	meanfemale	FC1
TRINITY_DN136741_c9_g1_i1	7.84812788	2	2.97234855	3.301326388	1.723045779	8.242395233	3.043063644	5.995356621	2.583845572	3.520587861	1.815816347	ptdss1	Chr06	114987607	114987607	2.540547786	1.137542016	0.005426216	0.029079341	7.361959911	3.410957125	2.88010949	meanmale	1.770218916	meanfemale	FC1
TRINITY_DN122038_c0_g1_i2	11.33302876	2	3.502461569	4.79968531	2.262939819	12.01476679	3.586736741	15.66604043	3.969568682	7.199103602	2.84781728	NA	NA	NA	NA	2.229405475	1.138242624	0.00795725	0.039956062	13.00461199	5.999394456	3.700962544	meanmale	2.584840938	meanfemale	FC1
TRINITY_DN134495_c3_g5_i1	3.105444692	2	1.634799874	1.928362113	0.94737599	6.850122248	2.776129735	3.58483481	1.841906641	2.263934057	1.178831937	NA	NA	NA	NA	3.336976299	1.138415592	0.010219868	0.049150351	4.51346725	2.096148085	2.174268103	meanmale	1.067809466	meanfemale	FC1
TRINITY_DN128286_c2_g1_i2	61.88399556	2	5.951494443	34.93119849	5.126444237	63.72011675	5.993677005	99.63826184	6.638627949	34.56653855	5.111304236	NA	NA	NA	NA	5.457845121	1.139790511	0.000833156	0.005788231	75.08079138	34.74886852	6.230373873	meanmale	5.118898249	meanfemale	FC1
TRINITY_DN128513_c1_g2_i6	59.91723215	2	5.904899076	20.32218362	4.344983523	65.06411318	6.023790123	74.3694261	6.216637734	41.37363746	5.370639896	arhgap42	Chr02	159502011	159502011	6.656038654	1.142107741	0.002923405	0.017323032	66.45025714	30.84791054	6.054205048	meanmale	4.947105545	meanfemale	FC1
TRINITY_DN122657_c3_g1_i1	143.8529554	2	7.168451051	79.18347754	6.307127523	141.7052769	7.146749673	169.782618	7.407544956	60.79646954	5.925915643	cep44	Chr01	39130121	39130121	6.562060186	1.143472039	0.000834409	0.005795323	151.7802834	69.98997354	7.245841534	meanmale	6.129078419	meanfemale	FC1
TRINITY_DN115612_c0_g2_i2	1.330445627	2	0.411909551	0.843733516	-0.245140683	2.127473402	1.089141095	2.006763527	1.004870622	0.837323615	-0.256142781	NA	NA	NA	NA	3.629233841	1.146866467	0.002901444	0.017221539	1.821560852	0.840528566	0.86525439	meanmale	-0.250459613	meanfemale	FC1
TRINITY_DN128854_c0_g1_i2	2.052240336	2	1.037199694	0.968985373	-0.045453207	2.203408629	1.139737072	2.967529247	1.569262249	1.243426016	0.31432067	NA	NA	NA	NA	2.667164278	1.14849366	0.00500607	0.027178141	2.407726071	1.106205695	1.267731183	meanmale	0.145750086	meanfemale	FC1
TRINITY_DN123534_c0_g1_i2	10.28492855	2	3.362459866	6.482162217	2.696475125	13.28651047	3.731890344	8.30047627	3.053194119	3.310829937	1.727192908	NA	NA	NA	NA	3.377208132	1.149870797	0.008365463	0.041563403	10.62397176	4.896496077	3.409264892	meanmale	2.291779192	meanfemale	FC1
TRINITY_DN127632_c0_g1_i2	1.288888023	2	0.36612693	0.895015116	-0.160016046	1.837850813	0.878019661	1.553495406	0.635517975	0.550278383	-0.86176644	NA	NA	NA	NA	2.088803688	1.152390963	0.01032925	0.049523612	1.560078081	0.72264675	0.641710709	meanmale	-0.46843788	meanfemale	FC1
TRINITY_DN128813_c2_g3_i1	55.37165941	2	5.791075853	25.55483677	4.675524471	43.75064192	5.45123228	64.9722198	6.021751091	24.63273481	4.622504905	NA	NA	NA	NA	6.834710024	1.152491035	0.001233633	0.008167784	54.69817371	25.09378579	5.773423397	meanmale	4.649263984	meanfemale	FC1
TRINITY_DN134219_c1_g1_i3	4.77560688	2	2.255684081	2.751442882	1.46018838	9.433383046	3.23777525	6.064229659	2.600324391	3.4595879	1.790600197	arid5b-like.1	Chr07	9814709	9814709	4.123437739	1.153040459	0.00247947	0.015086718	6.757739862	3.105515391	2.756562164	meanmale	1.634879173	meanfemale	FC1
TRINITY_DN134053_c4_g1_i1	6.38953819	2	2.675711663	2.481017093	1.310931675	5.331833145	2.414631633	7.941187311	2.989354725	3.509912199	1.811434942	NA	NA	NA	NA	3.355327074	1.155833977	0.003515741	0.020250832	6.554186215	2.995464646	2.712438674	meanmale	1.582827968	meanfemale	FC1
TRINITY_DN125884_c1_g1_i5	16.80258401	2	4.070611212	7.298318095	2.867564032	14.7976748	3.887298594	16.9793678	4.085710838	7.52277006	2.911263994	NA	NA	NA	NA	3.398166894	1.156028771	0.002069753	0.012876453	16.19320887	7.410544078	4.017325905	meanmale	2.889598936	meanfemale	FC1
TRINITY_DN134074_c0_g5_i2	5.599174642	2	2.485214179	1.897058719	0.923764335	5.867936869	2.55285335	4.790611874	2.260209934	3.030991242	1.599789683	NA	NA	NA	NA	2.298300802	1.156477521	0.005864072	0.031019261	5.419241128	2.464024981	2.438117463	meanmale	1.301075431	meanfemale	FC1
TRINITY_DN115114_c1_g1_i1	8.135439896	2	3.024220357	4.139715179	2.049531511	6.148009991	2.62011951	10.34149469	3.370372813	3.368290622	1.752016622	NA	NA	NA	NA	3.971503728	1.157123098	0.002184198	0.013507584	8.208314859	3.754002901	3.037103648	meanmale	1.908468195	meanfemale	FC1
TRINITY_DN128205_c1_g3_i4	6.065170256	2	2.600548144	3.840318451	1.941225949	11.87311209	3.569626228	8.814601698	3.139895381	4.332857531	2.1153188	NA	NA	NA	NA	2.547485009	1.157903786	0.007961283	0.039968269	8.917628015	4.086587991	3.156676199	meanmale	2.030932101	meanfemale	FC1
TRINITY_DN132602_c3_g2_i2	4.648651286	2	2.216812208	2.130056727	1.090891852	7.024580065	2.812411982	5.149249337	2.36436213	2.991088308	1.580670505	NA	NA	NA	NA	2.896100225	1.158846469	0.004508711	0.02488972	5.607493563	2.560572518	2.487381787	meanmale	1.35652276	meanfemale	FC1
TRINITY_DN131978_c0_g1_i1	5.897331598	2	2.560062317	2.793417036	1.482030973	5.730883092	2.518757466	6.12163677	2.613917444	2.615615308	1.387150372	NA	NA	NA	NA	2.717938125	1.159299352	0.00313057	0.018363015	5.916617153	2.704516172	2.564796929	meanmale	1.435423867	meanfemale	FC1
TRINITY_DN131925_c1_g2_i3	13.65968581	2	3.771852395	10.49812544	3.392059836	25.26522242	4.659080976	13.82017868	3.788704363	5.537831014	2.469321031	prps1	Chr08	16910402	16910402	5.199682082	1.159375868	0.00411582	0.023099162	17.58169564	8.017978227	4.136010516	meanmale	3.003256493	meanfemale	FC1
TRINITY_DN136079_c1_g2_i5	5.000327417	2	2.322022564	3.389076703	1.760892289	8.299574282	3.053037337	8.341070321	3.060232521	3.209196217	1.682212002	Xetrov90012204m	Chr04	101936590	101936590	3.083579893	1.160840585	0.004980281	0.027073491	7.21365734	3.29913646	2.850750894	meanmale	1.722132181	meanfemale	FC1
TRINITY_DN134342_c3_g2_i1	2.44109651	2	1.287529334	0.963541194	-0.053581748	2.856711639	1.514355416	2.952283988	1.561831505	1.542501466	0.625271861	NA	NA	NA	NA	3.360023682	1.160909584	0.00306888	0.018052108	2.750030712	1.25302133	1.459500191	meanmale	0.325526106	meanfemale	FC1
TRINITY_DN129661_c1_g6_i1	3.828898409	2	1.936929382	2.633085652	1.396754452	5.120305603	2.356229919	7.329881847	2.873789943	2.323688317	1.216416569	stil	Chr04	83796568	83796568	3.361254745	1.161308721	0.00495807	0.026982157	5.426361953	2.478386985	2.440011869	meanmale	1.309459683	meanfemale	FC1
TRINITY_DN131503_c1_g3_i4	21.07051724	2	4.397153825	10.83194868	3.437220904	41.4596607	5.373636405	27.03461559	4.756735938	16.46906825	4.041687031	NA	NA	NA	NA	6.208630328	1.162115247	0.002626316	0.015837267	29.85493118	13.65050847	4.89990217	meanmale	3.770893354	meanfemale	FC1
TRINITY_DN130068_c0_g10_i1	17.81947425	2	4.155382867	8.699035447	3.120855443	10.58824026	3.404390932	33.49918618	5.066054142	10.10170309	3.336526639	NA	NA	NA	NA	5.533863517	1.162427898	0.007989726	0.040062675	20.63563356	9.400369269	4.367072819	meanmale	3.232732777	meanfemale	FC1
TRINITY_DN134068_c1_g9_i6	37.05977997	2	5.211782411	14.10690154	3.818329242	41.30136546	5.368117574	47.0238729	5.55532146	24.0258895	4.586517939	NA	NA	NA	NA	6.67246785	1.16571957	0.001445362	0.00938037	41.79500611	19.06639552	5.385262118	meanmale	4.252967791	meanfemale	FC1
TRINITY_DN207170_c0_g1_i1	23.80868272	2	4.573415897	9.969004158	3.317449395	16.11849118	4.010644797	41.77366865	5.384521944	14.78332427	3.885898814	NA	NA	NA	NA	4.75545817	1.167030991	0.004375179	0.024238413	27.23361418	12.37616421	4.767321848	meanmale	3.629503996	meanfemale	FC1
TRINITY_DN128660_c0_g1_i3	28.9987871	2	4.857920654	15.99036301	3.999130786	32.02226579	5.001003487	52.56685663	5.716081563	18.41321452	4.202669605	NA	NA	NA	NA	6.004043707	1.167209698	0.001286855	0.008461759	37.86263651	17.20178877	5.24270678	meanmale	4.104495076	meanfemale	FC1
TRINITY_DN135623_c1_g2_i3	8.659779577	2	3.114330304	3.523662124	1.817075594	8.992449139	3.168714095	5.690484072	2.508551383	3.542603636	1.824810059	rnf219-like	Chr02	122246529	122246529	4.772753631	1.168993682	0.000438351	0.003284142	7.780904263	3.53313288	2.95995637	meanmale	1.820988842	meanfemale	FC1
TRINITY_DN112641_c0_g1_i2	65.41407156	2	6.03152911	20.2634985	4.340811372	76.33041835	6.254186193	38.35892753	5.26149048	34.43861244	5.105955111	NA	NA	NA	NA	6.338940462	1.169454395	0.003437227	0.019867412	60.03447248	27.35105547	5.907721649	meanmale	4.773529877	meanfemale	FC1
TRINITY_DN125938_c4_g5_i1	4.995696499	2	2.320685832	2.647492266	1.40462647	7.876186999	2.977497365	4.904123854	2.293995415	2.737773165	1.453002919	znf609	Chr03	84805375	84805375	2.859537752	1.16946871	0.004689646	0.025714863	5.925335784	2.692632716	2.56692126	meanmale	1.429071033	meanfemale	FC1
TRINITY_DN120135_c0_g1_i1	5.649737136	2	2.498183745	2.397527538	1.261547386	3.194734284	1.675695943	5.019299102	2.327485919	1.790112765	0.84005047	NA	NA	NA	NA	3.662311418	1.170060416	0.003685992	0.021056418	4.621256841	2.093820152	2.208316492	meanmale	1.066206428	meanfemale	FC1
TRINITY_DN136441_c1_g1_i2	1.913959177	2	0.936560059	1.179189807	0.237795959	2.803664682	1.487313813	2.555152946	1.35340965	1.023865578	0.034026318	NA	NA	NA	NA	2.654747788	1.172328108	0.004026467	0.022702515	2.424258935	1.101527693	1.277603311	meanmale	0.139636731	meanfemale	FC1
TRINITY_DN131321_c3_g2_i1	42.21933121	2	5.39983182	25.63542057	4.680066661	28.04752635	4.809801633	73.66051835	6.202819644	17.63991034	4.140771323	NA	NA	NA	NA	6.508420472	1.172586978	0.006734479	0.03470344	47.97579197	21.63766546	5.584237724	meanmale	4.435479614	meanfemale	FC1
TRINITY_DN124536_c0_g2_i2	9.777771208	2	3.289505648	4.059617634	2.02134385	7.688931959	2.942783213	5.921239409	2.565899186	2.990191968	1.580238107	med10	Chr06	60243067	60243067	3.071222204	1.174887372	0.00529043	0.028431072	7.795980859	3.524904801	2.962749054	meanmale	1.817625222	meanfemale	FC1
TRINITY_DN124948_c0_g1_i6	7.018152466	2	2.81109129	4.972119621	2.313861006	8.223521785	3.039756371	16.19683062	4.01763963	4.49896261	2.169592377	NA	NA	NA	NA	3.441373769	1.175056337	0.008591363	0.042490021	10.47950162	4.735541116	3.38951197	meanmale	2.243559752	meanfemale	FC1
TRINITY_DN133268_c0_g1_i3	26.43392163	2	4.724318568	11.99429105	3.584275981	33.80386897	5.079116472	24.87599056	4.63668207	13.6650591	3.772419794	NA	NA	NA	NA	5.816088061	1.175691133	0.000331583	0.002577129	28.37126039	12.82967508	4.826363423	meanmale	3.681423973	meanfemale	FC1
TRINITY_DN122876_c3_g1_i10	96.076291	2	6.586108552	43.82340998	5.453629842	61.94547445	5.952926982	134.8316734	7.075015631	44.28384599	5.468708618	NA	NA	NA	NA	7.578103214	1.175907916	0.004162126	0.023317069	97.61781295	44.05362799	6.609074002	meanmale	5.461192205	meanfemale	FC1
TRINITY_DN111757_c0_g1_i1	4.969513218	2	2.313104541	2.419307574	1.274594195	4.388750162	2.133810144	4.190368284	2.067077045	1.678295699	0.746996927	hspb2	Chr07	74665677	74665677	1.803366106	1.176219653	0.009683929	0.046943996	4.516210555	2.048801637	2.175144693	meanmale	1.034850725	meanfemale	FC1
TRINITY_DN135787_c3_g1_i2	2.81030739	2	1.49072794	1.910561429	0.933996644	5.361815337	2.422721533	3.938069943	1.977488735	1.745212791	0.803402953	utp15	Chr01	166491083	166491083	2.777574118	1.177151184	0.005867175	0.031022516	4.03673089	1.82788711	2.013223151	meanmale	0.870255897	meanfemale	FC1
TRINITY_DN136000_c1_g1_i2	32.27206826	2	5.012214135	20.97507265	4.390603903	51.43878974	5.684784794	43.85264345	5.454591906	17.46281009	4.126213829	NA	NA	NA	NA	3.497594374	1.177771044	0.002785074	0.016629766	42.52116715	19.21894137	5.410112685	meanmale	4.264464472	meanfemale	FC1
TRINITY_DN104546_c0_g1_i1	10.0057978	2	3.322764298	3.430553358	1.778441306	7.611269566	2.928137117	13.41489831	3.745764213	5.84829479	2.548016034	NA	NA	NA	NA	2.678769285	1.178560411	0.007518187	0.038141268	10.34398856	4.639424074	3.370734627	meanmale	2.21397682	meanfemale	FC1
TRINITY_DN128659_c2_g1_i2	4.809820326	2	2.265983002	1.874833579	0.906762539	5.849676103	2.548356745	4.925584297	2.300294874	2.789669438	1.48009418	NA	NA	NA	NA	2.529794007	1.17927278	0.004563981	0.025122546	5.195026909	2.332251509	2.377158992	meanmale	1.221785233	meanfemale	FC1
TRINITY_DN110181_c0_g1_i1	4.182664116	2	2.064422149	1.840386666	0.880008909	3.759772595	1.910645405	6.36879472	2.671020372	2.446480936	1.290708041	NA	NA	NA	NA	2.693206438	1.179517213	0.005849692	0.030956328	4.770410477	2.143433801	2.254143653	meanmale	1.099991167	meanfemale	FC1
TRINITY_DN120010_c0_g1_i1	6.384935702	2	2.674672092	2.30848411	1.206945802	7.557558692	2.917920278	5.288761019	2.402929786	3.458386224	1.790098995	NA	NA	NA	NA	3.537211949	1.180701226	0.002593996	0.015676483	6.410418471	2.883435167	2.680441044	meanmale	1.527838617	meanfemale	FC1
TRINITY_DN128941_c3_g5_i2	56.88146837	2	5.829886803	18.21384933	4.18696395	42.89263963	5.422658198	47.7512372	5.577466208	26.02353933	4.701745284	NA	NA	NA	NA	5.50715201	1.183655252	0.000341611	0.002643539	49.17511507	22.11869433	5.619859457	meanmale	4.467200843	meanfemale	FC1
TRINITY_DN126424_c0_g2_i6	2.276580485	2	1.186868465	1.054655272	0.076771512	3.087415359	1.626399586	1.884584128	0.914246198	1.11634174	0.15877874	NA	NA	NA	NA	2.492552511	1.184403474	0.005228022	0.028156359	2.416193324	1.085498506	1.2727956	meanmale	0.11849064	meanfemale	FC1
TRINITY_DN136124_c0_g1_i1	3.365429837	2	1.750790779	1.949791313	0.96331972	5.335208791	2.415544731	6.776695921	2.760582037	2.677648755	1.420966725	NA	NA	NA	NA	2.527971606	1.184981879	0.008201194	0.040933759	5.159111516	2.313720034	2.367150595	meanmale	1.210276658	meanfemale	FC1
TRINITY_DN129648_c0_g1_i3	9.887751543	2	3.305642492	4.812167302	2.266686801	7.495306891	2.90598755	19.75092465	4.30384829	6.283545716	2.651578881	NA	NA	NA	NA	4.269073625	1.18593932	0.005441008	0.029152346	12.37799436	5.547856509	3.62971732	meanmale	2.471956478	meanfemale	FC1
TRINITY_DN131848_c0_g1_i3	5.040106309	2	2.333454164	3.559148639	1.831532185	8.426032139	3.074853419	6.086707048	2.605661931	2.286836204	1.193353036	NA	NA	NA	NA	4.685093114	1.186252068	0.001085503	0.007299415	6.517615165	2.922992422	2.704366305	meanmale	1.547495445	meanfemale	FC1
