gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	group1	meanXX	group2
TRINITY_DN132047_c2_g1_i1	6.36E-60	1.07E-57	7.922862392	2	2.986021745	0.020070727	-5.638763315	18.5085937	4.210123377	0.014986842	-6.060159777	11.16796385	3.481294272	10.90641382	3.447104896	0.009172411	-6.768483284	9.596909797	3.262569933	0.038875565	-4.684992547	0	NA	NA	NA	NA	NA	4.571301727	-9.367349727	7	female	-5.902185655	meanmale	3.538618703	meanfemale
TRINITY_DN123052_c0_g1_i2	3.25E-115	3.49E-112	56.66192352	2	5.824307673	0.030566841	-5.031888728	57.53144264	5.846278742	0.136945835	-2.868322706	62.58319779	5.967703472	60.25539629	5.913018545	0.041907542	-4.576646284	40.64606998	5.345043961	0.118411575	-3.07811798	0.092739278	-3.430675695	arhgef3-like	scaffold_49	79382	79382	6.218330745	-9.366112174	7	female	-3.569792429	meanmale	5.795343729	meanfemale
TRINITY_DN135535_c0_g1_i2	6.83E-116	8.11E-113	655.9272927	2	9.357392096	1.010567513	0.015165707	545.1735111	9.090571656	0.438150349	-1.190502087	471.9571955	8.882512209	674.177554	9.396984785	1.117339817	0.16006802	553.6403309	9.112805232	0.947127617	-0.078369266	0.857173789	-0.222340359	NA	NA	NA	NA	9.510086887	-9.360303205	7	female	-0.194011228	meanmale	9.180345009	meanfemale
TRINITY_DN121562_c0_g1_i6	3.63E-85	1.19E-82	202.5507152	2	7.662139369	0.447478511	-1.160109693	135.9478024	7.08690902	0.083533218	-3.581506173	93.00097924	6.539174002	127.3999996	6.993221463	0.255624556	-1.967901663	139.9164698	7.128421984	0	NA	0.226273703	-2.143859167	NA	NA	NA	NA	5.683329868	-9.346569343	7	female	-2.302710142	meanmale	7.126841698	meanfemale
TRINITY_DN90220_c0_g1_i1	5.70E-09	3.77E-08	0.092693689	2	-3.431385073	0	NA	6.974135028	2.802014297	0	NA	0.665872508	-0.586682118	13.37189153	3.741131652	0.01252877	-6.318611403	0	NA	0	NA	0	NA	pou6f1	Chr02	139026107	139026107	2.633140528	-9.339984708	7	female	-8.584083394	meanmale	2.07759117	meanfemale
TRINITY_DN123456_c0_g3_i1	3.57E-66	7.13E-64	777.6959572	2	9.603062429	1.976194691	0.982725086	348.3845697	8.444536917	0	NA	371.9245593	8.538866206	375.2984462	8.551894507	0.620901635	-0.687563364	650.8571756	9.346197182	0.598085614	-0.741576079	0.874378925	-0.193669466	NA	NA	NA	NA	7.402407524	-9.330992456	7	female	-0.296877726	meanmale	8.979660242	meanfemale
TRINITY_DN125309_c0_g1_i1	2.23E-125	4.58E-122	129.8610925	2	7.020825441	0.37580802	-1.41193224	185.7462268	7.537189094	0.168369845	-2.57029432	173.8235402	7.441479663	167.281447	7.386133636	0.34349183	-1.54165231	120.736761	6.915721193	0.036395664	-4.780089605	0.266045538	-1.910254887	NA	NA	NA	NA	7.40376217	-9.282088624	7	female	-2.070226091	meanmale	7.280677187	meanfemale
TRINITY_DN135160_c6_g1_i3	5.52E-20	1.31E-18	14.84758261	2	3.892156155	0	NA	12.75725157	3.673245642	0	NA	26.35742296	4.720137416	4.290496407	2.101144576	0	NA	13.44252677	3.74873244	0	NA	0	NA	NA	NA	NA	NA	1.345482214	-9.266621685	7	female	-13.28771238	meanmale	3.841888211	meanfemale
TRINITY_DN121355_c0_g1_i4	5.57E-88	1.96E-85	241.6017263	2	7.916486953	0	NA	205.2478408	7.681223235	0.138183763	-2.85533999	129.9924552	7.022284081	158.8647195	7.311654958	0.507436406	-0.978701066	163.1703195	7.350234846	0.627280302	-0.672817835	0	NA	NA	NA	NA	NA	6.316531081	-9.265471547	7	female	-1.973241892	meanmale	7.49005271	meanfemale
TRINITY_DN45542_c0_g1_i1	4.21E-93	1.83E-90	648.1591364	2	9.340204258	1.364809459	0.448699551	440.771704	8.783887801	0.113233917	-3.142621941	387.4121359	8.597725338	487.191826	8.928346118	1.143493845	0.1934486	568.0198526	9.149797543	0.807747849	-0.308023091	0.843498082	-0.245543307	LOC100493952-like	Chr03	34853155	34853155	8.102741796	-9.199429651	7	female	-0.22658318	meanmale	8.983880106	meanfemale
TRINITY_DN24472_c0_g1_i1	1.00E-30	5.09E-29	24.31449555	2	4.603744755	0	NA	30.29447909	4.920982994	0.062077477	-4.009786266	8.673596292	3.116630295	27.3938395	4.775779582	0.037993335	-4.718109835	6.981181184	2.803471155	0	NA	0	NA	NA	NA	NA	NA	3.261695698	-9.196138803	7	female	-5.635644528	meanmale	4.287739586	meanfemale
TRINITY_DN130577_c0_g2_i5	7.18E-104	4.63E-101	97.64578176	2	6.609485817	0.245175352	-2.028114146	71.15011182	6.152794119	0	NA	72.7454161	6.184784437	84.80296034	6.406042723	0.168069319	-2.57287171	60.79578479	5.925899394	0.197869642	-2.33737781	0.041325437	-4.596826114	NA	NA	NA	NA	6.279493129	-9.164859028	7	female	-2.936906317	meanmale	6.27478554	meanfemale
TRINITY_DN45107_c0_g1_i1	6.74E-78	1.75E-75	80.09176993	2	6.323582097	0	NA	65.36431239	6.030431263	0.055841384	-4.162521491	72.82124376	6.186287477	55.44438062	5.792969343	0.273413223	-1.870845078	83.85480563	6.38982156	0	NA	0.151262421	-2.72487448	NA	NA	NA	NA	5.307535888	-9.159391307	7	female	-3.377768223	meanmale	6.160182087	meanfemale
TRINITY_DN120314_c0_g2_i1	5.55E-25	2.03E-23	11.3267474	2	3.50166173	0	NA	10.41952664	3.381217832	0	NA	14.32427769	3.840390487	9.068084884	3.180797896	0	NA	12.39759647	3.631988546	0	NA	0	NA	sept6-like	Chr08	38633143	38633143	1.239250561	-9.157635504	7	female	-13.28771238	meanmale	3.524483308	meanfemale
TRINITY_DN128784_c3_g3_i1	1.07E-48	1.21E-46	30.43916797	2	4.927857019	0	NA	28.67555462	4.841749485	0.075958156	-3.718651307	34.98370458	5.128611166	35.87139253	5.164761847	0.092977478	-3.426974896	26.12905373	4.707582973	0	NA	0	NA	NA	NA	NA	NA	3.667539505	-9.148917064	7	female	-4.88311887	meanmale	4.964392841	meanfemale
TRINITY_DN111968_c1_g1_i1	3.29E-61	5.63E-59	261.033004	2	8.028088417	0	NA	162.2326125	7.341920053	0.166611213	-2.585442597	167.0195295	7.383872996	194.7713905	7.605637969	0	NA	201.2569689	7.65289493	1.728744468	0.789724635	0	NA	tbc1d32	Chr05	49008599	49008599	5.189008346	-9.144035516	7	female	-1.399078949	meanmale	7.623975115	meanfemale
TRINITY_DN97559_c0_g1_i1	2.65E-97	1.30E-94	1350.617039	2	10.39940295	2.634767295	1.397675547	768.8991449	9.586650565	0.786953865	-0.345649034	767.0660225	9.583206948	731.5531054	9.514818787	1.878396348	0.909501509	1105.002752	10.10983425	1.122738323	0.167021717	2.131690484	1.091997978	NA	NA	NA	NA	8.531634474	-9.118910288	7	female	0.77484757	meanmale	9.883602051	meanfemale
TRINITY_DN69434_c0_g2_i1	1.80E-79	5.02E-77	96.15830302	2	6.587339531	0.088528181	-3.497719411	69.99708554	6.129222949	0	NA	80.48695494	6.33068307	76.06141781	6.249092926	0.32366214	-1.627439477	91.04481359	6.508504931	0	NA	0.179062001	-2.481468881	NA	NA	NA	NA	5.271822753	-9.114576972	7	female	-3.078862728	meanmale	6.370684181	meanfemale
TRINITY_DN131426_c0_g1_i1	4.62E-16	7.65E-15	1.404036753	2	0.489580701	0	NA	13.27608097	3.730757428	0	NA	14.21210507	3.829048355	12.4827627	3.641865363	0	NA	2.789640352	1.480079138	0	NA	0	NA	ptpn6	Chr07	1003744	1003744	1.205233066	-9.110760368	7	female	-13.28771238	meanmale	3.142907622	meanfemale
TRINITY_DN131833_c2_g7_i1	5.42E-18	1.08E-16	1.562352575	2	0.643720062	0	NA	7.528113826	2.912288442	0	NA	3.726307861	1.897746872	7.142581788	2.836445651	0	NA	1.349649356	0.432584638	0	NA	0	NA	NA	NA	NA	NA	1.183993603	-9.093575599	7	female	-13.28771238	meanmale	2.091497109	meanfemale
TRINITY_DN208426_c0_g1_i1	2.78E-25	1.04E-23	3.134445822	2	1.648210393	0	NA	2.965592956	1.568320594	0	NA	2.35968808	1.238596167	2.902831138	1.537460651	0	NA	2.086089546	1.060801087	0	NA	0	NA	NA	NA	NA	NA	1.177401228	-9.092152193	7	female	-13.28771238	meanmale	1.427514732	meanfemale
TRINITY_DN104411_c0_g3_i1	5.23E-19	1.13E-17	7.663084802	2	2.937925271	0	NA	3.576352315	1.838488867	0	NA	4.758280339	2.250440272	5.047432895	2.335549825	0	NA	15.12278717	3.918652151	0	NA	0	NA	NA	NA	NA	NA	1.09906897	-9.020018157	7	female	-13.28771238	meanmale	2.854731275	meanfemale
TRINITY_DN119774_c0_g1_i2	6.23E-63	1.14E-60	203.0751626	2	7.665869989	0.516239984	-0.953886209	179.0217372	7.483990963	0.096369291	-3.375282699	366.8656639	8.519108074	190.3890876	7.572806981	1.091148221	0.12584709	267.6889639	8.064413852	0.31247499	-1.678187372	0.130521947	-2.937635681	c9orf72	Chr01	110233810	110233810	7.276935472	-9.013128251	7	female	-1.219434945	meanmale	7.915331009	meanfemale
TRINITY_DN136525_c2_g1_i1	4.04E-59	6.61E-57	257.6048454	2	8.00901592	0	NA	109.9648508	6.780898644	0.173711123	-2.52523796	125.7226883	6.974101216	123.7255649	6.950999819	0.31894973	-1.648599038	165.0167369	7.366468548	0.675904708	-0.565108231	0.235273225	-2.087590949	LOC100145489	scaffold_443	58654	58654	4.799017911	-9.002121291	7	female	-1.832037078	meanmale	7.289161615	meanfemale
TRINITY_DN132840_c3_g2_i1	6.10E-68	1.26E-65	165.9260183	2	7.374396318	0.319781129	-1.64484329	77.26938387	6.271824989	0.128574409	-2.959324573	44.17167811	5.465049737	53.12958389	5.731443509	0.101174802	-3.305078069	105.6384595	6.722991358	0.238228154	-2.069584173	0.124385965	-3.007104386	NA	NA	NA	NA	7.226880305	-8.975522088	7	female	-2.453803254	meanmale	6.479410446	meanfemale
TRINITY_DN133117_c1_g2_i4	2.92E-107	2.06E-104	133.9479478	2	7.065528668	0.339962917	-1.556550708	159.6002567	7.318319162	0.126925408	-2.977947197	112.6690163	6.815947022	149.6062922	7.225027044	0.54377591	-0.878915855	144.4605195	7.174531453	0.246931455	-2.017817471	0.085953477	-3.540300189	NA	NA	NA	NA	7.079845522	-8.892580587	7	female	-1.89534218	meanmale	7.129869317	meanfemale
TRINITY_DN118665_c1_g1_i1	3.42E-115	3.51E-112	126.8330559	2	6.986786987	0.161995188	-2.625977136	138.3534027	7.112214316	0.060481024	-4.047373624	108.3591274	6.759676871	96.0758037	6.586101235	0.277621921	-1.848806607	97.5435965	6.607975261	0.43143802	-1.212774777	0.245745327	-2.024764112	NA	NA	NA	NA	6.845212403	-8.889348341	7	female	-2.085856202	meanmale	6.825697838	meanfemale
TRINITY_DN207157_c0_g1_i1	8.15E-12	8.11E-11	30.76400529	2	4.943171441	0	NA	2.033127907	1.02370098	0	NA	3.114030133	1.638782905	1.709445004	0.773528009	0	NA	3.235982808	1.694203943	0	NA	0	NA	NA	NA	NA	NA	0.969695938	-8.878625764	7	female	-13.28771238	meanmale	3.030586494	meanfemale
TRINITY_DN67391_c0_g1_i1	1.31E-19	3.00E-18	1.798701922	2	0.846956125	0	NA	4.03598592	2.012921141	0	NA	2.268284176	1.181601396	2.226944484	1.155065593	0	NA	5.944233652	2.571490825	0	NA	0	NA	NA	NA	NA	NA	0.964689981	-8.874925936	7	female	-13.28771238	meanmale	1.702626531	meanfemale
TRINITY_DN134021_c2_g1_i2	1.16E-22	3.45E-21	1.483672143	2	0.569172325	0.067509124	-3.888773691	18.50818131	4.210091232	0	NA	19.45285424	4.281909947	15.02499065	3.909292188	0	NA	11.47133229	3.519961052	0	NA	0.068273846	-3.872523166	NA	NA	NA	NA	3.026711604	-8.8636463	7	female	-5.197250896	meanmale	3.721187375	meanfemale
TRINITY_DN72771_c0_g1_i1	9.11E-29	4.20E-27	16.80653552	2	4.070950455	0	NA	6.011130422	2.587636322	0	NA	16.91883748	4.080558537	11.01687205	3.461642762	0	NA	23.67981661	4.565586003	0	NA	0.158956191	-2.653298887	NA	NA	NA	NA	3.004733023	-8.857663967	7	female	-4.970696077	meanmale	3.895955799	meanfemale
TRINITY_DN103897_c0_g2_i1	1.28E-39	1.01E-37	96.38909134	2	6.590797976	0	NA	76.4286544	6.256041725	0	NA	79.53591584	6.313534577	92.20679987	6.526801242	0.443018856	-1.17455999	155.1457178	7.277480067	0	NA	0.619186357	-0.691554411	NA	NA	NA	NA	6.346332299	-8.801574564	7	female	-2.234186636	meanmale	6.643009597	meanfemale
TRINITY_DN135914_c0_g2_i1	1.11E-87	3.84E-85	78.82770368	2	6.300630843	0.430992461	-1.214265461	72.04434012	6.17081319	0.040227839	-4.63566195	63.55278177	5.98988337	85.29490391	6.414387643	0.196965447	-2.34398553	105.7548987	6.724580682	0.0521751	-4.260494729	0.217937303	-2.19801494	mef2bnb	Chr01	101646135	101646135	5.959304989	-8.761479033	7	female	-2.413041191	meanmale	6.341541517	meanfemale
TRINITY_DN123456_c0_g4_i1	1.96E-64	3.76E-62	900.2700815	2	9.814214065	1.334233279	0.416010931	437.8885462	8.774419904	0.124534247	-3.005385556	465.2018538	8.861713036	490.7389981	8.938812114	1.067063318	0.093645786	904.0650543	9.820282779	2.745834199	1.457244514	2.361357341	1.239616379	NA	NA	NA	NA	7.314055027	-8.759323186	7	female	0.610420828	meanmale	9.321100577	meanfemale
TRINITY_DN122293_c0_g1_i1	6.16E-93	2.57E-90	276.5876351	2	8.111592852	0.255901774	-1.966337946	139.8752902	7.127997314	0.127388157	-2.972696935	185.900065	7.538383464	185.8405055	7.537921173	0.74067215	-0.433093003	223.4007923	7.803490492	0.495663453	-1.012567207	0.603867945	-0.727695002	NA	NA	NA	NA	6.614400474	-8.750816613	7	female	-1.168775537	meanmale	7.66050196	meanfemale
TRINITY_DN118281_c0_g1_i1	3.96E-85	1.28E-82	264.5346734	2	8.047313023	0.846393463	-0.24059961	219.1340902	7.775670128	0	NA	166.6422727	7.38061061	152.0865799	7.248749045	0.483506911	-1.048391584	249.2487188	7.961442279	0.614776376	-0.701866367	0.570654093	-0.809311587	NA	NA	NA	NA	6.944509196	-8.739470397	7	female	-0.990893172	meanmale	7.716506489	meanfemale
TRINITY_DN80690_c2_g1_i1	9.49E-21	2.40E-19	4.020465357	2	2.007362499	0	NA	2.588911104	1.372345428	0	NA	2.27549902	1.186182965	2.405876131	1.266562366	0	NA	4.698910176	2.23232619	0	NA	0	NA	NA	NA	NA	NA	0.835865222	-8.734166511	7	female	-13.28771238	meanmale	1.677184536	meanfemale
TRINITY_DN102303_c0_g1_i1	1.64E-28	7.45E-27	16.88009646	2	4.077251243	0	NA	22.66760114	4.502559817	0	NA	13.38083896	3.742096669	11.43529161	3.515421251	0.114795813	-3.122858072	35.36254219	5.144150088	0	NA	0	NA	cul3	Chr05	120359914	120359914	2.746385791	-8.711553043	7	female	-5.438516068	meanmale	4.317982276	meanfemale
TRINITY_DN126027_c5_g2_i1	7.41E-10	5.64E-09	0.569703802	2	-0.811716061	0	NA	2.445674596	1.290232462	0	NA	0.392715867	-1.348442206	4.329078832	2.114060072	0	NA	0	NA	0	NA	0	NA	gsx2	Chr01	30801762	30801762	0.828710826	-8.708767409	7	female	-13.28771238	meanmale	0.629971684	meanfemale
TRINITY_DN183163_c0_g1_i1	4.56E-17	8.38E-16	8.99331145	2	3.168852432	0	NA	0.599595352	-0.737938895	0.065118547	-3.940787681	6.835910731	2.773133557	14.17885694	3.825669326	0	NA	13.95711435	3.802928788	0	NA	0	NA	NA	NA	NA	NA	2.121786078	-8.690379844	7	female	-6.251680636	meanmale	3.155920456	meanfemale
TRINITY_DN90918_c0_g2_i1	1.83E-16	3.18E-15	11.97109624	2	3.581483366	0	NA	5.422924147	2.439070991	0	NA	2.322105987	1.215433822	2.330447285	1.220606879	0	NA	5.125486468	2.35768894	0	NA	0	NA	NA	NA	NA	NA	0.770710897	-8.666627519	7	female	-13.28771238	meanmale	2.442150499	meanfemale
TRINITY_DN9222_c0_g1_i1	1.04E-17	2.02E-16	173.7261475	2	7.4406711	1.843533474	0.882473612	178.8314366	7.482456559	0.044405458	-4.493119177	130.5555328	7.028519789	143.1413099	7.161296277	0	NA	159.2728648	7.315356687	0.115186859	-3.117951957	0	NA	NA	NA	NA	NA	6.76368913	-8.659214155	7	female	-1.319315007	meanmale	7.295590413	meanfemale
TRINITY_DN134567_c1_g1_i1	3.92E-28	1.73E-26	5.359181793	2	2.422012756	0	NA	5.769398546	2.528420927	0	NA	3.029263052	1.598966863	6.352349308	2.667290247	0	NA	6.210897386	2.634801732	0	NA	0.053881702	-4.214060767	NA	NA	NA	NA	2.082166582	-8.632995314	7	female	-6.52266298	meanmale	2.418005859	meanfemale
TRINITY_DN116966_c0_g1_i1	3.90E-124	6.77E-121	718.8128159	2	9.489472321	1.87633379	0.907916499	607.9994393	9.247926183	0.850644321	-0.233372069	562.4563823	9.135597411	545.8742343	9.092424792	1.531237109	0.614697699	644.018837	9.330959076	1.946959553	0.961222913	1.626504261	0.701774602	NA	NA	NA	NA	8.564059118	-8.628342064	7	female	0.647485649	meanmale	9.26639406	meanfemale
TRINITY_DN121709_c1_g1_i1	1.29E-50	1.61E-48	94.74352254	2	6.565955407	0.255901774	-1.966337946	157.0298069	7.294894623	0	NA	78.82388773	6.300561002	107.6210689	6.749816731	0.233896468	-2.096058019	81.91081482	6.355982041	0.495663453	-1.012567207	0.258800548	-1.950087423	NA	NA	NA	NA	4.062642573	-8.625019032	7	female	-2.00605789	meanmale	6.70079924	meanfemale
TRINITY_DN124234_c1_g1_i2	3.19E-52	4.19E-50	49.60925207	2	5.632537302	0.325600666	-1.618824444	47.22148661	5.561371556	0	NA	58.81868305	5.878202578	27.52784201	4.782819612	0.186001168	-2.426616414	68.03283935	6.088159396	0.078833154	-3.665053694	0	NA	NA	NA	NA	NA	4.687357018	-8.611502161	7	female	-3.080856769	meanmale	5.650825454	meanfemale
TRINITY_DN124389_c0_g1_i1	9.33E-42	8.09E-40	133.7185457	2	7.063055759	0	NA	73.04331905	6.190680417	0	NA	77.45641466	6.275312818	74.29239292	6.21514259	0.567021741	-0.818524042	105.4703074	6.72069309	0.491567061	-1.024539848	0	NA	NA	NA	NA	NA	6.088359457	-8.603287602	7	female	-2.239104534	meanmale	6.535995315	meanfemale
TRINITY_DN131967_c0_g3_i2	2.95E-14	3.98E-13	29.17564632	2	4.866692711	0	NA	6.374773957	2.672374186	0	NA	3.166440177	1.662861823	6.503323383	2.701177165	0.045197385	-4.467616885	0.781638359	-0.355426825	0	NA	0	NA	NA	NA	NA	NA	1.962579914	-8.602665185	7	female	-6.773672674	meanmale	3.20170669	meanfemale
TRINITY_DN97690_c0_g5_i1	1.04E-15	1.64E-14	1.703852601	2	0.768800535	0	NA	4.764015688	2.252178164	0	NA	5.146263197	2.363525243	0.728284262	-0.457426426	0	NA	2.904087135	1.538084741	0	NA	0	NA	qsox2	Chr02	81636598	81636598	0.708032829	-8.586968189	7	female	-13.28771238	meanmale	1.608525679	meanfemale
TRINITY_DN69456_c0_g1_i2	3.45E-86	1.16E-83	532.3060338	2	9.056112109	2.274682431	1.185665144	619.0363188	9.273880244	0.52261808	-0.936171059	625.5588137	9.28900172	554.2420247	9.114372295	1.959132812	0.970215203	541.4480315	9.080679064	1.016745544	0.023958668	1.681097576	0.749403465	ttc9	Chr08	86821176	86821176	9.076660267	-8.585878778	7	female	0.576236994	meanmale	9.166209149	meanfemale
TRINITY_DN23453_c0_g2_i1	1.11E-21	3.05E-20	5.849493963	2	2.548311823	0	NA	5.080066345	2.344847339	0	NA	4.615867019	2.206601661	4.479653416	2.163387117	0	NA	6.124439293	2.614577768	0	NA	0	NA	NA	NA	NA	NA	0.69288524	-8.576249896	7	female	-13.28771238	meanmale	2.386812052	meanfemale
TRINITY_DN132352_c1_g8_i1	2.50E-11	2.34E-10	0	2	NA	0	NA	12.70704942	3.66755717	0	NA	9.417429837	3.23533338	13.14957695	3.716944481	0	NA	6.067467765	2.601094539	0	NA	0	NA	NA	NA	NA	NA	0.690477619	-8.563313705	7	female	-13.28771238	meanmale	3.04760902	meanfemale
TRINITY_DN96567_c0_g1_i1	7.26E-31	3.70E-29	27.09876247	2	4.760155064	0.071083826	-3.814334855	37.02149976	5.210291436	0.265391994	-1.913803245	19.42344904	4.279727499	67.54567848	6.077791565	0.032485621	-4.944054906	8.84839049	3.145415055	0	NA	0	NA	NA	NA	NA	NA	4.186678275	-8.55909031	7	female	-3.758432385	meanmale	4.999443375	meanfemale
TRINITY_DN75599_c0_g1_i1	1.09E-16	1.93E-15	10.85788422	2	3.4406711	0	NA	6.702619475	2.744725031	0	NA	12.53546963	3.647944141	2.15476261	1.107528936	0	NA	8.157939851	3.02820487	0	NA	0	NA	NA	NA	NA	NA	0.670976662	-8.54889449	7	female	-13.28771238	meanmale	3.014682926	meanfemale
TRINITY_DN133823_c0_g2_i1	6.85E-57	1.06E-54	20.71871268	2	4.372862461	0.168460332	-2.56951918	42.18885992	5.398790197	0.06289479	-3.990915676	52.89414449	5.725036116	57.46887215	5.844708831	0.146275512	-2.773239827	13.76341176	3.782766233	0.065259126	-3.937676524	0.03407372	-4.875196727	gpr153	Chr07	90623178	90623178	6.497216173	-8.532878557	7	female	-3.388465801	meanmale	5.225232514	meanfemale
TRINITY_DN128868_c0_g2_i1	1.32E-15	2.07E-14	2.36462463	2	1.241611183	0	NA	12.239566	3.613480498	0	NA	17.54800591	4.133235192	7.35069519	2.877880699	0	NA	5.024818024	2.329071349	0	NA	0	NA	dgka-like	Chr02	134662280	134662280	0.662480897	-8.528418575	7	female	-13.28771238	meanmale	3.15471961	meanfemale
TRINITY_DN130577_c0_g1_i1	3.45E-94	1.56E-91	100.9351186	2	6.657284412	0.460787759	-1.117825703	117.4467036	6.875862411	0.049152987	-4.346577099	100.3274229	6.648572187	134.6616042	7.073194746	0.150415735	-2.7329726	106.5221029	6.735009005	0.318754632	-1.649481788	0.665724882	-0.587002004	NA	NA	NA	NA	6.126637508	-8.515869119	7	female	-1.603545867	meanmale	6.807080403	meanfemale
TRINITY_DN131030_c4_g1_i6	1.56E-51	2.01E-49	17.36232035	2	4.117887861	0.108966823	-3.198039149	23.22504473	4.53760947	0	NA	17.23333268	4.10712982	23.58262453	4.559652381	0.049798317	-4.327759204	20.50747588	4.358078027	0.105530476	-3.244268402	0	NA	NA	NA	NA	NA	3.951098865	-8.513007287	7	female	-4.238976953	meanmale	4.349242096	meanfemale
TRINITY_DN133291_c0_g2_i1	1.12E-44	1.09E-42	1157.890109	2	10.17728262	5.715868674	2.51497277	1358.626696	10.40793339	0.783927119	-0.35120856	1622.180461	10.66371861	763.4340926	9.576359804	5.597522319	2.484788376	1197.014011	10.22522432	0.677830363	-0.561003832	4.01103983	2.003976292	NA	NA	NA	NA	8.754906809	-8.501163266	7	female	1.747317642	meanmale	10.25246341	meanfemale
TRINITY_DN135812_c3_g5_i2	1.81E-16	3.15E-15	1.04227033	2	0.059729513	0	NA	4.675210661	2.225031373	0	NA	2.36228178	1.240181064	1.205474946	0.269601667	0	NA	3.152861903	1.656661981	0	NA	0	NA	NA	NA	NA	NA	0.615267108	-8.494904155	7	female	-13.28771238	meanmale	1.314824071	meanfemale
TRINITY_DN130435_c2_g2_i1	2.78E-38	2.03E-36	64.88729851	2	6.019864198	0	NA	26.24550614	4.713998515	0.078092357	-3.678674833	17.08848571	4.094952654	40.73345964	5.348142448	0.143384808	-2.80203592	37.71180475	5.236944289	0.202569993	-2.303507614	0	NA	tmx2	Chr07	58504699	58504699	3.884213359	-8.494259189	7	female	-3.557931375	meanmale	5.222395421	meanfemale
TRINITY_DN117327_c0_g1_i1	1.07E-22	3.19E-21	1.89759285	2	0.924170479	0.051020914	-4.292767446	14.20704763	3.828534874	0	NA	8.871746986	3.149218222	9.991220618	3.320660941	0	NA	3.780353747	1.918521241	0	NA	0.051598863	-4.276516914	NA	NA	NA	NA	2.655643322	-8.488793904	7	female	-5.599535141	meanmale	2.954139042	meanfemale
TRINITY_DN106704_c0_g2_i1	5.28E-19	1.14E-17	6.990097261	2	2.80531253	0	NA	4.680277392	2.226594038	0	NA	9.909177405	3.308765299	4.372396277	2.128424161	0	NA	7.970401004	2.99465231	0	NA	0	NA	brap	Chr01	154430859	154430859	0.608668767	-8.481519911	7	female	-13.28771238	meanmale	2.762257354	meanfemale
TRINITY_DN119058_c0_g1_i1	1.43E-40	1.17E-38	37.71011544	2	5.236879662	0.59483221	-0.749445324	87.24765689	6.447044482	0	NA	55.82050421	5.802723251	82.09729823	6.359262839	0.090613644	-3.464127892	49.55833235	5.631055736	0	NA	0.200523427	-2.318157299	NA	NA	NA	NA	3.698611783	-8.467948474	7	female	-2.495785552	meanmale	5.965481435	meanfemale
TRINITY_DN75302_c0_g2_i1	1.40E-90	5.75E-88	198.7605483	2	7.634887617	0.38505596	-1.376859968	171.8623072	7.425109358	0.09584062	-3.383218949	180.38954	7.494971875	196.0070169	7.614761492	0.801651428	-0.318953031	161.0383294	7.331260301	0.372912943	-1.423089224	0.865372783	-0.208606348	NA	NA	NA	NA	7.445914778	-8.454897951	7	female	-0.987741003	meanmale	7.504712928	meanfemale
