G23,G27,G31,G43,G46
,,,TRINITY_DN113685_c1_g2_i3,TRINITY_DN113046_c1_g1_i1
,,,TRINITY_DN113743_c3_g1_i2,TRINITY_DN113046_c1_g2_i1
,,,TRINITY_DN113749_c0_g1_i9,TRINITY_DN113048_c0_g1_i2
,,,TRINITY_DN113751_c1_g2_i5,TRINITY_DN113053_c0_g1_i1
,,,TRINITY_DN113791_c1_g1_i3,TRINITY_DN113058_c1_g1_i1
,,,TRINITY_DN113794_c0_g1_i3,TRINITY_DN113059_c0_g2_i1
,,,TRINITY_DN113821_c0_g1_i1,TRINITY_DN113064_c0_g1_i1
,,,TRINITY_DN113852_c0_g1_i2,TRINITY_DN113076_c0_g1_i1
,,,TRINITY_DN113908_c4_g1_i1,TRINITY_DN113077_c0_g1_i4
,,,TRINITY_DN113913_c0_g1_i1,TRINITY_DN113078_c0_g1_i2
,,,TRINITY_DN113925_c0_g2_i2,TRINITY_DN113082_c1_g1_i3
,,,TRINITY_DN113933_c1_g1_i4,TRINITY_DN113088_c0_g1_i1
,,,TRINITY_DN113941_c1_g1_i3,TRINITY_DN113099_c0_g1_i1
,,,TRINITY_DN113945_c0_g1_i7,TRINITY_DN113101_c0_g1_i3
,,,TRINITY_DN113975_c1_g1_i4,TRINITY_DN113116_c0_g1_i3
,,,TRINITY_DN113976_c1_g1_i2,TRINITY_DN113117_c0_g1_i1
,,,TRINITY_DN113997_c1_g9_i1,TRINITY_DN113118_c0_g1_i1
,,,TRINITY_DN114011_c6_g2_i1,TRINITY_DN113125_c0_g1_i3
,,,TRINITY_DN114027_c0_g1_i5,TRINITY_DN113126_c0_g1_i5
,,,TRINITY_DN114029_c0_g2_i3,TRINITY_DN113128_c0_g1_i1
,,,TRINITY_DN114033_c0_g1_i3,TRINITY_DN113136_c0_g1_i1
,,,TRINITY_DN114140_c1_g1_i1,TRINITY_DN113146_c0_g1_i1
,,,TRINITY_DN114161_c0_g1_i2,TRINITY_DN113153_c1_g3_i4
,,,TRINITY_DN114161_c1_g1_i3,TRINITY_DN113155_c0_g1_i1
,,,TRINITY_DN114171_c0_g1_i1,TRINITY_DN113156_c0_g1_i2
,,,TRINITY_DN114194_c0_g1_i1,TRINITY_DN113164_c0_g1_i2
,,,TRINITY_DN114207_c0_g1_i3,TRINITY_DN113165_c0_g1_i1
,,,TRINITY_DN114211_c2_g2_i12,TRINITY_DN113166_c0_g1_i1
,,,TRINITY_DN114226_c2_g5_i2,TRINITY_DN113167_c0_g1_i1
,,,TRINITY_DN114281_c0_g2_i2,TRINITY_DN113171_c0_g1_i1
,,,TRINITY_DN114290_c0_g1_i4,TRINITY_DN113172_c0_g1_i5
,,,TRINITY_DN114344_c0_g1_i4,TRINITY_DN113183_c0_g1_i1
,,,TRINITY_DN114361_c0_g2_i1,TRINITY_DN113185_c0_g1_i1
,,,TRINITY_DN114366_c0_g1_i4,TRINITY_DN113191_c1_g1_i1
,,,TRINITY_DN114423_c8_g1_i3,TRINITY_DN113192_c0_g1_i1
,,,TRINITY_DN114477_c0_g3_i1,TRINITY_DN113210_c0_g1_i1
,,,TRINITY_DN114508_c8_g2_i2,TRINITY_DN113232_c0_g1_i1
,,,TRINITY_DN114521_c0_g2_i2,TRINITY_DN113240_c0_g1_i2
,,,TRINITY_DN114526_c2_g1_i10,TRINITY_DN113244_c0_g1_i2
,,,TRINITY_DN114528_c1_g2_i5,TRINITY_DN113247_c0_g1_i1
,,,TRINITY_DN114561_c0_g3_i1,TRINITY_DN113253_c0_g1_i1
,,,TRINITY_DN114589_c0_g1_i1,TRINITY_DN113255_c0_g1_i4
,,,TRINITY_DN114662_c0_g1_i6,TRINITY_DN113258_c0_g1_i2
,,,TRINITY_DN114682_c0_g1_i1,TRINITY_DN113262_c0_g1_i2
,,,TRINITY_DN114683_c5_g2_i6,TRINITY_DN113264_c0_g2_i1
,,,TRINITY_DN114708_c3_g1_i1,TRINITY_DN113265_c0_g1_i1
,,,TRINITY_DN114770_c0_g1_i1,TRINITY_DN113265_c0_g2_i5
,,,TRINITY_DN114782_c1_g1_i1,TRINITY_DN113267_c0_g1_i5
,,,TRINITY_DN114782_c4_g1_i4,TRINITY_DN113269_c0_g1_i1
,,,TRINITY_DN114782_c4_g2_i1,TRINITY_DN113271_c0_g1_i2
,,,TRINITY_DN114798_c2_g1_i3,TRINITY_DN113278_c0_g1_i1
,,,TRINITY_DN114801_c6_g1_i2,TRINITY_DN113285_c0_g1_i1
,,,TRINITY_DN11483_c0_g1_i1,TRINITY_DN113286_c0_g1_i1
,,,TRINITY_DN114900_c1_g2_i1,TRINITY_DN113288_c0_g1_i2
,,,TRINITY_DN114939_c3_g1_i3,TRINITY_DN113289_c0_g2_i2
,,,TRINITY_DN114947_c1_g3_i3,TRINITY_DN113292_c0_g1_i2
,,,TRINITY_DN115102_c0_g2_i2,TRINITY_DN113294_c0_g1_i1
,,,TRINITY_DN115112_c0_g4_i2,TRINITY_DN113299_c0_g1_i1
,,,TRINITY_DN115151_c0_g3_i6,TRINITY_DN113301_c0_g1_i1
,,,TRINITY_DN115187_c3_g6_i1,TRINITY_DN113304_c0_g1_i3
,,,TRINITY_DN115189_c5_g1_i1,TRINITY_DN113310_c0_g1_i1
,,,TRINITY_DN115191_c12_g1_i1,TRINITY_DN113316_c0_g1_i1
,,,TRINITY_DN115216_c0_g1_i10,TRINITY_DN113317_c0_g1_i2
,,,TRINITY_DN115223_c5_g1_i1,TRINITY_DN113319_c0_g1_i1
,,,TRINITY_DN115223_c5_g2_i2,TRINITY_DN113324_c0_g1_i1
,,,TRINITY_DN115230_c7_g1_i3,TRINITY_DN113334_c0_g1_i1
,,,TRINITY_DN115230_c7_g2_i1,TRINITY_DN113340_c0_g1_i1
,,,TRINITY_DN115230_c7_g3_i2,TRINITY_DN113341_c0_g1_i3
,,,TRINITY_DN115270_c0_g1_i4,TRINITY_DN113342_c0_g1_i2
,,,TRINITY_DN115360_c1_g5_i2,TRINITY_DN113344_c0_g1_i1
,,,TRINITY_DN115410_c0_g1_i2,TRINITY_DN113345_c1_g1_i2
,,,TRINITY_DN115490_c0_g1_i1,TRINITY_DN113347_c0_g1_i4
,,,TRINITY_DN115567_c0_g1_i1,TRINITY_DN113350_c1_g1_i1
,,,TRINITY_DN115598_c0_g5_i1,TRINITY_DN113358_c0_g1_i2
,,,TRINITY_DN115734_c9_g2_i3,TRINITY_DN113362_c0_g1_i2
,,,TRINITY_DN115736_c0_g1_i5,TRINITY_DN113363_c0_g1_i2
,,,TRINITY_DN115770_c8_g1_i1,TRINITY_DN113365_c0_g1_i1
,,,TRINITY_DN115774_c5_g4_i2,TRINITY_DN113366_c1_g1_i2
,,,TRINITY_DN115783_c8_g5_i1,TRINITY_DN113370_c1_g2_i3
,,,TRINITY_DN115808_c3_g1_i1,TRINITY_DN113371_c0_g1_i3
,,,TRINITY_DN115878_c2_g1_i7,TRINITY_DN113378_c0_g1_i2
,,,TRINITY_DN115878_c2_g2_i14,TRINITY_DN113380_c0_g1_i1
,,,TRINITY_DN115903_c0_g1_i3,TRINITY_DN113394_c0_g1_i2
,,,TRINITY_DN115905_c5_g1_i5,TRINITY_DN113402_c0_g1_i1
,,,TRINITY_DN115905_c5_g3_i1,TRINITY_DN113403_c0_g1_i1
,,,TRINITY_DN115920_c1_g1_i2,TRINITY_DN113407_c0_g1_i1
,,,TRINITY_DN115979_c1_g1_i2,TRINITY_DN113411_c1_g3_i4
,,,TRINITY_DN116080_c2_g2_i2,TRINITY_DN113437_c0_g1_i1
,,,TRINITY_DN116148_c0_g1_i2,TRINITY_DN113442_c0_g1_i5
,,,TRINITY_DN116151_c3_g2_i1,TRINITY_DN113445_c1_g4_i1
,,,TRINITY_DN116158_c3_g1_i1,TRINITY_DN113448_c0_g2_i3
,,,TRINITY_DN116207_c0_g1_i3,TRINITY_DN113457_c0_g1_i4
,,,TRINITY_DN116291_c1_g3_i1,TRINITY_DN113465_c0_g1_i1
,,,TRINITY_DN116332_c0_g3_i2,TRINITY_DN113473_c3_g2_i4
,,,TRINITY_DN116349_c0_g1_i3,TRINITY_DN113476_c0_g1_i1
,,,TRINITY_DN116358_c0_g1_i1,TRINITY_DN113478_c0_g1_i2
,,,TRINITY_DN116367_c5_g1_i4,TRINITY_DN113487_c0_g1_i6
,,,TRINITY_DN116372_c1_g2_i1,TRINITY_DN113488_c0_g1_i1
,,,TRINITY_DN116402_c4_g1_i1,TRINITY_DN113489_c0_g1_i9
,,,TRINITY_DN116478_c0_g2_i1,TRINITY_DN113490_c0_g1_i2
,,,TRINITY_DN116526_c5_g1_i1,TRINITY_DN113494_c0_g1_i2
,,,TRINITY_DN116600_c0_g1_i1,TRINITY_DN113499_c4_g2_i3
,,,TRINITY_DN116691_c5_g2_i1,TRINITY_DN113503_c0_g1_i4
,,,TRINITY_DN116773_c0_g1_i2,TRINITY_DN113503_c0_g2_i3
,,,TRINITY_DN116780_c3_g1_i3,TRINITY_DN113509_c0_g1_i2
,,,TRINITY_DN116782_c8_g1_i2,TRINITY_DN113512_c0_g1_i2
,,,TRINITY_DN116791_c2_g3_i1,TRINITY_DN113514_c0_g2_i1
,,,TRINITY_DN116896_c9_g1_i1,TRINITY_DN113516_c0_g1_i1
,,,TRINITY_DN116951_c0_g1_i1,TRINITY_DN113521_c0_g1_i10
,,,TRINITY_DN116974_c3_g1_i7,TRINITY_DN113534_c0_g1_i9
,,,TRINITY_DN117014_c4_g3_i5,TRINITY_DN113542_c0_g1_i1
,,,TRINITY_DN117026_c5_g1_i8,TRINITY_DN113547_c0_g1_i10
,,,TRINITY_DN117087_c2_g1_i1,TRINITY_DN113551_c0_g1_i7
,,,TRINITY_DN117104_c10_g2_i1,TRINITY_DN113553_c4_g1_i4
,,,TRINITY_DN117161_c5_g10_i1,TRINITY_DN113556_c0_g1_i1
,,,TRINITY_DN117161_c5_g3_i1,TRINITY_DN113562_c0_g1_i1
,,,TRINITY_DN117211_c1_g1_i2,TRINITY_DN113563_c0_g1_i2
,,,TRINITY_DN117255_c2_g2_i4,TRINITY_DN113564_c0_g1_i2
,,,TRINITY_DN117330_c0_g1_i7,TRINITY_DN113565_c0_g1_i1
,,,TRINITY_DN117333_c1_g1_i6,TRINITY_DN113567_c0_g1_i1
,,,TRINITY_DN117361_c2_g2_i2,TRINITY_DN113570_c0_g1_i1
,,,TRINITY_DN117361_c2_g3_i2,TRINITY_DN113573_c0_g1_i1
,,,TRINITY_DN117410_c0_g1_i22,TRINITY_DN113575_c0_g1_i1
,,,TRINITY_DN117431_c0_g1_i1,TRINITY_DN113584_c0_g2_i3
,,,TRINITY_DN117491_c0_g1_i1,TRINITY_DN113585_c0_g1_i1
,,,TRINITY_DN117565_c0_g1_i3,TRINITY_DN113589_c0_g1_i1
,,,TRINITY_DN117625_c4_g1_i7,TRINITY_DN113591_c0_g1_i1
,,,TRINITY_DN117635_c0_g1_i1,TRINITY_DN113594_c0_g1_i2
,,,TRINITY_DN117690_c0_g1_i3,TRINITY_DN113602_c0_g1_i3
,,,TRINITY_DN117707_c0_g1_i5,TRINITY_DN113604_c3_g4_i3
,,,TRINITY_DN117726_c5_g1_i1,TRINITY_DN113611_c0_g1_i3
,,,TRINITY_DN117811_c9_g6_i3,TRINITY_DN113619_c0_g1_i1
,,,TRINITY_DN117817_c3_g1_i3,TRINITY_DN113624_c0_g2_i1
,,,TRINITY_DN117825_c0_g1_i1,TRINITY_DN113625_c0_g1_i2
,,,TRINITY_DN117825_c0_g3_i2,TRINITY_DN113634_c2_g1_i5
,,,TRINITY_DN117865_c8_g1_i6,TRINITY_DN113634_c3_g2_i1
,,,TRINITY_DN117883_c3_g2_i3,TRINITY_DN113649_c0_g1_i1
,,,TRINITY_DN117902_c0_g2_i1,TRINITY_DN113652_c5_g1_i1
,,,TRINITY_DN117918_c8_g1_i1,TRINITY_DN113659_c0_g1_i1
,,,TRINITY_DN117929_c4_g2_i1,TRINITY_DN113661_c1_g1_i2
,,,TRINITY_DN117960_c8_g1_i1,TRINITY_DN113664_c0_g1_i1
,,,TRINITY_DN117998_c4_g3_i2,TRINITY_DN113665_c5_g1_i3
,,,TRINITY_DN118034_c8_g2_i3,TRINITY_DN113671_c0_g3_i1
,,,TRINITY_DN118083_c5_g2_i7,TRINITY_DN113671_c0_g5_i2
,,,TRINITY_DN118200_c5_g3_i4,TRINITY_DN113676_c0_g1_i4
,,,TRINITY_DN118201_c0_g1_i7,TRINITY_DN113676_c0_g2_i1
,,,TRINITY_DN118239_c0_g1_i1,TRINITY_DN113685_c1_g2_i3
,,,TRINITY_DN118262_c4_g2_i2,TRINITY_DN113690_c0_g1_i1
,,,TRINITY_DN118402_c1_g3_i2,TRINITY_DN113696_c0_g1_i1
,,,TRINITY_DN118406_c0_g1_i2,TRINITY_DN113698_c0_g1_i2
,,,TRINITY_DN118441_c5_g1_i3,TRINITY_DN113699_c0_g2_i1
,,,TRINITY_DN118470_c4_g1_i3,TRINITY_DN113701_c0_g1_i9
,,,TRINITY_DN118471_c3_g1_i1,TRINITY_DN113706_c0_g1_i1
,,,TRINITY_DN118481_c0_g1_i11,TRINITY_DN113707_c0_g1_i1
,,,TRINITY_DN118579_c5_g2_i1,TRINITY_DN113710_c0_g1_i2
,,,TRINITY_DN118664_c1_g1_i1,TRINITY_DN113716_c0_g1_i2
,,,TRINITY_DN118696_c6_g1_i7,TRINITY_DN113717_c2_g2_i1
,,,TRINITY_DN118706_c6_g1_i1,TRINITY_DN113721_c0_g1_i6
,,,TRINITY_DN118711_c4_g3_i3,TRINITY_DN113723_c0_g2_i1
,,,TRINITY_DN118771_c0_g1_i6,TRINITY_DN113725_c0_g1_i7
,,,TRINITY_DN118912_c2_g2_i1,TRINITY_DN113732_c0_g1_i3
,,,TRINITY_DN118939_c3_g3_i2,TRINITY_DN113735_c0_g2_i1
,,,TRINITY_DN118965_c1_g3_i2,TRINITY_DN113739_c2_g2_i2
,,,TRINITY_DN118967_c0_g1_i1,TRINITY_DN113749_c0_g1_i9
,,,TRINITY_DN118968_c0_g3_i2,TRINITY_DN113750_c0_g1_i3
,,,TRINITY_DN118968_c0_g5_i2,TRINITY_DN113751_c1_g2_i5
,,,TRINITY_DN118968_c0_g6_i1,TRINITY_DN113754_c0_g1_i2
,,,TRINITY_DN118985_c0_g3_i7,TRINITY_DN113761_c0_g1_i1
,,,TRINITY_DN119036_c4_g1_i3,TRINITY_DN113765_c0_g1_i11
,,,TRINITY_DN119053_c0_g1_i1,TRINITY_DN113769_c0_g1_i3
,,,TRINITY_DN119077_c1_g1_i3,TRINITY_DN113783_c5_g2_i1
,,,TRINITY_DN119087_c2_g1_i1,TRINITY_DN113783_c5_g3_i2
,,,TRINITY_DN119122_c3_g1_i5,TRINITY_DN113786_c0_g1_i1
,,,TRINITY_DN119160_c1_g2_i1,TRINITY_DN113790_c0_g1_i3
,,,TRINITY_DN119200_c2_g1_i6,TRINITY_DN113791_c1_g1_i3
,,,TRINITY_DN119301_c1_g1_i3,TRINITY_DN113795_c0_g1_i6
,,,TRINITY_DN119391_c4_g3_i1,TRINITY_DN113796_c1_g1_i13
,,,TRINITY_DN119498_c7_g1_i1,TRINITY_DN113796_c1_g3_i1
,,,TRINITY_DN119556_c4_g1_i2,TRINITY_DN113797_c0_g1_i1
,,,TRINITY_DN119556_c4_g2_i1,TRINITY_DN113798_c0_g1_i5
,,,TRINITY_DN119630_c6_g2_i2,TRINITY_DN113801_c0_g2_i1
,,,TRINITY_DN119667_c1_g2_i2,TRINITY_DN113805_c0_g3_i1
,,,TRINITY_DN119770_c3_g1_i8,TRINITY_DN113807_c0_g1_i1
,,,TRINITY_DN119880_c5_g1_i3,TRINITY_DN113809_c1_g1_i1
,,,TRINITY_DN119884_c13_g1_i2,TRINITY_DN113813_c0_g1_i4
,,,TRINITY_DN119928_c1_g1_i1,TRINITY_DN113814_c0_g1_i1
,,,TRINITY_DN120037_c0_g2_i2,TRINITY_DN113815_c0_g2_i1
,,,TRINITY_DN120039_c9_g1_i1,TRINITY_DN113816_c0_g1_i2
,,,TRINITY_DN120095_c0_g1_i2,TRINITY_DN113819_c0_g1_i3
,,,TRINITY_DN120133_c4_g5_i1,TRINITY_DN113821_c0_g1_i1
,,,TRINITY_DN120140_c8_g6_i1,TRINITY_DN113836_c1_g3_i1
,,,TRINITY_DN120297_c1_g3_i4,TRINITY_DN113849_c0_g1_i2
,,,TRINITY_DN120328_c8_g1_i1,TRINITY_DN113851_c0_g1_i5
,,,TRINITY_DN120359_c0_g1_i3,TRINITY_DN113853_c0_g1_i1
,,,TRINITY_DN120507_c0_g3_i2,TRINITY_DN113867_c3_g1_i5
,,,TRINITY_DN120532_c0_g1_i13,TRINITY_DN113874_c0_g2_i1
,,,TRINITY_DN120574_c5_g1_i1,TRINITY_DN113874_c0_g3_i7
,,,TRINITY_DN12064_c0_g1_i1,TRINITY_DN113876_c0_g1_i3
,,,TRINITY_DN120792_c5_g1_i4,TRINITY_DN113877_c1_g4_i2
,,,TRINITY_DN120883_c5_g6_i1,TRINITY_DN113881_c1_g1_i1
,,,TRINITY_DN120903_c7_g3_i2,TRINITY_DN113883_c0_g1_i1
,,,TRINITY_DN120921_c1_g1_i2,TRINITY_DN113886_c0_g1_i1
,,,TRINITY_DN120923_c7_g2_i3,TRINITY_DN113890_c3_g2_i1
,,,TRINITY_DN121023_c5_g6_i1,TRINITY_DN113892_c0_g1_i2
,,,TRINITY_DN121030_c4_g4_i1,TRINITY_DN113894_c4_g1_i4
,,,TRINITY_DN121124_c2_g2_i8,TRINITY_DN113895_c0_g2_i2
,,,TRINITY_DN121134_c7_g2_i3,TRINITY_DN113905_c5_g1_i1
,,,TRINITY_DN121179_c5_g3_i8,TRINITY_DN113907_c0_g1_i2
,,,TRINITY_DN121315_c12_g1_i2,TRINITY_DN113908_c4_g1_i1
,,,TRINITY_DN121339_c4_g5_i1,TRINITY_DN113911_c0_g1_i3
,,,TRINITY_DN121461_c0_g1_i4,TRINITY_DN113912_c0_g2_i1
,,,TRINITY_DN121531_c5_g1_i1,TRINITY_DN113915_c0_g1_i1
,,,TRINITY_DN121580_c0_g1_i3,TRINITY_DN113916_c0_g1_i6
,,,TRINITY_DN121593_c9_g1_i1,TRINITY_DN113918_c1_g1_i6
,,,TRINITY_DN121611_c2_g1_i4,TRINITY_DN113927_c0_g1_i1
,,,TRINITY_DN121615_c1_g1_i4,TRINITY_DN113931_c0_g1_i1
,,,TRINITY_DN121624_c3_g1_i7,TRINITY_DN113935_c0_g2_i2
,,,TRINITY_DN121632_c0_g1_i2,TRINITY_DN113941_c1_g1_i3
,,,TRINITY_DN121642_c0_g1_i1,TRINITY_DN113947_c0_g1_i1
,,,TRINITY_DN121671_c1_g4_i2,TRINITY_DN113948_c0_g1_i1
,,,TRINITY_DN121690_c0_g1_i4,TRINITY_DN113949_c0_g1_i1
,,,TRINITY_DN121759_c2_g1_i11,TRINITY_DN113950_c4_g1_i1
,,,TRINITY_DN121869_c4_g1_i2,TRINITY_DN113950_c6_g1_i1
,,,TRINITY_DN121907_c1_g2_i2,TRINITY_DN113950_c6_g3_i3
,,,TRINITY_DN121934_c4_g4_i2,TRINITY_DN113957_c10_g1_i1
,,,TRINITY_DN121946_c3_g1_i1,TRINITY_DN113969_c4_g2_i2
,,,TRINITY_DN121971_c2_g1_i1,TRINITY_DN113970_c0_g1_i1
,,,TRINITY_DN121971_c2_g2_i1,TRINITY_DN113971_c2_g3_i2
,,,TRINITY_DN121975_c3_g2_i2,TRINITY_DN113974_c2_g5_i1
,,,TRINITY_DN122088_c2_g2_i1,TRINITY_DN113976_c1_g6_i1
,,,TRINITY_DN122090_c5_g1_i9,TRINITY_DN113977_c4_g2_i2
,,,TRINITY_DN122111_c3_g1_i3,TRINITY_DN113982_c0_g1_i1
,,,TRINITY_DN122143_c3_g1_i4,TRINITY_DN113983_c5_g1_i6
,,,TRINITY_DN122193_c0_g3_i3,TRINITY_DN113987_c0_g1_i4
,,,TRINITY_DN122357_c5_g2_i7,TRINITY_DN113989_c0_g1_i3
,,,TRINITY_DN122518_c2_g1_i2,TRINITY_DN113992_c3_g1_i1
,,,TRINITY_DN122584_c4_g1_i2,TRINITY_DN113995_c1_g4_i1
,,,TRINITY_DN122603_c2_g3_i8,TRINITY_DN114007_c0_g1_i1
,,,TRINITY_DN122628_c4_g2_i2,TRINITY_DN114007_c0_g2_i1
,,,TRINITY_DN122650_c2_g1_i2,TRINITY_DN114011_c6_g1_i1
,,,TRINITY_DN122676_c5_g3_i1,TRINITY_DN114011_c6_g2_i1
,,,TRINITY_DN122706_c2_g1_i1,TRINITY_DN114019_c1_g1_i1
,,,TRINITY_DN122777_c2_g1_i6,TRINITY_DN114024_c0_g1_i2
,,,TRINITY_DN122883_c2_g5_i1,TRINITY_DN114031_c0_g1_i3
,,,TRINITY_DN122929_c1_g1_i1,TRINITY_DN114035_c0_g1_i2
,,,TRINITY_DN123140_c8_g2_i3,TRINITY_DN114036_c0_g1_i1
,,,TRINITY_DN123174_c2_g2_i2,TRINITY_DN114041_c0_g1_i18
,,,TRINITY_DN123188_c6_g3_i1,TRINITY_DN114041_c0_g4_i2
,,,TRINITY_DN123188_c6_g4_i1,TRINITY_DN114043_c4_g3_i2
,,,TRINITY_DN123244_c3_g1_i1,TRINITY_DN114046_c3_g1_i2
,,,TRINITY_DN12326_c0_g2_i1,TRINITY_DN114046_c3_g2_i2
,,,TRINITY_DN123293_c11_g1_i1,TRINITY_DN114051_c0_g1_i1
,,,TRINITY_DN123382_c0_g6_i1,TRINITY_DN114051_c2_g1_i16
,,,TRINITY_DN123423_c0_g1_i10,TRINITY_DN114051_c2_g2_i1
,,,TRINITY_DN123480_c8_g2_i3,TRINITY_DN114054_c0_g1_i9
,,,TRINITY_DN123483_c0_g1_i19,TRINITY_DN114058_c0_g1_i5
,,,TRINITY_DN123668_c5_g4_i3,TRINITY_DN114061_c1_g1_i4
,,,TRINITY_DN123677_c6_g1_i2,TRINITY_DN114066_c1_g2_i1
,,,TRINITY_DN123706_c1_g3_i1,TRINITY_DN114071_c2_g2_i8
,,,TRINITY_DN123756_c3_g1_i1,TRINITY_DN114097_c0_g1_i1
,,,TRINITY_DN123776_c2_g1_i6,TRINITY_DN114106_c0_g1_i2
,,,TRINITY_DN123780_c3_g1_i1,TRINITY_DN114109_c0_g1_i2
,,,TRINITY_DN123780_c3_g2_i2,TRINITY_DN114113_c1_g1_i1
,,,TRINITY_DN123786_c1_g1_i12,TRINITY_DN114114_c7_g1_i2
,,,TRINITY_DN123790_c1_g1_i1,TRINITY_DN114116_c0_g1_i5
,,,TRINITY_DN123905_c0_g1_i4,TRINITY_DN114132_c0_g1_i2
,,,TRINITY_DN123905_c0_g4_i1,TRINITY_DN114133_c0_g1_i5
,,,TRINITY_DN123991_c0_g1_i3,TRINITY_DN114135_c5_g2_i2
,,,TRINITY_DN124102_c1_g3_i1,TRINITY_DN114141_c0_g2_i4
,,,TRINITY_DN124102_c1_g4_i1,TRINITY_DN114143_c0_g1_i2
,,,TRINITY_DN124109_c3_g2_i6,TRINITY_DN114147_c0_g1_i5
,,,TRINITY_DN124192_c1_g3_i2,TRINITY_DN114147_c1_g1_i4
,,,TRINITY_DN124206_c1_g1_i1,TRINITY_DN114148_c2_g1_i6
,,,TRINITY_DN124219_c1_g1_i5,TRINITY_DN114151_c0_g1_i1
,,,TRINITY_DN124332_c4_g1_i2,TRINITY_DN114152_c1_g1_i6
,,,TRINITY_DN124332_c4_g3_i1,TRINITY_DN114152_c1_g2_i1
,,,TRINITY_DN124336_c5_g1_i3,TRINITY_DN114152_c1_g3_i1
,,,TRINITY_DN124434_c0_g1_i3,TRINITY_DN114169_c8_g2_i2
,,,TRINITY_DN124446_c4_g1_i1,TRINITY_DN114171_c0_g1_i1
,,,TRINITY_DN124492_c11_g1_i7,TRINITY_DN114173_c0_g1_i1
,,,TRINITY_DN124510_c0_g1_i1,TRINITY_DN114175_c0_g1_i6
,,,TRINITY_DN124525_c3_g1_i1,TRINITY_DN114176_c2_g3_i1
,,,TRINITY_DN124645_c0_g1_i1,TRINITY_DN114177_c0_g1_i1
,,,TRINITY_DN124645_c0_g2_i3,TRINITY_DN114178_c7_g3_i2
,,,TRINITY_DN124659_c5_g1_i1,TRINITY_DN114181_c5_g1_i1
,,,TRINITY_DN124809_c0_g1_i1,TRINITY_DN114187_c3_g1_i1
,,,TRINITY_DN124844_c0_g1_i1,TRINITY_DN114196_c6_g3_i1
,,,TRINITY_DN124866_c1_g1_i1,TRINITY_DN114196_c6_g4_i1
,,,TRINITY_DN124934_c2_g3_i1,TRINITY_DN114197_c0_g1_i10
,,,TRINITY_DN125038_c0_g1_i2,TRINITY_DN114201_c0_g1_i1
,,,TRINITY_DN125038_c0_g2_i3,TRINITY_DN114202_c1_g1_i1
,,,TRINITY_DN125059_c2_g1_i1,TRINITY_DN114203_c0_g1_i23
,,,TRINITY_DN125069_c0_g6_i1,TRINITY_DN114206_c0_g1_i6
,,,TRINITY_DN125085_c3_g2_i1,TRINITY_DN114207_c0_g1_i3
,,,TRINITY_DN125088_c1_g2_i3,TRINITY_DN114208_c0_g1_i3
,,,TRINITY_DN125179_c9_g1_i5,TRINITY_DN114209_c3_g1_i13
,,,TRINITY_DN125180_c1_g2_i6,TRINITY_DN114213_c3_g1_i3
,,,TRINITY_DN125215_c1_g2_i2,TRINITY_DN114215_c1_g1_i1
,,,TRINITY_DN125224_c9_g1_i3,TRINITY_DN114223_c2_g1_i8
,,,TRINITY_DN125260_c4_g2_i1,TRINITY_DN114226_c2_g1_i4
,,,TRINITY_DN125283_c2_g1_i1,TRINITY_DN114226_c2_g5_i2
,,,TRINITY_DN125283_c2_g2_i5,TRINITY_DN114226_c3_g1_i1
,,,TRINITY_DN125325_c0_g1_i1,TRINITY_DN114232_c0_g1_i4
,,,TRINITY_DN125379_c5_g1_i2,TRINITY_DN114234_c0_g1_i1
,,,TRINITY_DN125402_c0_g1_i1,TRINITY_DN114235_c0_g1_i1
,,,TRINITY_DN125437_c3_g1_i1,TRINITY_DN114246_c2_g2_i2
,,,TRINITY_DN125487_c1_g2_i2,TRINITY_DN114254_c4_g1_i3
,,,TRINITY_DN125636_c1_g1_i4,TRINITY_DN114256_c0_g1_i1
,,,TRINITY_DN125647_c1_g1_i1,TRINITY_DN114257_c8_g2_i1
,,,TRINITY_DN125649_c5_g7_i1,TRINITY_DN114260_c0_g1_i1
,,,TRINITY_DN125654_c3_g5_i1,TRINITY_DN114264_c2_g1_i1
,,,TRINITY_DN125657_c3_g1_i2,TRINITY_DN114264_c3_g3_i1
,,,TRINITY_DN125690_c0_g1_i2,TRINITY_DN114264_c4_g1_i2
,,,TRINITY_DN125692_c0_g1_i3,TRINITY_DN114265_c4_g2_i3
,,,TRINITY_DN125712_c1_g3_i5,TRINITY_DN114266_c0_g1_i1
,,,TRINITY_DN125794_c2_g1_i2,TRINITY_DN114267_c0_g1_i1
,,,TRINITY_DN125887_c3_g1_i4,TRINITY_DN114271_c5_g4_i2
,,,TRINITY_DN125926_c1_g1_i3,TRINITY_DN114273_c4_g4_i1
,,,TRINITY_DN126004_c0_g1_i11,TRINITY_DN114273_c4_g5_i1
,,,TRINITY_DN126030_c3_g1_i7,TRINITY_DN114277_c7_g3_i1
,,,TRINITY_DN126043_c5_g1_i4,TRINITY_DN114281_c0_g2_i2
,,,TRINITY_DN126080_c2_g1_i6,TRINITY_DN114282_c0_g1_i2
,,,TRINITY_DN12609_c0_g1_i1,TRINITY_DN114283_c3_g1_i7
,,,TRINITY_DN126125_c1_g1_i1,TRINITY_DN114290_c0_g1_i4
,,,TRINITY_DN126185_c5_g1_i4,TRINITY_DN114293_c1_g1_i6
