gid	cutoff	bias	log2RPKM	sex	gname	chr	chr_all	start	end	target_id	length	eff_length
TRINITY_DN125463_c5_g2_i5	FC1	female	4.850225449	meanfemale	abcg2	Chr01	Chr01	69819146	69819146	TRINITY_DN125463_c5_g2_i5	2928	2711.83
TRINITY_DN125463_c6_g3_i1	FC1	female	5.133070608	meanfemale	nop14	Chr01	Chr01	16332469	16332469	TRINITY_DN125463_c6_g3_i1	3016	2799.83
TRINITY_DN125473_c4_g2_i1	FC1	female	3.930351373	meanfemale	slc27a6	Chr01	Chr01	158933233	158933233	TRINITY_DN125473_c4_g2_i1	2946	2729.83
TRINITY_DN125563_c5_g2_i1	FC1	female	4.131202377	meanfemale	LOC100145112	Chr01	Chr01	79084946	79084946	TRINITY_DN125563_c5_g2_i1	1114	897.835
TRINITY_DN125629_c0_g2_i2	FC1	female	3.441138809	meanfemale	mmaa	Chr01	Chr01	49159254	49159254	TRINITY_DN125629_c0_g2_i2	2111	1894.83
TRINITY_DN125667_c5_g2_i2	FC1	female	6.410300471	meanfemale	reep6	Chr01	Chr01	80453085	80453085	TRINITY_DN125667_c5_g2_i2	1310	1093.83
TRINITY_DN125761_c2_g2_i1	FC1	female	5.675853261	meanfemale	gtf2h2	Chr01	Chr01	167346363	167346363	TRINITY_DN125761_c2_g2_i1	1870	1653.83
TRINITY_DN125805_c0_g1_i2	FC1	female	5.162947352	meanfemale	gucd1	Chr01	Chr01	144088963	144088963	TRINITY_DN125805_c0_g1_i2	2171	1954.83
TRINITY_DN125832_c3_g1_i1	FC1	female	7.791384574	meanfemale	mad2l1	Chr01	Chr01	61633139	61633139	TRINITY_DN125832_c3_g1_i1	1328	1111.83
TRINITY_DN125836_c0_g1_i3	FC1	female	1.78140753	meanfemale	LOC100498452	Chr01	Chr01	54941710	54941710	TRINITY_DN125836_c0_g1_i3	1924	1707.83
TRINITY_DN125895_c0_g1_i2	FC1	female	5.951165844	meanfemale	cdkn2aip	Chr01	Chr01	35971555	35971555	TRINITY_DN125895_c0_g1_i2	1838	1621.83
TRINITY_DN125916_c0_g2_i1	FC1	female	4.898205115	meanfemale	usp38	Chr01	Chr01	49976472	49976472	TRINITY_DN125916_c0_g2_i1	4381	4164.83
TRINITY_DN125918_c1_g1_i4	FC1	female	5.436011326	meanfemale	Xetrov90000896m	Chr01	Chr01	46089611	46089611	TRINITY_DN125918_c1_g1_i4	2124	1907.83
TRINITY_DN125960_c1_g1_i3	FC1	female	4.114884266	meanfemale	helq-like	Chr01	Chr01	91722512	91722512	TRINITY_DN125960_c1_g1_i3	3626	3409.83
TRINITY_DN126038_c0_g1_i2	FC1	female	4.577706125	meanfemale	ccdc92	Chr01	Chr01	152187591	152187591	TRINITY_DN126038_c0_g1_i2	2113	1896.83
TRINITY_DN126284_c5_g1_i3	FC1	female	6.479295949	meanfemale	srp72	Chr01	Chr01	100771709	100771709	TRINITY_DN126284_c5_g1_i3	3315	3098.83
TRINITY_DN126301_c0_g1_i2	FC1	female	6.564365594	meanfemale	MGC76064	Chr01	Chr01	117118938	117118938	TRINITY_DN126301_c0_g1_i2	2462	2245.83
TRINITY_DN126308_c0_g2_i9	FC1	female	5.501697078	meanfemale	acsl1	Chr01	Chr01	35491194	35491194	TRINITY_DN126308_c0_g2_i9	3958	3741.83
TRINITY_DN126551_c0_g2_i5	FC1	female	7.263612008	meanfemale	Xetrov90002881m	Chr01	Chr01	143481864	143481864	TRINITY_DN126551_c0_g2_i5	1362	1145.83
TRINITY_DN126616_c6_g6_i2	FC1	female	5.873509463	meanfemale	btbd2	Chr01	Chr01	83969265	83969265	TRINITY_DN126616_c6_g6_i2	3059	2842.83
TRINITY_DN126629_c0_g1_i1	FC1	female	5.712123557	meanfemale	acsbg2	Chr01	Chr01	82950824	82950824	TRINITY_DN126629_c0_g1_i1	4022	3805.83
TRINITY_DN126639_c0_g1_i1	FC1	female	5.249771475	meanfemale	fktn	Chr01	Chr01	108104004	108104004	TRINITY_DN126639_c0_g1_i1	2105	1888.83
TRINITY_DN126701_c6_g2_i1	FC1	female	4.496996652	meanfemale	pptc7	Chr01	Chr01	154213561	154213561	TRINITY_DN126701_c6_g2_i1	4174	3957.83
TRINITY_DN126721_c4_g1_i3	FC1	female	4.763598911	meanfemale	naa25	Chr01	Chr01	155058146	155058146	TRINITY_DN126721_c4_g1_i3	3292	3075.83
TRINITY_DN126761_c0_g1_i1	FC1	female	6.960510364	meanfemale	mrpl54	Chr01	Chr01	74389900	74389900	TRINITY_DN126761_c0_g1_i1	724	508.093
TRINITY_DN127025_c4_g1_i1	FC1	female	5.976650346	meanfemale	dapk3	Chr01	Chr01	74262644	74262644	TRINITY_DN127025_c4_g1_i1	2567	2350.83
TRINITY_DN127173_c7_g1_i3	FC1	female	4.931620286	meanfemale	tmem259	Chr01	Chr01	81416115	81416115	TRINITY_DN127173_c7_g1_i3	5321	5104.83
TRINITY_DN127174_c0_g1_i1	FC1	female	5.602538407	meanfemale	casp6	Chr01	Chr01	59235302	59235302	TRINITY_DN127174_c0_g1_i1	1537	1320.83
TRINITY_DN127233_c1_g1_i5	FC1	female	8.635721804	meanfemale	paics.1	Chr01	Chr01	31652922	31652922	TRINITY_DN127233_c1_g1_i5	1650	1433.83
TRINITY_DN127280_c7_g2_i1	FC1	female	2.912614858	meanfemale	LOC100498627	Chr01	Chr01	131257426	131257426	TRINITY_DN127280_c7_g2_i1	5508	5291.83
TRINITY_DN127312_c0_g1_i1	FC1	female	3.935248123	meanfemale	snx25-like	Chr01	Chr01	35262666	35262666	TRINITY_DN127312_c0_g1_i1	3887	3670.83
TRINITY_DN127341_c11_g1_i1	FC1	female	5.121145382	meanfemale	elac1	Chr01	Chr01	191702966	191702966	TRINITY_DN127341_c11_g1_i1	1362	1145.83
TRINITY_DN127375_c0_g1_i1	FC1	female	7.245538219	meanfemale	nans	Chr01	Chr01	97809488	97809488	TRINITY_DN127375_c0_g1_i1	2463	2246.83
TRINITY_DN127422_c1_g2_i2	FC1	female	3.212258412	meanfemale	shd-like	Chr01	Chr01	75110638	75110638	TRINITY_DN127422_c1_g2_i2	2363	2146.83
TRINITY_DN127619_c2_g2_i2	FC1	female	2.080917906	meanfemale	Xetrov90000956m	Chr01	Chr01	49857945	49857945	TRINITY_DN127619_c2_g2_i2	4439	4222.83
TRINITY_DN127630_c3_g2_i2	FC1	female	8.579472468	meanfemale	habp4	Chr01	Chr01	124042100	124042100	TRINITY_DN127630_c3_g2_i2	1880	1663.83
TRINITY_DN127683_c0_g4_i1	FC1	female	7.636553167	meanfemale	polr2e	Chr01	Chr01	81249350	81249350	TRINITY_DN127683_c0_g4_i1	1191	974.835
TRINITY_DN127876_c3_g2_i2	FC1	female	4.62343694	meanfemale	tmem161b-like	Chr01	Chr01	170004600	170004600	TRINITY_DN127876_c3_g2_i2	2172	1955.83
TRINITY_DN128038_c3_g1_i6	FC1	female	6.97061579	meanfemale	Xetrov90002887m	Chr01	Chr01	143564540	143564540	TRINITY_DN128038_c3_g1_i6	3448	3231.83
TRINITY_DN128067_c1_g4_i1	FC1	female	3.635303985	meanfemale	MGC107841	Chr01	Chr01	132118453	132118453	TRINITY_DN128067_c1_g4_i1	1294	1077.83
TRINITY_DN128074_c1_g1_i2	FC1	female	3.669806434	meanfemale	tapt1	Chr01	Chr01	16782031	16782031	TRINITY_DN128074_c1_g1_i2	2985	2768.83
TRINITY_DN128115_c1_g1_i1	FC1	female	4.245988993	meanfemale	tmem2	Chr01	Chr01	118055189	118055189	TRINITY_DN128115_c1_g1_i1	4908	4691.83
TRINITY_DN128179_c6_g4_i1	FC1	female	7.344510504	meanfemale	ppap2c	Chr01	Chr01	102306498	102306498	TRINITY_DN128179_c6_g4_i1	1962	1745.83
TRINITY_DN128247_c5_g9_i3	FC1	female	6.807429599	meanfemale	haus6	Chr01	Chr01	106733881	106733881	TRINITY_DN128247_c5_g9_i3	3820	3603.83
TRINITY_DN128268_c2_g2_i1	FC1	female	3.436288243	meanfemale	nr2f6	Chr01	Chr01	99514503	99514503	TRINITY_DN128268_c2_g2_i1	3186	2969.83
TRINITY_DN128282_c6_g2_i1	FC1	female	4.711621217	meanfemale	rnf170	Chr01	Chr01	100877602	100877602	TRINITY_DN128282_c6_g2_i1	1482	1265.83
TRINITY_DN128365_c2_g2_i1	FC1	female	3.355526526	meanfemale	abhd4	Chr01	Chr01	128927750	128927750	TRINITY_DN128365_c2_g2_i1	2636	2419.83
TRINITY_DN128429_c0_g1_i1	FC1	female	5.117914585	meanfemale	snx18	Chr01	Chr01	179119289	179119289	TRINITY_DN128429_c0_g1_i1	2368	2151.83
TRINITY_DN128450_c0_g1_i7	FC1	female	1.997163438	meanfemale	ano8-like	Chr01	Chr01	101240545	101240545	TRINITY_DN128450_c0_g1_i7	4627	4410.83
TRINITY_DN128547_c8_g3_i2	FC1	female	2.264160784	meanfemale	LOC101733096	Chr01	Chr01	100569310	100569310	TRINITY_DN128547_c8_g3_i2	2777	2560.83
TRINITY_DN128556_c1_g1_i2	FC1	female	5.715579679	meanfemale	me2	Chr01	Chr01	191673355	191673355	TRINITY_DN128556_c1_g1_i2	2137	1920.83
TRINITY_DN128628_c0_g1_i4	FC1	female	3.239871706	meanfemale	fut11	Chr01	Chr01	187755585	187755585	TRINITY_DN128628_c0_g1_i4	2628	2411.83
TRINITY_DN128634_c0_g1_i1	FC1	female	7.290678741	meanfemale	nipsnap1	Chr01	Chr01	132381492	132381492	TRINITY_DN128634_c0_g1_i1	1364	1147.83
TRINITY_DN128754_c2_g1_i1	FC1	female	-0.765179005	meanfemale	grin3a-like	Chr01	Chr01	104613364	104613364	TRINITY_DN128754_c2_g1_i1	4390	4173.83
TRINITY_DN128978_c0_g1_i1	FC1	female	4.664186021	meanfemale	LOC100489358	Chr01	Chr01	9910989	9910989	TRINITY_DN128978_c0_g1_i1	1045	828.835
TRINITY_DN129058_c1_g1_i1	FC1	female	6.308521213	meanfemale	riok2	Chr01	Chr01	173291748	173291748	TRINITY_DN129058_c1_g1_i1	2607	2390.83
TRINITY_DN129091_c2_g1_i4	FC1	female	5.21221651	meanfemale	limk2	Chr01	Chr01	143496064	143496064	TRINITY_DN129091_c2_g1_i4	2387	2170.83
TRINITY_DN129262_c1_g2_i2	FC1	female	3.383021771	meanfemale	usp30	Chr01	Chr01	138116597	138116597	TRINITY_DN129262_c1_g2_i2	2649	2432.83
TRINITY_DN129293_c1_g2_i1	FC1	female	7.279114742	meanfemale	LOC100488610	Chr01	Chr01	41360546	41360546	TRINITY_DN129293_c1_g2_i1	2178	1961.83
TRINITY_DN129315_c0_g2_i1	FC1	female	4.877046136	meanfemale	sema4d	Chr01	Chr01	125685068	125685068	TRINITY_DN129315_c0_g2_i1	3250	3033.83
TRINITY_DN129407_c2_g1_i1	FC1	female	3.01608227	meanfemale	ficd	Chr01	Chr01	133833076	133833076	TRINITY_DN129407_c2_g1_i1	1988	1771.83
TRINITY_DN129469_c0_g2_i4	FC1	female	4.474442068	meanfemale	mvk	Chr01	Chr01	138381320	138381320	TRINITY_DN129469_c0_g2_i4	2065	1848.83
TRINITY_DN129505_c0_g2_i3	FC1	female	3.866869183	meanfemale	nedd4l	Chr01	Chr01	188490844	188490844	TRINITY_DN129505_c0_g2_i3	4144	3927.83
TRINITY_DN129524_c0_g1_i5	FC1	female	4.784789164	meanfemale	cfap97	Chr01	Chr01	35359086	35359086	TRINITY_DN129524_c0_g1_i5	1968	1751.83
TRINITY_DN129581_c0_g1_i5	FC1	female	6.139948532	meanfemale	eif2b1	Chr01	Chr01	152378996	152378996	TRINITY_DN129581_c0_g1_i5	1880	1663.83
TRINITY_DN129588_c0_g1_i1	FC1	female	2.896629685	meanfemale	slc1a1	Chr01	Chr01	115136476	115136476	TRINITY_DN129588_c0_g1_i1	3732	3515.83
TRINITY_DN129699_c2_g5_i1	FC1	female	8.118358412	meanfemale	ppp1cc	Chr01	Chr01	154318388	154318388	TRINITY_DN129699_c2_g5_i1	2155	1938.83
TRINITY_DN129765_c1_g6_i4	FC1	female	6.810549933	meanfemale	LOC100487567-like	Chr01	Chr01	69722063	69722063	TRINITY_DN129765_c1_g6_i4	3924	3707.83
TRINITY_DN129849_c0_g1_i3	FC1	female	3.854208103	meanfemale	mfsd8	Chr01	Chr01	54814496	54814496	TRINITY_DN129849_c0_g1_i3	2545	2328.83
TRINITY_DN129884_c4_g1_i1	FC1	female	3.532762704	meanfemale	hcn2	Chr01	Chr01	86622350	86622350	TRINITY_DN129884_c4_g1_i1	5011	4794.83
TRINITY_DN129929_c2_g2_i1	FC1	female	3.575842686	meanfemale	mfap3l-like	Chr01	Chr01	40665017	40665017	TRINITY_DN129929_c2_g2_i1	1896	1679.83
TRINITY_DN129942_c2_g2_i2	FC1	female	3.943776317	meanfemale	fdx1l	Chr01	Chr01	193312315	193312315	TRINITY_DN129942_c2_g2_i2	992	775.86
TRINITY_DN130083_c2_g6_i1	FC1	female	6.644740096	meanfemale	phax	Chr01	Chr01	159776577	159776577	TRINITY_DN130083_c2_g6_i1	2807	2590.83
TRINITY_DN130143_c0_g1_i2	FC1	female	5.856552058	meanfemale	guf1-like	Chr01	Chr01	28561872	28561872	TRINITY_DN130143_c0_g1_i2	2545	2328.83
TRINITY_DN130185_c1_g1_i1	FC1	female	5.039473039	meanfemale	casp3	Chr01	Chr01	35599082	35599082	TRINITY_DN130185_c1_g1_i1	1900	1683.83
TRINITY_DN130185_c2_g4_i3	FC1	female	6.141171661	meanfemale	pisd-like.1	Chr01	Chr01	143615120	143615120	TRINITY_DN130185_c2_g4_i3	2063	1846.83
TRINITY_DN130195_c2_g1_i1	FC1	female	4.422844378	meanfemale	acer2	Chr01	Chr01	106914652	106914652	TRINITY_DN130195_c2_g1_i1	2127	1910.83
TRINITY_DN130357_c0_g2_i1	FC1	female	3.179042236	meanfemale	bbs7	Chr01	Chr01	57409675	57409675	TRINITY_DN130357_c0_g2_i1	2777	2560.83
TRINITY_DN130392_c1_g5_i1	FC1	female	4.642567963	meanfemale	sptlc1	Chr01	Chr01	126819515	126819515	TRINITY_DN130392_c1_g5_i1	2792	2575.83
TRINITY_DN130451_c1_g10_i4	FC1	female	5.752709257	meanfemale	cdk2ap1	Chr01	Chr01	152543124	152543124	TRINITY_DN130451_c1_g10_i4	2109	1892.83
TRINITY_DN130585_c2_g3_i6	FC1	female	0.663675125	meanfemale	c9	Chr01	Chr01	183650566	183650566	TRINITY_DN130585_c2_g3_i6	2103	1886.83
TRINITY_DN130667_c0_g1_i5	FC1	female	3.70751984	meanfemale	klhl5-like	Chr01	Chr01	26330435	26330435	TRINITY_DN130667_c0_g1_i5	3056	2839.83
TRINITY_DN130680_c2_g1_i1	FC1	female	-0.266720187	meanfemale	musk	Chr01	Chr01	103510401	103510401	TRINITY_DN130680_c2_g1_i1	4427	4210.83
TRINITY_DN130699_c6_g2_i2	FC1	female	6.210207825	meanfemale	LOC100487674-like	Chr01	Chr01	96530150	96530150	TRINITY_DN130699_c6_g2_i2	1714	1497.83
TRINITY_DN130820_c5_g1_i8	FC1	female	3.80184767	meanfemale	rasal1	Chr01	Chr01	132644324	132644324	TRINITY_DN130820_c5_g1_i8	2058	1841.83
TRINITY_DN130833_c0_g1_i2	FC1	female	2.909760583	meanfemale	fgfr3	Chr01	Chr01	12768111	12768111	TRINITY_DN130833_c0_g1_i2	2867	2650.83
TRINITY_DN130859_c0_g2_i1	FC1	female	2.368332826	meanfemale	rilpl2	Chr01	Chr01	152450969	152450969	TRINITY_DN130859_c0_g2_i1	1441	1224.83
TRINITY_DN130861_c0_g1_i1	FC1	female	2.669151059	meanfemale	zfyve28-like.1	Chr01	Chr01	12117808	12117808	TRINITY_DN130861_c0_g1_i1	5764	5547.83
TRINITY_DN130867_c0_g1_i2	FC1	female	3.107824541	meanfemale	LOC100491488-like	Chr01	Chr01	29715824	29715824	TRINITY_DN130867_c0_g1_i2	3413	3196.83
TRINITY_DN130930_c1_g1_i1	FC1	female	5.316622209	meanfemale	ttc39b	Chr01	Chr01	111805496	111805496	TRINITY_DN130930_c1_g1_i1	2876	2659.83
TRINITY_DN130997_c0_g1_i1	FC1	female	2.936000597	meanfemale	tmod1-like	Chr01	Chr01	95145290	95145290	TRINITY_DN130997_c0_g1_i1	3397	3180.83
TRINITY_DN131034_c5_g2_i1	FC1	female	4.624418194	meanfemale	rab3a	Chr01	Chr01	84848892	84848892	TRINITY_DN131034_c5_g2_i1	3120	2903.83
TRINITY_DN131052_c1_g4_i2	FC1	female	9.4285628	meanfemale	LOC733459	Chr01	Chr01	191362246	191362246	TRINITY_DN131052_c1_g4_i2	1601	1384.83
TRINITY_DN131085_c8_g2_i1	FC1	female	3.681468567	meanfemale	elmod2	Chr01	Chr01	51080887	51080887	TRINITY_DN131085_c8_g2_i1	2505	2288.83
TRINITY_DN131177_c4_g2_i3	FC1	female	4.902312437	meanfemale	rmnd5a	Chr01	Chr01	11449164	11449164	TRINITY_DN131177_c4_g2_i3	3792	3575.83
TRINITY_DN131201_c5_g3_i7	FC1	female	3.85888286	meanfemale	fsd1l-like	Chr01	Chr01	108048773	108048773	TRINITY_DN131201_c5_g3_i7	3228	3011.83
TRINITY_DN131244_c1_g1_i2	FC1	female	3.41570442	meanfemale	ssh1-like	Chr01	Chr01	138007941	138007941	TRINITY_DN131244_c1_g1_i2	3365	3148.83
TRINITY_DN131263_c0_g2_i5	FC1	female	4.477175665	meanfemale	prmt9	Chr01	Chr01	48135580	48135580	TRINITY_DN131263_c0_g2_i5	2834	2617.83
TRINITY_DN131276_c1_g3_i1	FC1	female	7.22738852	meanfemale	c19orf24	Chr01	Chr01	80980659	80980659	TRINITY_DN131276_c1_g3_i1	983	766.886
TRINITY_DN131362_c1_g1_i3	FC1	female	6.269645898	meanfemale	mettl3	Chr01	Chr01	129543285	129543285	TRINITY_DN131362_c1_g1_i3	3406	3189.83
TRINITY_DN131364_c4_g5_i3	FC1	female	2.706175853	meanfemale	LOC100216076	Chr01	Chr01	125274335	125274335	TRINITY_DN131364_c4_g5_i3	5295	5078.83
TRINITY_DN131502_c3_g1_i1	FC1	female	3.259475452	meanfemale	mtmr12	Chr01	Chr01	187505024	187505024	TRINITY_DN131502_c3_g1_i1	2760	2543.83
TRINITY_DN131503_c0_g1_i4	FC1	female	6.60705245	meanfemale	eri1	Chr01	Chr01	79076927	79076927	TRINITY_DN131503_c0_g1_i4	1819	1602.83
TRINITY_DN131605_c2_g1_i2	FC1	female	5.22551874	meanfemale	hmgcs1	Chr01	Chr01	182046716	182046716	TRINITY_DN131605_c2_g1_i2	3503	3286.83
TRINITY_DN131657_c0_g1_i4	FC1	female	2.120618745	meanfemale	akap2	Chr01	Chr01	96306508	96306508	TRINITY_DN131657_c0_g1_i4	3324	3107.83
TRINITY_DN131801_c4_g3_i2	FC1	female	6.045611685	meanfemale	ap3s1	Chr01	Chr01	163300087	163300087	TRINITY_DN131801_c4_g3_i2	1964	1747.83
TRINITY_DN131885_c2_g5_i1	FC1	female	5.760209903	meanfemale	dcaf10	Chr01	Chr01	96541650	96541650	TRINITY_DN131885_c2_g5_i1	2159	1942.83
TRINITY_DN131887_c3_g2_i2	FC1	female	5.273432142	meanfemale	trappc13-like	Chr01	Chr01	174999854	174999854	TRINITY_DN131887_c3_g2_i2	2658	2441.83
TRINITY_DN131939_c1_g2_i3	FC1	female	4.261963513	meanfemale	tifa	Chr01	Chr01	59288654	59288654	TRINITY_DN131939_c1_g2_i3	1505	1288.83
TRINITY_DN131943_c0_g1_i2	FC1	female	4.855635476	meanfemale	fech	Chr01	Chr01	188829539	188829539	TRINITY_DN131943_c0_g1_i2	1926	1709.83
TRINITY_DN132063_c0_g2_i2	FC1	female	2.299490557	meanfemale	mapk4	Chr01	Chr01	191581801	191581801	TRINITY_DN132063_c0_g2_i2	2025	1808.83
TRINITY_DN132089_c3_g1_i1	FC1	female	4.733727913	meanfemale	ankrd13a	Chr01	Chr01	138942447	138942447	TRINITY_DN132089_c3_g1_i1	3089	2872.83
TRINITY_DN132176_c6_g2_i1	FC1	female	4.559551557	meanfemale	tle4	Chr01	Chr01	120781693	120781693	TRINITY_DN132176_c6_g2_i1	4695	4478.83
TRINITY_DN132190_c0_g2_i2	FC1	female	4.947402296	meanfemale	armc6	Chr01	Chr01	102124597	102124597	TRINITY_DN132190_c0_g2_i2	1968	1751.83
TRINITY_DN132197_c3_g1_i1	FC1	female	6.835569851	meanfemale	metap1	Chr01	Chr01	65478331	65478331	TRINITY_DN132197_c3_g1_i1	2768	2551.83
TRINITY_DN132235_c2_g1_i3	FC1	female	5.779047799	meanfemale	ufsp2	Chr01	Chr01	35235940	35235940	TRINITY_DN132235_c2_g1_i3	2056	1839.83
TRINITY_DN132244_c1_g1_i5	FC1	female	6.566853695	meanfemale	prkab1-like	Chr01	Chr01	142819530	142819530	TRINITY_DN132244_c1_g1_i5	2610	2393.83
TRINITY_DN132344_c0_g1_i2	FC1	female	1.076646843	meanfemale	tbc1d9	Chr01	Chr01	51015976	51015976	TRINITY_DN132344_c0_g1_i2	5286	5069.83
TRINITY_DN132371_c3_g3_i1	FC1	female	5.833901681	meanfemale	ubxn8-like	Chr01	Chr01	78494518	78494518	TRINITY_DN132371_c3_g3_i1	1249	1032.83
TRINITY_DN132392_c0_g1_i1	FC1	female	3.97525496	meanfemale	setd8	Chr01	Chr01	152467698	152467698	TRINITY_DN132392_c0_g1_i1	1846	1629.83
TRINITY_DN132392_c3_g2_i2	FC1	female	8.819128137	meanfemale	anxa1-like.1	Chr01	Chr01	118531296	118531296	TRINITY_DN132392_c3_g2_i2	1091	874.835
TRINITY_DN132416_c2_g1_i5	FC1	female	5.342073094	meanfemale	c4orf29	Chr01	Chr01	54793723	54793723	TRINITY_DN132416_c2_g1_i5	2082	1865.83
TRINITY_DN132431_c5_g1_i1	FC1	female	0.057013894	meanfemale	LOC100489122	Chr01	Chr01	69273876	69273876	TRINITY_DN132431_c5_g1_i1	4861	4644.83
TRINITY_DN132489_c2_g2_i5	FC1	female	9.496783216	meanfemale	plin2	Chr01	Chr01	106859421	106859421	TRINITY_DN132489_c2_g2_i5	1803	1586.83
TRINITY_DN132634_c4_g1_i1	FC1	female	3.427103201	meanfemale	gtpbp3-like	Chr01	Chr01	101308420	101308420	TRINITY_DN132634_c4_g1_i1	2240	2023.83
TRINITY_DN132703_c8_g1_i1	FC1	female	3.251641338	meanfemale	serinc5	Chr01	Chr01	163662902	163662902	TRINITY_DN132703_c8_g1_i1	3856	3639.83
TRINITY_DN132717_c3_g1_i4	FC1	female	3.244576982	meanfemale	fam172a	Chr01	Chr01	171646628	171646628	TRINITY_DN132717_c3_g1_i4	2638	2421.83
TRINITY_DN132727_c1_g2_i3	FC1	female	3.229202569	meanfemale	Xetrov90002192m	Chr01	Chr01	114381330	114381330	TRINITY_DN132727_c1_g2_i3	5609	5392.83
TRINITY_DN132830_c9_g3_i5	FC1	female	6.383889227	meanfemale	jade1	Chr01	Chr01	54589520	54589520	TRINITY_DN132830_c9_g3_i5	3510	3293.83
TRINITY_DN132851_c3_g3_i1	FC1	female	6.783865103	meanfemale	rnf4	Chr01	Chr01	11979280	11979280	TRINITY_DN132851_c3_g3_i1	1545	1328.83
TRINITY_DN132871_c2_g2_i2	FC1	female	4.390079838	meanfemale	wdr41	Chr01	Chr01	164687306	164687306	TRINITY_DN132871_c2_g2_i2	2460	2243.83
TRINITY_DN132887_c1_g1_i2	FC1	female	5.641753632	meanfemale	suds3	Chr01	Chr01	156928872	156928872	TRINITY_DN132887_c1_g1_i2	1669	1452.83
TRINITY_DN133002_c6_g5_i3	FC1	female	3.630236678	meanfemale	tbc1d14-like	Chr01	Chr01	20379605	20379605	TRINITY_DN133002_c6_g5_i3	3306	3089.83
TRINITY_DN133037_c0_g1_i2	FC1	female	5.235848226	meanfemale	naf1	Chr01	Chr01	42692844	42692844	TRINITY_DN133037_c0_g1_i2	2500	2283.83
TRINITY_DN133048_c2_g2_i1	FC1	female	5.312490482	meanfemale	ankrd37	Chr01	Chr01	35248675	35248675	TRINITY_DN133048_c2_g2_i1	1051	834.835
TRINITY_DN133052_c1_g1_i6	FC1	female	5.541139789	meanfemale	LOC100487964	Chr01	Chr01	80157397	80157397	TRINITY_DN133052_c1_g1_i6	2387	2170.83
TRINITY_DN133053_c7_g1_i2	FC1	female	6.507759379	meanfemale	ncapg	Chr01	Chr01	23327161	23327161	TRINITY_DN133053_c7_g1_i2	3624	3407.83
TRINITY_DN133091_c3_g1_i2	FC1	female	3.353919197	meanfemale	ermp1	Chr01	Chr01	114677820	114677820	TRINITY_DN133091_c3_g1_i2	3587	3370.83
TRINITY_DN133256_c3_g3_i1	FC1	female	4.85553484	meanfemale	ugcg	Chr01	Chr01	95778004	95778004	TRINITY_DN133256_c3_g3_i1	2671	2454.83
TRINITY_DN133282_c1_g1_i2	FC1	female	5.218193997	meanfemale	nelfa	Chr01	Chr01	12542971	12542971	TRINITY_DN133282_c1_g1_i2	2497	2280.83
TRINITY_DN133420_c3_g1_i1	FC1	female	3.922327499	meanfemale	hgsnat	Chr01	Chr01	77083186	77083186	TRINITY_DN133420_c3_g1_i1	2905	2688.83
TRINITY_DN133456_c1_g2_i2	FC1	female	5.062844153	meanfemale	lysmd3	Chr01	Chr01	170846159	170846159	TRINITY_DN133456_c1_g2_i2	1365	1148.83
TRINITY_DN133473_c0_g7_i11	FC1	female	3.654985495	meanfemale	c9orf156	Chr01	Chr01	95342010	95342010	TRINITY_DN133473_c0_g7_i11	2394	2177.83
TRINITY_DN133490_c0_g3_i3	FC1	female	2.159961283	meanfemale	mast3-like	Chr01	Chr01	85017763	85017763	TRINITY_DN133490_c0_g3_i3	5814	5597.83
TRINITY_DN133494_c5_g6_i3	FC1	female	7.185678884	meanfemale	sgta	Chr01	Chr01	80308197	80308197	TRINITY_DN133494_c5_g6_i3	2348	2131.83
TRINITY_DN133539_c0_g1_i1	FC1	female	6.021987176	meanfemale	ppat	Chr01	Chr01	31660752	31660752	TRINITY_DN133539_c0_g1_i1	2894	2677.83
TRINITY_DN133549_c7_g2_i2	FC1	female	5.026804038	meanfemale	ift81	Chr01	Chr01	153958425	153958425	TRINITY_DN133549_c7_g2_i2	2560	2343.83
TRINITY_DN133567_c0_g4_i2	FC1	female	7.5888929	meanfemale	LOC100486206-like	Chr01	Chr01	167665994	167665994	TRINITY_DN133567_c0_g4_i2	785	569.039
TRINITY_DN133572_c0_g1_i1	FC1	female	4.663296216	meanfemale	Xetrov90000522m	Chr01	Chr01	20771304	20771304	TRINITY_DN133572_c0_g1_i1	2722	2505.83
TRINITY_DN133657_c2_g1_i6	FC1	female	0.994206932	meanfemale	nsg1	Chr01	Chr01	18625008	18625008	TRINITY_DN133657_c2_g1_i6	2413	2196.83
TRINITY_DN133718_c3_g2_i1	FC1	female	8.140966463	meanfemale	ddt	Chr01	Chr01	144502925	144502925	TRINITY_DN133718_c3_g2_i1	684	468.158
TRINITY_DN133919_c5_g3_i1	FC1	female	5.086844606	meanfemale	gpn3	Chr01	Chr01	154172513	154172513	TRINITY_DN133919_c5_g3_i1	2133	1916.83
TRINITY_DN134165_c3_g2_i1	FC1	female	5.863068232	meanfemale	plbd2	Chr01	Chr01	133777750	133777750	TRINITY_DN134165_c3_g2_i1	2503	2286.83
TRINITY_DN134374_c0_g2_i5	FC1	female	4.787550192	meanfemale	slc30a9	Chr01	Chr01	27983571	27983571	TRINITY_DN134374_c0_g2_i5	3438	3221.83
TRINITY_DN134419_c0_g3_i4	FC1	female	3.642272012	meanfemale	irf2	Chr01	Chr01	35632416	35632416	TRINITY_DN134419_c0_g3_i4	3730	3513.83
