gid	gname	chr	start	end	target_id	length	eff_length
TRINITY_DN110855_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN110855_c0_g1_i1	2040	1823.83
TRINITY_DN110867_c0_g1_i1	LOC100490816	Chr07	110069925	110069925	TRINITY_DN110867_c0_g1_i1	1866	1649.83
TRINITY_DN110879_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN110879_c0_g2_i1	498	283.851
TRINITY_DN110957_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN110957_c0_g1_i1	736	520.093
TRINITY_DN110958_c0_g2_i1	LOC101733512-like	Chr03	130035353	130035353	TRINITY_DN110958_c0_g2_i1	1005	788.835
TRINITY_DN110959_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN110959_c0_g1_i1	847	630.958
TRINITY_DN110989_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN110989_c1_g2_i1	1168	951.835
TRINITY_DN110995_c0_g1_i1	hpgds	Chr01	67343868	67343868	TRINITY_DN110995_c0_g1_i1	779	563.039
TRINITY_DN111011_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN111011_c1_g2_i1	313	115.417
TRINITY_DN111026_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN111026_c0_g3_i1	377	169.923
TRINITY_DN111029_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN111029_c0_g1_i3	320	121.172
TRINITY_DN111035_c0_g1_i1	fuca2	Chr05	67504855	67504855	TRINITY_DN111035_c0_g1_i1	1750	1533.83
TRINITY_DN111111_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111111_c0_g1_i1	1316	1099.83
TRINITY_DN111118_c0_g1_i1	phactr3	Chr10	839054	839054	TRINITY_DN111118_c0_g1_i1	2521	2304.83
TRINITY_DN111122_c0_g2_i3	hsd17b7	Chr04	108796839	108796839	TRINITY_DN111122_c0_g2_i3	1311	1094.83
TRINITY_DN111143_c0_g1_i2	LOC101731864	Chr04	117646987	117646987	TRINITY_DN111143_c0_g1_i2	1149	932.835
TRINITY_DN111163_c0_g1_i3	grb14	Chr09	65759768	65759768	TRINITY_DN111163_c0_g1_i3	2349	2132.83
TRINITY_DN111173_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111173_c0_g1_i1	1407	1190.83
TRINITY_DN111208_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111208_c0_g1_i1	709	493.11
TRINITY_DN111208_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN111208_c0_g2_i1	384	176.206
TRINITY_DN111210_c0_g1_i1	scg5	Chr08	90370597	90370597	TRINITY_DN111210_c0_g1_i1	1172	955.835
TRINITY_DN111231_c0_g1_i1	Xetrov90028060m	scaffold_3191	4024	4024	TRINITY_DN111231_c0_g1_i1	1740	1523.83
TRINITY_DN111247_c0_g1_i1	anapc1	Chr05	23768507	23768507	TRINITY_DN111247_c0_g1_i1	6760	6543.83
TRINITY_DN111333_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111333_c0_g1_i1	549	333.935
TRINITY_DN111351_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111351_c0_g1_i1	688	472.142
TRINITY_DN111360_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN111360_c0_g2_i1	740	524.093
TRINITY_DN111361_c0_g1_i1	LOC100124772	Chr08	22663795	22663795	TRINITY_DN111361_c0_g1_i1	856	639.958
TRINITY_DN111376_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111376_c0_g1_i1	716	500.11
TRINITY_DN111385_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN111385_c0_g2_i1	2802	2585.83
TRINITY_DN111385_c0_g4_i1	wscd1	Chr02	45594613	45594613	TRINITY_DN111385_c0_g4_i1	2466	2249.83
TRINITY_DN111407_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111407_c0_g1_i1	969	752.886
TRINITY_DN111408_c0_g2_i1	spsb4-like	Chr05	120232446	120232446	TRINITY_DN111408_c0_g2_i1	1719	1502.83
TRINITY_DN111428_c0_g1_i1	Xetrov90008753m	Chr03	90777154	90777154	TRINITY_DN111428_c0_g1_i1	681	465.158
TRINITY_DN111446_c0_g1_i2	pura	Chr03	21904026	21904026	TRINITY_DN111446_c0_g1_i2	1896	1679.83
TRINITY_DN111523_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111523_c0_g1_i1	459	246.12
TRINITY_DN111532_c0_g2_i4	NA	NA	NA	NA	TRINITY_DN111532_c0_g2_i4	505	290.687
TRINITY_DN111553_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN111553_c0_g3_i1	379	171.728
TRINITY_DN111576_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN111576_c0_g1_i2	1278	1061.83
TRINITY_DN111579_c0_g1_i1	hlx	Chr05	6663419	6663419	TRINITY_DN111579_c0_g1_i1	1585	1368.83
TRINITY_DN111591_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN111591_c0_g2_i2	3755	3538.83
TRINITY_DN111603_c0_g2_i1	rab2a	Chr06	102090910	102090910	TRINITY_DN111603_c0_g2_i1	2004	1787.83
TRINITY_DN111611_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111611_c0_g1_i1	1246	1029.83
TRINITY_DN111754_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111754_c0_g1_i1	1024	807.835
TRINITY_DN111757_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111757_c0_g1_i1	963	746.911
TRINITY_DN111786_c0_g1_i2	theg-like	Chr01	86248597	86248597	TRINITY_DN111786_c0_g1_i2	1148	931.835
TRINITY_DN111792_c0_g2_i1	Xetrov90021117m	Chr08	61127721	61127721	TRINITY_DN111792_c0_g2_i1	618	402.384
TRINITY_DN111803_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN111803_c0_g1_i2	1341	1124.83
TRINITY_DN111831_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN111831_c0_g2_i1	2176	1959.83
TRINITY_DN111831_c0_g3_i2	NA	NA	NA	NA	TRINITY_DN111831_c0_g3_i2	1097	880.835
TRINITY_DN111838_c0_g1_i1	LOC100498058	Chr05	20269392	20269392	TRINITY_DN111838_c0_g1_i1	656	440.188
TRINITY_DN111840_c0_g1_i1	LOC101732300	Chr07	112855303	112855303	TRINITY_DN111840_c0_g1_i1	2121	1904.83
TRINITY_DN111910_c0_g1_i1	ntf4	Chr07	105572880	105572880	TRINITY_DN111910_c0_g1_i1	1742	1525.83
TRINITY_DN111974_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN111974_c0_g1_i2	638	422.275
TRINITY_DN111980_c0_g1_i1	hspb8	Chr01	157247053	157247053	TRINITY_DN111980_c0_g1_i1	2149	1932.83
TRINITY_DN111984_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111984_c0_g1_i1	1032	815.835
TRINITY_DN111985_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN111985_c0_g1_i1	585	369.552
TRINITY_DN111985_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN111985_c0_g2_i1	311	113.847
TRINITY_DN112014_c0_g1_i1	Xetrov90004663m	Chr02	46410681	46410681	TRINITY_DN112014_c0_g1_i1	1607	1390.83
TRINITY_DN112020_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN112020_c0_g1_i2	399	189.987
TRINITY_DN112021_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112021_c0_g1_i1	647	431.246
TRINITY_DN112041_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN112041_c0_g1_i2	991	774.86
TRINITY_DN112072_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112072_c0_g1_i1	743	527.093
TRINITY_DN112088_c0_g1_i1	ganc	Chr08	93644458	93644458	TRINITY_DN112088_c0_g1_i1	3351	3134.83
TRINITY_DN112095_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN112095_c0_g2_i1	1703	1486.83
TRINITY_DN112160_c0_g1_i1	morn1	Chr07	81541217	81541217	TRINITY_DN112160_c0_g1_i1	1640	1423.83
TRINITY_DN112161_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112161_c0_g1_i1	708	492.11
TRINITY_DN112164_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112164_c0_g1_i1	1432	1215.83
TRINITY_DN112188_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN112188_c0_g2_i1	454	241.301
TRINITY_DN112188_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN112188_c0_g3_i1	421	210.173
TRINITY_DN112264_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112264_c0_g1_i1	420	209.245
TRINITY_DN112264_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN112264_c1_g2_i1	991	774.86
TRINITY_DN112269_c0_g1_i1	slmo1	Chr06	88537416	88537416	TRINITY_DN112269_c0_g1_i1	1019	802.835
TRINITY_DN112280_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112280_c0_g1_i1	838	621.958
TRINITY_DN112351_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN112351_c0_g1_i2	727	511.093
TRINITY_DN112434_c0_g1_i1	gmpr	Chr06	48201047	48201047	TRINITY_DN112434_c0_g1_i1	2222	2005.83
TRINITY_DN112438_c0_g1_i1	eif2b3	Chr04	72929627	72929627	TRINITY_DN112438_c0_g1_i1	1532	1315.83
TRINITY_DN112489_c0_g2_i2	LOC100497499-like	Chr05	3730622	3730622	TRINITY_DN112489_c0_g2_i2	4938	4721.83
TRINITY_DN112499_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112499_c0_g1_i1	3130	2913.83
TRINITY_DN112530_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN112530_c0_g1_i2	873	656.958
TRINITY_DN112551_c0_g1_i2	prepl	Chr05	14827503	14827503	TRINITY_DN112551_c0_g1_i2	2279	2062.83
TRINITY_DN112596_c0_g1_i1	foxp3	Chr08	7696245	7696245	TRINITY_DN112596_c0_g1_i1	1692	1475.83
TRINITY_DN112610_c0_g1_i2	rnf144b	Chr06	48092168	48092168	TRINITY_DN112610_c0_g1_i2	2138	1921.83
TRINITY_DN112614_c0_g1_i1	jak3	Chr01	99208866	99208866	TRINITY_DN112614_c0_g1_i1	2884	2667.83
TRINITY_DN112672_c0_g3_i1	eps8l2-like	Chr04	35594777	35594777	TRINITY_DN112672_c0_g3_i1	4000	3783.83
TRINITY_DN112713_c0_g1_i3	afmid	Chr10	18357026	18357026	TRINITY_DN112713_c0_g1_i3	1059	842.835
TRINITY_DN112732_c0_g1_i5	NA	NA	NA	NA	TRINITY_DN112732_c0_g1_i5	1096	879.835
TRINITY_DN112759_c0_g4_i2	MGC147475	Chr07	109716727	109716727	TRINITY_DN112759_c0_g4_i2	1532	1315.83
TRINITY_DN112760_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN112760_c0_g1_i2	564	348.741
TRINITY_DN112760_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN112760_c0_g2_i1	368	161.883
TRINITY_DN112760_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN112760_c0_g3_i1	384	176.206
TRINITY_DN112763_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN112763_c0_g2_i1	884	667.958
TRINITY_DN112768_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN112768_c1_g1_i2	638	422.275
TRINITY_DN112790_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112790_c0_g1_i1	2182	1965.83
TRINITY_DN112799_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112799_c0_g1_i1	757	541.075
TRINITY_DN112809_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN112809_c1_g1_i1	2043	1826.83
TRINITY_DN112847_c0_g1_i1	dnali1	Chr02	58958061	58958061	TRINITY_DN112847_c0_g1_i1	1154	937.835
TRINITY_DN112859_c0_g2_i1	LOC100496156	Chr03	82151485	82151485	TRINITY_DN112859_c0_g2_i1	1850	1633.83
TRINITY_DN112874_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN112874_c0_g1_i3	777	561.039
TRINITY_DN112907_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112907_c0_g1_i1	502	287.803
TRINITY_DN112910_c0_g1_i2	kcng3-like.1	Chr05	13219503	13219503	TRINITY_DN112910_c0_g1_i2	2059	1842.83
TRINITY_DN112930_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN112930_c0_g1_i1	393	184.5
TRINITY_DN112947_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN112947_c0_g1_i2	980	763.886
TRINITY_DN112955_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN112955_c0_g1_i2	1606	1389.83
TRINITY_DN113029_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN113029_c0_g2_i2	348	144.525
TRINITY_DN113038_c0_g2_i1	nuak1	Chr03	42150649	42150649	TRINITY_DN113038_c0_g2_i1	3028	2811.83
TRINITY_DN113062_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN113062_c0_g1_i2	679	463.158
TRINITY_DN113064_c0_g1_i1	wfdc1-like	Chr04	64850846	64850846	TRINITY_DN113064_c0_g1_i1	2280	2063.83
TRINITY_DN113065_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113065_c0_g1_i1	737	521.093
TRINITY_DN113088_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN113088_c0_g1_i3	2334	2117.83
TRINITY_DN113089_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113089_c0_g1_i1	328	127.668
TRINITY_DN113131_c0_g1_i5	NA	NA	NA	NA	TRINITY_DN113131_c0_g1_i5	1245	1028.83
TRINITY_DN113145_c0_g1_i1	LOC101731986	scaffold_476	10883	10883	TRINITY_DN113145_c0_g1_i1	1521	1304.83
TRINITY_DN113153_c0_g1_i2	zfat	Chr06	126159347	126159347	TRINITY_DN113153_c0_g1_i2	3717	3500.83
TRINITY_DN113162_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN113162_c1_g1_i1	1022	805.835
TRINITY_DN113178_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN113178_c0_g1_i2	1452	1235.83
TRINITY_DN113182_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN113182_c0_g1_i2	721	505.093
TRINITY_DN113194_c0_g1_i2	g0s2	Chr02	46452006	46452006	TRINITY_DN113194_c0_g1_i2	730	514.093
TRINITY_DN113202_c0_g1_i1	lpl	Chr01	77718946	77718946	TRINITY_DN113202_c0_g1_i1	2334	2117.83
TRINITY_DN113222_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113222_c0_g1_i1	883	666.958
TRINITY_DN113262_c0_g5_i1	twist1	Chr06	43552014	43552014	TRINITY_DN113262_c0_g5_i1	1060	843.835
TRINITY_DN113292_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN113292_c0_g1_i3	1432	1215.83
TRINITY_DN113336_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113336_c0_g1_i1	620	404.357
TRINITY_DN113344_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113344_c0_g1_i1	1017	800.835
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN113348_c0_g3_i1	513	298.49
TRINITY_DN113355_c0_g1_i2	chodl	Chr02	16223230	16223230	TRINITY_DN113355_c0_g1_i2	1658	1441.83
TRINITY_DN113379_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113379_c0_g1_i1	943	726.911
TRINITY_DN113403_c0_g2_i2	c5orf48	Chr01	159749929	159749929	TRINITY_DN113403_c0_g2_i2	1000	783.835
TRINITY_DN113467_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN113467_c0_g1_i4	331	130.137
TRINITY_DN113472_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN113472_c0_g1_i2	942	725.911
TRINITY_DN113473_c0_g1_i2	znf366	Chr01	166911909	166911909	TRINITY_DN113473_c0_g1_i2	3171	2954.83
TRINITY_DN113475_c0_g1_i2	cyth3	Chr09	19532939	19532939	TRINITY_DN113475_c0_g1_i2	1401	1184.83
TRINITY_DN113504_c0_g5_i1	NA	NA	NA	NA	TRINITY_DN113504_c0_g5_i1	1471	1254.83
TRINITY_DN113511_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN113511_c0_g2_i1	492	277.954
TRINITY_DN113525_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113525_c0_g1_i1	839	622.958
TRINITY_DN113544_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN113544_c2_g2_i1	411	200.976
TRINITY_DN113610_c0_g1_i1	LOC100498205-like	Chr07	106520856	106520856	TRINITY_DN113610_c0_g1_i1	1566	1349.83
TRINITY_DN113630_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113630_c0_g1_i1	512	297.49
TRINITY_DN113644_c0_g1_i2	sdr16c5	Chr06	100960825	100960825	TRINITY_DN113644_c0_g1_i2	1342	1125.83
TRINITY_DN113662_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN113662_c0_g1_i2	485	271.221
TRINITY_DN113676_c0_g3_i1	cpne2-like	Chr04	53858129	53858129	TRINITY_DN113676_c0_g3_i1	2778	2561.83
TRINITY_DN113703_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113703_c0_g1_i1	1910	1693.83
TRINITY_DN113710_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN113710_c0_g1_i2	2630	2413.83
TRINITY_DN113711_c0_g1_i1	mia	Chr08	57349340	57349340	TRINITY_DN113711_c0_g1_i1	673	457.173
TRINITY_DN113772_c0_g1_i5	LOC100493061	Chr07	65145237	65145237	TRINITY_DN113772_c0_g1_i5	1157	940.835
TRINITY_DN113781_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN113781_c0_g2_i1	408	198.193
TRINITY_DN113791_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN113791_c0_g1_i2	622	406.357
TRINITY_DN113795_c0_g1_i4	grb2	Chr10	35870481	35870481	TRINITY_DN113795_c0_g1_i4	1386	1169.83
TRINITY_DN113796_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN113796_c0_g2_i1	483	269.329
TRINITY_DN113796_c0_g5_i1	NA	NA	NA	NA	TRINITY_DN113796_c0_g5_i1	580	364.564
TRINITY_DN113800_c1_g1_i4	NA	NA	NA	NA	TRINITY_DN113800_c1_g1_i4	844	627.958
TRINITY_DN113806_c0_g1_i5	igdcc3	Chr03	117606209	117606209	TRINITY_DN113806_c0_g1_i5	2269	2052.83
TRINITY_DN113836_c0_g1_i1	prkar1a	scaffold_653	34390	34390	TRINITY_DN113836_c0_g1_i1	1614	1397.83
TRINITY_DN113862_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN113862_c0_g1_i1	619	403.357
TRINITY_DN113864_c0_g1_i1	Xetrov90026189m	scaffold_132	211338	211338	TRINITY_DN113864_c0_g1_i1	4315	4098.83
TRINITY_DN113894_c0_g1_i1	LOC101734670	scaffold_747	11822	11822	TRINITY_DN113894_c0_g1_i1	907	690.958
TRINITY_DN114033_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN114033_c0_g1_i2	1192	975.835
TRINITY_DN114033_c0_g3_i2	tdrd15	Chr05	139909185	139909185	TRINITY_DN114033_c0_g3_i2	5028	4811.83
TRINITY_DN114035_c0_g2_i1	bcl7b	Chr02	31784058	31784058	TRINITY_DN114035_c0_g2_i1	1796	1579.83
TRINITY_DN114037_c0_g2_i2	traf7	Chr09	13330463	13330463	TRINITY_DN114037_c0_g2_i2	3194	2977.83
TRINITY_DN114055_c0_g1_i1	chrm5	Chr08	89733396	89733396	TRINITY_DN114055_c0_g1_i1	3139	2922.83
TRINITY_DN114065_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114065_c0_g1_i1	449	236.494
TRINITY_DN114069_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114069_c0_g1_i1	3110	2893.83
TRINITY_DN114086_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114086_c0_g1_i1	695	479.126
TRINITY_DN114090_c0_g1_i1	aqp9	Chr03	89621392	89621392	TRINITY_DN114090_c0_g1_i1	2227	2010.83
TRINITY_DN114109_c0_g1_i1	nacc1	Chr03	129466666	129466666	TRINITY_DN114109_c0_g1_i1	2371	2154.83
TRINITY_DN114114_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114114_c0_g1_i1	722	506.093
TRINITY_DN114117_c0_g1_i3	LOC100498310	Chr02	92517123	92517123	TRINITY_DN114117_c0_g1_i3	1724	1507.83
TRINITY_DN114125_c0_g1_i1	guk1	Chr06	2095487	2095487	TRINITY_DN114125_c0_g1_i1	816	599.999
TRINITY_DN114141_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN114141_c0_g2_i1	1017	800.835
TRINITY_DN114143_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN114143_c0_g1_i3	1410	1193.83
TRINITY_DN114164_c0_g1_i1	LOC100496641	Chr03	89919588	89919588	TRINITY_DN114164_c0_g1_i1	4560	4343.83
TRINITY_DN114220_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114220_c0_g1_i1	746	530.093
TRINITY_DN114222_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114222_c0_g1_i1	2854	2637.83
TRINITY_DN114223_c0_g2_i3	h2afv	Chr03	108757140	108757140	TRINITY_DN114223_c0_g2_i3	969	752.886
TRINITY_DN114231_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114231_c0_g1_i1	1139	922.835
TRINITY_DN114238_c0_g1_i2	nudt19	Chr04	21253811	21253811	TRINITY_DN114238_c0_g1_i2	1366	1149.83
TRINITY_DN114241_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114241_c0_g1_i1	1811	1594.83
TRINITY_DN114242_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN114242_c0_g1_i3	308	111.505
TRINITY_DN114258_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114258_c0_g1_i1	721	505.093
TRINITY_DN114267_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN114267_c0_g1_i2	980	763.886
TRINITY_DN114283_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN114283_c0_g2_i2	312	114.647
TRINITY_DN114311_c0_g4_i2	hoxb3	Chr10	5042800	5042800	TRINITY_DN114311_c0_g4_i2	2787	2570.83
TRINITY_DN114317_c0_g2_i1	dcc-like	Chr01	190629590	190629590	TRINITY_DN114317_c0_g2_i1	2271	2054.83
TRINITY_DN114327_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114327_c0_g1_i1	575	359.6
TRINITY_DN114355_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114355_c0_g1_i1	755	539.093
TRINITY_DN114357_c0_g1_i1	zfp36	Chr08	60362838	60362838	TRINITY_DN114357_c0_g1_i1	2672	2455.83
TRINITY_DN114373_c0_g1_i1	rora	Chr03	83926332	83926332	TRINITY_DN114373_c0_g1_i1	1941	1724.83
TRINITY_DN114379_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114379_c0_g1_i1	661	445.188
TRINITY_DN114379_c0_g2_i1	LOC100495360	Chr03	83005787	83005787	TRINITY_DN114379_c0_g2_i1	1816	1599.83
TRINITY_DN114391_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114391_c0_g1_i1	733	517.093
TRINITY_DN114398_c0_g1_i2	mospd1	Chr08	47493256	47493256	TRINITY_DN114398_c0_g1_i2	1601	1384.83
TRINITY_DN114413_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114413_c0_g1_i1	1002	785.835
TRINITY_DN114439_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN114439_c1_g1_i1	964	747.911
TRINITY_DN114440_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN114440_c1_g2_i1	308	111.505
TRINITY_DN114454_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN114454_c0_g1_i2	1574	1357.83
TRINITY_DN114454_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN114454_c0_g2_i1	604	388.462
TRINITY_DN114469_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN114469_c0_g1_i3	1117	900.835
TRINITY_DN114469_c0_g2_i1	tatdn2-like	Chr04	121385447	121385447	TRINITY_DN114469_c0_g2_i1	1726	1509.83
TRINITY_DN114496_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114496_c0_g1_i1	2396	2179.83
TRINITY_DN114532_c0_g1_i3	cep152-like	Chr03	94054208	94054208	TRINITY_DN114532_c0_g1_i3	5481	5264.83
TRINITY_DN114534_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN114534_c0_g1_i2	2792	2575.83
TRINITY_DN114548_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN114548_c0_g1_i2	1060	843.835
TRINITY_DN114549_c0_g1_i2	ubxn6	Chr01	74902024	74902024	TRINITY_DN114549_c0_g1_i2	2042	1825.83
TRINITY_DN114555_c0_g1_i1	gid8	scaffold_1656	751	751	TRINITY_DN114555_c0_g1_i1	1581	1364.83
TRINITY_DN114576_c0_g1_i1	manf	Chr04	116954704	116954704	TRINITY_DN114576_c0_g1_i1	1353	1136.83
TRINITY_DN114599_c0_g1_i2	LOC100486844	Chr01	88996962	88996962	TRINITY_DN114599_c0_g1_i2	1494	1277.83
TRINITY_DN114606_c0_g2_i1	tekt1	Chr02	37000751	37000751	TRINITY_DN114606_c0_g2_i1	1396	1179.83
TRINITY_DN114631_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114631_c0_g1_i1	501	286.803
TRINITY_DN114634_c0_g1_i1	zbtb2	Chr05	37740462	37740462	TRINITY_DN114634_c0_g1_i1	2172	1955.83
TRINITY_DN114637_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114637_c0_g1_i1	1426	1209.83
TRINITY_DN114644_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN114644_c0_g2_i1	2382	2165.83
TRINITY_DN114671_c0_g1_i1	cbln1	Chr04	47615245	47615245	TRINITY_DN114671_c0_g1_i1	2076	1859.83
TRINITY_DN114680_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114680_c0_g1_i1	825	608.999
TRINITY_DN114687_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN114687_c1_g1_i1	1116	899.835
TRINITY_DN114694_c0_g2_i3	thbs1	Chr08	98520838	98520838	TRINITY_DN114694_c0_g2_i3	5360	5143.83
TRINITY_DN114709_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114709_c0_g1_i1	931	714.911
TRINITY_DN114715_c1_g1_i2	LOC100158552	Chr03	109073349	109073349	TRINITY_DN114715_c1_g1_i2	4131	3914.83
TRINITY_DN114765_c0_g1_i1	cdkn2c	Chr04	85952705	85952705	TRINITY_DN114765_c0_g1_i1	778	562.039
TRINITY_DN114818_c0_g1_i1	LOC100485780	Chr07	8025303	8025303	TRINITY_DN114818_c0_g1_i1	2549	2332.83
TRINITY_DN114819_c0_g1_i3	cers4-like	Chr01	73803417	73803417	TRINITY_DN114819_c0_g1_i3	2296	2079.83
TRINITY_DN114821_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN114821_c0_g1_i1	1284	1067.83
TRINITY_DN114824_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN114824_c0_g1_i2	1132	915.835
TRINITY_DN114841_c0_g1_i1	bmp6	Chr06	83435542	83435542	TRINITY_DN114841_c0_g1_i1	2081	1864.83
TRINITY_DN114848_c0_g1_i2	ropn1l	Chr06	39011994	39011994	TRINITY_DN114848_c0_g1_i2	1392	1175.83
TRINITY_DN114862_c0_g1_i1	npr3-like	Chr01	187408914	187408914	TRINITY_DN114862_c0_g1_i1	1808	1591.83
