gid	gname	chr	chrall	start	end	target_id	length	eff_length	cutoff	bias	log2RPKM	sex
TRINITY_DN125473_c4_g2_i1	slc27a6	Chr01	Chr01	158933233	158933233	TRINITY_DN125473_c4_g2_i1	2946	2729.83	FC1	female	2.860471691	meanmale
TRINITY_DN125563_c5_g2_i1	LOC100145112	Chr01	Chr01	79084946	79084946	TRINITY_DN125563_c5_g2_i1	1114	897.835	FC1	female	2.495957024	meanmale
TRINITY_DN125629_c0_g2_i2	mmaa	Chr01	Chr01	49159254	49159254	TRINITY_DN125629_c0_g2_i2	2111	1894.83	FC1	female	1.71703285	meanmale
TRINITY_DN125667_c5_g2_i2	reep6	Chr01	Chr01	80453085	80453085	TRINITY_DN125667_c5_g2_i2	1310	1093.83	FC1	female	5.4073657	meanmale
TRINITY_DN125761_c2_g2_i1	gtf2h2	Chr01	Chr01	167346363	167346363	TRINITY_DN125761_c2_g2_i1	1870	1653.83	FC1	female	3.305824221	meanmale
TRINITY_DN125805_c0_g1_i2	gucd1	Chr01	Chr01	144088963	144088963	TRINITY_DN125805_c0_g1_i2	2171	1954.83	FC1	female	3.663023729	meanmale
TRINITY_DN125832_c3_g1_i1	mad2l1	Chr01	Chr01	61633139	61633139	TRINITY_DN125832_c3_g1_i1	1328	1111.83	FC1	female	6.230111753	meanmale
TRINITY_DN125836_c0_g1_i3	LOC100498452	Chr01	Chr01	54941710	54941710	TRINITY_DN125836_c0_g1_i3	1924	1707.83	FC1	female	-0.124006346	meanmale
TRINITY_DN125895_c0_g1_i2	cdkn2aip	Chr01	Chr01	35971555	35971555	TRINITY_DN125895_c0_g1_i2	1838	1621.83	FC1	female	4.37331214	meanmale
TRINITY_DN125916_c0_g2_i1	usp38	Chr01	Chr01	49976472	49976472	TRINITY_DN125916_c0_g2_i1	4381	4164.83	FC1	female	3.162909867	meanmale
TRINITY_DN125918_c1_g1_i4	Xetrov90000896m	Chr01	Chr01	46089611	46089611	TRINITY_DN125918_c1_g1_i4	2124	1907.83	FC1	female	3.774628365	meanmale
TRINITY_DN125960_c1_g1_i3	helq-like	Chr01	Chr01	91722512	91722512	TRINITY_DN125960_c1_g1_i3	3626	3409.83	FC1	female	2.384522993	meanmale
TRINITY_DN126038_c0_g1_i2	ccdc92	Chr01	Chr01	152187591	152187591	TRINITY_DN126038_c0_g1_i2	2113	1896.83	FC1	female	2.715901498	meanmale
TRINITY_DN126284_c5_g1_i3	srp72	Chr01	Chr01	100771709	100771709	TRINITY_DN126284_c5_g1_i3	3315	3098.83	FC1	female	4.55152621	meanmale
TRINITY_DN126301_c0_g1_i2	MGC76064	Chr01	Chr01	117118938	117118938	TRINITY_DN126301_c0_g1_i2	2462	2245.83	FC1	female	5.082067358	meanmale
TRINITY_DN126308_c0_g2_i9	acsl1	Chr01	Chr01	35491194	35491194	TRINITY_DN126308_c0_g2_i9	3958	3741.83	FC1	female	4.015366212	meanmale
TRINITY_DN126551_c0_g2_i5	Xetrov90002881m	Chr01	Chr01	143481864	143481864	TRINITY_DN126551_c0_g2_i5	1362	1145.83	FC1	female	5.287811259	meanmale
TRINITY_DN126616_c6_g6_i2	btbd2	Chr01	Chr01	83969265	83969265	TRINITY_DN126616_c6_g6_i2	3059	2842.83	FC1	female	4.145080478	meanmale
TRINITY_DN126629_c0_g1_i1	acsbg2	Chr01	Chr01	82950824	82950824	TRINITY_DN126629_c0_g1_i1	4022	3805.83	FC1	female	3.096179713	meanmale
TRINITY_DN126639_c0_g1_i1	fktn	Chr01	Chr01	108104004	108104004	TRINITY_DN126639_c0_g1_i1	2105	1888.83	FC1	female	4.11326083	meanmale
TRINITY_DN126701_c6_g2_i1	pptc7	Chr01	Chr01	154213561	154213561	TRINITY_DN126701_c6_g2_i1	4174	3957.83	FC1	female	2.897345782	meanmale
TRINITY_DN126721_c4_g1_i3	naa25	Chr01	Chr01	155058146	155058146	TRINITY_DN126721_c4_g1_i3	3292	3075.83	FC1	female	3.651883916	meanmale
TRINITY_DN126761_c0_g1_i1	mrpl54	Chr01	Chr01	74389900	74389900	TRINITY_DN126761_c0_g1_i1	724	508.093	FC1	female	5.584844654	meanmale
TRINITY_DN127025_c4_g1_i1	dapk3	Chr01	Chr01	74262644	74262644	TRINITY_DN127025_c4_g1_i1	2567	2350.83	FC1	female	4.03728539	meanmale
TRINITY_DN127173_c7_g1_i3	tmem259	Chr01	Chr01	81416115	81416115	TRINITY_DN127173_c7_g1_i3	5321	5104.83	FC1	female	3.021668491	meanmale
TRINITY_DN127174_c0_g1_i1	casp6	Chr01	Chr01	59235302	59235302	TRINITY_DN127174_c0_g1_i1	1537	1320.83	FC1	female	3.724267472	meanmale
TRINITY_DN127233_c1_g1_i5	paics.1	Chr01	Chr01	31652922	31652922	TRINITY_DN127233_c1_g1_i5	1650	1433.83	FC1	female	6.991993595	meanmale
TRINITY_DN127280_c7_g2_i1	LOC100498627	Chr01	Chr01	131257426	131257426	TRINITY_DN127280_c7_g2_i1	5508	5291.83	FC1	female	0.847250842	meanmale
TRINITY_DN127312_c0_g1_i1	snx25-like	Chr01	Chr01	35262666	35262666	TRINITY_DN127312_c0_g1_i1	3887	3670.83	FC1	female	2.745175251	meanmale
TRINITY_DN127341_c11_g1_i1	elac1	Chr01	Chr01	191702966	191702966	TRINITY_DN127341_c11_g1_i1	1362	1145.83	FC1	female	2.439678793	meanmale
TRINITY_DN127375_c0_g1_i1	nans	Chr01	Chr01	97809488	97809488	TRINITY_DN127375_c0_g1_i1	2463	2246.83	FC1	female	5.235785725	meanmale
TRINITY_DN127422_c1_g2_i2	shd-like	Chr01	Chr01	75110638	75110638	TRINITY_DN127422_c1_g2_i2	2363	2146.83	FC1	female	1.207845229	meanmale
TRINITY_DN127619_c2_g2_i2	Xetrov90000956m	Chr01	Chr01	49857945	49857945	TRINITY_DN127619_c2_g2_i2	4439	4222.83	FC1	female	0.674525093	meanmale
TRINITY_DN127630_c3_g2_i2	habp4	Chr01	Chr01	124042100	124042100	TRINITY_DN127630_c3_g2_i2	1880	1663.83	FC1	female	6.64014707	meanmale
TRINITY_DN127683_c0_g4_i1	polr2e	Chr01	Chr01	81249350	81249350	TRINITY_DN127683_c0_g4_i1	1191	974.835	FC1	female	6.476955636	meanmale
TRINITY_DN127876_c3_g2_i2	tmem161b-like	Chr01	Chr01	170004600	170004600	TRINITY_DN127876_c3_g2_i2	2172	1955.83	FC1	female	2.410422519	meanmale
TRINITY_DN128038_c3_g1_i6	Xetrov90002887m	Chr01	Chr01	143564540	143564540	TRINITY_DN128038_c3_g1_i6	3448	3231.83	FC1	female	5.539926047	meanmale
TRINITY_DN128067_c1_g4_i1	MGC107841	Chr01	Chr01	132118453	132118453	TRINITY_DN128067_c1_g4_i1	1294	1077.83	FC1	female	2.569421078	meanmale
TRINITY_DN128074_c1_g1_i2	tapt1	Chr01	Chr01	16782031	16782031	TRINITY_DN128074_c1_g1_i2	2985	2768.83	FC1	female	2.466520584	meanmale
TRINITY_DN128115_c1_g1_i1	tmem2	Chr01	Chr01	118055189	118055189	TRINITY_DN128115_c1_g1_i1	4908	4691.83	FC1	female	2.642859578	meanmale
TRINITY_DN128179_c6_g4_i1	ppap2c	Chr01	Chr01	102306498	102306498	TRINITY_DN128179_c6_g4_i1	1962	1745.83	FC1	female	4.52872162	meanmale
TRINITY_DN128247_c5_g9_i3	haus6	Chr01	Chr01	106733881	106733881	TRINITY_DN128247_c5_g9_i3	3820	3603.83	FC1	female	4.228957825	meanmale
TRINITY_DN128268_c2_g2_i1	nr2f6	Chr01	Chr01	99514503	99514503	TRINITY_DN128268_c2_g2_i1	3186	2969.83	FC1	female	2.061667099	meanmale
TRINITY_DN128282_c6_g2_i1	rnf170	Chr01	Chr01	100877602	100877602	TRINITY_DN128282_c6_g2_i1	1482	1265.83	FC1	female	2.352498368	meanmale
TRINITY_DN128365_c2_g2_i1	abhd4	Chr01	Chr01	128927750	128927750	TRINITY_DN128365_c2_g2_i1	2636	2419.83	FC1	female	2.093500459	meanmale
TRINITY_DN128429_c0_g1_i1	snx18	Chr01	Chr01	179119289	179119289	TRINITY_DN128429_c0_g1_i1	2368	2151.83	FC1	female	3.237433771	meanmale
TRINITY_DN128450_c0_g1_i7	ano8-like	Chr01	Chr01	101240545	101240545	TRINITY_DN128450_c0_g1_i7	4627	4410.83	FC1	female	0.744362552	meanmale
TRINITY_DN128547_c8_g3_i2	LOC101733096	Chr01	Chr01	100569310	100569310	TRINITY_DN128547_c8_g3_i2	2777	2560.83	FC1	female	-0.523618611	meanmale
TRINITY_DN128556_c1_g1_i2	me2	Chr01	Chr01	191673355	191673355	TRINITY_DN128556_c1_g1_i2	2137	1920.83	FC1	female	3.005543973	meanmale
TRINITY_DN128628_c0_g1_i4	fut11	Chr01	Chr01	187755585	187755585	TRINITY_DN128628_c0_g1_i4	2628	2411.83	FC1	female	1.476956053	meanmale
TRINITY_DN128634_c0_g1_i1	nipsnap1	Chr01	Chr01	132381492	132381492	TRINITY_DN128634_c0_g1_i1	1364	1147.83	FC1	female	4.985169727	meanmale
TRINITY_DN128754_c2_g1_i1	grin3a-like	Chr01	Chr01	104613364	104613364	TRINITY_DN128754_c2_g1_i1	4390	4173.83	FC1	female	-3.157555995	meanmale
TRINITY_DN128978_c0_g1_i1	LOC100489358	Chr01	Chr01	9910989	9910989	TRINITY_DN128978_c0_g1_i1	1045	828.835	FC1	female	3.01952933	meanmale
TRINITY_DN129058_c1_g1_i1	riok2	Chr01	Chr01	173291748	173291748	TRINITY_DN129058_c1_g1_i1	2607	2390.83	FC1	female	5.152643896	meanmale
TRINITY_DN129091_c2_g1_i4	limk2	Chr01	Chr01	143496064	143496064	TRINITY_DN129091_c2_g1_i4	2387	2170.83	FC1	female	3.789187011	meanmale
TRINITY_DN129262_c1_g2_i2	usp30	Chr01	Chr01	138116597	138116597	TRINITY_DN129262_c1_g2_i2	2649	2432.83	FC1	female	2.035464909	meanmale
TRINITY_DN129293_c1_g2_i1	LOC100488610	Chr01	Chr01	41360546	41360546	TRINITY_DN129293_c1_g2_i1	2178	1961.83	FC1	female	4.905724668	meanmale
TRINITY_DN129315_c0_g2_i1	sema4d	Chr01	Chr01	125685068	125685068	TRINITY_DN129315_c0_g2_i1	3250	3033.83	FC1	female	3.286179035	meanmale
TRINITY_DN129407_c2_g1_i1	ficd	Chr01	Chr01	133833076	133833076	TRINITY_DN129407_c2_g1_i1	1988	1771.83	FC1	female	1.794498922	meanmale
TRINITY_DN129469_c0_g2_i4	mvk	Chr01	Chr01	138381320	138381320	TRINITY_DN129469_c0_g2_i4	2065	1848.83	FC1	female	3.359040998	meanmale
TRINITY_DN129505_c0_g2_i3	nedd4l	Chr01	Chr01	188490844	188490844	TRINITY_DN129505_c0_g2_i3	4144	3927.83	FC1	female	2.567444967	meanmale
TRINITY_DN129524_c0_g1_i5	cfap97	Chr01	Chr01	35359086	35359086	TRINITY_DN129524_c0_g1_i5	1968	1751.83	FC1	female	3.277847831	meanmale
TRINITY_DN129581_c0_g1_i5	eif2b1	Chr01	Chr01	152378996	152378996	TRINITY_DN129581_c0_g1_i5	1880	1663.83	FC1	female	4.210432526	meanmale
TRINITY_DN129588_c0_g1_i1	slc1a1	Chr01	Chr01	115136476	115136476	TRINITY_DN129588_c0_g1_i1	3732	3515.83	FC1	female	1.212374344	meanmale
TRINITY_DN129699_c2_g5_i1	ppp1cc	Chr01	Chr01	154318388	154318388	TRINITY_DN129699_c2_g5_i1	2155	1938.83	FC1	female	6.99343322	meanmale
TRINITY_DN129765_c1_g6_i4	LOC100487567-like	Chr01	Chr01	69722063	69722063	TRINITY_DN129765_c1_g6_i4	3924	3707.83	FC1	female	4.309470379	meanmale
TRINITY_DN129849_c0_g1_i3	mfsd8	Chr01	Chr01	54814496	54814496	TRINITY_DN129849_c0_g1_i3	2545	2328.83	FC1	female	2.664593733	meanmale
TRINITY_DN129884_c4_g1_i1	hcn2	Chr01	Chr01	86622350	86622350	TRINITY_DN129884_c4_g1_i1	5011	4794.83	FC1	female	2.292795012	meanmale
TRINITY_DN129929_c2_g2_i1	mfap3l-like	Chr01	Chr01	40665017	40665017	TRINITY_DN129929_c2_g2_i1	1896	1679.83	FC1	female	1.966295036	meanmale
TRINITY_DN129942_c2_g2_i2	fdx1l	Chr01	Chr01	193312315	193312315	TRINITY_DN129942_c2_g2_i2	992	775.86	FC1	female	2.397749086	meanmale
TRINITY_DN130083_c2_g6_i1	phax	Chr01	Chr01	159776577	159776577	TRINITY_DN130083_c2_g6_i1	2807	2590.83	FC1	female	5.008823358	meanmale
TRINITY_DN130143_c0_g1_i2	guf1-like	Chr01	Chr01	28561872	28561872	TRINITY_DN130143_c0_g1_i2	2545	2328.83	FC1	female	4.800720502	meanmale
TRINITY_DN130185_c1_g1_i1	casp3	Chr01	Chr01	35599082	35599082	TRINITY_DN130185_c1_g1_i1	1900	1683.83	FC1	female	3.247220214	meanmale
TRINITY_DN130185_c2_g4_i3	pisd-like.1	Chr01	Chr01	143615120	143615120	TRINITY_DN130185_c2_g4_i3	2063	1846.83	FC1	female	4.050961997	meanmale
TRINITY_DN130195_c2_g1_i1	acer2	Chr01	Chr01	106914652	106914652	TRINITY_DN130195_c2_g1_i1	2127	1910.83	FC1	female	2.817431445	meanmale
TRINITY_DN130357_c0_g2_i1	bbs7	Chr01	Chr01	57409675	57409675	TRINITY_DN130357_c0_g2_i1	2777	2560.83	FC1	female	1.602864257	meanmale
TRINITY_DN130392_c1_g5_i1	sptlc1	Chr01	Chr01	126819515	126819515	TRINITY_DN130392_c1_g5_i1	2792	2575.83	FC1	female	3.015781888	meanmale
TRINITY_DN130451_c1_g10_i4	cdk2ap1	Chr01	Chr01	152543124	152543124	TRINITY_DN130451_c1_g10_i4	2109	1892.83	FC1	female	4.348981572	meanmale
TRINITY_DN130585_c2_g3_i6	c9	Chr01	Chr01	183650566	183650566	TRINITY_DN130585_c2_g3_i6	2103	1886.83	FC1	female	-0.704549532	meanmale
TRINITY_DN130667_c0_g1_i5	klhl5-like	Chr01	Chr01	26330435	26330435	TRINITY_DN130667_c0_g1_i5	3056	2839.83	FC1	female	2.001751564	meanmale
TRINITY_DN130680_c2_g1_i1	musk	Chr01	Chr01	103510401	103510401	TRINITY_DN130680_c2_g1_i1	4427	4210.83	FC1	female	-1.661741155	meanmale
TRINITY_DN130699_c6_g2_i2	LOC100487674-like	Chr01	Chr01	96530150	96530150	TRINITY_DN130699_c6_g2_i2	1714	1497.83	FC1	female	4.923001801	meanmale
TRINITY_DN130820_c5_g1_i8	rasal1	Chr01	Chr01	132644324	132644324	TRINITY_DN130820_c5_g1_i8	2058	1841.83	FC1	female	0.973836986	meanmale
TRINITY_DN130833_c0_g1_i2	fgfr3	Chr01	Chr01	12768111	12768111	TRINITY_DN130833_c0_g1_i2	2867	2650.83	FC1	female	1.399288649	meanmale
TRINITY_DN130859_c0_g2_i1	rilpl2	Chr01	Chr01	152450969	152450969	TRINITY_DN130859_c0_g2_i1	1441	1224.83	FC1	female	1.300618234	meanmale
TRINITY_DN130861_c0_g1_i1	zfyve28-like.1	Chr01	Chr01	12117808	12117808	TRINITY_DN130861_c0_g1_i1	5764	5547.83	FC1	female	0.683405677	meanmale
TRINITY_DN130867_c0_g1_i2	LOC100491488-like	Chr01	Chr01	29715824	29715824	TRINITY_DN130867_c0_g1_i2	3413	3196.83	FC1	female	1.111900468	meanmale
TRINITY_DN130930_c1_g1_i1	ttc39b	Chr01	Chr01	111805496	111805496	TRINITY_DN130930_c1_g1_i1	2876	2659.83	FC1	female	3.626440888	meanmale
TRINITY_DN130997_c0_g1_i1	tmod1-like	Chr01	Chr01	95145290	95145290	TRINITY_DN130997_c0_g1_i1	3397	3180.83	FC1	female	1.352627545	meanmale
TRINITY_DN131034_c5_g2_i1	rab3a	Chr01	Chr01	84848892	84848892	TRINITY_DN131034_c5_g2_i1	3120	2903.83	FC1	female	2.65220336	meanmale
TRINITY_DN131052_c1_g4_i2	LOC733459	Chr01	Chr01	191362246	191362246	TRINITY_DN131052_c1_g4_i2	1601	1384.83	FC1	female	7.322848085	meanmale
TRINITY_DN131085_c8_g2_i1	elmod2	Chr01	Chr01	51080887	51080887	TRINITY_DN131085_c8_g2_i1	2505	2288.83	FC1	female	1.576275912	meanmale
TRINITY_DN131177_c4_g2_i3	rmnd5a	Chr01	Chr01	11449164	11449164	TRINITY_DN131177_c4_g2_i3	3792	3575.83	FC1	female	3.722660553	meanmale
TRINITY_DN131201_c5_g3_i7	fsd1l-like	Chr01	Chr01	108048773	108048773	TRINITY_DN131201_c5_g3_i7	3228	3011.83	FC1	female	1.89121465	meanmale
TRINITY_DN131244_c1_g1_i2	ssh1-like	Chr01	Chr01	138007941	138007941	TRINITY_DN131244_c1_g1_i2	3365	3148.83	FC1	female	2.14042075	meanmale
TRINITY_DN131263_c0_g2_i5	prmt9	Chr01	Chr01	48135580	48135580	TRINITY_DN131263_c0_g2_i5	2834	2617.83	FC1	female	3.001000337	meanmale
TRINITY_DN131276_c1_g3_i1	c19orf24	Chr01	Chr01	80980659	80980659	TRINITY_DN131276_c1_g3_i1	983	766.886	FC1	female	5.195934246	meanmale
TRINITY_DN131362_c1_g1_i3	mettl3	Chr01	Chr01	129543285	129543285	TRINITY_DN131362_c1_g1_i3	3406	3189.83	FC1	female	4.742180654	meanmale
TRINITY_DN131364_c4_g5_i3	LOC100216076	Chr01	Chr01	125274335	125274335	TRINITY_DN131364_c4_g5_i3	5295	5078.83	FC1	female	1.690455392	meanmale
TRINITY_DN131502_c3_g1_i1	mtmr12	Chr01	Chr01	187505024	187505024	TRINITY_DN131502_c3_g1_i1	2760	2543.83	FC1	female	1.928620068	meanmale
TRINITY_DN131503_c0_g1_i4	eri1	Chr01	Chr01	79076927	79076927	TRINITY_DN131503_c0_g1_i4	1819	1602.83	FC1	female	4.480284798	meanmale
TRINITY_DN131605_c2_g1_i2	hmgcs1	Chr01	Chr01	182046716	182046716	TRINITY_DN131605_c2_g1_i2	3503	3286.83	FC1	female	3.690357657	meanmale
TRINITY_DN131657_c0_g1_i4	akap2	Chr01	Chr01	96306508	96306508	TRINITY_DN131657_c0_g1_i4	3324	3107.83	FC1	female	0.66466171	meanmale
TRINITY_DN131801_c4_g3_i2	ap3s1	Chr01	Chr01	163300087	163300087	TRINITY_DN131801_c4_g3_i2	1964	1747.83	FC1	female	4.471136112	meanmale
TRINITY_DN131885_c2_g5_i1	dcaf10	Chr01	Chr01	96541650	96541650	TRINITY_DN131885_c2_g5_i1	2159	1942.83	FC1	female	4.010229489	meanmale
TRINITY_DN131887_c3_g2_i2	trappc13-like	Chr01	Chr01	174999854	174999854	TRINITY_DN131887_c3_g2_i2	2658	2441.83	FC1	female	4.227476081	meanmale
TRINITY_DN131939_c1_g2_i3	tifa	Chr01	Chr01	59288654	59288654	TRINITY_DN131939_c1_g2_i3	1505	1288.83	FC1	female	1.979979683	meanmale
TRINITY_DN131943_c0_g1_i2	fech	Chr01	Chr01	188829539	188829539	TRINITY_DN131943_c0_g1_i2	1926	1709.83	FC1	female	2.662969723	meanmale
TRINITY_DN132063_c0_g2_i2	mapk4	Chr01	Chr01	191581801	191581801	TRINITY_DN132063_c0_g2_i2	2025	1808.83	FC1	female	0.42431211	meanmale
TRINITY_DN132089_c3_g1_i1	ankrd13a	Chr01	Chr01	138942447	138942447	TRINITY_DN132089_c3_g1_i1	3089	2872.83	FC1	female	2.792608631	meanmale
TRINITY_DN132176_c6_g2_i1	tle4	Chr01	Chr01	120781693	120781693	TRINITY_DN132176_c6_g2_i1	4695	4478.83	FC1	female	3.071132074	meanmale
TRINITY_DN132190_c0_g2_i2	armc6	Chr01	Chr01	102124597	102124597	TRINITY_DN132190_c0_g2_i2	1968	1751.83	FC1	female	3.834990735	meanmale
TRINITY_DN132197_c3_g1_i1	metap1	Chr01	Chr01	65478331	65478331	TRINITY_DN132197_c3_g1_i1	2768	2551.83	FC1	female	5.416264364	meanmale
TRINITY_DN132235_c2_g1_i3	ufsp2	Chr01	Chr01	35235940	35235940	TRINITY_DN132235_c2_g1_i3	2056	1839.83	FC1	female	4.714259126	meanmale
TRINITY_DN132244_c1_g1_i5	prkab1-like	Chr01	Chr01	142819530	142819530	TRINITY_DN132244_c1_g1_i5	2610	2393.83	FC1	female	5.107517976	meanmale
TRINITY_DN132344_c0_g1_i2	tbc1d9	Chr01	Chr01	51015976	51015976	TRINITY_DN132344_c0_g1_i2	5286	5069.83	FC1	female	-1.446105103	meanmale
TRINITY_DN132371_c3_g3_i1	ubxn8-like	Chr01	Chr01	78494518	78494518	TRINITY_DN132371_c3_g3_i1	1249	1032.83	FC1	female	3.614132418	meanmale
TRINITY_DN132392_c0_g1_i1	setd8	Chr01	Chr01	152467698	152467698	TRINITY_DN132392_c0_g1_i1	1846	1629.83	FC1	female	2.467833453	meanmale
TRINITY_DN132392_c3_g2_i2	anxa1-like.1	Chr01	Chr01	118531296	118531296	TRINITY_DN132392_c3_g2_i2	1091	874.835	FC1	female	7.748739096	meanmale
TRINITY_DN132416_c2_g1_i5	c4orf29	Chr01	Chr01	54793723	54793723	TRINITY_DN132416_c2_g1_i5	2082	1865.83	FC1	female	3.362521187	meanmale
TRINITY_DN132431_c5_g1_i1	LOC100489122	Chr01	Chr01	69273876	69273876	TRINITY_DN132431_c5_g1_i1	4861	4644.83	FC1	female	-2.041649992	meanmale
TRINITY_DN132489_c2_g2_i5	plin2	Chr01	Chr01	106859421	106859421	TRINITY_DN132489_c2_g2_i5	1803	1586.83	FC1	female	6.697193434	meanmale
TRINITY_DN132634_c4_g1_i1	gtpbp3-like	Chr01	Chr01	101308420	101308420	TRINITY_DN132634_c4_g1_i1	2240	2023.83	FC1	female	1.908362664	meanmale
TRINITY_DN132703_c8_g1_i1	serinc5	Chr01	Chr01	163662902	163662902	TRINITY_DN132703_c8_g1_i1	3856	3639.83	FC1	female	1.968357587	meanmale
TRINITY_DN132717_c3_g1_i4	fam172a	Chr01	Chr01	171646628	171646628	TRINITY_DN132717_c3_g1_i4	2638	2421.83	FC1	female	1.688548072	meanmale
TRINITY_DN132727_c1_g2_i3	Xetrov90002192m	Chr01	Chr01	114381330	114381330	TRINITY_DN132727_c1_g2_i3	5609	5392.83	FC1	female	0.963429684	meanmale
TRINITY_DN132830_c9_g3_i5	jade1	Chr01	Chr01	54589520	54589520	TRINITY_DN132830_c9_g3_i5	3510	3293.83	FC1	female	3.670824091	meanmale
TRINITY_DN132851_c3_g3_i1	rnf4	Chr01	Chr01	11979280	11979280	TRINITY_DN132851_c3_g3_i1	1545	1328.83	FC1	female	4.385713632	meanmale
TRINITY_DN132871_c2_g2_i2	wdr41	Chr01	Chr01	164687306	164687306	TRINITY_DN132871_c2_g2_i2	2460	2243.83	FC1	female	3.376178467	meanmale
TRINITY_DN132887_c1_g1_i2	suds3	Chr01	Chr01	156928872	156928872	TRINITY_DN132887_c1_g1_i2	1669	1452.83	FC1	female	3.977783361	meanmale
TRINITY_DN133002_c6_g5_i3	tbc1d14-like	Chr01	Chr01	20379605	20379605	TRINITY_DN133002_c6_g5_i3	3306	3089.83	FC1	female	2.615465865	meanmale
TRINITY_DN133037_c0_g1_i2	naf1	Chr01	Chr01	42692844	42692844	TRINITY_DN133037_c0_g1_i2	2500	2283.83	FC1	female	3.816841772	meanmale
TRINITY_DN133048_c2_g2_i1	ankrd37	Chr01	Chr01	35248675	35248675	TRINITY_DN133048_c2_g2_i1	1051	834.835	FC1	female	3.128461275	meanmale
TRINITY_DN133052_c1_g1_i6	LOC100487964	Chr01	Chr01	80157397	80157397	TRINITY_DN133052_c1_g1_i6	2387	2170.83	FC1	female	4.151188794	meanmale
TRINITY_DN133053_c7_g1_i2	ncapg	Chr01	Chr01	23327161	23327161	TRINITY_DN133053_c7_g1_i2	3624	3407.83	FC1	female	4.509238704	meanmale
TRINITY_DN133091_c3_g1_i2	ermp1	Chr01	Chr01	114677820	114677820	TRINITY_DN133091_c3_g1_i2	3587	3370.83	FC1	female	0.61202076	meanmale
TRINITY_DN133256_c3_g3_i1	ugcg	Chr01	Chr01	95778004	95778004	TRINITY_DN133256_c3_g3_i1	2671	2454.83	FC1	female	2.837802359	meanmale
TRINITY_DN133282_c1_g1_i2	nelfa	Chr01	Chr01	12542971	12542971	TRINITY_DN133282_c1_g1_i2	2497	2280.83	FC1	female	3.625408218	meanmale
TRINITY_DN133420_c3_g1_i1	hgsnat	Chr01	Chr01	77083186	77083186	TRINITY_DN133420_c3_g1_i1	2905	2688.83	FC1	female	2.627060355	meanmale
TRINITY_DN133456_c1_g2_i2	lysmd3	Chr01	Chr01	170846159	170846159	TRINITY_DN133456_c1_g2_i2	1365	1148.83	FC1	female	3.139852527	meanmale
TRINITY_DN133473_c0_g7_i11	c9orf156	Chr01	Chr01	95342010	95342010	TRINITY_DN133473_c0_g7_i11	2394	2177.83	FC1	female	1.415030964	meanmale
TRINITY_DN133490_c0_g3_i3	mast3-like	Chr01	Chr01	85017763	85017763	TRINITY_DN133490_c0_g3_i3	5814	5597.83	FC1	female	0.863274323	meanmale
TRINITY_DN133494_c5_g6_i3	sgta	Chr01	Chr01	80308197	80308197	TRINITY_DN133494_c5_g6_i3	2348	2131.83	FC1	female	4.915479321	meanmale
TRINITY_DN133539_c0_g1_i1	ppat	Chr01	Chr01	31660752	31660752	TRINITY_DN133539_c0_g1_i1	2894	2677.83	FC1	female	4.632742671	meanmale
TRINITY_DN133549_c7_g2_i2	ift81	Chr01	Chr01	153958425	153958425	TRINITY_DN133549_c7_g2_i2	2560	2343.83	FC1	female	3.578718167	meanmale
TRINITY_DN133567_c0_g4_i2	LOC100486206-like	Chr01	Chr01	167665994	167665994	TRINITY_DN133567_c0_g4_i2	785	569.039	FC1	female	6.207652627	meanmale
TRINITY_DN133572_c0_g1_i1	Xetrov90000522m	Chr01	Chr01	20771304	20771304	TRINITY_DN133572_c0_g1_i1	2722	2505.83	FC1	female	2.632209211	meanmale
TRINITY_DN133657_c2_g1_i6	nsg1	Chr01	Chr01	18625008	18625008	TRINITY_DN133657_c2_g1_i6	2413	2196.83	FC1	female	-0.549068769	meanmale
TRINITY_DN133718_c3_g2_i1	ddt	Chr01	Chr01	144502925	144502925	TRINITY_DN133718_c3_g2_i1	684	468.158	FC1	female	5.90806039	meanmale
TRINITY_DN133919_c5_g3_i1	gpn3	Chr01	Chr01	154172513	154172513	TRINITY_DN133919_c5_g3_i1	2133	1916.83	FC1	female	4.007667235	meanmale
TRINITY_DN134165_c3_g2_i1	plbd2	Chr01	Chr01	133777750	133777750	TRINITY_DN134165_c3_g2_i1	2503	2286.83	FC1	female	4.252347596	meanmale
TRINITY_DN134374_c0_g2_i5	slc30a9	Chr01	Chr01	27983571	27983571	TRINITY_DN134374_c0_g2_i5	3438	3221.83	FC1	female	3.508863883	meanmale
TRINITY_DN134419_c0_g3_i4	irf2	Chr01	Chr01	35632416	35632416	TRINITY_DN134419_c0_g3_i4	3730	3513.83	FC1	female	2.356569602	meanmale
TRINITY_DN134442_c2_g3_i3	Mar-03	Chr01	Chr01	159613457	159613457	TRINITY_DN134442_c2_g3_i3	2207	1990.83	FC1	female	1.208711432	meanmale
TRINITY_DN134492_c1_g7_i3	klb	Chr01	Chr01	26974623	26974623	TRINITY_DN134492_c1_g7_i3	4663	4446.83	FC1	female	-2.247337652	meanmale
TRINITY_DN134524_c2_g2_i1	qdpr	Chr01	Chr01	16477747	16477747	TRINITY_DN134524_c2_g2_i1	1192	975.835	FC1	female	5.780698831	meanmale
TRINITY_DN134546_c3_g7_i2	pja2-like	Chr01	Chr01	135727530	135727530	TRINITY_DN134546_c3_g7_i2	2969	2752.83	FC1	female	4.538579328	meanmale
