gid	gname	chr	logCPM	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN114622_c0_g1_i3	NA	NA	0.352142807	-2.170822936	2.170822936	0.000642477	0.001752845	0.352709468	G23_mean	female	0.0309	0.0607	1.9637	gonad
TRINITY_DN114651_c0_g1_i3	NA	NA	5.328326637	-2.282911592	2.282911592	6.52E-16	1.06E-14	0.422673948	Ovary_mean	female	0.0352	0.0533	1.516	gonad
TRINITY_DN114661_c0_g1_i2	NA	NA	5.06202814	-1.670039683	1.670039683	0.000000285	0.00000145	0.446769812	Ovary_mean	female	0.1904	0.2674	1.4042	gonad
TRINITY_DN114684_c0_g1_i1	NA	NA	6.449648479	-7.814575833	7.814575833	5.68E-47	6.03E-45	0.352262727	Ovary_mean	female	0.1888	0.3381	1.7905	gonad
TRINITY_DN114720_c2_g1_i2	LOC100490653	Chr07	2.281144974	-2.983488398	2.983488398	0.00000127	0.00000583	0.659964532	Ovary_mean	female	0.0752	0.1346	1.7892	gonad
TRINITY_DN114731_c0_g1_i2	NA	NA	0.849437173	-1.998155913	1.998155913	0.002492368	0.00596835	0.656190797	G46_M_mean	female	0.1921	0.3075	1.6008	gonad
TRINITY_DN114751_c0_g1_i2	myf5	Chr03	3.897557259	-1.533394573	1.533394573	0.000134949	0.000424608	0.307113464	Brain_mean	female	0.0664	0.0422	0.6358	gonad
TRINITY_DN114768_c0_g1_i1	panx1	Chr02	5.304144361	-4.524181651	4.524181651	1.27E-38	9.42E-37	0.638128497	Brain_mean	female	0.0428	0.0579	1.3543	gonad
TRINITY_DN114776_c0_g1_i3	NA	NA	6.975198119	-1.239282029	1.239282029	0.000000372	0.00000185	0.500147724	Ovary_mean	female	0.1473	0.2605	1.7677	gonad
TRINITY_DN114784_c0_g1_i2	pak7	Chr05	6.872498746	-2.113321263	2.113321263	2.40E-19	5.35E-18	0.668213307	Ovary_mean	female	0.1263	0.1886	1.493	gonad
TRINITY_DN114798_c0_g1_i1	NA	NA	4.711652714	-1.663153744	1.663153744	8.94E-08	0.000000492	0.620057828	Ovary_mean	female	0.1779	0.2087	1.1728	gonad
TRINITY_DN114799_c0_g1_i1	NA	NA	7.110432185	-1.354134585	1.354134585	0.0000187	0.0000694	0.471985953	Ovary_mean	female	0.1019	0.155	1.5219	gonad
TRINITY_DN114817_c0_g1_i3	NA	NA	5.298182205	-4.534760338	4.534760338	8.02E-27	3.32E-25	0.832099963	Ovary_mean	female	0.2445	0.3003	1.2284	gonad
TRINITY_DN114829_c0_g1_i1	NA	NA	1.561974614	-1.929208905	1.929208905	0.000118259	0.00037725	0.600977705	Ovary_mean	female	0.1241	0.1866	1.5033	gonad
TRINITY_DN114836_c0_g1_i1	NA	NA	6.708759034	-2.407852015	2.407852015	7.05E-16	1.14E-14	0.509801808	Ovary_mean	female	0.0254	0.0329	1.2929	gonad
TRINITY_DN114850_c0_g1_i1	NA	NA	6.802427614	-1.472334314	1.472334314	6.62E-09	4.32E-08	0.313333278	Ovary_mean	female	0.1928	0.2321	1.2039	gonad
TRINITY_DN114886_c0_g1_i1	NA	NA	6.796636012	-1.240371595	1.240371595	0.000000214	0.00000111	0.2482812	Ovary_mean	female	0.1005	0.194	1.9307	gonad
TRINITY_DN114904_c0_g1_i7	NA	NA	4.807559745	-2.135573819	2.135573819	1.60E-11	1.54E-10	0.535584248	Ovary_mean	female	0.1286	0.1809	1.4068	gonad
TRINITY_DN114928_c0_g1_i1	il1rap	Chr05	6.21863362	-1.574921714	1.574921714	8.02E-11	6.98E-10	0.491194418	Ovary_mean	female	0.029	0.0374	1.2913	gonad
TRINITY_DN114945_c0_g2_i1	NA	NA	4.135661669	-1.49497117	1.49497117	0.0000361	0.000126777	0.703619423	Ovary_mean	female	0.0461	0.0759	1.6471	gonad
TRINITY_DN114976_c0_g1_i1	NA	NA	3.79164705	-1.132923041	1.132923041	0.001842936	0.004547871	0.432127009	Ovary_mean	female	0.1002	0.1556	1.5528	gonad
TRINITY_DN115010_c0_g4_i2	NA	NA	5.958360459	-2.827659052	2.827659052	1.06E-23	3.48E-22	0.384305654	Ovary_mean	female	0.1038	0.2032	1.9588	gonad
TRINITY_DN115043_c0_g1_i2	NA	NA	5.590348365	-1.50814889	1.50814889	5.33E-09	3.53E-08	0.429539674	Ovary_mean	female	0.0444	0.0591	1.3322	gonad
TRINITY_DN115060_c1_g2_i3	NA	NA	2.00739492	-1.710742189	1.710742189	0.00110451	0.002865756	0.889197089	Brain_mean	female	0.0617	0.0476	0.7716	gonad
TRINITY_DN115075_c0_g1_i1	dpy19l3	Chr04	6.611877504	-3.118816988	3.118816988	2.37E-36	1.56E-34	0.460174862	Ovary_mean	female	0.0498	0.0577	1.1583	gonad
TRINITY_DN115095_c0_g1_i1	NA	NA	6.675932141	-2.51761368	2.51761368	1.37E-11	1.33E-10	0.65900031	Ovary_mean	female	0.025	0.0327	1.3058	gonad
TRINITY_DN115131_c0_g3_i1	NA	NA	6.170204589	-1.593390469	1.593390469	0.000000385	0.00000191	0.470881265	Ovary_mean	female	0.0856	0.1332	1.5563	gonad
TRINITY_DN115189_c0_g1_i2	NA	NA	5.130504702	-3.1168294	3.1168294	2.60E-15	3.93E-14	0.622086438	Ovary_mean	female	0.0431	0.0617	1.4317	gonad
TRINITY_DN115194_c0_g1_i1	NA	NA	6.471577237	-1.304116988	1.304116988	0.0000002	0.00000104	0.27787308	Ovary_mean	female	0.1165	0.1502	1.2891	gonad
TRINITY_DN115242_c0_g1_i2	zranb1	Chr07	5.83201453	-1.402231738	1.402231738	0.000000283	0.00000144	0.515797716	Ovary_mean	female	0.1672	0.2501	1.496	gonad
TRINITY_DN115244_c0_g1_i1	NA	NA	5.948740415	-1.710017562	1.710017562	1.73E-12	1.89E-11	0.37472166	Ovary_mean	female	0.1126	0.2229	1.9788	gonad
TRINITY_DN115291_c0_g1_i1	NA	NA	6.064283101	-2.068349215	2.068349215	1.16E-15	1.81E-14	0.423902936	Ovary_mean	female	0.0908	0.076	0.837	gonad
TRINITY_DN115311_c0_g1_i1	NA	NA	6.893092421	-1.717989398	1.717989398	1.27E-08	7.99E-08	0.438992124	Ovary_mean	female	0.068	0.1088	1.5996	gonad
TRINITY_DN115333_c0_g1_i1	NA	NA	5.460921259	-1.029279237	1.029279237	0.000828125	0.002205206	0.351934263	Ovary_mean	female	0.1218	0.182	1.4948	gonad
TRINITY_DN115343_c0_g1_i1	NA	NA	7.739464289	-1.018949545	1.018949545	0.000188909	0.000578009	0.386176553	Ovary_mean	female	0.0202	0.0236	1.1688	gonad
TRINITY_DN115385_c0_g1_i1	NA	NA	2.0331423	-2.043369028	2.043369028	0.00000476	0.0000195	0.834714446	Ovary_mean	female	0.076	0.1125	1.4804	gonad
TRINITY_DN115407_c0_g1_i1	NA	NA	2.520143114	-2.305892623	2.305892623	0.013373868	0.026690946	0.886968977	Ovary_mean	female	0.0192	0.0265	1.382	gonad
TRINITY_DN115417_c0_g2_i3	NA	NA	7.039568825	-2.59636356	2.59636356	5.94E-24	2.00E-22	0.468213432	Ovary_mean	female	0.0402	0.0507	1.2601	gonad
TRINITY_DN115432_c0_g1_i1	tcp11l2	Chr03	4.755823312	-1.433638476	1.433638476	0.0000037	0.0000155	0.520952301	Ovary_mean	female	0.0496	0.0573	1.155	gonad
TRINITY_DN115473_c0_g3_i2	NA	NA	6.245857477	-1.388052409	1.388052409	0.00000348	0.0000146	0.426285727	Ovary_mean	female	0.0099	0.0135	1.3673	gonad
TRINITY_DN115498_c0_g1_i1	NA	NA	2.595947101	-1.435894289	1.435894289	0.001680611	0.004188995	0.713714016	Ovary_mean	female	0.0259	0.0345	1.3321	gonad
TRINITY_DN115534_c0_g1_i1	NA	NA	1.305850803	-5.677396463	5.677396463	2.66E-10	2.15E-09	0.814616858	Brain_mean	female	0.0582	0.0662	1.1382	gonad
TRINITY_DN115618_c0_g1_i1	LOC100493614	scaffold_131	8.022562446	-1.379000727	1.379000727	6.82E-09	4.44E-08	0.210955511	Ovary_mean	female	0.0287	0.0421	1.4663	gonad
TRINITY_DN115622_c0_g2_i1	NA	NA	0.440024954	-4.74757064	4.74757064	3.24E-09	2.24E-08	0.70931927	Liver_mean	female	0.1117	0.2051	1.836	gonad
TRINITY_DN115646_c0_g1_i1	NA	NA	6.950086214	-2.423663302	2.423663302	5.72E-22	1.61E-20	0.493361167	Ovary_mean	female	0.0546	0.0768	1.4083	gonad
TRINITY_DN115649_c0_g1_i2	NA	NA	1.037698472	-5.199981597	5.199981597	8.13E-15	1.16E-13	0.807547561	G23_mean	female	0.0771	0.1148	1.4902	gonad
TRINITY_DN115655_c0_g1_i1	NA	NA	4.738566416	-3.618393534	3.618393534	3.12E-13	3.76E-12	0.482386107	Ovary_mean	female	0.071	0.1255	1.7672	gonad
TRINITY_DN115683_c0_g1_i2	NA	NA	6.605338219	-3.241834104	3.241834104	5.48E-13	6.41E-12	0.829761684	Ovary_mean	female	0.1418	0.2527	1.7813	gonad
TRINITY_DN115713_c0_g1_i1	NA	NA	5.396876901	-3.282942128	3.282942128	4.70E-29	2.23E-27	0.740033957	Ovary_mean	female	0.0201	0.0337	1.6755	gonad
TRINITY_DN115718_c0_g2_i4	neurog1	Chr03	6.96976238	-1.867354519	1.867354519	3.95E-12	4.09E-11	0.269182613	Ovary_mean	female	0.039	0.046	1.1791	gonad
TRINITY_DN115722_c0_g2_i1	pla2g4f	Chr08	2.807865712	-1.242353701	1.242353701	0.002312713	0.00557423	0.456834314	Ovary_mean	female	0.0206	0.0404	1.9562	gonad
TRINITY_DN115770_c0_g1_i2	ankrd55	Chr01	0.82999947	-1.688515091	1.688515091	0.002695063	0.006405007	0.563995282	G46_M_mean	female	0.0555	0.0933	1.6816	gonad
TRINITY_DN115794_c1_g1_i1	NA	NA	5.45435163	-2.267949213	2.267949213	7.97E-14	1.02E-12	0.381352489	Ovary_mean	female	0.0684	0.0804	1.1759	gonad
TRINITY_DN115840_c0_g1_i2	NA	NA	6.124064516	-2.834059886	2.834059886	4.56E-23	1.41E-21	0.568351175	Ovary_mean	female	0.1646	0.2499	1.518	gonad
TRINITY_DN115856_c0_g1_i2	NA	NA	5.98078977	-2.306694032	2.306694032	1.23E-16	2.16E-15	0.487435462	Ovary_mean	female	0.0561	0.1025	1.8283	gonad
TRINITY_DN115972_c1_g1_i2	NA	NA	5.889031679	-3.298433625	3.298433625	2.11E-23	6.72E-22	0.647462104	Ovary_mean	female	0.046	0.0562	1.2215	gonad
TRINITY_DN116003_c0_g1_i1	NA	NA	2.127443738	-1.225276059	1.225276059	0.007732066	0.016453066	0.578154663	Ovary_mean	female	0.066	0.0673	1.0202	gonad
TRINITY_DN116067_c0_g1_i1	NA	NA	5.792100796	-7.081456306	7.081456306	1.54E-68	3.25E-66	0.764603668	Ovary_mean	female	0.0731	0.1135	1.5519	gonad
TRINITY_DN116210_c0_g1_i1	hltf	Chr05	7.193835781	-1.308521534	1.308521534	0.00000659	0.0000264	0.461575524	Ovary_mean	female	0.121	0.1714	1.4164	gonad
TRINITY_DN116219_c0_g1_i1	dnase2b	Chr04	3.012604759	-3.74427063	3.74427063	8.55E-16	1.37E-14	0.344763489	G27_mean	female	0.2201	0.3432	1.5594	gonad
TRINITY_DN116229_c1_g1_i3	NA	NA	7.689366189	-1.356400592	1.356400592	3.24E-08	0.000000191	0.211529005	Ovary_mean	female	0.0302	0.0366	1.2108	gonad
TRINITY_DN116290_c0_g1_i1	nipal3	Chr02	6.987528844	-1.834298898	1.834298898	1.26E-14	1.76E-13	0.40561075	Ovary_mean	female	0.0392	0.0687	1.755	gonad
TRINITY_DN116298_c0_g1_i2	NA	NA	4.88150252	-1.311147089	1.311147089	0.00022648	0.000681981	0.215526755	G46_F_mean	female	0.0442	0.0502	1.1345	gonad
TRINITY_DN116369_c0_g1_i1	NA	NA	7.784195535	-2.077448644	2.077448644	2.27E-15	3.44E-14	0.488503958	Ovary_mean	female	0.021	0.0401	1.9085	gonad
TRINITY_DN116391_c0_g1_i1	NA	NA	6.914219852	-2.130014657	2.130014657	7.87E-19	1.68E-17	0.569941948	Ovary_mean	female	0.0535	0.0953	1.7805	gonad
TRINITY_DN116396_c0_g1_i1	als2cl-like	Chr06	4.207158498	-1.502338989	1.502338989	0.0000153	0.0000576	0.478447327	Ovary_mean	female	0.0762	0.0835	1.0955	gonad
TRINITY_DN116397_c0_g1_i1	NA	NA	1.235174797	-4.496514839	4.496514839	0.000283124	0.00083363	0.581797639	G23_mean	female	0.045	0.0669	1.4873	gonad
TRINITY_DN116401_c0_g1_i1	ndufaf7	Chr05	5.574126732	-1.312687889	1.312687889	0.00000148	0.00000667	0.365730804	Ovary_mean	female	0.0425	0.0708	1.6646	gonad
TRINITY_DN116433_c0_g3_i3	NA	NA	3.87231694	-1.419347933	1.419347933	0.000575669	0.001584758	0.656073504	Ovary_mean	female	0.0476	0.0649	1.3612	gonad
TRINITY_DN116451_c0_g2_i3	tmem59	Chr04	5.77794345	-4.502241591	4.502241591	2.59E-39	2.00E-37	0.767533754	Ovary_mean	female	0.0859	0.1353	1.5757	gonad
TRINITY_DN116543_c0_g2_i1	NA	NA	2.277927364	-2.408546877	2.408546877	2.57E-08	0.000000154	0.622950028	Brain_mean	female	0.0583	0.0427	0.7325	gonad
TRINITY_DN116557_c0_g1_i2	NA	NA	7.690043645	-1.710418643	1.710418643	5.38E-12	5.48E-11	0.450111219	Ovary_mean	female	0.0891	0.1673	1.8772	gonad
TRINITY_DN116576_c0_g1_i2	st6galnac5	Chr04	6.922905465	-2.422359545	2.422359545	2.89E-15	4.33E-14	0.381469895	Ovary_mean	female	0.0987	0.1517	1.5374	gonad
TRINITY_DN116594_c0_g1_i1	NA	NA	4.257737356	-1.202395826	1.202395826	0.000156385	0.000485554	0.69939535	Ovary_mean	female	0.0633	0.0861	1.3604	gonad
TRINITY_DN116617_c0_g2_i3	NA	NA	3.096955239	-3.496410976	3.496410976	6.91E-16	1.12E-14	0.767617597	Ovary_mean	female	0.057	0.0902	1.5818	gonad
TRINITY_DN116647_c0_g1_i2	NA	NA	8.261936425	-2.072083626	2.072083626	3.42E-14	4.55E-13	0.424630614	Brain_mean	female	0.0387	0.0512	1.3221	gonad
TRINITY_DN116651_c0_g1_i3	NA	NA	7.036391762	-2.398923477	2.398923477	2.34E-24	8.18E-23	0.47038272	Ovary_mean	female	0.0245	0.0439	1.7933	gonad
TRINITY_DN116684_c0_g2_i1	rps19-like	Chr07	1.220272101	-2.2266407	2.2266407	0.000378509	0.001083924	0.726505243	Brain_mean	female	0.2295	0.3447	1.5015	gonad
TRINITY_DN116728_c0_g1_i2	NA	NA	0.013340716	-2.722615991	2.722615991	0.0000768	0.000253776	0.459275728	G43_M_mean	female	0.2662	0.3603	1.3535	gonad
TRINITY_DN116737_c1_g1_i2	NA	NA	6.544415954	-1.841146998	1.841146998	2.58E-15	3.90E-14	0.329270275	Ovary_mean	female	0.0498	0.067	1.3451	gonad
TRINITY_DN116762_c0_g1_i1	rbbp8-like	Chr06	6.176208773	-2.587014037	2.587014037	2.18E-19	4.88E-18	0.475810974	Ovary_mean	female	0.019	0.0293	1.5445	gonad
TRINITY_DN116802_c0_g2_i1	NA	NA	6.651167747	-3.332832345	3.332832345	5.00E-31	2.60E-29	0.625488364	Ovary_mean	female	0.0717	0.1048	1.4614	gonad
TRINITY_DN116816_c0_g1_i1	NA	NA	3.58598992	-3.300670158	3.300670158	4.92E-13	5.78E-12	0.400878311	Brain_mean	female	0.0689	0.0929	1.3483	gonad
TRINITY_DN116819_c1_g1_i1	NA	NA	6.626850973	-1.437066062	1.437066062	0.0000763	0.000251976	0.61106118	Ovary_mean	female	0.2315	0.3789	1.6363	gonad
TRINITY_DN116846_c0_g1_i3	Xetrov90024340m	Chr09	4.805796661	-1.63882095	1.63882095	8.59E-08	0.000000474	0.624587987	Ovary_mean	female	0.1564	0.2131	1.3619	gonad
TRINITY_DN116854_c0_g1_i3	NA	NA	7.120002756	-1.536691071	1.536691071	0.000000221	0.00000114	0.456868536	Ovary_mean	female	0.0325	0.0406	1.2502	gonad
TRINITY_DN116899_c0_g1_i3	rpp25	Chr03	5.301293041	-1.444915533	1.444915533	0.00000621	0.000025	0.392721478	Ovary_mean	female	0.0184	0.0261	1.4152	gonad
TRINITY_DN116903_c1_g2_i3	thap7	Chr07	6.1030953	-3.228868009	3.228868009	1.68E-32	9.23E-31	0.671475649	Ovary_mean	female	0.0114	0.0212	1.8659	gonad
TRINITY_DN116915_c0_g1_i3	NA	NA	4.944647378	-4.396829548	4.396829548	1.01E-31	5.46E-30	0.741341122	Ovary_mean	female	0.1269	0.1672	1.3183	gonad
TRINITY_DN116961_c0_g1_i1	dpysl2	Chr03	8.730208012	-5.745151836	5.745151836	1.96E-33	1.13E-31	0.660334277	Ovary_mean	female	0.0875	0.143	1.6342	gonad
TRINITY_DN116963_c0_g1_i1	NA	NA	6.395398345	-1.393922806	1.393922806	0.000000569	0.00000276	0.415194611	Ovary_mean	female	0.0437	0.0807	1.8462	gonad
TRINITY_DN116970_c0_g2_i1	NA	NA	8.693473809	-1.008978673	1.008978673	0.00003	0.000107148	0.193644976	Ovary_mean	female	0.0871	0.1348	1.5472	gonad
TRINITY_DN116971_c0_g2_i1	NA	NA	5.834740751	-1.143080091	1.143080091	0.0000479	0.000164247	0.3689476	Ovary_mean	female	0.1556	0.2112	1.3569	gonad
TRINITY_DN116977_c0_g1_i2	NA	NA	0.871893229	-1.937858075	1.937858075	0.000429142	0.001214737	0.738217249	Brain_mean	female	0.2063	0.2876	1.3945	gonad
TRINITY_DN116978_c0_g1_i1	NA	NA	2.716097982	-4.093427488	4.093427488	7.23E-15	1.04E-13	0.82321366	Ovary_mean	female	0.0909	0.1514	1.6653	gonad
TRINITY_DN117075_c0_g1_i1	NA	NA	6.792291925	-4.316265418	4.316265418	7.96E-29	3.69E-27	0.688292061	Ovary_mean	female	0.0921	0.1261	1.3697	gonad
TRINITY_DN117076_c0_g2_i1	stk25	Chr05	3.349215288	-1.460411986	1.460411986	0.000390946	0.00111614	0.379271206	G43_M_mean	female	0.0328	0.063	1.9214	gonad
TRINITY_DN117098_c1_g2_i2	NA	NA	1.689696842	-2.980803645	2.980803645	0.0000034	0.0000143	0.779196074	Ovary_mean	female	0.0456	0.0887	1.9457	gonad
TRINITY_DN117099_c0_g2_i1	NA	NA	4.705525642	-4.458151363	4.458151363	5.91E-15	8.58E-14	0.764684159	Ovary_mean	female	0.1299	0.1628	1.2533	gonad
TRINITY_DN117117_c1_g1_i2	NA	NA	6.558265229	-1.664905689	1.664905689	4.70E-10	3.67E-09	0.455725423	Ovary_mean	female	0.1648	0.277	1.6807	gonad
TRINITY_DN117125_c0_g1_i1	NA	NA	8.869540079	-10.74143501	10.74143501	5.89E-79	1.58E-76	0.777255934	Ovary_mean	female	0.0591	0.1002	1.6963	gonad
TRINITY_DN117152_c0_g3_i2	NA	NA	4.37644674	-4.26935732	4.26935732	6.30E-25	2.29E-23	0.61194265	Brain_mean	female	0.1223	0.1362	1.1137	gonad
TRINITY_DN117171_c0_g1_i1	traip	Chr04	7.356140989	-1.224760845	1.224760845	0.00000411	0.000017	0.217301879	Ovary_mean	female	0.0534	0.0943	1.7635	gonad
TRINITY_DN117173_c0_g1_i1	NA	NA	2.897904973	-1.763642343	1.763642343	0.0000215	0.0000789	0.281866591	G43_M_mean	female	0.0924	0.1084	1.1725	gonad
TRINITY_DN117189_c0_g2_i1	NA	NA	5.989734751	-1.893333262	1.893333262	3.63E-13	4.33E-12	0.524531183	Ovary_mean	female	0.2306	0.2743	1.1895	gonad
TRINITY_DN117235_c0_g3_i1	NA	NA	6.532122674	-1.862100409	1.862100409	5.31E-10	4.11E-09	0.600691797	Ovary_mean	female	0.2471	0.373	1.5093	gonad
TRINITY_DN117306_c0_g1_i1	NA	NA	4.634160866	-3.247955878	3.247955878	4.01E-13	4.76E-12	0.558455575	Brain_mean	female	0.0319	0.0547	1.7154	gonad
TRINITY_DN117317_c1_g2_i1	NA	NA	5.980767555	-2.91258045	2.91258045	1.77E-20	4.42E-19	0.690444163	Ovary_mean	female	0.0387	0.0368	0.9523	gonad
TRINITY_DN117328_c0_g1_i1	NA	NA	0.809186048	-2.111603941	2.111603941	0.0000823	0.000269804	0.639208079	Brain_mean	female	0.045	0.069	1.5343	gonad
TRINITY_DN117330_c0_g1_i2	NA	NA	7.261275137	-1.583095349	1.583095349	4.26E-10	3.35E-09	0.250076932	Ovary_mean	female	0.0077	0.0085	1.1143	gonad
TRINITY_DN117339_c0_g2_i1	NA	NA	5.766739227	-1.489113088	1.489113088	0.000177801	0.000547004	0.784536326	Ovary_mean	female	0.12	0.214	1.7833	gonad
TRINITY_DN117343_c0_g1_i1	NA	NA	5.582137003	-2.478465553	2.478465553	2.69E-16	4.60E-15	0.43066512	Ovary_mean	female	0.0333	0.053	1.5916	gonad
TRINITY_DN117399_c0_g1_i1	pappa2	Chr04	7.734470129	-1.139476695	1.139476695	0.00000124	0.0000057	0.279031211	Ovary_mean	female	0.0615	0.0774	1.2578	gonad
TRINITY_DN117404_c0_g1_i1	NA	NA	7.34767439	-2.363472111	2.363472111	1.01E-15	1.59E-14	0.392084256	Ovary_mean	female	0.0594	0.0597	1.0055	gonad
TRINITY_DN117497_c0_g1_i2	Xetrov90008422m	Chr03	6.304338199	-1.610093599	1.610093599	1.48E-11	1.43E-10	0.345913913	Ovary_mean	female	0.0351	0.0637	1.8178	gonad
TRINITY_DN117566_c0_g1_i2	NA	NA	5.480190497	-2.188159544	2.188159544	1.55E-09	1.12E-08	0.308436757	Ovary_mean	female	0.5639	0.9206	1.6324	gonad
TRINITY_DN117614_c0_g1_i1	NA	NA	3.572765741	-1.077907428	1.077907428	0.002071428	0.005047135	0.49406382	Brain_mean	female	0.0654	0.1059	1.6187	gonad
TRINITY_DN117619_c0_g1_i1	LOC100489859	Chr05	7.788191575	-3.177516754	3.177516754	1.89E-26	7.53E-25	0.515772826	Ovary_mean	female	0.093	0.1574	1.6927	gonad
TRINITY_DN117624_c0_g1_i1	NA	NA	3.381609884	-4.722304696	4.722304696	1.68E-23	5.40E-22	0.8104523	Ovary_mean	female	0.0081	0.0104	1.2885	gonad
TRINITY_DN117639_c0_g2_i1	NA	NA	4.044647869	-1.255702833	1.255702833	0.000360032	0.001036671	0.45947333	Ovary_mean	female	0.1363	0.1695	1.2432	gonad
TRINITY_DN117651_c0_g1_i7	NA	NA	5.801615981	-2.453556195	2.453556195	4.55E-19	9.87E-18	0.646634475	Ovary_mean	female	0.0382	0.0537	1.4059	gonad
TRINITY_DN117665_c0_g2_i1	NA	NA	6.164918195	-1.98911406	1.98911406	2.93E-16	4.97E-15	0.456031982	Ovary_mean	female	0.0139	0.0194	1.3978	gonad
TRINITY_DN117691_c0_g1_i1	NA	NA	0.472477718	-2.535745615	2.535745615	0.0000147	0.0000555	0.563957706	G46_F_mean	female	0.1382	0.2095	1.5166	gonad
TRINITY_DN117706_c0_g2_i2	tmcc2	Chr02	5.958942501	-1.179331208	1.179331208	0.000059	0.000199183	0.401014561	Brain_mean	female	0.0402	0.0448	1.1141	gonad
TRINITY_DN117723_c0_g1_i1	NA	NA	4.96686351	-2.156112939	2.156112939	8.60E-10	6.50E-09	0.578334228	Ovary_mean	female	0.1373	0.1624	1.1831	gonad
TRINITY_DN117724_c0_g1_i1	NA	NA	6.14206424	-6.865544629	6.865544629	1.70E-55	2.44E-53	0.703100727	Ovary_mean	female	0.1143	0.18	1.5757	gonad
TRINITY_DN117731_c0_g1_i1	NA	NA	5.636947422	-1.258239741	1.258239741	0.0000017	0.00000757	0.425166465	Ovary_mean	female	0.2157	0.3463	1.6057	gonad
TRINITY_DN117733_c0_g1_i1	LOC100145789	Chr06	7.306419238	-1.745702079	1.745702079	3.69E-13	4.40E-12	0.225336085	Ovary_mean	female	0.0165	0.0151	0.9162	gonad
TRINITY_DN117736_c0_g1_i2	NA	NA	6.37126116	-1.369733465	1.369733465	6.56E-09	4.29E-08	0.281162735	Ovary_mean	female	0.0166	0.0246	1.4829	gonad
TRINITY_DN117785_c0_g2_i1	mier2-like	Chr01	6.936023001	-2.047427794	2.047427794	1.81E-18	3.72E-17	0.421481051	Ovary_mean	female	0.0295	0.0375	1.2735	gonad
TRINITY_DN117796_c0_g1_i1	NA	NA	2.611504247	-2.49557488	2.49557488	0.00000659	0.0000264	0.355312697	G46_M_mean	female	0.1018	0.1223	1.2014	gonad
TRINITY_DN117803_c0_g1_i2	NA	NA	7.258920582	-1.411234121	1.411234121	0.000000419	0.00000207	0.470580505	Ovary_mean	female	0.0332	0.0568	1.709	gonad
TRINITY_DN117842_c0_g1_i2	c18orf21	Chr06	1.780224553	-1.270116848	1.270116848	0.005803124	0.012731544	0.79578464	Brain_mean	female	0.0221	0.0245	1.1082	gonad
TRINITY_DN117855_c1_g1_i3	NA	NA	5.769706768	-1.686901366	1.686901366	2.60E-11	2.43E-10	0.445332892	Ovary_mean	female	0.1639	0.2226	1.3585	gonad
TRINITY_DN117878_c0_g1_i1	gsr	Chr01	2.605377702	-2.039254758	2.039254758	0.00000694	0.0000277	0.692793668	Ovary_mean	female	0.02	0.0238	1.1912	gonad
TRINITY_DN117917_c1_g2_i1	NA	NA	6.439047947	-1.550712221	1.550712221	2.15E-11	2.03E-10	0.37108248	Ovary_mean	female	0.0792	0.1413	1.7832	gonad
TRINITY_DN117920_c0_g1_i5	dync1i2	Chr09	5.458741935	-2.550995272	2.550995272	7.03E-16	1.14E-14	0.301599585	Ovary_mean	female	0.2086	0.2936	1.407	gonad
TRINITY_DN117942_c0_g1_i2	NA	NA	1.555934219	-1.926113724	1.926113724	0.001433926	0.003624174	0.553459239	G23_mean	female	0.1259	0.1951	1.55	gonad
TRINITY_DN118005_c0_g2_i1	NA	NA	5.423305672	-1.926433862	1.926433862	1.54E-12	1.69E-11	0.31553662	Ovary_mean	female	0.1022	0.1151	1.1264	gonad
TRINITY_DN118083_c0_g1_i1	NA	NA	1.159790397	-4.332340899	4.332340899	1.08E-10	9.22E-10	0.621260587	Brain_mean	female	0.0346	0.0467	1.3492	gonad
TRINITY_DN118097_c0_g2_i1	NA	NA	3.97565042	-2.472220216	2.472220216	6.34E-13	7.33E-12	0.733173057	Ovary_mean	female	0.0824	0.1111	1.3487	gonad
TRINITY_DN118109_c0_g1_i1	NA	NA	1.950741805	-2.867357068	2.867357068	0.002888045	0.006806759	0.749795193	G27_mean	female	0.1224	0.2352	1.9219	gonad
TRINITY_DN118132_c0_g2_i1	krt18l	Chr08	3.793083965	-3.665213186	3.665213186	1.94E-14	2.67E-13	0.644589604	Ovary_mean	female	0.0523	0.0934	1.7873	gonad
TRINITY_DN118145_c0_g2_i2	srp19	Chr01	6.754764139	-2.554115735	2.554115735	3.62E-22	1.03E-20	0.562147149	Ovary_mean	female	0.2005	0.3074	1.5334	gonad
TRINITY_DN118157_c1_g1_i1	NA	NA	7.984389234	-3.423453153	3.423453153	2.63E-41	2.24E-39	0.48244926	Ovary_mean	female	0.1319	0.1776	1.3464	gonad
TRINITY_DN118187_c0_g1_i1	cd3g	Chr07	0.932319549	-2.768249754	2.768249754	8.29E-08	0.000000459	0.442275267	G31_mean	female	0.1703	0.1503	0.8824	gonad
TRINITY_DN118194_c0_g1_i3	trappc11	Chr01	5.738928417	-1.358054821	1.358054821	0.000000174	0.000000914	0.45344291	Ovary_mean	female	0.0788	0.1357	1.7225	gonad
TRINITY_DN118226_c0_g1_i1	NA	NA	4.499152782	-1.818686886	1.818686886	3.68E-09	2.52E-08	0.56816881	Ovary_mean	female	0.1097	0.1735	1.582	gonad
