gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias
TRINITY_DN109683_c0_g1_i2	NA	NA	NA	NA	4.535865892	2.286126459	1.33E-09	9.74E-09	0.393900309	Testis_mean	male
TRINITY_DN109692_c0_g1_i2	mbp	scaffold_21	365078	365078	5.220747161	1.851316482	1.02E-10	8.74E-10	0.15938777	Testis_mean	male
TRINITY_DN109706_c0_g1_i1	NA	NA	NA	NA	1.729840947	3.021528025	7.17E-06	2.86E-05	0.558113924	Testis_mean	male
TRINITY_DN109714_c0_g1_i1	NA	NA	NA	NA	0.908274002	1.080707085	0.015242505	0.029976387	0.47220356	Brain_mean	male
TRINITY_DN109745_c0_g1_i1	NA	NA	NA	NA	0.874079491	1.486126714	0.001147416	0.002965822	0.51041732	Brain_mean	male
TRINITY_DN109773_c0_g1_i2	NA	NA	NA	NA	3.108605366	1.614121338	0.002372509	0.005704946	0.265230806	Brain_mean	male
TRINITY_DN109897_c0_g1_i1	NA	NA	NA	NA	4.962140486	2.096591823	1.09E-10	9.33E-10	0.35799182	Brain_mean	male
TRINITY_DN109897_c1_g1_i1	ech1	Chr08	59423412	59423412	3.408414856	2.564692673	3.84E-09	2.61E-08	0.421703503	Brain_mean	male
TRINITY_DN109907_c0_g1_i1	NA	NA	NA	NA	7.318817898	1.083246044	3.79E-06	1.58E-05	0.195080555	Testis_mean	male
TRINITY_DN109954_c0_g2_i1	NA	NA	NA	NA	0.438110096	1.346813713	0.005523178	0.012173006	0.449243563	Brain_mean	male
TRINITY_DN110023_c0_g1_i1	mtch2	Chr04	7957685	7957685	1.518043447	1.17214616	0.016393833	0.031997228	0.292279143	Brain_mean	male
TRINITY_DN110061_c0_g1_i1	NA	NA	NA	NA	0.435828928	1.523347466	0.013449115	0.026824509	0.616163367	G43_M_mean	male
TRINITY_DN110081_c0_g1_i1	NA	NA	NA	NA	0.698992998	2.851306271	2.62E-06	1.12E-05	0.38786616	G43_M_mean	male
TRINITY_DN110108_c0_g1_i1	znf365	Chr07	9709558	9709558	0.955259921	5.709540436	7.70E-18	1.50E-16	0.560924336	Liver_mean	male
TRINITY_DN110146_c0_g1_i3	NA	NA	NA	NA	3.003751787	1.088556467	0.005124414	0.011383102	0.443003085	Liver_mean	male
TRINITY_DN110181_c0_g1_i1	NA	NA	NA	NA	1.204430118	2.344774956	0.007273063	0.015576259	0.522147345	G43_M_mean	male
TRINITY_DN110193_c0_g1_i1	gnal	Chr06	88751375	88751375	0.994559891	1.880460972	0.001278178	0.003266391	0.563454725	G27_mean	male
TRINITY_DN110214_c0_g1_i3	NA	NA	NA	NA	1.186061787	3.210660774	7.39E-05	0.000244874	0.696509662	Liver_mean	male
TRINITY_DN110217_c0_g1_i2	NA	NA	NA	NA	2.324825193	1.366259786	0.003191199	0.007445032	0.639928505	Testis_mean	male
TRINITY_DN110283_c0_g1_i1	NA	NA	NA	NA	0.341784839	4.412170522	3.46E-11	3.17E-10	0.570455272	G43_M_mean	male
TRINITY_DN110285_c0_g2_i2	NA	NA	NA	NA	6.895527685	1.77469688	1.33E-13	1.66E-12	0.179860338	Brain_mean	male
TRINITY_DN110285_c0_g3_i1	NA	NA	NA	NA	2.968911809	1.925980065	0.003106047	0.007265155	0.393993018	Testis_mean	male
TRINITY_DN110308_c0_g1_i1	NA	NA	NA	NA	2.50242749	1.611164813	0.000216558	0.000654898	0.43741815	Brain_mean	male
TRINITY_DN110395_c0_g2_i1	NA	NA	NA	NA	1.48602846	2.426837292	7.34E-06	2.92E-05	0.258257483	Brain_mean	male
TRINITY_DN110412_c0_g1_i1	NA	NA	NA	NA	4.930091183	1.61003563	0.000536905	0.001489108	0.501233706	Testis_mean	male
TRINITY_DN110438_c1_g1_i1	NA	NA	NA	NA	1.634667761	6.17530115	9.67E-20	2.26E-18	0.858515122	Brain_mean	male
TRINITY_DN110440_c0_g1_i1	NA	NA	NA	NA	4.920685461	2.360129266	1.75E-08	1.07E-07	0.563287435	Testis_mean	male
TRINITY_DN110445_c1_g1_i3	brox	Chr05	5890834	5890834	4.456761262	1.125296563	0.000237373	0.000711167	0.336314892	Brain_mean	male
TRINITY_DN110454_c0_g6_i1	NA	NA	NA	NA	0.843401611	3.353760383	1.78E-08	1.09E-07	0.203105338	Brain_mean	male
TRINITY_DN110478_c0_g1_i2	NA	NA	NA	NA	0.956960654	1.842453295	0.015195914	0.029893602	0.447933732	G46_M_mean	male
TRINITY_DN110510_c0_g1_i1	arhgap10	Chr01	48026778	48026778	2.561718381	2.839068583	1.35E-08	8.45E-08	0.473475877	Brain_mean	male
TRINITY_DN110588_c0_g1_i1	NA	NA	NA	NA	3.48460727	1.268599339	0.000619191	0.001694645	0.180627063	Brain_mean	male
TRINITY_DN110591_c0_g2_i1	LOC101734214-like	Chr06	134463324	134463324	2.477967804	1.755151365	0.000355996	0.001025706	0.255175628	G31_mean	male
TRINITY_DN110650_c0_g1_i1	NA	NA	NA	NA	7.606461956	2.248828987	9.60E-12	9.50E-11	0.088999232	Testis_mean	male
TRINITY_DN110705_c0_g1_i1	NA	NA	NA	NA	4.414946986	1.789555987	1.42E-06	6.43E-06	0.402582067	Brain_mean	male
TRINITY_DN110706_c0_g1_i2	NA	NA	NA	NA	2.219733296	2.518226701	2.72E-07	1.39E-06	0.475330437	Brain_mean	male
TRINITY_DN110725_c0_g1_i3	NA	NA	NA	NA	2.715642156	3.556517579	1.66E-09	1.20E-08	0.350902244	Liver_mean	male
TRINITY_DN110726_c0_g1_i2	NA	NA	NA	NA	0.196660829	3.803067368	3.19E-09	2.21E-08	0.336317103	Brain_mean	male
TRINITY_DN110732_c0_g1_i2	NA	NA	NA	NA	1.023730043	1.637654628	0.000649741	0.001770524	0.420477958	G43_M_mean	male
TRINITY_DN110737_c0_g1_i1	LOC734042	Chr02	109558888	109558888	0.390960279	3.456639774	3.64E-09	2.49E-08	0.566239305	Brain_mean	male
TRINITY_DN110788_c1_g1_i1	NA	NA	NA	NA	2.348069376	1.260055386	0.002765069	0.006551141	0.385820528	G43_M_mean	male
TRINITY_DN110843_c0_g1_i1	NA	NA	NA	NA	4.216399789	1.868126024	1.59E-05	5.95E-05	0.310517354	Testis_mean	male
TRINITY_DN110855_c0_g1_i1	NA	NA	NA	NA	4.788076676	2.772374068	1.74E-14	2.41E-13	0.331280232	G27_mean	male
TRINITY_DN110867_c0_g1_i1	mov10l1	Chr03	62388703	62388703	2.787267622	1.443391236	0.002950449	0.006942234	0.383576276	G43_M_mean	male
TRINITY_DN110879_c0_g2_i1	NA	NA	NA	NA	2.162913943	1.736958069	0.000106147	0.000341658	0.368873109	G23_mean	male
TRINITY_DN110957_c0_g1_i1	mapk8ip1	Chr04	5628393	5628393	1.313236301	1.183071197	0.019016044	0.036420915	0.217292616	Brain_mean	male
TRINITY_DN110958_c0_g2_i1	LOC100486041-like	Chr01	65671663	65671663	0.35803832	8.221422924	2.75E-15	4.14E-14	0.978146051	Testis_mean	male
TRINITY_DN110959_c0_g1_i1	NA	NA	NA	NA	1.927210043	4.312672107	6.11E-09	4.02E-08	0.430715293	Testis_mean	male
TRINITY_DN110989_c1_g2_i1	glud1	Chr07	45021779	45021779	0.370048995	3.302873941	1.09E-05	4.19E-05	0.640279383	Brain_mean	male
TRINITY_DN110995_c0_g1_i1	NA	NA	NA	NA	6.322526948	3.209692609	6.06E-16	9.88E-15	0.291992629	Liver_mean	male
TRINITY_DN111011_c1_g2_i1	NA	NA	NA	NA	2.801716075	1.926982992	0.00026834	0.000793725	0.311980347	Brain_mean	male
TRINITY_DN111026_c0_g3_i1	NA	NA	NA	NA	1.057805066	7.583961322	2.87E-17	5.35E-16	0.768551614	Testis_mean	male
TRINITY_DN111029_c0_g1_i3	LOC101731408	Chr08	55043	55043	3.009302502	3.296258655	7.78E-08	4.32E-07	0.434833741	Testis_mean	male
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	6.062284282	1.096793692	6.61E-05	0.000221097	0.258729683	Testis_mean	male
TRINITY_DN111111_c0_g1_i1	NA	NA	NA	NA	4.395870674	2.52377846	8.88E-05	0.000289676	0.405542871	Liver_mean	male
TRINITY_DN111118_c0_g1_i1	NA	NA	NA	NA	2.055886442	2.170419331	3.73E-05	0.000130623	0.688612088	Brain_mean	male
TRINITY_DN111122_c0_g2_i3	NA	NA	NA	NA	3.675014444	1.265669328	0.000456971	0.001285124	0.357743579	G27_mean	male
TRINITY_DN111143_c0_g1_i2	aifm1	Chr08	17173656	17173656	4.07474405	1.225326973	0.005432945	0.011995228	0.200198456	Brain_mean	male
TRINITY_DN111163_c0_g1_i3	serpina3k	Chr08	67283094	67283094	5.028909934	4.203026792	6.11E-17	1.11E-15	0.866803885	Testis_mean	male
TRINITY_DN111173_c0_g1_i1	LOC100145338	Chr02	46369017	46369017	3.493138418	2.679046405	1.40E-06	6.35E-06	0.416114569	Liver_mean	male
TRINITY_DN111208_c0_g1_i1	grm7	Chr04	120076410	120076410	2.096924788	2.128866131	1.50E-05	5.64E-05	0.583869047	Testis_mean	male
TRINITY_DN111208_c0_g2_i1	kif1c	scaffold_313	77793	77793	0.865010735	8.724455405	1.56E-09	1.13E-08	0.977240879	Testis_mean	male
TRINITY_DN111210_c0_g1_i1	NA	NA	NA	NA	1.48808369	1.938412838	0.002035319	0.0049672	0.618278443	Brain_mean	male
TRINITY_DN111231_c0_g1_i1	rnf152	Chr06	53404585	53404585	5.659281177	1.805845207	2.58E-08	1.55E-07	0.199366144	Liver_mean	male
TRINITY_DN111247_c0_g1_i1	NA	NA	NA	NA	6.271793583	1.493949186	1.03E-07	5.58E-07	0.421798313	Testis_mean	male
TRINITY_DN111333_c0_g1_i1	NA	NA	NA	NA	2.878885635	1.560064033	0.000412981	0.00117252	0.217885226	Testis_mean	male
TRINITY_DN111351_c0_g1_i1	NA	NA	NA	NA	1.845456263	1.198242044	0.026948169	0.04926835	0.302849117	G27_mean	male
TRINITY_DN111360_c0_g2_i1	NA	NA	NA	NA	0.978538237	2.533169901	0.009105709	0.019004978	0.697306793	Brain_mean	male
TRINITY_DN111361_c0_g1_i1	NA	NA	NA	NA	1.806706129	1.535480605	0.00037846	0.001083921	0.57764965	Brain_mean	male
TRINITY_DN111376_c0_g1_i1	NA	NA	NA	NA	3.210977048	1.420852707	0.001042567	0.002718168	0.178700136	Brain_mean	male
TRINITY_DN111385_c0_g2_i1	rbp5-like	Chr07	936352	936352	5.100584613	5.542620287	7.26E-26	2.83E-24	0.659964909	Brain_mean	male
TRINITY_DN111385_c0_g4_i1	NA	NA	NA	NA	5.093663295	4.937001671	7.93E-38	5.63E-36	0.624275782	Brain_mean	male
TRINITY_DN111407_c0_g1_i1	NA	NA	NA	NA	1.298785445	1.155506489	0.017588049	0.034006374	0.248109298	G23_mean	male
TRINITY_DN111408_c0_g2_i1	NA	NA	NA	NA	2.266699663	3.035659418	4.85E-06	1.99E-05	0.42011219	G23_mean	male
TRINITY_DN111428_c0_g1_i1	NA	NA	NA	NA	2.137962452	2.376859563	7.37E-07	3.51E-06	0.320629944	Brain_mean	male
TRINITY_DN111446_c0_g1_i2	NA	NA	NA	NA	5.973225319	1.735409007	1.84E-09	1.32E-08	0.245498294	Brain_mean	male
TRINITY_DN111523_c0_g1_i1	tecr	Chr03	124418269	124418269	0.292963654	1.550953191	0.008065392	0.017083395	0.331269093	Brain_mean	male
TRINITY_DN111532_c0_g2_i4	NA	NA	NA	NA	0.778181295	5.156059363	1.17E-07	6.30E-07	0.539322047	Testis_mean	male
TRINITY_DN111553_c0_g3_i1	NA	NA	NA	NA	0.408698057	1.747032489	0.006258561	0.013607665	0.663405148	Testis_mean	male
TRINITY_DN111576_c0_g1_i2	NA	NA	NA	NA	4.746216747	2.249733763	5.52E-08	3.13E-07	0.404216073	Testis_mean	male
TRINITY_DN111579_c0_g1_i1	NA	NA	NA	NA	0.380910666	2.484019424	8.74E-05	0.000285499	0.356944368	G23_mean	male
TRINITY_DN111591_c0_g2_i2	NA	NA	NA	NA	2.398961314	2.356523822	9.64E-08	5.27E-07	0.599077782	G27_mean	male
TRINITY_DN111603_c0_g2_i1	prim1	Chr02	135574574	135574574	7.489127875	1.151646734	1.10E-06	5.07E-06	0.14175546	Brain_mean	male
TRINITY_DN111611_c0_g1_i1	NA	NA	NA	NA	5.094198518	3.154932098	2.80E-18	5.70E-17	0.4300164	Testis_mean	male
TRINITY_DN111754_c0_g1_i1	NA	NA	NA	NA	1.436691681	1.11064492	0.009834212	0.02032717	0.292273888	Brain_mean	male
TRINITY_DN111757_c0_g1_i1	rcan1	Chr02	10395681	10395681	1.991057131	6.236682446	9.98E-17	1.78E-15	0.63969701	Brain_mean	male
TRINITY_DN111786_c0_g1_i2	NA	NA	NA	NA	0.897367262	3.406824735	6.38E-09	4.19E-08	0.688165461	Brain_mean	male
TRINITY_DN111792_c0_g2_i1	NA	NA	NA	NA	3.484563605	1.932959224	9.31E-05	0.000302398	0.482915646	Testis_mean	male
TRINITY_DN111803_c0_g1_i2	NA	NA	NA	NA	1.30862063	1.570706137	0.009003798	0.018818388	0.307569502	Testis_mean	male
TRINITY_DN111831_c0_g2_i1	LOC100490786	Chr03	134493531	134493531	4.387876472	2.942782012	1.56E-10	1.30E-09	0.888340778	Testis_mean	male
TRINITY_DN111831_c0_g3_i2	NA	NA	NA	NA	2.37748908	1.974051922	5.71E-05	0.000193116	0.867291064	Testis_mean	male
TRINITY_DN111838_c0_g1_i1	NA	NA	NA	NA	3.825004242	2.199458476	2.14E-06	9.37E-06	0.225917009	Testis_mean	male
TRINITY_DN111840_c0_g1_i1	NA	NA	NA	NA	1.826586101	3.586519319	2.87E-10	2.31E-09	0.451774665	G46_F_mean	male
TRINITY_DN111910_c0_g1_i1	NA	NA	NA	NA	0.05218898	1.955365773	0.004457151	0.010048299	0.624553827	G23_mean	male
TRINITY_DN111974_c0_g1_i2	wscd1	Chr02	45594613	45594613	1.5256811	2.092608094	4.17E-05	0.000144568	0.258673272	Brain_mean	male
TRINITY_DN111980_c0_g1_i1	NA	NA	NA	NA	5.174326437	2.040740188	1.10E-10	9.41E-10	0.238663792	G43_M_mean	male
TRINITY_DN111984_c0_g1_i1	NA	NA	NA	NA	4.094898823	1.960639847	1.26E-06	5.75E-06	0.270725078	Brain_mean	male
TRINITY_DN111985_c0_g1_i1	hs3st2	Chr09	16957572	16957572	2.175134684	1.869821659	0.001079915	0.002806138	0.246839305	Testis_mean	male
TRINITY_DN111985_c0_g2_i1	tp53inp2-like	Chr10	32665986	32665986	1.844426543	1.725318367	0.001187097	0.003057181	0.168400144	Brain_mean	male
TRINITY_DN112014_c0_g1_i1	NA	NA	NA	NA	2.26867451	1.887306319	0.001130646	0.002928515	0.583783734	G27_mean	male
TRINITY_DN112020_c0_g1_i2	shpk	Chr02	31907654	31907654	1.096106747	4.276770687	3.20E-11	2.95E-10	0.450889888	Brain_mean	male
TRINITY_DN112021_c0_g1_i1	NA	NA	NA	NA	3.069663466	2.751432401	1.77E-09	1.27E-08	0.529420657	Brain_mean	male
TRINITY_DN112041_c0_g1_i2	NA	NA	NA	NA	3.517390135	4.18990088	1.13E-11	1.11E-10	0.928244977	Testis_mean	male
TRINITY_DN112072_c0_g1_i1	NA	NA	NA	NA	1.558139018	1.246276139	0.00818722	0.017312184	0.343274166	Testis_mean	male
TRINITY_DN112088_c0_g1_i1	NA	NA	NA	NA	2.649006685	2.014251761	3.71E-06	1.55E-05	0.2592401	G27_mean	male
TRINITY_DN112095_c0_g2_i1	NA	NA	NA	NA	1.684253282	2.851364459	4.55E-06	1.87E-05	0.737854438	Brain_mean	male
TRINITY_DN112160_c0_g1_i1	NA	NA	NA	NA	1.350522387	1.550334338	0.005305297	0.011738673	0.430633149	G23_mean	male
TRINITY_DN112161_c0_g1_i1	MGC145260	Chr09	15888022	15888022	0.330317629	1.706541611	0.004402507	0.009941003	0.241617757	Brain_mean	male
TRINITY_DN112164_c0_g1_i1	NA	NA	NA	NA	1.661576218	4.071301047	2.78E-07	1.42E-06	0.483237934	G43_M_mean	male
TRINITY_DN112188_c0_g2_i1	NA	NA	NA	NA	0.622404603	4.331908398	1.57E-10	1.31E-09	0.626796588	Testis_mean	male
TRINITY_DN112188_c0_g3_i1	NA	NA	NA	NA	1.171299978	1.984776368	0.000705374	0.001904865	0.489205768	Testis_mean	male
TRINITY_DN112264_c0_g1_i1	NA	NA	NA	NA	0.345478072	5.606515895	2.74E-09	1.91E-08	0.981524947	Testis_mean	male
TRINITY_DN112264_c1_g2_i1	NA	NA	NA	NA	1.613827249	9.556705521	5.29E-21	1.37E-19	0.994791085	Testis_mean	male
TRINITY_DN112269_c0_g1_i1	NA	NA	NA	NA	2.741453435	4.095759984	0.000142072	0.000445097	0.683584838	Brain_mean	male
TRINITY_DN112280_c0_g1_i1	cers2	Chr08	106088206	106088206	0.38785001	3.228014104	7.79E-08	4.33E-07	0.667552753	Brain_mean	male
TRINITY_DN112351_c0_g1_i2	NA	NA	NA	NA	5.134388708	2.316118392	1.69E-09	1.22E-08	0.210624874	Testis_mean	male
TRINITY_DN112434_c0_g1_i1	LOC100491786	Chr02	25500780	25500780	0.621806919	1.872355796	0.0013632	0.003464826	0.617318734	G27_mean	male
TRINITY_DN112438_c0_g1_i1	NA	NA	NA	NA	6.331032484	1.499795781	7.37E-08	4.11E-07	0.241323636	Testis_mean	male
TRINITY_DN112489_c0_g2_i2	NA	NA	NA	NA	0.375265373	2.090636783	0.002506148	0.005998164	0.473965192	G46_M_mean	male
TRINITY_DN112499_c0_g1_i1	NA	NA	NA	NA	6.102752692	1.138704984	0.001159131	0.002992333	0.426875977	Testis_mean	male
TRINITY_DN112530_c0_g1_i2	NA	NA	NA	NA	2.056112393	1.540259302	0.002114699	0.005138691	0.418661657	G23_mean	male
TRINITY_DN112551_c0_g1_i2	NA	NA	NA	NA	3.668391557	1.374364199	0.000264689	0.000783647	0.540383261	Testis_mean	male
TRINITY_DN112596_c0_g1_i1	NA	NA	NA	NA	0.399776574	2.051800927	0.001986396	0.004857702	0.674197051	Brain_mean	male
TRINITY_DN112610_c0_g1_i2	gstt1-like.1	Chr01	144513755	144513755	3.036104022	3.145058719	6.01E-13	6.97E-12	0.374689546	Testis_mean	male
TRINITY_DN112614_c0_g1_i1	NA	NA	NA	NA	0.859347834	1.786302924	0.006100327	0.013296944	0.607068378	G43_M_mean	male
TRINITY_DN112672_c0_g3_i1	oit3	Chr07	35406343	35406343	3.00938066	1.687194847	5.74E-05	0.000194278	0.361860352	G27_mean	male
TRINITY_DN112713_c0_g1_i3	NA	NA	NA	NA	0.401761161	2.322484359	0.000116025	0.000370807	0.470825572	G23_mean	male
TRINITY_DN112732_c0_g1_i5	NA	NA	NA	NA	1.185772496	1.139598574	0.006147398	0.01338941	0.251873258	Brain_mean	male
TRINITY_DN112759_c0_g4_i2	NA	NA	NA	NA	3.559442488	1.749316259	0.000102742	0.00033155	0.312108631	G46_M_mean	male
TRINITY_DN112760_c0_g1_i2	hes3.3	Chr07	91318132	91318132	1.767311602	3.012571308	7.24E-06	2.88E-05	0.50965567	Brain_mean	male
TRINITY_DN112760_c0_g2_i1	pnoc	scaffold_63	654827	654827	0.335730249	3.240385454	7.58E-06	3.01E-05	0.653585721	Brain_mean	male
TRINITY_DN112760_c0_g3_i1	pcyt2	Chr10	19975671	19975671	0.96050961	2.035084926	0.001268996	0.003244763	0.480625424	Brain_mean	male
TRINITY_DN112763_c0_g2_i1	NA	NA	NA	NA	2.169571769	2.827676153	5.29E-10	4.10E-09	0.217554279	Brain_mean	male
TRINITY_DN112768_c1_g1_i2	ap1g2	Chr01	127741260	127741260	0.043170986	3.053225264	1.02E-07	5.55E-07	0.739183822	G31_mean	male
TRINITY_DN112790_c0_g1_i1	NA	NA	NA	NA	5.641927629	1.281359212	1.85E-06	8.19E-06	0.444335867	Testis_mean	male
TRINITY_DN112799_c0_g1_i1	LOC101734821	scaffold_135	395031	395031	2.023917235	1.118918396	0.010589819	0.021718757	0.295043437	Brain_mean	male
TRINITY_DN112809_c1_g1_i1	NA	NA	NA	NA	1.873520436	2.082536295	0.000121604	0.000386829	0.595570891	Brain_mean	male
TRINITY_DN112847_c0_g1_i1	NA	NA	NA	NA	2.14320278	3.451741312	1.05E-12	1.18E-11	0.382225495	G23_mean	male
TRINITY_DN112859_c0_g2_i1	NA	NA	NA	NA	1.768404292	2.371871099	0.012398502	0.024974126	0.550738858	Liver_mean	male
TRINITY_DN112874_c0_g1_i3	mrpl54	Chr01	74389900	74389900	0.903462616	7.452859722	1.52E-17	2.91E-16	0.767821674	Testis_mean	male
TRINITY_DN112907_c0_g1_i1	NA	NA	NA	NA	1.368218492	9.293148697	1.66E-23	5.34E-22	0.728407749	Testis_mean	male
TRINITY_DN112910_c0_g1_i2	NA	NA	NA	NA	0.808479704	1.439133554	0.016913255	0.032865032	0.616909941	Brain_mean	male
TRINITY_DN112930_c0_g1_i1	ptdss1	Chr06	114987607	114987607	1.560028493	3.453065008	0.000688456	0.001864087	0.476435999	Brain_mean	male
TRINITY_DN112947_c0_g1_i2	NA	NA	NA	NA	0.219650554	2.172609002	0.003745938	0.008610123	0.476637397	G23_mean	male
TRINITY_DN112955_c0_g1_i2	sgsm3	Chr04	111398444	111398444	1.50401786	2.096793217	3.73E-06	1.56E-05	0.528010476	Testis_mean	male
TRINITY_DN113029_c0_g2_i2	NA	NA	NA	NA	0.940913985	2.812506893	6.35E-07	3.05E-06	0.762628738	Testis_mean	male
TRINITY_DN113038_c0_g2_i1	stk33	scaffold_352	96873	96873	1.570610227	2.812463192	0.000530882	0.00147351	0.693410505	Brain_mean	male
TRINITY_DN113062_c0_g1_i2	NA	NA	NA	NA	0.935736616	2.847594504	6.04E-06	2.44E-05	0.360760944	Brain_mean	male
TRINITY_DN113064_c0_g1_i1	NA	NA	NA	NA	0.580629331	1.583980492	0.004664362	0.010461081	0.309213564	G31_mean	male
TRINITY_DN113065_c0_g1_i1	NA	NA	NA	NA	2.99075076	1.301614137	0.003128362	0.007314318	0.224133928	G23_mean	male
TRINITY_DN113088_c0_g1_i3	NA	NA	NA	NA	5.048184541	6.921163069	1.14E-45	1.15E-43	0.830937212	Testis_mean	male
TRINITY_DN113089_c0_g1_i1	dennd1c	Chr03	130164332	130164332	0.144590353	5.432507704	2.56E-11	2.39E-10	0.361155241	G43_M_mean	male
TRINITY_DN113131_c0_g1_i5	NA	NA	NA	NA	6.131297835	5.738578856	1.05E-19	2.45E-18	0.541817522	Testis_mean	male
TRINITY_DN113145_c0_g1_i1	NA	NA	NA	NA	2.2618631	2.994123395	3.76E-09	2.56E-08	0.514251471	Liver_mean	male
TRINITY_DN113153_c0_g1_i2	NA	NA	NA	NA	4.892100689	1.396064469	0.000189962	0.000580618	0.281322914	Testis_mean	male
TRINITY_DN113162_c1_g1_i1	NA	NA	NA	NA	3.533786673	3.030307492	0.000125001	0.000396403	0.725907537	Brain_mean	male
TRINITY_DN113178_c0_g1_i2	metap1d	Chr09	62341331	62341331	1.103328924	2.348337317	4.88E-06	2.00E-05	0.352296777	Brain_mean	male
TRINITY_DN113182_c0_g1_i2	NA	NA	NA	NA	5.718765826	1.570863259	2.29E-05	8.35E-05	0.271599901	Testis_mean	male
TRINITY_DN113194_c0_g1_i2	NA	NA	NA	NA	5.45278428	1.982940967	1.80E-05	6.69E-05	0.292065312	Testis_mean	male
TRINITY_DN113202_c0_g1_i1	NA	NA	NA	NA	6.162347281	5.728338001	3.17E-41	2.68E-39	0.61545555	Testis_mean	male
TRINITY_DN113222_c0_g1_i1	NA	NA	NA	NA	0.059553909	1.257210039	0.019355299	0.036973374	0.361972765	Brain_mean	male
TRINITY_DN113262_c0_g5_i1	NA	NA	NA	NA	1.147240731	2.394264424	0.000885312	0.002341732	0.487833208	G23_mean	male
TRINITY_DN113292_c0_g1_i3	NA	NA	NA	NA	0.068499321	1.74540378	0.025832509	0.04750419	0.429290778	Liver_mean	male
TRINITY_DN113336_c0_g1_i1	NA	NA	NA	NA	0.172777668	2.326942733	0.000172814	0.000532825	0.467198585	Brain_mean	male
TRINITY_DN113344_c0_g1_i1	NA	NA	NA	NA	0.906269314	1.500301579	0.005574763	0.012269918	0.281783622	G43_M_mean	male
TRINITY_DN113348_c0_g3_i1	NA	NA	NA	NA	0.935279038	6.26323238	5.32E-18	1.06E-16	0.426648559	Testis_mean	male
TRINITY_DN113355_c0_g1_i2	NA	NA	NA	NA	1.719284078	2.048036733	0.02611135	0.047899827	0.507693319	G43_F_mean	male
TRINITY_DN113379_c0_g1_i1	NA	NA	NA	NA	2.183352752	1.440600327	0.001266201	0.00323982	0.346973015	Brain_mean	male
TRINITY_DN113403_c0_g2_i2	NA	NA	NA	NA	0.534274288	4.240861254	1.50E-11	1.45E-10	0.376267204	G23_mean	male
TRINITY_DN113467_c0_g1_i4	NA	NA	NA	NA	1.690562023	2.108112907	0.000563991	0.00155698	0.546524595	Testis_mean	male
TRINITY_DN113472_c0_g1_i2	NA	NA	NA	NA	1.590708121	1.264287038	0.003912896	0.008952833	0.420747636	Brain_mean	male
TRINITY_DN113473_c0_g1_i2	NA	NA	NA	NA	1.265367165	1.674054952	0.000375017	0.001075053	0.569879338	Brain_mean	male
TRINITY_DN113475_c0_g1_i2	NA	NA	NA	NA	2.658242973	1.334906187	0.024896776	0.046023539	0.436485352	Brain_mean	male
TRINITY_DN113504_c0_g5_i1	NA	NA	NA	NA	2.403926068	1.641539651	0.001667126	0.004158138	0.564095974	Brain_mean	male
TRINITY_DN113511_c0_g2_i1	NA	NA	NA	NA	0.009576161	1.278739086	0.024123967	0.044822656	0.342619147	Brain_mean	male
TRINITY_DN113525_c0_g1_i1	NA	NA	NA	NA	2.834459926	2.236901017	1.26E-06	5.77E-06	0.208153937	G43_F_mean	male
TRINITY_DN113544_c2_g2_i1	net1	Chr03	75108376	75108376	6.177283623	1.911313815	7.21E-07	3.44E-06	0.134201353	G43_F_mean	male
TRINITY_DN113610_c0_g1_i1	NA	NA	NA	NA	3.119782473	1.946355107	0.000389271	0.001111921	0.408316302	G43_M_mean	male
TRINITY_DN113630_c0_g1_i1	NA	NA	NA	NA	2.26252356	2.048984956	0.000610606	0.001672569	0.43681978	Testis_mean	male
TRINITY_DN113644_c0_g1_i2	NA	NA	NA	NA	4.034872498	3.445666069	3.42E-17	6.36E-16	0.290160544	Testis_mean	male
TRINITY_DN113662_c0_g1_i2	NA	NA	NA	NA	9.421719015	2.5562737	4.44E-10	3.48E-09	0.128010634	Testis_mean	male
TRINITY_DN113676_c0_g3_i1	naa25	Chr01	155058146	155058146	0.730166634	1.925644257	4.94E-05	0.000168993	0.752997622	Brain_mean	male
TRINITY_DN113703_c0_g1_i1	NA	NA	NA	NA	-0.0198182	1.56092856	0.021159066	0.039978939	0.263872349	G31_mean	male
TRINITY_DN113710_c0_g1_i2	NA	NA	NA	NA	0.206294272	5.125539097	2.26E-14	3.08E-13	0.740744829	Brain_mean	male
TRINITY_DN113711_c0_g1_i1	NA	NA	NA	NA	1.352479091	4.673209292	8.77E-06	3.43E-05	0.431651696	G27_mean	male
TRINITY_DN113772_c0_g1_i5	gtf3a	Chr02	152494862	152494862	0.758255534	3.061171804	9.67E-07	4.52E-06	0.683053134	Testis_mean	male
TRINITY_DN113781_c0_g2_i1	NA	NA	NA	NA	0.990579392	8.929275718	3.19E-11	2.94E-10	0.918302596	Testis_mean	male
TRINITY_DN113791_c0_g1_i2	NA	NA	NA	NA	6.492686802	1.044315082	0.000721284	0.001944572	0.208693083	Testis_mean	male
TRINITY_DN113795_c0_g1_i4	NA	NA	NA	NA	6.175854603	1.869793166	1.03E-14	1.46E-13	0.16219971	Brain_mean	male
