"gid"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.M46.SR46"	"PV.M46.SR46"	"FDR.M46.SR46"	"Am2_463"	"Am4_461"	"Am5_461"	"Am6_462"	"ratio"
"725"	"TRINITY_DN108157_c0_g2_i1"	"srsf1"	"Chr02"	50295128	50295128	1.1481252851647	0.265800717920503	0.674529674902162	0.999996699921271	1.36042314537914	1.34692363918005	0.95411767678064	0.886215775713954	1.05281591930671
"726"	"TRINITY_DN108162_c0_g1_i1"	"mycbp"	"Chr02"	54679253	54679253	4.16693844502219	0.903590063524456	0.249125993317182	0.999996699921271	3.78303834933847	2.63352734727207	3.44588151877656	5.356145870531	1.06731152138942
"730"	"TRINITY_DN108182_c0_g4_i1"	"hhex"	"Chr07"	17290634	17290634	2.68172780366497	4.62124513225945	0.0112225780489246	0.679402072058977	-3.6607127223962	3.76918823315687	-1.28309080262741	3.50265108918911	2.04591888584168
"738"	"TRINITY_DN108204_c0_g1_i1"	"pnkd"	"Chr09"	76946255	76946255	4.47934836193917	-0.329688108255564	0.399541382369279	0.999996699921271	4.26142321655113	4.51914086273502	4.71852015051934	4.3747214065481	0.960208172558095
"740"	"TRINITY_DN108215_c0_g1_i2"	"cnn3"	"Chr04"	91460203	91460203	3.12803961677599	0.35378999754898	0.441886916202472	0.999996699921271	3.51120243172943	3.09835345117765	2.85736212407219	2.96968643158409	1.0515057981586
"754"	"TRINITY_DN108303_c0_g1_i1"	"tbc1d8"	"Chr02"	106794810	106794810	3.47710995253423	0.398582014365178	0.363144744528375	0.999996699921271	3.72991176256265	3.47241575820961	3.1708322153022	3.48820478089734	1.05748019745198
"760"	"TRINITY_DN108331_c0_g1_i1"	"sp1"	"Chr02"	144141220	144141220	2.0708089272785	-0.163409533039902	0.749689722758152	0.999996699921271	2.04367295950014	1.86202134065806	2.18870417215918	2.16458550567851	0.971744607506528
"762"	"TRINITY_DN108339_c0_g1_i1"	"alg3"	"Chr05"	111087404	111087404	0.341015700266929	2.3132175353059	0.00618669740112018	0.497584563105624	0.652776631088626	0.703331834464289	-1.40457318901117	0.629634044066686	1.91593951894628
"776"	"TRINITY_DN108443_c0_g4_i4"	"mfsd2a"	"Chr02"	86727590	86727590	3.90084492979824	0.356430167764375	0.38936389692049	0.999996699921271	4.09282610370906	4.0120603215006	3.62728940775008	3.83117573584842	1.04821595452281
"783"	"TRINITY_DN108491_c0_g1_i1"	"arhgap32-like"	"Chr07"	66813105	66813105	3.99344569865257	0.308087072704089	0.647105544581971	0.999996699921271	2.80420903969342	3.49511826107092	3.75688804955557	4.99152888218296	1.00090739287547
"792"	"TRINITY_DN108544_c0_g2_i1"	"ptprr"	"Chr03"	50132849	50132849	0.801608068444714	0.0761118539800148	0.918588440445397	0.999996699921271	-0.073913060229421	0.639549947644782	0.741505461709351	1.44048725956781	0.983463470080197
"803"	"TRINITY_DN108588_c0_g1_i1"	"cnga1"	"Chr01"	29576562	29576562	2.25537626336641	0.550517745973646	0.353885522817952	0.999996699921271	2.04367295950014	2.93526681462998	1.83326562268154	1.89937029415941	1.08363782512782
"807"	"TRINITY_DN108625_c0_g2_i1"	"ears2"	"Chr09"	16761269	16761269	0.224736368948211	-0.000789994413738867	0.999112648210084	0.999996699921271	0.708765079856113	0.183120227243571	0.231622029374619	-0.332244486070727	0.988419524037308
"809"	"TRINITY_DN108634_c0_g2_i1"	"lrp10"	"Chr01"	127923916	127923916	0.109936810439671	0.0693221646091974	0.926233134274644	0.999996699921271	-0.276431074925473	0.311460463345985	0.0585477363807992	0.227415951567645	1.00777951529234
"812"	"TRINITY_DN108683_c0_g1_i2"	"abi3"	"Chr10"	10389589	10389589	1.23248124634535	2.62114935181488	0.00126787439609868	0.155039392006838	0.814617030735873	2.08192482605148	-0.87924560478165	1.49930050268049	1.84290997956562
"825"	"TRINITY_DN108742_c0_g1_i1"	"atp5g1"	"Chr02"	143813644	143813644	1.70395812838512	-0.905870252211637	0.180347535210184	0.999996699921271	1.95385566252761	0.0422382414468185	2.3095168482001	1.6796455826255	0.818387159179459
"836"	"TRINITY_DN108890_c1_g1_i1"	"c17orf62"	"Chr10"	37572544	37572544	6.13420405376842	-0.683168660434516	0.230560716506725	0.999996699921271	6.42410382881932	4.69023561137539	6.61333331296074	6.15813016093473	0.916698499989945
"845"	"TRINITY_DN108942_c0_g1_i1"	"casp3"	"Chr01"	35599082	35599082	5.07888316222478	0.00962085269933151	0.980960916860576	0.999996699921271	5.12077164623506	4.91227783401104	5.07161038315503	5.19647658850005	1.00056093966838
"846"	"TRINITY_DN108981_c0_g1_i1"	"pdia4"	"Chr06"	82789798	82789798	1.52100603524304	-0.0662513929481181	0.917175382421744	0.999996699921271	1.39496302504736	0.851443373617277	1.56857176021763	2.02477924034414	0.972301523399054
"856"	"TRINITY_DN109036_c0_g1_i1"	"cacng2"	"Chr04"	113057152	113057152	2.71066923829147	-0.247644339984528	0.612038696033994	0.999996699921271	2.39033169875879	2.46895991470506	2.89002100104868	2.99033599525641	0.958252239160657
"861"	"TRINITY_DN109101_c0_g2_i1"	"Xetrov90014028m"	"Chr05"	72055273	72055273	2.8380225327953	-0.366689299683792	0.414346818008196	0.999996699921271	2.80420903969342	2.60040726698686	3.10001295670376	2.8007147983684	0.946026121207335
"863"	"TRINITY_DN109106_c0_g1_i1"	"klhl23"	"Chr09"	63317978	63317978	2.64540353488368	0.40321961936061	0.414751543601395	0.999996699921271	2.77827713658677	2.86728138116263	2.33820287832095	2.54560935369702	1.06537621768079
"869"	"TRINITY_DN109138_c0_g1_i2"	"ppp1r12a-like"	"Chr03"	53118381	53118381	1.49868677392403	1.12510159066319	0.0689912494381002	0.999996699921271	1.645021384585	1.7304384268545	0.622164003115268	1.74591149668606	1.25332500461599
"872"	"TRINITY_DN109143_c0_g2_i1"	"wls"	"Chr04"	80277569	80277569	0.599650220715365	-0.79782454094158	0.258179135381809	0.999996699921271	-0.512093399391839	0.391086946527921	1.11748551140353	0.826220443434591	0.815324911601336
"876"	"TRINITY_DN109184_c0_g1_i2"	"arhgef26"	"Chr05"	105620343	105620343	4.78512779195585	-0.371369657457834	0.351123405112914	0.999996699921271	4.86148360505015	4.38699849286614	5.05298329308013	4.76060423490958	0.956013171893524
"879"	"TRINITY_DN109210_c0_g1_i1"	"LOC100494904-like"	"Chr03"	80439970	80439970	1.05859188194934	0.178920592367747	0.813207385827439	0.999996699921271	1.21334812978837	1.66786986476786	0.929192627447784	-0.0818056438715993	1.00085945623706
"881"	"TRINITY_DN109213_c0_g2_i1"	"ercc1"	"Chr07"	61925259	61925259	4.75806693771459	0.495295822048495	0.621085187931522	0.999996699921271	1.39496302504736	5.9892627453886	4.37062136457603	4.40323406832286	0.945031786723221
"888"	"TRINITY_DN109275_c0_g1_i1"	"haao"	"Chr05"	13379087	13379087	4.34805184636441	0.0711949035350311	0.858518081630985	0.999996699921271	4.36523596538335	4.33257365687253	4.29459529559747	4.39809168634083	1.00888779421759
"897"	"TRINITY_DN109324_c0_g1_i2"	"tmem119"	"Chr01"	132881628	132881628	2.25778386881321	-0.00297060886088401	0.995338634964415	0.999996699921271	2.02173739975986	2.32432444947368	2.26040168081281	2.38853362953348	0.997376081567452
"898"	"TRINITY_DN109331_c0_g1_i1"	"slc25a4"	"Chr01"	35377311	35377311	4.75484675132988	0.00523682614540988	0.989203731822575	0.999996699921271	4.77561591405388	4.7136550498931	4.75088575058211	4.77852365695568	1.00059986098183
"913"	"TRINITY_DN109439_c0_g1_i1"	"LOC100496104"	"Chr03"	108306667	108306667	1.53627861702132	1.71713086475091	0.0993439253300716	0.999996699921271	0.017595551159279	2.95505304013143	0.147678705951153	0.664315460826466	1.2795517910344
"915"	"TRINITY_DN109454_c0_g1_i2"	"agt"	"Chr05"	42099486	42099486	3.72124509845984	0.140074281352522	0.745430963159743	0.999996699921271	3.7960198451794	3.51746904098365	3.61561965909027	3.92354554976115	1.01787418157927
"917"	"TRINITY_DN109461_c0_g1_i2"	"mfn2"	"Chr07"	54367204	54367204	0.534033182590961	-0.751275387555381	0.25407092124558	0.999996699921271	0.470459911960734	-0.00795491710130809	1.02640876485127	0.442496951606235	0.845376005009778
"919"	"TRINITY_DN109491_c0_g2_i1"	"cryab"	"Chr07"	74673791	74673791	5.22766179927407	0.0286565440183229	0.943143794587627	0.999996699921271	5.30004714841326	5.1367783330265	5.20608448186819	5.26304535014351	1.0030682776091
"920"	"TRINITY_DN109496_c0_g1_i1"	"myrfl"	"Chr03"	49824359	49824359	1.3723729788693	0.59050256304323	0.366304940571711	0.999996699921271	1.75547657246024	0.933521105213043	0.929192627447784	1.69649958853213	1.11604592121683
"926"	"TRINITY_DN109512_c0_g1_i1"	"atxn1l-like"	"Chr04"	63453722	63453722	2.35101311032192	0.653165833745254	0.275557511915393	0.999996699921271	2.48955808796195	2.96809468988747	1.84663852139019	1.76201307988586	1.1016671608068
"927"	"TRINITY_DN109528_c0_g2_i1"	"tmem181"	"Chr05"	42110260	42110260	2.42879390391114	0.335775808686095	0.684730481719753	0.999996699921271	0.184848610779158	3.26084837290886	2.16754723445895	2.61816721810927	0.974905174395806
"943"	"TRINITY_DN109605_c0_g1_i1"	"Xetrov90011311m"	"Chr04"	51075891	51075891	1.17581319622904	0.4749501625478	0.461995872250953	0.999996699921271	1.67343805562261	1.01117956793436	0.824949185546513	1.10398141009801	1.09762598430116
"945"	"TRINITY_DN109615_c0_g1_i1"	"rbm22"	"Chr06"	83130402	83130402	2.12420767865779	0.014541985187004	0.977807085831467	0.999996699921271	2.28377327902695	1.84797982294174	2.11325632529821	2.22391496056224	1.00091786005461
"948"	"TRINITY_DN109619_c0_g1_i1"	"numb"	"Chr08"	85758721	85758721	4.31661911680608	0.0882292705637811	0.827172685931911	0.999996699921271	4.47019911908991	4.38942422748135	4.25000163731417	4.13613896314461	1.01035546587402
"949"	"TRINITY_DN109621_c1_g1_i1"	"steap4"	"Chr06"	22511879	22511879	5.50836998090134	0.028815938071285	0.945381059076624	0.999996699921271	5.36682258703849	5.56036445237002	5.4868675440621	5.60739811060287	1.0026958866232
"956"	"TRINITY_DN109645_c0_g1_i1"	"LOC100489738"	"Chr08"	3381013	3381013	0.241772856907372	-0.37142906694848	0.625016461394743	0.999996699921271	0.334710582069217	0.466547540713249	0.492052906128024	-0.553492043445761	0.901399633486829
"957"	"TRINITY_DN109646_c1_g1_i3"	"timeless"	"Chr02"	135230911	135230911	2.67468303341853	0.289426852355499	0.553147189983842	0.999996699921271	2.59730529362559	2.78123001439142	2.45631203039183	2.83155918287859	1.04583701138568
"960"	"TRINITY_DN109669_c1_g2_i1"	"LOC100487326"	"Chr05"	46163937	46163937	3.13088541764438	0.203793679924894	0.654670415425347	0.999996699921271	2.97374711427199	3.02536570729029	2.97771831208214	3.47849291265337	1.02733832714093
"969"	"TRINITY_DN109706_c0_g1_i1"	"far1"	"Chr04"	8115536	8115536	1.61716897975239	0.542828598895218	0.421285790208207	0.999996699921271	0.864766218645921	2.32432444947368	1.20315244963437	1.61018878898638	1.08154160433592
"973"	"TRINITY_DN109721_c0_g2_i5"	"dnm2"	"Chr03"	127992323	127992323	7.40608772257769	0.745096675678667	0.189859978590566	0.999996699921271	7.2544468556531	8.09080531213125	6.81473013874407	7.13470839839985	1.06477912762059
"981"	"TRINITY_DN109774_c0_g1_i1"	"LOC100144947"	"Chr08"	50497124	50497124	2.45353675313007	-0.626686414074621	0.308722617944027	0.999996699921271	3.05158667864836	1.86202134065806	2.89002100104868	1.42033770259791	0.881126940387313
"984"	"TRINITY_DN109790_c0_g1_i1"	"fgfbp2"	"Chr01"	16906025	16906025	4.31409850487756	-0.197063002517881	0.618289366311273	0.999996699921271	4.41236311841631	4.11531756855797	4.45816823003009	4.24611735744346	0.975337050791751
"990"	"TRINITY_DN109831_c0_g1_i1"	"lin52"	"Chr08"	60829040	60829040	2.55966095006504	0.0698896903917825	0.888833020669392	0.999996699921271	2.61206128671354	2.29357219836035	2.50772516648278	2.7850417374489	1.00905143928343
"994"	"TRINITY_DN109844_c0_g1_i1"	"lclat1"	"Chr05"	3060827	3060827	1.17792916694719	0.586978957590873	0.378943236883969	0.999996699921271	1.75547657246024	1.22183884051293	0.741505461709351	0.826220443434591	1.11956241189051
"999"	"TRINITY_DN109879_c0_g1_i1"	"hnrnpab"	"Chr03"	21930410	21930410	5.32429830557865	0.0307194120287264	0.941449537290761	0.999996699921271	5.15895583419429	5.57322425524948	5.30143077134223	5.22724820015914	1.00205069898047
"1005"	"TRINITY_DN109901_c0_g1_i1"	"cldn2"	"Chr08"	16730244	16730244	1.75167636369413	0.251376952351942	0.708057945242143	0.999996699921271	2.42417114832371	1.83380029709138	1.56857176021763	0.763621505590109	1.02013517473264
"1010"	"TRINITY_DN109944_c0_g2_i1"	"myo1a"	"Chr02"	135888143	135888143	3.5173275459773	-0.0357168359151406	0.93216585938896	0.999996699921271	3.57284207920659	3.38759502301479	3.54354653723817	3.55903179651996	0.994856250588868
"1019"	"TRINITY_DN109976_c0_g1_i1"	"diexf"	"Chr05"	11505846	11505846	9.78578851741199	-0.274498577703947	0.584845803705572	0.999996699921271	9.92144877514693	9.85958107313189	9.98658826996689	9.27040657485077	0.977814211828908
"1032"	"TRINITY_DN110029_c0_g2_i1"	"LOC101733966"	"Chr07"	11943677	11943677	2.00510838028975	0.14368366255188	0.793077274321923	0.999996699921271	1.5864516644943	2.12913542098643	1.89892396163512	2.29203253539017	1.01863717323222
"1033"	"TRINITY_DN110034_c0_g1_i2"	"wrap73"	"Chr07"	93279117	93279117	1.80526506817948	0.358536655153806	0.563605636083995	0.999996699921271	1.70130580009328	2.4317859564987	1.5359238450211	1.2708136227827	1.05106725180046
"1034"	"TRINITY_DN110035_c0_g1_i1"	"atp9b"	"Chr06"	28091200	28091200	2.63809624316676	0.0775893281395371	0.895055259049894	0.999996699921271	3.31773727173896	1.91685941567396	2.5815646311334	2.40912912307094	0.994608373557809
"1036"	"TRINITY_DN110045_c0_g1_i1"	"synpo2l"	"Chr07"	52798616	52798616	3.040076666873	-0.0113551036449288	0.97974209796729	0.999996699921271	2.92730602738865	3.19025918669865	3.04886488036231	2.97660251163262	0.997395418983084
"1039"	"TRINITY_DN110053_c0_g1_i1"	"ppp2r5b"	"Chr04"	38324330	38324330	0.121476331218367	-0.233836168337878	0.765579193353166	0.999996699921271	-0.646132761473281	0.606569429721742	0.271830418505768	-0.140458652708464	0.915617519053334
"1051"	"TRINITY_DN110142_c0_g3_i1"	"rgs4"	"Chr04"	97912502	97912502	3.03593064903939	0.566147103849769	0.223759011623586	0.999996699921271	3.28127393482925	2.97457156942355	2.5974725329617	3.20577942023478	1.08890795321074
"1057"	"TRINITY_DN110156_c0_g1_i1"	"LOC100494836"	"Chr01"	164238376	164238376	4.56919916715216	-0.119337405257185	0.762726269365533	0.999996699921271	4.59428803375646	4.31991270879894	4.65722892539318	4.67815391948491	0.984798638485278
"1073"	"TRINITY_DN110252_c0_g2_i2"	"ppard"	"Chr02"	77328531	77328531	5.41891090703554	-0.0772156608900421	0.851829117738379	0.999996699921271	5.53111246742538	5.20446692495876	5.47615215387697	5.44360087290886	0.990905844994847
"1081"	"TRINITY_DN110285_c0_g2_i2"	"stx8"	"Chr10"	38945068	38945068	6.47999282522021	0.194495853585067	0.681810900365525	0.999996699921271	6.83435909020804	6.24772603501901	6.3318328000373	6.43414802881053	1.01737077413547
"1086"	"TRINITY_DN110308_c0_g1_i1"	"fut9"	"Chr05"	84948543	84948543	4.78757652334681	0.0327145930183013	0.933779881295248	0.999996699921271	4.68081706868224	4.90042110095083	4.76327885514324	4.79622323336681	1.0034672730761
"1087"	"TRINITY_DN110309_c0_g1_i1"	"tspan17"	"Chr03"	37787713	37787713	3.21682800286674	0.276696925276218	0.550415476769636	0.999996699921271	2.82968304498382	3.46783207057586	3.00779023574112	3.44895876875356	1.03614520288533
"1091"	"TRINITY_DN110331_c0_g1_i2"	"kiaa1324l"	"Chr03"	71543214	71543214	0.911439463223438	-0.0251895065048885	0.969138145720216	0.999996699921271	0.913230584044068	1.19989487296412	0.929192627447784	0.520288048862459	0.988804099088307
"1104"	"TRINITY_DN110399_c0_g1_i1"	"otub1"	"Chr04"	40799202	40799202	0.588662208298775	0.282711352825721	0.680955478009655	0.999996699921271	0.708765079856113	0.823012590642393	0.386139615651349	0.401969722140566	1.06386268313569
"1107"	"TRINITY_DN110426_c0_g3_i1"	"rhoq"	"Chr05"	16039061	16039061	0.618185187964146	-0.343655883567082	0.605387754763089	0.999996699921271	0.184848610779158	0.572817291617679	0.851724654246398	0.731273095567383	0.921237321372107
"1126"	"TRINITY_DN110520_c0_g1_i1"	"nhlrc3-like"	"Chr02"	147947765	147947765	1.36384889070014	-0.19564242320199	0.758611446150735	0.999996699921271	1.32503601312441	1.7304384268545	1.50251997354025	0.698182693835483	0.951328761701321
"1136"	"TRINITY_DN110622_c0_g1_i1"	"irf6.2"	"Chr05"	80381766	80381766	2.65770346742855	0.232758868882468	0.635322784907875	0.999996699921271	2.87932011165021	2.52298431863427	2.48224761172719	2.72058921255811	1.03668973756866
"1143"	"TRINITY_DN110680_c1_g2_i1"	"mlxip"	"Chr01"	153355295	153355295	1.64521784689979	-0.264950630866421	0.640420541378609	0.999996699921271	1.67343805562261	1.8194800233093	1.83326562268154	1.15364836151466	0.948232387412394
"1145"	"TRINITY_DN110701_c0_g2_i1"	"rps6ka1"	"Chr02"	51799984	51799984	0.223631156146622	-0.123862676744881	0.86880542274758	0.999996699921271	0.470459911960734	0.351822987013316	0.310948504939424	-0.332244486070727	0.962836113440622
"1155"	"TRINITY_DN110733_c0_g1_i1"	"vim"	"Chr06"	20321226	20321226	3.92834643648914	0.559153167621932	0.181838974166717	0.999996699921271	3.96071512598389	4.07670445735377	3.49341640973263	4.10491737119862	1.07744188447639
"1156"	"TRINITY_DN110733_c0_g2_i2"	"fkbp1b"	"Chr05"	141521362	141521362	8.90850167187208	-0.149439746893948	0.769054011843405	0.999996699921271	8.87873476160125	8.54647627617368	9.01908153592953	9.12595742394947	0.986695994804703
"1163"	"TRINITY_DN110773_c0_g1_i2"	"cabp7"	"Chr01"	132254155	132254155	2.45127404529373	-1.06267363224176	0.0755883555122488	0.999996699921271	2.89146705023678	1.51630324017908	3.15479514234769	1.46035926753081	0.824114067483288
"1164"	"TRINITY_DN110776_c1_g1_i3"	"tssc1"	"Chr05"	131098965	131098965	-0.0180779336899226	-0.253683361746326	0.737091775310295	0.999996699921271	-0.512093399391839	-0.113904856490777	0.147678705951153	0.227415951567645	0.926336491578051
"1165"	"TRINITY_DN110778_c0_g1_i1"	"kiaa0907"	"Chr08"	114734952	114734952	2.72513813604361	-0.116991565130913	0.803042771040465	0.999996699921271	2.80420903969342	2.75136655878617	2.81036087570511	2.51743091338118	0.981555038236642
"1168"	"TRINITY_DN110788_c1_g1_i1"	"coch-like"	"Chr08"	92887004	92887004	4.27998328297439	0.315427244248839	0.452249937023741	0.999996699921271	4.07695884004442	4.5777469116361	4.03904677594883	4.35627912484698	1.03869577783017
"1169"	"TRINITY_DN110790_c0_g1_i1"	"sub1"	"Chr01"	187102751	187102751	7.54611110872075	0.0869942523253588	0.861479111539431	0.999996699921271	7.7141556427352	7.3065877741703	7.48040810429136	7.64930856442887	1.00684633895219
"1172"	"TRINITY_DN110818_c0_g1_i1"	"foxd2"	"Chr04"	83888392	83888392	4.22847654394675	-0.0957700384287124	0.861801317742966	0.999996699921271	4.94835226146757	3.79868877633861	4.2994661206167	3.41372028479086	0.969111370745121
"1173"	"TRINITY_DN110831_c0_g1_i1"	"adh5"	"Chr01"	65460801	65460801	1.12190201982025	1.60086977602799	0.0460870417693593	0.999996699921271	0.652776631088626	1.03616375829785	-0.138156558565863	2.05122706328874	1.39314605030599
"1174"	"TRINITY_DN110840_c0_g1_i1"	"LOC100170445"	"Chr05"	104344922	104344922	2.8039417883217	0.00142503863898543	0.997578338306622	0.999996699921271	2.55210955728366	2.88113718423196	2.80351964473798	2.94168571775117	0.998162892208296
"1175"	"TRINITY_DN110842_c0_g1_i2"	"tmem8a-like"	"Chr09"	9110386	9110386	4.45249719575406	-0.0458011384253273	0.908540391399679	0.999996699921271	4.59056754927663	4.3942634950683	4.48620845881634	4.32681350626948	0.993986242468563
"1176"	"TRINITY_DN110843_c0_g1_i1"	"rnf223"	"Chr07"	79118199	79118199	2.36581585213121	-0.000981080064724645	0.998476847315036	0.999996699921271	2.47348707846394	2.04547455363356	2.36632962818114	2.53627755977198	0.997580366945668
