gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue
TRINITY_DN103204_c0_g1_i1	NA	NA	NA	NA	-0.696269092	unbias	0.500679938	Brain_mean
TRINITY_DN103204_c0_g2_i1	LOC100492776	Chr03	115572224	115572224	0.389599645	unbias	0.707202101	Brain_mean
TRINITY_DN103209_c0_g3_i2	rab25	Chr08	111876972	111876972	-0.13244001	unbias	0.142706311	Ovary_mean
TRINITY_DN103214_c0_g1_i1	rprd1a	Chr10	30962480	30962480	0.062430536	unbias	0.465885075	Brain_mean
TRINITY_DN103217_c0_g2_i1	NA	NA	NA	NA	-0.027886884	unbias	0.855413932	Brain_mean
TRINITY_DN103227_c0_g1_i1	NA	NA	NA	NA	-0.095743724	unbias	0.593196589	Brain_mean
TRINITY_DN103236_c0_g2_i1	NA	NA	NA	NA	0.043470377	unbias	0.141307059	Brain_mean
TRINITY_DN103242_c0_g1_i1	NA	NA	NA	NA	-0.149386731	unbias	0.877894971	Brain_mean
TRINITY_DN103267_c0_g1_i1	NA	NA	NA	NA	0.404303894	unbias	0.373449412	Brain_mean
TRINITY_DN103274_c0_g1_i1	NA	NA	NA	NA	0.167387395	unbias	0.851579003	Brain_mean
TRINITY_DN103284_c0_g1_i2	NA	NA	NA	NA	-0.103049228	unbias	0.404689827	Liver_mean
TRINITY_DN103303_c0_g1_i2	NA	NA	NA	NA	-0.215949092	unbias	0.322745401	Brain_mean
TRINITY_DN103324_c0_g1_i1	NA	NA	NA	NA	0.413019102	unbias	0.294889435	Brain_mean
TRINITY_DN103326_c0_g2_i1	NA	NA	NA	NA	0.466085132	unbias	0.549952213	Brain_mean
TRINITY_DN103334_c0_g1_i1	NA	NA	NA	NA	0.182516402	unbias	0.321827147	Brain_mean
TRINITY_DN103381_c0_g1_i1	NA	NA	NA	NA	0.661269942	unbias	0.765055887	Brain_mean
TRINITY_DN103422_c0_g2_i1	NA	NA	NA	NA	-0.050564752	unbias	0.885539575	Brain_mean
TRINITY_DN103424_c0_g1_i1	LOC101732042-like	scaffold_534	21044	21044	0.187326125	unbias	0.499521533	Brain_mean
TRINITY_DN103426_c0_g2_i1	pptc7	Chr01	154213561	154213561	-0.054028554	unbias	0.947011617	Brain_mean
TRINITY_DN103432_c0_g1_i1	rabgef1	Chr02	44396284	44396284	-0.634867531	unbias	0.818213324	Brain_mean
TRINITY_DN103461_c0_g2_i2	NA	NA	NA	NA	-0.104376784	unbias	0.50578607	Brain_mean
TRINITY_DN103479_c0_g1_i1	NA	NA	NA	NA	-0.293185281	unbias	0.927631808	Brain_mean
TRINITY_DN103496_c0_g1_i1	NA	NA	NA	NA	-0.020799613	unbias	0.339739472	G43_F_mean
TRINITY_DN103500_c0_g1_i1	NA	NA	NA	NA	-0.077244609	unbias	0.283480735	Ovary_mean
TRINITY_DN103501_c0_g1_i1	tcaim	Chr06	73768399	73768399	-0.173677541	unbias	0.612779306	Brain_mean
TRINITY_DN103502_c0_g1_i1	NA	NA	NA	NA	0.950784049	unbias	0.467019633	G43_F_mean
TRINITY_DN103509_c0_g1_i1	NA	NA	NA	NA	-0.480266556	unbias	0.632057413	G23_mean
TRINITY_DN103511_c0_g1_i2	NA	NA	NA	NA	0.010507241	unbias	0.497091624	Brain_mean
TRINITY_DN103526_c0_g1_i1	rnf38	Chr01	97731465	97731465	-0.010492424	unbias	0.601049357	Ovary_mean
TRINITY_DN103537_c0_g1_i1	NA	NA	NA	NA	-0.072678839	unbias	0.473927077	Ovary_mean
TRINITY_DN103537_c0_g2_i1	NA	NA	NA	NA	-0.599412204	unbias	0.357995971	Testis_mean
TRINITY_DN103541_c0_g2_i1	NA	NA	NA	NA	0.156755994	unbias	0.946003264	Brain_mean
TRINITY_DN103544_c0_g1_i2	NA	NA	NA	NA	0.104758381	unbias	0.432859496	Brain_mean
TRINITY_DN103545_c0_g1_i1	nfya	Chr02	63022526	63022526	0.21089642	unbias	0.78997858	Brain_mean
TRINITY_DN103549_c0_g1_i1	NA	NA	NA	NA	0.166712557	unbias	0.287912192	Ovary_mean
TRINITY_DN103555_c0_g1_i1	NA	NA	NA	NA	-0.136706291	unbias	0.725720183	Brain_mean
TRINITY_DN103557_c0_g2_i2	NA	NA	NA	NA	-0.025534865	unbias	0.303549566	Ovary_mean
TRINITY_DN103557_c0_g3_i1	NA	NA	NA	NA	-0.051748694	unbias	0.303562803	Ovary_mean
TRINITY_DN103558_c0_g1_i1	NA	NA	NA	NA	-0.087102877	unbias	0.251870845	G27_mean
TRINITY_DN103565_c0_g1_i1	NA	NA	NA	NA	-0.240737496	unbias	0.516075377	Ovary_mean
TRINITY_DN103567_c0_g1_i1	NA	NA	NA	NA	-0.016763446	unbias	0.204788318	Ovary_mean
TRINITY_DN103571_c0_g2_i2	NA	NA	NA	NA	0.399840718	unbias	0.888331971	Brain_mean
TRINITY_DN103584_c0_g2_i1	ctdspl2	Chr03	115925040	115925040	1.584422594	unbias	0.597186521	G43_M_mean
TRINITY_DN103598_c0_g1_i1	NA	NA	NA	NA	-0.068386732	unbias	0.556103523	Brain_mean
TRINITY_DN103614_c0_g2_i2	Xetrov90008423m	Chr03	76840268	76840268	0.800313359	unbias	0.85152229	Brain_mean
TRINITY_DN103615_c0_g1_i1	NA	NA	NA	NA	0.168016868	unbias	0.172768343	G27_mean
TRINITY_DN103618_c0_g1_i1	NA	NA	NA	NA	-0.146705033	unbias	0.611846533	Brain_mean
TRINITY_DN103621_c0_g1_i2	NA	NA	NA	NA	0.006118786	unbias	0.656361493	Ovary_mean
TRINITY_DN103622_c0_g3_i3	tmem231	Chr04	66691879	66691879	-0.015376883	unbias	0.490328287	Ovary_mean
TRINITY_DN103624_c0_g1_i1	NA	NA	NA	NA	0.27087575	unbias	0.660329423	Brain_mean
TRINITY_DN103630_c0_g1_i1	NA	NA	NA	NA	-0.023232941	unbias	0.294095878	Brain_mean
TRINITY_DN103631_c0_g1_i1	NA	NA	NA	NA	-0.408049931	unbias	0.468484196	G43_M_mean
TRINITY_DN103637_c0_g1_i1	NA	NA	NA	NA	0.501679665	unbias	0.557196878	Ovary_mean
TRINITY_DN103638_c0_g1_i1	itpk1	Chr08	66595637	66595637	-0.28966794	unbias	0.65671275	Brain_mean
TRINITY_DN103653_c0_g1_i1	NA	NA	NA	NA	-0.121045797	unbias	0.765978192	Brain_mean
TRINITY_DN103657_c0_g2_i2	NA	NA	NA	NA	-0.187532187	unbias	0.863685052	Brain_mean
TRINITY_DN103658_c0_g1_i1	NA	NA	NA	NA	0.002385008	unbias	0.14778659	G23_mean
TRINITY_DN103662_c0_g1_i1	NA	NA	NA	NA	-0.019701821	unbias	0.41493569	Liver_mean
TRINITY_DN103664_c1_g1_i1	parn	Chr09	32014809	32014809	0.205173269	unbias	0.416269511	G43_F_mean
TRINITY_DN103666_c0_g1_i1	NA	NA	NA	NA	0.075055369	unbias	0.740506087	Brain_mean
TRINITY_DN103677_c1_g1_i1	NA	NA	NA	NA	0.069187818	unbias	0.676025314	Brain_mean
TRINITY_DN103679_c0_g1_i1	NA	NA	NA	NA	-0.440473425	unbias	0.844547578	Ovary_mean
TRINITY_DN103688_c0_g1_i1	NA	NA	NA	NA	-0.086724513	unbias	0.424854481	Brain_mean
TRINITY_DN103698_c0_g1_i1	NA	NA	NA	NA	-0.4686178	unbias	0.667717713	Brain_mean
TRINITY_DN103706_c0_g3_i1	NA	NA	NA	NA	-0.283289415	unbias	0.512153567	G27_mean
TRINITY_DN103714_c0_g1_i2	NA	NA	NA	NA	-0.004963454	unbias	0.10765998	Liver_mean
TRINITY_DN103714_c0_g2_i1	NA	NA	NA	NA	0.288212426	unbias	0.438118863	Liver_mean
TRINITY_DN103720_c0_g1_i2	NA	NA	NA	NA	0.54480701	unbias	0.446706954	Ovary_mean
TRINITY_DN103727_c0_g1_i1	NA	NA	NA	NA	-0.245350499	unbias	0.412840436	G23_mean
TRINITY_DN103730_c0_g1_i1	sftpc	Chr03	119317068	119317068	0.115095487	unbias	0.741661764	Brain_mean
TRINITY_DN103730_c0_g3_i1	NA	NA	NA	NA	-0.150506405	unbias	0.927273101	Brain_mean
TRINITY_DN103730_c0_g4_i1	NA	NA	NA	NA	0.172063039	unbias	0.861154148	Brain_mean
TRINITY_DN103733_c0_g2_i1	NA	NA	NA	NA	-0.077023008	unbias	0.103378309	G27_mean
TRINITY_DN103744_c0_g1_i2	NA	NA	NA	NA	0.027337207	unbias	0.145671447	G23_mean
TRINITY_DN103766_c0_g1_i1	NA	NA	NA	NA	-0.20437896	unbias	0.766391095	Brain_mean
TRINITY_DN103769_c0_g1_i1	NA	NA	NA	NA	0.003781439	unbias	0.141186226	Testis_mean
TRINITY_DN103775_c0_g2_i1	NA	NA	NA	NA	0.254316957	unbias	0.744497581	Brain_mean
TRINITY_DN103778_c0_g3_i1	NA	NA	NA	NA	-0.413995845	unbias	0.824339708	Brain_mean
TRINITY_DN103781_c0_g2_i1	NA	NA	NA	NA	1.081876556	unbias	0.626236513	Brain_mean
TRINITY_DN103783_c0_g1_i1	plekha2	Chr03	121580427	121580427	0.187634278	unbias	0.454331592	Ovary_mean
TRINITY_DN103787_c0_g1_i1	NA	NA	NA	NA	-0.098715505	unbias	0.340092944	Brain_mean
TRINITY_DN103789_c0_g2_i1	hspe1	Chr09	38204917	38204917	0.019040789	unbias	0.69811166	Brain_mean
TRINITY_DN103795_c0_g1_i3	NA	NA	NA	NA	0.438533201	unbias	0.184532014	G43_F_mean
TRINITY_DN103797_c0_g1_i1	NA	NA	NA	NA	-0.06083828	unbias	0.751074592	Brain_mean
TRINITY_DN103802_c0_g1_i1	NA	NA	NA	NA	-0.023574178	unbias	0.510991825	Brain_mean
TRINITY_DN103812_c0_g1_i2	NA	NA	NA	NA	-0.111779097	unbias	0.281789859	G46_F_mean
TRINITY_DN103813_c0_g1_i1	NA	NA	NA	NA	-0.153394994	unbias	0.312051645	G43_F_mean
TRINITY_DN103830_c0_g1_i1	NA	NA	NA	NA	0.48449719	unbias	0.620085212	Brain_mean
TRINITY_DN103832_c0_g1_i1	NA	NA	NA	NA	-0.270411006	unbias	0.291040231	G43_F_mean
TRINITY_DN103833_c0_g1_i1	NA	NA	NA	NA	0.031139012	unbias	0.129424969	Brain_mean
TRINITY_DN103834_c0_g11_i1	NA	NA	NA	NA	-0.252234394	unbias	0.507100633	Brain_mean
TRINITY_DN103834_c0_g12_i1	NA	NA	NA	NA	0.453643642	unbias	0.534394986	G46_F_mean
TRINITY_DN103834_c0_g13_i1	NA	NA	NA	NA	0.084828113	unbias	0.337424341	Ovary_mean
TRINITY_DN103834_c0_g1_i1	NA	NA	NA	NA	-0.595026048	unbias	0.708674501	Ovary_mean
TRINITY_DN103834_c0_g2_i1	NA	NA	NA	NA	-0.521566687	unbias	0.572016362	Ovary_mean
TRINITY_DN103834_c0_g3_i1	NA	NA	NA	NA	-0.735875823	unbias	0.492756494	Ovary_mean
TRINITY_DN103834_c0_g4_i1	kng1	Chr05	98079238	98079238	-0.721980502	unbias	0.520487005	G46_F_mean
TRINITY_DN103834_c0_g5_i1	NA	NA	NA	NA	-1.783831861	unbias	0.325057926	Brain_mean
TRINITY_DN103834_c0_g6_i1	NA	NA	NA	NA	0.241388396	unbias	0.501984219	Brain_mean
TRINITY_DN103834_c0_g7_i1	NA	NA	NA	NA	0.187539209	unbias	0.314832895	Brain_mean
TRINITY_DN103834_c0_g8_i1	NA	NA	NA	NA	-0.319976717	unbias	0.637590788	Brain_mean
TRINITY_DN103834_c0_g9_i1	NA	NA	NA	NA	-0.092306176	unbias	0.332019357	Brain_mean
TRINITY_DN103838_c0_g1_i1	rap2b	Chr05	105840621	105840621	0.444160707	unbias	0.745128049	Ovary_mean
TRINITY_DN103851_c0_g1_i1	NA	NA	NA	NA	0.650337093	unbias	0.100680542	Brain_mean
TRINITY_DN103874_c0_g1_i1	NA	NA	NA	NA	-0.352980713	unbias	0.808977275	Brain_mean
TRINITY_DN103882_c0_g1_i1	sftpb	Chr03	108508881	108508881	0.038061723	unbias	0.431736201	Ovary_mean
TRINITY_DN103890_c0_g1_i2	cisd2	Chr01	64144545	64144545	-0.075678349	unbias	0.671118945	Brain_mean
TRINITY_DN103891_c0_g1_i1	gpm6a	Chr01	38740647	38740647	0.774243963	unbias	0.452501156	Brain_mean
TRINITY_DN103897_c0_g2_i1	NA	NA	NA	NA	0.493412369	unbias	0.853466082	Ovary_mean
TRINITY_DN103897_c0_g3_i1	NA	NA	NA	NA	-0.047114516	unbias	0.880870639	Ovary_mean
TRINITY_DN103898_c0_g1_i1	NA	NA	NA	NA	-0.090681972	unbias	0.58323093	Brain_mean
TRINITY_DN103905_c0_g1_i1	lgals3	Chr08	84391789	84391789	-0.340859468	unbias	0.642187455	Ovary_mean
TRINITY_DN103912_c0_g1_i1	NA	NA	NA	NA	-0.053018255	unbias	0.414787075	Brain_mean
TRINITY_DN103916_c0_g1_i1	NA	NA	NA	NA	-0.694623712	unbias	0.475482349	G46_M_mean
TRINITY_DN103926_c0_g1_i1	cpb1	Chr05	118699094	118699094	-0.054822548	unbias	0.79869159	Brain_mean
TRINITY_DN103926_c0_g2_i1	LOC101734521	Chr02	68306981	68306981	-1.152089816	unbias	0.940029746	Brain_mean
TRINITY_DN103928_c0_g1_i1	NA	NA	NA	NA	0.671274995	unbias	0.560498058	Brain_mean
TRINITY_DN103941_c0_g1_i1	riok3	Chr06	94003102	94003102	0.041830163	unbias	0.742689977	Brain_mean
TRINITY_DN103964_c0_g1_i1	NA	NA	NA	NA	0.228653839	unbias	0.37185441	G43_F_mean
TRINITY_DN103974_c0_g2_i1	NA	NA	NA	NA	-0.109343725	unbias	0.359947617	G23_mean
TRINITY_DN103986_c0_g1_i1	tomm70a	Chr02	30459944	30459944	0.162021784	unbias	0.329670222	Brain_mean
TRINITY_DN103989_c0_g1_i1	NA	NA	NA	NA	-0.071321164	unbias	0.253272654	Ovary_mean
TRINITY_DN103991_c0_g1_i2	LOC100495008	Chr03	108786817	108786817	-0.102184597	unbias	0.570352717	Brain_mean
TRINITY_DN104004_c0_g1_i1	NA	NA	NA	NA	-0.217456101	unbias	0.441820982	Brain_mean
TRINITY_DN104012_c0_g1_i1	pex13	Chr05	27643747	27643747	-0.152894117	unbias	0.376675843	Brain_mean
TRINITY_DN104015_c0_g1_i1	purg	Chr01	78613871	78613871	-0.169763864	unbias	0.971818651	Brain_mean
TRINITY_DN104020_c2_g1_i1	NA	NA	NA	NA	0.241959292	unbias	0.561423819	Ovary_mean
TRINITY_DN104027_c0_g1_i1	NA	NA	NA	NA	0.17831439	unbias	0.519930826	G43_M_mean
TRINITY_DN104055_c0_g1_i1	NA	NA	NA	NA	0.061709646	unbias	0.802810551	Brain_mean
TRINITY_DN104076_c0_g1_i1	NA	NA	NA	NA	0.279078589	unbias	0.868414376	Brain_mean
TRINITY_DN104090_c1_g2_i1	NA	NA	NA	NA	0.221841868	unbias	0.264123166	G23_mean
TRINITY_DN104096_c0_g1_i1	NA	NA	NA	NA	-0.102427877	unbias	0.826500705	Brain_mean
TRINITY_DN104119_c0_g1_i2	NA	NA	NA	NA	-0.609128369	unbias	0.883652461	Brain_mean
TRINITY_DN104122_c0_g1_i2	Xetrov90012204m	Chr04	101936590	101936590	-0.281351894	unbias	0.647461689	Brain_mean
TRINITY_DN104136_c0_g1_i1	slc1a4	Chr05	29322142	29322142	-0.113738054	unbias	0.839564609	Ovary_mean
TRINITY_DN104155_c0_g1_i1	NA	NA	NA	NA	0.105327556	unbias	0.302755196	Testis_mean
TRINITY_DN104156_c0_g1_i3	NA	NA	NA	NA	-0.068897707	unbias	0.314139398	Ovary_mean
TRINITY_DN104173_c0_g1_i1	NA	NA	NA	NA	0.460993497	unbias	0.258729367	Testis_mean
TRINITY_DN104183_c0_g1_i2	NA	NA	NA	NA	-0.141173194	unbias	0.945514255	Brain_mean
TRINITY_DN104195_c0_g1_i2	NA	NA	NA	NA	-0.250445808	unbias	0.483412647	Brain_mean
TRINITY_DN104201_c0_g1_i1	NA	NA	NA	NA	-0.052466807	unbias	0.759662628	Brain_mean
TRINITY_DN104207_c0_g1_i1	timeless	Chr02	135230911	135230911	-0.022687936	unbias	0.692934562	Ovary_mean
TRINITY_DN104233_c0_g1_i1	NA	NA	NA	NA	-0.165107831	unbias	0.744739687	Brain_mean
TRINITY_DN104240_c0_g1_i1	ash2l	Chr03	121811170	121811170	-0.060510416	unbias	0.222010423	Ovary_mean
TRINITY_DN104242_c0_g1_i1	dtx1	Chr01	132610525	132610525	-0.327665724	unbias	0.826015027	Brain_mean
TRINITY_DN104252_c0_g2_i1	NA	NA	NA	NA	0.194533241	unbias	0.831532544	Brain_mean
TRINITY_DN104252_c0_g4_i1	NA	NA	NA	NA	0.528796451	unbias	0.878826228	Brain_mean
TRINITY_DN104253_c0_g1_i1	NA	NA	NA	NA	0.136603204	unbias	0.340565004	Brain_mean
TRINITY_DN104265_c1_g1_i1	NA	NA	NA	NA	0.329532718	unbias	0.833894716	Brain_mean
TRINITY_DN104278_c0_g1_i1	NA	NA	NA	NA	0.524849913	unbias	0.957143772	Brain_mean
TRINITY_DN104287_c0_g1_i1	NA	NA	NA	NA	-0.608643171	unbias	0.815572293	Brain_mean
TRINITY_DN104287_c1_g1_i1	dscam	Chr02	6877719	6877719	-0.049297995	unbias	0.476666531	Brain_mean
TRINITY_DN104289_c0_g1_i1	fbxo5	Chr05	43924617	43924617	-0.38039763	unbias	0.926393195	Brain_mean
TRINITY_DN104301_c0_g1_i1	NA	NA	NA	NA	-0.212398766	unbias	0.892094686	Brain_mean
TRINITY_DN104321_c0_g1_i1	NA	NA	NA	NA	0.378667915	unbias	0.913061242	Brain_mean
TRINITY_DN104331_c0_g1_i1	NA	NA	NA	NA	0.338155498	unbias	0.130668138	G43_F_mean
TRINITY_DN104334_c0_g1_i1	LOC100492277-like	Chr02	133431396	133431396	0.18715905	unbias	0.364539829	Ovary_mean
TRINITY_DN104337_c0_g1_i1	NA	NA	NA	NA	0.117379728	unbias	0.3847409	Brain_mean
TRINITY_DN104339_c0_g1_i2	abhd8	Chr01	101190060	101190060	-0.066946312	unbias	0.437249278	Ovary_mean
TRINITY_DN104353_c0_g1_i3	NA	NA	NA	NA	-0.187963475	unbias	0.758821382	Brain_mean
TRINITY_DN104354_c0_g1_i5	NA	NA	NA	NA	-0.654812891	unbias	0.352067237	Ovary_mean
TRINITY_DN104356_c0_g1_i3	NA	NA	NA	NA	0.264244136	unbias	0.497339577	Ovary_mean
TRINITY_DN104357_c0_g1_i2	NA	NA	NA	NA	0.163235984	unbias	0.352443555	G46_M_mean
TRINITY_DN104365_c0_g2_i1	NA	NA	NA	NA	-0.256003042	unbias	0.479528903	Ovary_mean
TRINITY_DN104365_c0_g3_i1	NA	NA	NA	NA	0.051770464	unbias	0.427805534	Ovary_mean
TRINITY_DN104383_c0_g4_i1	NA	NA	NA	NA	-0.085631126	unbias	0.694805292	Ovary_mean
TRINITY_DN104389_c0_g2_i1	NA	NA	NA	NA	-0.136382262	unbias	0.925603095	Brain_mean
TRINITY_DN104390_c0_g1_i1	slc35d3	Chr05	62013746	62013746	-0.043390269	unbias	0.711184775	Brain_mean
TRINITY_DN104402_c0_g1_i1	fam84a	Chr05	135915687	135915687	-0.469468467	unbias	0.386839757	Brain_mean
TRINITY_DN104410_c0_g1_i1	NA	NA	NA	NA	0.699320994	unbias	0.926954817	Brain_mean
TRINITY_DN104410_c0_g2_i1	eef1b2	Chr09	48465675	48465675	0.101744477	unbias	0.474194637	G46_F_mean
TRINITY_DN104414_c0_g2_i1	NA	NA	NA	NA	1.165562935	unbias	0.51207149	Brain_mean
TRINITY_DN104420_c0_g1_i1	Xetrov90030845m	scaffold_909	44775	44775	0.019932692	unbias	0.503685513	Brain_mean
TRINITY_DN104428_c0_g1_i2	NA	NA	NA	NA	0.125755877	unbias	0.31409969	G23_mean
TRINITY_DN104434_c0_g2_i1	NA	NA	NA	NA	-0.419982412	unbias	0.79540516	Ovary_mean
TRINITY_DN104436_c0_g1_i1	NA	NA	NA	NA	-0.334369297	unbias	0.745717217	Testis_mean
TRINITY_DN104457_c0_g2_i1	NA	NA	NA	NA	-1.087032141	unbias	0.457420178	Brain_mean
TRINITY_DN104464_c0_g1_i1	ramp3	Chr06	67957827	67957827	-0.050823038	unbias	0.284610212	G23_mean
TRINITY_DN104490_c0_g1_i1	NA	NA	NA	NA	-0.656310657	unbias	0.511601913	Brain_mean
TRINITY_DN104490_c0_g2_i1	ufsp2	Chr01	35235940	35235940	0.23901595	unbias	0.569550815	Brain_mean
TRINITY_DN104508_c0_g2_i3	NA	NA	NA	NA	-0.119324377	unbias	0.268226245	Ovary_mean
TRINITY_DN104527_c0_g1_i1	NA	NA	NA	NA	-0.309415369	unbias	0.289440306	Ovary_mean
TRINITY_DN104532_c0_g1_i1	f2rl1-like	Chr01	164954524	164954524	-0.037216652	unbias	0.321829688	Testis_mean
TRINITY_DN104545_c0_g1_i1	isyna1	Chr01	87331353	87331353	-0.247072274	unbias	0.925409566	Brain_mean
TRINITY_DN104550_c0_g2_i1	NA	NA	NA	NA	0.135593955	unbias	0.542801631	Ovary_mean
TRINITY_DN104558_c0_g2_i1	NA	NA	NA	NA	0.134437998	unbias	0.933105575	Brain_mean
TRINITY_DN104580_c0_g1_i1	NA	NA	NA	NA	-0.079403188	unbias	0.201685913	G23_mean
TRINITY_DN104583_c0_g1_i1	NA	NA	NA	NA	0.235133603	unbias	0.40988858	Brain_mean
TRINITY_DN104654_c0_g1_i1	NA	NA	NA	NA	-0.455083791	unbias	0.632622506	Ovary_mean
TRINITY_DN104656_c0_g1_i1	NA	NA	NA	NA	0.094182297	unbias	0.503031483	Brain_mean
TRINITY_DN104658_c0_g2_i1	NA	NA	NA	NA	0.197187253	unbias	0.732932	Ovary_mean
TRINITY_DN104667_c0_g1_i3	NA	NA	NA	NA	0.194437614	unbias	0.441723031	Brain_mean
TRINITY_DN104677_c0_g2_i1	NA	NA	NA	NA	-0.238016868	unbias	0.151308922	G27_mean
TRINITY_DN104694_c0_g1_i1	NA	NA	NA	NA	0.115719316	unbias	0.353449949	Ovary_mean
TRINITY_DN104699_c0_g2_i1	NA	NA	NA	NA	-0.00423387	unbias	0.343815093	Ovary_mean
TRINITY_DN104719_c0_g1_i2	NA	NA	NA	NA	-0.456979823	unbias	0.135493302	Brain_mean
TRINITY_DN104721_c0_g1_i1	LOC100489738	Chr08	3381013	3381013	0.119049661	unbias	0.711083498	Brain_mean
TRINITY_DN104732_c0_g1_i1	NA	NA	NA	NA	-0.293160032	unbias	0.590242833	G43_M_mean
TRINITY_DN104737_c1_g1_i2	NA	NA	NA	NA	0.069817964	unbias	0.26998142	Brain_mean
TRINITY_DN104740_c0_g1_i2	NA	NA	NA	NA	-0.204735726	unbias	0.428153923	Ovary_mean
TRINITY_DN104751_c0_g1_i2	NA	NA	NA	NA	-0.179644067	unbias	0.383417863	Ovary_mean
TRINITY_DN104757_c0_g1_i1	NA	NA	NA	NA	0.516977169	unbias	0.554744537	G23_mean
TRINITY_DN104758_c0_g2_i1	NA	NA	NA	NA	-0.110908711	unbias	0.925790338	Brain_mean
TRINITY_DN104762_c0_g1_i2	NA	NA	NA	NA	-0.047133605	unbias	0.137435962	Brain_mean
TRINITY_DN104778_c0_g1_i1	LOC100496487	Chr10	35579404	35579404	0.65132928	unbias	0.424937512	G27_mean
TRINITY_DN104783_c1_g1_i1	NA	NA	NA	NA	-0.464657499	unbias	0.446792495	Testis_mean
TRINITY_DN104796_c0_g1_i1	gtf3a	Chr02	152494862	152494862	0.268405043	unbias	0.909555999	Brain_mean
TRINITY_DN104801_c0_g1_i1	NA	NA	NA	NA	-0.111732337	unbias	0.523571394	Brain_mean
TRINITY_DN104805_c0_g2_i1	NA	NA	NA	NA	0.189223414	unbias	0.631227934	G43_F_mean
TRINITY_DN104807_c0_g1_i1	NA	NA	NA	NA	0.203243472	unbias	0.917293057	Brain_mean
TRINITY_DN104812_c0_g1_i2	NA	NA	NA	NA	-0.184670163	unbias	0.403657192	Ovary_mean
TRINITY_DN104814_c0_g1_i1	NA	NA	NA	NA	0.243112395	unbias	0.581972082	G43_F_mean
TRINITY_DN104835_c0_g1_i2	NA	NA	NA	NA	-0.222790323	unbias	0.225475585	G46_F_mean
TRINITY_DN104838_c0_g1_i1	NA	NA	NA	NA	-0.068121295	unbias	0.744429372	Ovary_mean
TRINITY_DN104867_c0_g1_i4	NA	NA	NA	NA	0.210808605	unbias	0.372031521	G23_mean
TRINITY_DN104874_c0_g2_i2	polq	scaffold_85	181493	181493	-0.035190719	unbias	0.144418349	Testis_mean
TRINITY_DN104895_c0_g1_i1	epor	Chr03	129216492	129216492	0.039083811	unbias	0.88487487	Brain_mean
TRINITY_DN104895_c0_g2_i1	NA	NA	NA	NA	0.743819426	unbias	0.688526123	Brain_mean
TRINITY_DN104905_c0_g1_i1	st3gal6	Chr02	23604370	23604370	-0.144638835	unbias	0.931172421	Brain_mean
TRINITY_DN104906_c0_g1_i1	NA	NA	NA	NA	0.225867771	unbias	0.363758766	Ovary_mean
TRINITY_DN104912_c0_g2_i1	NA	NA	NA	NA	0.522680095	unbias	0.290383197	Brain_mean
TRINITY_DN104919_c0_g1_i1	NA	NA	NA	NA	-0.143039673	unbias	0.090994078	Testis_mean
TRINITY_DN104926_c0_g1_i1	NA	NA	NA	NA	0.230718944	unbias	0.842030171	Brain_mean
TRINITY_DN104942_c0_g1_i2	rnf182	Chr06	86040381	86040381	0.094966348	unbias	0.319365462	Ovary_mean
TRINITY_DN104972_c0_g1_i2	oaf-like	Chr07	87281103	87281103	-0.049913298	unbias	0.096162953	G27_mean
TRINITY_DN104974_c0_g1_i1	NA	NA	NA	NA	0.306301495	unbias	0.955866965	Brain_mean
TRINITY_DN105001_c1_g3_i2	ide	Chr07	17348073	17348073	-0.008295209	unbias	0.222293712	Brain_mean
TRINITY_DN105017_c0_g1_i1	NA	NA	NA	NA	0.383015199	unbias	0.578910237	Brain_mean
TRINITY_DN105018_c0_g1_i2	NA	NA	NA	NA	-0.500187317	unbias	0.917237199	Brain_mean
TRINITY_DN105027_c0_g1_i1	NA	NA	NA	NA	-0.012882199	unbias	0.352515012	Brain_mean
TRINITY_DN105030_c0_g1_i1	NA	NA	NA	NA	-0.622221658	unbias	0.867713033	Brain_mean
TRINITY_DN105032_c0_g1_i1	NA	NA	NA	NA	0.211953613	unbias	0.531337796	Brain_mean
TRINITY_DN105039_c0_g1_i1	NA	NA	NA	NA	0.303070285	unbias	0.436348038	G43_M_mean
TRINITY_DN105042_c0_g2_i1	NA	NA	NA	NA	0.111480099	unbias	0.380920659	G46_M_mean
TRINITY_DN105042_c1_g1_i2	NA	NA	NA	NA	-0.217354908	unbias	0.353865477	G46_M_mean
TRINITY_DN105060_c0_g2_i3	NA	NA	NA	NA	-0.107495584	unbias	0.567829549	Brain_mean
TRINITY_DN105061_c0_g1_i1	NA	NA	NA	NA	-0.025588577	unbias	0.313152621	G43_M_mean
TRINITY_DN105062_c0_g1_i1	NA	NA	NA	NA	-0.00623569	unbias	0.944509504	Brain_mean
TRINITY_DN105074_c0_g4_i1	NA	NA	NA	NA	0.146541879	unbias	0.852610939	Brain_mean
TRINITY_DN105095_c0_g1_i1	cldn23	Chr01	91515319	91515319	-0.264763197	unbias	0.695444768	Brain_mean
TRINITY_DN105106_c0_g1_i2	ndnf	Chr01	62015214	62015214	0.745824661	unbias	0.328142969	Brain_mean
TRINITY_DN105117_c0_g1_i1	NA	NA	NA	NA	0.491679344	unbias	0.820837774	Brain_mean
TRINITY_DN105118_c0_g1_i1	NA	NA	NA	NA	0.066265211	unbias	0.40766242	Brain_mean
