gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN109331_c0_g1_i1	cobll1	Chr09	65672097	65672097	-0.053659529	unbias	0.249059109	Ovary_mean	0.022	0.0175	0.7944
TRINITY_DN109423_c0_g1_i2	NA	NA	NA	NA	-0.193315257	unbias	0.286800666	G43_F_mean	0.1955	0.2882	1.4741
TRINITY_DN109424_c0_g2_i2	NA	NA	NA	NA	1.271863073	unbias	0.567522856	Testis_mean	0.0755	0.1195	1.5831
TRINITY_DN109430_c0_g5_i1	NA	NA	NA	NA	-0.316379738	unbias	0.565408613	Ovary_mean	0.165	0.2426	1.4703
TRINITY_DN109454_c0_g1_i2	gfi1	Chr04	94313429	94313429	-0.120455573	unbias	0.263110565	Ovary_mean	0.2116	0.3049	1.4406
TRINITY_DN109459_c0_g1_i1	NA	NA	NA	NA	-0.0481418	unbias	0.409106994	Brain_mean	0.0437	0.0557	1.2764
TRINITY_DN109463_c0_g2_i1	NA	NA	NA	NA	0.26710052	unbias	0.577102886	Testis_mean	0.1004	0.1422	1.4162
TRINITY_DN109491_c0_g2_i1	NA	NA	NA	NA	-0.133172382	unbias	0.286487963	Testis_mean	0.1369	0.1757	1.2834
TRINITY_DN109500_c0_g1_i1	NA	NA	NA	NA	-0.018876329	unbias	0.171750692	G23_mean	0.0275	0.0505	1.8368
TRINITY_DN109502_c0_g1_i2	kiaa1211l	Chr02	109370746	109370746	-0.656534014	unbias	0.642020251	G43_F_mean	0.0425	0.0489	1.1518
TRINITY_DN109511_c0_g1_i1	NA	NA	NA	NA	-0.21538982	unbias	0.544332911	Brain_mean	0.0263	0.0492	1.8727
TRINITY_DN109536_c0_g1_i1	NA	NA	NA	NA	-0.193091191	unbias	0.907828742	Brain_mean	0.0732	0.0441	0.6032
TRINITY_DN109559_c0_g1_i1	gramd4	Chr03	64876625	64876625	-0.389285606	unbias	0.436438364	Liver_mean	0.1326	0.2053	1.5487
TRINITY_DN109560_c0_g1_i1	Xetrov90007206m	Chr03	8242025	8242025	0.08212767	unbias	0.526851568	Ovary_mean	0.1453	0.2157	1.4848
TRINITY_DN109596_c0_g1_i1	mgst2	Chr03	9552236	9552236	0.346499823	unbias	0.709010869	Ovary_mean	0.0744	0.111	1.4913
TRINITY_DN109625_c0_g1_i3	NA	NA	NA	NA	-0.067938919	unbias	0.32503898	Ovary_mean	0.0295	0.0547	1.8545
TRINITY_DN109635_c0_g2_i1	NA	NA	NA	NA	0.093311221	unbias	0.186738358	Brain_mean	0.001	0.0007	0.6815
TRINITY_DN109640_c0_g2_i2	NA	NA	NA	NA	-0.158129149	unbias	0.270678896	Brain_mean	0.0819	0.1633	1.9941
TRINITY_DN109667_c0_g1_i2	NA	NA	NA	NA	-0.019247594	unbias	0.341072917	Ovary_mean	0.0371	0.0672	1.8078
TRINITY_DN109678_c0_g1_i4	LOC100145027	Chr02	54880241	54880241	-0.412718051	unbias	0.363092694	Ovary_mean	0.0389	0.0457	1.1736
TRINITY_DN109692_c0_g1_i2	NA	NA	NA	NA	-0.079854308	unbias	0.15938777	Testis_mean	0.0239	0.0357	1.491
TRINITY_DN109728_c0_g1_i1	NA	NA	NA	NA	1.109362288	unbias	0.606521047	G23_mean	0.1097	0.0752	0.6858
TRINITY_DN109810_c0_g1_i1	NA	NA	NA	NA	0.058549225	unbias	0.210462922	Ovary_mean	0.0305	0.0603	1.9804
TRINITY_DN109817_c0_g1_i1	NA	NA	NA	NA	-0.0685562	unbias	0.499135008	Brain_mean	0.0695	0.0727	1.0463
TRINITY_DN109844_c0_g2_i1	NA	NA	NA	NA	0.110656823	unbias	0.354602922	Ovary_mean	0.1636	0.2496	1.526
TRINITY_DN109864_c0_g1_i1	NA	NA	NA	NA	-0.16292103	unbias	0.441694247	Ovary_mean	0.0612	0.102	1.6682
TRINITY_DN109879_c0_g1_i1	LOC100127873	Chr07	88491811	88491811	-0.150534635	unbias	0.192989636	Ovary_mean	0.1064	0.1152	1.0825
TRINITY_DN109897_c0_g1_i1	bnip3l	Chr03	106313880	106313880	-0.086795093	unbias	0.35799182	Brain_mean	0.1177	0.1733	1.4721
TRINITY_DN109922_c0_g2_i1	NA	NA	NA	NA	-0.192233494	unbias	0.759135203	Ovary_mean	0.1168	0.12	1.0272
TRINITY_DN109930_c0_g1_i1	NA	NA	NA	NA	0.223039934	unbias	0.924537782	Brain_mean	0.0691	0.0939	1.3581
TRINITY_DN109936_c0_g2_i1	NA	NA	NA	NA	0.015202753	unbias	0.381561212	Ovary_mean	0.0183	0.0269	1.4722
TRINITY_DN109976_c0_g1_i1	NA	NA	NA	NA	-0.011003444	unbias	0.441126566	G43_F_mean	0.1189	0.1333	1.121
TRINITY_DN109980_c0_g1_i1	LOC100127872	Chr09	46158686	46158686	0.688282287	unbias	0.68656619	G46_M_mean	0.1102	0.0602	0.5468
TRINITY_DN109991_c0_g1_i2	NA	NA	NA	NA	-0.062439271	unbias	0.199076815	Ovary_mean	0.0762	0.1381	1.8122
TRINITY_DN110022_c0_g1_i1	NA	NA	NA	NA	-0.060264396	unbias	0.451953779	Ovary_mean	0.0759	0.12	1.5823
TRINITY_DN110037_c0_g1_i1	NA	NA	NA	NA	0.387904302	unbias	0.7576335	Ovary_mean	0.06	0.0777	1.2952
TRINITY_DN110047_c0_g1_i3	NA	NA	NA	NA	0.069740934	unbias	0.361409154	Brain_mean	0.124	0.2167	1.7478
TRINITY_DN110052_c0_g1_i1	NA	NA	NA	NA	0.341534593	unbias	0.786760586	G46_F_mean	0.1299	0.1261	0.9714
TRINITY_DN110102_c0_g2_i3	NA	NA	NA	NA	0.009363018	unbias	0.326610653	Brain_mean	0.0216	0.0363	1.6819
TRINITY_DN110132_c0_g2_i1	NA	NA	NA	NA	0.056315418	unbias	0.22421265	Ovary_mean	0.0019	0.003	1.6174
TRINITY_DN110146_c0_g1_i3	NA	NA	NA	NA	0.091685323	unbias	0.443003085	Liver_mean	0.0728	0.1335	1.8353
TRINITY_DN110153_c0_g1_i1	etv2	scaffold_278	305963	305963	-0.135270955	unbias	0.31821499	Ovary_mean	0.0679	0.1167	1.7178
TRINITY_DN110154_c0_g1_i1	NA	NA	NA	NA	0.122140904	unbias	0.773583628	Ovary_mean	0.0645	0.0568	0.8797
TRINITY_DN110209_c0_g1_i1	LOC100493453	Chr07	31783570	31783570	0.091960968	unbias	0.846011362	Brain_mean	0.0626	0.1133	1.8101
TRINITY_DN110214_c0_g1_i3	NA	NA	NA	NA	0.10446147	unbias	0.696509662	Liver_mean	0.1288	0.1689	1.3121
TRINITY_DN110248_c0_g1_i1	NA	NA	NA	NA	-0.052245312	unbias	0.629615748	Brain_mean	0.0129	0.0199	1.5477
TRINITY_DN110249_c0_g1_i1	NA	NA	NA	NA	0.452373231	unbias	0.693992448	G23_mean	0.0646	0.086	1.33
TRINITY_DN110265_c0_g1_i1	NA	NA	NA	NA	-0.109954464	unbias	0.410874473	Ovary_mean	0.0534	0.0796	1.4913
TRINITY_DN110272_c0_g1_i1	NA	NA	NA	NA	-0.536584531	unbias	0.802246569	Brain_mean	0.0724	0.0514	0.7101
TRINITY_DN110288_c0_g1_i1	NA	NA	NA	NA	0.099313464	unbias	0.696722328	Ovary_mean	0.0369	0.0464	1.2595
TRINITY_DN110307_c0_g1_i3	NA	NA	NA	NA	0.003594493	unbias	0.239844625	Ovary_mean	0.0399	0.0735	1.8415
TRINITY_DN110314_c0_g1_i3	NA	NA	NA	NA	0.093832322	unbias	0.436149235	Ovary_mean	0.0766	0.1499	1.9564
TRINITY_DN110346_c0_g1_i2	casp3	Chr01	35599082	35599082	0.062431852	unbias	0.431359026	Ovary_mean	0.0737	0.1275	1.7291
TRINITY_DN110371_c0_g1_i1	NA	NA	NA	NA	0.168686354	unbias	0.68950775	Brain_mean	0.0947	0.1543	1.6304
TRINITY_DN110399_c0_g1_i1	NA	NA	NA	NA	-0.063162917	unbias	0.775464897	Brain_mean	0.0299	0.0352	1.1772
TRINITY_DN110438_c1_g1_i1	NA	NA	NA	NA	-0.116089611	unbias	0.858515122	Brain_mean	0.0595	0.0974	1.6375
TRINITY_DN110445_c1_g1_i3	aqp3	Chr01	194825698	194825698	-0.210914157	unbias	0.336314892	Brain_mean	0.0353	0.0538	1.5229
TRINITY_DN110451_c0_g1_i1	NA	NA	NA	NA	0.1092468	unbias	0.523327815	Ovary_mean	0.2742	0.4011	1.4629
TRINITY_DN110455_c0_g1_i2	NA	NA	NA	NA	0.068045316	unbias	0.524573111	G23_mean	0.0558	0.0898	1.6093
TRINITY_DN110479_c0_g1_i1	NA	NA	NA	NA	-0.066639182	unbias	0.922326698	Brain_mean	0.0398	0.0623	1.5654
TRINITY_DN110486_c0_g1_i1	NA	NA	NA	NA	-0.452808397	unbias	0.618741313	Ovary_mean	0.0705	0.0946	1.3423
TRINITY_DN110510_c0_g1_i1	NA	NA	NA	NA	0.168714425	unbias	0.473475877	Brain_mean	0.0305	0.0325	1.0675
TRINITY_DN110587_c0_g1_i1	chst2	Chr05	116625886	116625886	-0.13343464	unbias	0.088343235	G27_mean	0.1585	0.1584	0.9991
TRINITY_DN110676_c0_g1_i1	NA	NA	NA	NA	-0.306931811	unbias	0.955627946	Brain_mean	0.0301	0.0476	1.5846
TRINITY_DN110705_c0_g1_i1	NA	NA	NA	NA	-0.062943577	unbias	0.402582067	Brain_mean	0.0639	0.0844	1.3193
TRINITY_DN110721_c0_g1_i2	gltscr2	Chr08	58557290	58557290	-0.219872625	unbias	0.435064792	G46_M_mean	0.122	0.1757	1.4404
TRINITY_DN110725_c0_g1_i3	NA	NA	NA	NA	0.251767483	unbias	0.350902244	Liver_mean	0.0975	0.1536	1.5759
TRINITY_DN110732_c0_g1_i2	NA	NA	NA	NA	0.201280757	unbias	0.420477958	G43_M_mean	0.2194	0.3914	1.7836
TRINITY_DN110750_c0_g1_i1	NA	NA	NA	NA	0.034870446	unbias	0.20446531	Testis_mean	0.0698	0.0976	1.3977
TRINITY_DN110750_c1_g2_i1	NA	NA	NA	NA	-0.685956735	unbias	0.316279677	Ovary_mean	0.2514	0.3387	1.3476
TRINITY_DN110756_c0_g1_i1	NA	NA	NA	NA	0.205829576	unbias	0.259204897	Testis_mean	0.0188	0.0175	0.9307
TRINITY_DN110780_c0_g1_i2	NA	NA	NA	NA	-0.420571783	unbias	0.620690618	Ovary_mean	0.1339	0.1281	0.9568
TRINITY_DN110790_c0_g1_i1	NA	NA	NA	NA	-0.01432717	unbias	0.099948292	Testis_mean	0.0143	0.0167	1.1646
TRINITY_DN110842_c0_g1_i2	NA	NA	NA	NA	0.126967185	unbias	0.359535998	Ovary_mean	0.0526	0.0684	1.3003
TRINITY_DN110856_c0_g1_i2	NA	NA	NA	NA	0.082797887	unbias	0.758648001	Brain_mean	0.1595	0.3173	1.989
TRINITY_DN110867_c0_g1_i1	bms1	Chr07	44914291	44914291	-0.341510121	unbias	0.383576276	G43_M_mean	0.236	0.2858	1.2107
TRINITY_DN110884_c0_g1_i2	NA	NA	NA	NA	-0.272167378	unbias	0.434323991	Ovary_mean	0.1472	0.216	1.4676
TRINITY_DN110896_c0_g2_i2	hhip	Chr01	49491640	49491640	0.35713553	unbias	0.432875935	Testis_mean	0.1319	0.1922	1.4577
TRINITY_DN110930_c0_g1_i1	NA	NA	NA	NA	-0.525131179	unbias	0.360354251	G27_mean	0.0713	0.091	1.2768
TRINITY_DN110953_c0_g1_i2	NA	NA	NA	NA	0.018676066	unbias	0.157870288	Ovary_mean	0.0036	0.0043	1.1874
TRINITY_DN110955_c0_g1_i1	NA	NA	NA	NA	-0.103256134	unbias	0.206696488	G23_mean	0.1555	0.1982	1.275
TRINITY_DN110993_c0_g1_i2	NA	NA	NA	NA	-0.119370343	unbias	0.449030578	Ovary_mean	0.0685	0.0716	1.0444
TRINITY_DN110995_c0_g1_i1	NA	NA	NA	NA	0.434182182	unbias	0.291992629	Liver_mean	0.1761	0.2911	1.6536
TRINITY_DN110999_c0_g1_i1	NA	NA	NA	NA	0.02619382	unbias	0.447679332	Ovary_mean	0.1523	0.2516	1.6521
TRINITY_DN111000_c0_g1_i1	NA	NA	NA	NA	0.116784479	unbias	0.940042596	Brain_mean	0.026	0.016	0.614
TRINITY_DN111014_c0_g1_i2	NA	NA	NA	NA	0.08727638	unbias	0.356876441	Ovary_mean	0.0475	0.0894	1.8827
TRINITY_DN111019_c0_g1_i1	srd5a3	Chr01	31182035	31182035	0.147819652	unbias	0.170500885	G43_M_mean	0.0596	0.053	0.8884
TRINITY_DN111035_c0_g1_i1	NA	NA	NA	NA	0.236909275	unbias	0.258729683	Testis_mean	0.1324	0.1649	1.2455
TRINITY_DN111046_c0_g1_i1	zer1	Chr08	4318176	4318176	0.488676843	unbias	0.63259856	Brain_mean	0.0115	0.0147	1.2843
TRINITY_DN111048_c0_g2_i3	NA	NA	NA	NA	0.061719409	unbias	0.323216554	Brain_mean	0.0272	0.0381	1.3969
TRINITY_DN111053_c0_g1_i1	zp4	Chr03	5456771	5456771	-0.03590048	unbias	0.080233701	G23_mean	0.0237	0.0391	1.6472
TRINITY_DN111067_c0_g1_i1	42Sp43	Chr10	3444281	3444281	0.55584849	unbias	0.462234863	Ovary_mean	0.1297	0.2248	1.7337
TRINITY_DN111096_c0_g1_i1	NA	NA	NA	NA	0.135328928	unbias	0.372466531	G43_M_mean	0.1598	0.3196	1.9997
TRINITY_DN111118_c0_g1_i1	NA	NA	NA	NA	-0.019920554	unbias	0.688612088	Brain_mean	0.1024	0.18	1.7586
TRINITY_DN111122_c0_g2_i3	NA	NA	NA	NA	-0.079476122	unbias	0.357743579	G27_mean	0.078	0.1301	1.668
TRINITY_DN111129_c0_g1_i1	NA	NA	NA	NA	-0.03548481	unbias	0.300833595	Ovary_mean	0.1258	0.1457	1.1584
TRINITY_DN111151_c0_g1_i1	abtb2-like.2	Chr04	7156837	7156837	-0.034063231	unbias	0.581512981	Ovary_mean	0.0531	0.1035	1.948
TRINITY_DN111155_c0_g2_i2	NA	NA	NA	NA	-0.034037622	unbias	0.184420812	G23_mean	0.151	0.1401	0.9275
TRINITY_DN111162_c0_g1_i1	NA	NA	NA	NA	0.008059495	unbias	0.497044317	Ovary_mean	0.0507	0.052	1.0273
TRINITY_DN111167_c0_g1_i1	NA	NA	NA	NA	0.051899926	unbias	0.499872812	G43_M_mean	0.018	0.0226	1.2555
TRINITY_DN111185_c0_g1_i1	LOC100490235	Chr08	24688245	24688245	-0.145436388	unbias	0.917797901	Brain_mean	0.0365	0.045	1.2325
TRINITY_DN111210_c0_g1_i1	NA	NA	NA	NA	-0.033033627	unbias	0.618278443	Brain_mean	0.0549	0.0782	1.4258
TRINITY_DN111211_c0_g2_i1	NA	NA	NA	NA	0.408883507	unbias	0.535604527	Brain_mean	0.0421	0.0584	1.3863
TRINITY_DN111221_c0_g1_i1	NA	NA	NA	NA	-0.051213687	unbias	0.42248944	Liver_mean	0.0231	0.033	1.4292
TRINITY_DN111223_c0_g1_i1	NA	NA	NA	NA	-0.173068836	unbias	0.362263447	Ovary_mean	0.0334	0.0378	1.1319
TRINITY_DN111231_c0_g1_i1	NA	NA	NA	NA	0.143995026	unbias	0.199366144	Liver_mean	0.065	0.0898	1.3814
TRINITY_DN111238_c0_g2_i3	NA	NA	NA	NA	0.047193859	unbias	0.727544371	Brain_mean	0.0778	0.141	1.8116
TRINITY_DN111246_c0_g1_i4	NA	NA	NA	NA	-0.027410311	unbias	0.21519793	Ovary_mean	0.0614	0.083	1.351
TRINITY_DN111247_c0_g1_i1	NA	NA	NA	NA	-0.075280591	unbias	0.421798313	Testis_mean	0.0569	0.0728	1.2808
TRINITY_DN111292_c0_g1_i1	NA	NA	NA	NA	-0.00607168	unbias	0.327892291	Ovary_mean	0.0596	0.1115	1.8711
TRINITY_DN111332_c0_g2_i5	NA	NA	NA	NA	0.045904485	unbias	0.401630933	Ovary_mean	0.0224	0.0268	1.1966
TRINITY_DN111341_c0_g1_i1	LOC101732130	Chr04	106136927	106136927	-0.179544276	unbias	0.711845262	Brain_mean	0.0747	0.1189	1.5915
TRINITY_DN111349_c0_g1_i1	adh5	Chr01	65460801	65460801	0.001273091	unbias	0.859862831	Brain_mean	0.058	0.0885	1.5261
TRINITY_DN111353_c0_g1_i1	glyctk	Chr04	117779235	117779235	-0.231796983	unbias	0.599769568	Liver_mean	0.0552	0.0605	1.0945
TRINITY_DN111361_c0_g1_i1	NA	NA	NA	NA	0.187697462	unbias	0.57764965	Brain_mean	0.001	0.0014	1.3659
TRINITY_DN111370_c0_g2_i1	coq4	Chr08	375122	375122	-0.008152882	unbias	0.170696328	Ovary_mean	0.0318	0.0444	1.3962
TRINITY_DN111408_c0_g2_i1	NA	NA	NA	NA	0.198029059	unbias	0.42011219	G23_mean	0.0392	0.024	0.6109
TRINITY_DN111417_c0_g1_i3	NA	NA	NA	NA	0.492055015	unbias	0.417422371	Liver_mean	0.0337	0.0506	1.5002
TRINITY_DN111419_c0_g1_i1	NA	NA	NA	NA	0.123539096	unbias	0.712478971	Brain_mean	0.1834	0.2216	1.2082
TRINITY_DN111428_c0_g1_i1	itprip	scaffold_438	46896	46896	-0.30692803	unbias	0.320629944	Brain_mean	0.1381	0.2756	1.9956
TRINITY_DN111446_c0_g1_i2	NA	NA	NA	NA	0.076357605	unbias	0.245498294	Brain_mean	0.0103	0.0079	0.7733
TRINITY_DN111460_c0_g3_i3	NA	NA	NA	NA	-0.049300674	unbias	0.196772412	G23_mean	0.0195	0.0343	1.7571
TRINITY_DN111477_c0_g2_i1	NA	NA	NA	NA	0.827798981	unbias	0.504147009	Brain_mean	0.1778	0.3255	1.8309
TRINITY_DN111504_c0_g1_i1	aldh1a3-like	Chr03	105666646	105666646	-0.047684933	unbias	0.186796027	Ovary_mean	0.0757	0.1377	1.8203
TRINITY_DN111536_c1_g1_i1	NA	NA	NA	NA	0.145852668	unbias	0.763702196	Brain_mean	0.0723	0.1132	1.5659
TRINITY_DN111548_c0_g1_i3	NA	NA	NA	NA	0.091338126	unbias	0.251235332	Ovary_mean	0.0064	0.0093	1.4643
TRINITY_DN111569_c0_g1_i1	NA	NA	NA	NA	0.458102613	unbias	0.531975007	G23_mean	0.1975	0.3546	1.7958
TRINITY_DN111579_c0_g1_i1	arl10b	Chr03	60883097	60883097	-0.527136927	unbias	0.356944368	G23_mean	0.0705	0.1203	1.7064
TRINITY_DN111590_c0_g1_i1	NA	NA	NA	NA	-0.249765855	unbias	0.331355107	Ovary_mean	0.0636	0.1067	1.6789
TRINITY_DN111615_c0_g1_i2	NA	NA	NA	NA	-0.237552708	unbias	0.423008017	Ovary_mean	0.0703	0.098	1.3928
TRINITY_DN111616_c0_g2_i4	NA	NA	NA	NA	0.130000965	unbias	0.410312733	G23_mean	0.0553	0.0723	1.3066
TRINITY_DN111668_c0_g1_i1	foxj1.2	Chr09	14421454	14421454	0.141408503	unbias	0.25054145	Ovary_mean	0.0377	0.0476	1.2651
TRINITY_DN111671_c0_g1_i1	NA	NA	NA	NA	-0.295188784	unbias	0.500562046	Ovary_mean	0.0795	0.1458	1.835
TRINITY_DN111683_c1_g3_i4	efcab7-like	Chr04	78533476	78533476	-0.18583647	unbias	0.661410431	Brain_mean	0.0893	0.0946	1.0591
TRINITY_DN111702_c0_g1_i2	NA	NA	NA	NA	0.11661726	unbias	0.820947785	Brain_mean	0.0654	0.0685	1.0467
TRINITY_DN111707_c0_g2_i2	NA	NA	NA	NA	0.0271807	unbias	0.827620959	Brain_mean	0.0301	0.0393	1.3057
TRINITY_DN111713_c0_g3_i1	NA	NA	NA	NA	-0.077470893	unbias	0.571871599	Ovary_mean	0.0137	0.0226	1.6535
TRINITY_DN111719_c1_g1_i1	LOC100170488	Chr02	69817714	69817714	0.189964563	unbias	0.38321206	Ovary_mean	0.0652	0.12	1.8406
TRINITY_DN111747_c0_g1_i1	NA	NA	NA	NA	0.049863615	unbias	0.273273247	Ovary_mean	0.007	0.0096	1.3606
TRINITY_DN111752_c0_g1_i1	lrrc8d	Chr04	95473730	95473730	-0.051472984	unbias	0.292565998	Ovary_mean	0.0065	0.0096	1.4829
TRINITY_DN111757_c0_g1_i1	NA	NA	NA	NA	-0.55114251	unbias	0.63969701	Brain_mean	0.0821	0.1229	1.4972
TRINITY_DN111780_c0_g2_i2	mrps7	Chr10	35798037	35798037	-0.085573697	unbias	0.290630305	Ovary_mean	0.0213	0.0385	1.8056
TRINITY_DN111786_c0_g1_i2	NA	NA	NA	NA	0.024688459	unbias	0.688165461	Brain_mean	0.1646	0.3013	1.8308
TRINITY_DN111788_c0_g1_i1	olfml3	Chr02	67671613	67671613	0.192655473	unbias	0.791929361	Liver_mean	0.0482	0.0792	1.6434
TRINITY_DN111797_c0_g1_i1	NA	NA	NA	NA	-0.060078184	unbias	0.292545047	Ovary_mean	0.0019	0.003	1.5931
TRINITY_DN111800_c0_g2_i1	NA	NA	NA	NA	0.60197845	unbias	0.494465238	G43_M_mean	0.1023	0.1078	1.0537
TRINITY_DN111833_c0_g1_i3	NA	NA	NA	NA	-0.128015829	unbias	0.154709755	G27_mean	0.0868	0.1353	1.5578
TRINITY_DN111860_c0_g1_i1	b3galnt2	Chr05	59571831	59571831	0.039464361	unbias	0.545643192	Ovary_mean	0.0065	0.0129	1.9956
TRINITY_DN111980_c0_g1_i1	NA	NA	NA	NA	-0.063801514	unbias	0.238663792	G43_M_mean	0.0932	0.0924	0.9916
TRINITY_DN112006_c0_g1_i1	traf3ip3	Chr05	73918736	73918736	-0.084498788	unbias	0.327715122	Ovary_mean	0.0276	0.0278	1.008
TRINITY_DN112043_c0_g1_i1	NA	NA	NA	NA	0.044463862	unbias	0.225408979	Brain_mean	0.0177	0.026	1.4702
TRINITY_DN112081_c0_g3_i7	NA	NA	NA	NA	0.052468989	unbias	0.302169065	Ovary_mean	0.1014	0.1213	1.1953
TRINITY_DN112088_c0_g1_i1	NA	NA	NA	NA	0.824529244	unbias	0.2592401	G27_mean	0.1219	0.2058	1.6879
TRINITY_DN112096_c1_g2_i2	NA	NA	NA	NA	0.129392383	unbias	0.224799012	Ovary_mean	0.0045	0.0058	1.2987
TRINITY_DN112100_c0_g1_i1	NA	NA	NA	NA	0.011344848	unbias	0.159772746	Ovary_mean	0.0052	0.0093	1.7907
TRINITY_DN112103_c0_g1_i1	NA	NA	NA	NA	-0.06423801	unbias	0.258387937	Ovary_mean	0.0145	0.021	1.455
TRINITY_DN112117_c1_g1_i4	NA	NA	NA	NA	0.042935201	unbias	0.75816465	Ovary_mean	0.08	0.0821	1.0271
TRINITY_DN112147_c0_g1_i2	NA	NA	NA	NA	-0.121892964	unbias	0.364676629	Brain_mean	0.2469	0.4908	1.9881
TRINITY_DN112160_c0_g1_i1	NA	NA	NA	NA	-0.056672768	unbias	0.430633149	G23_mean	0.1649	0.2064	1.2516
TRINITY_DN112165_c1_g1_i2	mapkapk3	Chr04	117136289	117136289	-0.136966843	unbias	0.089770068	Ovary_mean	0.0245	0.0279	1.1382
TRINITY_DN112166_c0_g2_i1	NA	NA	NA	NA	-0.153610254	unbias	0.495494002	Ovary_mean	0.0432	0.0426	0.9858
TRINITY_DN112199_c0_g1_i2	NA	NA	NA	NA	-0.130453576	unbias	0.279228907	Brain_mean	0.0991	0.1499	1.5118
TRINITY_DN112207_c0_g1_i1	NA	NA	NA	NA	-0.706055687	unbias	0.678145033	G43_M_mean	0.322	0.5125	1.5914
TRINITY_DN112219_c0_g1_i1	Xetrov90013347m	Chr05	28944236	28944236	0.3664495	unbias	0.529906662	G43_F_mean	0.0476	0.0894	1.878
TRINITY_DN112238_c0_g7_i3	NA	NA	NA	NA	0.004029323	unbias	0.504279107	G23_mean	0.1107	0.1991	1.7987
TRINITY_DN112248_c0_g1_i1	NA	NA	NA	NA	-0.56780684	unbias	0.707011513	Brain_mean	0.1375	0.1163	0.8453
TRINITY_DN112269_c0_g1_i1	NA	NA	NA	NA	-0.083522377	unbias	0.683584838	Brain_mean	0.022	0.0294	1.3368
TRINITY_DN112271_c0_g1_i2	NA	NA	NA	NA	0.146833845	unbias	0.683168638	Brain_mean	0.0655	0.1062	1.6204
TRINITY_DN112291_c0_g2_i1	NA	NA	NA	NA	0.297278176	unbias	0.286813471	Liver_mean	0.0582	0.1103	1.8941
TRINITY_DN112304_c0_g1_i1	NA	NA	NA	NA	-0.077173797	unbias	0.401840136	G43_M_mean	0.1211	0.1572	1.2978
TRINITY_DN112321_c0_g1_i1	cstf1	scaffold_113	339598	339598	0.655465155	unbias	0.511087357	Ovary_mean	0.2588	0.3151	1.2177
TRINITY_DN112325_c0_g1_i1	f2rl3	Chr01	99837697	99837697	0.080771676	unbias	0.362273941	Ovary_mean	0.0464	0.0584	1.2572
TRINITY_DN112341_c0_g1_i1	gas1	Chr01	122939003	122939003	0.094324862	unbias	0.399500846	Ovary_mean	0.0139	0.0212	1.5287
TRINITY_DN112362_c1_g2_i1	NA	NA	NA	NA	0.171360881	unbias	0.503498776	Brain_mean	0.0449	0.0522	1.1629
TRINITY_DN112380_c0_g3_i2	NA	NA	NA	NA	0.054928539	unbias	0.453160091	Ovary_mean	0.0124	0.0216	1.7426
TRINITY_DN112396_c1_g1_i1	rnf167	Chr03	136903393	136903393	-0.012242604	unbias	0.412123376	Ovary_mean	0.0027	0.0028	1.0438
TRINITY_DN112409_c0_g1_i1	NA	NA	NA	NA	0.005629258	unbias	0.172863173	Ovary_mean	0.0355	0.0437	1.2311
TRINITY_DN112429_c0_g2_i1	NA	NA	NA	NA	0.066623566	unbias	0.27480338	G27_mean	0.1753	0.1528	0.8718
TRINITY_DN112432_c0_g2_i1	NA	NA	NA	NA	0.056204482	unbias	0.98985158	Brain_mean	0.017	0.0199	1.1742
TRINITY_DN112434_c0_g1_i1	NA	NA	NA	NA	0.034208375	unbias	0.617318734	G27_mean	0.0299	0.0464	1.5526
TRINITY_DN112453_c0_g3_i1	ostc	Chr01	57833383	57833383	0.186647229	unbias	0.465638829	Ovary_mean	0.0712	0.1194	1.6772
TRINITY_DN112465_c0_g1_i1	NA	NA	NA	NA	-0.175489137	unbias	0.343640683	Ovary_mean	0.0449	0.0518	1.1539
TRINITY_DN112473_c1_g1_i1	rarg-like.1	Chr02	144515150	144515150	0.112809713	unbias	0.710127482	Brain_mean	0.0902	0.1123	1.2449
TRINITY_DN112473_c1_g2_i2	NA	NA	NA	NA	-0.782794869	unbias	0.518790658	Ovary_mean	0.0734	0.0941	1.2819
TRINITY_DN112477_c0_g2_i1	NA	NA	NA	NA	0.175604728	unbias	0.661264368	G27_mean	0.1186	0.1227	1.0348
TRINITY_DN112492_c0_g1_i2	Xetrov90004584m	Chr02	41868398	41868398	0.645406291	unbias	0.618861553	Brain_mean	0.0954	0.1806	1.8923
TRINITY_DN112501_c0_g1_i7	NA	NA	NA	NA	-0.14912311	unbias	0.476957695	Ovary_mean	0.1245	0.1917	1.5398
TRINITY_DN112529_c0_g1_i1	NA	NA	NA	NA	-0.03628957	unbias	0.41412802	Ovary_mean	0.1821	0.324	1.7792
TRINITY_DN112586_c1_g1_i2	NA	NA	NA	NA	-0.035584321	unbias	0.546033946	Ovary_mean	0.0566	0.0802	1.4158
TRINITY_DN112596_c0_g1_i1	NA	NA	NA	NA	-0.490579666	unbias	0.674197051	Brain_mean	0.148	0.2595	1.7534
TRINITY_DN112607_c0_g1_i1	NA	NA	NA	NA	0.056197612	unbias	0.329087939	Brain_mean	0.0674	0.0589	0.8734
TRINITY_DN112610_c0_g1_i2	NA	NA	NA	NA	0.359486923	unbias	0.374689546	Testis_mean	0.151	0.1451	0.961
TRINITY_DN112613_c0_g1_i1	NA	NA	NA	NA	0.022528901	unbias	0.205223558	Ovary_mean	0.0283	0.0381	1.3461
