gid	gname	chr	start	end	logFC.XYbrain.XXrain	abslogFC.XYbrain.Xxrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN117383_c0_g1_i2	NA	NA	NA	NA	0.032780003	0.032780003	unbias	0.165778066	Brain_mean	0.0121	0.0209	1.7263
TRINITY_DN117421_c0_g1_i2	slc7a3	Chr08	23584404	23584404	-0.005093618	0.005093618	unbias	0.236968026	Ovary_mean	0.0541	0.0748	1.3824
TRINITY_DN117472_c0_g7_i2	NA	NA	NA	NA	0.166168102	0.166168102	unbias	0.309487323	Brain_mean	0.038	0.0677	1.7823
TRINITY_DN117479_c0_g1_i1	NA	NA	NA	NA	-0.022254044	0.022254044	unbias	0.505186427	Brain_mean	0.0911	0.1569	1.7217
TRINITY_DN117492_c0_g1_i3	NA	NA	NA	NA	0.017135245	0.017135245	unbias	0.316394284	Ovary_mean	0.0464	0.0766	1.6516
TRINITY_DN117502_c1_g2_i1	Xetrov90024667m	Chr10	2295643	2295643	0.109538024	0.109538024	unbias	0.229778665	Liver_mean	0.0439	0.0703	1.6015
TRINITY_DN117533_c1_g1_i2	NA	NA	NA	NA	0.064770115	0.064770115	unbias	0.199298942	G43_M_mean	0.1496	0.1838	1.2284
TRINITY_DN117562_c0_g1_i1	NA	NA	NA	NA	-0.157317808	0.157317808	unbias	0.087679687	Ovary_mean	0.0316	0.0563	1.7849
TRINITY_DN117580_c0_g1_i2	NA	NA	NA	NA	-0.181873298	0.181873298	unbias	0.519793218	Ovary_mean	0.1012	0.147	1.4516
TRINITY_DN117599_c0_g1_i1	NA	NA	NA	NA	-0.029329764	0.029329764	unbias	0.16267972	Brain_mean	0.0967	0.1512	1.5647
TRINITY_DN117670_c1_g2_i1	NA	NA	NA	NA	-0.076814369	0.076814369	unbias	0.207567497	Ovary_mean	0.0899	0.1206	1.3409
TRINITY_DN117699_c0_g1_i2	NA	NA	NA	NA	0.198542329	0.198542329	unbias	0.277963869	Brain_mean	0.0199	0.0376	1.893
TRINITY_DN117709_c0_g1_i3	incenp	Chr04	13644807	13644807	0.447217053	0.447217053	unbias	0.120804002	G27_mean	0.2034	0.361	1.7749
TRINITY_DN117737_c0_g1_i2	NA	NA	NA	NA	-0.06392343	0.06392343	unbias	0.114325173	G27_mean	0.0283	0.0403	1.4222
TRINITY_DN117774_c0_g1_i4	NA	NA	NA	NA	0.085449518	0.085449518	unbias	0.19713624	Ovary_mean	0.0416	0.0523	1.2592
TRINITY_DN117792_c0_g3_i2	tpst1	Chr02	93941708	93941708	0.248174905	0.248174905	unbias	0.339793993	G43_F_mean	0.1187	0.1747	1.4716
TRINITY_DN117864_c0_g1_i1	sorcs2	Chr01	19859326	19859326	0.050882537	0.050882537	unbias	0.20759163	Brain_mean	0.0829	0.0944	1.1394
TRINITY_DN117870_c0_g2_i1	tmed1	Chr03	128049225	128049225	0.000306667	0.000306667	unbias	0.162520691	G27_mean	0.0655	0.101	1.5429
TRINITY_DN117886_c0_g1_i1	NA	NA	NA	NA	0.153957066	0.153957066	unbias	0.189720869	Brain_mean	0.0304	0.0411	1.3528
TRINITY_DN117897_c2_g4_i3	napg	Chr06	89288026	89288026	0.484728059	0.484728059	unbias	0.262812417	Liver_mean	0.055	0.067	1.2177
TRINITY_DN117898_c0_g1_i3	NA	NA	NA	NA	0.278022239	0.278022239	unbias	0.369988592	Ovary_mean	0.1228	0.175	1.4251
TRINITY_DN117915_c0_g1_i2	arhgap10	Chr01	48026778	48026778	-0.071390662	0.071390662	unbias	0.20917742	Ovary_mean	0.0616	0.0862	1.3993
TRINITY_DN117988_c0_g1_i1	NA	NA	NA	NA	0.475723927	0.475723927	unbias	0.284541843	G23_mean	0.136	0.2466	1.8132
TRINITY_DN117995_c0_g2_i1	NA	NA	NA	NA	-0.071613742	0.071613742	unbias	0.115402469	Ovary_mean	0.1146	0.1713	1.4949
TRINITY_DN118002_c0_g1_i1	NA	NA	NA	NA	0.141544884	0.141544884	unbias	0.328537518	Brain_mean	0.0352	0.0366	1.0411
TRINITY_DN118042_c1_g2_i8	klhdc1	Chr08	72228118	72228118	-0.004999779	0.004999779	unbias	0.253153777	Ovary_mean	0.0722	0.1173	1.625
TRINITY_DN118058_c0_g1_i2	NA	NA	NA	NA	0.062285844	0.062285844	unbias	0.175310783	G43_F_mean	0.06	0.0862	1.4371
TRINITY_DN118066_c2_g2_i2	NA	NA	NA	NA	-0.086604166	0.086604166	unbias	0.308423388	Brain_mean	0.0263	0.0499	1.9001
TRINITY_DN118126_c0_g1_i1	NA	NA	NA	NA	-0.324000606	0.324000606	unbias	0.156935586	G23_mean	0.1159	0.1654	1.4273
TRINITY_DN118145_c0_g4_i1	ubr2	Chr05	11422705	11422705	-0.053343778	0.053343778	unbias	0.301250224	Testis_mean	0.1297	0.189	1.4574
TRINITY_DN118183_c1_g1_i5	NA	NA	NA	NA	0.056428656	0.056428656	unbias	0.189564357	Brain_mean	0.1085	0.1227	1.1305
TRINITY_DN118234_c0_g1_i1	NA	NA	NA	NA	0.028797285	0.028797285	unbias	0.152185374	Brain_mean	0.1301	0.1888	1.451
TRINITY_DN118294_c0_g1_i2	NA	NA	NA	NA	0.575387115	0.575387115	unbias	0.299215266	G43_M_mean	0.053	0.1012	1.9102
TRINITY_DN118313_c2_g5_i1	NA	NA	NA	NA	0.094401281	0.094401281	unbias	0.220318283	Ovary_mean	0.1484	0.2222	1.4973
TRINITY_DN118355_c0_g1_i1	NA	NA	NA	NA	0.1723561	0.1723561	unbias	0.262207327	G43_M_mean	0.2854	0.5228	1.8318
TRINITY_DN118364_c0_g1_i1	NA	NA	NA	NA	0.048601279	0.048601279	unbias	0.436325087	Brain_mean	0.1036	0.1415	1.366
TRINITY_DN118386_c0_g1_i6	NA	NA	NA	NA	0.097963143	0.097963143	unbias	0.257284009	G43_M_mean	0.0396	0.0404	1.0223
TRINITY_DN118408_c0_g2_i1	NA	NA	NA	NA	-0.049847858	0.049847858	unbias	0.120295216	Brain_mean	0.083	0.1485	1.7888
TRINITY_DN118421_c0_g1_i2	NA	NA	NA	NA	0.103528759	0.103528759	unbias	0.081490054	G27_mean	0.0367	0.0269	0.7331
TRINITY_DN118429_c0_g1_i1	NA	NA	NA	NA	-0.11498291	0.11498291	unbias	0.397416288	G43_M_mean	0.0785	0.1086	1.3828
TRINITY_DN118448_c1_g1_i4	NA	NA	NA	NA	-0.046029227	0.046029227	unbias	0.134602686	Testis_mean	0.0637	0.093	1.46
TRINITY_DN118484_c0_g1_i1	NA	NA	NA	NA	0.028284472	0.028284472	unbias	0.310340154	G23_mean	0.1081	0.1845	1.7063
TRINITY_DN118510_c0_g1_i3	NA	NA	NA	NA	0.059035406	0.059035406	unbias	0.110726619	G27_mean	0.0319	0.0301	0.9446
TRINITY_DN118539_c1_g1_i1	NA	NA	NA	NA	-0.148535641	0.148535641	unbias	0.372857543	Ovary_mean	0.0389	0.0533	1.3678
TRINITY_DN118563_c0_g1_i1	wdr1	Chr01	18158616	18158616	0.322142586	0.322142586	unbias	0.603438442	Brain_mean	0.0361	0.0399	1.1037
TRINITY_DN118578_c0_g2_i2	LOC100491855-like	scaffold_772	38412	38412	-0.065223832	0.065223832	unbias	0.339084729	Ovary_mean	0.054	0.0776	1.4383
TRINITY_DN118653_c0_g2_i2	LOC100145002	Chr09	39337102	39337102	0.012511841	0.012511841	unbias	0.111849722	Brain_mean	0.001	0.001	0.9858
TRINITY_DN118658_c0_g1_i1	NA	NA	NA	NA	-0.108626511	0.108626511	unbias	0.09479014	G43_M_mean	0.073	0.0952	1.3037
TRINITY_DN118667_c1_g1_i2	NA	NA	NA	NA	0.040616647	0.040616647	unbias	0.351294902	Ovary_mean	0.0603	0.0422	0.6995
TRINITY_DN118679_c0_g3_i1	NA	NA	NA	NA	0.596125387	0.596125387	unbias	0.215473685	Testis_mean	0.0716	0.0753	1.0513
TRINITY_DN118686_c0_g1_i1	NA	NA	NA	NA	-0.049893222	0.049893222	unbias	0.526955359	Ovary_mean	0.0705	0.1254	1.777
TRINITY_DN118700_c1_g1_i2	NA	NA	NA	NA	0.169601877	0.169601877	unbias	0.155038915	G23_mean	0.0165	0.0172	1.0427
TRINITY_DN118790_c0_g2_i1	NA	NA	NA	NA	-0.003228941	0.003228941	unbias	0.726872006	Brain_mean	0.0865	0.0699	0.8073
TRINITY_DN118801_c0_g1_i2	NA	NA	NA	NA	-0.024343561	0.024343561	unbias	0.097025383	G27_mean	0.0469	0.0881	1.8795
TRINITY_DN118854_c0_g1_i1	NA	NA	NA	NA	0.144553446	0.144553446	unbias	0.195083212	G27_mean	0.0147	0.0179	1.2165
TRINITY_DN118912_c1_g1_i1	NA	NA	NA	NA	0.003388219	0.003388219	unbias	0.332235414	Ovary_mean	0.0447	0.0829	1.8547
TRINITY_DN118947_c0_g1_i5	hhex	Chr07	17290634	17290634	0.407248622	0.407248622	unbias	0.291492044	G43_M_mean	0.0692	0.1204	1.7398
TRINITY_DN118970_c0_g1_i2	NA	NA	NA	NA	0.033978177	0.033978177	unbias	0.407670596	G23_mean	0.0246	0.0432	1.7546
TRINITY_DN118977_c1_g1_i4	NA	NA	NA	NA	0.06882977	0.06882977	unbias	0.173069337	G23_mean	0.0881	0.165	1.8738
TRINITY_DN118986_c0_g1_i1	sel1l3	scaffold_69	660569	660569	0.217577376	0.217577376	unbias	0.154421874	Brain_mean	0.0439	0.0751	1.7108
TRINITY_DN118987_c0_g1_i1	igdcc3	Chr03	117606209	117606209	0.025598092	0.025598092	unbias	0.230332669	Ovary_mean	0.1091	0.1336	1.2244
TRINITY_DN118997_c0_g1_i2	NA	NA	NA	NA	-0.073870157	0.073870157	unbias	0.231352493	G23_mean	0.001	0.0007	0.6742
TRINITY_DN119019_c0_g1_i2	NA	NA	NA	NA	-0.128455159	0.128455159	unbias	0.227018781	G23_mean	0.1057	0.185	1.7505
TRINITY_DN119053_c0_g1_i1	heca	Chr05	65738236	65738236	-0.069427205	0.069427205	unbias	0.2555594	Ovary_mean	0.049	0.0703	1.4356
TRINITY_DN119082_c0_g1_i2	NA	NA	NA	NA	0.099173961	0.099173961	unbias	0.329502624	Brain_mean	0.1225	0.1573	1.2843
TRINITY_DN119178_c0_g1_i1	NA	NA	NA	NA	-0.747830708	0.747830708	unbias	0.427049867	G43_F_mean	0.0492	0.0728	1.4804
TRINITY_DN119242_c0_g1_i2	NA	NA	NA	NA	-0.40193093	0.40193093	unbias	0.272356386	Ovary_mean	0.1016	0.1239	1.2196
TRINITY_DN119268_c0_g2_i1	NA	NA	NA	NA	0.084716834	0.084716834	unbias	0.102547561	G27_mean	0.0364	0.0596	1.6347
TRINITY_DN119347_c0_g1_i2	NA	NA	NA	NA	-0.433833787	0.433833787	unbias	0.452990917	Ovary_mean	0.0738	0.1231	1.667
TRINITY_DN119348_c0_g2_i1	NA	NA	NA	NA	0.12681134	0.12681134	unbias	0.285119503	Testis_mean	0.0636	0.0602	0.9478
TRINITY_DN119368_c0_g1_i2	NA	NA	NA	NA	-0.379854291	0.379854291	unbias	0.326823681	G43_M_mean	0.0817	0.1196	1.4634
TRINITY_DN119386_c0_g1_i2	LOC100145479	Chr06	98003489	98003489	0.20474037	0.20474037	unbias	0.27569853	G23_mean	0.085	0.0745	0.8759
TRINITY_DN119393_c0_g1_i1	uvrag	Chr02	169458915	169458915	-0.076742085	0.076742085	unbias	0.464934633	G23_mean	0.0751	0.1341	1.7851
TRINITY_DN119443_c0_g1_i1	NA	NA	NA	NA	0.055242529	0.055242529	unbias	0.099901726	G23_mean	0.0345	0.044	1.2736
TRINITY_DN119489_c0_g3_i1	NA	NA	NA	NA	-0.103827928	0.103827928	unbias	0.107471807	Brain_mean	0.0845	0.1566	1.8523
TRINITY_DN119519_c0_g1_i2	NA	NA	NA	NA	-0.259930456	0.259930456	unbias	0.295954116	G43_M_mean	0.0387	0.0688	1.779
TRINITY_DN119534_c0_g3_i1	NA	NA	NA	NA	0.125249775	0.125249775	unbias	0.090138079	G23_mean	0.071	0.0547	0.7705
TRINITY_DN119538_c0_g1_i1	sptb	Chr08	87480260	87480260	-0.121095694	0.121095694	unbias	0.183113216	Brain_mean	0.0296	0.0328	1.1105
TRINITY_DN119549_c0_g1_i1	NA	NA	NA	NA	-0.034074204	0.034074204	unbias	0.179758579	Ovary_mean	0.0631	0.0827	1.3108
TRINITY_DN119585_c0_g1_i1	NA	NA	NA	NA	-0.424920384	0.424920384	unbias	0.615749981	Brain_mean	0.0211	0.0356	1.684
TRINITY_DN119590_c0_g4_i1	NA	NA	NA	NA	-0.044230852	0.044230852	unbias	0.557581787	Brain_mean	0.0596	0.0593	0.9956
TRINITY_DN119599_c0_g1_i2	l3mbtl1-like	Chr10	31489756	31489756	-0.014929191	0.014929191	unbias	0.202671303	G23_mean	0.0915	0.1463	1.5985
TRINITY_DN119605_c0_g2_i2	yy1	Chr08	75703021	75703021	0.031468614	0.031468614	unbias	0.341397302	Ovary_mean	0.0758	0.0904	1.1917
TRINITY_DN119611_c0_g1_i1	NA	NA	NA	NA	0.031385663	0.031385663	unbias	0.633323006	Brain_mean	0.0758	0.1117	1.4747
TRINITY_DN119613_c0_g2_i1	NA	NA	NA	NA	0.013556897	0.013556897	unbias	0.273691361	Ovary_mean	0.0509	0.0908	1.7846
TRINITY_DN119648_c0_g1_i3	NA	NA	NA	NA	-0.479188338	0.479188338	unbias	0.270929887	Testis_mean	0.1508	0.1898	1.2582
TRINITY_DN119766_c0_g1_i1	acpp	Chr06	71724216	71724216	-0.159335501	0.159335501	unbias	0.254615183	Ovary_mean	0.0688	0.0907	1.3183
TRINITY_DN119772_c0_g2_i1	NA	NA	NA	NA	0.067081103	0.067081103	unbias	0.332447015	Brain_mean	0.1076	0.1828	1.6993
TRINITY_DN119786_c0_g2_i3	med16	Chr01	81842115	81842115	0.118050343	0.118050343	unbias	0.190882808	Ovary_mean	0.0056	0.0084	1.5031
TRINITY_DN119788_c0_g1_i2	NA	NA	NA	NA	-0.048540769	0.048540769	unbias	0.143206915	Liver_mean	0.9947	1.1985	1.205
TRINITY_DN119804_c0_g1_i1	NA	NA	NA	NA	-0.072165786	0.072165786	unbias	0.200295036	Ovary_mean	0.0188	0.0309	1.6437
TRINITY_DN119829_c0_g1_i1	ppp6r3	Chr04	14907256	14907256	0.754198179	0.754198179	unbias	0.409975273	Liver_mean	0.0684	0.0986	1.4422
TRINITY_DN119848_c2_g3_i3	NA	NA	NA	NA	-0.089441706	0.089441706	unbias	0.618551123	Brain_mean	0.0521	0.0761	1.4605
TRINITY_DN119866_c0_g1_i1	NA	NA	NA	NA	0.539375802	0.539375802	unbias	0.607609404	G27_mean	0.0609	0.0889	1.4606
TRINITY_DN119978_c0_g1_i1	NA	NA	NA	NA	-0.038558029	0.038558029	unbias	0.166625558	Ovary_mean	0.0567	0.0669	1.1803
TRINITY_DN119992_c0_g1_i3	NA	NA	NA	NA	-0.261680844	0.261680844	unbias	0.514326496	Ovary_mean	0.1133	0.1534	1.3549
TRINITY_DN120005_c0_g1_i1	NA	NA	NA	NA	-0.019964916	0.019964916	unbias	0.153417234	Ovary_mean	0.0539	0.0865	1.6041
TRINITY_DN120038_c0_g2_i1	NA	NA	NA	NA	0.113351804	0.113351804	unbias	0.119451458	G27_mean	0.0754	0.0703	0.9317
TRINITY_DN120049_c0_g1_i1	NA	NA	NA	NA	0.251507382	0.251507382	unbias	0.274320076	G43_F_mean	0.0896	0.1138	1.2697
TRINITY_DN120079_c0_g1_i1	NA	NA	NA	NA	-0.104794045	0.104794045	unbias	0.486393561	Brain_mean	0.0709	0.101	1.4257
TRINITY_DN120141_c0_g1_i3	NA	NA	NA	NA	0.087185015	0.087185015	unbias	0.438302016	G23_mean	0.1487	0.2137	1.437
TRINITY_DN120230_c0_g1_i2	NA	NA	NA	NA	-0.029042741	0.029042741	unbias	0.460734543	Ovary_mean	0.1176	0.1587	1.3502
TRINITY_DN120234_c0_g1_i1	NA	NA	NA	NA	-0.016114766	0.016114766	unbias	0.409941368	Brain_mean	0.0978	0.1676	1.7141
TRINITY_DN120270_c0_g1_i1	NA	NA	NA	NA	0.159717517	0.159717517	unbias	0.662915558	Brain_mean	0.0295	0.0543	1.8374
TRINITY_DN120323_c0_g1_i1	eef1a1o	Chr02	86678917	86678917	-0.007225471	0.007225471	unbias	0.250495633	Liver_mean	0.0817	0.138	1.6886
TRINITY_DN120452_c0_g1_i2	ubtf	Chr10	14222087	14222087	0.747322288	0.747322288	unbias	0.130141416	Liver_mean	0.1181	0.2116	1.792
TRINITY_DN120470_c0_g1_i5	NA	NA	NA	NA	-0.109071346	0.109071346	unbias	0.445039688	Brain_mean	0.037	0.0658	1.7766
TRINITY_DN120475_c3_g4_i2	NA	NA	NA	NA	0.01991303	0.01991303	unbias	0.123537145	G46_M_mean	0.0916	0.0988	1.0782
TRINITY_DN120513_c0_g1_i1	NA	NA	NA	NA	0.197847032	0.197847032	unbias	0.13698112	G23_mean	0.0386	0.0604	1.5641
TRINITY_DN120518_c0_g1_i4	NA	NA	NA	NA	0.212878643	0.212878643	unbias	0.351447491	Ovary_mean	0.1087	0.11	1.0114
TRINITY_DN120538_c0_g1_i1	NA	NA	NA	NA	-0.220083738	0.220083738	unbias	0.353558437	Liver_mean	0.0603	0.0762	1.2648
TRINITY_DN120562_c0_g1_i1	NA	NA	NA	NA	-0.05499221	0.05499221	unbias	0.137516316	G23_mean	0.0202	0.0228	1.1276
TRINITY_DN120583_c0_g3_i3	NA	NA	NA	NA	-0.320440235	0.320440235	unbias	0.381278221	Ovary_mean	0.1604	0.2435	1.5178
TRINITY_DN120595_c0_g1_i1	NA	NA	NA	NA	-0.09834928	0.09834928	unbias	0.21747309	Ovary_mean	0.145	0.1745	1.2032
TRINITY_DN120649_c0_g2_i1	NA	NA	NA	NA	-0.949542987	0.949542987	unbias	0.437616057	G27_mean	0.1223	0.1986	1.6238
TRINITY_DN120663_c1_g1_i1	NA	NA	NA	NA	-0.069878347	0.069878347	unbias	0.235843528	G27_mean	0.0941	0.1668	1.772
TRINITY_DN120670_c0_g4_i2	NA	NA	NA	NA	0.192997505	0.192997505	unbias	0.438651921	G43_M_mean	0.0583	0.0766	1.3145
TRINITY_DN120735_c0_g1_i1	mybbp1a	Chr02	97182868	97182868	0.620863331	0.620863331	unbias	0.314661981	Ovary_mean	0.1266	0.2179	1.7216
TRINITY_DN120746_c0_g3_i1	NA	NA	NA	NA	0.033327407	0.033327407	unbias	0.148140175	Ovary_mean	0.0163	0.0217	1.3315
TRINITY_DN120778_c0_g1_i5	NA	NA	NA	NA	-0.148718427	0.148718427	unbias	0.192557555	Ovary_mean	0.0092	0.0158	1.7165
TRINITY_DN120796_c0_g1_i3	NA	NA	NA	NA	0.315952405	0.315952405	unbias	0.439161437	Brain_mean	0.1461	0.1573	1.0766
TRINITY_DN120811_c0_g1_i1	NA	NA	NA	NA	0.229663848	0.229663848	unbias	0.276993441	Ovary_mean	0.0242	0.0369	1.5244
TRINITY_DN120845_c0_g1_i1	NA	NA	NA	NA	-0.026279213	0.026279213	unbias	0.54444057	Ovary_mean	0.0393	0.0664	1.6893
TRINITY_DN120861_c0_g3_i1	NA	NA	NA	NA	-0.067860426	0.067860426	unbias	0.322880328	Brain_mean	0.0116	0.0228	1.9731
TRINITY_DN120864_c0_g2_i1	ift20	Chr02	43089203	43089203	-0.582623813	0.582623813	unbias	0.490523876	Brain_mean	0.0599	0.11	1.8361
TRINITY_DN120883_c0_g1_i1	NA	NA	NA	NA	0.080311339	0.080311339	unbias	0.266666394	G23_mean	0.1262	0.2198	1.7415
TRINITY_DN120904_c0_g2_i3	NA	NA	NA	NA	0.08097384	0.08097384	unbias	0.168476844	G23_mean	0.0293	0.0548	1.873
TRINITY_DN120918_c0_g1_i1	NA	NA	NA	NA	0.151222819	0.151222819	unbias	0.202137156	Brain_mean	0.0952	0.1152	1.2102
TRINITY_DN120932_c1_g1_i3	NA	NA	NA	NA	-0.035551391	0.035551391	unbias	0.327113194	G43_F_mean	0.2357	0.1578	0.6695
TRINITY_DN120947_c1_g6_i2	NA	NA	NA	NA	0.091931945	0.091931945	unbias	0.16402889	Ovary_mean	0.0245	0.0321	1.3066
TRINITY_DN120971_c0_g1_i1	NA	NA	NA	NA	0.371671468	0.371671468	unbias	0.500609732	Liver_mean	0.1654	0.2609	1.5771
TRINITY_DN120972_c0_g1_i1	NA	NA	NA	NA	0.081437442	0.081437442	unbias	0.243284786	G23_mean	0.0348	0.0475	1.3643
TRINITY_DN120988_c0_g1_i1	NA	NA	NA	NA	0.18407219	0.18407219	unbias	0.511475981	Ovary_mean	0.0333	0.0588	1.7653
TRINITY_DN121008_c0_g1_i1	trex2	Chr08	2294751	2294751	-0.10548406	0.10548406	unbias	0.147972194	Brain_mean	0.0699	0.1169	1.6738
TRINITY_DN121023_c0_g2_i1	NA	NA	NA	NA	0.16401338	0.16401338	unbias	0.507582769	Ovary_mean	0.195	0.3143	1.612
TRINITY_DN121053_c0_g2_i1	NA	NA	NA	NA	0.043707864	0.043707864	unbias	0.12076823	Brain_mean	0.0266	0.0467	1.7541
TRINITY_DN121082_c0_g1_i1	mettl4	Chr06	92273564	92273564	0.092148762	0.092148762	unbias	0.295770864	G23_mean	0.0352	0.0376	1.0677
TRINITY_DN121086_c0_g1_i4	selenbp1	scaffold_273	40517	40517	-0.421265861	0.421265861	unbias	0.348229193	Ovary_mean	0.1041	0.1884	1.8094
TRINITY_DN121132_c3_g5_i3	NA	NA	NA	NA	0.211419643	0.211419643	unbias	0.325160803	Ovary_mean	0.1207	0.1338	1.108
TRINITY_DN121148_c0_g1_i1	LOC100491658-like	Chr06	112718800	112718800	0.032771165	0.032771165	unbias	0.137691655	G27_mean	0.0687	0.1301	1.8919
TRINITY_DN121153_c0_g3_i1	NA	NA	NA	NA	0.027826053	0.027826053	unbias	0.289552849	Ovary_mean	0.0076	0.0104	1.3739
TRINITY_DN121168_c0_g1_i1	NA	NA	NA	NA	0.014450575	0.014450575	unbias	0.492915375	Brain_mean	0.0889	0.1136	1.2768
TRINITY_DN121175_c4_g1_i1	NA	NA	NA	NA	-0.141950553	0.141950553	unbias	0.533946618	Brain_mean	0.2159	0.3057	1.4158
TRINITY_DN121178_c0_g1_i2	NA	NA	NA	NA	1.425164829	1.425164829	unbias	0.299494263	G23_mean	0.0666	0.0846	1.2695
TRINITY_DN121187_c0_g1_i1	NA	NA	NA	NA	-0.078494685	0.078494685	unbias	0.241333991	Ovary_mean	0.0552	0.1061	1.9213
TRINITY_DN121201_c0_g1_i1	NA	NA	NA	NA	0.047421701	0.047421701	unbias	0.263501329	G23_mean	0.0761	0.1357	1.7837
TRINITY_DN121233_c0_g3_i1	NA	NA	NA	NA	-0.04677469	0.04677469	unbias	0.181140267	Ovary_mean	0.0374	0.0413	1.1058
TRINITY_DN121237_c1_g2_i1	LOC101732337	Chr03	5791497	5791497	0.039708966	0.039708966	unbias	0.335292348	Ovary_mean	0.0838	0.0906	1.0812
TRINITY_DN121271_c0_g1_i1	NA	NA	NA	NA	0.219369475	0.219369475	unbias	0.133774618	Ovary_mean	0.0338	0.0579	1.712
TRINITY_DN121282_c0_g1_i1	NA	NA	NA	NA	0.151685049	0.151685049	unbias	0.409339275	Brain_mean	0.0958	0.1626	1.6979
TRINITY_DN121320_c0_g1_i1	ap5s1	Chr07	38373518	38373518	-0.14801463	0.14801463	unbias	0.167229367	Liver_mean	0.0465	0.0895	1.9256
TRINITY_DN121343_c0_g1_i2	NA	NA	NA	NA	0.076354053	0.076354053	unbias	0.185113449	Liver_mean	0.0308	0.058	1.8833
TRINITY_DN121358_c0_g1_i1	NA	NA	NA	NA	0.011554472	0.011554472	unbias	0.183583287	Ovary_mean	0.0123	0.0137	1.1183
TRINITY_DN121395_c0_g2_i1	NA	NA	NA	NA	-0.078393545	0.078393545	unbias	0.138579237	Testis_mean	0.0442	0.0736	1.6627
TRINITY_DN121396_c0_g1_i1	NA	NA	NA	NA	0.354456354	0.354456354	unbias	0.480449908	Liver_mean	0.051	0.0606	1.1875
TRINITY_DN121413_c0_g1_i2	NA	NA	NA	NA	-0.262383963	0.262383963	unbias	0.230680294	Ovary_mean	0.031	0.0514	1.6591
TRINITY_DN121417_c1_g1_i4	NA	NA	NA	NA	0.046813081	0.046813081	unbias	0.336122186	Ovary_mean	0.1394	0.2233	1.6011
TRINITY_DN121440_c0_g1_i3	tm9sf1-like	Chr01	127058796	127058796	0.014535536	0.014535536	unbias	0.14863541	Ovary_mean	0.001	0.0016	1.6263
TRINITY_DN121444_c0_g1_i1	NA	NA	NA	NA	-0.1795769	0.1795769	unbias	0.470123508	Brain_mean	0.0668	0.108	1.6164
TRINITY_DN121462_c0_g1_i1	NA	NA	NA	NA	-0.106667539	0.106667539	unbias	0.449300273	Ovary_mean	0.1448	0.2829	1.9543
TRINITY_DN121465_c3_g1_i1	NA	NA	NA	NA	-0.253230289	0.253230289	unbias	0.241853537	Brain_mean	0.0815	0.131	1.6069
TRINITY_DN121491_c0_g1_i1	NA	NA	NA	NA	-0.43837613	0.43837613	unbias	0.569060708	G43_M_mean	0.1357	0.2632	1.9396
TRINITY_DN121517_c0_g1_i1	NA	NA	NA	NA	-0.024108206	0.024108206	unbias	0.112532443	G23_mean	0.0384	0.0614	1.5986
TRINITY_DN121525_c1_g1_i3	NA	NA	NA	NA	0.039450444	0.039450444	unbias	0.47736471	Brain_mean	0.2313	0.2992	1.2934
TRINITY_DN121536_c0_g1_i3	NA	NA	NA	NA	-0.101754811	0.101754811	unbias	0.158840717	Ovary_mean	0.0654	0.1201	1.8373
TRINITY_DN121543_c0_g1_i2	NA	NA	NA	NA	0.003852901	0.003852901	unbias	0.27510153	Ovary_mean	0.1626	0.1967	1.2099
TRINITY_DN121544_c0_g1_i2	ttc7b	Chr08	65785576	65785576	-0.066217172	0.066217172	unbias	0.538669147	Brain_mean	0.0642	0.0798	1.2419
TRINITY_DN121568_c0_g1_i2	matn2	Chr06	114340560	114340560	-0.084915371	0.084915371	unbias	0.150797638	Ovary_mean	0.0803	0.077	0.9593
TRINITY_DN121570_c0_g1_i1	NA	NA	NA	NA	-0.158837154	0.158837154	unbias	0.578625517	G43_M_mean	0.1811	0.2819	1.5563
TRINITY_DN121584_c0_g1_i2	NA	NA	NA	NA	0.144418681	0.144418681	unbias	0.113686259	G27_mean	0.0204	0.032	1.5693
TRINITY_DN121606_c1_g2_i3	NA	NA	NA	NA	0.024380207	0.024380207	unbias	0.389710372	Ovary_mean	0.0835	0.132	1.5803
TRINITY_DN121671_c0_g1_i1	NA	NA	NA	NA	-0.144941646	0.144941646	unbias	0.137077123	G27_mean	0.0224	0.0366	1.6308
TRINITY_DN121671_c1_g1_i1	NA	NA	NA	NA	-0.407562531	0.407562531	unbias	0.210301162	G43_F_mean	0.1009	0.1473	1.4602
TRINITY_DN121692_c2_g4_i1	NA	NA	NA	NA	0.114344155	0.114344155	unbias	0.558984095	Brain_mean	0.177	0.1976	1.1168
TRINITY_DN121702_c0_g2_i4	fuz	Chr07	103407840	103407840	0.07146097	0.07146097	unbias	0.31988576	Brain_mean	0.0129	0.0235	1.814
TRINITY_DN121703_c0_g2_i1	NA	NA	NA	NA	-0.288608568	0.288608568	unbias	0.453417336	Brain_mean	0.0434	0.0696	1.6024
TRINITY_DN121730_c0_g2_i1	NA	NA	NA	NA	0.855816133	0.855816133	unbias	0.430989843	G46_M_mean	0.0223	0.0363	1.6301
TRINITY_DN121739_c0_g1_i5	NA	NA	NA	NA	0.274565563	0.274565563	unbias	0.354278198	Testis_mean	0.1815	0.3013	1.6599
TRINITY_DN121758_c0_g2_i1	NA	NA	NA	NA	-0.031884846	0.031884846	unbias	0.387463203	Ovary_mean	0.1166	0.1819	1.5608
