gid	gname	chr	chrone	start	end	logCPM	logFC.XY46.SR46	PV.XY46.SR46	FDR.XY46.SR46	Am2_463	Am4_461	Am5_461	Am6_462
TRINITY_DN120706_c0_g1_i2	setd8	Chr01	Chr01	152467698	152467698	4.946782751	-0.081303923	0.849539271	0.999859762	5.017434088	4.445157097	5.007010044	5.21161828
TRINITY_DN120710_c1_g1_i1	cldn22	Chr01	Chr01	36037300	36037300	2.471693841	-0.039084323	0.935077683	0.999859762	2.27451882	2.56830452	2.500684866	2.517150392
TRINITY_DN120735_c0_g1_i1	hcn1	Chr01	Chr01	181104515	181104515	3.772542782	0.153340376	0.777538493	0.999859762	2.800595305	4.270599067	3.656427292	3.968129973
TRINITY_DN120789_c0_g1_i3	c5orf48	Chr01	Chr01	159749929	159749929	0.990015339	-0.108318899	0.875949241	0.999859762	-0.064584738	1.472409643	1.059614152	1.00845325
TRINITY_DN120798_c0_g1_i3	atp8a1	Chr01	Chr01	28181203	28181203	4.922067203	0.021672255	0.955895558	0.999859762	4.724683188	5.050144012	4.906122691	4.985312134
TRINITY_DN120977_c0_g3_i1	tmem161a	Chr01	Chr01	102084590	102084590	2.140975068	0.084853248	0.867949696	0.999859762	2.433466686	1.992991644	2.078196914	2.034018159
TRINITY_DN120992_c0_g2_i1	LOC100486858	Chr01	Chr01	80401669	80401669	1.453536997	0.673710795	0.318563207	0.999859762	0.922539167	1.210277577	0.939083721	2.256217451
TRINITY_DN121132_c3_g4_i4	aggf1	Chr01	Chr01	164831575	164831575	3.737859148	0.37862303	0.40476607	0.999859762	4.16892699	3.584411054	3.446963507	3.653257735
TRINITY_DN121154_c0_g1_i1	LOC100494841-like	Chr01	Chr01	161269104	161269104	4.909698304	-0.507275749	0.217391194	0.999859762	5.165730972	4.507218583	5.270698264	4.525946056
TRINITY_DN121188_c0_g1_i1	asphd2	Chr01	Chr01	140156835	140156835	4.350051897	-0.231965987	0.551560771	0.999859762	4.348156608	4.202758208	4.51941244	4.311480066
TRINITY_DN121239_c1_g1_i1	lmbrd2	Chr01	Chr01	184038836	184038836	2.682371921	-0.199684828	0.681834946	0.999859762	2.706855968	2.891534988	2.827064834	2.20971286
TRINITY_DN121278_c0_g1_i1	ube2d3	Chr01	Chr01	64172619	64172619	1.261403907	-0.992423231	0.072420196	0.999859762	0.66208919	0.996134266	1.908817685	1.113229678
TRINITY_DN121294_c0_g2_i2	rfx3	Chr01	Chr01	115493750	115493750	2.399080672	0.133460955	0.791678976	0.999859762	2.311384748	2.723543337	2.299965342	2.197848651
TRINITY_DN121351_c0_g1_i1	klkb1-like	Chr01	Chr01	34796670	34796670	4.351620346	-0.097943428	0.803380151	0.999859762	4.430058971	4.235720161	4.423832269	4.308724734
TRINITY_DN121352_c2_g1_i1	foxb2	Chr01	Chr01	119952909	119952909	2.928534025	-0.055374337	0.915785724	0.999859762	2.888613742	3.412482542	2.969264758	2.185886065
TRINITY_DN121419_c0_g1_i2	gpm6a	Chr01	Chr01	38740647	38740647	1.514861471	0.123040119	0.824412944	0.999859762	1.816986017	1.490731044	1.425353932	1.302392466
TRINITY_DN121444_c0_g1_i1	slc39a3	Chr01	Chr01	80297318	80297318	4.187134613	0.283578917	0.509479898	0.999859762	3.893050815	4.375383565	3.97116378	4.427782585
TRINITY_DN121559_c0_g1_i2	abhd4	Chr01	Chr01	128927750	128927750	3.561288691	0.134913147	0.765407963	0.999859762	3.41434869	3.941525761	3.460163707	3.344412571
TRINITY_DN121586_c1_g1_i2	lingo3-like	Chr01	Chr01	83536071	83536071	2.63148091	0.175074317	0.711393451	0.999859762	2.576627536	2.619155224	2.500684866	2.809949362
TRINITY_DN121659_c3_g3_i2	casp3	Chr01	Chr01	35599082	35599082	3.358082107	-0.475578037	0.630469346	0.999859762	1.222652938	4.564559521	3.690429516	0.895467272
TRINITY_DN121682_c0_g4_i1	pcgf3	Chr01	Chr01	98517274	98517274	5.013278148	-0.053211645	0.893868906	0.999859762	5.080196976	4.797647432	5.052748964	5.102898061
TRINITY_DN121691_c3_g4_i1	abcb9	Chr01	Chr01	152805475	152805475	0.084718593	0.009140883	0.990356962	0.999859762	-0.949215044	0.148030017	0.068434378	0.566922558
TRINITY_DN121758_c0_g2_i1	Xetrov90001129m	Chr01	Chr01	61281695	61281695	2.615590558	0.165666824	0.734575183	0.999859762	2.311384748	2.856642561	2.492142248	2.729824126
TRINITY_DN121762_c0_g1_i2	mier2-like	Chr01	Chr01	86231434	86231434	6.597734585	0.287757382	0.550534223	0.999859762	6.974395042	6.424616183	6.376956054	6.535225749
TRINITY_DN121824_c0_g1_i3	lrrc14b	Chr01	Chr01	74050331	74050331	2.122164322	-0.090510143	0.857502669	0.999859762	1.939798013	1.953907633	2.188058692	2.355675866
TRINITY_DN121930_c2_g3_i1	tmem132b	Chr01	Chr01	151093537	151093537	3.328317266	0.230572683	0.593982007	0.999859762	3.41434869	3.523426731	3.153899167	3.19127378
TRINITY_DN121939_c0_g1_i1	lix1	Chr01	Chr01	173196046	173196046	3.293708395	0.756352707	0.09505168	0.999859762	3.698033649	3.348624052	2.699298316	3.272704604
TRINITY_DN121979_c0_g4_i2	pam-like	Chr01	Chr01	137311916	137311916	4.13986472	0.210141396	0.599744902	0.999859762	4.232779694	4.166178527	3.980355243	4.169869531
TRINITY_DN122072_c1_g1_i1	lrrtm1	Chr01	Chr01	3694236	3694236	5.723924172	2.989813911	0.01536525	0.804005534	7.431158748	3.496480232	3.104313835	4.294868582
TRINITY_DN122121_c0_g3_i1	pias2	Chr01	Chr01	193144450	193144450	0.825858713	-0.243133313	0.72554688	0.999859762	-0.064584738	1.35730847	0.988510681	0.566922558
TRINITY_DN122242_c0_g1_i1	anxa10	Chr01	Chr01	41382093	41382093	3.317858097	0.093027482	0.853078072	0.999859762	3.655654768	2.585454676	3.248232529	3.568263861
TRINITY_DN122322_c0_g1_i2	c4orf29	Chr01	Chr01	54793723	54793723	2.286315667	0.368307992	0.476994808	0.999859762	2.217391043	2.676300823	2.00802592	2.149391387
TRINITY_DN122337_c1_g4_i1	lgi2	Chr01	Chr01	21004860	21004860	6.438080974	-0.205252508	0.705573035	0.999859762	6.751076981	5.436623908	6.589088862	6.638132224
TRINITY_DN122339_c0_g2_i6	parp2	Chr01	Chr01	131017542	131017542	1.299187451	-0.591381215	0.284852153	0.999859762	1.143082729	0.970253205	1.702134842	1.257375835
TRINITY_DN122345_c2_g1_i1	h2afz	Chr01	Chr01	65008501	65008501	2.567933283	0.406011486	0.466117662	0.999859762	3.234082998	2.303966563	2.260269079	2.244731083
TRINITY_DN122453_c4_g4_i2	cwc27-like	Chr01	Chr01	175369840	175369840	1.11239352	0.169739864	0.780313982	0.999859762	0.969427604	1.377141068	0.988510681	1.061792435
TRINITY_DN122458_c2_g6_i2	bmp3	Chr01	Chr01	76911734	76911734	10.1348548	-0.29367247	0.537482785	0.999859762	10.13870812	9.88737675	10.34929683	10.12718826
TRINITY_DN122471_c0_g2_i1	Xetrov90000594m	Chr01	Chr01	27050817	27050817	3.741511459	0.102458219	0.816617921	0.999859762	4.086249569	3.545503951	3.664052899	3.613620919
TRINITY_DN122472_c0_g1_i5	fut10	Chr01	Chr01	77794396	77794396	2.684593473	-0.318177212	0.490012258	0.999859762	2.561404497	2.442181261	2.912775417	2.770442928
TRINITY_DN122559_c1_g2_i1	znf462-like	Chr01	Chr01	108361163	108361163	4.610406551	0.036515186	0.92547189	0.999859762	4.558286278	4.509466666	4.583142217	4.775832156
TRINITY_DN122563_c0_g4_i1	fgg	Chr01	Chr01	45258642	45258642	3.330166957	-0.097501138	0.815944269	0.999859762	3.262601062	3.417279621	3.402069613	3.226736953
TRINITY_DN122611_c2_g3_i4	plin2	Chr01	Chr01	106859421	106859421	5.669984738	0.133890708	0.748483356	0.999859762	5.762996215	5.784485249	5.568607193	5.548191861
TRINITY_DN122615_c0_g2_i1	ntrk2	Chr01	Chr01	122212677	122212677	1.768489141	-0.122338617	0.820726437	0.999859762	1.73794533	2.080269412	1.856532143	1.280059726
TRINITY_DN122620_c2_g1_i1	diablo	Chr01	Chr01	153284825	153284825	1.453627142	-0.129096168	0.81229266	0.999859762	1.334339606	1.579002446	1.545816783	1.324384762
TRINITY_DN122628_c5_g1_i1	misp-like	Chr01	Chr01	81977099	81977099	3.459500688	0.518028378	0.299706577	0.999859762	3.698033649	2.918853784	3.058760111	3.925601014
TRINITY_DN122631_c0_g2_i1	gltp	Chr01	Chr01	138816845	138816845	0.7448566	-0.007002219	0.991161343	0.999859762	1.014839987	0.804385824	0.751395809	0.369532675
TRINITY_DN122638_c0_g1_i2	dock8	Chr01	Chr01	116644276	116644276	4.621749665	0.23050132	0.579952955	0.999859762	4.83640488	4.857111668	4.446117758	4.261060558
TRINITY_DN122646_c2_g2_i1	fbp2	Chr01	Chr01	123210799	123210799	3.220420086	0.221458272	0.617157538	0.999859762	3.344921303	2.918853784	3.052963413	3.497437027
TRINITY_DN122657_c3_g1_i1	cep44	Chr01	Chr01	39130121	39130121	6.897240921	0.216591548	0.651583579	0.999859762	6.87707803	6.853251807	6.731981508	7.101583805
TRINITY_DN122676_c4_g6_i2	rasgrf2	Chr01	Chr01	167830062	167830062	2.101700785	0.379026256	0.461231249	0.999859762	1.963153918	2.229554089	1.816035645	2.33415897
TRINITY_DN122714_c15_g1_i1	neil3	Chr01	Chr01	38056089	38056089	4.425045289	-0.061305338	0.876638688	0.999859762	4.550597451	4.246542222	4.470240628	4.417588642
TRINITY_DN122724_c0_g3_i1	bnc2	Chr01	Chr01	105505947	105505947	5.285486409	0.064865727	0.873843845	0.999859762	5.42318815	5.202418129	5.236583914	5.27085995
TRINITY_DN122746_c3_g1_i3	npy5r	Chr01	Chr01	42493852	42493852	6.50204757	-0.448896872	0.311426095	0.999859762	6.231801442	6.558202652	6.824626515	6.317452151
TRINITY_DN122789_c3_g1_i1	apc	Chr01	Chr01	134763527	134763527	3.084110368	-0.08752134	0.837227291	0.999859762	3.050013669	3.041989534	3.1484731	3.092208735
TRINITY_DN122854_c0_g2_i7	nmrk1	Chr01	Chr01	119248563	119248563	1.667314223	0.031908947	0.958358553	0.999859762	0.874075488	1.526690266	1.641624553	2.256217451
TRINITY_DN122865_c0_g1_i1	f2rl3	Chr01	Chr01	99837697	99837697	3.424337275	0.110448841	0.793522212	0.999859762	3.464310982	3.510016394	3.341537691	3.376343527
TRINITY_DN122957_c0_g2_i1	sh3gl1	Chr01	Chr01	74984069	74984069	3.881566038	0.070249626	0.862793642	0.999859762	3.805311056	3.887237394	3.829160426	3.995801702
TRINITY_DN122960_c4_g4_i2	mlxip	Chr01	Chr01	153355295	153355295	3.007090674	-0.291666834	0.519987553	0.999859762	2.864008762	2.593953902	3.217468368	3.24990385
TRINITY_DN122980_c0_g2_i2	scamp1	Chr01	Chr01	164207730	164207730	3.170372419	-0.014089727	0.973139964	0.999859762	3.195160246	3.222748295	3.180727546	3.079333266
TRINITY_DN123030_c2_g2_i1	rbpms	Chr01	Chr01	90124737	90124737	4.759642967	-0.17959079	0.638891972	0.999859762	4.775041643	4.779133162	4.891580616	4.574926726
TRINITY_DN123096_c0_g1_i2	htr1a	Chr01	Chr01	175716241	175716241	2.862659104	0.093940792	0.836263601	0.999859762	2.900760637	3.084830813	2.792694105	2.636220994
TRINITY_DN123101_c0_g1_i2	anxa5	Chr01	Chr01	57497673	57497673	0.85594026	0.430799521	0.538074825	0.999859762	0.413498398	1.526690266	0.535586556	0.603354999
TRINITY_DN123166_c4_g6_i1	rad23b	Chr01	Chr01	108461526	108461526	9.140458925	0.054859459	0.913083369	0.999859762	9.246763339	8.978551676	9.099128326	9.2217674
TRINITY_DN123188_c6_g3_i2	hps4	Chr01	Chr01	140208335	140208335	2.825481055	0.090807483	0.841329222	0.999859762	2.983040418	2.635714813	2.757484504	2.907872687
TRINITY_DN123192_c0_g2_i7	LOC100486585	Chr01	Chr01	8181594	8181594	3.584529156	0.031031383	0.941163509	0.999859762	3.488657914	3.549879141	3.561630381	3.725280096
TRINITY_DN123232_c1_g1_i4	ppp1cc	Chr01	Chr01	154318388	154318388	4.129784387	-0.522229322	0.179498476	0.999859762	4.020975684	3.834417091	4.500370387	4.075768089
TRINITY_DN123316_c1_g4_i3	kxd1	Chr01	Chr01	87476847	87476847	2.37414366	-0.516484191	0.277142935	0.999859762	2.255726461	2.080269412	2.735938753	2.33415897
TRINITY_DN123320_c0_g3_i7	nat8l	Chr01	Chr01	12374500	12374500	1.521251073	-0.319804942	0.564222136	0.999859762	1.101588995	1.800795932	1.745908155	1.280059726
TRINITY_DN123374_c0_g3_i1	tcf4	Chr01	Chr01	189635978	189635978	0.05706343	2.882540395	0.007032359	0.527613927	0.922539167	0.744569942	-2.019335971	-1.010584686
TRINITY_DN123383_c0_g3_i2	LOC100491155	Chr01	Chr01	110037232	110037232	2.480079562	-1.189874168	0.21369213	0.999859762	0.194170392	3.393133111	3.248232529	-0.131183251
TRINITY_DN123460_c0_g1_i1	LOC100491267	Chr01	Chr01	182067360	182067360	2.307343796	-0.003363602	0.994755606	0.999859762	2.546019113	2.423228678	2.30972106	1.879196788
TRINITY_DN123516_c0_g3_i4	glra3	Chr01	Chr01	38904974	38904974	4.54054261	-0.103147175	0.791712682	0.999859762	4.459098757	4.392536982	4.616931342	4.674599792
TRINITY_DN123552_c0_g1_i1	plk4	Chr01	Chr01	54832382	54832382	4.004213789	-0.3100511	0.463971085	0.999859762	3.597140743	4.267945808	4.229383788	3.805651188
TRINITY_DN123582_c0_g2_i1	LOC100485773	Chr01	Chr01	190259195	190259195	1.824448054	-0.115691298	0.837027032	0.999859762	2.27451882	1.740827883	1.908817685	1.210909176
TRINITY_DN123597_c2_g1_i2	fbxo21	Chr01	Chr01	156265776	156265776	4.874895079	-0.133636996	0.728604642	0.999859762	4.817307498	4.991845038	4.973647328	4.695844356
TRINITY_DN123621_c0_g1_i2	lnx1	Chr01	Chr01	30538429	30538429	5.8492646	0.653996075	0.143546008	0.999859762	5.829636135	6.187581747	5.334210508	5.919018312
TRINITY_DN123632_c2_g2_i5	fgf5	Chr01	Chr01	76571118	76571118	3.036379171	0.250608782	0.572268074	0.999859762	2.994420767	3.287058577	2.847300968	2.97892032
TRINITY_DN123671_c4_g5_i1	cdh24	Chr01	Chr01	128052086	128052086	5.911315557	0.076811476	0.857616035	0.999859762	5.952879054	5.833758522	5.853418672	5.998963971
TRINITY_DN123695_c0_g4_i2	MGC79698	Chr01	Chr01	36078011	36078011	1.277960986	0.208398421	0.728024496	0.999859762	1.682738407	1.021559206	1.127377262	1.234329574
TRINITY_DN123704_c2_g3_i1	sema6a	Chr01	Chr01	162837690	162837690	6.595339048	0.223669316	0.79528306	0.999859762	6.095772154	7.725094692	6.42431074	4.378706707
TRINITY_DN123711_c0_g1_i1	LOC100485002	Chr01	Chr01	45162774	45162774	4.14320242	-0.144566631	0.715527827	0.999859762	4.015400505	4.078046677	4.249797847	4.214714351
TRINITY_DN123719_c0_g1_i4	dtwd2	Chr01	Chr01	162178222	162178222	4.526230566	0.161841214	0.68426851	0.999859762	4.714397071	4.468455258	4.403476687	4.502024235
TRINITY_DN123736_c0_g2_i1	sall2	Chr01	Chr01	129520618	129520618	0.852663428	-0.09227715	0.957864147	0.999859762	-3.650945666	-3.650945666	0.887903129	2.33415897
TRINITY_DN123751_c1_g4_i1	mfsd7	Chr01	Chr01	98607651	98607651	0.818987239	0.053380702	0.935835734	0.999859762	0.718076723	1.275133806	0.779750152	0.326593803
TRINITY_DN123803_c0_g3_i3	ttc39b	Chr01	Chr01	111805496	111805496	0.888448635	-0.964521236	0.098158205	0.999859762	0.344029079	0.682166345	1.512412829	0.673570789
TRINITY_DN123892_c0_g1_i1	LOC100145154	Chr01	Chr01	116802093	116802093	3.639425639	-0.023699134	0.956016055	0.999859762	3.880838556	3.393133111	3.656427292	3.591120631
TRINITY_DN123963_c1_g1_i1	LOC100496389	Chr01	Chr01	80641296	80641296	1.918892636	0.031048998	0.951768921	0.999859762	2.197834447	1.740827883	1.895922872	1.818507485
TRINITY_DN124029_c2_g1_i1	ankrd13a	Chr01	Chr01	138942447	138942447	3.884816267	0.088519651	0.837135156	0.999859762	3.5745713	4.19997708	3.818949808	3.870613782
TRINITY_DN124078_c1_g4_i1	theg-like	Chr01	Chr01	86248597	86248597	2.113817125	0.617324893	0.272746908	0.999859762	2.692953231	2.139528545	1.641624553	1.78717781
TRINITY_DN124080_c3_g1_i2	Xetrov90003677m	Chr01	Chr01	185960157	185960157	3.006616351	-0.039053027	0.929972322	0.999859762	2.971569584	2.776772794	3.03543225	3.20911433
TRINITY_DN124095_c0_g3_i4	bcl7a	Chr01	Chr01	153437220	153437220	1.303531933	-0.44388101	0.424325677	0.999859762	1.058866418	1.316806133	1.610390272	1.138276534
TRINITY_DN124131_c9_g1_i1	zp3.2	Chr01	Chr01	131851113	131851113	8.483032774	-0.007846664	0.987448743	0.999859762	8.552747063	8.330367042	8.488912112	8.54911011
TRINITY_DN124189_c0_g5_i1	LOC101733996	Chr01	Chr01	54504852	54504852	4.906088841	0.362574351	0.367516165	0.999859762	5.200540047	4.835770814	4.626720558	4.90549683
TRINITY_DN124244_c1_g1_i6	acad10	Chr01	Chr01	154392658	154392658	3.773822453	0.01486039	0.972705671	0.999859762	3.456103167	3.830826015	3.763238029	3.988933369
TRINITY_DN124247_c2_g3_i1	slc12a6	Chr01	Chr01	130549575	130549575	3.135273474	-0.19028983	0.649630247	0.999859762	3.234082998	3.041989534	3.273377515	2.971970951
TRINITY_DN124257_c2_g7_i1	s100z	Chr01	Chr01	164876388	164876388	0.457133772	2.433340639	0.002122241	0.231475219	0.718076723	0.889701935	-1.394703811	0.740527205
TRINITY_DN124321_c3_g2_i1	prlr	Chr01	Chr01	185915221	185915221	1.600972695	-0.034859405	0.948929114	0.999859762	1.437997821	1.35730847	1.626091938	1.908610163
TRINITY_DN124362_c0_g1_i2	LOC100487674-like	Chr01	Chr01	96530150	96530150	2.807329072	-0.162884245	0.717596964	0.999859762	2.900760637	2.542190855	2.925521138	2.833144155
TRINITY_DN124365_c0_g1_i1	larp7	Chr01	Chr01	59504263	59504263	1.378746907	0.252233945	0.674163558	0.999859762	1.143082729	1.815406401	1.192099832	1.234329574
TRINITY_DN124385_c5_g1_i3	bend4-like	Chr01	Chr01	28031281	28031281	7.222893119	0.10192038	0.831954667	0.999859762	7.273694254	7.295332251	7.145841455	7.171118159
TRINITY_DN124435_c1_g9_i1	LOC100498355	Chr01	Chr01	192981468	192981468	3.041847123	-0.349246548	0.428840871	0.999859762	2.635962496	3.206212597	3.293182649	2.929556748
TRINITY_DN124478_c0_g3_i3	paqr3	Chr01	Chr01	75965288	75965288	1.536053001	-0.339349583	0.545870486	0.999859762	1.470959033	1.786035985	1.774369498	0.953066054
TRINITY_DN124490_c6_g2_i1	Xetrov90003149m	Chr01	Chr01	153885424	153885424	0.838169777	0.251671627	0.720962797	0.999859762	1.369726372	0.052593937	0.662827522	1.035369335
TRINITY_DN124587_c0_g1_i1	slc30a5	Chr01	Chr01	173689269	173689269	2.528226632	0.556035672	0.301670848	0.999859762	2.498853313	2.218603355	2.100848754	3.085785364
TRINITY_DN124625_c0_g2_i1	vldlr	Chr01	Chr01	115822994	115822994	1.141102779	0.179240757	0.769929909	0.999859762	1.470959033	0.861820084	1.012603315	1.187102294
TRINITY_DN124656_c2_g1_i8	kank1	Chr01	Chr01	116514172	116514172	2.382904783	0.401679067	0.438726266	0.999859762	2.311384748	2.784219179	2.078196914	2.256217451
TRINITY_DN124665_c1_g1_i1	tnfaip8	Chr01	Chr01	162017162	162017162	5.261228502	0.070372233	0.863926794	0.999859762	5.397700854	5.317227697	5.208177961	5.10607545
TRINITY_DN124666_c0_g1_i1	gucd1	Chr01	Chr01	144088963	144088963	0.801737322	0.273749792	0.692239229	0.999859762	0.543141518	1.416006628	0.600609364	0.369532675
TRINITY_DN124707_c2_g1_i1	LOC101733619	Chr01	Chr01	112765436	112765436	2.494388539	0.195639525	0.68333619	0.999859762	2.530467884	2.619155224	2.348097322	2.468603332
TRINITY_DN124777_c0_g2_i1	ugcg	Chr01	Chr01	95778004	95778004	2.03545448	0.479177331	0.376332586	0.999859762	2.311384748	2.354862433	1.672196919	1.671834259
TRINITY_DN124806_c0_g2_i1	dkk2	Chr01	Chr01	62532686	62532686	1.572304769	-0.921465594	0.40402451	0.999859762	-3.650945666	1.232221876	2.16674544	2.244731083
TRINITY_DN124832_c6_g4_i1	sugp2	Chr01	Chr01	102133978	102133978	1.691500578	0.005814213	0.99104169	0.999859762	1.73794533	1.786035985	1.687243536	1.546461329
TRINITY_DN124837_c4_g4_i2	Xetrov90000413m	Chr01	Chr01	15030282	15030282	4.529656634	-0.194751036	0.616208733	0.999859762	4.339258508	4.516189971	4.672805771	4.56803048
TRINITY_DN124874_c2_g2_i1	wdr17-like	Chr01	Chr01	38582869	38582869	2.305228914	-0.345454855	0.469515866	0.999859762	2.293069538	2.104265937	2.550904821	2.233152529
TRINITY_DN124993_c2_g5_i4	LOC734015	Chr01	Chr01	151510761	151510761	1.554474511	-0.077733547	0.88517377	0.999859762	1.595752753	1.275133806	1.610390272	1.705741181
TRINITY_DN125035_c3_g2_i1	nrl	Chr01	Chr01	128219236	128219236	3.39644966	0.819135035	0.070874361	0.999859762	3.447848389	3.775858826	2.75033828	3.433108976
TRINITY_DN125075_c1_g2_i3	capsl	Chr01	Chr01	185311838	185311838	1.565241685	0.86025879	0.420324385	0.999859762	-0.50275094	0.193480477	0.887903129	2.999569806
TRINITY_DN125112_c0_g1_i2	acot12	Chr01	Chr01	167928424	167928424	6.183463997	1.892253875	0.007217526	0.534443753	5.338652819	7.267044785	4.58515187	6.171914848
TRINITY_DN125146_c0_g1_i6	Xetrov90002507m	Chr01	Chr01	128823928	128823928	5.706988063	0.587047894	0.202987733	0.999859762	6.211221798	5.568613539	5.246776236	5.631036756
TRINITY_DN125157_c1_g1_i3	camkk2-like	Chr01	Chr01	153827883	153827883	1.106321347	0.369049193	0.543095309	0.999859762	1.143082729	1.18799433	0.834839876	1.234329574
TRINITY_DN125199_c1_g1_i4	aga	Chr01	Chr01	38042206	38042206	2.773018506	-0.289392513	0.513031537	0.999859762	2.621355964	2.784219179	2.981523132	2.670965209
TRINITY_DN125272_c0_g1_i3	apba3-like	Chr01	Chr01	74393757	74393757	5.109470791	0.249591709	0.593087203	0.999859762	5.2321276	4.540577449	4.918927062	5.555183362
TRINITY_DN125325_c3_g1_i1	mtap	Chr01	Chr01	108960377	108960377	3.149913523	0.098387635	0.821585656	0.999859762	3.290566314	2.87070096	3.076011755	3.322725758
TRINITY_DN125345_c0_g1_i1	pigg-like	Chr01	Chr01	80113835	80113835	1.439766295	0.745641876	0.337092136	0.999859762	0.344029079	2.432736091	0.861615451	1.162895958
TRINITY_DN125359_c0_g1_i3	enc1.2	Chr01	Chr01	84244041	84244041	1.28986113	0.134521072	0.815056642	0.999859762	1.334339606	1.435053699	1.192099832	1.187102294
TRINITY_DN125375_c12_g3_i1	apba1-like	Chr01	Chr01	117271724	117271724	1.0097738	-0.420183919	0.530296896	0.999859762	0.112968161	1.472409643	1.293908638	0.707437398
TRINITY_DN125389_c0_g6_i1	fgb	Chr01	Chr01	45300519	45300519	2.41827212	0.582578592	0.298183366	0.999859762	3.039065147	2.055866989	1.971617594	2.387361212
TRINITY_DN125405_c7_g1_i1	plbd2	Chr01	Chr01	133777750	133777750	0.017037161	-0.076233556	0.913967344	0.999859762	0.026921425	0.280298971	0.068434378	-0.393005515
TRINITY_DN125448_c0_g4_i2	fst	Chr01	Chr01	179563181	179563181	3.950546798	-0.428673522	0.285972666	0.999859762	3.886957608	4.003447247	4.257379257	3.568263861
TRINITY_DN125476_c0_g3_i2	sgta	Chr01	Chr01	80308197	80308197	0.968996558	0.346296514	0.61242304	0.999859762	1.62533456	0.889701935	0.722473006	0.451756746
TRINITY_DN125480_c1_g1_i1	hmgcs1	Chr01	Chr01	182046716	182046716	2.331796453	-0.047627203	0.923793567	0.999859762	2.031035206	2.334719031	2.366909311	2.536120853
